"구분","병동구분","병상.합계","병실.합계","X.1인실.병상.","X.1인실.병실.","X.2인실.병상.","X.2인실.병실.","X.4인실.병상.","X.4인실.병실.","X.5인실.병상.","X.5인실.병실.","X.6인실.병상.","X.6인실.병실.","X.기타.병상.","X.기타.병실.","지역","년도","병동.구분","X.특실.병상.","X.특실.병실.","X.3인실.병상.","X.3인실.병실.","X.8인실.병상.","X.8인실.병실.","X.7인실.병상.","X.7인실.병실.","병상현황","X.9인실.병상.","X.9인실.병실.","X.격리실.병상.","X.격리실.병실.","X.국비.병상.","X.국비.병실.","X.사비.병상.","X.사비.병실.","X6인실.병실","특실.병상","특실.병실","X1인실.병상","X1인실.병실","X2인실.병상","X2인실.병실","X3인실.병상","X3인실.병실","X4인실.병상","X4인실.병실","X5인실.병상","X5인실.병실","X6인실.병상","기타.병상","기타.병실"
"기타병상",NA,"15","15","0","0","0","0","0","0","0","0","0","0","15","15","서울",2020,"수술실","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,"1","1","0","0","0","0","0","0","0","0","0","0","1","1","서울",2020,"분만실","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,"6","1","0","0","0","0","0","0","0","0","0","0","6","1","서울",2020,"신생아실","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,"25","1","0","0","0","0","0","0","0","0","0","0","25","1","서울",2020,"인공신장실","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","41","11","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","37","10","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","37","10","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"인천",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","1","7","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)",NA,NA,NA,"13","13","0","0","20","5",NA,NA,"312",NA,"0","0","부산",2020,"일반병실",NA,NA,NA,NA,"48","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"0","0","부산",2020,"간호간병",NA,NA,NA,NA,"48","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)",NA,NA,NA,"0","0","2","2","2","1",NA,NA,"0",NA,"0","0","부산",2020,"완화의료",NA,NA,NA,NA,"16","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"24","1","부산",2020,"중환자",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"14","5","부산",2020,"격리병실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"0","0","부산",2020,"무균치료실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"13","1","부산",2020,"응급실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"7","1","부산",2020,"수술실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"1","1","부산",2020,"분만실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"26","1","부산",2020,"인공신장실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"4","1","부산",2020,"회복실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,NA,NA,"0","0","0","0","0","0",NA,NA,"0",NA,"19","1","부산",2020,"물리치료실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)","일반병실","211","44","4","4","0","0","56","14","0","0","150","25","0","0","대전",2020,NA,"1","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)","간호간병","85","17","0","0","0","0","8","2","65","13","12","2","0","0","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)","완화의료","16","7","1","1","6","3","0","0","0","0","0","0","0","0","대전",2020,NA,"0","0","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)","정신과폐쇄","0","0","0","0","0","0","0","0","0","0","0","0","0","0","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상","코로나전담병동","34","10","1","1","0","0","8","2","0","0","24","6","1","1","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상","중환자","13","2","0","0","0","0","0","0","0","0","0","0","13","2","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상","격리병실","0","0","0","0","0","0","0","0","0","0","0","0","0","0","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상","무균치료실","0","0","0","0","0","0","0","0","0","0","0","0","0","0","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","응급실","9","1","0","0","0","0","0","0","0","0","0","0","9","1","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","수술실","5","5","0","0","0","0","0","0","0","0","0","0","5","5","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","분만실","0","0","0","0","0","0","0","0","0","0","0","0","0","0","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","신생아실","0","0","0","0","0","0","0","0","0","0","0","0","0","0","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","인공신장실","13","1","0","0","0","0","0","0","0","0","0","0","13","1","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","회복실","0","0","0","0","0","0","0","0","0","0","0","0","0","0","대전",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"16","16","0","0","152","38","30","6","198","33","0","0","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"1","1","0","0","44","11","0","0","0","0","0","0","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"1","1","2","1","12","3","0","0","0","0","0","0","대구",2020,NA,"0","0","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"","","0","0","0","0","0","0","0","0","","","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"3","3","0","0","0","0","0","0","0","0","11","1","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"1","1","0","0","0","0","0","0","0","0","0","0","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"2","2","0","0","0","0","0","0","0","0","12","1","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","6","6","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","29","1","대구",2020,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)","일반병실","473","122","15","15","38","19","216","54","0","0","204","34","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)","간호간병","0","0","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)","완화의료","29","8","1","1","0","0","28","7","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)","정신과폐쇄","0","0","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상","중환자","26","2","1","1","0","0","0","0","0","0","0","0","25","1","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상","격리병실","33","13","7","7","0","0","16","4","10","2","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상","무균치료실","0","0","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","응급실","16","1","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","수술실","8","8","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","분만실","2","1","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","신생아실","5","1","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","인공신장실","31","1","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","물리치료실","36","4","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상","회복실","7","1","0","0","0","0","0","0","0","0","0","0","0","0","광주",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"일반병실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","5","5","44","22","15","5","4","1","355","71","0","0","0"
"간호간병",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","18","9","0","0","0","0","160","32","0","2","2"
"완화의료",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","1","0","0","3","1","24","6","0","0","0","0","0"
"정신과폐쇄",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","12","4","0","0","0","0","48","0","0"
"중환자",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","38","2"
"격리병실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","5","5","4","2","18","6","0","0","0","0","0","0","0"
"무균치료실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","2","2","0","0","0","0","0","0","0","0","0","0","0"
"음압실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"응급실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","30","1"
"수술실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","15","15"
"분만실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"신생아실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","6","1"
"인공신장실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"서울",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","25","1"
"운영병상(일반)",NA,"236","46","6","6","0","0","20","5",NA,NA,"210",NA,"0","0","부산",2021,"일반병실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)",NA,"96","12","0","0","0","0","0","0",NA,NA,"0",NA,"0","0","부산",2021,"간호간병",NA,NA,NA,NA,"96","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)",NA,"20","7","2","2","2","1","0","0",NA,NA,"16",NA,"0","0","부산",2021,"완화의료",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)",NA,"0","0","0","0","0","0","0","0",NA,NA,"0",NA,"0","0","부산",2021,"재활병동",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상",NA,"22","1","0","0","0","0","0","0",NA,NA,"0",NA,"22","1","부산",2021,"중환자",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상",NA,"15","4","0","0","0","0","0","0",NA,NA,"0",NA,"15","4","부산",2021,"격리병실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상",NA,"56","14","0","0","0","0","56","14",NA,NA,"0",NA,"0","0","부산",2021,"코로나 전담병동",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상",NA,"0","0","0","0","0","0","0","0",NA,NA,"0",NA,"0","0","부산",2021,"무균치료실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,"13","1","0","0","0","0","0","0",NA,NA,"0",NA,"13","1","부산",2021,"응급실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,"7","1","0","0","0","0","0","0",NA,NA,"0",NA,"7","1","부산",2021,"수술실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,"1","1","0","0","0","0","0","0",NA,NA,"0",NA,"1","1","부산",2021,"분만실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,"26","1","0","0","0","0","0","0",NA,NA,"0",NA,"26","1","부산",2021,"인공신장실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,"4","1","0","0","0","0","0","0",NA,NA,"0",NA,"4","1","부산",2021,"회복실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"기타병상",NA,"19","1","0","0","0","0","0","0",NA,NA,"0",NA,"19","1","부산",2021,"물리치료실",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"운영병상(일반)","일반병실",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","0","0","0","0","40","10","0","0","114","0","0"
"운영병상(일반)","간호간병",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","8","2","65","13","12","0","0"
"운영병상(일반)","완화의료",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","1","6","3","9","3","0","0","0","0","0","0","0"
"운영병상(일반)","정신과폐쇄",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"대전",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
