"년도","지역","부서명","순위","질병코드","상병명","실인원","진료과","주진단명"
2019,"부산","소화기내과",18,"C18","결장의 악성 신생물",15,NA,NA
2019,"부산","순환기내과",1,"I20","협심증",575,NA,NA
2019,"부산","순환기내과",2,"I50","심부전",134,NA,NA
2019,"부산","순환기내과",3,"I73","기타 말초혈관질환",80,NA,NA
2019,"부산","순환기내과",4,"I48","심방세동 및 조동",67,NA,NA
2019,"부산","순환기내과",5,"I21","급성 심근경색증",29,NA,NA
2019,"부산","순환기내과",6,"I10","본태성(원발성) 고혈압",24,NA,NA
2019,"부산","순환기내과",7,"R07","목구멍 및 가슴의 통증",23,NA,NA
2019,"부산","순환기내과",8,"I44","방실차단 및 좌각차단",20,NA,NA
2019,"부산","순환기내과",9,"R55","실신 및 허탈",17,NA,NA
2019,"부산","순환기내과",10,"I80","정맥염 및 혈전정맥염",15,NA,NA
2019,"부산","순환기내과",11,"I49","기타 심장부정맥",14,NA,NA
2019,"부산","순환기내과",12,"I35","비류마티스성 대동맥판장애",11,NA,NA
2019,"부산","순환기내과",12,"I26","폐색전증",11,NA,NA
2019,"부산","순환기내과",14,"Z95","심장 및 혈관 삽입물 및 이식편의 존재",10,NA,NA
2019,"부산","순환기내과",15,"R60","달리 분류되지 않은 부종",8,NA,NA
2019,"부산","순환기내과",16,"R00","심장박동의 이상",7,NA,NA
2019,"부산","순환기내과",17,"R06","호흡의 이상",6,NA,NA
2019,"부산","순환기내과",18,"I25","만성 허혈심장병",5,NA,NA
2019,"부산","순환기내과",18,"I95","저혈압",5,NA,NA
2019,"부산","순환기내과",18,"I11","고혈압성 심장병",5,NA,NA
2019,"부산","순환기내과",18,"I71","대동맥동맥류 및 박리",5,NA,NA
2019,"부산","순환기내과",18,"I47","발작성 빈맥",5,NA,NA
2019,"부산","신경과",1,"I63","뇌경색증",44,NA,NA
2019,"부산","신경과",2,"I69","뇌혈관질환의 후유증",7,NA,NA
2019,"부산","신경과",3,"R42","어지럼증 및 어지럼",6,NA,NA
2019,"부산","신경과",4,"F03","상세불명의 치매",4,NA,NA
2019,"부산","신경과",5,"G25","기타 추체외로 및 운동 장애",3,NA,NA
2019,"부산","신경과",6,"G45","일과성 뇌허혈발작 및 관련 증후군",2,NA,NA
2019,"부산","신경과",6,"G20","파킨슨병",2,NA,NA
2019,"부산","신경과",6,"G53","달리 분류된 질환에서의 뇌신경장애",2,NA,NA
2019,"부산","신경과",9,"G51","안면신경장애",1,NA,NA
2019,"부산","신경과",9,"G40","뇌전증",1,NA,NA
2019,"부산","신경과",9,"A41","기타 패혈증",1,NA,NA
2019,"부산","신경과",9,"H81","전정기능의 장애",1,NA,NA
2019,"부산","신경과",9,"I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착",1,NA,NA
2019,"부산","신경과",9,"I61","뇌내출혈",1,NA,NA
2019,"부산","신경외과",1,"M48","기타 척추병증",169,NA,NA
2019,"부산","신경외과",2,"M51","기타 추간판장애",114,NA,NA
2019,"부산","신경외과",3,"G55","달리 분류된 질환에서의 신경근 및 신경총 압박",91,NA,NA
2019,"부산","신경외과",4,"S32","요추 및 골반의 골절",71,NA,NA
2019,"부산","신경외과",5,"M96","달리 분류되지 않은 처치후 근골격장애",55,NA,NA
2019,"부산","신경외과",6,"M50","경추간판장애",42,NA,NA
2019,"부산","신경외과",7,"M43","기타 변형성 등병증",25,NA,NA
2019,"부산","신경외과",8,"S06","두개내손상",24,NA,NA
2019,"부산","신경외과",9,"M47","척추증",23,NA,NA
2019,"부산","신경외과",9,"S22","늑골, 흉골 및 흉추의 골절",23,NA,NA
2019,"부산","신경외과",11,"I69","뇌혈관질환의 후유증",12,NA,NA
2019,"부산","신경외과",12,"I61","뇌내출혈",9,NA,NA
2019,"부산","신경외과",13,"S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",6,NA,NA
2019,"부산","신경외과",13,"I63","뇌경색증",6,NA,NA
2019,"부산","신경외과",15,"T08","척추의 상세불명 부위의 골절",5,NA,NA
2019,"부산","신경외과",16,"M45","강직척추염",3,NA,NA
2019,"부산","신경외과",17,"T91","목 및 몸통 손상의 후유증",2,NA,NA
2019,"부산","신경외과",17,"I60","지주막하출혈",2,NA,NA
2019,"부산","신경외과",17,"I62","기타 비외상성 두개내출혈",2,NA,NA
2019,"부산","신경외과",20,"G50","삼차신경의 장애",1,NA,NA
2019,"부산","신경외과",20,"G40","뇌전증",1,NA,NA
2019,"부산","신경외과",20,"I66","뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착",1,NA,NA
2019,"부산","신경외과",20,"G06","두개내 및 척추내 농양 및 육아종",1,NA,NA
2019,"부산","신경외과",20,"M71","기타 윤활낭병증",1,NA,NA
2019,"부산","신경외과",20,"M46","기타 염증성 척추병증",1,NA,NA
2019,"부산","신경외과",20,"D33","뇌 및 중추신경계통의 기타 부분의 양성 신생물",1,NA,NA
2019,"부산","신경외과",20,"N51","달리 분류된 질환에서의 남성생식기관의 장애",1,NA,NA
2019,"부산","신경외과",20,"M54","등통증",1,NA,NA
2019,"부산","신경외과",20,"M53","달리 분류되지 않은 기타 등병증",1,NA,NA
2019,"부산","신경외과",20,"G52","기타 뇌신경의 장애",1,NA,NA
2019,"부산","신경외과",20,"S02","두개골 및 안면골의 골절",1,NA,NA
2019,"부산","신경외과",20,"S72","대퇴골의 골절",1,NA,NA
2019,"부산","신경외과",20,"S01","머리의 열린상처",1,NA,NA
2019,"부산","신경외과",20,"S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장",1,NA,NA
2019,"부산","신경외과",20,"D32","수막의 양성 신생물",1,NA,NA
2019,"부산","신경외과",20,"G83","기타 마비증후군",1,NA,NA
2019,"부산","신경외과",20,"S12","목의 골절",1,NA,NA
2019,"부산","신경외과",20,"G45","일과성 뇌허혈발작 및 관련 증후군",1,NA,NA
2019,"부산","신경외과",20,"G95","척수의 기타 질환",1,NA,NA
2019,"부산","신장내과",1,"N18","만성 신장병",79,NA,NA
2019,"부산","신장내과",2,"N17","급성 신부전",25,NA,NA
2019,"부산","신장내과",3,"E11","2형 당뇨병",11,NA,NA
2019,"부산","신장내과",4,"N10","급성 세뇨관-간질신장염",9,NA,NA
2019,"부산","신장내과",4,"E87","수분, 전해질 및 산-염기균형의 기타 장애",9,NA,NA
2019,"부산","신장내과",6,"R60","달리 분류되지 않은 부종",7,NA,NA
2019,"부산","신장내과",7,"M62","근육의 기타 장애",4,NA,NA
2019,"부산","신장내과",7,"N08","달리 분류된 질환에서의 사구체장애",4,NA,NA
2019,"부산","신장내과",9,"E14","상세불명의 당뇨병",3,NA,NA
2019,"부산","신장내과",9,"N00","급성 신염증후군",3,NA,NA
2019,"부산","신장내과",9,"N30","방광염",3,NA,NA
2019,"부산","신장내과",12,"J18","상세불명 병원체의 폐렴",2,NA,NA
2019,"부산","신장내과",12,"I50","심부전",2,NA,NA
2019,"부산","신장내과",12,"E22","뇌하수체의 기능항진",2,NA,NA
2019,"부산","신장내과",12,"N39","비뇨계통의 기타 장애",2,NA,NA
2019,"부산","신장내과",16,"R19","소화계통 및 복부의 기타 증상 및 징후",1,NA,NA
2019,"부산","신장내과",16,"K30","기능성 소화불량",1,NA,NA
2019,"부산","신장내과",16,"I26","폐색전증",1,NA,NA
2019,"부산","신장내과",16,"K27","상세불명 부위의 소화성 궤양",1,NA,NA
2019,"부산","신장내과",16,"E10","1형 당뇨병",1,NA,NA
2019,"부산","신장내과",16,"N28","달리 분류되지 않은 신장 및 요관의 기타 장애",1,NA,NA
2019,"부산","신장내과",16,"I73","기타 말초혈관질환",1,NA,NA
2019,"부산","신장내과",16,"C61","전립선의 악성 신생물",1,NA,NA
2019,"부산","신장내과",16,"U82","베타락탐항생제 내성",1,NA,NA
2019,"부산","신장내과",16,"N04","신증후군",1,NA,NA
2019,"부산","신장내과",16,"A41","기타 패혈증",1,NA,NA
2019,"부산","신장내과",16,"N19","상세불명의 신부전",1,NA,NA
2019,"부산","안과",1,"H25","노년백내장",129,NA,NA
2019,"부산","안과",2,"Z96","기타 기능성 삽입물의 존재",28,NA,NA
2019,"부산","외과",1,"K80","담석증",61,NA,NA
2019,"부산","외과",2,"K40","사타구니탈장",56,NA,NA
2019,"부산","외과",3,"C18","결장의 악성 신생물",37,NA,NA
2019,"부산","외과",4,"C20","직장의 악성 신생물",17,NA,NA
2019,"부산","외과",5,"K82","담낭의 기타 질환",16,NA,NA
2019,"부산","외과",5,"S22","늑골, 흉골 및 흉추의 골절",16,NA,NA
2019,"부산","외과",7,"C16","위의 악성 신생물",13,NA,NA
2019,"부산","외과",8,"K35","급성 충수염",10,NA,NA
2019,"부산","외과",9,"C19","직장구불결장접합부의 악성 신생물",9,NA,NA
2019,"부산","외과",10,"K81","담낭염",7,NA,NA
2019,"부산","외과",11,"L89","욕창궤양 및 압박부위",5,NA,NA
2019,"부산","외과",11,"K56","탈장이 없는 마비성 장폐색증 및 장폐색",5,NA,NA
2019,"부산","외과",13,"K61","항문 및 직장부의 농양",3,NA,NA
2019,"부산","외과",13,"K64","치핵 및 항문주위정맥혈전증",3,NA,NA
2019,"부산","외과",15,"J93","기흉",2,NA,NA
2019,"부산","외과",15,"T30","상세불명 신체부위의 화상 및 부식",2,NA,NA
2019,"부산","외과",15,"L02","피부의 농양, 종기 및 큰종기",2,NA,NA
2019,"부산","외과",15,"I73","기타 말초혈관질환",2,NA,NA
2019,"부산","외과",19,"D17","양성 지방종성 신생물",1,NA,NA
2019,"부산","외과",19,"K62","항문 및 직장의 기타 질환",1,NA,NA
2019,"부산","외과",19,"T25","발목 및 발의 화상 및 부식",1,NA,NA
2019,"부산","외과",19,"K46","상세불명의 복벽탈장",1,NA,NA
2019,"부산","외과",19,"K42","배꼽탈장",1,NA,NA
2019,"부산","이비인후과",1,"J34","코 및 비동의 기타 장애",23,NA,NA
2019,"부산","이비인후과",2,"J32","만성 부비동염",8,NA,NA
2019,"부산","이비인후과",3,"H81","전정기능의 장애",7,NA,NA
2019,"부산","이비인후과",4,"H91","기타 청력소실",6,NA,NA
2019,"부산","이비인후과",5,"I63","뇌경색증",3,NA,NA
2019,"부산","이비인후과",6,"J05","급성 폐색성 후두염[크룹] 및 후두개염",2,NA,NA
2019,"부산","이비인후과",6,"J30","혈관운동성 및 앨러지성 비염",2,NA,NA
2019,"부산","이비인후과",6,"R04","기도출혈",2,NA,NA
2019,"부산","이비인후과",6,"J33","코폴립",2,NA,NA
2019,"부산","이비인후과",6,"J31","만성 비염, 비인두염 및 인두염",2,NA,NA
2019,"부산","이비인후과",6,"D14","중이 및 호흡계통의 양성 신생물",2,NA,NA
2019,"부산","이비인후과",6,"J36","편도주위농양",2,NA,NA
2019,"부산","이비인후과",6,"S02","두개골 및 안면골의 골절",2,NA,NA
2019,"부산","이비인후과",14,"G51","안면신경장애",1,NA,NA
2019,"부산","이비인후과",14,"L02","피부의 농양, 종기 및 큰종기",1,NA,NA
2019,"부산","이비인후과",14,"R42","어지럼증 및 어지럼",1,NA,NA
2019,"부산","이비인후과",14,"C02","혀의 기타 및 상세불명 부분의 악성 신생물",1,NA,NA
2019,"부산","이비인후과",14,"J03","급성 편도염",1,NA,NA
2019,"부산","이비인후과",14,"H61","외이의 기타 장애",1,NA,NA
2019,"부산","이비인후과",14,"M86","골수염",1,NA,NA
2019,"부산","이비인후과",14,"T81","달리 분류되지 않은 처치의 합병증",1,NA,NA
2019,"부산","재활의학과",1,"I63","뇌경색증",36,NA,NA
2019,"부산","재활의학과",2,"G81","편마비",30,NA,NA
2019,"부산","재활의학과",3,"I69","뇌혈관질환의 후유증",27,NA,NA
2019,"부산","재활의학과",4,"G82","하반신마비 및 사지마비",12,NA,NA
2019,"부산","재활의학과",5,"I61","뇌내출혈",6,NA,NA
2019,"부산","재활의학과",6,"G20","파킨슨병",2,NA,NA
2019,"부산","재활의학과",6,"S06","두개내손상",2,NA,NA
2019,"부산","재활의학과",6,"G93","뇌의 기타 장애",2,NA,NA
2019,"부산","재활의학과",6,"I60","지주막하출혈",2,NA,NA
2019,"부산","재활의학과",6,"R25","이상불수의운동",2,NA,NA
2019,"부산","재활의학과",11,"G95","척수의 기타 질환",1,NA,NA
2019,"부산","재활의학과",11,"M54","등통증",1,NA,NA
2019,"부산","재활의학과",11,"S32","요추 및 골반의 골절",1,NA,NA
2019,"부산","재활의학과",11,"S14","목부위의 신경 및 척수의 손상",1,NA,NA
2019,"부산","재활의학과",11,"I73","기타 말초혈관질환",1,NA,NA
2019,"부산","재활의학과",11,"G83","기타 마비증후군",1,NA,NA
2019,"부산","재활의학과",11,"G22","달리 분류된 질환에서의 파킨슨증",1,NA,NA
2019,"부산","정형외과",1,"M17","무릎관절증",172,NA,NA
2019,"부산","정형외과",2,"M48","기타 척추병증",162,NA,NA
2019,"부산","정형외과",3,"S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상",59,NA,NA
2019,"부산","정형외과",4,"M75","어깨병변",42,NA,NA
2019,"부산","정형외과",5,"S82","발목을 포함한 아래다리의 골절",29,NA,NA
2019,"부산","정형외과",6,"S72","대퇴골의 골절",21,NA,NA
2019,"부산","정형외과",7,"M15","다발관절증",20,NA,NA
2019,"부산","정형외과",8,"M87","골괴사",19,NA,NA
2019,"부산","정형외과",9,"S52","아래팔의 골절",15,NA,NA
2019,"부산","정형외과",10,"I73","기타 말초혈관질환",13,NA,NA
2019,"부산","정형외과",10,"L03","연조직염",13,NA,NA
2019,"부산","정형외과",12,"E14","상세불명의 당뇨병",11,NA,NA
2019,"부산","정형외과",12,"S42","어깨 및 위팔의 골절",11,NA,NA
2019,"부산","정형외과",14,"E10","1형 당뇨병",10,NA,NA
2019,"부산","정형외과",15,"G56","팔의 단일신경병증",9,NA,NA
2019,"부산","정형외과",15,"S83","무릎의 관절 및 인대의 탈구, 염좌 및 긴장",9,NA,NA
2019,"부산","정형외과",17,"M23","무릎의 내부장애",8,NA,NA
2019,"부산","정형외과",18,"S92","발목을 제외한 발의 골절",7,NA,NA
2019,"부산","정형외과",19,"M19","기타 관절증",6,NA,NA
2019,"부산","정형외과",20,"M77","기타 골부착부병증",5,NA,NA
2019,"부산","정형외과",20,"M00","화농성 관절염",5,NA,NA
2019,"부산","정형외과",20,"M86","골수염",5,NA,NA
2019,"부산","호흡기내과",1,"J18","상세불명 병원체의 폐렴",305,NA,NA
2019,"부산","호흡기내과",2,"J44","기타 만성 폐색성 폐질환",14,NA,NA
2019,"부산","호흡기내과",3,"J96","달리 분류되지 않은 호흡부전",6,NA,NA
2019,"부산","호흡기내과",3,"C34","기관지 및 폐의 악성 신생물",6,NA,NA
2019,"부산","호흡기내과",5,"R06","호흡의 이상",5,NA,NA
2019,"부산","호흡기내과",6,"J20","급성 기관지염",4,NA,NA
2019,"부산","호흡기내과",7,"J69","고체 및 액체에 의한 폐렴",3,NA,NA
2019,"부산","호흡기내과",7,"R91","폐의 진단영상검사상 이상소견",3,NA,NA
2019,"부산","호흡기내과",9,"A16","세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵",2,NA,NA
2019,"부산","호흡기내과",9,"U82","베타락탐항생제 내성",2,NA,NA
2019,"부산","호흡기내과",9,"A31","기타 형태의 마이코박테리아에 의한 감염",2,NA,NA
2019,"부산","호흡기내과",9,"J98","기타 호흡장애",2,NA,NA
2019,"부산","호흡기내과",9,"I26","폐색전증",2,NA,NA
2019,"부산","호흡기내과",9,"J84","기타 간질성 폐질환",2,NA,NA
2019,"부산","호흡기내과",9,"R04","기도출혈",2,NA,NA
2019,"부산","호흡기내과",9,"A15","세균학적 및 조직학적으로 확인된 호흡기결핵",2,NA,NA
2019,"부산","호흡기내과",17,"J91","달리 분류된 병태에서의 흉막삼출액",1,NA,NA
2019,"부산","호흡기내과",17,"N10","급성 세뇨관-간질신장염",1,NA,NA
2019,"부산","호흡기내과",17,"J67","유기물먼지에 의한 과민성 폐렴",1,NA,NA
2019,"부산","호흡기내과",17,"C22","간 및 간내 담관의 악성 신생물",1,NA,NA
2019,"부산","호흡기내과",17,"K29","위염 및 십이지장염",1,NA,NA
2019,"부산","호흡기내과",17,"R93","기타 신체구조의 진단영상검사상 이상소견",1,NA,NA
2019,"부산","호흡기내과",17,"J90","달리 분류되지 않은 흉막삼출액",1,NA,NA
2019,"부산","호흡기내과",17,"K92","소화계통의 기타 질환",1,NA,NA
2019,"부산","호흡기내과",17,"J47","기관지확장증",1,NA,NA
2019,"부산","호흡기내과",17,"J64","상세불명의 진폐증",1,NA,NA
2019,"인천","가정의학과",1,"E11","2형 당뇨병",32,NA,NA
2019,"인천","가정의학과",2,"E46","상세불명의 단백질-에너지영양실조",15,NA,NA
2019,"인천","가정의학과",3,"J18","상세불명 병원체의 폐렴",14,NA,NA
2019,"인천","가정의학과",4,"J44","기타 만성 폐색성 폐질환",11,NA,NA
2019,"인천","가정의학과",5,"I10","본태성(원발성) 고혈압",7,NA,NA
2019,"인천","가정의학과",6,"J15","달리 분류되지 않은 세균성 폐렴",6,NA,NA
2019,"인천","가정의학과",7,"C34","기관지 및 폐의 악성 신생물",6,NA,NA
2019,"인천","가정의학과",8,"E14","상세불명의 당뇨병",5,NA,NA
2019,"인천","가정의학과",9,"N18","만성 신장병",4,NA,NA
2019,"인천","가정의학과",10,"M79","달리 분류되지 않은 기타 연조직장애",4,NA,NA
2019,"인천","가정의학과",11,"R53","병감 및 피로",4,NA,NA
2019,"인천","가정의학과",12,"C56","난소의 악성 신생물",3,NA,NA
2019,"인천","가정의학과",13,"N10","급성 세뇨관-간질신장염",3,NA,NA
2019,"인천","가정의학과",14,"J20","급성 기관지염",3,NA,NA
2019,"인천","가정의학과",15,"I50","심부전",3,NA,NA
2019,"인천","가정의학과",16,"R05","기침",3,NA,NA
2019,"인천","가정의학과",17,"N39","비뇨계통의 기타 장애",2,NA,NA
2019,"인천","가정의학과",18,"M48","기타 척추병증",2,NA,NA
2019,"인천","가정의학과",19,"F32","우울에피소드",2,NA,NA
2019,"인천","가정의학과",20,"R06","호흡의 이상",2,NA,NA
2019,"인천","비뇨의학과",1,"N31","달리 분류되지 않은 방광의 신경근육기능장애",59,NA,NA
2019,"인천","비뇨의학과",2,"N40","전립선증식증",49,NA,NA
2019,"인천","비뇨의학과",3,"C67","방광의 악성 신생물",37,NA,NA
2019,"인천","비뇨의학과",4,"C61","전립선의 악성 신생물",24,NA,NA
2019,"인천","비뇨의학과",5,"D41","비뇨기관의 행동양식 불명 또는 미상의 신생물",21,NA,NA
2019,"인천","비뇨의학과",6,"N30","방광염",18,NA,NA
2019,"인천","비뇨의학과",7,"N21","하부요로의 결석",5,NA,NA
2019,"인천","비뇨의학과",8,"D09","기타 및 상세불명 부위의 제자리암종",4,NA,NA
2019,"인천","비뇨의학과",9,"N45","고환염 및 부고환염",4,NA,NA
2019,"인천","비뇨의학과",10,"N41","전립선의 염증성 질환",4,NA,NA
2019,"인천","비뇨의학과",11,"N20","신장 및 요관의 결석",3,NA,NA
2019,"인천","비뇨의학과",12,"Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람",3,NA,NA
2019,"인천","비뇨의학과",13,"N10","급성 세뇨관-간질신장염",2,NA,NA
2019,"인천","비뇨의학과",14,"R31","상세불명의 혈뇨",2,NA,NA
2019,"인천","비뇨의학과",15,"K63","장의 기타 질환",1,NA,NA
2019,"인천","비뇨의학과",16,"N49","달리 분류되지 않은 남성생식기관의 염증성 장애",1,NA,NA
2019,"인천","비뇨의학과",17,"N48","음경의 기타 장애",1,NA,NA
2019,"인천","비뇨의학과",18,"L29","가려움",1,NA,NA
2019,"인천","비뇨의학과",19,"B02","대상포진",1,NA,NA
2019,"인천","비뇨의학과",20,"C80","부위의 명시가 없는 악성 신생물",1,NA,NA
2019,"인천","소화기내과",1,"E11","2형 당뇨병",79,NA,NA
2019,"인천","소화기내과",2,"A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염",32,NA,NA
2019,"인천","소화기내과",3,"D13","기타 및 부위불명의 소화계통의 양성 신생물",17,NA,NA
2019,"인천","소화기내과",4,"K63","장의 기타 질환",16,NA,NA
2019,"인천","소화기내과",5,"J44","기타 만성 폐색성 폐질환",16,NA,NA
2019,"인천","소화기내과",6,"K58","과민대장증후군",15,NA,NA
2019,"인천","소화기내과",7,"C25","췌장의 악성 신생물",14,NA,NA
2019,"인천","소화기내과",8,"K29","위염 및 십이지장염",11,NA,NA
2019,"인천","소화기내과",9,"I10","본태성(원발성) 고혈압",10,NA,NA
2019,"인천","소화기내과",10,"K74","간의 섬유증 및 경변증",9,NA,NA
2019,"인천","소화기내과",11,"K31","위 및 십이지장의 기타 질환",8,NA,NA
2019,"인천","소화기내과",12,"K30","기능성 소화불량",8,NA,NA
2019,"인천","소화기내과",13,"H81","전정기능의 장애",8,NA,NA
2019,"인천","소화기내과",14,"C18","결장의 악성 신생물",7,NA,NA
2019,"인천","소화기내과",15,"C16","위의 악성 신생물",7,NA,NA
2019,"인천","소화기내과",16,"K80","담석증",7,NA,NA
2019,"인천","소화기내과",17,"K75","기타 염증성 간질환",6,NA,NA
2019,"인천","소화기내과",18,"C64","신우를 제외한 신장의 악성 신생물",6,NA,NA
2019,"인천","소화기내과",19,"K59","기타 기능성 장장애",6,NA,NA
2019,"인천","소화기내과",20,"J15","달리 분류되지 않은 세균성 폐렴",5,NA,NA
2019,"인천","순환기내과",1,"E78","지질단백질대사장애 및 기타 지질증",1,NA,NA
2019,"인천","순환기내과",2,"I21","급성 심근경색증",1,NA,NA
2019,"인천","신경과",1,"I63","뇌경색증",32,NA,NA
2019,"인천","신경과",2,"G20","파킨슨병",17,NA,NA
2019,"인천","신경과",3,"R51","두통",13,NA,NA
2019,"인천","신경과",4,"R42","어지럼증 및 어지럼",12,NA,NA
2019,"인천","신경과",5,"F00","알츠하이머병에서의 치매(G30-+)",5,NA,NA
2019,"인천","신경과",6,"G45","일과성 뇌허혈발작 및 관련 증후군",3,NA,NA
2019,"인천","신경과",7,"R55","실신 및 허탈",3,NA,NA
2019,"인천","신경과",8,"G25","기타 추체외로 및 운동 장애",3,NA,NA
2019,"인천","신경과",9,"G47","수면장애",3,NA,NA
2019,"인천","신경과",10,"G30","알츠하이머병",3,NA,NA
2019,"인천","신경과",11,"I67","기타 뇌혈관질환",2,NA,NA
2019,"인천","신경과",12,"F05","알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망",1,NA,NA
2019,"인천","신경과",13,"G11","유전성 운동실조",1,NA,NA
2019,"인천","신경과",14,"S06","두개내손상",1,NA,NA
2019,"인천","신경과",15,"R10","복부 및 골반 통증",1,NA,NA
2019,"인천","신경외과",1,"M48","기타 척추병증",17,NA,NA
2019,"인천","신경외과",2,"M51","기타 추간판장애",9,NA,NA
2019,"인천","신경외과",3,"M50","경추간판장애",3,NA,NA
2019,"인천","신경외과",4,"S32","요추 및 골반의 골절",3,NA,NA
2019,"인천","신경외과",5,"S22","늑골, 흉골 및 흉추의 골절",2,NA,NA
2019,"인천","신경외과",6,"R22","피부 및 피하조직의 국소적 부기, 종괴 및 덩이",1,NA,NA
2019,"인천","신경외과",7,"G55","달리 분류된 질환에서의 신경근 및 신경총 압박",1,NA,NA
2019,"인천","신경외과",8,"M47","척추증",1,NA,NA
2019,"인천","신경외과",9,"S06","두개내손상",1,NA,NA
2019,"인천","안과",1,"H25","노년백내장",131,NA,NA
2019,"인천","안과",2,"H20","홍채섬모체염",1,NA,NA
2019,"인천","외과",1,"I86","기타 부위의 정맥류",46,NA,NA
2019,"인천","외과",2,"K64","치핵 및 항문주위정맥혈전증",23,NA,NA
2019,"인천","외과",3,"K40","사타구니탈장",16,NA,NA
2019,"인천","외과",4,"K80","담석증",4,NA,NA
2019,"인천","외과",5,"K35","급성 충수염",2,NA,NA
2019,"인천","외과",6,"D13","기타 및 부위불명의 소화계통의 양성 신생물",2,NA,NA
2019,"인천","외과",7,"K58","과민대장증후군",2,NA,NA
2019,"인천","외과",8,"K60","항문 및 직장부의 열창 및 누공",2,NA,NA
2019,"인천","외과",9,"K61","항문 및 직장부의 농양",1,NA,NA
2019,"인천","외과",10,"K59","기타 기능성 장장애",1,NA,NA
2019,"인천","외과",11,"L72","피부 및 피하조직의 모낭낭",1,NA,NA
2019,"인천","외과",12,"K62","항문 및 직장의 기타 질환",1,NA,NA
2019,"인천","외과",13,"K63","장의 기타 질환",1,NA,NA
2019,"인천","이비인후과",1,"H66","화농성 및 상세불명의 중이염",25,NA,NA
2019,"인천","이비인후과",2,"H81","전정기능의 장애",10,NA,NA
2019,"인천","이비인후과",3,"J34","코 및 비동의 기타 장애",10,NA,NA
2019,"인천","이비인후과",4,"R42","어지럼증 및 어지럼",9,NA,NA
2019,"인천","이비인후과",5,"J33","코폴립",9,NA,NA
2019,"인천","이비인후과",6,"J31","만성 비염, 비인두염 및 인두염",5,NA,NA
2019,"인천","이비인후과",7,"J32","만성 부비동염",4,NA,NA
2019,"인천","이비인후과",8,"J04","급성 후두염 및 기관염",4,NA,NA
2019,"인천","이비인후과",9,"H71","중이의 진주종",4,NA,NA
2019,"인천","이비인후과",10,"J03","급성 편도염",3,NA,NA
2019,"인천","이비인후과",11,"H90","전음성 및 감각신경성 청력소실",3,NA,NA
2019,"인천","이비인후과",12,"J00","급성 비인두염[감기]",2,NA,NA
2019,"인천","이비인후과",13,"B37","칸디다증",1,NA,NA
2019,"인천","이비인후과",14,"J15","달리 분류되지 않은 세균성 폐렴",1,NA,NA
2019,"인천","이비인후과",15,"J37","만성 후두염 및 후두기관염",1,NA,NA
2019,"인천","이비인후과",16,"B02","대상포진",1,NA,NA
2019,"인천","이비인후과",17,"J40","급성인지 만성인지 명시되지 않은 기관지염",1,NA,NA
2019,"인천","이비인후과",18,"D11","주침샘의 양성 신생물",1,NA,NA
2019,"인천","이비인후과",19,"A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염",1,NA,NA
2019,"인천","이비인후과",20,"H61","외이의 기타 장애",1,NA,NA
2019,"인천","재활의학과",1,"I61","뇌내출혈",1,NA,NA
2019,"인천","재활의학과",2,"T93","다리손상의 후유증",1,NA,NA
2019,"인천","정형외과",1,"M48","기타 척추병증",141,NA,NA
2019,"인천","정형외과",2,"M19","기타 관절증",47,NA,NA
2019,"인천","정형외과",3,"M17","무릎관절증",36,NA,NA
2019,"인천","정형외과",4,"M75","어깨병변",27,NA,NA
2019,"인천","정형외과",5,"S82","발목을 포함한 아래다리의 골절",8,NA,NA
2019,"인천","정형외과",6,"S32","요추 및 골반의 골절",7,NA,NA
2019,"인천","정형외과",7,"Z47","기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람",7,NA,NA
2019,"인천","정형외과",8,"S72","대퇴골의 골절",7,NA,NA
2019,"인천","정형외과",9,"S22","늑골, 흉골 및 흉추의 골절",6,NA,NA
2019,"인천","정형외과",10,"G55","달리 분류된 질환에서의 신경근 및 신경총 압박",5,NA,NA
2019,"인천","정형외과",11,"M00","화농성 관절염",5,NA,NA
2019,"인천","정형외과",12,"S83","무릎의 관절 및 인대의 탈구, 염좌 및 긴장",5,NA,NA
2019,"인천","정형외과",13,"M77","기타 골부착부병증",4,NA,NA
2019,"인천","정형외과",14,"S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상",4,NA,NA
2019,"인천","정형외과",15,"M96","달리 분류되지 않은 처치후 근골격장애",4,NA,NA
2019,"인천","정형외과",16,"M71","기타 윤활낭병증",4,NA,NA
2019,"인천","정형외과",17,"M51","기타 추간판장애",4,NA,NA
2019,"인천","정형외과",18,"G56","팔의 단일신경병증",4,NA,NA
2019,"인천","정형외과",19,"M72","섬유모세포장애",3,NA,NA
2019,"인천","정형외과",20,"T08","척추의 상세불명 부위의 골절",3,NA,NA
