연도,병원,진료과,전체환자수
2022,중앙,안과,72391
2022,중앙,이비인후과,35267
2022,중앙,비뇨의학과,84347
2022,중앙,치과,128290
2022,중앙,한의과,7687
2022,중앙,통증클리닉,12615
2022,중앙,방사선종양학과,7105
2022,중앙,완화의료사업실,1750
2022,중앙,욕창성형클리닉,0
2022,중앙,건강관리과,7301
2022,중앙,기타,1741
2015,대구,내과,130209
2015,대구,신경과,27941
2015,대구,정신건강의학과,10127
2015,대구,외과,10564
2015,대구,흉부외과,0
2015,대구,정형외과,28734
2015,대구,신경외과,24257
2015,대구,마취과,2743
2015,대구,산부인과,5796
2015,대구,소아청소년과,2364
2015,대구,안과,23104
2015,대구,이비인후과,19180
2015,대구,피부과,24516
2015,대구,비뇨기과,46264
2015,대구,재활의학과,46709
2015,대구,가정의학과,15119
2015,대구,치과,29249
2015,대구,건강관리과,11838
2015,대구,핵의학과,4939
2019,광주,순환기내과,56821
2019,광주,호흡기내과,23190
2019,광주,내분비내과,23939
2019,광주,감염내과,815
2019,광주,소화기내과,34306
2019,광주,혈액종양내과,7460
2019,광주,신장내과,14873
2019,광주,일반내과,11723
2019,광주,신경과,36532
2019,광주,소아청소년과,27296
2019,광주,정신건강의학과,13890
2019,광주,외과,10944
2019,광주,정형외과,37345
2019,광주,신경외과,27364
2019,광주,산부인과,1502
2019,광주,안과,21043
2019,광주,피부과,25414
2019,광주,이비인후과,14107
2019,광주,비뇨의학과,38769
2019,광주,치과,26810
2019,광주,재활의학과,38723
2019,광주,가정의학과,28829
2019,광주,마취과,1274
2019,광주,핵의학과,147
2019,광주,건강관리과,11959
2019,광주,한의과,6557
2022,대전,내과,5946
2022,대전,소화기내과,36274
2022,대전,심장내과,20517
2022,대전,호흡기내과,13184
2022,대전,내분비내과,8628
2022,대전,류마티스내과,6931
2022,대전,신장내과,12012
2022,대전,혈액종양내과,9479
2022,대전,소아청소년과,324
2022,대전,신경과,31681
2022,대전,정신건강의학과,6181
2022,대전,피부과,12799
2022,대전,재활의학과,19246
2022,대전,가정의학과,31802
2022,대전,외과,8334
2022,대전,정형외과,39984
2022,대전,신경외과,5788
2022,대전,산부인과,10919
2022,대전,안과,12404
2022,대전,이비인후과,11152
2022,대전,비뇨의학과,33099
2022,대전,치과,26314
2022,대전,마취통증의학과,3458
2022,대전,한방진료과,5851
2022,대전,영상의학과,9
2022,대전,건강검진센터,8311
2014,부산,구분,0
2014,부산,일반내과,35111
2014,부산,순환기내과,28759
2014,부산,호흡기내과,11046
2014,부산,내분비내과,21889
2014,부산,소화기내과,36518
2014,부산,신장내과,17902
2014,부산,소아청소년과,7566
2014,부산,신경과,21260
2014,부산,정신건강의학과,14127
2014,부산,외과,8469
2014,부산,정형외과,41400
2014,부산,신경외과,29802
2014,부산,산부인과,2418
2014,부산,안과,36656
2014,부산,이비인후과,16049
2014,부산,피부과,36365
2014,부산,비뇨기과,44705
2014,부산,치과,27964
2014,부산,재활의학과,26601
2014,부산,가정의학과,16496
2014,부산,한방진료과,6994
2014,부산,건강관리과,8327
2014,부산,향정신과,666
2019,인천,내과,189
2019,인천,순환기내과,2738
2019,인천,소화기내과,16305
2019,인천,신경과,8375
2019,인천,피부과,7422
2019,인천,재활의학과,2620
2019,인천,가정의학과,16452
2019,인천,외과,1767
2019,인천,정형외과,15843
2019,인천,신경외과,8933
2019,인천,안과,8059
2019,인천,이비인후과,7378
2019,인천,비뇨의학과,17666
2019,인천,치과,13061
2019,인천,진단검사의학과,452
2019,인천,마취통증의학과,847
2019,부산,일반내과,39848
2019,부산,순환기내과,27078
2019,부산,호흡기내과,16479
2019,부산,내분비내과,22818
2019,부산,소화기내과,41824
2019,부산,신장내과,24266
2019,부산,소아청소년과,6379
2019,부산,신경과,20364
2019,부산,정신건강의학과,19498
2019,부산,외과,8281
2019,부산,정형외과,45761
2019,부산,신경외과,27778
2019,부산,산부인과,2329
2019,부산,안과,31978
2019,부산,이비인후과,14294
2019,부산,피부과,36784
2019,부산,비뇨의학과,58397
2019,부산,치과,37610
2019,부산,재활의학과,32776
2019,부산,가정의학과,19223
2019,부산,한방진료과,6430
2019,부산,건강관리과,10313
2019,부산,향정신과,243
2020,대전,내과,13266
2020,대전,소화기내과,34881
2020,대전,심장내과,18760
2020,대전,호흡기내과,17813
2020,대전,류마티스내과,11355
2020,대전,신장내과,12004
2020,대전,소아청소년과,510
2020,대전,신경과,31637
2020,대전,정신건강의학과,8795
2020,대전,피부과,16885
2020,대전,재활의학과,21541
2020,대전,가정의학과,25750
2020,대전,외과,8290
2020,대전,정형외과,35855
2020,대전,신경외과,6643
2020,대전,산부인과,1083
2020,대전,안과,13527
2020,대전,이비인후과,12614
2020,대전,비뇨의학과,31815
2020,대전,치과,30011
2020,대전,마취통증의학과,1191
2020,대전,한방진료과,6539
2020,대전,건강검진센터,8274
2020,대전,응급의학과,0
2019,중앙,일반내과,1
2019,중앙,순환기내과,108211
2019,중앙,호흡기내과,36885
2019,중앙,내분비내과,56137
2019,중앙,감염내과,28838
2019,중앙,소화기내과,63683
2019,중앙,혈액종양내과,26017
2019,중앙,신장내과,39097
2019,중앙,류마티스내과,11794
2019,중앙,소아청소년과,3070
2019,중앙,신경과,91044
2019,중앙,정신건강의학과,35739
2019,중앙,피부과,53139
2019,중앙,재활의학과,105946
2019,중앙,가정의학과,55791
2019,중앙,외과,18356
2019,중앙,흉부외과,10258
2019,중앙,정형외과,72216
2019,중앙,신경외과,30311
2019,중앙,산부인과,19895
2019,중앙,안과,80460
2019,중앙,이비인후과,38440
2019,중앙,비뇨의학과,91322
2019,중앙,치과,138940
2019,중앙,한의과,7895
2019,중앙,통증클리닉,18473
2019,중앙,방사선종양학과,8608
2019,중앙,완화의료사업실,2261
2019,중앙,욕창성형클리닉,2157
2019,중앙,건강관리과,8873
2019,중앙,기타,2668
2022,부산,일반내과,16374
2022,부산,순환기내과,34245
2022,부산,호흡기내과,14672
2022,부산,내분비내과,22840
2022,부산,소화기내과,41929
2022,부산,혈액종양내과,2433
2022,부산,신장내과,20932
2022,부산,류마티스내과,4570
2022,부산,소아청소년과,29012
2022,부산,신경과,19324
2022,부산,정신건강의학과,18194
2022,부산,피부과,28762
2022,부산,재활의학과,32106
2022,부산,가정의학과,29495
2022,부산,외과,6545
2022,부산,정형외과,38840
2022,부산,신경외과,24805
2022,부산,산부인과,2253
2022,부산,안과,27797
2022,부산,이비인후과,12862
2022,부산,비뇨의학과,54427
2022,부산,치과,33954
2022,부산,한방과,6353
2022,부산,건강관리과,7617
2022,부산,향정신과,233
2013,중앙,일반내과,26600
2013,중앙,순환기내과,93794
2013,중앙,호흡기내과,26118
2013,중앙,내분비내과,47128
2013,중앙,감염내과,2947
2013,중앙,소화기내과,56484
2013,중앙,혈액종양내과,18781
2013,중앙,신장내과,29601
2013,중앙,류마티스내과,9767
2013,중앙,소아청소년과,2744
2013,중앙,신경과,80562
2013,중앙,정신건강의학과,35720
2013,중앙,피부과,48447
2013,중앙,재활의학과,68690
2013,중앙,가정의학과,61537
2013,중앙,외과,14213
2013,중앙,흉부외과,8501
2013,중앙,정형외과,74084
2013,중앙,신경외과,32940
2013,중앙,성형외과,22
2013,중앙,산부인과,22261
2013,중앙,안과,60778
2013,중앙,이비인후과,42313
2013,중앙,비뇨기과,81303
2013,중앙,치과,108491
2013,중앙,한의과,7565
2013,중앙,통증클리닉,9412
2013,중앙,방사선종양학과,4315
2013,중앙,욕창진료센터,1059
2013,중앙,건강관리과,4401
2013,중앙,기타,2982
2020,대구,내과,117127
2020,대구,순환기내과,6343
2020,대구,신경과,26659
2020,대구,정신건강의학과,11276
2020,대구,외과,7089
2020,대구,흉부외과,0
2020,대구,정형외과,26598
2020,대구,신경외과,23604
2020,대구,마취통증의학과,2645
2020,대구,산부인과,3803
2020,대구,소아청소년과,1189
2020,대구,안과,21689
2020,대구,이비인후과,15495
2020,대구,피부과,20431
2020,대구,비뇨의학과,46818
2020,대구,재활의학과,22642
2020,대구,가정의학과,12656
2020,대구,치과,23002
2020,대구,건강관리과,7200
2020,대구,핵의학과,4470
2022,인천,내과,16711
2022,인천,순환기내과,418
2022,인천,소화기내과,8006
2022,인천,신경과,5127
2022,인천,피부과,7773
2022,인천,재활의학과,13582
2022,인천,가정의학과,18967
2022,인천,외과,6715
2022,인천,정형외과,11258
2022,인천,신경외과,5777
2022,인천,안과,5754
2022,인천,이비인후과,7894
2022,인천,비뇨의학과,26650
2022,인천,치과,13574
2022,인천,마취통증의학과,2239
2022,인천,진단검사의학과,362
2022,광주,순환기내과,43730
2022,광주,호흡기내과,11175
2022,광주,내분비내과,15972
2022,광주,감염내과,2699
2022,광주,소화기내과,22544
2022,광주,혈액종양내과,6420
2022,광주,신장내과,14940
2022,광주,일반내과,10870
2022,광주,신경과,38722
2022,광주,소아청소년과,23697
2022,광주,정신건강의학과,12887
2022,광주,외과,9446
2022,광주,정형외과,30906
2022,광주,신경외과,11696
2022,광주,산부인과,4357
2022,광주,안과,12143
2022,광주,피부과,15516
2022,광주,이비인후과,10885
2022,광주,비뇨의학과,36060
2022,광주,치과,21723
2022,광주,재활의학과,36698
2022,광주,가정의학과,20127
2022,광주,마취과,748
2022,광주,핵의학과,193
2022,광주,건강관리과,7161
2022,광주,응급의학과,23
2022,광주,한의과,5160
2014,대구,내과,130272
2014,대구,신경과,27501
2014,대구,정신건강의학과,9403
2014,대구,외과,11514
2014,대구,흉부외과,0
2014,대구,정형외과,28862
2014,대구,신경외과,24689
2014,대구,마취과,2703
2014,대구,산부인과,5698
2014,대구,소아청소년과,2889
2014,대구,안과,23757
2014,대구,이비인후과,19439
2014,대구,피부과,24221
2014,대구,비뇨기과,45999
2014,대구,재활의학과,42155
2014,대구,가정의학과,11199
2014,대구,치과,28931
2014,대구,건강관리과,13814
2014,대구,핵의학과,4936
2014,중앙,일반내과,23777
2014,중앙,순환기내과,96305
2014,중앙,호흡기내과,26694
2014,중앙,내분비내과,48008
2014,중앙,감염내과,4353
2014,중앙,소화기내과,59817
2014,중앙,혈액종양내과,19599
2014,중앙,신장내과,32132
2014,중앙,류마티스내과,9490
2014,중앙,소아청소년과,3206
2014,중앙,신경과,82824
2014,중앙,정신건강의학과,36562
2014,중앙,피부과,48514
2014,중앙,재활의학과,86378
2014,중앙,재활센터신경과,1828
2014,중앙,가정의학과,59854
2014,중앙,외과,15880
2014,중앙,흉부외과,9867
2014,중앙,정형외과,75116
2014,중앙,신경외과,32166
2014,중앙,성형외과,1397
2014,중앙,산부인과,21529
2014,중앙,안과,60170
2014,중앙,이비인후과,42591
2014,중앙,비뇨기과,83366
2014,중앙,치과,120228
2014,중앙,한의과,7936
2014,중앙,통증클리닉,9504
2014,중앙,방사선종양학과,5008
2014,중앙,욕창진료센터,392
2014,중앙,건강관리과,5065
2014,중앙,기타,2493
2015,중앙,일반내과,14087
2015,중앙,순환기내과,102482
2015,중앙,호흡기내과,27371
2015,중앙,내분비내과,48994
2015,중앙,감염내과,3979
2015,중앙,소화기내과,57903
2015,중앙,혈액종양내과,20425
2015,중앙,신장내과,37040
2015,중앙,류마티스내과,10351
2015,중앙,소아청소년과,3461
2015,중앙,신경과,79056
2015,중앙,정신건강의학과,37544
2015,중앙,피부과,51642
2015,중앙,재활의학과,93263
2015,중앙,재활센터신경과,4879
2015,중앙,가정의학과,61542
2015,중앙,외과,16312
2015,중앙,흉부외과,9592
2015,중앙,정형외과,75043
2015,중앙,신경외과,29921
2015,중앙,성형외과,232
2015,중앙,산부인과,21033
2015,중앙,안과,63977
2015,중앙,이비인후과,43328
2015,중앙,비뇨기과,83479
2015,중앙,치과,130383
2015,중앙,한의과,8239
2015,중앙,통증클리닉,10152
2015,중앙,방사선종양학과,5507
2015,중앙,완화의료사업실,232
2015,중앙,욕창진료센터,196
2015,중앙,건강관리과,4906
2015,중앙,기타,1982
2016,중앙,일반내과,14600
2016,중앙,순환기내과,104531
2016,중앙,호흡기내과,34871
2016,중앙,내분비내과,53534
2016,중앙,감염내과,10933
2016,중앙,소화기내과,61255
2016,중앙,혈액종양내과,22921
2016,중앙,신장내과,36034
2016,중앙,류마티스내과,14198
2016,중앙,소아청소년과,3919
2016,중앙,신경과,82057
2016,중앙,정신건강의학과,38738
2016,중앙,피부과,51378
2016,중앙,재활의학과,96414
2016,중앙,재활센터신경과,5235
2016,중앙,가정의학과,57113
2016,중앙,외과,16885
2016,중앙,흉부외과,9232
2016,중앙,정형외과,75968
2016,중앙,신경외과,32399
2016,중앙,성형외과,000
2016,중앙,산부인과,21314
2016,중앙,안과,64671
2016,중앙,이비인후과,48110
2016,중앙,비뇨기과,87178
2016,중앙,치과,142890
2016,중앙,한의과,7967
2016,중앙,통증클리닉,11027
2016,중앙,방사선종양학과,5980
2016,중앙,완화의료사업실,637
2016,중앙,욕창성형클리닉,380
2016,중앙,건강관리과,4990
2016,중앙,기타,2041
2017,중앙,구분,0
2017,중앙,일반내과,7384
2017,중앙,순환기내과,102786
2017,중앙,호흡기내과,36806
2017,중앙,내분비내과,58359
2017,중앙,감염내과,15938
2017,중앙,소화기내과,63773
2017,중앙,혈액종양내과,25033
2017,중앙,신장내과,38923
2017,중앙,류마티스내과,11044
2017,중앙,소아청소년과,3508
2017,중앙,신경과,81154
2017,중앙,정신건강의학과,36451
2017,중앙,피부과,50623
2017,중앙,재활의학과,95771
2017,중앙,재활센터신경과,6080
2017,중앙,가정의학과,57393
2017,중앙,외과,16858
2017,중앙,흉부외과,9380
2017,중앙,정형외과,73249
2017,중앙,신경외과,31402
2017,중앙,성형외과,0
2017,중앙,산부인과,21379
2017,중앙,안과,70240
2017,중앙,이비인후과,49420
2017,중앙,비뇨기과,86744
2017,중앙,치과,142942
2017,중앙,한의과,8251
2017,중앙,통증클리닉,11984
2017,중앙,방사선종양학과,7322
2017,중앙,완화의료사업실,1142
2017,중앙,욕창성형클리닉,963
2017,중앙,건강관리과,6094
2017,중앙,기타,2550
2017,중앙,진료일수,0
2017,부산,일반내과,44793
2017,부산,순환기내과,29403
2017,부산,호흡기내과,11075
2017,부산,내분비내과,20566
2017,부산,소화기내과,37053
2017,부산,신장내과,19356
2017,부산,소아청소년과,5694
2017,부산,신경과,20417
2017,부산,정신건강의학과,17613
2017,부산,외과,7894
2017,부산,정형외과,45127
2017,부산,신경외과,26728
2017,부산,산부인과,2254
2017,부산,안과,32746
2017,부산,이비인후과,14278
2017,부산,피부과,35890
2017,부산,비뇨의학과,53860
2017,부산,치과,34463
2017,부산,재활의학과,24982
2017,부산,가정의학과,16165
2017,부산,한방진료과,6826
2017,부산,건강관리과,9562
2017,부산,향정신과,231
