상병코드,상병명,국비,사비,년도,지역,구분,합계
I7029,사지동맥의 상세불명 죽상경화증,28.0,5.0,2021,대구,질병,33.0
I70830,괴저를 동반하지 않은 쇄골하동맥의 죽상경화증,1.0,0.0,2021,대구,질병,1.0
I70920,괴저를 동반하지 않은 전신죽상경화증,2.0,0.0,2021,대구,질병,2.0
I7109,상세불명 부위의 대동맥박리,1.0,0.0,2021,대구,질병,1.0
I714,파열에 대한 언급이 없는 복부대동맥동맥류,9.0,2.0,2021,대구,질병,11.0
I716,파열에 대한 언급이 없는 흉복부대동맥동맥류,3.0,0.0,2021,대구,질병,3.0
I719,파열에 대한 언급이 없는 상세불명 부위의 대동맥동맥류,1.0,0.0,2021,대구,질병,1.0
I729,상세불명 부위의 동맥류 및 박리,1.0,0.0,2021,대구,질병,1.0
I731,폐색혈전혈관염[버거병],2.0,0.0,2021,대구,질병,2.0
I739,상세불명의 말초혈관병,14.0,5.0,2021,대구,질병,19.0
I748,기타 동맥의 색전증 및 혈전증,1.0,0.0,2021,대구,질병,1.0
I7782,하지를 침범한 말초동맥폐쇄질환,31.0,8.0,2021,대구,질병,39.0
I792,달리 분류된 질환에서의 말초맥관병증,2.0,1.0,2021,대구,질병,3.0
I802,하지의 기타 심부혈관의 정맥염 및 혈전정맥염,5.0,5.0,2021,대구,질병,10.0
I809,상세불명 부위의 정맥염 및 혈전정맥염,3.0,0.0,2021,대구,질병,3.0
I839,궤양 또는 염증이 없는 하지의 정맥류,10.0,16.0,2021,대구,질병,26.0
I859,출혈이 없는 식도정맥류,1.0,0.0,2021,대구,질병,1.0
I861,음낭정맥류,1.0,0.0,2021,대구,질병,1.0
I872,정맥기능부전(만성)(말초성),1.0,1.0,2021,대구,질병,2.0
I951,기립성 저혈압,7.0,2.0,2021,대구,질병,9.0
I959,상세불명의 저혈압,2.0,0.0,2021,대구,질병,2.0
J00,급성 비인두염[감기],2.0,1.0,2021,대구,질병,3.0
J0391,재발성 상세불명의 급성 편도염,0.0,1.0,2021,대구,질병,1.0
J040,급성 후두염,1.0,0.0,2021,대구,질병,1.0
J0510,폐색을 동반하지 않은 급성 후두개염,1.0,1.0,2021,대구,질병,2.0
J150,폐렴간균에 의한 폐렴,0.0,1.0,2021,대구,질병,1.0
J151,슈도모나스에 의한 폐렴,1.0,0.0,2021,대구,질병,1.0
J155,대장균에 의한 폐렴,1.0,0.0,2021,대구,질병,1.0
J159,상세불명의 세균성 폐렴,1.0,0.0,2021,대구,질병,1.0
J180,상세불명의 기관지폐렴,0.0,2.0,2021,대구,질병,2.0
J188,상세불명 병원체의 기타 폐렴,2.0,0.0,2021,대구,질병,2.0
J189,상세불명의 폐렴,105.0,117.0,2021,대구,질병,222.0
J209,상세불명의 급성 기관지염,1.0,2.0,2021,대구,질병,3.0
J210,호흡기세포융합바이러스에 의한 급성 세기관지염,1.0,0.0,2021,대구,질병,1.0
J219,상세불명의 급성 세기관지염,1.0,2.0,2021,대구,질병,3.0
J300,혈관운동성 비염,1.0,0.0,2021,대구,질병,1.0
J301,화분에 의한 알레르기비염,2.0,0.0,2021,대구,질병,2.0
J303,기타 알레르기비염,1.0,0.0,2021,대구,질병,1.0
J304,상세불명의 알레르기비염,1.0,3.0,2021,대구,질병,4.0
J329,상세불명의 만성 부비동염,1.0,4.0,2021,대구,질병,5.0
J330,비강의 폴립,1.0,0.0,2021,대구,질병,1.0
J339,상세불명의 코폴립,0.0,2.0,2021,대구,질병,2.0
J342,편위된 비중격,2.0,0.0,2021,대구,질병,2.0
J343,코선반의 비대,1.0,0.0,2021,대구,질병,1.0
J351,편도의 비대,0.0,1.0,2021,대구,질병,1.0
J390,인두뒤 및 인두옆 농양,0.0,1.0,2021,대구,질병,1.0
J40,급성인지 만성인지 명시되지 않은 기관지염,4.0,6.0,2021,대구,질병,10.0
J410,단순 만성 기관지염,2.0,0.0,2021,대구,질병,2.0
J42,상세불명의 만성 기관지염,5.0,2.0,2021,대구,질병,7.0
J4400,"급성 하기도감염을 동반한 만성 폐쇄성 폐질환, 경도",2.0,0.0,2021,대구,질병,2.0
J4410,"급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 경도",2.0,0.0,2021,대구,질병,2.0
J4411,"급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 중등도",1.0,0.0,2021,대구,질병,1.0
J4412,"급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 중증",1.0,1.0,2021,대구,질병,2.0
J4419,"급성 악화를 동반한 상세불명의 만성 폐쇄성 폐질환, 상세불명",4.0,1.0,2021,대구,질병,5.0
J4482,"기타 명시된 만성 폐쇄성 폐질환, 중증",1.0,0.0,2021,대구,질병,1.0
J4489,"기타 명시된 만성 폐쇄성 폐질환, 상세불명",6.0,0.0,2021,대구,질병,6.0
J4490,"상세불명의 만성 폐쇄성 폐질환, 경도",4.0,1.0,2021,대구,질병,5.0
J4491,"상세불명의 만성 폐쇄성 폐질환, 중등도",7.0,3.0,2021,대구,질병,10.0
J4492,"상세불명의 만성 폐쇄성 폐질환, 중증",1.0,0.0,2021,대구,질병,1.0
J4499,"상세불명의 만성 폐쇄성 폐질환, 상세불명",22.0,13.0,2021,대구,질병,35.0
J459,상세불명의 천식,2.0,10.0,2021,대구,질병,12.0
J47,기관지확장증,1.0,1.0,2021,대구,질병,2.0
J679,상세불명의 유기물먼지에 의한 과민성 폐렴,2.0,0.0,2021,대구,질병,2.0
J690,음식 또는 구토물에 의한 폐렴,15.0,12.0,2021,대구,질병,27.0
J698,기타 고체 및 액체에 의한 폐렴,1.0,1.0,2021,대구,질병,2.0
J700,방사선에 의한 급성 폐증상,0.0,1.0,2021,대구,질병,1.0
J841,섬유증을 동반한 기타 간질성 폐질환,3.0,0.0,2021,대구,질병,3.0
J849,상세불명의 간질성 폐질환,2.0,2.0,2021,대구,질병,4.0
J852,폐렴을 동반하지 않은 폐의 농양,1.0,0.0,2021,대구,질병,1.0
J90,달리 분류되지 않은 흉막삼출액,20.0,10.0,2021,대구,질병,30.0
J931,기타 자발성 기흉,0.0,1.0,2021,대구,질병,1.0
J938,기타 기흉,1.0,0.0,2021,대구,질병,1.0
J939,상세불명의 기흉,2.0,1.0,2021,대구,질병,3.0
J9601,"급성 호흡부전, II형[고탄산성]",0.0,1.0,2021,대구,질병,1.0
J9810,무기폐,1.0,2.0,2021,대구,질병,3.0
J9840,고립성 폐결절,1.0,0.0,2021,대구,질병,1.0
J988,기타 명시된 호흡장애,1.0,0.0,2021,대구,질병,1.0
K029,상세불명의 치아우식,2.0,0.0,2021,대구,질병,2.0
K0532,만성 치관주위염,3.0,0.0,2021,대구,질병,3.0
K210,식도염을 동반한 위-식도역류병,60.0,17.0,2021,대구,질병,77.0
K219,식도염을 동반하지 않은 위-식도역류병,10.0,3.0,2021,대구,질병,13.0
K222,식도폐색,2.0,0.0,2021,대구,질병,2.0
K226,위-식도열상-출혈증후군,3.0,2.0,2021,대구,질병,5.0
K2500,출혈이 있는 급성 위미란,1.0,0.0,2021,대구,질병,1.0
K2501,출혈이 있는 급성 위궤양,34.0,22.0,2021,대구,질병,56.0
K2511,천공이 있는 급성 위궤양,1.0,0.0,2021,대구,질병,1.0
K2531,출혈 또는 천공이 없는 급성 위궤양,6.0,4.0,2021,대구,질병,10.0
K2541,출혈이 있는 만성 또는 상세불명 위궤양,3.0,1.0,2021,대구,질병,4.0
K2571,출혈 또는 천공이없는 만성 위궤양,0.0,4.0,2021,대구,질병,4.0
K2591,출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 위궤양,3.0,1.0,2021,대구,질병,4.0
K269,출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 십이지장궤양,3.0,0.0,2021,대구,질병,3.0
K274,출혈이 있는 만성 또는 상세불명 부위의 소화성 궤양,0.0,1.0,2021,대구,질병,1.0
K279,출혈 또는 천공이 없는 급성인지 만성인지 상세불명인 상세불명 부위의 소화성 궤양,0.0,1.0,2021,대구,질병,1.0
K291,기타 급성 위염,3.0,1.0,2021,대구,질병,4.0
K293,만성 표재성 위염,3.0,1.0,2021,대구,질병,4.0
K294,만성 위축성 위염,6.0,1.0,2021,대구,질병,7.0
K295,상세불명의 만성 위염,6.0,1.0,2021,대구,질병,7.0
K296,기타 위염,0.0,1.0,2021,대구,질병,1.0
K297,상세불명의 위염,24.0,9.0,2021,대구,질병,33.0
K299,상세불명의 위십이지장염,1.0,0.0,2021,대구,질병,1.0
K30,기능성 소화불량,18.0,8.0,2021,대구,질병,26.0
K317,위 및 십이지장의 폴립,4.0,2.0,2021,대구,질병,6.0
K3188,위 및 십이지장의 기타 명시된 질환,1.0,0.0,2021,대구,질병,1.0
K352,범복막염을 동반한 급성 충수염,1.0,0.0,2021,대구,질병,1.0
K353,국소복막염을 동반한 급성 충수염,1.0,1.0,2021,대구,질병,2.0
K358,기타 및 상세불명의 급성 충수염,5.0,17.0,2021,대구,질병,22.0
K4020,"재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 양쪽 사타구니탈장",1.0,1.0,2021,대구,질병,2.0
K4090,"재발성으로 명시되어 있지 않은, 폐색 또는 괴저가 없는 한쪽 또는 상세불명의 사타구니탈장",21.0,20.0,2021,대구,질병,41.0
K429,폐색 또는 괴저가 없는 배꼽탈장,0.0,1.0,2021,대구,질병,1.0
K439,폐색 또는 괴저가 없는 기타 및 상세불명의 복벽탈장,0.0,1.0,2021,대구,질병,1.0
K518,기타 궤양성 대장염,1.0,0.0,2021,대구,질병,1.0
K519,상세불명의 궤양성 대장염,1.0,0.0,2021,대구,질병,1.0
K559,장의 상세불명의 혈관장애,1.0,1.0,2021,대구,질병,2.0
K560,마비성 장폐색증,2.0,0.0,2021,대구,질병,2.0
K562,장염전,0.0,1.0,2021,대구,질병,1.0
K564,장의 기타 감입,1.0,0.0,2021,대구,질병,1.0
K566,기타 및 상세불명의 장폐색,3.0,1.0,2021,대구,질병,4.0
K567,상세불명의 장폐색증,7.0,1.0,2021,대구,질병,8.0
K5723,"출혈을 동반한 천공 및 농양이 있는 대장의 게실병, 게실염",1.0,0.0,2021,대구,질병,1.0
K5730,"출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실증",2.0,0.0,2021,대구,질병,2.0
K5732,"출혈을 동반하지 않은 천공 또는 농양이 없는 대장의 게실병, 게실염",1.0,3.0,2021,대구,질병,4.0
K581,설사 위주의 과민대장증후군 [IBS-D],3.0,1.0,2021,대구,질병,4.0
K588,기타 및 상세불명 유형의 과민대장 증후군,6.0,0.0,2021,대구,질병,6.0
K5900,서행성 변비,24.0,5.0,2021,대구,질병,29.0
K5909,기타 및 상세불명 변비,45.0,20.0,2021,대구,질병,65.0
K591,기능성 설사,5.0,5.0,2021,대구,질병,10.0
K593,달리 분류되지 않은 거대결장,1.0,0.0,2021,대구,질병,1.0
K5980,결장의 무긴장증,1.0,0.0,2021,대구,질병,1.0
K599,상세불명의 기능성 장장애,3.0,2.0,2021,대구,질병,5.0
K602,상세불명의 항문열창,0.0,1.0,2021,대구,질병,1.0
K603,항문루,2.0,3.0,2021,대구,질병,5.0
K610,항문농양,2.0,0.0,2021,대구,질병,2.0
K612,항문직장농양,1.0,0.0,2021,대구,질병,1.0
K620,항문폴립,0.0,2.0,2021,대구,질병,2.0
K624,항문 및 직장의 협착,1.0,0.0,2021,대구,질병,1.0
K628,항문 및 직장의 기타 명시된 질환,0.0,1.0,2021,대구,질병,1.0
K631,장의 천공(비외상성),1.0,0.0,2021,대구,질병,1.0
K6322,장-결장루,1.0,0.0,2021,대구,질병,1.0
K635,결장의 폴립,11.0,4.0,2021,대구,질병,15.0
K642,3도 치핵,2.0,0.0,2021,대구,질병,2.0
K649,상세불명의 치핵,5.0,4.0,2021,대구,질병,9.0
K658,기타 복막염,1.0,1.0,2021,대구,질병,2.0
K659,상세불명의 복막염,1.0,0.0,2021,대구,질병,1.0
K668,복막의 기타 명시된 장애,1.0,0.0,2021,대구,질병,1.0
K7010,복수를 동반하지 않은 알코올성 간염,0.0,3.0,2021,대구,질병,3.0
K7030,복수를 동반하지 않은 알코올성 간경변증,4.0,1.0,2021,대구,질병,5.0
K7031,복수를 동반한 알코올성 간경변증,0.0,2.0,2021,대구,질병,2.0
K709,상세불명의 알코올성 간질환,3.0,0.0,2021,대구,질병,3.0
K710,담즙정체를 동반한 독성간질환,1.0,0.0,2021,대구,질병,1.0
K7150,복수를 동반하지 않은 만성 활동성 간염을 동반한 독성 간질환,1.0,0.0,2021,대구,질병,1.0
K716,달리 분류되지 않은 간염을 동반한 독성간질환,7.0,1.0,2021,대구,질병,8.0
K719,상세불명의 독성간질환,1.0,0.0,2021,대구,질병,1.0
K7290,혼수를 동반하지 않은 상세불명의 간부전,3.0,0.0,2021,대구,질병,3.0
K7291,혼수를 동반한 상세불명의 간부전,0.0,1.0,2021,대구,질병,1.0
K7463,"간의 기타 및 상세불명의 경변증, 대상성",0.0,1.0,2021,대구,질병,1.0
K7469,"간의 기타 및 상세불명의 경변증,상세불명",6.0,2.0,2021,대구,질병,8.0
K750,간의 농양,3.0,0.0,2021,대구,질병,3.0
K759,상세불명의 염증성 간질환,6.0,3.0,2021,대구,질병,9.0
K760,달리 분류되지 않은 지방(변화성)간,1.0,2.0,2021,대구,질병,3.0
K767,간신증후군,0.0,2.0,2021,대구,질병,2.0
K7681,간의 단순낭,0.0,1.0,2021,대구,질병,1.0
K7688,기타 명시된 간질환,2.0,0.0,2021,대구,질병,2.0
K769,상세불명의 간질환,2.0,0.0,2021,대구,질병,2.0
K8000,폐색의 언급이 없는 급성 담낭염을 동반한 담낭의 결석,11.0,11.0,2021,대구,질병,22.0
K8010,폐색의 언급이 없는 기타 담낭염을 동반한 담낭의 결석,28.0,25.0,2021,대구,질병,53.0
K8020,폐색의 언급이 없는 담낭염이 없는 담낭의 결석,5.0,4.0,2021,대구,질병,9.0
K8030,폐색의 언급이 없는 담관염을 동반한 담관 결석,1.0,4.0,2021,대구,질병,5.0
K8031,폐색을 동반한 담관염을 동반한 담관 결석,0.0,1.0,2021,대구,질병,1.0
K8050,폐색의 언급이 없는 담관염 또는 담낭염이 없는 담관결석,5.0,1.0,2021,대구,질병,6.0
K8080,폐색의 언급이 없는 기타 담석증,0.0,1.0,2021,대구,질병,1.0
K810,급성 담낭염,3.0,3.0,2021,대구,질병,6.0
K811,만성 담낭염,6.0,3.0,2021,대구,질병,9.0
K819,상세불명의 담낭염,2.0,0.0,2021,대구,질병,2.0
K8280,담낭 또는 담낭관의 폴립,0.0,2.0,2021,대구,질병,2.0
K829,담낭의 상세불명의 질환,1.0,0.0,2021,대구,질병,1.0
K830,담관염,7.0,1.0,2021,대구,질병,8.0
K831,담관의 폐색,1.0,0.0,2021,대구,질병,1.0
K839,담도의 상세불명의 질환,1.0,0.0,2021,대구,질병,1.0
K8510,"담도 급성 췌장염, 경증",0.0,2.0,2021,대구,질병,2.0
K8520,"알코올유발 급성 췌장염, 경증",1.0,0.0,2021,대구,질병,1.0
K8589,"기타 급성 췌장염, 상세불명",1.0,1.0,2021,대구,질병,2.0
K8590,"상세불명의 급성 췌장염, 경증",1.0,3.0,2021,대구,질병,4.0
K8599,"상세불명의 급성 췌장염, 상세불명",2.0,1.0,2021,대구,질병,3.0
K860,알코올유발 만성 췌장염,1.0,0.0,2021,대구,질병,1.0
K861,기타 만성 췌장염,2.0,3.0,2021,대구,질병,5.0
K862,췌장의 낭,2.0,0.0,2021,대구,질병,2.0
K869,췌장의 상세불명의 질환,1.0,0.0,2021,대구,질병,1.0
K911,위수술후증후군,2.0,0.0,2021,대구,질병,2.0
K920,토혈,0.0,1.0,2021,대구,질병,1.0
K922,상세불명의 위장출혈,10.0,3.0,2021,대구,질병,13.0
L0230,둔부의 피부농양,2.0,1.0,2021,대구,질병,3.0
L0240,사지의 피부농양,3.0,1.0,2021,대구,질병,4.0
L0290,상세불명의 피부농양,1.0,0.0,2021,대구,질병,1.0
L0300,손가락의 연조직염,1.0,1.0,2021,대구,질병,2.0
L0310,팔의 연조직염,1.0,0.0,2021,대구,질병,1.0
L0311,다리의 연조직염,8.0,6.0,2021,대구,질병,14.0
L032,얼굴의 연조직염,1.0,0.0,2021,대구,질병,1.0
L039,상세불명의 연조직염,4.0,3.0,2021,대구,질병,7.0
L299,상세불명의 가려움,1.0,0.0,2021,대구,질병,1.0
L409,상세불명의 건선,1.0,0.0,2021,대구,질병,1.0
L600,내향성 손발톱,7.0,1.0,2021,대구,질병,8.0
L720,표피낭,11.0,1.0,2021,대구,질병,12.0
L7329,상세불명 화농성 한선염,1.0,0.0,2021,대구,질병,1.0
L82,지루각화증,0.0,1.0,2021,대구,질병,1.0
L84,티눈 및 굳은살,1.0,0.0,2021,대구,질병,1.0
L891,욕창궤양 및 압박부위 제2단계,1.0,0.0,2021,대구,질병,1.0
L893,욕창궤양 및 압박부위 제4단계,1.0,1.0,2021,대구,질병,2.0
L899,상세불명의 욕창궤양 및 압박부위,2.0,5.0,2021,대구,질병,7.0
L929,피부 및 피하조직의 상세불명의 육아종성 장애,0.0,1.0,2021,대구,질병,1.0
L97,달리 분류되지 않은 다리의 궤양,1.0,1.0,2021,대구,질병,2.0
L984,달리 분류되지 않은 피부의 만성 궤양,0.0,1.0,2021,대구,질병,1.0
M0095,"상세불명의 화농성 관절염, 골반 부분 및 대퇴",1.0,0.0,2021,대구,질병,1.0
M0096,"상세불명의 화농성 관절염, 아래다리",5.0,2.0,2021,대구,질병,7.0
M0097,"상세불명의 화농성 관절염, 발목 및 발",0.0,1.0,2021,대구,질병,1.0
M0098,"상세불명의 화농성 관절염, 기타 부분",0.0,1.0,2021,대구,질병,1.0
M0099,"상세불명의 화농성 관절염, 상세불명 부분",2.0,1.0,2021,대구,질병,3.0
M06999,"상세불명 상세불명의 류마티스관절염, 상세불명 부분",1.0,0.0,2021,대구,질병,1.0
M1000,"특발성 통풍, 여러 부위",1.0,0.0,2021,대구,질병,1.0
M1006,"특발성 통풍, 아래다리",1.0,0.0,2021,대구,질병,1.0
M1007,"특발성 통풍, 발목 및 발",0.0,1.0,2021,대구,질병,1.0
M1009,"특발성 통풍, 상세불명 부분",4.0,0.0,2021,대구,질병,4.0
M1090,"상세불명의 통풍, 여러 부위",0.0,1.0,2021,대구,질병,1.0
M1097,"상세불명의 통풍, 발목 및 발",2.0,4.0,2021,대구,질병,6.0
M1099,"상세불명의 통풍, 상세불명 부분",2.0,1.0,2021,대구,질병,3.0
M1259,"외상성 관절병증, 상세불명 부분",2.0,0.0,2021,대구,질병,2.0
M1395,"상세불명의 관절염, 골반 부분 및 대퇴",1.0,0.0,2021,대구,질병,1.0
M1396,"상세불명의 관절염, 아래다리",0.0,1.0,2021,대구,질병,1.0
M1397,"상세불명의 관절염, 발목 및 발",1.0,0.0,2021,대구,질병,1.0
M150,원발성 전신(골)관절증,2.0,0.0,2021,대구,질병,2.0
M164,양쪽 외상후 고관절증,0.0,1.0,2021,대구,질병,1.0
M167,기타 이차성 고관절증,1.0,0.0,2021,대구,질병,1.0
M169,상세불명의 고관절증,0.0,2.0,2021,대구,질병,2.0
M170,양쪽 원발성 무릎관절증,3.0,2.0,2021,대구,질병,5.0
M179,상세불명의 무릎관절증,80.0,86.0,2021,대구,질병,166.0
M1901,"기타 관절의 원발성 관절증, 어깨부분",3.0,0.0,2021,대구,질병,3.0
M1987,"기타 명시된 관절증, 발목 및 발",1.0,0.0,2021,대구,질병,1.0
M1991,"상세불명의 관절증, 어깨부분",4.0,1.0,2021,대구,질병,5.0
M1993,"상세불명의 관절증, 아래팔",2.0,0.0,2021,대구,질병,2.0
M1995,"상세불명의 관절증, 골반 부분 및 대퇴",0.0,2.0,2021,대구,질병,2.0
M1997,"상세불명의 관절증, 발목 및 발",1.0,1.0,2021,대구,질병,2.0
M1998,"상세불명의 관절증, 기타 부분",2.0,0.0,2021,대구,질병,2.0
M1999,"상세불명의 관절증, 상세불명 부분",2.0,1.0,2021,대구,질병,3.0
M201,외반무지(후천성),19.0,3.0,2021,대구,질병,22.0
M205,발가락의 기타 변형(후천성),1.0,0.0,2021,대구,질병,1.0
M2302,"낭성 반달연골, 외측반달연골",0.0,1.0,2021,대구,질병,1.0
M2321,"오래된 찢김 또는 손상으로 인한 반달연골의 장애, 내측반달연골",4.0,3.0,2021,대구,질병,7.0
M2322,"오래된 찢김 또는 손상으로 인한 반달연골의 장애, 외측반달연골",0.0,3.0,2021,대구,질병,3.0
M2329,"오래된 찢김 또는 손상으로 인한 반달연골의 장애, 상세불명의 연골 또는 인대",2.0,0.0,2021,대구,질병,2.0
M2331,"기타 반달연골장애, 내측반달연골",2.0,1.0,2021,대구,질병,3.0
M234,무릎안의 유리체,1.0,0.0,2021,대구,질병,1.0
M2353,"무릎의 만성 불안정, 전십자인대",1.0,0.0,2021,대구,질병,1.0
M2381,"무릎의 기타 내부장애, 내측반달연골",0.0,1.0,2021,대구,질병,1.0
M2391,"무릎의 상세불명의 내부장애, 내측반달연골",1.0,2.0,2021,대구,질병,3.0
M2466,"관절의 강직증, 아래다리",0.0,1.0,2021,대구,질병,1.0
M2469,"관절의 강직증, 상세불명 부분",1.0,0.0,2021,대구,질병,1.0
M2545,"관절의 삼출액, 골반 부분 및 대퇴",1.0,0.0,2021,대구,질병,1.0
M2546,"관절의 삼출액, 아래다리",1.0,0.0,2021,대구,질병,1.0
M2556,"관절통, 아래다리",7.0,0.0,2021,대구,질병,7.0
M2596,"상세불명의 관절장애, 아래다리",1.0,0.0,2021,대구,질병,1.0
M303,점막피부림프절증후군[가와사키],1.0,0.0,2021,대구,질병,1.0
M4316,"척추전방전위증, 요추부",9.0,8.0,2021,대구,질병,17.0
M4317,"척추전방전위증, 요천부",2.0,0.0,2021,대구,질병,2.0
M4319,"척추전방전위증, 상세불명의 부위",10.0,2.0,2021,대구,질병,12.0
M4619,"달리 분류되지 않은 천장골염, 상세불명의 부위",0.0,1.0,2021,대구,질병,1.0
M4656,"기타 감염성 척추병증, 요추부",0.0,2.0,2021,대구,질병,2.0
M4659,"기타 감염성 척추병증, 상세불명의 부위",4.0,0.0,2021,대구,질병,4.0
M4789,"기타 척추증, 상세불명의 부위",0.0,1.0,2021,대구,질병,1.0
M4792,"상세불명의 척추증, 경부",1.0,0.0,2021,대구,질병,1.0
M4796,"상세불명의 척추증, 요추부",1.0,0.0,2021,대구,질병,1.0
M4800,"척추협착, 척추의 여러 부위",3.0,0.0,2021,대구,질병,3.0
M4802,"척추협착, 경부",2.0,2.0,2021,대구,질병,4.0
M4806,"척추협착, 요추부",188.0,57.0,2021,대구,질병,245.0
M4807,"척추협착, 요천부",8.0,3.0,2021,대구,질병,11.0
M4809,"척추협착, 상세불명의 부위",6.0,1.0,2021,대구,질병,7.0
M4846,"척추의 피로골절, 요추부",1.0,0.0,2021,대구,질병,1.0
M4854,"달리 분류되지 않은 허탈척추, 흉추부",3.0,3.0,2021,대구,질병,6.0
M4855,"달리 분류되지 않은 허탈척추, 흉요추부",4.0,2.0,2021,대구,질병,6.0
M4856,"달리 분류되지 않은 허탈척추, 요추부",5.0,10.0,2021,대구,질병,15.0
M4859,"달리 분류되지 않은 허탈척추, 상세불명의 부위",3.0,0.0,2021,대구,질병,3.0
M4880,"기타 명시된 척추병증, 척추의 여러 부위",1.0,0.0,2021,대구,질병,1.0
M4882,"기타 명시된 척추병증, 경부",1.0,1.0,2021,대구,질병,2.0
M4886,"기타 명시된 척추병증, 요추부",1.0,0.0,2021,대구,질병,1.0
M4887,"기타 명시된 척추병증, 요천부",2.0,1.0,2021,대구,질병,3.0
M4889,"기타 명시된 척추병증, 상세불명의 부위",21.0,2.0,2021,대구,질병,23.0
M4926,"엔테로박터척추염(A01-A04†), 요추부",0.0,1.0,2021,대구,질병,1.0
M500,척수병증을 동반한 경추간판장애(G99.2*),1.0,0.0,2021,대구,질병,1.0
M501,신경뿌리병증을 동반한 경추간판장애,22.0,1.0,2021,대구,질병,23.0
M502,기타 경추간판전위,7.0,5.0,2021,대구,질병,12.0
M509,상세불명의 경추간판장애,3.0,0.0,2021,대구,질병,3.0
M510,척수병증을 동반한 요추 및 기타 추간판장애(G99.2*),5.0,0.0,2021,대구,질병,5.0
M511,신경뿌리병증을 동반한 요추 및 기타 추간판장애(G55.1*),84.0,11.0,2021,대구,질병,95.0
M512,기타 명시된 추간판전위,109.0,23.0,2021,대구,질병,132.0
M518,기타 명시된 추간판장애,1.0,0.0,2021,대구,질병,1.0
M5417,"신경뿌리병증, 요천부",1.0,0.0,2021,대구,질병,1.0
M5455,"요통, 흉요추부",0.0,1.0,2021,대구,질병,1.0
M5459,"요통, 상세불명의 부위",3.0,1.0,2021,대구,질병,4.0
M6008,"감염성 근염, 기타 부분",1.0,0.0,2021,대구,질병,1.0
M6289,"근육의 기타 명시된 장애, 상세불명 부분",1.0,0.0,2021,대구,질병,1.0
M6521,"석회성 힘줄염, 어깨부분",0.0,1.0,2021,대구,질병,1.0
M6534,"방아쇠손가락, 손",6.0,5.0,2021,대구,질병,11.0
M6539,"결절성 힘줄병, 상세불명 부분",1.0,1.0,2021,대구,질병,2.0
M654,요골붓돌기힘줄윤활막염[드퀘르벵],1.0,0.0,2021,대구,질병,1.0
M6599,"상세불명의 윤활막염 및 힘줄윤활막염, 상세불명 부분",2.0,0.0,2021,대구,질병,2.0
M6744,"결절종, 손",1.0,0.0,2021,대구,질병,1.0
M6745,"결절종, 골반 부분 및 대퇴",0.0,1.0,2021,대구,질병,1.0
M6747,"결절종, 발목 및 발",1.0,0.0,2021,대구,질병,1.0
M6748,"결절종, 기타 부분",0.0,1.0,2021,대구,질병,1.0
M6749,"결절종, 상세불명 부분",2.0,0.0,2021,대구,질병,2.0
M6791,"윤활막 및 힘줄의 상세불명 장애, 어깨부분",0.0,1.0,2021,대구,질병,1.0
M702,주두윤활낭염,2.0,0.0,2021,대구,질병,2.0
M703,팔꿈치의 기타 윤활낭염,1.0,0.0,2021,대구,질병,1.0
M704,무릎뼈앞윤활낭염,2.0,0.0,2021,대구,질병,2.0
M705,무릎의 기타 윤활낭염,1.0,0.0,2021,대구,질병,1.0
M7119,"기타 감염성 윤활낭염, 상세불명 부분",1.0,0.0,2021,대구,질병,1.0
M712,오금의 윤활막낭[베이커],0.0,2.0,2021,대구,질병,2.0
M7157,"달리 분류되지 않은 기타 윤활낭염, 발목 및 발",1.0,0.0,2021,대구,질병,1.0
M7159,"달리 분류되지 않은 기타 윤활낭염, 상세불명 부분",1.0,0.0,2021,대구,질병,1.0
M720,손바닥근막성 섬유종증(뒤퓌트랑),2.0,1.0,2021,대구,질병,3.0
M722,발바닥근막성 섬유종증,1.0,2.0,2021,대구,질병,3.0
M7285,"기타 섬유모세포장애, 골반 부분 및 대퇴",0.0,1.0,2021,대구,질병,1.0
M72960,"근막염 NOS, 아래다리",0.0,1.0,2021,대구,질병,1.0
M750,어깨의 유착성 관절낭염,3.0,2.0,2021,대구,질병,5.0
M751,회전근개증후군,53.0,40.0,2021,대구,질병,93.0
M753,어깨의 석회성 힘줄염,1.0,2.0,2021,대구,질병,3.0
M754,어깨의 충격증후군,2.0,3.0,2021,대구,질병,5.0
M7687,"발을 제외한 다리의 기타 골부착부병증, 발목 및 발",1.0,0.0,2021,대구,질병,1.0
M7689,"발을 제외한 다리의 기타 골부착부병증, 상세불명 부분",3.0,0.0,2021,대구,질병,3.0
M771,외측상과염,3.0,0.0,2021,대구,질병,3.0
M79100,"근근막통증후군, 여러 부위",0.0,1.0,2021,대구,질병,1.0
M79108,"기타 근통, 여러 부위",1.0,0.0,2021,대구,질병,1.0
M79190,"근근막통증후군, 상세불명 부분",1.0,0.0,2021,대구,질병,1.0
