병상 구분,병동 구분,병상 합계,병실 합계,1인실 병상,1인실 병실,2인실 병상,2인실 병실,4인실 병상,4인실 병실,5인실 병상,5인실 병실,6인실 병상,6인실 병실,기타 병상,기타 병실,년도,지역,3인실 병상,3인실 병실,7인실 병상,7인실 병실,8인실 병상,8인실 병실,9인실 병상,9인실 병실,특실 병상,특실 병실,격리실 병상,격리실 병실,국비 병상,국비 병실,사비 병상,사비 병실
운영병상(일반),정신과폐쇄병동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,13,2,1,1,0,0,0,0,0,0,0,0,12,1,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,9,1,0,0,0,0,0,0,0,0,0,0,9,1,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,5,5,0,0,0,0,0,0,0,0,0,0,5,5,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,신생아실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,13,1,0,0,0,0,0,0,0,0,0,0,13,1,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,회복실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,대전,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),일반병동,393,76,13,13,0,0,20,5,0,0,312,52,0,0,2019,부산,0,0,0,0,48,6,0,0,0,0,0,0,,,,
운영병상(일반),간호간병병동,48,6,0,0,0,0,0,0,0,0,0,0,0,0,2019,부산,0,0,0,0,48,6,0,0,0,0,0,0,,,,
운영병상(일반),완화의료실,20,7,2,2,2,1,16,4,0,0,0,0,0,0,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),정신과폐쇄병동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,24,1,0,0,0,0,0,0,0,0,0,0,24,1,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,14,5,0,0,0,0,0,0,0,0,0,0,14,5,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,13,1,0,0,0,0,0,0,0,0,0,0,13,1,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,7,1,0,0,0,0,0,0,0,0,0,0,7,1,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,신생아실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,26,1,0,0,0,0,0,0,0,0,0,0,26,1,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,회복실,4,1,0,0,0,0,0,0,0,0,0,0,4,1,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,물리치료실,19,1,0,0,0,0,0,0,0,0,0,0,19,1,2019,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),일반병동,393,76,13,13,0,0,20,5,0,0,312,52,0,0,2020,부산,0,0,0,0,48,6,0,0,0,0,0,0,,,,
운영병상(일반),간호간병병동,48,6,0,0,0,0,0,0,0,0,0,0,0,0,2020,부산,0,0,0,0,48,6,0,0,0,0,0,0,,,,
운영병상(일반),완화의료실,20,7,0,0,2,2,2,1,0,0,0,0,0,0,2020,부산,0,0,0,0,16,4,0,0,0,0,0,0,,,,
운영병상,중환자실,24,1,0,0,0,0,0,0,0,0,0,0,24,1,2020,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,14,5,0,0,0,0,0,0,0,0,0,0,14,5,2020,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,13,1,0,0,0,0,0,0,0,0,0,0,13,1,2020,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,7,1,0,0,0,0,0,0,0,0,0,0,7,1,2020,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2020,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,26,1,0,0,0,0,0,0,0,0,0,0,26,1,2020,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,회복실,4,1,0,0,0,0,0,0,0,0,0,0,4,1,2020,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,물리치료실,19,1,0,0,0,0,0,0,0,0,0,0,19,1,2020,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),일반병동,236,46,6,6,0,0,20,5,0,0,210,35,0,0,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),간호간병병동,96,12,0,0,0,0,0,0,0,0,0,0,0,0,2021,부산,0,0,0,0,96,12,0,0,0,0,0,0,,,,
운영병상(일반),완화의료실,20,7,2,2,2,1,0,0,0,0,16,4,0,0,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),재활병동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,22,1,0,0,0,0,0,0,0,0,0,0,22,1,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,15,4,0,0,0,0,0,0,0,0,0,0,15,4,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,코로나전담병동,56,14,0,0,0,0,56,14,0,0,0,0,0,0,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,13,1,0,0,0,0,0,0,0,0,0,0,13,1,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,7,1,0,0,0,0,0,0,0,0,0,0,7,1,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,26,1,0,0,0,0,0,0,0,0,0,0,26,1,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,회복실,4,1,0,0,0,0,0,0,0,0,0,0,4,1,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,물리치료실,19,1,0,0,0,0,0,0,0,0,0,0,19,1,2021,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),일반병동,316,73,6,6,0,0,184,46,0,0,126,21,0,0,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),간호간병병동,96,12,0,0,0,0,0,0,0,0,0,0,0,0,2022,부산,0,0,0,0,96,12,0,0,0,0,0,0,,,,
운영병상(일반),완화의료실,20,7,2,2,2,1,16,4,0,0,0,0,0,0,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),정신과폐쇄병동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,24,1,0,0,0,0,0,0,0,0,0,0,24,1,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,19,10,0,0,0,0,0,0,0,0,0,0,19,10,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,13,1,0,0,0,0,0,0,0,0,0,0,13,1,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,7,1,0,0,0,0,0,0,0,0,0,0,7,1,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,신생아실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,26,1,0,0,0,0,0,0,0,0,0,0,26,1,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,회복실,4,1,0,0,0,0,0,0,0,0,0,0,4,1,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,물리치료실,33,2,0,0,0,0,0,0,0,0,0,0,33,2,2022,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),일반병동,316,73,6,6,0,0,184,46,0,0,126,21,0,0,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),간호간병병동,96,12,0,0,0,0,0,0,0,0,0,0,0,0,2023,부산,0,0,0,0,96,12,0,0,0,0,0,0,,,,
운영병상(일반),완화의료실,20,7,2,2,2,1,16,4,0,0,0,0,0,0,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),정신과폐쇄병동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,24,1,0,0,0,0,0,0,0,0,0,0,24,1,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,19,10,0,0,0,0,0,0,0,0,0,0,19,10,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,13,1,0,0,0,0,0,0,0,0,0,0,13,1,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,7,1,0,0,0,0,0,0,0,0,0,0,7,1,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,신생아실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,26,1,0,0,0,0,0,0,0,0,0,0,26,1,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,회복실,4,1,0,0,0,0,0,0,0,0,0,0,4,1,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,물리치료실,33,2,0,0,0,0,0,0,0,0,0,0,33,2,2023,부산,0,0,0,0,0,0,0,0,0,0,0,0,,,,
일반병실,일반병동,46,13,2,2,0,0,44,11,0,0,0,0,0,0,2019,인천,0,0,0,0,0,0,0,0,0,0,0,0,41.0,11.0,5.0,2.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2019,인천,0,0,0,0,0,0,0,0,0,0,0,0,37.0,10.0,5.0,2.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2019,인천,0,0,0,0,0,0,0,0,0,0,0,0,37.0,10.0,5.0,2.0
특수병실,응급실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,인천,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
특수병실,중환자실,7,2,0,0,0,0,0,0,0,0,0,0,6,1,2019,인천,0,0,0,0,0,0,0,0,0,0,1,1,7.0,0.0,0.0,0.0
일반병실,일반병동,46,13,2,2,0,0,44,11,0,0,0,0,0,0,2020,인천,0,0,0,0,0,0,0,0,0,0,0,0,41.0,11.0,5.0,2.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2020,인천,0,0,0,0,0,0,0,0,0,0,0,0,37.0,10.0,5.0,2.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2020,인천,0,0,0,0,0,0,0,0,0,0,0,0,37.0,10.0,5.0,2.0
특수병실,중환자실,7,2,0,0,0,0,0,0,0,0,0,0,6,1,2020,인천,0,0,0,0,0,0,0,0,0,0,1,1,7.0,0.0,0.0,0.0
일반병실,일반병동,46,13,2,2,0,0,44,11,0,0,0,0,0,0,2021,인천,0,0,0,0,0,0,0,0,0,0,0,0,46.0,13.0,0.0,0.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2021,인천,0,0,0,0,0,0,0,0,0,0,0,0,42.0,12.0,0.0,0.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2021,인천,0,0,0,0,0,0,0,0,0,0,0,0,42.0,12.0,0.0,0.0
특수병실,중환자실,7,2,0,0,0,0,0,0,0,0,0,0,6,1,2021,인천,0,0,0,0,0,0,0,0,0,0,1,1,,,0.0,0.0
일반병실,일반병동,46,13,2,2,0,0,44,11,0,0,0,0,0,0,2022,인천,0,0,0,0,0,0,0,0,0,0,0,0,41.0,11.0,5.0,2.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2022,인천,0,0,0,0,0,0,0,0,0,0,0,0,37.0,10.0,5.0,2.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2022,인천,0,0,0,0,0,0,0,0,0,0,0,0,37.0,10.0,5.0,2.0
특수병실,중환자실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,인천,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
일반병실,일반병동,46,13,2,2,0,0,44,11,0,0,0,0,0,0,2023,인천,0,0,0,0,0,0,0,0,0,0,0,0,41.0,11.0,5.0,2.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2023,인천,0,0,0,0,0,0,0,0,0,0,0,0,37.0,10.0,5.0,2.0
일반병실,일반병동,42,12,2,2,0,0,40,10,0,0,0,0,0,0,2023,인천,0,0,0,0,0,0,0,0,0,0,0,0,37.0,10.0,5.0,2.0
특수병실,중환자실,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,인천,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
운영병상(일반),일반병동,764,177,3,3,62,31,40,10,655,131,0,0,0,0,2019,서울,3,1,0,0,0,0,0,0,1,1,0,0,,,,
운영병상(일반),간호간병병동,45,11,0,0,4,2,0,0,40,8,0,0,0,0,2019,서울,0,0,0,0,0,0,0,0,1,1,0,0,,,,
운영병상(일반),완화의료실,28,8,1,1,0,0,24,6,0,0,0,0,0,0,2019,서울,3,1,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),정신과폐쇄병동,60,12,0,0,0,0,0,0,0,0,48,8,0,0,2019,서울,12,4,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,55,3,0,0,0,0,0,0,0,0,0,0,55,3,2019,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,27,13,5,5,4,2,0,0,0,0,0,0,0,0,2019,서울,18,6,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2019,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,음압격리리실,7,7,7,7,0,0,0,0,0,0,0,0,0,0,2019,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,30,1,0,0,0,0,0,0,0,0,0,0,30,1,2019,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,15,15,0,0,0,0,0,0,0,0,0,0,15,15,2019,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2019,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,신생아실,6,1,0,0,0,0,0,0,0,0,0,0,6,1,2019,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,25,1,0,0,0,0,0,0,0,0,0,0,25,1,2019,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),일반병동,422,105,6,6,44,22,4,1,355,71,0,0,0,0,2020,서울,12,4,0,0,0,0,0,0,1,1,0,0,,,,
운영병상(일반),간호간병병동,181,44,0,0,18,9,0,0,160,32,0,0,2,2,2020,서울,0,0,0,0,0,0,0,0,1,1,0,0,,,,
운영병상(일반),완화의료실,28,8,1,1,0,0,24,6,0,0,0,0,0,0,2020,서울,3,1,0,0,0,0,0,0,0,0,0,0,,,,
운영병상(일반),정신과폐쇄병동,60,12,0,0,0,0,0,0,0,0,48,8,0,0,2020,서울,12,4,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,51,2,0,0,0,0,0,0,0,0,0,0,51,2,2020,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,27,13,5,5,4,2,0,0,0,0,0,0,0,0,2020,서울,18,6,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2020,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,음압격리리실,5,5,0,0,0,0,0,0,0,0,0,0,5,5,2020,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,30,1,0,0,0,0,0,0,0,0,0,0,30,1,2020,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,15,15,0,0,0,0,0,0,0,0,0,0,15,15,2020,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2020,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,신생아실,6,1,0,0,0,0,0,0,0,0,0,0,6,1,2020,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,25,1,0,0,0,0,0,0,0,0,0,0,25,1,2020,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,일반병동,424,105,5,5,44,22,4,1,355,71,0,0,0,0,2021,서울,15,5,0,0,0,0,0,0,1,1,0,0,,,,
운영병상,간호간병병동,181,44,0,0,18,9,0,0,160,32,0,0,2,2,2021,서울,0,0,0,0,0,0,0,0,1,1,0,0,,,,
운영병상,완화의료실,28,8,1,1,0,0,24,6,0,0,0,0,0,0,2021,서울,3,1,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,정신과폐쇄병동,60,12,0,0,0,0,0,0,0,0,48,8,0,0,2021,서울,12,4,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,38,2,0,0,0,0,0,0,0,0,0,0,38,2,2021,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,27,13,5,5,4,2,0,0,0,0,0,0,0,0,2021,서울,18,6,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2021,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,음압격리리실,5,5,0,0,0,0,0,0,0,0,0,0,5,5,2021,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,30,1,0,0,0,0,0,0,0,0,0,0,30,1,2021,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,15,15,0,0,0,0,0,0,0,0,0,0,15,15,2021,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2021,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,신생아실,6,1,0,0,0,0,0,0,0,0,0,0,6,1,2021,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,25,1,0,0,0,0,0,0,0,0,0,0,25,1,2021,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,일반병동,622,148,7,7,42,21,44,11,510,102,0,0,0,0,2022,서울,18,6,0,0,0,0,0,0,1,1,0,0,,,,
운영병상,간호간병병동,181,44,0,0,18,9,160,32,0,0,0,0,2,2,2022,서울,0,0,0,0,0,0,0,0,1,1,0,0,,,,
운영병상,완화의료실,28,8,1,1,0,0,24,6,0,0,0,0,0,0,2022,서울,3,1,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,정신과폐쇄병동,60,12,0,0,0,0,0,0,0,0,48,8,0,0,2022,서울,12,4,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,54,2,0,0,0,0,0,0,0,0,0,0,54,2,2022,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,21,11,5,5,4,2,0,0,0,0,0,0,0,0,2022,서울,12,4,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2022,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,음압격리리실,5,5,0,0,0,0,0,0,0,0,0,0,5,5,2022,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,25,1,0,0,0,0,0,0,0,0,0,0,25,1,2022,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,15,15,0,0,0,0,0,0,0,0,0,0,15,15,2022,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2022,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,신생아실,6,1,0,0,0,0,0,0,0,0,0,0,6,1,2022,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,25,1,0,0,0,0,0,0,0,0,0,0,25,1,2022,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,일반병동,622,148,7,7,42,21,44,11,510,102,0,0,0,0,2023,서울,18,6,0,0,0,0,0,0,1,1,0,0,,,,
운영병상,간호간병병동,181,44,0,0,18,9,160,32,0,0,0,0,2,2,2023,서울,0,0,0,0,0,0,0,0,1,1,0,0,,,,
운영병상,완화의료실,28,8,1,1,0,0,24,6,0,0,0,0,0,0,2023,서울,3,1,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,정신과폐쇄병동,60,12,0,0,0,0,0,0,0,0,48,8,0,0,2023,서울,12,4,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,중환자실,54,2,0,0,0,0,0,0,0,0,0,0,54,2,2023,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,격리병실,21,11,5,5,4,2,0,0,0,0,0,0,0,0,2023,서울,12,4,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,무균치료실,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2023,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
운영병상,음압격리실,5,5,0,0,0,0,0,0,0,0,0,0,5,5,2023,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,응급실,25,1,0,0,0,0,0,0,0,0,0,0,25,1,2023,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,수술실,15,15,0,0,0,0,0,0,0,0,0,0,15,15,2023,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,분만실,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2023,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,신생아실,6,1,0,0,0,0,0,0,0,0,0,0,6,1,2023,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
기타병상,인공신장실,25,1,0,0,0,0,0,0,0,0,0,0,25,1,2023,서울,0,0,0,0,0,0,0,0,0,0,0,0,,,,
