년도,지역,분류,명칭,코드,구분,비용,최저비용,최고비용,치료재료대포함여부,약제비포함여부,특이사항,대분류,중분류,소분류
2021,서울,,챔픽스정 0.5mg,648900910,약제,0,,,,,원외처방전용,,,
2021,서울,,챔픽스정 1mg,648900920,약제,0,,,,,원외처방전용,,,
2021,서울,,카버젝트주사20mcg,648901021,약제,0,,,,,원외처방전용,,,
2021,서울,,카버젝트주사20mcg,648901021,약제,15109.0,,,,,원내용,,,
2021,서울,,코네티비나겔_30g/tube,684400040,약제,27732.0,,,,,,,,
2021,서울,예방접종료,코박스폴리오PF주(프리필드시린지)(소아마비백신),647400280,약제,30000.0,,,,,소아마비백신/MIMOPV,,,
2021,서울,,타스나정500mg,662501680,약제,23.0,,,,,,,,
2021,서울,예방접종료,테트락심주(DTP&소아마비 백신),665900120,약제,50000.0,,,,,DTP&소아마비 백신/MTETRA,,,
2021,서울,,트리루마크림(15g),671701610,약제,0,,,,,원외처방전용,,,
2021,서울,,트롬보젝주1%10mg/ml(2ml),676800010,약제,23000.0,,,,,,,,
2021,서울,,트롬보젝주3%30mg/ml(2ml),676800020,약제,25000.0,,,,,,,,
2021,서울,,페리오클린치과용연고,666500030,약제,20617.0,,,,,,,,
2021,서울,예방접종료,"펜탁심주 백신(DTP,소아마비,뇌수막염 백신)",665900210,약제,70000.0,,,,,"디프테리아, 파상풍, 백일해, 폴리오, b형헤모필루스인플루엔자 /MPENTAXIM",,,
2021,서울,,피엠에스니스타틴시럽 1ml,659600560,약제,5003.0,,,,,,,,
2021,서울,,푸레파인연고 (28g/tube),642905941,약제,2985.0,,,X,X,,,,
2021,서울,예방접종료,프로디악스-23 프리필드시린지(폐렴구균백신),655501940,약제,50000.0,,,,,폐렴구균백신/MPNEUMO,,,
2021,서울,,프로페시아정1mg,655500630,약제,0,,,,,원외처방전용,,,
2021,서울,,프릴리지정30mg,646901090,약제,0,,,,,원외전용,,,
2021,서울,,프릴리지정60mg,646901100,약제,0,,,,,원외전용,,,
2021,서울,,프록토세딜연고 (15g),652101560,약제,1005.0,,,,,,,,
2021,서울,예방접종료,프리베나13주 0.5ml(소아용 폐렴구균백신),648902270,약제,90000.0,,,,,폐렴구균/MPVENAR13,,,
2021,서울,예방접종료,프리베나주13 백신0.5ml(성인용 폐렴구균백신),648902270,약제,90000.0,,,,,폐렴구균/MPVENAR-A,,,
2021,서울,,프로게스테론데포예나팜,651700060,약제,1209.0,,,,,,,,
2021,서울,,디비겔0.1%겔(에스트라디올)_(1mg/1g),642000141,약제,0,,,,,원외처방,,,
2021,서울,,플로실헤모스태틱매트릭스,646601401,약제,255710.0,,,,,,,,
2021,서울,,파자임-95mg이중정,642202290,약제,33.0,,,,,,,,
2021,서울,,하이알라제주,670602610,약제,5549.0,,,,,,,,
2021,서울,,하이드라섹산30mg,644206370,약제,0,,,,,원외,,,
2021,서울,예방접종료,유박스비주(소아 B형간염백신),668900910,약제,20000.0,,,,,B형간염(소아)/MHBVC,,,
2021,서울,,헤파빅 백신 200IU(1cc),643601900,약제,33438.0,,,,,,,,
2021,서울,,그로트로핀투주사액카트리지(30iu/2.7ml)(동아에스티)(비감면),642505131,약제,91562.0,,,,,비감면,,,
2021,서울,진단서,개인택시면허용건강진단서(인성검사포함),,제증명수수료,20000.0,,,,,,,,
2021,서울,진단서,건강진단서,PDZ010001(심평원 코드),제증명수수료,20000.0,,,,,,,,
2021,서울,국민연금 장애심사용진단서,국민연금장애심사용 진단서,PDZ100000(심평원 코드),제증명수수료,6000.0,,,,,국민연금법 시행규칙 제28조 [서식 21] 신청인 제출서류 - 국민연금 장애심사규정 제12조(보건복지부 고시 2011-82호; 2011.7.26) 별지[서식 3],,,
2021,서울,진단서,근로능력평가용진단서,PDZ010002(심평원 코드),제증명수수료,10000.0,,,,,,,,
2021,서울,소견서(노인장기요양보험),노인장기요양보험 의사소견서,,제증명수수료,37590.0,,,,,노인장기요양보험법 시행규칙 제2조 [서식2],,,
2021,서울,소견서(노인장기요양보험),노인장기요양보험(5등급예상 치매진단)의사소견서,,제증명수수료,52840.0,,,,,노인장기요양보험법 시행규칙 제2조 [서식2],,,
2021,서울,소견서(노인장기요양보험),방문간호지시서(1회당)-노인장기요양보험관련,,제증명수수료,19990.0,,,,,노인장기요양보험법 시행규칙 제2조 [서식2],,,
2021,서울,병무용진단서,병무용진단서,PDZ080000(심평원 코드),제증명수수료,20000.0,,,,,"병역법 시행규칙 제87조, 95조 [서식 106]",,,
2021,서울,소견서(검진소견서),보장구검진소견서,,제증명수수료,10000.0,,,,,,,,
2021,서울,사망진단서,사망진단서,PDZ030000(심평원 코드),제증명수수료,10000.0,,,,,의료법 시행규칙 제10조 [서식6],,,
2021,서울,사산(사태)증명서,사산(사태)증명서,PDZ050000(심평원 코드),제증명수수료,2000.0,,,,,의료법 시행규칙 제11조 [서식8],,,
2021,서울,시체검안서,사체부검료,,제증명수수료,20000.0,,,,,의료법 시행규칙 제10조 [서식6],,,
2021,서울,상해진단서,상해 진단서(3주미만),PDZ020001(심평원 코드),제증명수수료,50000.0,,,,,의료법 시행규칙 제9조 [서식5의3],,,
2021,서울,상해진단서,상해 진단서(3주이상),PDZ020002(심평원 코드),제증명수수료,100000.0,,,,,의료법 시행규칙 제9조 [서식5의3],,,
2021,서울,감정서,성별감정서,,제증명수수료,10000.0,,,,,,,,
2021,서울,확인서,수술확인서,,제증명수수료,10000.0,,,,,,,,
2021,서울,시체검안서,시체검안서,PDZ040000(심평원 코드),제증명수수료,30000.0,,,,,의료법 시행규칙 제10조 [서식6],,,
2021,서울,감정서,신체감정료(과목당),,제증명수수료,150000.0,,,,,,,,
2021,서울,채용신체검사,신체검사용 약물(마약)검사/6종,,제증명수수료,36000.0,,,,,,,,
2021,서울,감정서,연령감정서,,제증명수수료,20000.0,,,,,,,,
2021,서울,감정서,연령감정서 치과용,,제증명수수료,150000.0,,,,,,,,
2021,서울,영문진단서,영문 등 외국어 일반진단서,PDE010001(심평원 코드),제증명수수료,15000.0,,,,,의료법 시행규칙 제9조 [서식5의2],,,
2021,서울,출생증명서,영문 등 외국어 출생증명서,PDZ060000(심평원 코드),제증명수수료,4500.0,,,,,의료법 시행규칙 제11조 [서식7],,,
2021,서울,신체검사서,"영문, 중문신체검사서",,제증명수수료,35000.0,,,,,,,,
2021,서울,사망진단서,영문사망진단서,,제증명수수료,15000.0,,,,,의료법 시행규칙 제10조 [서식6],,,
2021,서울,소견서(일반소견서),영문일반소견서(보험회사 제출용),,제증명수수료,15000.0,,,,,의료법 시행규칙 제9조 [서식5의2],,,
2021,서울,소견서(일반소견서),일반소견서(보험회사 제출용),,제증명수수료,10000.0,,,,,의료법 시행규칙 제9조 [서식5의2],,,
2021,서울,진단서,일반진단서,PDZ010001(심평원 코드),제증명수수료,10000.0,,,,,의료법 시행규칙 제9조 [서식5의2],,,
2021,서울,확인서,입퇴원확인서,PDZ090002(심평원 코드),제증명수수료,3000.0,,,,,,,,
2021,서울,신체검사서,"자동차운전면허신체검사(1종보통,2종)",,제증명수수료,4000.0,,,,,,,,
2021,서울,신체검사서,"자동차운전면허신체검사(특수,대형)",,제증명수수료,5000.0,,,,,,,,
2021,서울,장애인증명서,장애인증명서,PDZ170000(심평원 코드),제증명수수료,1000.0,,,,,"""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""",,,
2021,서울,장애진단서,장애진단서,PDZ070003(심평원 코드),제증명수수료,100000.0,,,,,"""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""",,,
2021,서울,장애진단서,장애진단서(간단),,제증명수수료,15000.0,,,,,"""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""",,,
2021,서울,장애 정도 심사용 진단서,장애진단서(신체적 장애),PDZ070001(심평원 코드),제증명수수료,15000.0,,,,,"""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""",,,
2021,서울,장애 정도 심사용 진단서,장애진단서(정신적 장애),PDZ070002(심평원 코드),제증명수수료,40000.0,,,,,"""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""",,,
2021,서울,감정서,정신감정서,,제증명수수료,100000.0,,,,,,,,
2021,서울,제증명서 사본,제증명료 사본,PDZ160000(심평원 코드),제증명수수료,1000.0,,,,,,,,
2021,서울,진료기록사본,진료기록사본(1~5부 매당),PDZ110101(심평원 코드),제증명수수료,1000.0,,,,,흑백,,,
2021,서울,진료기록사본,"진료기록사본(6매이상,매당)",PDZ110102(심평원 코드),제증명수수료,100.0,,,,,1장당,,,
2021,서울,진료기록영상,진료기록영상(CD)-PACS영상(COPY),PDZ110004(심평원 코드),제증명수수료,5000.0,,,,,1장당,,,
2021,서울,진료기록영상,진료기록영상(CD)-내시경PACS영상(COPY),PDZ110004(심평원 코드),제증명수수료,5000.0,,,,,1장당,,,
2021,서울,진료기록영상,진료기록영상(CD)-심혈관PACS영상(COPY),PDZ110004(심평원 코드),제증명수수료,5000.0,,,,,1장당,,,
2021,서울,진료기록영상,진료기록영상(CD)-핵의학PACS영상(COPY),PDZ110004(심평원 코드),제증명수수료,5000.0,,,,,1장당,,,
2021,서울,확인서,진료확인서,PDZ090007(심평원 코드),제증명수수료,3000.0,,,,,,,,
2021,서울,채용신체검사서,채용신체검사서(공무원),PDZ010003(심평원 코드),제증명수수료,40000.0,,,,,,,,
2021,서울,채용신체검사서,채용신체검사서(다면인성검사),,제증명수수료,42000.0,,,,,,,,
2021,서울,채용신체검사서,채용신체검사서(일반),PDZ010004(심평원 코드),제증명수수료,30000.0,,,,,,,,
2021,서울,진단서,총포및도검소지허가신체검사,,제증명수수료,10000.0,,,,,,,,
2021,서울,출생증명서,출생증명서,PDZ060000(심평원 코드),제증명수수료,3000.0,,,,,의료법 시행규칙 제11조 [서식7],,,
2021,서울,확인서,통원확인서[병명 기재],PDZ090004(심평원 코드),제증명수수료,3000.0,,,,,,,,
2021,서울,확인서,통원확인서[병명 미기재],PDZ090004(심평원 코드),제증명수수료,1000.0,,,,,,,,
2021,서울,향후진료비추정서,향후 진료비추정서(천만원미만),PDZ140001(심평원 코드),제증명수수료,50000.0,,,,,,,,
2021,서울,향후진료비추정서,향후 진료비추정서(천만원이상),PDZ140002(심평원 코드),제증명수수료,100000.0,,,,,,,,
2021,서울,,DNCB도포치료 [대],HZDE02601,기타,10000.0,,,,,"두피, 얼굴 등 신체 5% 이상 또는 multiple wart 의 경우 4개 이상인 경우 산정",,,
2021,서울,,Z성형술 [대],HZPS05301,기타,500000.0,,,,,,,,
2021,서울,,Z성형술 [소],HZPS05303,기타,100000.0,,,,,,,,
2021,서울,,Z성형술 [중],HZPS05302,기타,200000.0,,,,,,,,
2021,서울,,고환삽입술,HZUR00200,기타,500000.0,,,,,,,,
2021,서울,,구순열의일차비성형술 [대],HZPS00101,기타,300000.0,,,,,,,,
2021,서울,,구순열의일차비성형술 [소],HZPS00103,기타,100000.0,,,,,,,,
2021,서울,,구순열의일차비성형술 [중],HZPS00102,기타,200000.0,,,,,,,,
2021,서울,,구축반흔의비수술적처치,HZPS00200,기타,20000.0,,,,,,,,
2021,서울,,굴곡음경교정 수술 Penile Curvature Correction,HZUR00300,기타,1000000.0,,,,,,,,
2021,서울,,근막이식술 [대],HZPS00301,기타,300000.0,,,,,,,,
2021,서울,,근막이식술 [소],HZPS00303,기타,100000.0,,,,,,,,
2021,서울,,근막이식술 [중],HZPS00302,기타,200000.0,,,,,,,,
2021,서울,,"기미,주근깨,점 제거술 [대]",HZDE00101,기타,30000.0,,,,,Size 0.4cm 이상인 경우 산정,,,
2021,서울,,"기미,주근깨,점 제거술 [소]",HZDE00103,기타,10000.0,,,,,Size 0.2cm × 0.2cm 이하인 경우 산정,,,
2021,서울,,기타구강에관한수술 [대],HZPS00401,기타,400000.0,,,,,,,,
2021,서울,,기타구강에관한수술 [소],HZPS00403,기타,100000.0,,,,,,,,
2021,서울,,기타구강에관한수술 [중],HZPS00402,기타,200000.0,,,,,,,,
2021,서울,,기타구순에관한성형술 [대],HZPS00501,기타,500000.0,,,,,,,,
2021,서울,,기타구순에관한성형술 [소],HZPS00502,기타,300000.0,,,,,,,,
2021,서울,,기타보형물삽입술 [대],HZPS00601,기타,500000.0,,,,,,,,
2021,서울,,기타보형물삽입술 [소],HZPS00603,기타,100000.0,,,,,,,,
2021,서울,,기타보형물삽입술 [중],HZPS00602,기타,300000.0,,,,,,,,
2021,서울,,기타보형물제거술 [대],HZPS00701,기타,500000.0,,,,,,,,
2021,서울,,기타보형물제거술 [소1],HZPS00703,기타,200000.0,,,,,,,,
2021,서울,,기타보형물제거술 [소2],HZPS00704,기타,100000.0,,,,,,,,
2021,서울,,기타보형물제거술 [중],HZPS00702,기타,300000.0,,,,,,,,
2021,서울,,기타비외벽에대한성형술 [대],HZPS00801,기타,600000.0,,,,,,,,
2021,서울,,기타비외벽에대한성형술 [소],HZPS00802,기타,300000.0,,,,,,,,
2021,서울,,기타사지에대한지방조직성형술 [대],HZPS00901,기타,900000.0,,,,,,,,
2021,서울,,기타사지에대한지방조직성형술 [소],HZPS00903,기타,300000.0,,,,,,,,
2021,서울,,기타사지에대한지방조직성형술 [중],HZPS00902,기타,600000.0,,,,,,,,
2021,서울,,기타상악성형술 [대],HZPS01001,기타,2000000.0,,,,,,,,
2021,서울,,기타상악성형술 [소],HZPS01003,기타,500000.0,,,,,,,,
2021,서울,,기타상악성형술 [중],HZPS01002,기타,1000000.0,,,,,,,,
2021,서울,,기타선천성수지기형 [대],HZPS01101,기타,500000.0,,,,,,,,
2021,서울,,기타선천성수지기형 [소],HZPS01102,기타,300000.0,,,,,,,,
2021,서울,,기타수지에대한수술 [대],HZPS01201,기타,500000.0,,,,,,,,
2021,서울,,기타수지에대한수술 [소],HZPS01203,기타,100000.0,,,,,,,,
2021,서울,,기타수지에대한수술 [중],HZPS01202,기타,300000.0,,,,,,,,
2021,서울,,기타안검수술 [대],HZPS01301,기타,500000.0,,,,,,,,
2021,서울,,기타안검수술 [소],HZPS01302,기타,300000.0,,,,,,,,
2021,서울,,기타안면골성형술 [대],HZPS01401,기타,1000000.0,,,,,,,,
2021,서울,,기타안면골성형술 [소1],HZPS01403,기타,500000.0,,,,,,,,
2021,서울,,기타안면골성형술 [소2],HZPS01404,기타,300000.0,,,,,,,,
2021,서울,,기타안면골성형술 [중],HZPS01402,기타,700000.0,,,,,,,,
2021,서울,,기타외이에대한수술 [대],HZPS01501,기타,400000.0,,,,,,,,
2021,서울,,기타외이에대한수술 [소],HZPS01503,기타,200000.0,,,,,,,,
2021,서울,,기타외이에대한수술 [중],HZPS01502,기타,300000.0,,,,,,,,
2021,서울,,기타이하선에관한수술 [대],HZPS01601,기타,550000.0,,,,,,,,
2021,서울,,기타이하선에관한수술 [소],HZPS01602,기타,450000.0,,,,,,,,
2021,서울,,기타인상보형물제작술 [대],HZPS01701,기타,100000.0,,,,,,,,
2021,서울,,기타인상보형물제작술 [소],HZPS01703,기타,20000.0,,,,,,,,
2021,서울,,기타인상보형물제작술 [중],HZPS01702,기타,50000.0,,,,,,,,
2021,서울,,난관결찰술,HZOG00100,기타,300000.0,,,,,,,,
2021,서울,,냉동치료 [대],HZDE00201,기타,50000.0,,,,,1cm 이상 인 경우 산정,,,
2021,서울,,냉동치료 [소],HZDE00202,기타,20000.0,,,,,1cm 미만 인 경우 산정,,,
2021,서울,,담요(귀가용),BZ00004,기타,20000.0,,,,,귀가시 휴대하여 갈 경우 본인부담,,,
2021,서울,,대퇴성형술 [대],HZPS01801,기타,500000.0,,,,,,,,
2021,서울,,대퇴성형술 [소],HZPS01802,기타,300000.0,,,,,,,,
2021,서울,,레이저치료 [Tiny],HZPS01904,기타,10000.0,,,,,,,,
2021,서울,,"메조테라피 [비만, 1회당]",HZFM00100,기타,14000.0,,,,,,,,
2021,서울,,모반절제술 [대],HZPS02001,기타,400000.0,,,,,,,,
2021,서울,,모반절제술 [소],HZPS02003,기타,100000.0,,,,,,,,
2021,서울,,미레나 삽입술,HZOG00200,기타,90000.0,,,,,,,,
2021,서울,,박피술 [대],HZPS02201,기타,500000.0,,,,,,,,
2021,서울,,박피술 [레이저] IPL [얼굴전체],HZDE00501,기타,300000.0,,,,,,,,
2021,서울,,박피술 [레이저] IPL [이마제외 얼굴전체],HZDE00502,기타,200000.0,,,,,,,,
2021,서울,,박피술 [레이저] IPL [코주변만],HZDE00503,기타,100000.0,,,,,,,,
2021,서울,,박피술 [레이저] IPL-회당,HZDE01700,기타,50000.0,,,,,,,,
2021,서울,,박피술 [소],HZPS02203,기타,100000.0,,,,,,,,
2021,서울,,박피술 [중],HZPS02202,기타,300000.0,,,,,,,,
2021,서울,,박피술 [화학] [대],HZDE01901,기타,100000.0,,,,,얼굴 전체를 한 경우에 산정,,,
2021,서울,,박피술 [화학] [소],HZDE01903,기타,30000.0,,,,,얼굴 절반이하를 한 경우에 산정,,,
2021,서울,,박피술 [화학] [중],HZDE01902,기타,50000.0,,,,,얼굴 절반이상을 한 경우에 산정,,,
2021,서울,,박피술-안면전체 [대],HZPS02301,기타,1200000.0,,,,,,,,
2021,서울,,박피술-안면전체 [소],HZPS02303,기타,600000.0,,,,,,,,
2021,서울,,박피술-안면전체 [중],HZPS02302,기타,900000.0,,,,,,,,
2021,서울,,반시트(귀가용),BZ00003,기타,9920.0,,,,,귀가시 휴대하여 갈 경우 본인부담,,,
2021,서울,,반흔절제술 [대],HZPS02401,기타,500000.0,,,,,,,,
2021,서울,,반흔절제술 [소],HZPS02403,기타,100000.0,,,,,,,,
2021,서울,,반흔절제술 [중],HZPS02402,기타,300000.0,,,,,,,,
2021,서울,,"병변내주사 Bleomycin ,A",HZDE02001,기타,10000.0,,,,,병변내 주입용량이 1cc 미만 인경우 산정,,,
2021,서울,,"병변내주사 Bleomycin ,B",HZDE02002,기타,20000.0,,,,,병변내 주입용량이 1cc 이상 인경우 산정,,,
2021,서울,,"병변내주입요법,A",HZDE02101,기타,5000.0,,,,,병변내 주입용량이 1cc 미만 인경우 산정,,,
2021,서울,,"병변내주입요법,B",HZDE02102,기타,10000.0,,,,,병변내 주입용량이 1cc 이상 인경우 산정,,,
2021,서울,,보톡스주입술 [시술건당],HZOP01200,기타,100000.0,,,,,약제비 별도산정,,,
2021,서울,추가식대,"보호자식대(공기밥, 1개)",WZ00200,기타,1000.0,,,,,,,,
2021,서울,추가식대,"보호자식대(일반식, 1식)",WZ00100,기타,6000.0,,,,,,,,
2021,서울,,복벽성형술 [대],HZPS02501,기타,1200000.0,,,,,,,,
2021,서울,,복벽성형술 [소],HZPS02503,기타,400000.0,,,,,,,,
2021,서울,,복벽성형술 [중],HZPS02502,기타,800000.0,,,,,,,,
2021,서울,,비익신생술 [대],HZPS02601,기타,500000.0,,,,,,,,
2021,서울,,비익신생술 [소],HZPS02603,기타,250000.0,,,,,,,,
2021,서울,,비익신생술 [중],HZPS02602,기타,300000.0,,,,,,,,
2021,서울,,비전체신생술 [대],HZPS02701,기타,700000.0,,,,,,,,
2021,서울,,비전체신생술 [소],HZPS02703,기타,300000.0,,,,,,,,
2021,서울,,비전체신생술 [중],HZPS02702,기타,500000.0,,,,,,,,
2021,서울,,비첨성형술 [대],HZPS02801,기타,500000.0,,,,,,,,
2021,서울,,비첨성형술 [소],HZPS02803,기타,200000.0,,,,,,,,
2021,서울,,비첨성형술 [중],HZPS02802,기타,300000.0,,,,,,,,
2021,서울,,비축소성형술 [대],HZPS02901,기타,1200000.0,,,,,,,,
2021,서울,,비축소성형술 [소],HZPS02903,기타,600000.0,,,,,,,,
2021,서울,,비축소성형술 [중],HZPS02902,기타,900000.0,,,,,,,,
2021,서울,,비확대성형술 [대],HZPS03001,기타,800000.0,,,,,,,,
2021,서울,,비확대성형술 [소],HZPS03003,기타,400000.0,,,,,,,,
2021,서울,,비확대성형술 [중],HZPS03002,기타,600000.0,,,,,,,,
2021,서울,,사마귀제거 [대],HZDE02201,기타,10000.0,,,,,사마귀 개수가 3개 이상인 경우 산정,,,
2021,서울,,사마귀제거 [소],HZDE02202,기타,5000.0,,,,,사마귀 개수가 3개 미만인 경우 산정,,,
2021,서울,,"사시수술(단순, 단일안근)",HZOP01901,기타,300000.0,,,,,외모개선 목적인 경우 산정하며 본인이 전액 부담,,,
2021,서울,,"사시수술(단순, 복수안근)",HZOP01902,기타,500000.0,,,,,외모개선 목적인 경우 산정하며 본인이 전액 부담,,,
2021,서울,,"사시수술(복잡, 단일안근)",HZOP01903,기타,550000.0,,,,,외모개선 목적인 경우 산정하며 본인이 전액 부담,,,
2021,서울,,"사시수술(복잡, 복수안근)",HZOP01904,기타,800000.0,,,,,외모개선 목적인 경우 산정하며 본인이 전액 부담,,,
2021,서울,,사후처치 [1회당],HZGT00800,기타,12000.0,,,,,,,,
2021,서울,,상안면부성형술 [대],HZPS03101,기타,1500000.0,,,,,,,,
2021,서울,,상안면부성형술 [소],HZPS03103,기타,600000.0,,,,,,,,
2021,서울,,상안면부성형술 [중],HZPS03102,기타,1200000.0,,,,,,,,
2021,서울,,상하악복잡성형술 [대],HZPS03201,기타,2500000.0,,,,,,,,
2021,서울,,상하악복잡성형술 [소],HZPS03203,기타,1000000.0,,,,,,,,
2021,서울,,상하악복잡성형술 [중],HZPS03202,기타,1500000.0,,,,,,,,
2021,서울,,소음순절제술 [성형목적],HZOG00400,기타,50000.0,,,,,,,,
2021,서울,,시트(대)/귀가용,BZ00002,기타,18220.0,,,,,귀가시 휴대하여 갈 경우 본인부담,,,
2021,서울,,쌍거풀수술 [대],HZOP01301,기타,300000.0,,,,,"근육지방사이막,지방절제술을포함한 광범위한 수술",,,
2021,서울,,쌍거풀수술 [소],HZOP01302,기타,250000.0,,,,,피부 및 근육절개에 한정되는 경우에 산정,,,
2021,서울,,안검성형술 [대],HZPS03401,기타,1300000.0,,,,,,,,
2021,서울,,안검성형술 [소],HZPS03403,기타,650000.0,,,,,,,,
2021,서울,,안검성형술 [중],HZPS03402,기타,700000.0,,,,,,,,
2021,서울,,안면성형술 [대],HZPS03501,기타,2000000.0,,,,,,,,
2021,서울,,안면성형술 [소],HZPS03503,기타,1000000.0,,,,,,,,
2021,서울,,안면성형술 [중],HZPS03502,기타,1500000.0,,,,,,,,
2021,서울,,안면신경마비교정술 [대],HZPS03601,기타,1500000.0,,,,,,,,
2021,서울,,안면신경마비교정술 [소],HZPS03603,기타,500000.0,,,,,,,,
2021,서울,,안면신경마비교정술 [중],HZPS03602,기타,1000000.0,,,,,,,,
2021,서울,,여드름 치료 [대],HZDE02301,기타,10000.0,,,,,얼굴 전체를 한 경우에 산정,,,
2021,서울,,여드름 치료 [소],HZDE02303,기타,3000.0,,,,,얼굴 절반이하를 한 경우에 산정,,,
2021,서울,,여드름 치료 [중],HZDE02302,기타,5000.0,,,,,얼굴 절반이상을 한 경우에 산정,,,
2021,서울,,외이성형술 [대],HZPS03701,기타,500000.0,,,,,,,,
2021,서울,,외이성형술 [소],HZPS03702,기타,300000.0,,,,,,,,
2021,서울,,외이신생술,HZPS03800,기타,1000000.0,,,,,,,,
2021,서울,,유두성형술 [대],HZPS03901,기타,500000.0,,,,,,,,
2021,서울,,유두성형술 [소],HZPS03902,기타,300000.0,,,,,,,,
2021,서울,,유리체주입술(아바스틴주입),HZOP01800,기타,148300.0,,,,,아바스틴주는 실사용량으로 산정한다.,,,
2021,서울,,유방고정술 [대],HZPS04001,기타,1500000.0,,,,,,,,
2021,서울,,유방고정술 [소],HZPS04003,기타,500000.0,,,,,,,,
2021,서울,,유방고정술 [중],HZPS04002,기타,1000000.0,,,,,,,,
2021,서울,,유방축소성형술 [대],HZPS04101,기타,1500000.0,,,,,,,,
2021,서울,,유방축소성형술 [소],HZPS04103,기타,700000.0,,,,,,,,
2021,서울,,유방축소성형술 [중],HZPS04102,기타,1000000.0,,,,,,,,
2021,서울,,유방확대성형술 [대],HZPS04201,기타,1500000.0,,,,,,,,
2021,서울,,유방확대성형술 [소],HZPS04203,기타,700000.0,,,,,,,,
2021,서울,,유방확대성형술 [중],HZPS04202,기타,1000000.0,,,,,,,,
2021,서울,,음경 이물질 제거술 A,HZUR00501,기타,500000.0,,,,,,,,
2021,서울,,음경 이물질 제거술 B,HZUR00502,기타,800000.0,,,,,,,,
2021,서울,,음경 이물질 제거술 C주 : flap 또는 graft를 한 경우에 산정,HZUR00503,기타,1000000.0,,,,,,,,
2021,서울,,음경바셀린종제거술 [대],HZUR00601,기타,700000.0,,,,,,,,
2021,서울,,음경바셀린종제거술 [소],HZUR00602,기타,400000.0,,,,,,,,
2021,서울,,음경보형물 교정술,HZUR00700,기타,800000.0,,,,,,,,
2021,서울,,음경보형물 삽입술 A주 : 굽은형 보형물,HZUR00801,기타,1000000.0,,,,,,,,
2021,서울,,음경보형물 삽입술 C주 : 팽창형(3-piece)인 경우에 산정,HZUR00803,기타,2000000.0,,,,,,,,
2021,서울,,음경주사,HZUR00900,기타,5000.0,,,,,,,,
2021,서울,,음경확대술,HZUR01001,기타,2000000.0,,,,,,,,
2021,서울,,자궁내장치 [IUD],HZOG00800,기타,30000.0,,,,,재료대 별도산정,,,
2021,서울,,전두골성형술 [대],HZPS04301,기타,900000.0,,,,,,,,
2021,서울,,전두골성형술 [소],HZPS04303,기타,300000.0,,,,,,,,
2021,서울,,전두골성형술 [중],HZPS04302,기타,500000.0,,,,,,,,
2021,서울,,전두부성형술 [대],HZPS04401,기타,900000.0,,,,,,,,
2021,서울,,전두부성형술 [소],HZPS04403,기타,300000.0,,,,,,,,
2021,서울,,전두부성형술 [중],HZPS04402,기타,500000.0,,,,,,,,
2021,서울,,정관절제술 [결찰술],HZUR01300,기타,200000.0,,,,,"""""""""""""""피임시술인 정관절제술 또는 결찰술(자-389-1-라, R3896), 난관결찰술(자-434, R4341~R4345) 및 자궁내장치삽입술(자427, R4271)을 본인이 원하여 실시한 경우에는 비급여 대상(고시 제 2004-71호)""""""""""""""",,,
2021,서울,,조직확장기삽입술 [대],HZPS04501,기타,500000.0,,,,,,,,
2021,서울,,조직확장기삽입술 [소],HZPS04503,기타,200000.0,,,,,,,,
2021,서울,,조직확장기삽입술 [중],HZPS04502,기타,300000.0,,,,,,,,
2021,서울,,지방이식술 [대],HZPS04601,기타,1200000.0,,,,,2부위 초과 실시 시 산정,,,
2021,서울,,지방이식술 [소],HZPS04603,기타,500000.0,,,,,2부위 미만 실시 시 산정,,,
2021,서울,,지방이식술 [중],HZPS04602,기타,700000.0,,,,,2부위 실시 시 산정,,,
2021,서울,,지방흡입술 [대],HZPS04701,기타,500000.0,,,,,,,,
2021,서울,,지방흡입술 [소],HZPS04703,기타,200000.0,,,,,,,,
2021,서울,,지방흡입술 [중],HZPS04702,기타,300000.0,,,,,,,,
2021,서울,,질 및 회음부 성형술 [대],HZOG01001,기타,500000.0,,,,,질입구에서 Incision을 5cm이상 넣은경우 산정,,,
2021,서울,,질 및 회음부 성형술 [소],HZOG01003,기타,400000.0,,,,,질입구에서 Incision을 3cm미만 넣은경우 산정,,,
2021,서울,,초음파 유도하 맘모톰,HZGT00700,기타,800000.0,,,,,,,,
2021,서울,,턱성형술 [대],HZPS04801,기타,800000.0,,,,,,,,
2021,서울,,턱성형술 [소],HZPS04803,기타,300000.0,,,,,,,,
2021,서울,,턱성형술 [중],HZPS04802,기타,500000.0,,,,,,,,
2021,서울,,턱확대성형술 [대],HZPS04901,기타,1000000.0,,,,,,,,
2021,서울,,턱확대성형술 [소],HZPS04903,기타,500000.0,,,,,,,,
