년도,지역,구분,상병코드,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료과,진료비(천원),log_cost,cost_bin
2023,인천,외래,M75,7161.0,1272.0,453.0,568.0,4142,492.0,234.0,정형외과,469530.658,13.059491004537188,2
2023,인천,외래,Z26,7920.0,2141.0,728.0,935.0,3520,490.0,106.0,내과,403394.263,12.907672161746143,2
2023,인천,외래,M54,13303.0,978.0,645.0,1375.0,8091,1794.0,420.0,재활의학과,385932.525,12.863420418590351,2
2023,인천,외래,K04,2042.0,92.0,86.0,127.0,1359,310.0,68.0,치과,350968.274,12.76845396015475,2
2023,인천,외래,J40,3805.0,402.0,148.0,262.0,2310,520.0,163.0,내과,293245.549,12.588768998330535,1
2023,인천,외래,H25,2555.0,15.0,50.0,209.0,2035,219.0,27.0,안과,259161.219,12.465209472805366,1
2023,인천,외래,I63,2872.0,252.0,22.0,290.0,1400,713.0,195.0,신경과,233008.709,12.358835401207584,1
2023,인천,외래,G81,2188.0,281.0,1.0,235.0,1391,217.0,63.0,재활의학과,220890.911,12.305428770358382,1
2023,인천,외래,H04,2263.0,166.0,97.0,149.0,1435,301.0,115.0,안과,180182.052,12.101728568678913,1
2023,인천,외래,M51,2103.0,299.0,49.0,298.0,995,324.0,138.0,재활의학과,129497.396,11.771423773944635,0
2023,인천,외래,H90,2395.0,50.0,64.0,85.0,1664,400.0,132.0,이비인후과,124156.02,11.72930233384035,0
2023,인천,외래,M50,3238.0,500.0,274.0,230.0,1924,270.0,40.0,재활의학과,101707.895,11.52987004133882,0
2023,인천,외래,B35,2597.0,202.0,113.0,169.0,1744,308.0,61.0,피부과,93975.869,11.450803956502766,0
2023,인천,외래,L23,2215.0,147.0,79.0,110.0,1539,266.0,74.0,피부과,60184.308,11.005183548354948,0
2022,대구,입원(연인원),U07,10726.0,3557.0,505.0,753.0,2482,2617.0,812.0,내과,2468469.692,14.719109363813327,7
2022,대구,입원(연인원),M51,9236.0,340.0,362.0,261.0,6248,1068.0,957.0,재활의학과,2502313.719,14.732726749068899,7
2022,대구,입원(연인원),E11,8561.0,354.0,300.0,89.0,5604,2160.0,54.0,내과,2300262.157,14.648534090441313,6
2022,대구,입원(연인원),M48,7815.0,225.0,105.0,232.0,4919,1434.0,900.0,정형외과,2074862.667,14.545406006837819,6
2022,대구,입원(연인원),N18,5824.0,163.0,43.0,244.0,2822,961.0,1591.0,내과,1592207.672,14.280632712173723,6
2022,대구,입원(연인원),I20,5480.0,21.0,78.0,84.0,4124,877.0,296.0,내과,4432312.625,15.304432268669158,7
2022,대구,입원(연인원),Z51,5177.0,596.0,281.0,423.0,1911,1244.0,722.0,응급실,2526784.514,14.742458505047397,7
2022,대구,입원(연인원),M17,4603.0,73.0,89.0,401.0,3430,565.0,45.0,정형외과,1721315.154,14.358599761982887,6
2022,대구,입원(연인원),Z50,4482.0,1012.0,254.0,127.0,2524,565.0,0.0,재활의학과,1135525.313,13.942606813310778,5
2022,대구,입원(연인원),J18,3742.0,0.0,0.0,19.0,1599,768.0,1356.0,내과,1067555.011,13.880882492029293,5
2022,대구,입원(연인원),S32,3131.0,0.0,39.0,214.0,1573,919.0,386.0,신경외과,778177.202,13.56471082834614,4
2022,대구,입원(연인원),M75,2343.0,117.0,227.0,307.0,1662,30.0,0.0,정형외과,832322.192,13.631976096298507,4
2022,대구,입원(연인원),I48,2233.0,14.0,7.0,17.0,1646,344.0,205.0,내과,2180723.96,14.59516792994134,6
2022,대구,입원(연인원),H25,640.0,0.0,16.0,27.0,536,40.0,21.0,안과,840790.769,13.642099309010758,4
2022,대구,입원(연인원),R07,624.0,22.0,7.0,20.0,507,41.0,27.0,내과,353555.929,12.775799795199838,2
2022,대구,입원(연인원),A09,612.0,18.0,22.0,32.0,321,128.0,91.0,내과,176521.173,12.081201773527518,1
2022,대구,입원(연인원),K80,487.0,38.0,0.0,66.0,177,44.0,162.0,내과,342271.875,12.743363578024573,1
2022,대구,입원(연인원),K40,184.0,0.0,11.0,3.0,144,20.0,6.0,외과,115625.804,11.658123076855176,0
2022,대구,입원(연인원),C61,182.0,0.0,2.0,2.0,143,16.0,19.0,비뇨의학과,82840.102,11.324679618173333,0
2022,대구,입원(연인원),Z03,155.0,2.0,3.0,6.0,137,7.0,0.0,정신건강의학과,80273.243,11.293204088829166,0
2022,대구,외래,N40,29425.0,430.0,652.0,1319.0,22169,3381.0,1474.0,비뇨의학과,2098006.204,14.55649850167891,6
2022,대구,외래,E11,24269.0,1358.0,1233.0,2171.0,16074,2736.0,697.0,내과,2113938.282,14.564063723145535,6
2022,대구,외래,U07,23721.0,8028.0,3741.0,3588.0,6199,1810.0,355.0,내과,1797500.069,14.401907963292043,6
2022,대구,외래,I10,19323.0,1061.0,1118.0,1927.0,11919,2361.0,937.0,내과,1309961.51,14.085509076447211,5
2022,대구,외래,M51,19624.0,1049.0,794.0,775.0,15350,1454.0,202.0,재활의학과,1492351.317,14.21586416926926,5
2022,대구,외래,I20,13609.0,378.0,425.0,860.0,10089,1502.0,355.0,내과,1901964.203,14.458398226967436,6
2022,대구,외래,M48,12019.0,216.0,389.0,776.0,8365,1685.0,588.0,정형외과,1333208.07,14.103099428572898,5
2022,대구,외래,I63,10461.0,179.0,270.0,557.0,6889,1893.0,673.0,신경과,838884.542,13.639829554212156,4
2022,대구,외래,N18,9759.0,977.0,598.0,579.0,5961,1058.0,586.0,내과,1977689.578,14.49744034717883,6
2022,대구,외래,K08,8389.0,314.0,364.0,517.0,6195,793.0,206.0,치과,2319941.563,14.65705298600844,6
2022,대구,외래,Z26,8151.0,2769.0,1103.0,811.0,2962,363.0,143.0,내과,364410.856,12.806039979513749,2
2022,대구,외래,H25,7536.0,37.0,183.0,391.0,5908,803.0,214.0,안과,665015.035,13.407566432129238,3
2022,대구,외래,K05,6622.0,555.0,453.0,567.0,4550,426.0,71.0,치과,1279451.852,14.061943085133997,5
2022,대구,외래,M17,6042.0,238.0,231.0,686.0,4087,669.0,131.0,정형외과,562060.281,13.239366163856566,2
2022,대구,외래,K21,5697.0,385.0,211.0,529.0,3929,536.0,107.0,내과,476163.984,13.073519678201922,2
2022,대구,외래,F00,5307.0,5.0,25.0,115.0,2072,1997.0,1093.0,신경과,384897.93,12.86073605932513,2
2022,대구,외래,Z11,5019.0,1815.0,357.0,471.0,2032,281.0,63.0,내과,189250.77,12.150833523964018,1
2022,대구,외래,C61,4966.0,18.0,20.0,93.0,3610,960.0,265.0,비뇨의학과,940050.0,13.75368940809357,4
2022,대구,외래,K04,4875.0,341.0,175.0,343.0,3444,499.0,73.0,치과,1089046.15,13.900813697580213,5
2022,대구,외래,G62,4884.0,24.0,0.0,5.0,4709,139.0,7.0,재활의학과,301315.946,12.615917966484046,1
2023,대구,입원(연인원),M51,11509.0,247.0,444.0,284.0,8114,2236.0,184.0,재활의학과,3063874.0,14.935191012665777,7
2023,대구,입원(연인원),E11,10439.0,508.0,251.0,94.0,8046,1255.0,285.0,내과,2830490.0,14.855960752803558,7
2023,대구,입원(연인원),M48,6937.0,69.0,,313.0,4858,1168.0,529.0,정형외과,1654964.0,14.319290418533424,6
2023,대구,입원(연인원),J18,6065.0,,14.0,43.0,2630,586.0,2792.0,내과,1815898.0,14.412091219856618,6
2023,대구,입원(연인원),M17,5862.0,64.0,168.0,674.0,4467,489.0,,정형외과,2100384.0,14.557631219223483,6
2023,대구,입원(연인원),I20,5412.0,10.0,34.0,55.0,4055,1150.0,108.0,내과,3924432.0,15.182732440164772,7
2023,대구,입원(연인원),Z51,5302.0,339.0,328.0,728.0,1821,1281.0,805.0,응급실,2658121.0,14.793130416374304,7
2023,대구,입원(연인원),N18,4667.0,223.0,64.0,53.0,3850,385.0,92.0,내과,1514227.0,14.230416296093109,5
2023,대구,입원(연인원),Z50,4576.0,461.0,260.0,364.0,2341,1150.0,,재활의학과,1171542.0,13.97383224133533,5
2023,대구,입원(연인원),S32,3807.0,132.0,,96.0,2052,936.0,591.0,신경외과,954935.0,13.769399601510408,4
2023,대구,입원(연인원),J44,2968.0,,,1.0,1302,1457.0,208.0,내과,856421.0,13.660518524298116,4
2023,대구,입원(연인원),M75,2454.0,52.0,62.0,261.0,2023,56.0,,정형외과,866456.0,13.672167761978569,4
2023,대구,입원(연인원),I48,2246.0,19.0,2.0,28.0,1211,426.0,560.0,내과,1898105.0,14.456367104853882,6
2023,대구,입원(연인원),S22,1635.0,,9.0,123.0,625,744.0,134.0,신경외과,403014.0,12.906729061079814,2
2023,대구,입원(연인원),U07,1095.0,5.0,20.0,131.0,572,184.0,183.0,내과,326996.0,12.69770627552538,1
2023,대구,입원(연인원),I70,779.0,10.0,4.0,25.0,430,252.0,58.0,내과,767304.0,13.550639654500579,3
2023,대구,입원(연인원),H25,562.0,4.0,9.0,35.0,454,51.0,9.0,안과,759685.0,13.540660468994538,3
2023,대구,입원(연인원),R07,505.0,8.0,5.0,5.0,391,81.0,15.0,내과,287869.0,12.570264268322562,1
2023,대구,입원(연인원),C61,323.0,,2.0,5.0,224,91.0,1.0,비뇨의학과,127102.0,11.75275306036083,0
2023,대구,입원(연인원),Z03,80.0,2.0,4.0,5.0,68,1.0,,정신건강의학과,41993.0,10.645282029917595,0
2023,대구,외래,N40,24961.0,386.0,584.0,1075.0,18255,3098.0,1563.0,비뇨의학과,1878169.0,14.445808456485228,6
2023,대구,외래,M51,22781.0,903.0,643.0,985.0,17897,1966.0,387.0,재활의학과,1854327.0,14.43303292423922,6
2023,대구,외래,E11,21303.0,1162.0,1064.0,1758.0,13842,2783.0,694.0,내과,1859882.0,14.436024140485086,6
2023,대구,외래,I10,18000.0,1064.0,839.0,1746.0,10748,2581.0,1022.0,내과,1230291.0,14.02276209754805,5
2023,대구,외래,I20,13445.0,350.0,406.0,760.0,9737,1768.0,424.0,내과,1855180.0,14.433492823387617,6
2023,대구,외래,M48,11214.0,183.0,386.0,549.0,7625,1726.0,745.0,정형외과,1146707.0,13.952405786543439,5
2023,대구,외래,N18,10858.0,621.0,410.0,907.0,7054,1162.0,704.0,내과,2322591.0,14.658194361372122,6
2023,대구,외래,I63,9568.0,153.0,291.0,526.0,6020,1820.0,758.0,신경과,830878.0,13.63023945553419,4
2023,대구,외래,K08,8233.0,341.0,277.0,484.0,5928,1001.0,202.0,치과,2598916.0,14.77060537775393,7
2023,대구,외래,Z26,7700.0,2534.0,899.0,658.0,2851,520.0,238.0,내과,421554.0,12.951705534269687,2
2023,대구,외래,H25,7442.0,60.0,158.0,410.0,5680,910.0,224.0,안과,695206.0,13.451964921927505,3
2023,대구,외래,M17,6704.0,267.0,282.0,581.0,4691,695.0,188.0,정형외과,653768.0,13.39050935703646,3
2023,대구,외래,K05,6416.0,547.0,378.0,579.0,4273,494.0,145.0,치과,1343449.0,14.110751490118867,5
2023,대구,외래,F00,5941.0,,46.0,70.0,2274,2246.0,1305.0,신경과,444639.0,13.00502024497633,2
2023,대구,외래,G62,5590.0,14.0,7.0,,5121,441.0,7.0,재활의학과,383670.0,12.857540693498626,2
2023,대구,외래,K04,5159.0,440.0,137.0,332.0,3678,487.0,85.0,치과,1179834.0,13.980885156156177,5
2023,대구,외래,C61,4845.0,17.0,27.0,74.0,3437,987.0,303.0,비뇨의학과,843279.0,13.64505432892907,4
2023,대구,외래,M75,4729.0,214.0,215.0,479.0,3442,352.0,27.0,정형외과,469789.0,13.060041065326937,2
2023,대구,외래,B35,4521.0,264.0,182.0,225.0,3283,451.0,116.0,피부과,127431.0,11.755338167974474,0
2023,대구,외래,I48,4562.0,135.0,104.0,177.0,3204,637.0,305.0,내과,692101.0,13.447488622581595,3
2021,대전,입원(연인원),U07,10091.0,6472.0,909.0,639.0,1093,667.0,311.0,내과,3292668760.0,21.914964246456464,9
2021,대전,입원(연인원),M48,7404.0,59.0,48.0,161.0,5558,1142.0,436.0,정형외과,3425873675.0,21.95462236401443,9
2021,대전,입원(연인원),M17,5113.0,43.0,377.0,341.0,3685,579.0,88.0,정형외과,2226791763.0,21.523827715685865,9
2021,대전,입원(연인원),E11,4531.0,255.0,122.0,402.0,2936,671.0,145.0,내과,1437897562.0,21.08644785796379,9
2021,대전,입원(연인원),I69,3035.0,335.0,,,2009,682.0,9.0,신경과,968582336.0,20.691344052169363,8
2021,대전,입원(연인원),M75,2763.0,111.0,276.0,86.0,2170,81.0,39.0,정형외과,1247912220.0,20.944737768682792,9
2021,대전,입원(연인원),J18,2433.0,60.0,2.0,44.0,723,985.0,619.0,내과,1504793726.0,21.131921667282118,9
2021,대전,입원(연인원),I61,2171.0,,,,1230,867.0,74.0,재활의학과,666947017.0,20.31822116744155,8
2021,대전,입원(연인원),J98,1930.0,21.0,,2.0,610,825.0,472.0,내과,507155072.0,20.044327378693954,8
2021,대전,입원(연인원),C16,1907.0,222.0,28.0,70.0,1181,406.0,,내과,800793397.0,20.501113541675558,8
2021,대전,입원(연인원),M51,1906.0,89.0,96.0,134.0,1303,261.0,23.0,재활의학과,907398229.0,20.626091974564066,8
2021,대전,입원(연인원),M96,1741.0,3.0,2.0,111.0,1489,108.0,28.0,신경외과,753812922.0,20.440654782455077,8
2021,대전,입원(연인원),S32,1702.0,58.0,2.0,109.0,538,508.0,487.0,신경외과,522070416.0,20.073313035216366,8
2021,대전,입원(연인원),K63,1618.0,12.0,99.0,60.0,1287,159.0,1.0,내과,821314983.0,20.52641725279092,8
2021,대전,입원(연인원),M54,1582.0,17.0,,36.0,1297,182.0,50.0,재활의학과,452495272.0,19.93028787464085,7
2021,대전,입원(연인원),S06,1565.0,,,5.0,1188,352.0,20.0,신경외과,637338529.0,20.27281151663996,8
2021,대전,입원(연인원),G82,1524.0,552.0,,11.0,961,,,재활의학과,527428609.0,20.083524077662794,8
2021,대전,입원(연인원),I63,1352.0,10.0,14.0,38.0,930,309.0,51.0,신경과,587029532.0,20.190585688281462,8
2021,대전,입원(연인원),S72,1338.0,,,54.0,314,661.0,309.0,정형외과,409013466.0,19.829258640115373,7
2021,대전,입원(연인원),R42,1287.0,18.0,,2.0,1195,62.0,10.0,신경과,438415414.0,19.898677454932468,7
2021,대전,외래,N40,26092.0,277.0,663.0,1217.0,19621,3120.0,1194.0,비뇨의학과,1989904946.0,21.41135270921538,9
2021,대전,외래,E11,20033.0,1050.0,1123.0,1797.0,13721,1931.0,411.0,내과,1804203900.0,21.31338527936162,9
2021,대전,외래,I10,15111.0,900.0,853.0,1400.0,9582,1724.0,652.0,내과,804352141.0,20.505547718816874,8
2021,대전,외래,U07,14926.0,10929.0,971.0,915.0,1647,356.0,108.0,내과,712473139.0,20.38425277115087,8
2021,대전,외래,M48,14728.0,262.0,397.0,838.0,11155,1667.0,409.0,정형외과,2357131111.0,21.58071108599734,9
2021,대전,외래,K05,13706.0,1228.0,746.0,1232.0,9419,899.0,182.0,치과,4628677308.0,22.25553698582898,9
2021,대전,외래,M54,12608.0,854.0,605.0,798.0,8802,1289.0,260.0,재활의학과,1378888162.0,21.04454333239627,9
2021,대전,외래,K63,9891.0,607.0,666.0,903.0,7106,580.0,29.0,내과,1515660944.0,21.139117448097554,9
2021,대전,외래,K29,9016.0,1467.0,772.0,853.0,5010,748.0,166.0,내과,780481753.0,20.475421920324276,8
2021,대전,외래,I69,8957.0,269.0,213.0,485.0,6231,1414.0,345.0,신경과,653983313.0,20.298592395334524,8
2021,대전,외래,E86,8608.0,273.0,441.0,883.0,5546,1167.0,298.0,가정의학과,232432365.0,19.264109841747654,7
2021,대전,외래,M17,7941.0,323.0,373.0,696.0,5346,1039.0,164.0,정형외과,1098509481.0,20.817220081522283,9
2021,대전,외래,Z26,7365.0,4714.0,697.0,418.0,1319,179.0,38.0,내과,534524151.0,20.096887473563797,8
2021,대전,외래,N18,7234.0,744.0,481.0,195.0,4270,1071.0,473.0,내과,1106491836.0,20.824460340112307,9
2021,대전,외래,Z29,6717.0,3784.0,303.0,237.0,2068,261.0,64.0,가정의학과,431767624.0,19.88339809639295,7
2021,대전,외래,F03,6466.0,,59.0,215.0,3497,1801.0,894.0,신경과,546101493.0,20.118315402881322,8
2021,대전,외래,L29,5920.0,249.0,160.0,295.0,4428,593.0,195.0,피부과,187243188.0,19.047918805868285,7
2021,대전,외래,M75,5311.0,479.0,419.0,485.0,3526,333.0,69.0,정형외과,833066549.0,20.540624088896706,8
2021,대전,외래,R42,4951.0,194.0,216.0,332.0,3227,701.0,281.0,신경과,578007255.0,20.175096980191075,8
2021,대전,외래,J44,4729.0,23.0,92.0,144.0,3666,576.0,228.0,내과,393856559.0,19.79149734006224,7
2022,대전,입원(연인원),M48,5709.0,73.0,190.0,130.0,3998,928.0,390.0,정형외과,2880149.0,14.873352934089173,7
2022,대전,입원(연인원),M17,5260.0,296.0,244.0,149.0,3831,637.0,103.0,정형외과,2366164.0,14.676781059043245,7
2022,대전,입원(연인원),U07,3585.0,948.0,188.0,166.0,1190,663.0,430.0,내과,1266568.0,14.051822227792583,5
2022,대전,입원(연인원),E11,3520.0,64.0,44.0,157.0,2793,447.0,15.0,내과,1377971.0,14.136123411045963,5
2022,대전,입원(연인원),I69,3089.0,365.0,11.0,97.0,1894,691.0,31.0,신경과,700721.0,13.459866511039998,3
2022,대전,입원(연인원),M75,2592.0,36.0,11.0,297.0,1936,312.0,0.0,정형외과,1289799.0,14.069997725558414,5
2022,대전,입원(연인원),G82,2434.0,649.0,0.0,0.0,1785,0.0,0.0,재활의학과,330053.0,12.70701155641933,1
2022,대전,입원(연인원),N18,1979.0,2.0,3.0,1.0,1183,343.0,447.0,내과,771613.0,13.55623970396523,3
2022,대전,입원(연인원),S06,1939.0,0.0,13.0,39.0,1183,453.0,251.0,신경외과,631855.0,13.356416799066407,3
2022,대전,입원(연인원),M96,1918.0,5.0,17.0,24.0,1524,317.0,31.0,신경외과,1033882.0,13.848832174843608,4
2022,대전,입원(연인원),S72,1874.0,0.0,27.0,82.0,629,551.0,585.0,정형외과,787391.0,13.576481497419842,4
2022,대전,입원(연인원),J18,1485.0,5.0,0.0,29.0,395,780.0,276.0,내과,471802.0,13.064316804562033,2
2022,대전,입원(연인원),I63,1482.0,10.0,24.0,30.0,797,473.0,148.0,신경과,354120.0,12.7773939416225,2
2022,대전,입원(연인원),K63,1444.0,18.0,37.0,19.0,1180,140.0,50.0,내과,740633.0,13.515261855130534,3
2022,대전,입원(연인원),M51,1423.0,45.0,7.0,81.0,1132,158.0,0.0,재활의학과,777204.0,13.563459429815216,3
2022,대전,입원(연인원),M54,1233.0,5.0,48.0,16.0,1023,135.0,6.0,재활의학과,302310.0,12.619211567799876,1
2022,대전,입원(연인원),C16,1150.0,102.0,13.0,19.0,534,315.0,167.0,내과,632746.0,13.357825937187123,3
2022,대전,입원(연인원),C34,1147.0,124.0,1.0,157.0,407,370.0,88.0,내과,517695.0,13.157143476377625,2
2022,대전,입원(연인원),S32,1091.0,0.0,13.0,40.0,618,286.0,134.0,신경외과,415246.0,12.936628802885927,2
2022,대전,입원(연인원),K80,981.0,28.0,14.0,3.0,843,59.0,34.0,내과,360447.0,12.79510298119755,2
2022,대전,외래,N40,26265.0,305.0,576.0,1139.0,19647,3208.0,1390.0,비뇨의학과,1930406.0,14.473241419477848,6
2022,대전,외래,E11,19788.0,1030.0,1028.0,1492.0,13961,1812.0,465.0,내과,1811203.0,14.409502375469128,6
2022,대전,외래,M48,14961.0,286.0,397.0,830.0,11162,1744.0,542.0,정형외과,2574374.0,14.761117344172483,7
2022,대전,외래,I10,14592.0,883.0,716.0,1310.0,9273,1701.0,709.0,내과,899525.0,13.709623236902178,4
2022,대전,외래,K05,13738.0,1127.0,728.0,1226.0,9272,1189.0,196.0,치과,4550024.0,15.330643285417533,7
2022,대전,외래,M54,11803.0,960.0,454.0,633.0,8181,1365.0,210.0,재활의학과,1312582.0,14.08750750954371,5
2022,대전,외래,U07,10820.0,5317.0,1103.0,984.0,2662,614.0,140.0,내과,591860.0,13.291027088999645,3
2022,대전,외래,K63,9998.0,586.0,581.0,805.0,7234,727.0,65.0,내과,1491421.0,14.215240585223478,5
2022,대전,외래,E86,9158.0,264.0,421.0,657.0,6145,1262.0,409.0,가정의학과,259394.0,12.466107275428133,1
2022,대전,외래,Z29,8828.0,4273.0,441.0,362.0,3138,524.0,90.0,가정의학과,395597.0,12.888153823106185,2
2022,대전,외래,M17,8772.0,395.0,359.0,779.0,5659,1354.0,226.0,정형외과,1266850.0,14.052044851756367,5
2022,대전,외래,I69,8529.0,247.0,167.0,436.0,5933,1375.0,371.0,신경과,660335.0,13.400504075368886,3
2022,대전,외래,K29,8335.0,1377.0,803.0,863.0,4403,730.0,159.0,내과,767790.0,13.55127283967758,3
2022,대전,외래,N18,8090.0,794.0,600.0,260.0,4510,1351.0,575.0,내과,1229458.0,14.022084793193384,5
2022,대전,외래,F03,5843.0,1.0,46.0,164.0,3300,1624.0,708.0,신경과,551397.0,13.220212150434316,2
2022,대전,외래,M75,5518.0,505.0,261.0,571.0,3685,396.0,100.0,정형외과,826708.0,13.625208037839304,4
2022,대전,외래,R42,4965.0,204.0,156.0,378.0,3230,715.0,282.0,신경과,562031.0,13.239314066756615,2
2022,대전,외래,I20,4786.0,92.0,81.0,188.0,3774,520.0,131.0,내과,496652.0,13.115646872096415,2
2022,대전,외래,L29,4698.0,196.0,119.0,185.0,3487,576.0,135.0,피부과,155315.0,11.953217030230439,1
2022,대전,외래,Z26,4405.0,1677.0,558.0,451.0,1510,182.0,27.0,내과,272943.0,12.5170219249203,1
2021,광주,입원(연인원),I63,10589.0,288.0,426.0,631.0,7485,1429.0,330.0,신경과,2793320.0,14.842741768505945,7
2021,광주,입원(연인원),M48,10584.0,855.0,546.0,948.0,6824,1191.0,220.0,정형외과,2796650.0,14.843933187852556,7
2021,광주,입원(연인원),Z49,7559.0,814.0,219.0,89.0,5825,612.0,0.0,내과,2058279.0,14.537381240543338,6
2021,광주,입원(연인원),J69,4622.0,29.0,0.0,20.0,1694,1500.0,1379.0,내과,1700801.0,14.346610462486344,6
2021,광주,입원(연인원),M17,4590.0,63.0,237.0,442.0,3040,780.0,28.0,정형외과,1393238.0,14.147141810191572,5
2021,광주,입원(연인원),N18,4330.0,46.0,0.0,241.0,2071,1906.0,66.0,내과,1270363.0,14.054814031542007,5
2021,광주,입원(연인원),S72,3858.0,94.0,102.0,52.0,997,2247.0,366.0,정형외과,1075416.0,13.888219051304183,5
2021,광주,입원(연인원),L89,3390.0,184.0,0.0,0.0,1604,954.0,648.0,외과,797156.0,13.588806927080277,4
2021,광주,입원(연인원),N40,3351.0,27.0,55.0,127.0,2518,530.0,94.0,비뇨의학과,1544515.0,14.250221150626707,5
2021,광주,입원(연인원),M75,3211.0,273.0,209.0,558.0,2056,71.0,44.0,정형외과,899762.0,13.709886674294804,4
2021,광주,입원(연인원),J18,3097.0,12.0,27.0,22.0,1996,543.0,497.0,내과,1463432.0,14.196295603403316,5
2021,광주,입원(연인원),C34,3094.0,154.0,27.0,55.0,1444,1220.0,194.0,내과,1356648.0,14.120528246552858,5
2021,광주,입원(연인원),C16,2979.0,153.0,13.0,410.0,1541,554.0,308.0,내과,1058474.0,13.872339750950317,5
2021,광주,입원(연인원),C22,2399.0,56.0,9.0,78.0,1674,504.0,78.0,내과,896738.0,13.706520128801314,4
2021,광주,입원(연인원),C18,2198.0,5.0,248.0,243.0,1252,338.0,112.0,외과,738263.0,13.512056763192021,3
2021,광주,입원(연인원),M51,2180.0,468.0,26.0,82.0,1527,77.0,0.0,재활의학과,540846.0,13.20089170821861,2
2021,광주,입원(연인원),S32,2120.0,89.0,0.0,121.0,1250,502.0,158.0,신경외과,465527.0,13.050927524266237,2
2021,광주,입원(연인원),K80,1867.0,192.0,65.0,12.0,1003,494.0,101.0,내과,847848.0,13.650457832880665,4
2021,광주,입원(연인원),E11,1836.0,169.0,93.0,26.0,1458,90.0,0.0,내과,430425.0,12.9725306949271,2
2021,광주,입원(연인원),C61,1816.0,0.0,74.0,54.0,1436,181.0,71.0,비뇨의학과,1023876.0,13.839106960179443,4
2021,광주,외래,N40,26623.0,655.0,986.0,1491.0,19536,2946.0,1009.0,비뇨의학과,1940286.0,14.478346458242072,6
2021,광주,외래,M48,22672.0,1481.0,1338.0,1831.0,15448,2137.0,437.0,정형외과,2634838.0,14.784332637521624,7
2021,광주,외래,I10,20401.0,1861.0,1274.0,2089.0,12218,2329.0,630.0,내과,1262057.0,14.048254279822785,5
2021,광주,외래,E11,18786.0,1541.0,1175.0,1607.0,12499,1707.0,257.0,내과,1767455.0,14.385051782525043,6
2021,광주,외래,I20,16599.0,996.0,787.0,1336.0,11647,1559.0,274.0,내과,1544904.0,14.250472977750338,5
2021,광주,외래,E30,15383.0,15380.0,3.0,0.0,0,0.0,0.0,소아청소년과,1427994.0,14.171781920474977,5
2021,광주,외래,M17,14420.0,732.0,953.0,1661.0,9394,1438.0,242.0,정형외과,1434680.0,14.17645308281206,5
2021,광주,외래,Z26,13744.0,8308.0,1186.0,901.0,2090,914.0,345.0,내과,1178811.0,13.980017709637771,5
2021,광주,외래,K05,13270.0,1061.0,771.0,993.0,9364,850.0,231.0,치과,2912026.0,14.884359960233752,7
2021,광주,외래,H25,11429.0,77.0,282.0,682.0,9375,837.0,176.0,안과,892912.0,13.702244430700476,4
2021,광주,외래,K21,9135.0,774.0,547.0,712.0,6045,918.0,139.0,내과,922242.0,13.73456402529729,4
2021,광주,외래,I63,7870.0,575.0,428.0,460.0,4953,1239.0,215.0,신경과,652287.0,13.388241461171617,3
2021,광주,외래,M75,6108.0,893.0,359.0,617.0,3912,294.0,33.0,정형외과,455196.0,13.028485571262875,2
2021,광주,외래,J44,6100.0,162.0,156.0,242.0,4556,724.0,260.0,내과,565913.0,13.246197402177845,3
2021,광주,외래,Z49,5830.0,1169.0,655.0,397.0,3009,589.0,11.0,내과,1675571.0,14.331665157483313,6
2021,광주,외래,F00,5815.0,21.0,41.0,124.0,2314,2600.0,715.0,신경과,321158.0,12.679691606580981,1
2021,광주,외래,K02,5031.0,464.0,228.0,240.0,3813,260.0,26.0,치과,1148098.0,13.953618089077256,5
2021,광주,외래,B35,4792.0,217.0,193.0,270.0,3755,298.0,59.0,피부과,144668.0,11.882203653316619,1
2021,광주,외래,J30,3895.0,636.0,107.0,152.0,2604,288.0,108.0,이비인후과,199356.0,12.202852466313908,1
2021,광주,외래,J00,3692.0,1691.0,117.0,231.0,1351,253.0,49.0,가정의학과,224050.0,12.319628983493773,1
2022,광주,입원(연인원),I63,9039.0,403.0,332.0,516.0,6024,1397.0,367.0,신경과,2893547863.0,21.78574922074562,9
2022,광주,입원(연인원),M48,8027.0,281.0,703.0,835.0,4972,1068.0,168.0,정형외과,2321847323.0,21.56562896612237,9
2022,광주,입원(연인원),Z49,7906.0,317.0,33.0,72.0,6563,921.0,0.0,내과,2249187216.0,21.53383475101209,9
2022,광주,입원(연인원),M17,3412.0,35.0,246.0,188.0,2424,408.0,111.0,정형외과,1141054590.0,20.855218751554737,9
2022,광주,입원(연인원),N40,3156.0,74.0,116.0,159.0,2541,171.0,95.0,비뇨의학과,1542267926.0,21.156519849912545,9
2022,광주,입원(연인원),C61,3027.0,4.0,42.0,119.0,2213,369.0,280.0,비뇨의학과,1815292395.0,21.319512391412577,9
2022,광주,입원(연인원),C16,3011.0,277.0,212.0,221.0,2015,138.0,148.0,내과,1076301014.0,20.7967960132797,9
2022,광주,입원(연인원),U07,2800.0,1039.0,130.0,139.0,697,686.0,109.0,내과,915134252.0,20.634581337066958,8
2022,광주,입원(연인원),L89,2601.0,0.0,0.0,0.0,714,1788.0,99.0,외과,542440690.0,20.111589312056815,8
2022,광주,입원(연인원),G81,2575.0,0.0,181.0,283.0,1491,620.0,0.0,재활의학과,778297221.0,20.4726190426055,8
