연도,병원,진료과,전체환자수
2018,대전,이비인후과,882
2018,대전,비뇨기과,640
2018,대전,치과,0
2018,대전,마취통증의학과,0
2018,대전,한방진료과,134
2018,대전,응급의학과,0
2014,광주,내과,71553
2014,광주,신경과,9002
2014,광주,소아청소년과,9790
2014,광주,정신과,0
2014,광주,외과,17655
2014,광주,흉부외과,3058
2014,광주,정형외과,24011
2014,광주,신경외과,7615
2014,광주,산부인과,35
2014,광주,안과,172
2014,광주,피부과,0
2014,광주,이비인후과,138
2014,광주,비뇨기과,3862
2014,광주,치과,0
2014,광주,재활의학과,26447
2014,광주,가정의학과,15682
2014,광주,마취과,81
2014,광주,핵의학과,0
2021,중앙,일반내과,0
2021,중앙,순환기내과,12705
2021,중앙,호흡기내과,7973
2021,중앙,내분비내과,1186
2021,중앙,감염내과,114
2021,중앙,소화기내과,8151
2021,중앙,혈액종양내과,16237
2021,중앙,신장내과,8728
2021,중앙,류마티스내과,197
2021,중앙,입원전담의학과,6696
2021,중앙,소아청소년과,0
2021,중앙,신경과,4690
2021,중앙,정신건강의학과,13305
2021,중앙,피부과,128
2021,중앙,재활의학과,18665
2021,중앙,가정의학과,235
2021,중앙,외과,12945
2021,중앙,흉부외과,8762
2021,중앙,정형외과,35725
2021,중앙,신경외과,14681
2021,중앙,성형외과,102
2021,중앙,산부인과,941
2021,중앙,안과,4631
2021,중앙,이비인후과,5739
2021,중앙,비뇨의학과,8555
2021,중앙,치과,172
2021,중앙,통증클리닉,48
2021,중앙,욕창성형클리닉,0
2021,중앙,완화의료사업실,9224
2021,중앙,응급의학과,00
2021,중앙,감염병전담의학과,24937
2021,중앙,신생아과,0
2021,대구,내과,14036
2021,대구,소화기내과,19487
2021,대구,내분비내과,4589
2021,대구,순환기내과,24412
2021,대구,호흡기내과,0
2021,대구,신장내과,7443
2021,대구,감염내과,0
2021,대구,신경과,2231
2021,대구,정신건강의학과,0
2021,대구,외과,2892
2021,대구,흉부외과,0
2021,대구,정형외과,22894
2021,대구,신경외과,25005
2021,대구,마취통증의학과,0
2021,대구,산부인과,0
2021,대구,소아청소년과,0
2021,대구,안과,1288
2021,대구,이비인후과,57
2021,대구,피부과,28
2021,대구,비뇨의학과,2584
2021,대구,재활의학과,11290
2021,대구,가정의학과,5812
2021,대구,치과,0
2021,대구,응급의학과,0
2021,대구,핵의학과,0
2014,중앙,일반내과,0
2014,중앙,순환기내과,19462
2014,중앙,호흡기내과,18092
2014,중앙,내분비내과,3579
2014,중앙,감염내과,104
2014,중앙,소화기내과,15459
2014,중앙,혈액종양내과,30165
2014,중앙,신장내과,14180
2014,중앙,류마티스내과,1050
2014,중앙,소아청소년과,00
2014,중앙,신경과,10322
2014,중앙,정신건강의학과,26515
2014,중앙,피부과,448
2014,중앙,재활의학과,53790
2014,중앙,재활센터신경과,599
2014,중앙,가정의학과,1883
2014,중앙,외과,19500
2014,중앙,흉부외과,13173
2014,중앙,정형외과,46806
2014,중앙,신경외과,28757
2014,중앙,성형외과,488
2014,중앙,산부인과,1743
2014,중앙,안과,3082
2014,중앙,이비인후과,6214
2014,중앙,비뇨기과,5679
2014,중앙,치과,326
2014,중앙,통증클리닉,826
2014,중앙,욕창진료센터,487
2014,중앙,호스피스,1158
2014,중앙,한의과,0
2020,인천,내과,4517
2020,인천,소화기내과,3090
2020,인천,내분비내과,0
2020,인천,호흡기내과,0
2020,인천,순환기내과,0
2020,인천,신경과,202
2020,인천,외과,546
2020,인천,정형외과,6960
2020,인천,신경외과,2405
2020,인천,마취통증의학과,0
2020,인천,안과,331
2020,인천,이비인후과,1254
2020,인천,피부과,0
2020,인천,비뇨의학과,6472
2020,인천,재활의학과,157
2020,인천,치과,172
2020,인천,가정의학과,1730
2015,부산,구분,0
2015,부산,일반내과,00
2015,부산,순환기내과,7407
2015,부산,호흡기내과,7441
2015,부산,내분비내과,5718
2015,부산,소화기내과,33746
2015,부산,신장내과,5283
2015,부산,소아청소년과,00
2015,부산,신경과,6812
2015,부산,정신건강의학과,00
2015,부산,외과,4630
2015,부산,정형외과,42420
2015,부산,신경외과,32297
2015,부산,산부인과,00
2015,부산,안과,406
2015,부산,이비인후과,815
2015,부산,피부과,00
2015,부산,비뇨기과,3345
2015,부산,치과,00
2015,부산,재활의학과,6558
2015,부산,가정의학과,8672
2022,대전,내과,1312
2022,대전,소화기내과,8885
2022,대전,심장내과,982
2022,대전,호흡기내과,7420
2022,대전,내분비내과,836
2022,대전,류마티스내과,1528
2022,대전,신장내과,2771
2022,대전,혈액종양내과,8190
2022,대전,소아청소년과,373
2022,대전,신경과,4640
2022,대전,정신건강의학과,0
2022,대전,피부과,0
2022,대전,재활의학과,4041
2022,대전,가정의학과,2413
2022,대전,외과,4615
2022,대전,정형외과,28655
2022,대전,신경외과,4632
2022,대전,산부인과,0
2022,대전,안과,259
2022,대전,이비인후과,138
2022,대전,비뇨기과,179
2022,대전,치과,0
2022,대전,마취통증의학과,0
2022,대전,한방진료과,0
2022,대전,응급의학과,0
2022,광주,순환기내과,4509
2022,광주,호흡기내과,4094
2022,광주,내분비내과,479
2022,광주,감염내과,2051
2022,광주,소화기내과,3703
2022,광주,혈액종양내과,3340
2022,광주,신장내과,5284
2022,광주,신경과,10983
2022,광주,소아청소년과,145
2022,광주,정신건강의학과,0
2022,광주,외과,21293
2022,광주,정형외과,13069
2022,광주,신경외과,862
2022,광주,산부인과,0
2022,광주,안과,50
2022,광주,피부과,0
2022,광주,이비인후과,28
2022,광주,비뇨의학과,7447
2022,광주,치과,0
2022,광주,재활의학과,29738
2022,광주,가정의학과,7995
2022,광주,응급의학과,4126
2019,부산,일반내과,00
2019,부산,순환기내과,8407
2019,부산,호흡기내과,8305
2019,부산,내분비내과,1613
2019,부산,소화기내과,34551
2019,부산,신장내과,5433
2019,부산,소아청소년과,00
2019,부산,신경과,2605
2019,부산,정신건강의학과,00
2019,부산,외과,3673
2019,부산,정형외과,34795
2019,부산,신경외과,35387
2019,부산,산부인과,00
2019,부산,안과,157
2019,부산,이비인후과,716
2019,부산,피부과,00
2019,부산,비뇨의학과,4840
2019,부산,치과,00
2019,부산,재활의학과,12078
2019,부산,가정의학과,6222
2019,광주,순환기내과,9669
2019,광주,호흡기내과,14975
2019,광주,내분비내과,2222
2019,광주,감염내과,997
2019,광주,소화기내과,7685
2019,광주,혈액종양내과,8385
2019,광주,신장내과,17806
2019,광주,신경과,8882
2019,광주,소아청소년과,5606
2019,광주,정신건강의학과,0
2019,광주,외과,14723
2019,광주,정형외과,25238
2019,광주,신경외과,11013
2019,광주,산부인과,24
2019,광주,안과,142
2019,광주,피부과,0
2019,광주,이비인후과,154
2019,광주,비뇨의학과,4314
2019,광주,치과,0
2019,광주,재활의학과,29837
2019,광주,가정의학과,17365
2019,광주,응급의학과,000
2019,대전,내과,8930
2019,대전,소화기내과,15113
2019,대전,심장내과,1733
2019,대전,호흡기내과,9305
2019,대전,류마티스내과,2683
2019,대전,신장내과,6240
2019,대전,소아청소년과,00
2019,대전,신경과,10611
2019,대전,정신건강의학과,0
2019,대전,피부과,0
2019,대전,재활의학과,10066
2019,대전,가정의학과,6053
2019,대전,외과,5468
2019,대전,정형외과,34761
2019,대전,신경외과,8999
2019,대전,산부인과,0
2019,대전,안과,163
2019,대전,이비인후과,1038
2019,대전,비뇨기과,328
2019,대전,치과,0
2019,대전,마취통증의학과,0
2019,대전,한방진료과,39
2019,대전,응급의학과,0
2022,부산,일반내과,00
2022,부산,순환기내과,7773
2022,부산,호흡기내과,7892
2022,부산,내분비내과,53
2022,부산,소화기내과,23978
2022,부산,혈액종양내과,1262
2022,부산,신장내과,1573
2022,부산,류마티스내과,19
2022,부산,소아청소년과,00
2022,부산,신경과,1314
2022,부산,정신건강의학과,00
2022,부산,피부과,00
2022,부산,재활의학과,12423
2022,부산,가정의학과,5763
2022,부산,외과,1135
2022,부산,정형외과,30830
2022,부산,신경외과,29423
2022,부산,산부인과,00
2022,부산,안과,00
2022,부산,이비인후과,355
2022,부산,비뇨의학과,3224
2022,부산,치과,00
2016,대전,내과,24807
2016,대전,소화기내과,20365
2016,대전,심장내과,5413
2016,대전,호흡기내과,7287
2016,대전,소아청소년과,61
2016,대전,신경과,13157
2016,대전,정신건강의학과,00
2016,대전,피부과,00
2016,대전,재활의학과,6251
2016,대전,가정의학과,7313
2016,대전,외과,4328
2016,대전,정형외과,30350
2016,대전,신경외과,9074
2016,대전,산부인과,00
2016,대전,안과,208
2016,대전,이비인후과,550
2016,대전,비뇨기과,372
2016,대전,치과,00
2016,대전,마취통증의학과,00
2016,대전,한방진료과,253
2016,대전,응급의학과,00
2022,대구,내과,0
2022,대구,소화기내과,25733
2022,대구,내분비내과,6059
2022,대구,순환기내과,22068
2022,대구,호흡기내과,0
2022,대구,신장내과,9939
2022,대구,감염내과,0
2022,대구,신경과,1290
2022,대구,정신건강의학과,0
2022,대구,외과,2026
2022,대구,흉부외과,0
2022,대구,정형외과,17640
2022,대구,신경외과,21183
2022,대구,마취통증의학과,0
2022,대구,산부인과,0
2022,대구,소아청소년과,0
2022,대구,안과,1072
2022,대구,이비인후과,00
2022,대구,피부과,00
2022,대구,비뇨의학과,1587
2022,대구,재활의학과,15591
2022,대구,가정의학과,5135
2022,대구,치과,0
2022,대구,응급의학과,0
2022,대구,핵의학과,0
2016,중앙,일반내과,0
2016,중앙,순환기내과,18363
2016,중앙,호흡기내과,21075
2016,중앙,내분비내과,2543
2016,중앙,감염내과,2438
2016,중앙,소화기내과,16784
2016,중앙,혈액종양내과,24987
2016,중앙,신장내과,15319
2016,중앙,류마티스내과,567
2016,중앙,소아청소년과,4
2016,중앙,신경과,9083
2016,중앙,정신건강의학과,28363
2016,중앙,피부과,1000
2016,중앙,재활의학과,61111
2016,중앙,재활센터신경과,1477
2016,중앙,가정의학과,1522
2016,중앙,외과,16894
2016,중앙,흉부외과,13810
2016,중앙,정형외과,42998
2016,중앙,신경외과,27835
2016,중앙,성형외과,0
2016,중앙,산부인과,1438
2016,중앙,안과,3142
2016,중앙,이비인후과,7281
2016,중앙,비뇨기과,7662
2016,중앙,치과,435
2016,중앙,통증클리닉,520
2016,중앙,욕창성형클리닉,2301
2016,중앙,완화의료사업실,9051
2016,중앙,응급의학과,0
2013,대전,내과,48987
2013,대전,소아청소년과,26
2013,대전,신경과,10238
2013,대전,정신과,00
2013,대전,외과,5896
2013,대전,정형외과,28220
2013,대전,신경외과,6606
2013,대전,산부인과,20
2013,대전,안과,209
2013,대전,이비인후과,853
2013,대전,피부과,00
2013,대전,비뇨기과,943
2013,대전,치과,00
2013,대전,재활의학과,3908
2013,대전,통증크리닉,00
2013,대전,가정의학과,14065
2013,대전,한방진료과,133
2013,대전,응급실,00
