구분,지역,상병코드,age_group,count,대표진료과
외래,광주, C61 ,59이하,20,
외래,광주, R41 ,59이하,64,
외래,광주, J44 ,59이하,111,
외래,광주,R63,59이하,155,가정의학과
입원(연인원),광주, I63 ,59이하,460,
입원(연인원),광주, M48 ,59이하,143,
입원(연인원),광주, I20 ,59이하,80,
입원(연인원),광주, N40 ,59이하,41,
입원(연인원),광주, C61 ,59이하,37,
입원(연인원),광주, L89 ,59이하,0,
입원(연인원),광주, C22 ,59이하,226,
입원(연인원),광주, M51 ,59이하,406,
입원(연인원),광주, C16 ,59이하,250,
입원(연인원),광주, S72 ,59이하,0,
입원(연인원),광주, G20 ,59이하,118,
입원(연인원),광주, I61 ,59이하,198,
입원(연인원),광주, N18 ,59이하,226,
입원(연인원),광주, C34 ,59이하,130,
입원(연인원),광주, C18 ,59이하,209,
입원(연인원),광주, K80 ,59이하,225,
입원(연인원),광주, E11 ,59이하,57,
입원(연인원),광주, C25 ,59이하,109,
입원(연인원),광주, M17 ,59이하,2,
입원(연인원),광주, K81 ,59이하,101,
외래,광주, N40 ,59이하,681,
외래,광주, I10 ,59이하,1694,
외래,광주, E11 ,59이하,1278,
외래,광주, E30 ,59이하,14938,
외래,광주, I20 ,59이하,619,
외래,광주, M48 ,59이하,691,
외래,광주, K05 ,59이하,766,
외래,광주, M17 ,59이하,318,
외래,광주, Z26 ,59이하,4953,
외래,광주, H25 ,59이하,73,
외래,광주, N18 ,59이하,1645,
외래,광주, I63 ,59이하,483,
외래,광주, K21 ,59이하,450,
외래,광주, C61 ,59이하,12,
외래,광주, M75 ,59이하,630,
외래,광주, M51 ,59이하,839,
외래,광주, F00 ,59이하,6,
외래,광주, R41 ,59이하,51,
외래,광주, J00 ,59이하,2203,
외래,광주,K02,59이하,356,치과
입원(연인원),서울, U07 ,60-64,2907,
입원(연인원),서울, M17 ,60-64,558,
입원(연인원),서울, Z51 ,60-64,186,
입원(연인원),서울, F20 ,60-64,1513,
입원(연인원),서울, C34 ,60-64,23,
입원(연인원),서울, N18 ,60-64,89,
입원(연인원),서울, M48 ,60-64,224,
입원(연인원),서울, H25 ,60-64,98,
입원(연인원),서울, I63 ,60-64,155,
입원(연인원),서울, J15 ,60-64,15,
입원(연인원),서울, E11 ,60-64,183,
입원(연인원),서울, I50 ,60-64,13,
입원(연인원),서울, S72 ,60-64,186,
입원(연인원),서울, I25 ,60-64,54,
입원(연인원),서울, C16 ,60-64,47,
입원(연인원),서울, M75 ,60-64,149,
입원(연인원),서울, C61 ,60-64,69,
입원(연인원),서울, C22 ,60-64,103,
입원(연인원),서울, K80 ,60-64,22,
입원(연인원),서울, S06 ,60-64,13,
외래,서울, N40 ,60-64,1319,
외래,서울, I10 ,60-64,2355,
외래,서울, K05 ,60-64,3260,
외래,서울, E11 ,60-64,2292,
외래,서울, K08 ,60-64,1087,
외래,서울, M48 ,60-64,946,
외래,서울, L30 ,60-64,921,
외래,서울, I20 ,60-64,530,
외래,서울, I63 ,60-64,534,
외래,서울, H25 ,60-64,627,
외래,서울, G81 ,60-64,605,
외래,서울, M51 ,60-64,437,
외래,서울, N18 ,60-64,734,
외래,서울, R42 ,60-64,490,
외래,서울, C61 ,60-64,176,
외래,서울, U07 ,60-64,1117,
외래,서울, M17 ,60-64,680,
외래,서울, R52 ,60-64,968,
외래,서울, H35 ,60-64,248,
외래,서울,K02,60-64,719,치과
입원(연인원),서울, M17 ,60-64,355,
입원(연인원),서울, Z51 ,60-64,464,
입원(연인원),서울, U07 ,60-64,653,
입원(연인원),서울, F20 ,60-64,882,
입원(연인원),서울, C34 ,60-64,6,
입원(연인원),서울, I50 ,60-64,8,
입원(연인원),서울, G81 ,60-64,216,
입원(연인원),서울, N18 ,60-64,105,
입원(연인원),서울, M48 ,60-64,140,
입원(연인원),서울, I25 ,60-64,85,
입원(연인원),서울, H25 ,60-64,110,
입원(연인원),서울, C61 ,60-64,21,
입원(연인원),서울, J15 ,60-64,0,
입원(연인원),서울, S72 ,60-64,74,
입원(연인원),서울, E11 ,60-64,160,
입원(연인원),서울, M75 ,60-64,73,
입원(연인원),서울, I63 ,60-64,25,
입원(연인원),서울, J18 ,60-64,15,
입원(연인원),서울, T84 ,60-64,24,
입원(연인원),서울, S06 ,60-64,2,
외래,서울, N40 ,60-64,1134,
외래,서울, E11 ,60-64,2221,
외래,서울, K05 ,60-64,2783,
외래,서울, I10 ,60-64,1770,
외래,서울, K08 ,60-64,1209,
외래,서울, L30 ,60-64,708,
외래,서울, I20 ,60-64,459,
외래,서울, M48 ,60-64,537,
외래,서울, I63 ,60-64,342,
외래,서울, N18 ,60-64,557,
외래,서울, M51 ,60-64,403,
외래,서울, H35 ,60-64,269,
외래,서울, Z11 ,60-64,1496,
외래,서울, R42 ,60-64,515,
외래,서울, G81 ,60-64,668,
외래,서울, R52 ,60-64,1055,
외래,서울, C61 ,60-64,71,
외래,서울, H42 ,60-64,372,
외래,서울, K02 ,60-64,515,
외래,서울,K04,60-64,557,치과
입원(연인원),서울, G81 ,60-64,89,
입원(연인원),서울, M17 ,60-64,256,
입원(연인원),서울, G82 ,60-64,435,
입원(연인원),서울, Z51 ,60-64,846,
입원(연인원),서울, F20 ,60-64,805,
입원(연인원),서울, C34 ,60-64,169,
입원(연인원),서울, I50 ,60-64,31,
입원(연인원),서울, M48 ,60-64,148,
입원(연인원),서울, I63 ,60-64,230,
입원(연인원),서울, C61 ,60-64,39,
입원(연인원),서울, H25 ,60-64,159,
입원(연인원),서울, I25 ,60-64,39,
입원(연인원),서울, S72 ,60-64,30,
입원(연인원),서울, E11 ,60-64,173,
입원(연인원),서울, J18 ,60-64,36,
입원(연인원),서울, S06 ,60-64,36,
입원(연인원),서울, N17 ,60-64,51,
입원(연인원),서울, M75 ,60-64,136,
입원(연인원),서울, N18 ,60-64,112,
입원(연인원),서울, C16 ,60-64,53,
외래,서울, N40 ,60-64,1059,
외래,서울, E11 ,60-64,2002,
외래,서울, K05 ,60-64,2275,
외래,서울, K08 ,60-64,1458,
외래,서울, M51 ,60-64,600,
외래,서울, I20 ,60-64,469,
외래,서울, L30 ,60-64,704,
외래,서울, I63 ,60-64,311,
외래,서울, N18 ,60-64,540,
외래,서울, I10 ,60-64,785,
외래,서울, R42 ,60-64,556,
외래,서울, C61 ,60-64,76,
외래,서울, G81 ,60-64,663,
외래,서울, H35 ,60-64,223,
외래,서울, K02 ,60-64,648,
외래,서울, I11 ,60-64,637,
외래,서울, K04 ,60-64,574,
외래,서울, R52 ,60-64,1094,
외래,서울, M75 ,60-64,694,
외래,서울,H42,60-64,308,안과
입원(연인원),부산, M48 ,60-64,219,
입원(연인원),부산, M51 ,60-64,46,
입원(연인원),부산, M17 ,60-64,177,
입원(연인원),부산, M75 ,60-64,146,
입원(연인원),부산, S46 ,60-64,331,
입원(연인원),부산, I63 ,60-64,0,
입원(연인원),부산, I20 ,60-64,77,
입원(연인원),부산, U07 ,60-64,540,
입원(연인원),부산, E11 ,60-64,5,
입원(연인원),부산, J18 ,60-64,15,
입원(연인원),부산, I50 ,60-64,12,
입원(연인원),부산, I69 ,60-64,0,
입원(연인원),부산, M50 ,60-64,139,
입원(연인원),부산, M96 ,60-64,0,
입원(연인원),부산, M43 ,60-64,146,
입원(연인원),부산, C16 ,60-64,21,
입원(연인원),부산, C34 ,60-64,145,
입원(연인원),부산, C22 ,60-64,7,
입원(연인원),부산, S32 ,60-64,13,
입원(연인원),부산, G81 ,60-64,0,
외래,부산,N40,60-64,574,비뇨의학과
외래,부산,E11,60-64,1016,내과
외래,부산,U07,60-64,1290,내과
외래,부산,I10,60-64,739,내과
외래,부산,M48,60-64,616,정형외과
외래,부산,M17,60-64,757,정형외과
외래,부산,I20,60-64,392,내과
외래,부산,N18,60-64,558,내과
외래,부산,K05,60-64,427,치과
외래,부산,Z26,60-64,849,내과
외래,부산,L29,60-64,273,피부과
외래,부산,K02,60-64,297,치과
외래,부산,M54,60-64,219,재활의학과
외래,부산,L30,60-64,268,피부과
외래,부산,K08,60-64,262,치과
외래,부산,Z00,60-64,409,내과
외래,부산,I63,60-64,128,신경과
외래,부산,H25,60-64,87,안과
외래,부산,H04,60-64,248,안과
외래,부산,H35,60-64,80,안과
입원(연인원),부산, M48 ,60-64,206,
입원(연인원),부산, M51 ,60-64,0,
입원(연인원),부산, M17 ,60-64,223,
입원(연인원),부산, I63 ,60-64,32,
입원(연인원),부산, U07 ,60-64,306,
입원(연인원),부산, J18 ,60-64,85,
입원(연인원),부산, M96 ,60-64,17,
입원(연인원),부산, S46 ,60-64,75,
입원(연인원),부산, I20 ,60-64,24,
입원(연인원),부산, G81 ,60-64,48,
입원(연인원),부산, E11 ,60-64,17,
입원(연인원),부산, C34 ,60-64,40,
입원(연인원),부산, M75 ,60-64,54,
입원(연인원),부산, I50 ,60-64,0,
입원(연인원),부산, C16 ,60-64,83,
입원(연인원),부산, I69 ,60-64,4,
입원(연인원),부산, S32 ,60-64,14,
입원(연인원),부산, N18 ,60-64,0,
입원(연인원),부산, S06 ,60-64,104,
입원(연인원),부산, M50 ,60-64,0,
외래,부산, N40 ,60-64,465,
외래,부산, E11 ,60-64,817,
외래,부산, U07 ,60-64,2412,
외래,부산, L30 ,60-64,472,
외래,부산, M17 ,60-64,598,
외래,부산, I20 ,60-64,318,
외래,부산, M48 ,60-64,384,
외래,부산, I10 ,60-64,536,
외래,부산, N18 ,60-64,466,
외래,부산, K05 ,60-64,383,
외래,부산, Z11 ,60-64,582,
외래,부산, M54 ,60-64,209,
외래,부산, K08 ,60-64,159,
외래,부산, K02 ,60-64,189,
외래,부산, I63 ,60-64,212,
외래,부산, K21 ,60-64,208,
외래,부산, N31 ,60-64,147,
외래,부산, M75 ,60-64,219,
외래,부산, R53 ,60-64,131,
외래,부산,H25,60-64,56,안과
입원(연인원),부산, M48 ,60-64,350,
입원(연인원),부산, M51 ,60-64,38,
입원(연인원),부산, J18 ,60-64,21,
입원(연인원),부산, M96 ,60-64,198,
입원(연인원),부산, I63 ,60-64,0,
입원(연인원),부산, M17 ,60-64,204,
입원(연인원),부산, G81 ,60-64,0,
입원(연인원),부산, S46 ,60-64,151,
입원(연인원),부산, I20 ,60-64,25,
입원(연인원),부산, M75 ,60-64,90,
입원(연인원),부산, N18 ,60-64,0,
입원(연인원),부산, I69 ,60-64,119,
입원(연인원),부산, S32 ,60-64,0,
입원(연인원),부산, I50 ,60-64,8,
입원(연인원),부산, N40 ,60-64,29,
입원(연인원),부산, M43 ,60-64,0,
입원(연인원),부산, C34 ,60-64,128,
입원(연인원),부산, G82 ,60-64,0,
입원(연인원),부산, M54 ,60-64,0,
입원(연인원),부산, C16 ,60-64,0,
외래,부산, N40 ,60-64,448,
외래,부산, E11 ,60-64,751,
외래,부산, L30 ,60-64,550,
외래,부산, M17 ,60-64,543,
외래,부산, I20 ,60-64,315,
외래,부산, M48 ,60-64,558,
외래,부산, N18 ,60-64,393,
외래,부산, K05 ,60-64,431,
외래,부산, I10 ,60-64,388,
외래,부산, K08 ,60-64,197,
외래,부산, M54 ,60-64,381,
외래,부산, K02 ,60-64,241,
외래,부산, N31 ,60-64,161,
외래,부산, F06 ,60-64,59,
외래,부산, H35 ,60-64,86,
외래,부산, I63 ,60-64,136,
외래,부산, H36 ,60-64,152,
외래,부산, M75 ,60-64,301,
외래,부산, C61 ,60-64,12,
외래,부산,K21,60-64,186,내과
입원(연인원),인천, E11 ,60-64,29,
입원(연인원),인천, N31 ,60-64,0,
입원(연인원),인천, M17 ,60-64,106,
입원(연인원),인천, M48 ,60-64,36,
입원(연인원),인천, M19 ,60-64,213,
입원(연인원),인천, J44 ,60-64,0,
입원(연인원),인천, N40 ,60-64,7,
입원(연인원),인천, C61 ,60-64,0,
입원(연인원),인천, M75 ,60-64,46,
입원(연인원),인천, I10 ,60-64,0,
입원(연인원),인천, C67 ,60-64,0,
입원(연인원),인천, K56 ,60-64,0,
입원(연인원),인천, J45 ,60-64,0,
입원(연인원),인천, J21 ,60-64,0,
입원(연인원),인천, J18 ,60-64,0,
입원(연인원),인천, G81 ,60-64,44,
입원(연인원),인천, M96 ,60-64,0,
입원(연인원),인천, H25 ,60-64,18,
입원(연인원),인천, K81 ,60-64,0,
입원(연인원),인천, K59 ,60-64,0,
외래,인천, N40 ,60-64,100,
외래,인천, Z26 ,60-64,341,
외래,인천, I10 ,60-64,226,
외래,인천, K05 ,60-64,142,
외래,인천, E11 ,60-64,50,
외래,인천, M48 ,60-64,679,
외래,인천, H04 ,60-64,43,
외래,인천, M19 ,60-64,30,
외래,인천, H25 ,60-64,109,
외래,인천, M54 ,60-64,386,
외래,인천, L24 ,60-64,71,
외래,인천, K04 ,60-64,130,
외래,인천, B35 ,60-64,95,
외래,인천, I63 ,60-64,250,
외래,인천, K29 ,60-64,122,
외래,인천, R52 ,60-64,218,
외래,인천, K02 ,60-64,94,
외래,인천, H90 ,60-64,444,
외래,인천, K21 ,60-64,172,
외래,인천, M75 ,60-64,1528,
입원(연인원),인천, N40 ,60-64,1,
입원(연인원),인천, N31 ,60-64,0,
입원(연인원),인천, E11 ,60-64,12,
입원(연인원),인천, M48 ,60-64,1,
입원(연인원),인천, C67 ,60-64,0,
입원(연인원),인천, C61 ,60-64,0,
입원(연인원),인천, U07 ,60-64,25,
입원(연인원),인천, G81 ,60-64,0,
입원(연인원),인천, M54 ,60-64,36,
입원(연인원),인천, M17 ,60-64,0,
입원(연인원),인천, M19 ,60-64,0,
입원(연인원),인천, E14 ,60-64,0,
입원(연인원),인천, M51 ,60-64,15,
입원(연인원),인천, I63 ,60-64,0,
입원(연인원),인천, G95 ,60-64,0,
입원(연인원),인천, J44 ,60-64,75,
입원(연인원),인천, M50 ,60-64,0,
입원(연인원),인천, C34 ,60-64,71,
입원(연인원),인천, I10 ,60-64,0,
입원(연인원),인천, S72 ,60-64,0,
외래,인천, N40 ,60-64,504,
외래,인천, I10 ,60-64,608,
외래,인천, M54 ,60-64,621,
외래,인천, K05 ,60-64,300,
외래,인천, E11 ,60-64,338,
외래,인천, Z26 ,60-64,563,
외래,인천, U07 ,60-64,1393,
외래,인천, M48 ,60-64,182,
외래,인천, M17 ,60-64,223,
외래,인천, M75 ,60-64,236,
외래,인천, M51 ,60-64,248,
외래,인천, I63 ,60-64,85,
외래,인천, H04 ,60-64,145,
외래,인천, K04 ,60-64,71,
외래,인천, M19 ,60-64,116,
외래,인천, B35 ,60-64,138,
외래,인천, G81 ,60-64,2,
외래,인천, L24 ,60-64,89,
외래,인천, K29 ,60-64,94,
외래,인천, H25 ,60-64,44,
입원(연인원),인천,M48,60-64,30,정형외과
입원(연인원),인천,N40,60-64,8,비뇨의학과
입원(연인원),인천,M17,60-64,54,정형외과
입원(연인원),인천,M75,60-64,54,정형외과
입원(연인원),인천,C67,60-64,3,비뇨의학과
입원(연인원),인천,C61,60-64,5,비뇨의학과
입원(연인원),인천,E11,60-64,5,내과
입원(연인원),인천,I63,60-64,0,신경과
입원(연인원),인천,N31,60-64,0,비뇨의학과
입원(연인원),인천,J18,60-64,0,내과
입원(연인원),인천,G81,60-64,0,재활의학과
입원(연인원),인천,F00,60-64,0,신경과
입원(연인원),인천,M51,60-64,0,재활의학과
입원(연인원),인천,I61,60-64,0,재활의학과
입원(연인원),인천,S72,60-64,0,정형외과
입원(연인원),인천,M54,60-64,0,재활의학과
입원(연인원),인천,S22,60-64,67,신경외과
입원(연인원),인천,S82,60-64,39,정형외과
입원(연인원),인천,S32,60-64,0,신경외과
입원(연인원),인천,N30,60-64,0,비뇨의학과
외래,인천,N40,60-64,464,비뇨의학과
외래,인천,K05,60-64,220,치과
외래,인천,M48,60-64,146,정형외과
외래,인천,E11,60-64,340,내과
외래,인천,I10,60-64,543,내과
외래,인천,M17,60-64,320,정형외과
외래,인천,M75,60-64,453,정형외과
외래,인천,Z26,60-64,728,내과
외래,인천,M54,60-64,645,재활의학과
외래,인천,K04,60-64,86,치과
외래,인천,J40,60-64,148,내과
외래,인천,H25,60-64,50,안과
외래,인천,I63,60-64,22,신경과
외래,인천,G81,60-64,1,재활의학과
외래,인천,H04,60-64,97,안과
외래,인천,M51,60-64,49,재활의학과
외래,인천,H90,60-64,64,이비인후과
외래,인천,M50,60-64,274,재활의학과
외래,인천,B35,60-64,113,피부과
외래,인천,L23,60-64,79,피부과
입원(연인원),대구, N18 ,60-64,307,
입원(연인원),대구, E11 ,60-64,465,
입원(연인원),대구, M48 ,60-64,159,
입원(연인원),대구, U07 ,60-64,99,
입원(연인원),대구, J18 ,60-64,0,
입원(연인원),대구, I20 ,60-64,202,
입원(연인원),대구, M51 ,60-64,344,
입원(연인원),대구, Z51 ,60-64,222,
입원(연인원),대구, M17 ,60-64,194,
입원(연인원),대구, S32 ,60-64,39,
입원(연인원),대구, I50 ,60-64,0,
입원(연인원),대구, M75 ,60-64,87,
입원(연인원),대구, I63 ,60-64,11,
입원(연인원),대구, I48 ,60-64,29,
입원(연인원),대구, H25 ,60-64,13,
입원(연인원),대구, K80 ,60-64,15,
입원(연인원),대구, C61 ,60-64,1,
입원(연인원),대구, D13 ,60-64,2,
입원(연인원),대구, R07 ,60-64,4,
입원(연인원),대구, Z03 ,60-64,10,
외래,대구, N40 ,60-64,910,
외래,대구, E11 ,60-64,1266,
외래,대구, I10 ,60-64,1386,
외래,대구, M51 ,60-64,645,
외래,대구, M48 ,60-64,411,
외래,대구, I20 ,60-64,382,
외래,대구, Z26 ,60-64,1363,
외래,대구, I63 ,60-64,327,
외래,대구, H25 ,60-64,194,
외래,대구, K08 ,60-64,373,
외래,대구, N18 ,60-64,508,
외래,대구, K05 ,60-64,416,
외래,대구, M17 ,60-64,304,
외래,대구, K21 ,60-64,305,
외래,대구, F00 ,60-64,23,
외래,대구, M75 ,60-64,292,
외래,대구, U07 ,60-64,215,
외래,대구, C61 ,60-64,25,
외래,대구, B35 ,60-64,232,
외래,대구,I48,60-64,159,내과
입원(연인원),대구,U07,60-64,505,내과
입원(연인원),대구,M51,60-64,362,재활의학과
입원(연인원),대구,E11,60-64,300,내과
입원(연인원),대구,M48,60-64,105,정형외과
입원(연인원),대구,N18,60-64,43,내과
입원(연인원),대구,I20,60-64,78,내과
입원(연인원),대구,Z51,60-64,281,응급실
입원(연인원),대구,M17,60-64,89,정형외과
입원(연인원),대구,Z50,60-64,254,
입원(연인원),대구,J18,60-64,0,내과
입원(연인원),대구,S32,60-64,39,신경외과
입원(연인원),대구,M75,60-64,227,정형외과
입원(연인원),대구,I48,60-64,7,내과
입원(연인원),대구,H25,60-64,16,안과
입원(연인원),대구,R07,60-64,7,내과
입원(연인원),대구,A09,60-64,22,내과
입원(연인원),대구,K80,60-64,0,내과
입원(연인원),대구,K40,60-64,11,외과
입원(연인원),대구,C61,60-64,2,비뇨의학과
입원(연인원),대구,Z03,60-64,3,정신건강의학과
외래,대구,N40,60-64,652,비뇨의학과
외래,대구,E11,60-64,1233,내과
외래,대구,U07,60-64,3741,내과
외래,대구,I10,60-64,1118,내과
외래,대구,M51,60-64,794,재활의학과
외래,대구,I20,60-64,425,내과
외래,대구,M48,60-64,389,정형외과
외래,대구,I63,60-64,270,신경과
외래,대구,N18,60-64,598,내과
외래,대구,K08,60-64,364,치과
외래,대구,Z26,60-64,1103,내과
외래,대구,H25,60-64,183,안과
외래,대구,K05,60-64,453,치과
외래,대구,M17,60-64,231,정형외과
외래,대구,K21,60-64,211,내과
외래,대구,F00,60-64,25,신경과
외래,대구,Z11,60-64,357,내과
외래,대구,C61,60-64,20,비뇨의학과
외래,대구,K04,60-64,175,치과
외래,대구,G62,60-64,0,재활의학과
입원(연인원),대구, M51 ,60-64,444,
입원(연인원),대구, E11 ,60-64,251,
입원(연인원),대구, M48 ,60-64,0,
입원(연인원),대구, J18 ,60-64,14,
입원(연인원),대구, M17 ,60-64,168,
입원(연인원),대구, I20 ,60-64,34,
입원(연인원),대구, Z51 ,60-64,328,
입원(연인원),대구, N18 ,60-64,64,
입원(연인원),대구, Z50 ,60-64,260,
입원(연인원),대구, S32 ,60-64,0,
입원(연인원),대구, J44 ,60-64,0,
입원(연인원),대구, M75 ,60-64,62,
입원(연인원),대구, I48 ,60-64,2,
입원(연인원),대구, S22 ,60-64,9,
입원(연인원),대구, U07 ,60-64,20,
입원(연인원),대구, I70 ,60-64,4,
입원(연인원),대구, H25 ,60-64,9,
입원(연인원),대구, R07 ,60-64,5,
입원(연인원),대구, C61 ,60-64,2,
입원(연인원),대구, Z03 ,60-64,4,
외래,대구, N40 ,60-64,584,
외래,대구, M51 ,60-64,643,
외래,대구, E11 ,60-64,1064,
외래,대구, I10 ,60-64,839,
외래,대구, I20 ,60-64,406,
외래,대구, M48 ,60-64,386,
외래,대구, N18 ,60-64,410,
외래,대구, I63 ,60-64,291,
외래,대구, K08 ,60-64,277,
외래,대구, Z26 ,60-64,899,
외래,대구, H25 ,60-64,158,
외래,대구, M17 ,60-64,282,
외래,대구, K05 ,60-64,378,
외래,대구, F00 ,60-64,46,
외래,대구, G62 ,60-64,7,
외래,대구, K04 ,60-64,137,
외래,대구, C61 ,60-64,27,
외래,대구, M75 ,60-64,215,
외래,대구, B35 ,60-64,182,
외래,대구, I48 ,60-64,104,
입원(연인원),대전, U07 ,60-64,909,
입원(연인원),대전, M48 ,60-64,48,
입원(연인원),대전, M17 ,60-64,377,
입원(연인원),대전, E11 ,60-64,122,
입원(연인원),대전, I69 ,60-64,0,
입원(연인원),대전, M75 ,60-64,276,
입원(연인원),대전, J18 ,60-64,2,
입원(연인원),대전, I61 ,60-64,0,
입원(연인원),대전, J98 ,60-64,0,
입원(연인원),대전, C16 ,60-64,28,
입원(연인원),대전, M51 ,60-64,96,
입원(연인원),대전, M96 ,60-64,2,
입원(연인원),대전, S32 ,60-64,2,
입원(연인원),대전, K63 ,60-64,99,
입원(연인원),대전, M54 ,60-64,0,
입원(연인원),대전, S06 ,60-64,0,
입원(연인원),대전, G82 ,60-64,0,
입원(연인원),대전, I63 ,60-64,14,
입원(연인원),대전, S72 ,60-64,0,
입원(연인원),대전, R42 ,60-64,0,
외래,대전, N40 ,60-64,663,
외래,대전, E11 ,60-64,1123,
외래,대전, I10 ,60-64,853,
외래,대전, U07 ,60-64,971,
외래,대전, M48 ,60-64,397,
외래,대전, K05 ,60-64,746,
외래,대전, M54 ,60-64,605,
외래,대전, K63 ,60-64,666,
외래,대전, K29 ,60-64,772,
외래,대전, I69 ,60-64,213,
외래,대전, E86 ,60-64,441,
외래,대전, M17 ,60-64,373,
외래,대전, Z26 ,60-64,697,
외래,대전, N18 ,60-64,481,
외래,대전, Z29 ,60-64,303,
외래,대전, F03 ,60-64,59,
외래,대전, L29 ,60-64,160,
외래,대전, M75 ,60-64,419,
외래,대전, R42 ,60-64,216,
외래,대전,J44,60-64,92,내과
입원(연인원),대전,  M48  ,60-64,190,
입원(연인원),대전,  M17  ,60-64,244,
입원(연인원),대전,  U07  ,60-64,188,
입원(연인원),대전,  E11  ,60-64,44,
입원(연인원),대전,  I69  ,60-64,11,
입원(연인원),대전,  M75  ,60-64,11,
입원(연인원),대전,  G82  ,60-64,0,
입원(연인원),대전,  N18  ,60-64,3,
입원(연인원),대전,  S06  ,60-64,13,
입원(연인원),대전,  M96  ,60-64,17,
입원(연인원),대전,  S72  ,60-64,27,
입원(연인원),대전,  J18  ,60-64,0,
입원(연인원),대전,  I63  ,60-64,24,
입원(연인원),대전,  K63  ,60-64,37,
입원(연인원),대전,  M51  ,60-64,7,
입원(연인원),대전,  M54  ,60-64,48,
입원(연인원),대전,  C16  ,60-64,13,
입원(연인원),대전,  C34  ,60-64,1,
입원(연인원),대전,  S32  ,60-64,13,
입원(연인원),대전,  K80  ,60-64,14,
외래,대전,  N40  ,60-64,576,
외래,대전,  E11  ,60-64,1028,
외래,대전,  M48  ,60-64,397,
외래,대전,  I10  ,60-64,716,
외래,대전,  K05  ,60-64,728,
외래,대전,  M54  ,60-64,454,
외래,대전,  U07  ,60-64,1103,
외래,대전,  K63  ,60-64,581,
외래,대전,  E86  ,60-64,421,
외래,대전,  Z29  ,60-64,441,
외래,대전,  M17  ,60-64,359,
외래,대전,  I69  ,60-64,167,
외래,대전,  K29  ,60-64,803,
외래,대전,  N18  ,60-64,600,
외래,대전,  F03  ,60-64,46,
외래,대전,  M75  ,60-64,261,
외래,대전,  R42  ,60-64,156,
외래,대전,  I20  ,60-64,81,
외래,대전,  L29  ,60-64,119,
외래,대전, Z26 ,60-64,558,
입원(연인원),대전,M48,60-64,294,정형외과
입원(연인원),대전,M17,60-64,151,정형외과
입원(연인원),대전,M96,60-64,11,신경외과
입원(연인원),대전,M75,60-64,150,정형외과
입원(연인원),대전,E11,60-64,59,내과
입원(연인원),대전,I69,60-64,0,신경과
입원(연인원),대전,M54,60-64,0,재활의학과
입원(연인원),대전,G82,60-64,70,재활의학과
입원(연인원),대전,S72,60-64,76,정형외과
입원(연인원),대전,N18,60-64,2,내과
입원(연인원),대전,J18,60-64,2,내과
입원(연인원),대전,M51,60-64,18,재활의학과
입원(연인원),대전,S06,60-64,33,신경외과
입원(연인원),대전,K63,60-64,20,내과
입원(연인원),대전,I63,60-64,67,신경과
입원(연인원),대전,C16,60-64,0,내과
입원(연인원),대전,C34,60-64,0,내과
입원(연인원),대전,S22,60-64,41,신경외과
입원(연인원),대전,C25,60-64,90,내과
입원(연인원),대전,J98,60-64,0,내과
외래,대전,N40,60-64,632,비뇨의학과
외래,대전,E11,60-64,1038,내과
외래,대전,M48,60-64,295,정형외과
외래,대전,I10,60-64,661,내과
외래,대전,M54,60-64,553,재활의학과
외래,대전,K05,60-64,613,치과
외래,대전,E86,60-64,421,가정의학과
외래,대전,K63,60-64,649,내과
외래,대전,N18,60-64,655,내과
외래,대전,K29,60-64,772,내과
외래,대전,M17,60-64,361,정형외과
외래,대전,I69,60-64,112,신경과
외래,대전,F03,60-64,15,신경과
외래,대전,M75,60-64,350,정형외과
외래,대전,Z29,60-64,336,가정의학과
외래,대전,R42,60-64,164,신경과
외래,대전,Z26,60-64,616,내과
외래,대전,L29,60-64,135,피부과
외래,대전,J98,60-64,254,내과
외래,대전,I20,60-64,89,내과
입원(연인원),광주,I63,60-64,426,신경과
입원(연인원),광주,M48,60-64,546,정형외과
입원(연인원),광주,Z49,60-64,219,내과
입원(연인원),광주,J69,60-64,0,내과
입원(연인원),광주,M17,60-64,237,정형외과
입원(연인원),광주,N18,60-64,0,내과
입원(연인원),광주,S72,60-64,102,정형외과
입원(연인원),광주,L89,60-64,0,외과
입원(연인원),광주,N40,60-64,55,비뇨의학과
입원(연인원),광주,M75,60-64,209,정형외과
입원(연인원),광주,J18,60-64,27,내과
입원(연인원),광주,C34,60-64,27,내과
입원(연인원),광주,C16,60-64,13,내과
입원(연인원),광주,C22,60-64,9,내과
입원(연인원),광주,C18,60-64,248,외과
입원(연인원),광주,M51,60-64,26,재활의학과
입원(연인원),광주,S32,60-64,0,신경외과
입원(연인원),광주,K80,60-64,65,내과
입원(연인원),광주,E11,60-64,93,내과
입원(연인원),광주,C61,60-64,74,비뇨의학과
외래,광주,N40,60-64,986,비뇨의학과
외래,광주,M48,60-64,1338,정형외과
외래,광주,I10,60-64,1274,내과
외래,광주,E11,60-64,1175,내과
외래,광주,I20,60-64,787,내과
외래,광주,E30,60-64,3,소아청소년과
외래,광주,M17,60-64,953,정형외과
외래,광주,Z26,60-64,1186,내과
외래,광주,K05,60-64,771,치과
외래,광주,H25,60-64,282,안과
외래,광주,K21,60-64,547,내과
외래,광주,I63,60-64,428,신경과
외래,광주,M75,60-64,359,정형외과
외래,광주,J44,60-64,156,내과
외래,광주,Z49,60-64,655,내과
외래,광주,F00,60-64,41,신경과
외래,광주,K02,60-64,228,치과
