연도,병원,진료과,전체환자수_입원,전체환자수_외래,전체환자수_합계
2018,인천,순환기내과,0,0,0
2018,인천,신경과,134,2195,2329
2018,인천,신경외과,0,171,171
2018,인천,안과,0,600,600
2018,인천,외과,45,1148,1193
2018,인천,이비인후과,0,167,167
2018,인천,일반내과,118,998,1116
2018,인천,재활의학과,0,2568,2568
2018,인천,정형외과,0,638,638
2018,인천,치과,42,2359,2401
2018,인천,피부과,0,212,212
2018,인천,호흡기내과,0,0,0
2018,중앙,가정의학과,1548,54382,55930
2018,중앙,감염내과,4099,29053,33152
2018,중앙,건강관리과,0,8007,8007
2018,중앙,기타,0,2478,2478
2018,중앙,내분비내과,2216,58182,60398
2018,중앙,류마티스내과,702,11079,11781
2018,중앙,방사선종양학과,0,8088,8088
2018,중앙,비뇨기과,8048,89030,97078
2018,중앙,산부인과,1129,20749,21878
2018,중앙,성형외과,0,0,0
2018,중앙,소아청소년과,0,3355,3355
2018,중앙,소화기내과,16745,60361,77106
2018,중앙,순환기내과,18071,104291,122362
2018,중앙,신경과,8531,85006,93537
2018,중앙,신경외과,23710,29480,53190
2018,중앙,신장내과,13729,37811,51540
2018,중앙,안과,4068,72675,76743
2018,중앙,완화의료사업실,9802,1208,11010
2018,중앙,외과,15013,18017,33030
2018,중앙,욕창성형클리닉,48,1463,1511
2018,중앙,응급의학과,4057,0,4057
2018,중앙,이비인후과,5645,41823,47468
2018,중앙,일반내과,0,1,1
2018,중앙,입원전담의학과,1280,0,1280
2018,중앙,재활센터신경과,156,2596,2752
2018,중앙,재활의학과,63226,98268,161494
2018,중앙,정신건강의학과,19685,32267,51952
2018,중앙,정형외과,42881,74125,117006
2018,중앙,치과,274,139898,140172
2018,중앙,통증클리닉,1055,14340,15395
2018,중앙,피부과,255,46910,47165
2018,중앙,한의과,0,8062,8062
2018,중앙,혈액종양내과,23471,26502,49973
2018,중앙,호흡기내과,20230,35036,55266
2018,중앙,흉부외과,15561,9555,25116
2019,광주,가정의학과,17365,28829,46194
2019,광주,감염내과,997,815,1812
2019,광주,건강관리과,0,11959,11959
2019,광주,내분비내과,2222,23939,26161
2019,광주,마취과,0,1274,1274
2019,광주,비뇨의학과,4314,38769,43083
2019,광주,산부인과,24,1502,1526
2019,광주,소아청소년과,5606,27296,32902
2019,광주,소화기내과,7685,34306,41991
2019,광주,순환기내과,9669,56821,66490
2019,광주,신경과,8882,36532,45414
2019,광주,신경외과,11013,27364,38377
2019,광주,신장내과,17806,14873,32679
2019,광주,안과,142,21043,21185
2019,광주,외과,14723,10944,25667
2019,광주,응급의학과,0,0,0
2019,광주,이비인후과,154,14107,14261
2019,광주,일반내과,0,11723,11723
2019,광주,재활의학과,29837,38723,68560
2019,광주,정신건강의학과,0,13890,13890
2019,광주,정형외과,25238,37345,62583
2019,광주,치과,0,26810,26810
2019,광주,피부과,0,25414,25414
2019,광주,한의과,0,6557,6557
2019,광주,핵의학과,0,147,147
2019,광주,혈액종양내과,8385,7460,15845
2019,광주,호흡기내과,14975,23190,38165
2019,대구,가정의학과,6291,10433,16724
2019,대구,건강관리과,0,10085,10085
2019,대구,내과,80705,142072,222777
2019,대구,마취통증의학과,0,3203,3203
2019,대구,비뇨의학과,4070,50435,54505
2019,대구,산부인과,0,5270,5270
2019,대구,소아청소년과,42,1592,1634
2019,대구,신경과,1846,26301,28147
2019,대구,신경외과,26458,28395,54853
2019,대구,안과,948,23582,24530
2019,대구,외과,1729,7761,9490
2019,대구,응급의학과,0,0,0
2019,대구,이비인후과,113,19449,19562
2019,대구,재활의학과,1572,12646,14218
2019,대구,정신건강의학과,0,12065,12065
2019,대구,정형외과,23072,40260,63332
2019,대구,치과,0,29395,29395
2019,대구,피부과,139,23193,23332
2019,대구,핵의학과,0,4502,4502
2019,대구,흉부외과,0,0,0
2019,대전,가정의학과,6053,27929,33982
2019,대전,건강검진센터,0,7972,7972
2019,대전,내과,8930,24388,33318
2019,대전,류마티스내과,2683,8912,11595
2019,대전,마취통증의학과,0,0,0
2019,대전,비뇨기과,328,0,328
2019,대전,비뇨의학과,0,33039,33039
2019,대전,산부인과,0,1361,1361
2019,대전,소아청소년과,0,402,402
2019,대전,소화기내과,15113,29669,44782
2019,대전,신경과,10611,33755,44366
2019,대전,신경외과,8999,7317,16316
2019,대전,신장내과,6240,9621,15861
2019,대전,심장내과,1733,24498,26231
2019,대전,안과,163,15424,15587
2019,대전,외과,5468,9258,14726
2019,대전,응급의학과,0,0,0
2019,대전,이비인후과,1038,13319,14357
2019,대전,재활의학과,10066,24522,34588
2019,대전,정신건강의학과,0,8966,8966
2019,대전,정형외과,34761,38269,73030
2019,대전,치과,0,34255,34255
2019,대전,피부과,0,20591,20591
2019,대전,한방진료과,39,7634,7673
2019,대전,호흡기내과,9305,18024,27329
2019,부산,가정의학과,6222,19223,25445
2019,부산,건강관리과,0,10313,10313
2019,부산,내분비내과,1613,22818,24431
2019,부산,비뇨의학과,4840,58397,63237
2019,부산,산부인과,0,2329,2329
2019,부산,소아청소년과,0,6379,6379
2019,부산,소화기내과,34551,41824,76375
2019,부산,순환기내과,8407,27078,35485
2019,부산,신경과,2605,20364,22969
2019,부산,신경외과,35387,27778,63165
2019,부산,신장내과,5433,24266,29699
2019,부산,안과,157,31978,32135
2019,부산,외과,3673,8281,11954
2019,부산,이비인후과,716,14294,15010
2019,부산,일반내과,0,39848,39848
2019,부산,재활의학과,12078,32776,44854
2019,부산,정신건강의학과,0,19498,19498
2019,부산,정형외과,34795,45761,80556
2019,부산,치과,0,37610,37610
2019,부산,피부과,0,36784,36784
2019,부산,한방진료과,0,6430,6430
2019,부산,향정신과,0,243,243
2019,부산,호흡기내과,8305,16479,24784
2019,인천,가정의학과,2792,16452,19244
2019,인천,내과,30,189,219
2019,인천,마취통증의학과,0,847,847
2019,인천,비뇨의학과,3930,17666,21596
2019,인천,소화기내과,5692,16305,21997
2019,인천,순환기내과,0,2738,2738
2019,인천,신경과,1680,8375,10055
2019,인천,신경외과,651,8933,9584
2019,인천,안과,199,8059,8258
2019,인천,외과,219,1767,1986
2019,인천,이비인후과,785,7378,8163
2019,인천,재활의학과,72,2620,2692
2019,인천,정형외과,7721,15843,23564
2019,인천,진단검사의학과,0,452,452
2019,인천,치과,155,13061,13216
2019,인천,피부과,0,7422,7422
2019,중앙,가정의학과,1368,55791,57159
2019,중앙,감염내과,3957,28838,32795
2019,중앙,건강관리과,0,8873,8873
2019,중앙,기타,0,2668,2668
2019,중앙,내분비내과,983,56137,57120
2019,중앙,류마티스내과,621,11794,12415
2019,중앙,방사선종양학과,0,8608,8608
2019,중앙,비뇨의학과,7892,91322,99214
2019,중앙,산부인과,1209,19895,21104
2019,중앙,소아청소년과,0,3070,3070
2019,중앙,소화기내과,13263,63683,76946
2019,중앙,순환기내과,17113,108211,125324
2019,중앙,신경과,8592,91044,99636
2019,중앙,신경외과,20836,30311,51147
2019,중앙,신장내과,10465,39097,49562
2019,중앙,안과,5204,80460,85664
2019,중앙,완화의료사업실,9611,2261,11872
2019,중앙,외과,15107,18356,33463
2019,중앙,욕창성형클리닉,0,2157,2157
2019,중앙,응급의학과,6207,0,6207
2019,중앙,이비인후과,6056,38440,44496
2019,중앙,일반내과,0,1,1
2019,중앙,입원전담의학과,18108,0,18108
2019,중앙,재활의학과,62306,105946,168252
2019,중앙,정신건강의학과,19354,35739,55093
2019,중앙,정형외과,41513,72216,113729
2019,중앙,치과,226,138940,139166
2019,중앙,통증클리닉,676,18473,19149
2019,중앙,피부과,465,53139,53604
2019,중앙,한의과,0,7895,7895
2019,중앙,혈액종양내과,21234,26017,47251
2019,중앙,호흡기내과,12509,36885,49394
2019,중앙,흉부외과,14531,10258,24789
2020,광주,가정의학과,14202,23385,37587
2020,광주,감염내과,273,1077,1350
2020,광주,건강관리과,0,9625,9625
2020,광주,내분비내과,1133,19793,20926
2020,광주,마취과,0,942,942
2020,광주,비뇨의학과,6809,36462,43271
2020,광주,산부인과,3,1373,1376
2020,광주,소아청소년과,1135,21647,22782
2020,광주,소화기내과,6258,31692,37950
2020,광주,순환기내과,6903,51525,58428
2020,광주,신경과,11652,36414,48066
2020,광주,신경외과,12239,24337,36576
2020,광주,신장내과,17369,15007,32376
2020,광주,안과,772,22265,23037
2020,광주,외과,19915,9451,29366
2020,광주,응급의학과,4207,0,4207
2020,광주,이비인후과,9,11513,11522
2020,광주,일반내과,0,5374,5374
2020,광주,재활의학과,20983,30675,51658
2020,광주,정신건강의학과,0,13496,13496
2020,광주,정형외과,21698,31452,53150
2020,광주,치과,0,24563,24563
2020,광주,피부과,0,22178,22178
2020,광주,한의과,0,6239,6239
2020,광주,핵의학과,0,127,127
2020,광주,혈액종양내과,6371,7233,13604
2020,광주,호흡기내과,10213,20398,30611
2020,대구,가정의학과,5908,12656,18564
2020,대구,건강관리과,0,7200,7200
2020,대구,내과,63469,117127,180596
2020,대구,마취통증의학과,0,2645,2645
2020,대구,비뇨의학과,2429,46818,49247
2020,대구,산부인과,0,3803,3803
2020,대구,소아청소년과,0,1189,1189
2020,대구,순화기내과,3606,0,3606
2020,대구,순환기내과,0,6343,6343
2020,대구,신경과,1542,26659,28201
2020,대구,신경외과,20217,23604,43821
2020,대구,안과,1138,21689,22827
2020,대구,외과,3272,7089,10361
2020,대구,응급의학과,0,0,0
2020,대구,이비인후과,143,15495,15638
2020,대구,재활의학과,4381,22642,27023
2020,대구,정신건강의학과,0,11276,11276
2020,대구,정형외과,17976,26598,44574
2020,대구,치과,0,23002,23002
2020,대구,피부과,20,20431,20451
2020,대구,핵의학과,0,4470,4470
2020,대구,흉부외과,0,0,0
2020,대전,가정의학과,4075,25750,29825
2020,대전,건강검진센터,0,8274,8274
2020,대전,내과,6600,13266,19866
2020,대전,류마티스내과,1948,11355,13303
2020,대전,마취통증의학과,0,1191,1191
2020,대전,비뇨기과,232,0,232
2020,대전,비뇨의학과,0,31815,31815
2020,대전,산부인과,0,1083,1083
2020,대전,소아청소년과,109,510,619
2020,대전,소화기내과,13302,34881,48183
2020,대전,신경과,7010,31637,38647
2020,대전,신경외과,7564,6643,14207
2020,대전,신장내과,4402,12004,16406
2020,대전,심장내과,532,18760,19292
2020,대전,안과,114,13527,13641
2020,대전,외과,5272,8290,13562
2020,대전,응급의학과,0,0,0
2020,대전,이비인후과,602,12614,13216
2020,대전,재활의학과,8036,21541,29577
2020,대전,정신건강의학과,0,8795,8795
2020,대전,정형외과,33174,35855,69029
2020,대전,치과,0,30011,30011
2020,대전,피부과,0,16885,16885
2020,대전,한방진료과,0,6539,6539
2020,대전,호흡기내과,9679,17813,27492
2020,부산,가정의학과,6086,23735,29821
2020,부산,건강관리과,0,9921,9921
2020,부산,내분비내과,1151,24205,25356
2020,부산,류마티스내과,38,3199,3237
2020,부산,비뇨의학과,3923,57579,61502
2020,부산,산부인과,0,2260,2260
2020,부산,소아청소년과,0,5607,5607
2020,부산,소화기내과,31767,43716,75483
2020,부산,순환기내과,8852,31505,40357
2020,부산,신경과,2048,20008,22056
2020,부산,신경외과,32149,24993,57142
2020,부산,신장내과,4000,23818,27818
2020,부산,안과,249,33373,33622
2020,부산,외과,2379,7430,9809
2020,부산,이비인후과,405,13337,13742
2020,부산,일반내과,0,18067,18067
2020,부산,재활의학과,12152,31206,43358
2020,부산,정신건강의학과,0,19041,19041
2020,부산,정형외과,38352,42074,80426
2020,부산,치과,0,35142,35142
2020,부산,피부과,0,33678,33678
2020,부산,한방과,0,7085,7085
2020,부산,향정신과,0,248,248
2020,부산,호흡기내과,6012,17690,23702
2020,인천,가정의학과,1730,15677,17407
2020,인천,내과,4517,13359,17876
2020,인천,내분비내과,0,0,0
2020,인천,마취통증의학과,0,668,668
2020,인천,비뇨의학과,6472,20656,27128
2020,인천,소화기내과,3090,10344,13434
2020,인천,순환기내과,0,748,748
2020,인천,신경과,202,1342,1544
2020,인천,신경외과,2405,13372,15777
2020,인천,안과,331,8069,8400
2020,인천,외과,546,1201,1747
2020,인천,이비인후과,1254,7447,8701
2020,인천,재활의학과,157,755,912
2020,인천,정형외과,6960,12974,19934
2020,인천,진단검사의학과,0,183,183
2020,인천,치과,172,14317,14489
2020,인천,피부과,0,7846,7846
2020,인천,호흡기내과,0,0,0
2020,중앙,가정의학과,268,62279,62547
2020,중앙,감염내과,1391,9285,10676
2020,중앙,감염병전담의학과,853,0,853
2020,중앙,건강관리과,0,6817,6817
2020,중앙,기타,0,2522,2522
2020,중앙,내분비내과,1482,56988,58470
2020,중앙,류마티스내과,557,13131,13688
2020,중앙,방사선종양학과,0,9269,9269
2020,중앙,비뇨의학과,8001,88922,96923
2020,중앙,산부인과,1138,17998,19136
2020,중앙,성형외과,113,946,1059
2020,중앙,소아청소년과,0,2482,2482
2020,중앙,소화기내과,12105,60959,73064
2020,중앙,순환기내과,14983,101047,116030
2020,중앙,신경과,7093,85181,92274
2020,중앙,신경외과,16316,29047,45363
2020,중앙,신생아과,0,0,0
2020,중앙,신장내과,9773,35718,45491
2020,중앙,안과,4575,75380,79955
2020,중앙,완화의료사업실,9483,1713,11196
2020,중앙,외과,14732,16223,30955
2020,중앙,욕창성형클리닉,0,1713,1713
2020,중앙,응급의학과,4929,0,4929
2020,중앙,이비인후과,5178,34439,39617
2020,중앙,일반내과,0,2,2
2020,중앙,입원전담의학과,14888,0,14888
2020,중앙,재활의학과,49713,91824,141537
2020,중앙,정신건강의학과,16333,34473,50806
2020,중앙,정형외과,36504,66984,103488
2020,중앙,치과,158,125613,125771
2020,중앙,통증클리닉,149,15859,16008
2020,중앙,피부과,231,50645,50876
2020,중앙,한의과,0,7875,7875
2020,중앙,혈액종양내과,18075,24331,42406
2020,중앙,호흡기내과,11979,35798,47777
2020,중앙,흉부외과,9666,10391,20057
2021,광주,가정의학과,11483,22422,33905
2021,광주,감염내과,3505,5275,8780
2021,광주,건강관리과,0,7667,7667
2021,광주,내분비내과,849,17665,18514
2021,광주,마취과,0,793,793
2021,광주,비뇨의학과,7349,36948,44297
2021,광주,산부인과,11,6883,6894
2021,광주,소아청소년과,20,22943,22963
2021,광주,소화기내과,4945,29441,34386
2021,광주,순환기내과,6922,51115,58037
2021,광주,신경과,10271,38928,49199
2021,광주,신경외과,12582,25457,38039
2021,광주,신장내과,13825,15521,29346
2021,광주,안과,564,21016,21580
2021,광주,외과,20355,9343,29698
2021,광주,응급의학과,5040,206,5246
2021,광주,이비인후과,33,11501,11534
2021,광주,일반내과,0,9023,9023
2021,광주,재활의학과,23036,32962,55998
2021,광주,정신건강의학과,0,13927,13927
2021,광주,정형외과,24063,35370,59433
2021,광주,치과,0,25185,25185
2021,광주,피부과,0,20985,20985
2021,광주,한의과,0,6005,6005
2021,광주,핵의학과,0,162,162
2021,광주,혈액종양내과,5140,7439,12579
2021,광주,호흡기내과,11250,18553,29803
2021,대구,가정의학과,5812,12380,18192
2021,대구,감염내과,0,9953,9953
2021,대구,건강관리과,0,8453,8453
2021,대구,내과,14036,26168,40204
2021,대구,내분비내과,4589,17198,21787
2021,대구,마취통증의학과,0,3038,3038
2021,대구,비뇨의학과,2584,44497,47081
2021,대구,산부인과,0,4533,4533
2021,대구,소아청소년과,0,888,888
2021,대구,소화기내과,19487,34485,53972
2021,대구,순환기내과,24412,39805,64217
2021,대구,신경과,2231,31684,33915
2021,대구,신경외과,25005,24894,49899
2021,대구,신장내과,7443,19488,26931
2021,대구,안과,1288,23092,24380
2021,대구,외과,2892,8692,11584
2021,대구,응급의학과,0,0,0
2021,대구,이비인후과,57,17308,17365
2021,대구,재활의학과,11290,35472,46762
2021,대구,정신건강의학과,0,11906,11906
2021,대구,정형외과,22894,28311,51205
2021,대구,치과,0,26040,26040
2021,대구,피부과,28,21633,21661
2021,대구,핵의학과,0,4909,4909
2021,대구,호흡기내과,0,0,0
2021,대구,흉부외과,0,0,0
2021,대전,가정의학과,3854,32429,36283
2021,대전,건강검진센터,0,8856,8856
2021,대전,내과,1609,5228,6837
2021,대전,내분비내과,695,5500,6195
2021,대전,류마티스내과,2319,10796,13115
2021,대전,마취통증의학과,0,2987,2987
2021,대전,비뇨기과,180,0,180
2021,대전,비뇨의학과,0,31646,31646
2021,대전,산부인과,0,13289,13289
2021,대전,소아청소년과,1496,2753,4249
2021,대전,소화기내과,13258,39456,52714
2021,대전,신경과,6118,32258,38376
2021,대전,신경외과,6882,6521,13403
2021,대전,신장내과,1868,10262,12130
2021,대전,심장내과,459,16202,16661
2021,대전,안과,207,13453,13660
2021,대전,외과,5344,8630,13974
2021,대전,응급의학과,0,0,0
2021,대전,이비인후과,250,11303,11553
2021,대전,재활의학과,5163,21701,26864
2021,대전,정신건강의학과,0,8384,8384
2021,대전,정형외과,30899,36572,67471
2021,대전,치과,0,27205,27205
2021,대전,피부과,0,16231,16231
2021,대전,한방진료과,0,6057,6057
2021,대전,혈액종양내과,9240,10550,19790
2021,대전,호흡기내과,13824,15917,29741
2021,부산,가정의학과,6259,20711,26970
2021,부산,건강관리과,0,8265,8265
2021,부산,내분비내과,305,23334,23639
2021,부산,류마티스내과,170,4403,4573
2021,부산,비뇨의학과,3262,56417,59679
2021,부산,산부인과,0,4639,4639
2021,부산,소아청소년과,60,28920,28980
2021,부산,소화기내과,31032,43448,74480
2021,부산,순환기내과,8537,30759,39296
2021,부산,신경과,1290,20633,21923
2021,부산,신경외과,32569,25107,57676
2021,부산,신장내과,2875,22595,25470
2021,부산,안과,140,34558,34698
2021,부산,외과,2953,7554,10507
2021,부산,이비인후과,386,13104,13490
2021,부산,일반내과,34,23295,23329
2021,부산,재활의학과,9241,29529,38770
2021,부산,정신건강의학과,0,16094,16094
2021,부산,정형외과,33351,40835,74186
2021,부산,치과,0,34675,34675
2021,부산,피부과,0,31898,31898
2021,부산,한방과,0,7227,7227
2021,부산,향정신과,0,245,245
2021,부산,혈액종양내과,1091,1705,2796
2021,부산,호흡기내과,7370,16231,23601
2021,인천,가정의학과,1160,16377,17537
2021,인천,내과,6022,16287,22309
2021,인천,내분비내과,0,0,0
2021,인천,마취통증의학과,0,913,913
2021,인천,비뇨의학과,6436,23134,29570
2021,인천,소화기내과,4110,11245,15355
2021,인천,순환기내과,0,2168,2168
2021,인천,신경과,100,3901,4001
2021,인천,신경외과,2983,5614,8597
2021,인천,안과,450,9115,9565
2021,인천,외과,1076,3433,4509
2021,인천,이비인후과,263,7419,7682
2021,인천,재활의학과,1617,8246,9863
2021,인천,정형외과,8286,9533,17819
2021,인천,진단검사의학과,0,142,142
2021,인천,치과,186,14443,14629
2021,인천,피부과,0,7715,7715
2021,인천,호흡기내과,0,0,0
2021,중앙,가정의학과,235,65917,66152
2021,중앙,감염내과,114,14636,14750
2021,중앙,감염병전담의학과,24937,0,24937
2021,중앙,건강관리과,0,8423,8423
2021,중앙,기타,0,1711,1711
2021,중앙,내분비내과,1186,50809,51995
2021,중앙,류마티스내과,197,12803,13000
2021,중앙,방사선종양학과,0,8686,8686
2021,중앙,비뇨의학과,8555,91342,99897
2021,중앙,산부인과,941,18614,19555
2021,중앙,성형외과,102,5131,5233
2021,중앙,소아청소년과,0,3438,3438
2021,중앙,소화기내과,8151,54285,62436
2021,중앙,순환기내과,12705,95202,107907
2021,중앙,신경과,4690,84797,89487
2021,중앙,신경외과,14681,28033,42714
2021,중앙,신생아과,0,0,0
2021,중앙,신장내과,8728,32137,40865
2021,중앙,안과,4631,75818,80449
2021,중앙,완화의료사업실,9224,1599,10823
2021,중앙,외과,12945,17645,30590
2021,중앙,욕창성형클리닉,0,0,0
2021,중앙,응급의학과,0,0,0
2021,중앙,이비인후과,5739,36288,42027
2021,중앙,일반내과,0,6,6
2021,중앙,입원전담의학과,6696,0,6696
2021,중앙,재활의학과,18665,91471,110136
2021,중앙,정신건강의학과,13305,35774,49079
2021,중앙,정형외과,35725,70373,106098
2021,중앙,치과,172,133292,133464
2021,중앙,통증클리닉,48,14904,14952
2021,중앙,피부과,128,50485,50613
2021,중앙,한의과,0,7881,7881
2021,중앙,혈액종양내과,16237,22710,38947
2021,중앙,호흡기내과,7973,29817,37790
2021,중앙,흉부외과,8762,10881,19643
2022,광주,가정의학과,7995,20127,28122
2022,광주,감염내과,2051,2699,4750
2022,광주,건강관리과,0,7161,7161
2022,광주,내분비내과,479,15972,16451
2022,광주,마취과,0,748,748
2022,광주,비뇨의학과,7447,36060,43507
2022,광주,산부인과,0,4357,4357
2022,광주,소아청소년과,145,23697,23842
2022,광주,소화기내과,3703,22544,26247
2022,광주,순환기내과,4509,43730,48239
2022,광주,신경과,10983,38722,49705
2022,광주,신경외과,862,11696,12558
2022,광주,신장내과,5284,14940,20224
2022,광주,안과,50,12143,12193
2022,광주,외과,21293,9446,30739
2022,광주,응급의학과,4126,23,4149
2022,광주,이비인후과,28,10885,10913
2022,광주,일반내과,0,10870,10870
2022,광주,재활의학과,29738,36698,66436
2022,광주,정신건강의학과,0,12887,12887
2022,광주,정형외과,13069,30906,43975
2022,광주,치과,0,21723,21723
2022,광주,피부과,0,15516,15516
2022,광주,한의과,0,5160,5160
2022,광주,핵의학과,0,193,193
2022,광주,혈액종양내과,3340,6420,9760
2022,광주,호흡기내과,4094,11175,15269
2022,대구,가정의학과,5135,7700,12835
2022,대구,감염내과,0,16062,16062
2022,대구,건강관리과,0,7621,7621
2022,대구,내과,0,8729,8729
2022,대구,내분비내과,6059,16709,22768
2022,대구,마취통증의학과,0,2641,2641
2022,대구,비뇨의학과,1587,41432,43019
2022,대구,산부인과,0,6472,6472
2022,대구,소아청소년과,0,1204,1204
2022,대구,소화기내과,25733,42949,68682
2022,대구,순환기내과,22068,42290,64358
2022,대구,신경과,1290,30958,32248
2022,대구,신경외과,21183,24187,45370
2022,대구,신장내과,9939,21602,31541
2022,대구,안과,1072,23210,24282
2022,대구,외과,2026,9186,11212
2022,대구,응급의학과,0,0,0
2022,대구,이비인후과,0,17740,17740
2022,대구,재활의학과,15591,37586,53177
2022,대구,정신건강의학과,0,11799,11799
2022,대구,정형외과,17640,25564,43204
2022,대구,치과,0,25953,25953
2022,대구,피부과,0,20109,20109
2022,대구,핵의학과,0,4946,4946
2022,대구,호흡기내과,0,0,0
2022,대구,흉부외과,0,0,0
2022,대전,가정의학과,2413,31802,34215
2022,대전,건강검진센터,0,8311,8311
2022,대전,내과,1312,5946,7258
2022,대전,내분비내과,836,8628,9464
2022,대전,류마티스내과,1528,6931,8459
2022,대전,마취통증의학과,0,3458,3458
2022,대전,비뇨기과,179,0,179
2022,대전,비뇨의학과,0,33099,33099
2022,대전,산부인과,0,10919,10919
2022,대전,소아청소년과,373,324,697
2022,대전,소화기내과,8885,36274,45159
2022,대전,신경과,4640,31681,36321
2022,대전,신경외과,4632,5788,10420
2022,대전,신장내과,2771,12012,14783
2022,대전,심장내과,982,20517,21499
2022,대전,안과,259,12404,12663
2022,대전,영상의학과,0,9,9
2022,대전,외과,4615,8334,12949
2022,대전,응급의학과,0,0,0
2022,대전,이비인후과,138,11152,11290
2022,대전,재활의학과,4041,19246,23287
2022,대전,정신건강의학과,0,6181,6181
2022,대전,정형외과,28655,39984,68639
2022,대전,치과,0,26314,26314
2022,대전,피부과,0,12799,12799
2022,대전,한방진료과,0,5851,5851
2022,대전,혈액종양내과,8190,9479,17669
2022,대전,호흡기내과,7420,13184,20604
2022,부산,가정의학과,5763,29495,35258
2022,부산,건강관리과,0,7617,7617
2022,부산,내분비내과,53,22840,22893
2022,부산,류마티스내과,19,4570,4589
2022,부산,비뇨의학과,3224,54427,57651
2022,부산,산부인과,0,2253,2253
2022,부산,소아청소년과,0,29012,29012
2022,부산,소화기내과,23978,41929,65907
2022,부산,순환기내과,7773,34245,42018
2022,부산,신경과,1314,19324,20638
2022,부산,신경외과,29423,24805,54228
2022,부산,신장내과,1573,20932,22505
2022,부산,안과,0,27797,27797
2022,부산,외과,1135,6545,7680
2022,부산,이비인후과,355,12862,13217
2022,부산,일반내과,0,16374,16374
2022,부산,재활의학과,12423,32106,44529
2022,부산,정신건강의학과,0,18194,18194
2022,부산,정형외과,30830,38840,69670
2022,부산,치과,0,33954,33954
2022,부산,피부과,0,28762,28762
2022,부산,한방과,0,6353,6353
2022,부산,향정신과,0,233,233
2022,부산,혈액종양내과,1262,2433,3695
2022,부산,호흡기내과,7892,14672,22564
2022,인천,가정의학과,411,18967,19378
2022,인천,내과,2488,16711,19199
2022,인천,내분비내과,0,0,0
2022,인천,마취통증의학과,0,2239,2239
2022,인천,비뇨의학과,4937,26650,31587
2022,인천,소화기내과,428,8006,8434
2022,인천,순환기내과,0,418,418
2022,인천,신경과,28,5127,5155
2022,인천,신경외과,1707,5777,7484
2022,인천,안과,0,5754,5754
2022,인천,외과,570,6715,7285
2022,인천,이비인후과,29,7894,7923
2022,인천,재활의학과,1878,13582,15460
2022,인천,정형외과,1263,11258,12521
2022,인천,진단검사의학과,0,362,362
2022,인천,치과,0,13574,13574
2022,인천,피부과,0,7773,7773
2022,인천,호흡기내과,0,0,0
2022,중앙,가정의학과,367,57744,58111
2022,중앙,감염내과,1166,19550,20716
2022,중앙,감염병전담의학과,5655,0,5655
2022,중앙,건강관리과,0,7301,7301
2022,중앙,기타,0,1741,1741
2022,중앙,내분비내과,1252,53347,54599
2022,중앙,류마티스내과,245,13152,13397
2022,중앙,방사선종양학과,0,7105,7105
2022,중앙,비뇨의학과,10002,84347,94349
2022,중앙,산부인과,782,16987,17769
2022,중앙,성형외과,0,6767,6767
2022,중앙,소아청소년과,0,2090,2090
2022,중앙,소화기내과,8732,48033,56765
2022,중앙,순환기내과,13350,96951,110301
2022,중앙,신경과,5009,80683,85692
2022,중앙,신경외과,13854,27665,41519
2022,중앙,신장내과,8572,31907,40479
2022,중앙,안과,3674,72391,76065
2022,중앙,완화의료사업실,0,1750,1750
2022,중앙,외과,12732,15787,28519
2022,중앙,욕창성형클리닉,0,0,0
2022,중앙,응급의학과,0,0,0
2022,중앙,이비인후과,5125,35267,40392
2022,중앙,일반내과,0,2,2
2022,중앙,입원전담의학과,3500,0,3500
2022,중앙,재활의학과,29375,84356,113731
2022,중앙,정신건강의학과,13278,32415,45693
2022,중앙,정형외과,30779,68222,99001
2022,중앙,치과,142,128290,128432
2022,중앙,통증클리닉,50,12615,12665
2022,중앙,피부과,66,38847,38913
2022,중앙,한의과,0,7687,7687
2022,중앙,혈액종양내과,11969,20725,32694
2022,중앙,호스피스완화의료센터,8913,0,8913
2022,중앙,호흡기·알레르기내과,11115,32432,43547
2022,중앙,흉부외과,8959,10315,19274
2023,광주,가정의학과,9800,19311,29111
2023,광주,감염내과,1107,2098,3205
2023,광주,건강관리과,0,7077,7077
2023,광주,내분비내과,1892,15166,17058
2023,광주,마취과,0,726,726
2023,광주,비뇨의학과,10358,37182,47540
2023,광주,산부인과,0,3880,3880
2023,광주,소아청소년과,209,23493,23702
2023,광주,소화기내과,8219,26662,34881
2023,광주,순환기내과,14022,47452,61474
2023,광주,신경과,10670,39239,49909
2023,광주,신경외과,6217,7849,14066
2023,광주,신장내과,4547,15833,20380
2023,광주,안과,720,18748,19468
2023,광주,영상의학과,0,331,331
2023,광주,외과,23637,8456,32093
2023,광주,응급의학과,1283,14808,16091
2023,광주,이비인후과,1338,14348,15686
2023,광주,일반내과,0,10781,10781
2023,광주,재활의학과,37283,39583,76866
2023,광주,정신건강의학과,0,12050,12050
2023,광주,정형외과,10176,27225,37401
2023,광주,치과,0,21737,21737
2023,광주,피부과,0,16289,16289
2023,광주,한의과,0,6094,6094
2023,광주,핵의학과,0,228,228
2023,광주,혈액종양내과,2834,5559,8393
2023,광주,호흡기내과,380,2191,2571
2023,대구,가정의학과,5555,43168,48723
2023,대구,감염내과,0,26347,26347
2023,대구,건강관리과,0,25885,25885
2023,대구,내과,0,0,0
