월,퇴원과,퇴원결과,건수,지역,년도,주상병코드,주상병명
04,재활의학과,경쾌,1,대구,2023,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람
04,소화기내과,호전,1,대구,2023,A02,기타 살모넬라감염
02,정형외과,호전,2,대구,2023,S72,대퇴골의 골절
05,신경외과,호전,1,대구,2023,S12,목의 골절
05,순환기내과,경쾌,4,대구,2023,J44,기타 만성 폐쇄성 폐질환
05,외과,경쾌,1,대구,2023,L89,욕창궤양 및 압박부위
04,재활의학과,호전,1,대구,2023,G20,파킨슨병
04,신경외과,호전,1,대구,2023,M43,기타 변형성 등병증
02,순환기내과,호전,2,대구,2023,I10,본태성(원발성) 고혈압
03,순환기내과,호전,2,대구,2023,I10,본태성(원발성) 고혈압
03,순환기내과,경쾌,2,대구,2023,E11,2형 당뇨병
02,소화기내과,호전,2,대구,2023,N10,급성 세뇨관-간질신장염
03,신경과,호전,1,대구,2023,I67,기타 뇌혈관질환
02,정형외과,호전,1,대구,2023,M72,섬유모세포장애
02,순환기내과,호전,1,대구,2023,R50,기타 및 원인미상의 열
01,재활의학과,호전,1,대구,2023,G83,기타 마비증후군
04,순환기내과,불변(호전안됨),1,대구,2023,I20,협심증
02,소화기내과,호전,1,대구,2023,J12,달리 분류되지 않은 바이러스폐렴
02,순환기내과,호전,2,대구,2023,I21,급성 심근경색증
04,순환기내과,불변(호전안됨),1,대구,2023,I49,기타 심장부정맥
01,안과,호전,29,대구,2023,H25,노년백내장
01,정형외과,경쾌,1,대구,2023,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장"
02,신경외과,경쾌,3,대구,2023,M96,달리 분류되지 않은 처치후 근골격장애
02,소화기내과,경쾌,1,대구,2023,E78,지질단백질대사장애 및 기타 지질증
01,순환기내과,경쾌,1,대구,2023,J90,달리 분류되지 않은 흉막삼출액
02,소화기내과,불변(호전안됨),1,대구,2023,K74,간의 섬유증 및 경변증
01,신장내과,경쾌,1,대구,2023,N39,비뇨계통의 기타 장애
01,외과,경쾌,1,대구,2023,J12,달리 분류되지 않은 바이러스폐렴
02,신장내과,호전,1,대구,2023,K75,기타 염증성 간질환
03,소화기내과,호전,2,대구,2023,K59,기타 기능성 장장애
03,소화기내과,호전,1,대구,2023,N10,급성 세뇨관-간질신장염
02,비뇨의학과,호전,2,대구,2023,N10,급성 세뇨관-간질신장염
02,신경외과,경쾌,1,대구,2023,C71,뇌의 악성 신생물
02,정형외과,치료안함,1,대구,2023,M75,어깨병변
01,순환기내과,경쾌,1,대구,2023,A15,세균학적 및 조직학적으로 확인된 호흡기결핵
01,정형외과,호전,1,대구,2023,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상
03,순환기내과,경쾌,1,대구,2023,C18,결장의 악성 신생물
01,순환기내과,호전,1,대구,2023,J44,기타 만성 폐쇄성 폐질환
02,재활의학과,호전,1,대구,2023,G04,"뇌염, 척수염 및 뇌척수염"
03,순환기내과,경쾌,2,대구,2023,I25,만성 허혈심장병
03,신경과,경쾌,1,대구,2023,I63,뇌경색증
04,내분비내과,호전,1,대구,2023,E10,1형 당뇨병
01,순환기내과,호전,1,대구,2023,J93,기흉
04,신경외과,호전,1,대구,2023,M46,기타 염증성 척추병증
01,신경외과,경쾌,1,대구,2023,M54,등통증
02,신장내과,불변(호전안됨),1,대구,2023,J18,상세불명 병원체의 폐렴
04,소화기내과,호전,1,대구,2023,K57,장의 게실병
08,안과,호전,41,대구,2023,H25,노년백내장
05,순환기내과,호전,3,대구,2023,E11,2형 당뇨병
08,재활의학과,호전,13,대구,2023,M51,기타 추간판장애
11,소화기내과,경쾌,1,대구,2023,K59,기타 기능성 장장애
09,재활의학과,호전,17,대구,2023,M51,기타 추간판장애
12,신경외과,불변(호전안됨),1,대구,2023,M48,기타 척추병증
08,순환기내과,호전,28,대구,2023,I20,협심증
09,내분비내과,호전,1,대구,2023,N39,비뇨계통의 기타 장애
06,순환기내과,경쾌,4,대구,2023,J18,상세불명 병원체의 폐렴
08,순환기내과,경쾌,4,대구,2023,I48,심방세동 및 조동
08,소화기내과,48시간 후 사망,1,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
12,순환기내과,호전,2,대구,2023,I44,방실차단 및 좌각차단
06,순환기내과,경쾌,1,대구,2023,N17,급성 신부전
08,순환기내과,경쾌,1,대구,2023,I21,급성 심근경색증
12,소화기내과,호전,1,대구,2023,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자
05,소화기내과,호전,1,대구,2023,K31,위 및 십이지장의 기타 질환
05,내분비내과,호전,2,대구,2023,N39,비뇨계통의 기타 장애
08,신경과,호전,1,대구,2023,I63,뇌경색증
11,외과,경쾌,1,대구,2023,K66,복막의 기타 장애
09,순환기내과,호전,1,대구,2023,I48,심방세동 및 조동
04,재활의학과,호전,1,대구,2023,I62,기타 비외상성 두개내출혈
05,순환기내과,호전,3,대구,2023,J18,상세불명 병원체의 폐렴
08,비뇨의학과,진단만실시,2,대구,2023,C61,전립선의 악성 신생물
12,신장내과,호전,3,대구,2023,N39,비뇨계통의 기타 장애
07,순환기내과,경쾌,2,대구,2023,J18,상세불명 병원체의 폐렴
04,내분비내과,불변(호전안됨),1,대구,2023,J93,기흉
08,신경외과,호전,3,대구,2023,M51,기타 추간판장애
12,재활의학과,호전,4,대구,2023,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람
08,비뇨의학과,진단만실시,3,대구,2023,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
05,소화기내과,호전,1,대구,2023,I20,협심증
08,정형외과,호전,1,대구,2023,M72,섬유모세포장애
12,정형외과,호전,2,대구,2023,S61,손목 및 손의 열린상처
09,안과,호전,1,대구,2023,H26,기타 백내장
08,정형외과,불변(호전안됨),1,대구,2023,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증"
09,신장내과,경쾌,1,대구,2023,J18,상세불명 병원체의 폐렴
08,내분비내과,호전,4,대구,2023,U07,U07의 응급사용
12,순환기내과,경쾌,1,대구,2023,I42,심근병증
08,정형외과,호전,1,대구,2023,M16,고관절증
05,신경외과,경쾌,3,대구,2023,S32,요추 및 골반의 골절
12,신장내과,호전,1,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
06,신경외과,호전,2,대구,2023,S22,"늑골, 흉골 및 흉추의 골절"
06,비뇨의학과,진단만실시,3,대구,2023,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
05,순환기내과,경쾌,1,대구,2023,E11,2형 당뇨병
05,순환기내과,경쾌,2,대구,2023,I47,발작성 빈맥
05,외과,경쾌,2,대구,2023,K35,급성 충수염
08,정형외과,호전,2,대구,2023,S92,발목을 제외한 발의 골절
05,신경외과,호전,1,대구,2023,M54,등통증
12,신장내과,경쾌,2,대구,2023,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염
12,신장내과,호전,1,대구,2023,E16,췌장내분비의 기타 장애
05,정형외과,호전,1,대구,2023,S92,발목을 제외한 발의 골절
07,신경외과,경쾌,3,대구,2023,S22,"늑골, 흉골 및 흉추의 골절"
08,순환기내과,경쾌,1,대구,2023,I35,비류마티스성 대동맥판장애
06,비뇨의학과,호전,1,대구,2023,C61,전립선의 악성 신생물
07,정형외과,호전,3,대구,2023,S92,발목을 제외한 발의 골절
09,재활의학과,호전,3,대구,2023,M48,기타 척추병증
08,비뇨의학과,호전,2,대구,2023,R31,상세불명의 혈뇨
12,신장내과,호전,1,대구,2023,J13,폐렴연쇄알균에 의한 폐렴
07,신장내과,진단만실시,1,대구,2023,N17,급성 신부전
07,신경외과,호전,5,대구,2023,M51,기타 추간판장애
08,순환기내과,호전,1,대구,2023,E11,2형 당뇨병
12,외과,불변(호전안됨),1,대구,2023,T81,달리 분류되지 않은 처치의 합병증
06,소화기내과,불변(호전안됨),1,대구,2023,C20,직장의 악성 신생물
05,재활의학과,호전,1,대구,2023,G20,파킨슨병
06,순환기내과,경쾌,1,대구,2023,R55,실신 및 허탈
12,순환기내과,경쾌,1,대구,2023,J13,폐렴연쇄알균에 의한 폐렴
09,재활의학과,경쾌,1,대구,2023,G62,기타 다발신경병증
05,비뇨의학과,호전,1,대구,2023,C61,전립선의 악성 신생물
11,재활의학과,호전,1,대구,2023,M48,기타 척추병증
07,소화기내과,불변(호전안됨),1,대구,2023,C15,식도의 악성 신생물
08,순환기내과,경쾌,1,대구,2023,E87,"수분, 전해질 및 산-염기균형의 기타 장애"
06,정형외과,호전,1,대구,2023,M86,골수염
05,내분비내과,호전,1,대구,2023,J69,고체 및 액체에 의한 폐렴
09,비뇨의학과,호전,2,대구,2023,N40,전립선증식증
12,정형외과,호전,1,대구,2023,M65,윤활막염 및 힘줄윤활막염
06,순환기내과,경쾌,5,대구,2023,I70,죽상경화증
09,순환기내과,호전,1,대구,2023,J44,기타 만성 폐쇄성 폐질환
11,순환기내과,호전,2,대구,2023,I70,죽상경화증
12,안과,호전,1,대구,2023,H43,유리체의 장애
12,신경외과,경쾌,1,대구,2023,M96,달리 분류되지 않은 처치후 근골격장애
04,소화기내과,호전,1,대구,2023,C16,위의 악성 신생물
10,신장내과,48시간 후 사망,1,대구,2023,J18,상세불명 병원체의 폐렴
12,신장내과,진단만실시,1,대구,2023,J69,고체 및 액체에 의한 폐렴
06,정형외과,호전,1,대구,2023,S43,"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장"
07,소화기내과,경쾌,1,대구,2023,C22,간 및 간내 담관의 악성 신생물
08,소화기내과,불변(호전안됨),1,대구,2023,J44,기타 만성 폐쇄성 폐질환
09,순환기내과,경쾌,1,대구,2023,R00,심장박동의 이상
10,안과,호전,41,대구,2023,H25,노년백내장
06,외과,경쾌,1,대구,2023,K35,급성 충수염
06,소화기내과,48시간 후 사망,1,대구,2023,J69,고체 및 액체에 의한 폐렴
10,소화기내과,경쾌,1,대구,2023,K31,위 및 십이지장의 기타 질환
11,소화기내과,호전,2,대구,2023,K80,담석증
09,순환기내과,호전,1,대구,2023,A41,기타 패혈증
10,소화기내과,호전,1,대구,2023,K75,기타 염증성 간질환
08,정형외과,호전,2,대구,2023,L03,연조직염
10,정형외과,호전,8,대구,2023,M75,어깨병변
10,소화기내과,호전,1,대구,2023,K80,담석증
10,소화기내과,호전,1,대구,2023,K21,위-식도역류병
10,신장내과,호전,1,대구,2023,J18,상세불명 병원체의 폐렴
07,신경외과,경쾌,1,대구,2023,I60,거미막하출혈
09,순환기내과,경쾌,1,대구,2023,J12,달리 분류되지 않은 바이러스폐렴
09,소화기내과,호전,1,대구,2023,R10,복부 및 골반 통증
11,순환기내과,경쾌,1,대구,2023,I45,기타 전도장애
07,정형외과,호전,5,대구,2023,S72,대퇴골의 골절
09,비뇨의학과,진단만실시,2,대구,2023,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
10,정형외과,호전,1,대구,2023,L03,연조직염
11,신경외과,호전,10,대구,2023,S32,요추 및 골반의 골절
11,재활의학과,경쾌,2,대구,2023,M51,기타 추간판장애
11,순환기내과,호전,1,대구,2023,U07,U07의 응급사용
06,신경외과,경쾌,3,대구,2023,S32,요추 및 골반의 골절
05,재활의학과,호전,2,대구,2023,M48,기타 척추병증
06,소화기내과,호전,1,대구,2023,K92,소화계통의 기타 질환
10,정형외과,호전,1,대구,2023,S80,아래다리의 표재성 손상
11,소화기내과,불변(호전안됨),1,대구,2023,K80,담석증
12,신장내과,치료안함,1,대구,2023,E11,2형 당뇨병
09,외과,경쾌,1,대구,2023,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염
09,신경외과,호전,3,대구,2023,S32,요추 및 골반의 골절
10,순환기내과,경쾌,5,대구,2023,I50,심부전
07,신장내과,불변(호전안됨),1,대구,2023,E11,2형 당뇨병
07,소화기내과,진단만실시,1,대구,2023,C18,결장의 악성 신생물
10,순환기내과,호전,1,대구,2023,I73,기타 말초혈관질환
10,비뇨의학과,호전,1,대구,2023,N40,전립선증식증
11,정형외과,호전,1,대구,2023,S96,발목 및 발 부위의 근육 및 힘줄의 손상
11,순환기내과,호전,1,대구,2023,N39,비뇨계통의 기타 장애
06,순환기내과,경쾌,1,대구,2023,I35,비류마티스성 대동맥판장애
09,소화기내과,호전,1,대구,2023,D12,"결장, 직장, 항문 및 항문관의 양성 신생물"
10,순환기내과,경쾌,2,대구,2023,I35,비류마티스성 대동맥판장애
06,소화기내과,호전,1,대구,2023,J93,기흉
07,순환기내과,호전,1,대구,2023,I70,죽상경화증
10,외과,경쾌,1,대구,2023,L89,욕창궤양 및 압박부위
10,소화기내과,호전,1,대구,2023,K22,식도의 기타 질환
11,신장내과,경쾌,1,대구,2023,M62,근육의 기타 장애
09,순환기내과,호전,3,대구,2023,E11,2형 당뇨병
07,비뇨의학과,진단만실시,4,대구,2023,C61,전립선의 악성 신생물
10,신경외과,경쾌,1,대구,2023,M51,기타 추간판장애
10,신경외과,경쾌,2,대구,2023,S32,요추 및 골반의 골절
08,순환기내과,호전,1,대구,2023,I10,본태성(원발성) 고혈압
10,신장내과,호전,1,대구,2023,J69,고체 및 액체에 의한 폐렴
10,순환기내과,경쾌,3,대구,2023,R07,목구멍 및 가슴의 통증
11,외과,48시간 전 사망,1,대구,2023,K65,복막염
08,순환기내과,불변(호전안됨),1,대구,2023,I48,심방세동 및 조동
07,비뇨의학과,호전,1,대구,2023,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물
07,정형외과,호전,1,대구,2023,M10,통풍
10,정형외과,호전,1,대구,2023,E11,2형 당뇨병
08,소화기내과,호전,1,대구,2023,K26,십이지장궤양
10,재활의학과,호전,1,대구,2023,M47,척추증
10,신경외과,경쾌,2,대구,2023,S22,"늑골, 흉골 및 흉추의 골절"
08,소화기내과,호전,1,대구,2023,K80,담석증
05,신경외과,경쾌,1,대구,2023,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증"
10,신경외과,호전,3,대구,2023,M51,기타 추간판장애
07,소화기내과,경쾌,1,대구,2023,K29,위염 및 십이지장염
07,재활의학과,호전,1,대구,2023,M96,달리 분류되지 않은 처치후 근골격장애
08,순환기내과,불변(호전안됨),1,대구,2023,J18,상세불명 병원체의 폐렴
08,외과,경쾌,1,대구,2023,D13,기타 및 부위불명의 소화계통의 양성 신생물
10,순환기내과,경쾌,3,대구,2023,I25,만성 허혈심장병
06,순환기내과,경쾌,1,대구,2023,I26,폐색전증
07,소화기내과,호전,1,대구,2023,K31,위 및 십이지장의 기타 질환
08,내분비내과,호전,1,대구,2023,J90,달리 분류되지 않은 흉막삼출액
09,재활의학과,호전,1,대구,2023,G57,다리의 단일신경병증
07,순환기내과,경쾌,1,대구,2023,I35,비류마티스성 대동맥판장애
09,신경외과,호전,3,대구,2023,M51,기타 추간판장애
05,신장내과,경쾌,1,대구,2023,N39,비뇨계통의 기타 장애
08,신경과,경쾌,2,대구,2023,I63,뇌경색증
08,소화기내과,경쾌,1,대구,2023,C20,직장의 악성 신생물
09,순환기내과,경쾌,2,대구,2023,I21,급성 심근경색증
12,소화기내과,호전,1,대구,2023,L93,홍반루푸스
10,재활의학과,호전,1,대구,2023,G21,이차성 파킨슨증
11,소화기내과,호전,1,대구,2023,M51,기타 추간판장애
10,순환기내과,불변(호전안됨),1,대구,2023,K74,간의 섬유증 및 경변증
11,신경외과,경쾌,1,대구,2023,M43,기타 변형성 등병증
10,소화기내과,불변(호전안됨),1,대구,2023,C22,간 및 간내 담관의 악성 신생물
10,소화기내과,호전,1,대구,2023,R52,달리 분류되지 않은 통증
11,순환기내과,경쾌,1,대구,2023,I47,발작성 빈맥
12,비뇨의학과,호전,1,대구,2023,R31,상세불명의 혈뇨
11,순환기내과,경쾌,2,대구,2023,R55,실신 및 허탈
10,외과,경쾌,1,대구,2023,K81,담낭염
11,신경외과,경쾌,1,대구,2023,U07,U07의 응급사용
11,순환기내과,경쾌,1,대구,2023,J20,급성 기관지염
07,순환기내과,경쾌,1,대구,2023,S22,"늑골, 흉골 및 흉추의 골절"
08,순환기내과,경쾌,1,대구,2023,D64,기타 빈혈
08,소화기내과,호전,1,대구,2023,K92,소화계통의 기타 질환
06,소화기내과,불변(호전안됨),1,대구,2023,E11,2형 당뇨병
09,소화기내과,호전,1,대구,2023,K59,기타 기능성 장장애
10,재활의학과,호전,1,대구,2023,S32,요추 및 골반의 골절
06,순환기내과,호전,1,대구,2023,N10,급성 세뇨관-간질신장염
08,순환기내과,경쾌,1,대구,2023,E11,2형 당뇨병
05,비뇨의학과,호전,1,대구,2023,N31,달리 분류되지 않은 방광의 신경근육기능장애
10,비뇨의학과,호전,1,대구,2023,C61,전립선의 악성 신생물
11,정형외과,호전,1,대구,2023,S92,발목을 제외한 발의 골절
07,소화기내과,호전,1,대구,2023,N10,급성 세뇨관-간질신장염
08,순환기내과,불변(호전안됨),1,대구,2023,U07,U07의 응급사용
09,정형외과,호전,1,대구,2023,M05,혈청검사양성 류마티스관절염
04,신경외과,호전,8,대구,2023,S32,요추 및 골반의 골절
05,재활의학과,호전,1,대구,2023,D16,골 및 관절연골의 양성 신생물
01,소화기내과,호전,7,대구,2023,D13,기타 및 부위불명의 소화계통의 양성 신생물
02,재활의학과,호전,3,대구,2023,G62,기타 다발신경병증
02,소화기내과,불변(호전안됨),1,대구,2023,C53,자궁경부의 악성 신생물
03,신경외과,경쾌,1,대구,2023,M43,기타 변형성 등병증
03,신경과,불변(호전안됨),1,대구,2023,I63,뇌경색증
03,신경외과,호전,6,대구,2023,M51,기타 추간판장애
04,가정의학과,48시간 후 사망,20,대구,2023,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람
05,소화기내과,호전,1,대구,2023,M10,통풍
01,소화기내과,호전,3,대구,2023,U07,U07의 응급사용
05,안과,호전,58,대구,2023,H25,노년백내장
05,정형외과,호전,1,대구,2023,S81,아래다리의 열린상처
05,정형외과,호전,4,대구,2023,M25,달리 분류되지 않은 기타 관절장애
03,순환기내과,48시간 전 사망,1,대구,2023,A41,기타 패혈증
03,재활의학과,호전,1,대구,2023,G21,이차성 파킨슨증
02,재활의학과,호전,7,대구,2023,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람
02,순환기내과,경쾌,1,대구,2023,J90,달리 분류되지 않은 흉막삼출액
02,소화기내과,경쾌,1,대구,2023,E11,2형 당뇨병
01,정형외과,호전,22,대구,2023,M17,무릎관절증
02,순환기내과,호전,2,대구,2023,E11,2형 당뇨병
04,정형외과,호전,2,대구,2023,L72,피부 및 피하조직의 모낭낭
01,소화기내과,불변(호전안됨),1,대구,2023,C25,췌장의 악성 신생물
01,소화기내과,호전,2,대구,2023,J18,상세불명 병원체의 폐렴
01,신장내과,호전,1,대구,2023,E11,2형 당뇨병
03,정형외과,호전,2,대구,2023,M23,무릎의 내부장애
03,내분비내과,호전,1,대구,2023,I95,저혈압
03,비뇨의학과,진단만실시,6,대구,2023,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
03,신경외과,경쾌,12,대구,2023,M48,기타 척추병증
03,순환기내과,경쾌,1,대구,2023,C66,요관의 악성 신생물
01,정형외과,호전,1,대구,2023,E11,2형 당뇨병
02,비뇨의학과,호전,3,대구,2023,C61,전립선의 악성 신생물
04,소화기내과,호전,2,대구,2023,D13,기타 및 부위불명의 소화계통의 양성 신생물
01,순환기내과,호전,33,대구,2023,I20,협심증
02,소화기내과,불변(호전안됨),1,대구,2023,K56,탈장이 없는 마비성 장폐색증 및 장폐색
02,비뇨의학과,호전,3,대구,2023,D09,기타 및 상세불명 부위의 제자리암종
03,순환기내과,경쾌,7,대구,2023,R07,목구멍 및 가슴의 통증
01,신장내과,경쾌,4,대구,2023,N18,만성 신장병
03,안과,불변(호전안됨),1,대구,2023,H27,수정체의 기타 장애
04,순환기내과,호전,13,대구,2023,I20,협심증
02,순환기내과,호전,1,대구,2023,I77,동맥 및 세동맥의 기타 장애
02,소화기내과,호전,3,대구,2023,E11,2형 당뇨병
04,내분비내과,호전,4,대구,2023,E11,2형 당뇨병
04,정형외과,호전,2,대구,2023,E11,2형 당뇨병
04,순환기내과,경쾌,2,대구,2023,J44,기타 만성 폐쇄성 폐질환
04,순환기내과,경쾌,2,대구,2023,I11,고혈압성 심장병
04,순환기내과,호전,1,대구,2023,I35,비류마티스성 대동맥판장애
04,신경외과,호전,3,대구,2023,M48,기타 척추병증
02,정형외과,호전,4,대구,2023,M19,기타 관절증
03,재활의학과,호전,1,대구,2023,R26,보행과 이동의 이상
03,신경외과,경쾌,5,대구,2023,M51,기타 추간판장애
02,정형외과,불변(호전안됨),1,대구,2023,R02,달리 분류되지 않은 괴저
07,순환기내과,불변(호전안됨),2,대구,2023,I20,협심증
04,비뇨의학과,호전,1,대구,2023,N39,비뇨계통의 기타 장애
02,순환기내과,경쾌,1,대구,2023,E11,2형 당뇨병
04,내분비내과,호전,2,대구,2023,J18,상세불명 병원체의 폐렴
01,순환기내과,경쾌,2,대구,2023,J44,기타 만성 폐쇄성 폐질환
01,순환기내과,호전,2,대구,2023,I21,급성 심근경색증
03,소화기내과,호전,1,대구,2023,D50,철결핍빈혈
05,신장내과,경쾌,1,대구,2023,U07,U07의 응급사용
02,소화기내과,호전,1,대구,2023,K92,소화계통의 기타 질환
04,순환기내과,경쾌,3,대구,2023,J18,상세불명 병원체의 폐렴
05,정형외과,호전,10,대구,2023,M75,어깨병변
05,신경외과,경쾌,6,대구,2023,M51,기타 추간판장애
05,순환기내과,경쾌,2,대구,2023,I50,심부전
03,외과,경쾌,1,대구,2023,K64,치핵 및 항문주위정맥혈전증
05,순환기내과,불변(호전안됨),1,대구,2023,I20,협심증
02,신장내과,48시간 후 사망,1,대구,2023,R57,달리 분류되지 않은 쇼크
01,외과,경쾌,1,대구,2023,C19,직장구불결장접합부의 악성 신생물
03,신경과,경쾌,1,대구,2023,R26,보행과 이동의 이상
02,외과,호전,1,대구,2023,T20,머리 및 목의 화상 및 부식
03,소화기내과,불변(호전안됨),1,대구,2023,C95,상세불명 세포형의 백혈병
01,소화기내과,호전,3,대구,2023,I10,본태성(원발성) 고혈압
02,순환기내과,경쾌,2,대구,2023,R55,실신 및 허탈
02,내분비내과,48시간 후 사망,1,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
04,정형외과,호전,1,대구,2023,Q69,다지증
05,정형외과,호전,1,대구,2023,S82,발목을 포함한 아래다리의 골절
05,비뇨의학과,진단만실시,3,대구,2023,C61,전립선의 악성 신생물
01,소화기내과,호전,1,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
03,신장내과,48시간 후 사망,1,대구,2023,J69,고체 및 액체에 의한 폐렴
01,신장내과,호전,1,대구,2023,C22,간 및 간내 담관의 악성 신생물
03,비뇨의학과,호전,3,대구,2023,D09,기타 및 상세불명 부위의 제자리암종
02,이비인후과,호전,1,대구,2023,H66,화농성 및 상세불명의 중이염
02,순환기내과,경쾌,1,대구,2023,I45,기타 전도장애
01,순환기내과,48시간 후 사망,1,대구,2023,I48,심방세동 및 조동
01,재활의학과,호전,1,대구,2023,G62,기타 다발신경병증
02,순환기내과,경쾌,1,대구,2023,I25,만성 허혈심장병
01,외과,경쾌,2,대구,2023,K35,급성 충수염
03,순환기내과,경쾌,1,대구,2023,I71,대동맥동맥류 및 박리
03,정형외과,호전,1,대구,2023,G56,팔의 단일신경병증
01,순환기내과,48시간 후 사망,1,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
03,소화기내과,호전,1,대구,2023,C16,위의 악성 신생물
03,신경과,호전,1,대구,2023,G81,편마비
03,신장내과,호전,1,대구,2023,E14,상세불명의 당뇨병
03,신장내과,호전,1,대구,2023,C34,기관지 및 폐의 악성 신생물
02,신경과,경쾌,1,대구,2023,I63,뇌경색증
04,신경외과,경쾌,1,대구,2023,S22,"늑골, 흉골 및 흉추의 골절"
02,정형외과,호전,1,대구,2023,E11,2형 당뇨병
01,순환기내과,불변(호전안됨),1,대구,2023,D50,철결핍빈혈
03,순환기내과,진단만실시,1,대구,2023,I20,협심증
03,정형외과,호전,1,대구,2023,M19,기타 관절증
03,정형외과,호전,1,대구,2023,M61,근육의 석회화 및 골화
01,순환기내과,호전,2,대구,2023,J69,고체 및 액체에 의한 폐렴
03,신장내과,호전,1,대구,2023,K92,소화계통의 기타 질환
04,소화기내과,호전,1,대구,2023,Z94,이식된 기관 및 조직의 상태
03,순환기내과,불변(호전안됨),1,대구,2023,K81,담낭염
04,내분비내과,호전,1,대구,2023,J44,기타 만성 폐쇄성 폐질환
03,정형외과,호전,1,대구,2023,E11,2형 당뇨병
06,순환기내과,호전,12,대구,2023,I20,협심증
12,외과,경쾌,4,대구,2023,K80,담석증
07,소화기내과,경쾌,1,대구,2023,U07,U07의 응급사용
09,신장내과,48시간 후 사망,1,대구,2023,C90,다발골수종 및 악성 형질세포신생물
12,정형외과,호전,2,대구,2023,M87,골괴사
08,비뇨의학과,호전,1,대구,2023,R33,소변정체
11,순환기내과,경쾌,1,대구,2023,K75,기타 염증성 간질환
12,비뇨의학과,호전,2,대구,2023,D09,기타 및 상세불명 부위의 제자리암종
08,소화기내과,호전,1,대구,2023,K71,독성간질환
09,순환기내과,경쾌,2,대구,2023,I77,동맥 및 세동맥의 기타 장애
09,재활의학과,경쾌,2,대구,2023,M51,기타 추간판장애
05,소화기내과,호전,1,대구,2023,J18,상세불명 병원체의 폐렴
08,순환기내과,호전,1,대구,2023,I42,심근병증
12,순환기내과,경쾌,3,대구,2023,I50,심부전
11,순환기내과,경쾌,2,대구,2023,I26,폐색전증
09,순환기내과,경쾌,5,대구,2023,E11,2형 당뇨병
09,소화기내과,호전,1,대구,2023,R11,구역 및 구토
09,순환기내과,경쾌,2,대구,2023,U07,U07의 응급사용
06,신경외과,경쾌,3,대구,2023,M48,기타 척추병증
05,신장내과,불변(호전안됨),2,대구,2023,N18,만성 신장병
12,신경외과,불변(호전안됨),2,대구,2023,S32,요추 및 골반의 골절
12,신경외과,경쾌,7,대구,2023,M51,기타 추간판장애
05,순환기내과,불변(호전안됨),2,대구,2023,J44,기타 만성 폐쇄성 폐질환
09,내분비내과,호전,1,대구,2023,I95,저혈압
12,정형외과,호전,7,대구,2023,M75,어깨병변
06,비뇨의학과,호전,1,대구,2023,N39,비뇨계통의 기타 장애
06,정형외과,호전,6,대구,2023,S72,대퇴골의 골절
09,순환기내과,경쾌,1,대구,2023,K75,기타 염증성 간질환
08,순환기내과,경쾌,1,대구,2023,J44,기타 만성 폐쇄성 폐질환
12,비뇨의학과,불변(호전안됨),2,대구,2023,R33,소변정체
05,신경과,호전,1,대구,2023,H81,전정기능의 장애
12,순환기내과,호전,1,대구,2023,E11,2형 당뇨병
05,재활의학과,호전,1,대구,2023,M23,무릎의 내부장애
11,순환기내과,호전,1,대구,2023,I74,동맥색전증 및 혈전증
12,재활의학과,호전,1,대구,2023,G62,기타 다발신경병증
12,신장내과,경쾌,1,대구,2023,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자
06,신경외과,호전,4,대구,2023,M96,달리 분류되지 않은 처치후 근골격장애
11,신경과,경쾌,1,대구,2023,I63,뇌경색증
12,소화기내과,호전,1,대구,2023,J21,급성 세기관지염
06,순환기내과,호전,3,대구,2023,I77,동맥 및 세동맥의 기타 장애
11,정형외과,호전,3,대구,2023,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람
12,순환기내과,진단만실시,1,대구,2023,N17,급성 신부전
12,신장내과,경쾌,4,대구,2023,E11,2형 당뇨병
09,정형외과,호전,2,대구,2023,D21,결합조직 및 기타 연조직의 기타 양성 신생물
09,신경외과,경쾌,6,대구,2023,M48,기타 척추병증
