년도,지역,구분,코드,상병명,59세 이하,60-64세,65-69세,70-79세,80-89세,90세 이상,연령별_합계
2022,대구,입원(연인원),E00~E07,갑상선의 장애,0,0,0,1,0,0,1
2022,대구,입원(연인원),"B18, B19, K70~K77",간의 질환,16,0,9,566,55,346,992
2022,대구,입원(연인원),N18,만성신부전증,163,43,244,2822,961,1591,5824
2022,대구,외래,"I10~I13, I15",고혈압,1081,1133,1969,12035,2377,918,19513
2022,대구,외래,E10~E14,당뇨병,1395,1277,2203,16739,2777,677,25068
2022,대구,외래,"F00~F99, G40~G41",정신 및 행동장애,953,495,934,7559,3650,1846,15437
2022,대구,외래,"A15, A16, A19",호흡기결핵,0,0,0,19,20,4,43
2022,대구,외래,"I05~I09, I20~I27, I30~I52",심장질환,746,698,1364,16450,3138,962,23358
2022,대구,외래,I60~I69,대뇌혈관질환,308,367,906,8938,2255,795,13569
2022,대구,외래,"G00~G37, G43~G83",신경계질환,1280,596,829,12393,1475,350,16923
2022,대구,외래,"C00~C97, D00~D09",악성신생물,178,97,437,6599,1474,484,9269
2022,대구,외래,E00~E07,갑상선의 장애,505,349,720,3448,416,137,5575
2022,대구,외래,"B18, B19, K70~K77",간의 질환,639,292,382,1876,189,19,3397
2022,대구,외래,N18,만성신부전증,977,598,579,5962,1064,579,9759
2023,광주,입원(실인원),"I10~I13, I15",고혈압,11,5,7,69,26,3,121
2023,광주,입원(실인원),E10~E14,당뇨병,9,8,4,104,13,2,140
2023,광주,입원(실인원),"F00~F99, G40~G41",정신 및 행동장애,2,1,4,27,8,14,56
2023,광주,입원(실인원),"A15, A16, A19",호흡기결핵,0,0,0,2,2,1,5
2023,광주,입원(실인원),"I05~I09, I20~I27, I30~I52",심장질환,31,41,54,691,173,65,1055
2023,광주,입원(실인원),I60~I69,대뇌혈관질환,19,12,23,212,49,26,341
2023,광주,입원(실인원),"G00~G37, G43~G83",신경계질환,25,14,12,134,21,2,208
2023,광주,입원(실인원),"C00~C97, D00~D09",악성신생물,96,54,56,590,227,36,1059
2023,광주,입원(실인원),E00~E07,갑상선의 장애,0,0,0,7,0,0,7
2023,광주,입원(실인원),"B18, B19, K70~K77",간의 질환,12,4,4,41,9,4,74
2023,광주,입원(실인원),N18,만성신부전증,9,6,6,41,21,4,87
2023,광주,입원(연인원),"I10~I13, I15",고혈압,84,26,34,583,353,23,1103
2023,광주,입원(연인원),E10~E14,당뇨병,57,235,48,1684,274,64,2362
2023,광주,입원(연인원),"F00~F99, G40~G41",정신 및 행동장애,22,4,67,700,99,311,1203
2023,광주,입원(연인원),"A15, A16, A19",호흡기결핵,0,0,0,117,15,15,147
2023,광주,입원(연인원),"I05~I09, I20~I27, I30~I52",심장질환,119,184,466,5455,1814,906,8944
2023,광주,입원(연인원),I60~I69,대뇌혈관질환,1008,751,1312,8786,1186,942,13985
2023,광주,입원(연인원),"G00~G37, G43~G83",신경계질환,829,570,442,5699,976,22,8538
2023,광주,입원(연인원),"C00~C97, D00~D09",악성신생물,1755,1404,1304,11398,5752,1570,23183
2023,광주,입원(연인원),E00~E07,갑상선의 장애,0,0,0,103,0,0,103
2023,광주,입원(연인원),"B18, B19, K70~K77",간의 질환,217,89,28,673,108,57,1172
2023,광주,입원(연인원),N18,만성신부전증,226,179,93,1414,369,75,2356
2023,광주,외래,"I10~I13, I15",고혈압,1676,1003,1687,11558,2290,729,18943
2023,광주,외래,E10~E14,당뇨병,1348,904,1456,11072,2049,324,17153
2023,광주,외래,"F00~F99, G40~G41",정신 및 행동장애,2729,977,1195,8891,4797,2053,20642
2023,광주,외래,"A15, A16, A19",호흡기결핵,0,0,1,18,4,0,23
2023,광주,외래,"I05~I09, I20~I27, I30~I52",심장질환,1086,1026,1338,15153,3233,945,22781
2023,광주,외래,I60~I69,대뇌혈관질환,1252,585,771,7817,2237,638,13300
2023,광주,외래,"G00~G37, G43~G83",신경계질환,1561,1062,1165,7938,1512,282,13520
2023,광주,외래,"C00~C97, D00~D09",악성신생물,878,492,617,9345,2362,562,14256
2023,광주,외래,E00~E07,갑상선의 장애,398,184,245,1237,235,44,2343
2023,광주,외래,"B18, B19, K70~K77",간의 질환,854,351,401,2321,325,42,4294
2023,광주,외래,N18,만성신부전증,1494,488,885,4134,1614,176,8791
2023,서울,입원(실인원),,고혈압,0,0,1,3,0,0,4
2023,서울,입원(실인원),,당뇨병,15,5,4,170,32,14,240
2023,서울,입원(실인원),,정신 및 행동장애,78,21,22,65,15,0,201
2023,서울,입원(실인원),,호흡기결핵,0,0,0,15,3,3,21
2023,서울,입원(실인원),,심장질환,46,30,56,941,334,104,1511
2023,서울,입원(실인원),,대뇌혈관질환,25,27,45,515,112,35,759
2023,서울,입원(실인원),,신경계질환,34,15,24,228,79,23,403
2023,서울,입원(실인원),,악성신생물,54,36,78,1477,357,124,2126
2023,서울,입원(실인원),,갑상선의 장애,4,1,0,12,0,1,18
2023,서울,입원(실인원),,간의 질환,5,0,1,57,19,6,88
2023,서울,입원(실인원),,만성신부전증,13,8,3,126,39,14,203
2023,서울,입원(연인원),,고혈압,0,0,6,176,0,0,182
2023,서울,입원(연인원),,당뇨병,259,168,62,2884,618,85,4076
2023,서울,입원(연인원),,정신 및 행동장애,6009,1887,1815,3115,525,0,13351
2023,서울,입원(연인원),,호흡기결핵,0,0,0,337,28,40,405
2023,서울,입원(연인원),,심장질환,283,366,490,9759,3851,1296,16045
2023,서울,입원(연인원),,대뇌혈관질환,792,276,367,6971,1063,471,9940
2023,서울,입원(연인원),,신경계질환,4490,737,2171,16501,5136,1574,30609
2023,서울,입원(연인원),,악성신생물,560,604,1130,22557,5004,1643,31498
2023,서울,입원(연인원),,갑상선의 장애,23,9,0,73,51,0,156
2023,서울,입원(연인원),,간의 질환,80,0,25,895,169,97,1266
2023,서울,입원(연인원),,만성신부전증,260,133,75,2191,492,78,3229
2023,서울,외래,,고혈압,1784,1594,3068,24751,6333,1601,39131
2023,서울,외래,,당뇨병,2954,2404,4225,41363,8643,1417,61006
2023,서울,외래,,정신 및 행동장애,4431,1282,1949,17388,7338,2554,34942
2023,서울,외래,,호흡기결핵,17,2,21,340,74,99,553
2023,서울,외래,,심장질환,1244,1244,2542,38085,10463,2744,56322
2023,서울,외래,,대뇌혈관질환,1047,751,1928,22930,5923,1814,34393
2023,서울,외래,,신경계질환,6965,2623,4282,34392,7512,1573,57347
2023,서울,외래,,악성신생물,1548,1014,2617,42637,9768,2168,59752
2023,서울,외래,,갑상선의 장애,784,474,980,5380,1238,156,9012
2023,서울,외래,,간의 질환,813,560,654,4706,701,94,7528
2023,서울,외래,,만성신부전증,1175,499,779,13566,4666,1300,21985
2023,부산,입원(실인원),"I10~I13, I15",고혈압,1,4,0,40,11,2,58
2023,부산,입원(실인원),E10~E14,당뇨병,2,3,1,46,6,0,58
2023,부산,입원(실인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,4,1,0,5
2023,부산,입원(실인원),"A15, A16, A19",호흡기결핵,0,0,0,12,0,2,14
2023,부산,입원(실인원),"I05~I09, I20~I27, I30~I52",심장질환,18,11,28,761,142,57,1017
2023,부산,입원(실인원),I60~I69,대뇌혈관질환,10,4,3,110,30,3,160
2023,부산,입원(실인원),"G00~G37, G43~G83",신경계질환,13,0,8,99,12,0,132
2023,부산,입원(실인원),"C00~C97, D00~D09",악성신생물,22,13,14,307,94,29,479
2023,부산,입원(실인원),E00~E07,갑상선의 장애,0,0,0,0,0,0,0
2023,부산,입원(실인원),"B18, B19, K70~K77",간의 질환,6,1,3,36,7,0,53
2023,부산,입원(실인원),N18,만성신부전증,2,0,0,45,9,6,62
2023,부산,입원(연인원),"I10~I13, I15",고혈압,2,82,0,388,161,18,651
2023,부산,입원(연인원),E10~E14,당뇨병,124,56,13,1866,155,0,2214
2023,부산,입원(연인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,202,16,0,218
2023,부산,입원(연인원),"A15, A16, A19",호흡기결핵,0,0,0,294,0,46,340
2023,부산,입원(연인원),"I05~I09, I20~I27, I30~I52",심장질환,72,43,230,5987,1505,718,8555
2023,부산,입원(연인원),I60~I69,대뇌혈관질환,666,291,168,6263,2092,111,9591
2023,부산,입원(연인원),"G00~G37, G43~G83",신경계질환,720,0,610,6913,754,0,8997
2023,부산,입원(연인원),"C00~C97, D00~D09",악성신생물,693,413,496,6929,2151,1156,11838
2023,부산,입원(연인원),E00~E07,갑상선의 장애,0,0,0,0,0,0,0
2023,부산,입원(연인원),"B18, B19, K70~K77",간의 질환,276,1,126,976,137,1516,3032
2023,부산,입원(연인원),N18,만성신부전증,29,0,0,2299,578,153,3059
2023,부산,외래,"I10~I13, I15",고혈압,729,513,984,10685,2040,473,15424
2023,부산,외래,E10~E14,당뇨병,845,766,1225,17485,2794,380,23495
2023,부산,외래,"F00~F99, G40~G41",정신 및 행동장애,1487,553,1109,14294,3491,1032,21966
2023,부산,외래,"A15, A16, A19",호흡기결핵,15,0,0,94,2,11,122
2023,부산,외래,"I05~I09, I20~I27, I30~I52",심장질환,440,472,973,16903,3299,748,22835
2023,부산,외래,I60~I69,대뇌혈관질환,682,262,523,9567,1964,359,13357
2023,부산,외래,"G00~G37, G43~G83",신경계질환,904,479,555,7567,1089,191,10785
2023,부산,외래,"C00~C97, D00~D09",악성신생물,219,127,213,11931,2037,301,14828
2023,부산,외래,E00~E07,갑상선의 장애,218,119,238,1601,276,47,2499
2023,부산,외래,"B18, B19, K70~K77",간의 질환,518,211,356,2420,313,18,3836
2023,부산,외래,N18,만성신부전증,768,393,217,10250,1746,554,13928
2023,대전,입원(실인원),"I10~I13, I15",고혈압,1,0,0,23,5,7,36
2023,대전,입원(실인원),E10~E14,당뇨병,8,2,10,147,52,2,221
2023,대전,입원(실인원),"F00~F99, G40~G41",정신 및 행동장애,2,0,0,6,1,2,11
2023,대전,입원(실인원),"A15, A16, A19",호흡기결핵,1,3,6,61,9,11,91
2023,대전,입원(실인원),"I05~I09, I20~I27, I30~I52",심장질환,3,2,2,58,33,10,108
2023,대전,입원(실인원),I60~I69,대뇌혈관질환,14,5,4,68,14,1,106
2023,대전,입원(실인원),"G00~G37, G43~G83",신경계질환,36,15,60,165,96,34,406
2023,대전,입원(실인원),"C00~C97, D00~D09",악성신생물,2,0,0,1,0,1,4
2023,대전,입원(실인원),E00~E07,갑상선의 장애,4,2,1,25,1,0,33
2023,대전,입원(실인원),"B18, B19, K70~K77",간의 질환,249,148,243,2905,703,212,4460
2023,대전,입원(실인원),N18,만성신부전증,6,2,3,74,35,9,129
2023,대전,입원(연인원),"I10~I13, I15",고혈압,5,0,0,430,18,328,781
2023,대전,입원(연인원),E10~E14,당뇨병,66,59,260,2995,943,13,4336
2023,대전,입원(연인원),"F00~F99, G40~G41",정신 및 행동장애,21,0,0,254,39,31,345
2023,대전,입원(연인원),"A15, A16, A19",호흡기결핵,1,7,11,227,41,352,639
2023,대전,입원(연인원),"I05~I09, I20~I27, I30~I52",심장질환,245,137,106,3048,1954,185,5675
2023,대전,입원(연인원),I60~I69,대뇌혈관질환,1064,150,85,3329,946,4,5578
2023,대전,입원(연인원),"G00~G37, G43~G83",신경계질환,712,277,1050,2808,2514,1105,8466
2023,대전,입원(연인원),"C00~C97, D00~D09",악성신생물,11,0,0,105,0,3,119
2023,대전,입원(연인원),E00~E07,갑상선의 장애,32,5,3,159,1,0,200
2023,대전,입원(연인원),"B18, B19, K70~K77",간의 질환,2858,2299,2656,37572,12368,5018,62771
2023,대전,입원(연인원),N18,만성신부전증,10,2,9,1518,332,261,2132
2023,대전,외래,"I10~I13, I15",고혈압,925,698,1197,9109,2008,658,14595
2023,대전,외래,E10~E14,당뇨병,1175,1051,1443,14118,2522,365,20674
2023,대전,외래,"F00~F99, G40~G41",정신 및 행동장애,1273,373,807,9105,3378,1098,16034
2023,대전,외래,"A15, A16, A19",호흡기결핵,6,0,0,29,0,10,45
2023,대전,외래,"I05~I09, I20~I27, I30~I52",심장질환,224,167,379,5987,1317,440,8514
2023,대전,외래,I60~I69,대뇌혈관질환,412,314,751,10104,2531,609,14721
2023,대전,외래,"G00~G37, G43~G83",신경계질환,1347,378,500,5181,898,234,8538
2023,대전,외래,"C00~C97, D00~D09",악성신생물,305,248,506,4101,1534,327,7021
2023,대전,외래,E00~E07,갑상선의 장애,315,125,180,1093,202,50,1965
2023,대전,외래,"B18, B19, K70~K77",간의 질환,816,284,385,1844,320,43,3692
2023,대전,외래,N18,만성신부전증,884,655,418,4529,1702,690,8878
2023,대구,입원(실인원),"I10~I13, I15",고혈압,3,1,0,25,10,11,50
2023,대구,입원(실인원),E10~E14,당뇨병,14,11,6,151,39,6,227
2023,대구,입원(실인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,2,0,0,2
2023,대구,입원(실인원),"A15, A16, A19",호흡기결핵,0,0,0,4,2,2,8
2023,대구,입원(실인원),"I05~I09, I20~I27, I30~I52",심장질환,23,31,48,626,135,58,921
2023,대구,입원(실인원),I60~I69,대뇌혈관질환,0,0,2,34,9,8,53
2023,대구,입원(실인원),"G00~G37, G43~G83",신경계질환,3,0,3,57,9,1,73
2023,대구,입원(실인원),"C00~C97, D00~D09",악성신생물,2,2,10,114,33,21,182
2023,대구,입원(실인원),E00~E07,갑상선의 장애,0,0,0,0,0,0,
2023,대구,입원(실인원),"B18, B19, K70~K77",간의 질환,1,0,1,7,3,2,14
2023,대구,입원(실인원),N18,만성신부전증,4,1,3,54,8,4,74
2023,대구,입원(연인원),"I10~I13, I15",고혈압,111,12,0,789,134,554,1600
2023,대구,입원(연인원),E10~E14,당뇨병,538,251,116,8317,1255,285,10762
2023,대구,입원(연인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,31,0,0,31
2023,대구,입원(연인원),"A15, A16, A19",호흡기결핵,0,0,0,90,57,114,261
2023,대구,입원(연인원),"I05~I09, I20~I27, I30~I52",심장질환,42,95,274,6706,2570,1340,11027
2023,대구,입원(연인원),I60~I69,대뇌혈관질환,0,0,17,1506,280,425,2228
2023,대구,입원(연인원),"G00~G37, G43~G83",신경계질환,77,0,147,2600,259,95,3178
2023,대구,입원(연인원),"C00~C97, D00~D09",악성신생물,14,2,244,1801,1236,706,4003
2023,대구,입원(연인원),E00~E07,갑상선의 장애,0,0,0,0,0,0,
2023,대구,입원(연인원),"B18, B19, K70~K77",간의 질환,13,0,8,115,162,316,614
2023,대구,입원(연인원),N18,만성신부전증,223,64,53,3850,385,92,4667
2023,대구,외래,"I10~I13, I15",고혈압,1085,851,1740,10852,2604,1037,18169
2023,대구,외래,E10~E14,당뇨병,1199,1089,1783,14331,2864,709,21975
2023,대구,외래,"F00~F99, G40~G41",정신 및 행동장애,964,583,780,7361,4260,2356,16304
2023,대구,외래,"A15, A16, A19",호흡기결핵,0,0,0,28,12,0,40
2023,대구,외래,"I05~I09, I20~I27, I30~I52",심장질환,745,696,1266,16209,3358,1127,23401
2023,대구,외래,I60~I69,대뇌혈관질환,271,364,863,8089,2156,862,12605
2023,대구,외래,"G00~G37, G43~G83",신경계질환,1284,444,998,12962,1697,344,17729
2023,대구,외래,"C00~C97, D00~D09",악성신생물,218,79,307,6353,1570,630,9157
2023,대구,외래,E00~E07,갑상선의 장애,405,322,524,3234,516,120,5121
2023,대구,외래,"B18, B19, K70~K77",간의 질환,602,301,322,1711,247,27,3210
2023,대구,외래,N18,만성신부전증,621,410,907,7060,1156,704,10858
2021,인천,입원(실인원),"I10~I13, I15",고혈압,2,0,1,8,12,17,40
2021,인천,입원(실인원),E10~E14,당뇨병,16,6,18,106,33,11,190
2021,인천,입원(실인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,3,1,0,4
2021,인천,입원(실인원),"A15, A16, A19",호흡기결핵,0,0,0,1,0,0,1
2021,인천,입원(실인원),"I05~I09, I20~I27, I30~I52",심장질환,0,0,0,3,5,1,9
2021,인천,입원(실인원),I60~I69,대뇌혈관질환,1,2,3,27,5,0,38
2021,인천,입원(실인원),"G00~G37, G43~G83",신경계질환,4,6,4,22,4,1,41
2021,인천,입원(실인원),"C00~C97, D00~D09",악성신생물,3,0,1,60,41,9,114
2021,인천,입원(실인원),E00~E07,갑상선의 장애,0,0,0,1,0,0,1
2021,인천,입원(실인원),"B18, B19, K70~K77",간의 질환,1,1,0,5,3,0,10
2021,인천,입원(실인원),N18,만성신부전증,0,0,0,0,0,1,1
2021,인천,입원(연인원),"I10~I13, I15",고혈압,5,0,1,153,203,445,807
2021,인천,입원(연인원),E10~E14,당뇨병,171,33,281,1836,563,233,3117
2021,인천,입원(연인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,193,25,0,218
2021,인천,입원(연인원),"A15, A16, A19",호흡기결핵,0,0,0,13,0,0,13
2021,인천,입원(연인원),"I05~I09, I20~I27, I30~I52",심장질환,0,0,0,61,164,3,228
2021,인천,입원(연인원),I60~I69,대뇌혈관질환,13,7,10,601,134,0,765
2021,인천,입원(연인원),"G00~G37, G43~G83",신경계질환,101,93,24,731,226,16,1191
2021,인천,입원(연인원),"C00~C97, D00~D09",악성신생물,63,0,84,1150,1142,157,2596
2021,인천,입원(연인원),E00~E07,갑상선의 장애,0,0,0,14,0,0,14
2021,인천,입원(연인원),"B18, B19, K70~K77",간의 질환,5,8,0,159,44,0,216
2021,인천,입원(연인원),N18,만성신부전증,0,0,0,0,0,11,11
2021,인천,외래,"I10~I13, I15",고혈압,607,699,886,6213,1657,528,10590
2021,인천,외래,E10~E14,당뇨병,493,366,665,4316,872,164,6876
2021,인천,외래,"F00~F99, G40~G41",정신 및 행동장애,32,39,117,1240,736,206,2370
2021,인천,외래,"A15, A16, A19",호흡기결핵,0,0,0,0,0,0,0
2021,인천,외래,"I05~I09, I20~I27, I30~I52",심장질환,64,74,122,1370,340,156,2126
2021,인천,외래,I60~I69,대뇌혈관질환,38,68,153,2463,599,122,3443
2021,인천,외래,"G00~G37, G43~G83",신경계질환,572,162,225,2502,330,135,3926
2021,인천,외래,"C00~C97, D00~D09",악성신생물,32,24,32,1142,394,74,1698
2021,인천,외래,E00~E07,갑상선의 장애,86,13,24,203,33,2,361
2021,인천,외래,"B18, B19, K70~K77",간의 질환,220,80,77,532,37,6,952
2021,인천,외래,N18,만성신부전증,0,4,0,49,3,10,66
2022,인천,입원(실인원),"I10~I13, I15",고혈압,0,0,0,2,0,6,8
2022,인천,입원(실인원),E10~E14,당뇨병,5,1,4,42,15,2,69
2022,인천,입원(실인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,4,2,0,6
2022,인천,입원(실인원),"A15, A16, A19",호흡기결핵,0,0,0,0,0,0,0
2022,인천,입원(실인원),"I05~I09, I20~I27, I30~I52",심장질환,0,0,0,0,2,1,3
2022,인천,입원(실인원),I60~I69,대뇌혈관질환,0,0,1,8,4,1,14
2022,인천,입원(실인원),"G00~G37, G43~G83",신경계질환,3,0,1,16,2,0,22
2022,인천,입원(실인원),"C00~C97, D00~D09",악성신생물,2,5,0,34,26,19,86
2022,인천,입원(실인원),E00~E07,갑상선의 장애,0,0,0,0,0,0,0
2022,인천,입원(실인원),"B18, B19, K70~K77",간의 질환,1,1,1,4,0,0,7
2022,인천,입원(실인원),N18,만성신부전증,0,0,0,0,0,0,0
2022,인천,입원(연인원),"I10~I13, I15",고혈압,0,0,0,24,0,151,175
2022,인천,입원(연인원),E10~E14,당뇨병,49,12,31,689,325,101,1207
2022,인천,입원(연인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,40,8,0,48
2022,인천,입원(연인원),"A15, A16, A19",호흡기결핵,0,0,0,0,0,0,0
2022,인천,입원(연인원),"I05~I09, I20~I27, I30~I52",심장질환,0,0,0,0,4,36,40
2022,인천,입원(연인원),I60~I69,대뇌혈관질환,0,0,13,240,53,20,326
2022,인천,입원(연인원),"G00~G37, G43~G83",신경계질환,84,0,7,548,87,0,726
2022,인천,입원(연인원),"C00~C97, D00~D09",악성신생물,5,71,0,501,569,552,1698
2022,인천,입원(연인원),E00~E07,갑상선의 장애,0,0,0,0,0,0,0
2022,인천,입원(연인원),"B18, B19, K70~K77",간의 질환,18,8,19,24,0,0,69
2022,인천,입원(연인원),N18,만성신부전증,0,0,0,0,0,0,0
2022,인천,외래,"I10~I13, I15",고혈압,524,620,881,6659,1543,603,10830
2022,인천,외래,E10~E14,당뇨병,480,366,641,4416,827,216,6946
2022,인천,외래,"F00~F99, G40~G41",정신 및 행동장애,46,38,114,1484,706,251,2639
2022,인천,외래,"A15, A16, A19",호흡기결핵,0,0,0,0,0,0,0
2022,인천,외래,"I05~I09, I20~I27, I30~I52",심장질환,26,29,47,608,224,114,1048
2022,인천,외래,I60~I69,대뇌혈관질환,108,109,301,2664,825,179,4186
2022,인천,외래,"G00~G37, G43~G83",신경계질환,543,87,402,4011,429,92,5564
2022,인천,외래,"C00~C97, D00~D09",악성신생물,55,37,37,1457,370,136,2092
2022,인천,외래,E00~E07,갑상선의 장애,58,21,24,211,42,5,361
2022,인천,외래,"B18, B19, K70~K77",간의 질환,231,82,86,482,39,4,924
2022,인천,외래,N18,만성신부전증,0,4,0,55,11,0,70
2023,인천,입원(실인원),"I10~I13, I15",고혈압,0,0,0,4,2,2,8
2023,인천,입원(실인원),E10~E14,당뇨병,2,2,7,42,16,13,82
2023,인천,입원(실인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,34,12,2,48
2023,인천,입원(실인원),"A15, A16, A19",호흡기결핵,0,0,0,2,1,0,3
2023,인천,입원(실인원),"I05~I09, I20~I27, I30~I52",심장질환,0,0,0,3,4,2,9
2023,인천,입원(실인원),I60~I69,대뇌혈관질환,2,0,1,34,10,4,51
2023,인천,입원(실인원),"G00~G37, G43~G83",신경계질환,0,1,2,30,12,1,46
2023,인천,입원(실인원),"C00~C97, D00~D09",악성신생물,0,2,3,59,28,38,130
2023,인천,입원(실인원),E00~E07,갑상선의 장애,0,0,0,2,0,0,2
2023,인천,입원(실인원),"B18, B19, K70~K77",간의 질환,3,3,0,6,1,0,13
2023,인천,입원(실인원),N18,만성신부전증,0,0,0,1,0,1,2
2023,인천,입원(연인원),"I10~I13, I15",고혈압,0,0,0,17,60,25,102
2023,인천,입원(연인원),E10~E14,당뇨병,38,20,173,771,248,349,1599
2023,인천,입원(연인원),"F00~F99, G40~G41",정신 및 행동장애,0,0,0,243,76,43,362
2023,인천,입원(연인원),"A15, A16, A19",호흡기결핵,0,0,0,27,18,0,45
2023,인천,입원(연인원),"I05~I09, I20~I27, I30~I52",심장질환,0,0,0,9,63,61,133
2023,인천,입원(연인원),I60~I69,대뇌혈관질환,104,0,67,823,527,109,1630
2023,인천,입원(연인원),"G00~G37, G43~G83",신경계질환,0,1,7,806,517,61,1392
2023,인천,입원(연인원),"C00~C97, D00~D09",악성신생물,0,37,17,1007,579,1563,3203
2023,인천,입원(연인원),E00~E07,갑상선의 장애,0,0,0,15,0,0,15
2023,인천,입원(연인원),"B18, B19, K70~K77",간의 질환,36,197,0,61,1,0,295
2023,인천,입원(연인원),N18,만성신부전증,0,0,0,7,0,13,20
2023,인천,외래,"I10~I13, I15",고혈압,535,551,833,6194,1438,638,10189
2023,인천,외래,E10~E14,당뇨병,524,361,665,4941,994,272,7757
2023,인천,외래,"F00~F99, G40~G41",정신 및 행동장애,40,30,112,1611,796,410,2999
2023,인천,외래,"A15, A16, A19",호흡기결핵,18,0,0,23,12,8,61
2023,인천,외래,"I05~I09, I20~I27, I30~I52",심장질환,12,26,21,474,153,76,762
2023,인천,외래,I60~I69,대뇌혈관질환,269,44,346,2307,917,260,4143
2023,인천,외래,"G00~G37, G43~G83",신경계질환,631,60,443,3781,1001,124,6040
2023,인천,외래,"C00~C97, D00~D09",악성신생물,25,44,43,1389,316,193,2010
2023,인천,외래,E00~E07,갑상선의 장애,81,33,32,232,52,12,442
2023,인천,외래,"B18, B19, K70~K77",간의 질환,187,63,67,266,44,0,627
2023,인천,외래,N18,만성신부전증,0,3,0,57,18,4,82
