상명코드,가정의학과,내과,마취통증의학과,방사선종양학과,비뇨의학과,산부인과,성형외과,소아청소년과,수면다원검사과,신경과,신경외과,안과,암센터,영상의학과,외과,응급실,응급의학과,이비인후과,일반검진,입원전담의학과,재택치료진료센터,재활의학과,정신건강의학과,정형외과,제작부,종합검진,진단검사의학과,진료부장실,치과,피부과,한의과,핵의학과,호스피스완화의료센터,흉부외과,최다진료과
F25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6870,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F32,226,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,92304,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4258,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F41,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,58305,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16218,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306,0,0,0,0,0,294,0,0,0,0,0,정신건강의학과
F48,2793,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,5,0,0,가정의학과
F51,0,0,0,0,0,0,0,0,104,548,0,0,0,0,0,0,0,0,0,0,0,0,45555,0,0,0,0,0,5,0,0,0,0,0,정신건강의학과
F52,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,비뇨의학과
F60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F66,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,수면다원검사과
F70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
F99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
G06,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경외과
G12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2912,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,한의과
G20,0,0,4,0,0,0,0,0,0,28051,232,0,0,0,0,0,0,0,0,0,0,9919,0,0,0,0,0,0,0,0,0,0,0,0,신경과
G21,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경과
G22,0,0,0,0,0,0,0,0,0,2128,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,신경과
G23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,치과
G25,0,0,0,0,0,0,0,0,4,18534,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,298,신경과
G26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,정신건강의학과
G30,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경과
G31,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경과
G40,0,0,0,0,0,0,0,0,0,6905,61,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,신경과
G43,0,0,0,0,0,0,0,0,0,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,신경과
G44,0,0,165,0,0,0,0,64,0,9736,1139,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,신경과
G45,0,0,0,0,0,0,0,0,0,13647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경과
G47,3657,0,0,0,0,0,0,0,835,734,0,0,0,0,0,0,0,308,0,0,0,0,25051,0,0,0,0,0,0,0,27,0,0,0,정신건강의학과
G50,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,마취통증의학과
G51,0,0,7,0,0,0,0,0,0,1188,247,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,2,0,1068,0,0,0,신경과
G53,0,0,2342,0,37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5244,50,0,0,0,피부과
G54,0,72,308,0,0,0,0,0,0,55,1864,0,0,0,0,300,0,0,0,0,0,6525,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G55,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경외과
G56,0,47,1303,0,0,0,0,0,0,402,0,0,0,0,0,2001,0,0,0,0,0,795,0,5413,0,0,0,0,0,0,0,0,0,0,정형외과
G57,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G58,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,마취통증의학과
G60,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,3639,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G62,0,0,76,0,0,0,0,0,0,1575,655,0,0,0,0,0,0,0,0,0,0,27346,0,193,0,0,0,0,0,0,428,0,0,0,재활의학과
G63,0,276,1248,0,0,0,0,0,0,3429,0,0,0,0,0,0,0,0,0,0,0,9625,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,556,0,0,0,한의과
G71,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,314,0,0,0,재활의학과
G80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G81,66,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,85044,0,0,0,0,0,0,0,0,68,0,0,0,재활의학과
G82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43040,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G83,0,0,3,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G90,0,0,1516,0,0,0,0,0,0,0,0,0,0,0,0,2872,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,응급실
G95,0,0,19,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,0,0,4224,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
G96,0,0,0,0,0,0,0,0,0,8251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경과
G98,0,0,0,0,0,0,0,0,0,11020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경과
H00,0,0,0,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H01,0,0,0,0,0,0,0,0,0,0,0,20730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H02,0,0,0,0,0,0,44,0,0,0,0,12794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H04,0,0,0,0,0,0,0,0,0,0,0,106464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H05,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H10,0,0,0,0,0,0,0,0,0,0,0,10781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H11,0,0,0,0,0,0,0,0,0,0,0,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H16,0,0,0,0,0,0,0,0,0,0,0,11151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,안과
H17,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H18,0,0,0,0,0,0,0,0,0,0,0,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H19,0,0,0,0,0,0,0,0,0,0,0,5763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H20,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,0,0,0,0,피부과
H25,0,0,0,0,0,0,0,0,0,0,0,185729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H26,0,0,0,0,0,0,0,0,0,0,0,21296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H27,0,0,0,0,0,0,0,0,0,0,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H33,0,0,0,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H34,0,0,0,0,0,0,0,0,0,0,0,14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H35,0,0,0,0,0,0,0,0,0,0,0,103836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H36,0,0,0,0,0,0,0,0,0,0,0,42026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H40,0,0,0,0,0,0,0,0,0,0,0,54600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H42,0,0,0,0,0,0,0,0,0,0,0,40948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H43,0,0,0,0,0,0,0,0,0,0,0,8014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H44,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H47,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H49,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H50,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H52,0,0,0,0,0,0,0,0,0,0,0,5802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H53,0,0,0,0,0,0,0,0,0,210,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경과
H54,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,안과
H60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
H61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4911,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,이비인후과
H62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
H65,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
H66,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
H71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
H81,0,0,0,0,0,0,0,0,0,3891,0,0,0,0,0,82,0,5054,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,이비인후과
H90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
H91,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
H92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
H93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47587,0,0,0,0,0,0,0,0,0,0,0,0,2971,0,0,0,이비인후과
I05,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,흉부외과
I06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,흉부외과
I07,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,흉부외과
I10,93034,447612,0,0,21,696,0,11,0,3378,0,0,0,3,119,196,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I11,0,27239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I12,0,6325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I20,572,325660,0,0,0,403,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3711,내과
I21,0,9506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I25,0,23382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568,내과
I26,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,내과
I27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I34,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,흉부외과
I35,0,5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,내과
I42,0,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I44,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I46,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,수면다원검사과
I47,0,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I48,0,75633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I49,0,10651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I50,0,22567,0,0,0,0,0,0,0,0,0,0,0,0,0,359,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,124,내과
I51,0,9551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I60,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경외과
I61,0,0,0,0,0,0,0,0,0,160,5490,0,0,0,0,0,0,0,0,0,0,7326,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
I62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3465,0,0,0,0,0,0,0,0,0,0,0,0,재활의학과
I63,847,0,0,0,0,0,0,0,0,159881,15944,0,0,0,0,310,0,0,0,5,0,35147,0,0,0,0,0,0,0,0,298,0,0,0,신경과
I65,0,18,0,0,0,0,0,0,0,26090,10863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,신경과
I66,0,0,0,0,0,0,0,0,0,3653,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경과
I67,0,0,0,0,0,0,0,4,0,26403,17452,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,신경과
I69,0,0,0,0,0,0,0,0,0,45187,5813,0,0,0,0,0,0,0,0,0,0,14140,0,0,0,0,0,0,0,0,75,0,0,0,신경과
I70,1065,11728,0,0,0,28,0,0,0,0,0,0,0,3,2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3870,내과
I71,0,4800,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,내과
I72,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,신경외과
I73,0,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,1531,0,0,0,0,2,0,201,0,0,696,내과
I77,0,885,0,0,0,0,0,0,0,0,0,0,0,17,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,내과
I79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
I80,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,흉부외과
I83,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,외과
I86,0,2,0,0,1,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,외과
I87,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,외과
I88,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
I89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,외과
I95,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J00,41300,15804,0,0,1,0,0,10947,0,0,0,0,0,0,0,1825,0,3566,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,가정의학과
J01,183,650,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,이비인후과
J02,5067,1066,0,0,0,0,0,3413,0,0,0,0,0,0,0,21,0,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,가정의학과
J03,214,41,0,0,0,0,0,1419,0,0,0,0,0,0,0,320,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,소아청소년과
J04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2938,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,이비인후과
J06,8734,2332,0,0,0,0,0,20,0,0,0,0,0,0,0,742,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,가정의학과
J07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,한의과
J09,0,21,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,소아청소년과
J10,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,소아청소년과
J11,0,169,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,소아청소년과
J12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J15,0,46,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,소아청소년과
J18,89,20043,0,0,0,0,0,5657,0,0,0,0,0,0,0,3659,22,0,2,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J20,2005,4776,0,0,0,0,0,6353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,소아청소년과
J21,0,3441,0,0,0,0,0,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,한의과
J30,24160,4587,0,0,0,0,0,2557,0,0,0,0,0,0,0,0,0,42687,0,0,0,0,0,0,0,0,0,0,1,0,352,0,0,0,이비인후과
J31,946,3846,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
J32,0,667,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,16108,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,이비인후과
J33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
J34,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
J35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
J37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
J38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
J39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,이비인후과
J40,4276,19459,0,0,0,0,0,87,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J41,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J42,1051,11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J43,0,7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J44,2131,108306,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J45,92,31947,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J47,0,8166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J69,0,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J82,0,5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,내과
J84,0,9377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,내과
