진료년도,진료과목,주상병코드,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2023,정형외과,C68,2 ,6 ,6 ,343090 ,660650 
2023,정형외과,C69,5 ,19 ,22 ,6857770 ,7771930 
2023,정형외과,C70,6 ,7 ,19 ,7099900 ,9571830 
2023,정형외과,C71,108 ,280 ,2186 ,197954890 ,230239180 
2023,정형외과,C72,47 ,122 ,466 ,53598280 ,63256580 
2023,정형외과,C73,471 ,1358 ,5832 ,382962900 ,464219790 
2023,정형외과,C74,26 ,64 ,83 ,27095410 ,31240050 
2023,정형외과,C75,8 ,15 ,100 ,5210700 ,6267240 
2023,정형외과,C76,212 ,715 ,1514 ,373021860 ,442156180 
2023,정형외과,C77,70 ,164 ,508 ,139433550 ,157304020 
2023,정형외과,C78,100 ,261 ,1536 ,329266360 ,365461380 
2023,정형외과,C79,2465 ,6726 ,15434 ,6521756530 ,7349357970 
2023,정형외과,C80,88 ,236 ,556 ,97780620 ,119622000 
2023,정형외과,C81,15 ,32 ,244 ,20787260 ,24317760 
2023,정형외과,C82,36 ,59 ,105 ,19375480 ,24021940 
2023,정형외과,C83,195 ,440 ,1581 ,281435610 ,324040750 
2023,정형외과,C84,17 ,82 ,626 ,103098280 ,113535990 
2023,정형외과,C85,105 ,246 ,1122 ,111276460 ,136322970 
2023,정형외과,C86,10 ,22 ,21 ,3364180 ,3876640 
2023,정형외과,C88,20 ,41 ,56 ,7179080 ,7908120 
2023,정형외과,C90,515 ,1336 ,3699 ,871801170 ,992015940 
2023,정형외과,C91,111 ,427 ,819 ,119047290 ,132172200 
2023,정형외과,C92,144 ,365 ,1041 ,142990530 ,159576280 
2023,정형외과,C93,12 ,60 ,287 ,27628480 ,29543350 
2023,정형외과,C94,5 ,6 ,9 ,3102190 ,3333850 
2023,정형외과,C95,19 ,45 ,156 ,28344460 ,32237710 
2023,정형외과,C96,180 ,425 ,548 ,117799920 ,140645460 
2023,정형외과,D00,8 ,10 ,7 ,668370 ,749150 
2023,정형외과,D01,27 ,77 ,696 ,47500660 ,56662970 
2023,정형외과,D02,8 ,11 ,27 ,2517500 ,2877020 
2023,정형외과,D03,43 ,115 ,179 ,38355950 ,43878070 
2023,정형외과,D04,51 ,190 ,348 ,43147560 ,49050060 
2023,정형외과,D05,105 ,331 ,1282 ,70904340 ,86029190 
2023,정형외과,D06,35 ,75 ,384 ,22831660 ,26990810 
2023,정형외과,D07,7 ,27 ,453 ,30749000 ,35876950 
2023,정형외과,D09,21 ,80 ,136 ,8945700 ,10397820 
2023,정형외과,D10,12 ,14 ,10 ,711900 ,1003780 
2023,정형외과,D11,17 ,35 ,70 ,3376950 ,4948000 
2023,정형외과,D12,56 ,93 ,473 ,30633290 ,45860050 
2023,정형외과,D13,47 ,80 ,117 ,4575700 ,7119350 
2023,정형외과,D14,24 ,24 ,30 ,2946000 ,4358200 
2023,정형외과,D15,15 ,19 ,20 ,1099310 ,1853030 
2023,정형외과,D16,13044 ,27788 ,35981 ,3792951540 ,5819117860 
2023,정형외과,D17,16450 ,42713 ,63422 ,7127334910 ,10297826220 
2023,정형외과,D18,4459 ,10997 ,15452 ,1851917690 ,2664852610 
2023,정형외과,D19,34 ,53 ,75 ,8685200 ,12016730 
2023,정형외과,D20,11 ,22 ,22 ,617190 ,1516740 
2023,정형외과,D21,17426 ,46131 ,64474 ,6854523660 ,9973670410 
2023,정형외과,D22,33 ,64 ,82 ,10223180 ,15087590 
2023,정형외과,D23,3189 ,8383 ,10639 ,821528470 ,1193066450 
2023,정형외과,D24,28 ,39 ,48 ,2037940 ,3060600 
2023,정형외과,D25,136 ,171 ,215 ,34278330 ,49088190 
2023,정형외과,D26,4 ,9 ,9 ,118690 ,216990 
2023,정형외과,D27,53 ,66 ,105 ,10884920 ,16138560 
2023,정형외과,D29,14 ,26 ,148 ,10717140 ,12383960 
2023,정형외과,D30,30 ,58 ,93 ,5990810 ,9269510 
2023,정형외과,D31,3 ,6 ,13 ,1511060 ,2137690 
2023,정형외과,D32,295 ,658 ,2598 ,442876470 ,516264740 
2023,정형외과,D33,396 ,1068 ,2741 ,602576990 ,717284870 
2023,정형외과,D34,25 ,34 ,37 ,2542380 ,4133840 
2023,정형외과,D35,91 ,169 ,565 ,96754850 ,118048340 
2023,정형외과,D36,4557 ,11050 ,16132 ,2066170240 ,3008550980 
2023,정형외과,D37,28 ,103 ,841 ,58904700 ,69067810 
2023,정형외과,D38,19 ,25 ,85 ,12269400 ,16722930 
2023,정형외과,D39,6 ,11 ,11 ,218010 ,240110 
2023,정형외과,D40,3 ,4 ,3 ,32000 ,77900 
2023,정형외과,D41,11 ,22 ,19 ,1438160 ,1875140 
2023,정형외과,D42,14 ,34 ,133 ,14534290 ,17520180 
2023,정형외과,D43,118 ,235 ,906 ,98796540 ,123367230 
2023,정형외과,D44,24 ,47 ,76 ,16104090 ,18999330 
2023,정형외과,D45,15 ,49 ,235 ,23654160 ,26724840 
2023,정형외과,D46,74 ,204 ,820 ,118598630 ,133908910 
2023,정형외과,D47,89 ,322 ,1356 ,132505210 ,151243310 
2023,정형외과,D48,4263 ,12445 ,16519 ,3406290520 ,4104570520 
2023,정형외과,D50,442 ,619 ,1034 ,61670720 ,83611230 
2023,정형외과,D51,9 ,11 ,10 ,174440 ,265070 
2023,정형외과,D52,13 ,15 ,33 ,515040 ,681820 
2023,정형외과,D53,16 ,39 ,174 ,11856080 ,15704500 
2023,정형외과,D57,1 ,5 ,5 ,149380 ,451780 
2023,정형외과,D59,4 ,12 ,74 ,3896620 ,5799720 
2023,정형외과,D60,2 ,2 ,1 ,26270 ,72100 
2023,정형외과,D61,46 ,105 ,92 ,19220320 ,22066220 
2023,정형외과,D62,10 ,15 ,14 ,678660 ,1217690 
2023,정형외과,D63,7 ,9 ,37 ,2275430 ,3218020 
2023,정형외과,D64,370 ,580 ,740 ,52886690 ,70849600 
2023,정형외과,D65,8 ,13 ,48 ,15616690 ,20292600 
2023,정형외과,D66,137 ,303 ,570 ,669764390 ,751560880 
2023,정형외과,D67,24 ,47 ,206 ,272078790 ,311302990 
2023,정형외과,D68,36 ,48 ,155 ,59746620 ,76530160 
2023,정형외과,D69,116 ,179 ,232 ,29007140 ,38117100 
2023,정형외과,D70,33 ,56 ,164 ,87587950 ,102344950 
2023,정형외과,D71,2 ,3 ,3 ,228090 ,253390 
2023,정형외과,D72,9 ,13 ,11 ,484930 ,728440 
2023,정형외과,D73,3 ,3 ,7 ,1129390 ,1622550 
2023,정형외과,D75,18 ,31 ,32 ,2885490 ,5453920 
2023,정형외과,D76,37 ,105 ,204 ,32328970 ,44610260 
2023,정형외과,D77,1 ,1 ,1 ,11260 ,18760 
2023,정형외과,D80,1 ,1 ,1 ,55310 ,61410 
2023,정형외과,D81,1 ,1 ,1 ,20390 ,33350 
2023,정형외과,D82,13 ,21 ,21 ,782080 ,1180980 
2023,정형외과,D84,6 ,6 ,5 ,153970 ,236920 
2023,정형외과,D86,19 ,42 ,49 ,4328470 ,4986870 
2023,정형외과,D89,11 ,19 ,11 ,384670 ,551650 
2023,정형외과,E00,2 ,2 ,1 ,89150 ,127870 
2023,정형외과,E02,3 ,3 ,30 ,142970 ,177620 
2023,정형외과,E03,572 ,898 ,1034 ,40904570 ,58604560 
2023,정형외과,E04,79 ,92 ,103 ,7898830 ,12494240 
2023,정형외과,E05,196 ,266 ,263 ,15035660 ,22498320 
2023,정형외과,E06,69 ,125 ,129 ,4047530 ,7188810 
2023,정형외과,E07,287 ,314 ,312 ,19413750 ,27402240 
2023,정형외과,E10,1001 ,4182 ,7376 ,716206890 ,1001678090 
2023,정형외과,E11,18779 ,57066 ,154365 ,24894117730 ,33028137240 
2023,정형외과,E12,89 ,407 ,511 ,24657620 ,38670500 
2023,정형외과,E13,1059 ,4911 ,8804 ,880884490 ,1207605690 
2023,정형외과,E14,9656 ,41356 ,87119 ,13111911890 ,17665437440 
2023,정형외과,E15,4 ,4 ,13 ,754790 ,1034800 
2023,정형외과,E16,53 ,77 ,224 ,14200440 ,18862080 
2023,정형외과,E20,20 ,35 ,36 ,4545190 ,5429320 
2023,정형외과,E21,57 ,66 ,121 ,7131600 ,9935380 
2023,정형외과,E22,74 ,162 ,255 ,26625820 ,39530770 
2023,정형외과,E23,181 ,305 ,305 ,12489260 ,28062010 
2023,정형외과,E24,22 ,41 ,64 ,12716300 ,17232530 
2023,정형외과,E25,4 ,4 ,4 ,150270 ,161970 
2023,정형외과,E26,1 ,1 ,1 ,14690 ,57090 
2023,정형외과,E27,42 ,86 ,294 ,37486690 ,48675030 
2023,정형외과,E28,12 ,17 ,17 ,396510 ,644910 
2023,정형외과,E29,2 ,2 ,2 ,10050 ,16650 
2023,정형외과,E30,157 ,297 ,298 ,14706490 ,27508490 
2023,정형외과,E31,1 ,4 ,4 ,275610 ,308500 
2023,정형외과,E32,3 ,3 ,3 ,78050 ,151050 
2023,정형외과,E34,190 ,346 ,355 ,21151090 ,34690330 
2023,정형외과,E35,9 ,12 ,12 ,842950 ,1401520 
2023,정형외과,E40,1 ,1 ,1 ,15450 ,23650 
2023,정형외과,E41,10 ,13 ,13 ,147060 ,235060 
2023,정형외과,E43,3 ,4 ,4 ,35720 ,66020 
2023,정형외과,E44,8 ,10 ,66 ,3965870 ,5338180 
2023,정형외과,E45,1 ,1 ,1 ,7620 ,34620 
2023,정형외과,E46,25 ,28 ,89 ,7881110 ,10480800 
2023,정형외과,E50,604 ,894 ,945 ,9769750 ,15462040 
2023,정형외과,E51,6 ,23 ,260 ,16808470 ,22689910 
2023,정형외과,E52,1 ,1 ,1 ,9450 ,18750 
2023,정형외과,E53,30 ,43 ,64 ,5894430 ,8038450 
2023,정형외과,E54,5 ,8 ,8 ,80700 ,133900 
2023,정형외과,E55,3255 ,5268 ,5318 ,140461710 ,260824260 
2023,정형외과,E56,111 ,132 ,110 ,2959570 ,5678250 
2023,정형외과,E58,217 ,321 ,327 ,8541640 ,15150060 
2023,정형외과,E59,1 ,5 ,108 ,5620520 ,6837770 
2023,정형외과,E61,29 ,35 ,44 ,639790 ,966060 
2023,정형외과,E63,137 ,177 ,230 ,8247470 ,11194610 
2023,정형외과,E65,27 ,37 ,37 ,603060 ,1235090 
2023,정형외과,E66,61 ,103 ,116 ,12582540 ,16718050 
2023,정형외과,E70,1 ,1 ,1 ,64980 ,72180 
2023,정형외과,E71,4 ,6 ,15 ,6050350 ,7228900 
2023,정형외과,E72,6 ,17 ,23 ,6480490 ,7282330 
2023,정형외과,E74,6 ,14 ,14 ,664040 ,812890 
2023,정형외과,E75,67 ,143 ,236 ,62699870 ,80053490 
2023,정형외과,E76,48 ,117 ,151 ,98701730 ,108808290 
2023,정형외과,E77,9 ,12 ,12 ,705010 ,779310 
2023,정형외과,E78,5558 ,8086 ,9075 ,294343400 ,436458280 
2023,정형외과,E79,185 ,341 ,348 ,14137410 ,21690210 
2023,정형외과,E80,2 ,3 ,3 ,661820 ,802120 
2023,정형외과,E83,2863 ,4382 ,4381 ,140266500 ,214340990 
2023,정형외과,E84,5 ,14 ,19 ,1786450 ,2484300 
2023,정형외과,E85,18 ,46 ,86 ,28735800 ,35728250 
2023,정형외과,E86,375 ,529 ,624 ,24117990 ,33152720 
2023,정형외과,E87,283 ,390 ,1242 ,151384010 ,201093060 
2023,정형외과,E88,340 ,665 ,757 ,60475750 ,92981770 
2023,정형외과,E89,41 ,63 ,98 ,8566750 ,12049710 
2023,정형외과,F00,11730 ,60839 ,1003015 ,62303661600 ,83140371990 
2023,정형외과,F01,134 ,600 ,13100 ,845784650 ,1118069700 
2023,정형외과,F02,35 ,148 ,2547 ,189665690 ,244798980 
2023,정형외과,F03,677 ,2981 ,40784 ,2570864810 ,3421615240 
2023,정형외과,F05,81 ,170 ,2113 ,126430030 ,173667810 
2023,정형외과,F06,444 ,695 ,1685 ,82984430 ,121525650 
2023,정형외과,F07,88 ,117 ,176 ,11053750 ,16590390 
2023,정형외과,F10,46 ,121 ,1567 ,99705720 ,137235350 
2023,정형외과,F13,1 ,1 ,2 ,556510 ,701970 
2023,정형외과,F16,1 ,1 ,11 ,14640 ,18290 
2023,정형외과,F17,4 ,4 ,5 ,327480 ,472010 
2023,정형외과,F19,2 ,3 ,8 ,1295480 ,1626630 
2023,정형외과,F20,77 ,229 ,2778 ,254797060 ,313305800 
2023,정형외과,F22,12 ,19 ,187 ,11026760 ,14489110 
2023,정형외과,F23,2 ,2 ,26 ,1907990 ,2604170 
2023,정형외과,F24,1 ,1 ,0 ,6390 ,7100 
2023,정형외과,F25,6 ,41 ,27 ,1073950 ,1465130 
2023,정형외과,F28,1 ,1 ,0 ,33840 ,42300 
2023,정형외과,F29,7 ,17 ,118 ,7688660 ,10190660 
2023,정형외과,F31,302 ,696 ,1173 ,36175320 ,49343230 
2023,정형외과,F32,389 ,658 ,1103 ,38071860 ,52871430 
2023,정형외과,F33,12 ,21 ,52 ,6483960 ,9206050 
2023,정형외과,F34,20 ,52 ,93 ,2088590 ,3207730 
2023,정형외과,F38,9 ,11 ,11 ,46590 ,213890 
2023,정형외과,F39,7 ,13 ,11 ,422610 ,1060920 
2023,정형외과,F40,16 ,24 ,28 ,976200 ,1407470 
2023,정형외과,F41,608 ,1110 ,1313 ,33687030 ,48738790 
2023,정형외과,F43,43 ,73 ,147 ,8248450 ,12360370 
2023,정형외과,F44,1 ,2 ,2 ,15720 ,24120 
2023,정형외과,F45,63 ,83 ,135 ,7677190 ,10575180 
2023,정형외과,F48,587 ,774 ,760 ,12523460 ,20570990 
2023,정형외과,F50,32 ,50 ,49 ,666110 ,1087210 
2023,정형외과,F51,568 ,988 ,1272 ,21535000 ,31553230 
2023,정형외과,F52,16 ,23 ,23 ,99930 ,155830 
2023,정형외과,F54,25 ,38 ,65 ,2877150 ,3946360 
2023,정형외과,F59,1 ,1 ,1 ,28760 ,39860 
2023,정형외과,F60,1 ,5 ,5 ,15650 ,30650 
2023,정형외과,F62,1 ,2 ,2 ,99760 ,285160 
2023,정형외과,F63,2 ,2 ,1 ,158940 ,223730 
2023,정형외과,F70,4 ,4 ,4 ,269750 ,479950 
2023,정형외과,F71,1 ,1 ,1 ,18100 ,65600 
2023,정형외과,F72,1 ,2 ,2 ,71500 ,79300 
2023,정형외과,F78,1 ,7 ,7 ,22400 ,166600 
2023,정형외과,F79,4 ,8 ,145 ,7708500 ,9573930 
2023,정형외과,F80,5 ,8 ,8 ,212620 ,307620 
2023,정형외과,F82,1 ,19 ,19 ,215300 ,430000 
2023,정형외과,F84,39 ,111 ,111 ,2140920 ,3135840 
2023,정형외과,F89,1 ,1 ,1 ,30480 ,96480 
2023,정형외과,F90,19 ,51 ,103 ,1180350 ,1868920 
2023,정형외과,F95,6 ,10 ,9 ,134790 ,225090 
2023,정형외과,F98,8 ,16 ,19 ,1057320 ,1493550 
2023,정형외과,F99,2 ,2 ,23 ,2169750 ,3034660 
2023,정형외과,G00,4 ,4 ,16 ,3646680 ,5274950 
2023,정형외과,G02,1 ,1 ,1 ,88080 ,146920 
2023,정형외과,G03,27 ,51 ,74 ,8801660 ,12486390 
2023,정형외과,G04,23 ,48 ,546 ,60574010 ,78476840 
2023,정형외과,G05,14 ,18 ,92 ,6916920 ,8363980 
2023,정형외과,G06,206 ,770 ,3415 ,854266550 ,1163508020 
2023,정형외과,G10,1 ,4 ,90 ,6500410 ,7939060 
2023,정형외과,G11,108 ,261 ,1258 ,133141870 ,162847150 
2023,정형외과,G12,159 ,648 ,1439 ,209303200 ,241245330 
2023,정형외과,G13,3 ,10 ,166 ,11477090 ,15456870 
2023,정형외과,G14,338 ,653 ,1396 ,130370050 ,183201930 
2023,정형외과,G20,1785 ,6677 ,97762 ,7634537270 ,9376549450 
2023,정형외과,G21,50 ,134 ,2037 ,142288960 ,183397040 
2023,정형외과,G22,56 ,118 ,750 ,59980740 ,82835760 
2023,정형외과,G23,19 ,76 ,516 ,41026210 ,50652310 
2023,정형외과,G24,184 ,380 ,385 ,8434350 ,16574770 
2023,정형외과,G25,1416 ,2812 ,3042 ,85643100 ,142787180 
2023,정형외과,G26,2 ,3 ,3 ,28660 ,97460 
2023,정형외과,G30,464 ,2419 ,30179 ,1856912600 ,2480889900 
2023,정형외과,G31,751 ,1697 ,3898 ,221022020 ,286814660 
2023,정형외과,G32,6 ,7 ,6 ,129380 ,174730 
2023,정형외과,G35,48 ,394 ,469 ,19602430 ,22927100 
2023,정형외과,G36,15 ,29 ,85 ,9076100 ,10837000 
2023,정형외과,G37,48 ,90 ,180 ,26329620 ,40023430 
2023,정형외과,G40,416 ,945 ,4212 ,305648590 ,403675870 
2023,정형외과,G41,51 ,162 ,2900 ,230821020 ,289924360 
2023,정형외과,G43,1233 ,1800 ,1894 ,77952720 ,126572620 
2023,정형외과,G44,1518 ,1956 ,2305 ,145736880 ,264397620 
2023,정형외과,G45,250 ,380 ,931 ,62518050 ,95460170 
2023,정형외과,G46,146 ,228 ,644 ,33384010 ,45892660 
2023,정형외과,G47,2587 ,4520 ,5292 ,95260260 ,141725560 
2023,정형외과,G50,113 ,208 ,227 ,10342260 ,16479860 
2023,정형외과,G51,617 ,2696 ,2799 ,87549240 ,125471710 
2023,정형외과,G52,40 ,127 ,145 ,15549480 ,24188510 
2023,정형외과,G53,461 ,1005 ,1473 ,37070750 ,54621320 
2023,정형외과,G54,2372 ,6480 ,7351 ,477000550 ,764685730 
2023,정형외과,G55,5147 ,13437 ,15262 ,1198253490 ,1866643160 
2023,정형외과,G56,58667 ,190575 ,256674 ,24875866230 ,36334786780 
2023,정형외과,G57,14830 ,37718 ,42919 ,1967244540 ,2939744010 
2023,정형외과,G58,1574 ,3181 ,3614 ,181662850 ,298301450 
2023,정형외과,G59,326 ,669 ,672 ,12480910 ,28042640 
2023,정형외과,G60,248 ,780 ,949 ,134521480 ,166303700 
2023,정형외과,G61,104 ,408 ,584 ,38910440 ,51264680 
2023,정형외과,G62,5168 ,10959 ,11177 ,320561480 ,643831780 
2023,정형외과,G63,2057 ,5363 ,5519 ,153906690 ,287889410 
2023,정형외과,G64,1620 ,3089 ,3302 ,81705350 ,136550400 
2023,정형외과,G70,54 ,160 ,398 ,26619280 ,32481090 
2023,정형외과,G71,309 ,815 ,1301 ,272982530 ,317629540 
2023,정형외과,G72,60 ,110 ,367 ,64479400 ,85850500 
2023,정형외과,G73,18 ,43 ,50 ,1768820 ,2861660 
2023,정형외과,G80,2739 ,6394 ,10965 ,2633901350 ,3288018710 
2023,정형외과,G81,1282 ,6942 ,126138 ,9106104400 ,11962029880 
2023,정형외과,G82,456 ,2138 ,22198 ,1928515400 ,2525261130 
2023,정형외과,G83,630 ,1514 ,4491 ,901248570 ,1240149930 
2023,정형외과,G90,611 ,5943 ,7202 ,322538980 ,413808420 
2023,정형외과,G91,59 ,120 ,1430 ,114856210 ,158029060 
2023,정형외과,G93,256 ,437 ,3495 ,394979970 ,516977530 
2023,정형외과,G94,4 ,4 ,3 ,386730 ,611140 
2023,정형외과,G95,6042 ,14857 ,28018 ,6971360990 ,9821147590 
2023,정형외과,G96,70 ,113 ,403 ,117950560 ,158882690 
2023,정형외과,G97,20 ,25 ,135 ,32004350 ,43046450 
2023,정형외과,G98,208 ,648 ,1275 ,231995690 ,321351570 
2023,정형외과,G99,288 ,637 ,1332 ,235771970 ,335226150 
2023,정형외과,H00,277 ,348 ,347 ,4491450 ,7041040 
2023,정형외과,H01,137 ,187 ,188 ,2172150 ,4019960 
2023,정형외과,H02,31 ,48 ,89 ,2931570 ,4268320 
2023,정형외과,H03,4 ,9 ,19 ,659250 ,899410 
2023,정형외과,H04,609 ,818 ,931 ,10257030 ,16152600 
2023,정형외과,H05,47 ,66 ,65 ,1459640 ,2396470 
2023,정형외과,H06,6 ,6 ,6 ,104810 ,221710 
2023,정형외과,H10,513 ,636 ,770 ,19063310 ,26720400 
2023,정형외과,H11,165 ,228 ,233 ,2161420 ,3651360 
2023,정형외과,H13,6 ,7 ,7 ,33070 ,71070 
2023,정형외과,H15,1 ,1 ,1 ,0 ,0 
2023,정형외과,H16,114 ,209 ,232 ,3314720 ,6213220 
2023,정형외과,H17,2 ,2 ,1 ,144010 ,189140 
2023,정형외과,H18,3 ,6 ,5 ,116770 ,346530 
2023,정형외과,H19,8 ,13 ,58 ,345980 ,573260 
2023,정형외과,H20,2 ,5 ,5 ,49120 ,84720 
2023,정형외과,H25,53 ,65 ,69 ,3181020 ,4451630 
2023,정형외과,H26,25 ,34 ,79 ,3968490 ,4897790 
2023,정형외과,H32,1 ,1 ,1 ,10850 ,16650 
2023,정형외과,H33,9 ,14 ,12 ,804890 ,1011780 
2023,정형외과,H34,5 ,6 ,3 ,394360 ,594290 
2023,정형외과,H35,77 ,146 ,1095 ,96733850 ,113794880 
2023,정형외과,H36,25 ,43 ,88 ,5367740 ,7580450 
2023,정형외과,H40,93 ,165 ,315 ,15072220 ,22344220 
2023,정형외과,H42,2 ,5 ,1 ,132420 ,249740 
2023,정형외과,H43,5 ,11 ,21 ,141420 ,209420 
2023,정형외과,H44,3 ,5 ,47 ,11369370 ,14915710 
2023,정형외과,H46,4 ,33 ,34 ,1022810 ,1445190 
2023,정형외과,H47,1 ,1 ,1 ,10050 ,16650 
2023,정형외과,H48,1 ,2 ,1 ,24410 ,81110 
2023,정형외과,H49,3 ,3 ,34 ,2034480 ,2915850 
2023,정형외과,H50,12 ,16 ,15 ,486540 ,990320 
2023,정형외과,H51,1 ,1 ,1 ,12610 ,17510 
2023,정형외과,H52,16 ,21 ,16 ,785130 ,1058540 
2023,정형외과,H53,20 ,20 ,20 ,2413530 ,3930170 
2023,정형외과,H54,3 ,7 ,67 ,4553370 ,6125610 
2023,정형외과,H55,3 ,4 ,2 ,501100 ,790830 
2023,정형외과,H57,25 ,74 ,71 ,1662590 ,2380060 
2023,정형외과,H59,5 ,7 ,7 ,66910 ,120840 
2023,정형외과,H60,360 ,554 ,533 ,10178250 ,16182980 
2023,정형외과,H61,32 ,39 ,24 ,1229880 ,1765800 
2023,정형외과,H62,7 ,7 ,7 ,133840 ,233940 
2023,정형외과,H65,64 ,96 ,88 ,1915750 ,2998460 
2023,정형외과,H66,75 ,109 ,130 ,6219440 ,8791520 
2023,정형외과,H67,9 ,16 ,16 ,156680 ,264180 
2023,정형외과,H68,8 ,10 ,66 ,132320 ,196360 
2023,정형외과,H69,1 ,1 ,0 ,12320 ,15390 
2023,정형외과,H70,3 ,8 ,8 ,85820 ,138820 
2023,정형외과,H71,1 ,1 ,16 ,1186520 ,1849030 
2023,정형외과,H73,8 ,10 ,4 ,383000 ,521240 
2023,정형외과,H74,2 ,2 ,2 ,56780 ,116690 
2023,정형외과,H81,940 ,1259 ,1632 ,100916040 ,152136670 
2023,정형외과,H82,6 ,6 ,18 ,994550 ,1319360 
2023,정형외과,H83,3 ,4 ,2 ,77820 ,111320 
2023,정형외과,H90,21 ,90 ,100 ,6890940 ,10566800 
2023,정형외과,H91,59 ,136 ,475 ,18265260 ,26465330 
2023,정형외과,H92,30 ,30 ,27 ,538690 ,880520 
2023,정형외과,H93,209 ,354 ,329 ,8584600 ,13403650 
2023,정형외과,H94,1 ,1 ,1 ,12150 ,22050 
2023,정형외과,I00,170 ,408 ,702 ,61856470 ,85123610 
2023,정형외과,I01,1 ,1 ,1 ,23240 ,37270 
2023,정형외과,I02,3 ,3 ,3 ,46870 ,173470 
2023,정형외과,I05,9 ,18 ,186 ,10933280 ,14986100 
2023,정형외과,I07,1 ,1 ,22 ,4690810 ,6309640 
2023,정형외과,I08,4 ,10 ,10 ,194690 ,353130 
2023,정형외과,I09,1 ,4 ,61 ,12111740 ,12273780 
2023,정형외과,I10,17975 ,34356 ,68096 ,2629794570 ,3692193210 
2023,정형외과,I11,305 ,743 ,1483 ,65734940 ,89985470 
2023,정형외과,I12,12 ,21 ,259 ,19976370 ,26326040 
2023,정형외과,I13,7 ,8 ,15 ,1485610 ,1816810 
2023,정형외과,I15,59 ,142 ,169 ,2846010 ,5017440 
2023,정형외과,I20,574 ,1045 ,3830 ,582929150 ,707701730 
2023,정형외과,I21,147 ,225 ,1219 ,329512820 ,385343830 
2023,정형외과,I22,1 ,9 ,114 ,9624670 ,12695280 
2023,정형외과,I24,17 ,35 ,292 ,19741590 ,26490600 
2023,정형외과,I25,172 ,309 ,1614 ,455264320 ,530765470 
2023,정형외과,I26,77 ,139 ,1439 ,218006710 ,275008990 
2023,정형외과,I27,7 ,13 ,47 ,6083210 ,7608000 
2023,정형외과,I28,2 ,4 ,0 ,207640 ,339470 
2023,정형외과,I31,11 ,13 ,15 ,3048300 ,4041350 
2023,정형외과,I33,13 ,21 ,285 ,184430370 ,204458820 
2023,정형외과,I34,11 ,30 ,335 ,20267100 ,27732470 
2023,정형외과,I35,48 ,92 ,1243 ,199697240 ,262024440 
2023,정형외과,I36,3 ,5 ,4 ,38630 ,147680 
2023,정형외과,I38,5 ,9 ,8 ,191320 ,303660 
2023,정형외과,I39,2 ,3 ,3 ,17310 ,28710 
2023,정형외과,I40,6 ,12 ,7 ,356300 ,528390 
2023,정형외과,I42,149 ,264 ,2204 ,173008370 ,224336650 
2023,정형외과,I43,5 ,5 ,5 ,57080 ,111280 
2023,정형외과,I44,24 ,35 ,150 ,45939300 ,50859140 
2023,정형외과,I45,4 ,4 ,2 ,714730 ,952110 
2023,정형외과,I46,60 ,82 ,597 ,141772230 ,182698540 
2023,정형외과,I47,38 ,62 ,316 ,24817260 ,37327660 
2023,정형외과,I48,265 ,474 ,2544 ,185766630 ,257848200 
2023,정형외과,I49,128 ,250 ,860 ,67776080 ,91974290 
2023,정형외과,I50,328 ,690 ,7767 ,695286100 ,921636060 
2023,정형외과,I51,48 ,64 ,208 ,12602240 ,17401340 
2023,정형외과,I52,2 ,3 ,3 ,32080 ,63780 
2023,정형외과,I60,88 ,290 ,3371 ,303913520 ,394660090 
2023,정형외과,I61,376 ,1567 ,20148 ,1617717800 ,2127135110 
2023,정형외과,I62,69 ,178 ,2893 ,275616980 ,358938480 
2023,정형외과,I63,2179 ,6602 ,83553 ,6431759540 ,8517720150 
2023,정형외과,I64,82 ,135 ,1018 ,80746940 ,107821910 
2023,정형외과,I65,199 ,325 ,930 ,130893180 ,176227400 
2023,정형외과,I66,142 ,207 ,471 ,48681370 ,69804560 
2023,정형외과,I67,877 ,1447 ,5736 ,483469120 ,662382260 
2023,정형외과,I68,7 ,15 ,124 ,4959590 ,8752460 
2023,정형외과,I69,408 ,1192 ,11287 ,764680200 ,1015860250 
2023,정형외과,I70,1757 ,5435 ,14553 ,3023166520 ,3960468460 
2023,정형외과,I71,74 ,122 ,624 ,91775620 ,115219980 
2023,정형외과,I72,56 ,107 ,212 ,36976340 ,50837990 
2023,정형외과,I73,4764 ,12884 ,17147 ,1409437570 ,1943676050 
2023,정형외과,I74,173 ,411 ,1068 ,255479680 ,338301140 
2023,정형외과,I77,644 ,1928 ,4539 ,1129037380 ,1465731200 
2023,정형외과,I78,65 ,99 ,100 ,2094120 ,3781970 
2023,정형외과,I79,156 ,432 ,903 ,81616840 ,115718590 
2023,정형외과,I80,1445 ,2653 ,3909 ,331388300 ,470444990 
2023,정형외과,I81,2 ,17 ,17 ,174640 ,344050 
2023,정형외과,I82,251 ,513 ,637 ,64970030 ,89842430 
2023,정형외과,I83,2127 ,3950 ,4752 ,289030780 ,426055710 
2023,정형외과,I85,2 ,3 ,7 ,610720 ,660940 
2023,정형외과,I86,211 ,357 ,628 ,73410100 ,99831090 
2023,정형외과,I87,5449 ,9834 ,10216 ,331401260 ,560745570 
2023,정형외과,I88,189 ,277 ,342 ,18964790 ,29814640 
2023,정형외과,I89,1300 ,2420 ,2861 ,108808690 ,173532770 
