"year","region","진료과","소속부서","보유장비","진료내용"
2020,"서울","재활센터","수중재활치료","","물의 물리적인 특성을 이용하여 비정상적인 움직임의 패턴들을 다양한 수중 기법을 통하여 정상적인 움직임으로 회복 또는 증진"
2020,"서울","재활센터","인지재활클리닉 ","전산화인지치료프로그램 ","뇌졸중 및 뇌손상후 발생한 인지장애에 대해 약물치료 및 전산화 인지기능 평가 및 치료"
2020,"서울","재활센터","연하장애 클리닉","비디오투시검사","뇌병변 및 중추신경 손상, 두경부 수술 후 발생한 연하장애 환자들의 연하기능평가 및 치료"
2020,"서울","재활센터","경직 클리닉","근전도 검사기","편마비, 척수손상 등으로 인한 경직 완화 중재시술을 근전도 또는 초음파기기 모니터링 하에 실시"
2020,"서울","재활센터","경직 클리닉","초음파진단기",""
2020,"서울","재활센터","의지보조기 클리닉 ","","보장구센터와 협진을 통하여 절단 및 기능장애 환자들에게 적절한 보장구 처방 교육"
2020,"서울","재활센터","장애인스포츠 재활클리닉","","스트레칭 및 재활운동을 통하여 기능유지 및 기능회복 훈련 및 환자의 잔존능력에 따른 적합한 스포츠 활동 처방 "
2020,"서울","재활센터","뇌자극치료 클리닉","경두개 자기자극치료기","자기장을 이용하여 뇌의 특정부위를 국소적으로 자극하여 손상된 뇌기능을 회복시키는 치료법 "
2020,"서울","재활센터","호흡재활클리닉","","만성폐쇄성폐질환, 신경근육성 질환으로 인한 호흡부전을 평가하고 기계호흡접근, 호흡근 강화운동 등 환자의 호흡기능을 유지시키기 위한 재활 치료 시행"
2020,"서울","재활센터","재활체육치료 프로그램","스트레칭장","신체적능력이 저하되어 운동능력이 부족한 환자들을 대상으로 체육교사의 지도에 따라 체육활동을 하고 있음"
2020,"서울","재활센터","재활체육치료 프로그램","체력단련기구",""
2020,"서울","재활센터","일상생활체험 프로그램","일상생활체험실","장애인전용 가구등이 설치되어 있는 독립생활관으로 퇴소 후 환자의 주거상황 및 장애정도에 맞게 일상생활을 영위할수 있도록 하여 사회복귀를 촉진시키는 프로그램"
2020,"서울","재활센터","방문물리/작업치료","","통원치료가 어려운 환자에게 집으로 찾아가 물리치료 및 작업 재활치료를 제공하고 있음"
2020,"서울","재활센터","프로그램","",""
2020,"서울","치과병원","보철과","","총의치, 국소의치, 고정성 보철, 임플란트 보철, 악안면보철, 심미보철, 교합치료, 디지털 보철치료"
2020,"서울","치과병원","구강악안면외과","","구강악안면감염, 턱관절외과, 양성종양치료, 골절 수술, 치조골 이식술, 매복 사랑니 발치, 악골내낭종적출, 악골골절수술"
2020,"서울","치과병원","치주과","","치주질환, 잇몸질환, 심미치주치료, 임플란트"
2020,"서울","치과병원","보존과","미세현미경","근관치료, 충치치료, 심미수복, 미세치근단 현미경 수술, 치아외상, 치아미백, 임플란트"
2020,"서울","치과병원","구강내과","하악운동분석기(K7)","턱관절 질환, 구강악안면통증, 구강연조직질환, 코골이장치, 구취진단 및 검사, "
2020,"서울","치과병원","구강내과","구취측정기(Oral Chroma)","구강건조증"
2020,"서울","치과병원","구강내과","안면신경검사기(Neurometer CPT)",""
2020,"서울","치과병원","구강내과","물리치료기기",""
2020,"서울","치과병원","통합치의학과","","임플란트, 크라운/브릿지, 틀니, 근관 및 수복치료 등 종합적인 치과진료"
2020,"서울","치과병원","방사선실","CBCT","원추 형태의 방사선을 이용하여 촬영하며 낮은 선량으로 악안면 부위의 정밀한 영상을 얻어 진단을 하는 장비"
2020,"서울","치과병원","방사선실","Panorama","치과 영상의 대표적 구외촬영장비로 상하 악골 및 안면구조물을 하나의 연속된 영상으로 보여주는 검사장비"
2020,"서울","치과병원","기공실","기공용 엔진","치아 보철물 절단, 연마, 광택 장비"
2020,"서울","치과병원","기공실","고주파주조기","골드, 금속을 녹여 주조체 만드는 장비"
2020,"서울","치과병원","기공실","CAD/CAM","정밀 보철물 제작 장비"
2020,"서울","치과병원","기공실","Laser Welder","의치수리 및 부적합한 보철물 수정 장비"
2020,"부산","내과","내시경실","위내시경 대장내시경 기관지내시경","식도의 병변, 위궤양, 위암, 소장 및 대장암, 직장암, 담낭 및 췌장질환, 기타 질병을 진단"
2020,"부산","내과","내시경실","아르곤전기소작기","혈관의 지혈, 조직의 절단, 용종제거 등에 사용"
2020,"부산","내과","심혈관센터","심혈관촬영기","1)관상동맥 질환(협심증,심근경색증의 진단및 중재시술) 2)말초동맥 질환의 진단 및 중재시술 3)고혈압,심부전,부정맥 4)영구형 심장 박동기, 삽입형 제세동기, 심장재동기화 치료"""
2020,"부산","내과","심혈관센터","심장초음파진단기","1)관상동맥 질환(협심증,심근경색증의 진단및 중재시술) 2)말초동맥 질환의 진단 및 중재시술 3)고혈압,심부전,부정맥 4)영구형 심장 박동기, 삽입형 제세동기, 심장재동기화 치료"""
2020,"부산","내과","심혈관센터","운동부하심전도기","1)관상동맥 질환(협심증,심근경색증의 진단및 중재시술) 2)말초동맥 질환의 진단 및 중재시술 3)고혈압,심부전,부정맥 4)영구형 심장 박동기, 삽입형 제세동기, 심장재동기화 치료"""
2020,"부산","내과","심혈관센터","24시간혈압측정기","1)관상동맥 질환(협심증,심근경색증의 진단및 중재시술) 2)말초동맥 질환의 진단 및 중재시술 3)고혈압,심부전,부정맥 4)영구형 심장 박동기, 삽입형 제세동기, 심장재동기화 치료"""
2020,"부산","내과","심혈관센터","24시간 심전도기","1)관상동맥 질환(협심증,심근경색증의 진단및 중재시술) 2)말초동맥 질환의 진단 및 중재시술 3)고혈압,심부전,부정맥 4)영구형 심장 박동기, 삽입형 제세동기, 심장재동기화 치료"""
2020,"부산","내과","심혈관센터","동맥경화도검사기","1)관상동맥 질환(협심증,심근경색증의 진단및 중재시술) 2)말초동맥 질환의 진단 및 중재시술 3)고혈압,심부전,부정맥 4)영구형 심장 박동기, 삽입형 제세동기, 심장재동기화 치료"""
2020,"부산","내과","심혈관센터","중심동맥압측정기","1)관상동맥 질환(협심증,심근경색증의 진단및 중재시술) 2)말초동맥 질환의 진단 및 중재시술 3)고혈압,심부전,부정맥 4)영구형 심장 박동기, 삽입형 제세동기, 심장재동기화 치료"""
2020,"부산","내과","심혈관센터","혈관내 카테타 삽입 초음파 장치","1)관상동맥 질환(협심증,심근경색증의 진단및 중재시술) 2)말초동맥 질환의 진단 및 중재시술 3)고혈압,심부전,부정맥 4)영구형 심장 박동기, 삽입형 제세동기, 심장재동기화 치료"""
2020,"부산","신경과","뇌파검사실","뇌파검사기","뇌기능 장애에 의한 정신병, 간질, 뇌종양, 뇌혈관 질환 등을 정확히 진단"
2020,"부산","신경과","임상심리실","SNSB-Ⅱ","각종 치매, 뇌병변 후유증에 따른 인지기능 장애 평가,진단"
2020,"부산","신경과","임상심리실","CERAD-K","각종 치매, 뇌병변 후유증에 따른 인지기능 장애 평가,진단"
2020,"부산","신경과","임상심리실","K-WAB-R","언어장애 유무, 실어증, 중증도, 유형판단, 평가"
2020,"부산","정신건강의학과","임상심리실","K-WAIS-Ⅳ[지능검사]","인지기능 평가[정신지체 장애 진단 및 다양한 진단 평가도구로 활용됨]"
2020,"부산","정신건강의학과","임상심리실","Rorschach test[로샤검사]","사고, 정서, 성격 및 대인관계 평가[정신질환 진단 평가도구로 활용"
2020,"부산","정신건강의학과","임상심리실","SNSB-Ⅱ","치매, 뇌병변 등 노인 환자의 인지기능 파악/뇌병변 및 치매 등 노인환자의 인지기능파악에 필요한 진단 평가 도구로 활용됨."
2020,"부산","정신건강의학과","임상심리실","SMS(사회성숙도 검사)","사회적응능력 평가/정신지체 장애진단"
2020,"부산","정신건강의학과","임상심리실","BGT(벤더도형검사)","정신질환자중 뇌기능장애파악 , 발달수준파악, 성격 정서 및 대인관계파악에 사용됨"
2020,"부산","정신건강의학과","임상심리실","MMPI-2, PAI, SCT, STAI-KYZ, K-BHS, K-BDI-Ⅱ, SCL-90-R(현재 KSCL95로 개정), K-BAI, TAT","성격, 정서, 대인관계 파악/ 정신질환 환자의 정서, 성격, 대인관계 파악이 필요할때 활용"
2020,"부산","정신건강의학과","임상심리실","Kims 전두엽 관리기능 검사-Ⅱ & Rey-Kim 기억검사-Ⅱ","만 16세 이상의 성인 환자의 전두엽 관리기능과 기억능력 평가/ 노인환자 이외의 성인 환자들의 인지기능(특히 기억능력과 실행기능)파악 평가에 활용"
2020,"부산","정신건강의학과","임상심리실","노인일상활동평가[복합 및 기초]","노인환자의 일상생활 기능 평가/ 치매 등 노인환자의 일상생활 기능 파악 평가에 활용"
2020,"부산","외과","외과 검사실","항문경 초음파기","전반적인 대장 및 항문병에 대해서 영상적으로 진단하여 각 질병에 대한 수술 상담 및 치료 상담"
2020,"부산","외과","외과 검사실","초음파 진단기","초음파를 이용하여 항문등을 검사하는 장비"
2020,"부산","정형외과","석고실","전기석고절단기 골절처치대","골절 등의 신체적 손상을 복구 하고 손상부문의 기능개선 및 회복을 도모"
2020,"부산","정형외과","초음파실","초음파 진단기","초음파를 이용하여 검사하는 장비"
2020,"부산","산부인과","분만실","분만대","태아의 건강상태점검과 자궁암의 조기진단 및 치료상담"
2020,"부산","산부인과","초음파진단실","초음파 진단기","임신초기의 이상유무, 태아성숙도, 태반위치 등에 사용됨"
2020,"부산","비뇨기과","전립선클리닉","요속측정기","전립선 질환의 진단과 비수술적 및 수술적 치료"
2020,"부산","비뇨기과","전립선클리닉","초음파 진단기","전립선 질환의 진단과 비수술적 및 수술적 치료"
2020,"부산","비뇨기과","전립선클리닉","전립선 비대증 레이저","전립선 질환의 진단과 비수술적 및 수술적 치료"
2020,"부산","비뇨기과","전립선클리닉","잔뇨량 측정기","전립선 질환의 진단과 비수술적 및 수술적 치료"
2020,"부산","비뇨기과","전립선클리닉","비침습적요류압력검사기","전립선 질환의 진단과 비수술적 및 수술적 치료"
2020,"부산","비뇨기과","전립선클리닉","고주파온열치료기","전립선 질환의 진단과 비수술적 및 수술적 치료"
2020,"부산","비뇨기과","결석 클리닉","체외충격파쇄석기","체외에서 충격파를 이용하여 결석을 미세한 정도로 잘게 부수어 소변과 함께 배출시키는 최첨단 장비"
2020,"부산","비뇨기과","방광경실(수술실)","방광경,경요도적 절제기","요도, 전립선, 방광 요관의 이상을 진단하고 수술 및 시술, 치료 실시"
2020,"부산","안과","안과 검사실","비접촉안압측정기","환자 검진시 안구에 접촉 없이 자동으로 안압을 측정하여 녹내장을 진단하고 신속한 조준이 가능하며 안전하고 편안하게 측정할 수 있음"
2020,"부산","안과","안과 검사실","인공수정체 자동 측정기","인공수정체의 도수를 정확하게 계산하여 백내장 수술에서 선명한 시력을 회복에 유용하며 비접촉식으로 검사가 이루어져 마취가 필요없고 검사 기간이 단축되며 감염과 각막 손상의 위험이 없어 환자의 불편을 덜 수 있음"
2020,"부산","안과","안과 검사실","안구광학단층촬영기(OCT)","OCT는 초음파의 원리와 비슷하지만 초음파가 음파를 이용하는 것과는 달리 빛을 투과시켜 조직내에서 반사되는 빛의 시간 차이를 사용해 높은 해상도의 단층영상을 얻는 새로운 기술로서, 시신경의 변화와 망막을 함께 볼 수 있으므로 타 검사에 비해 종합적으로 검사하여 이상 증상이 오기 전 질병을 초기에 진단할 수 있으며 일부 안과 질환과 연관된 다른 질환도 발견이 가능함"
2020,"부산","안과","안과 검사실","야그레이저(YAG LASER)","백내장 수술 후 발생하는 후발성 백내장을 레이저 빔으로 수술하여 시력을 되찾을 수 있도록 하며, 급성 폐쇄각 녹내장이 발생한 경우 초기치료 시 사용되어 짐"
2020,"부산","안과","안과 검사실","아르곤 레이저","당뇨병성 망막증, 망막혈관폐쇄, 중심성 맥락망막병증, 망막박리 등의 망막 질환의 치료에 중요한 역할을 담당하며 레이저 광선을 이용하여 원하는 망막의 조직만을 선택적으로 파괴 및 응고함으로써 시력 회복을 촉진하고 심각한 합병증으로 발전하는 것을 줄여줌"
2020,"부산","안과","안과 검사실","자동시야검사기","한 점을 주시할 때 동시에 볼 수 있는 공간의 범위를 측정하는 검사로서 녹내장에 의해 시신경 손상이 있을 경우 시야의 범위를 객관적인 데이터로 확인하는 장비로, 수동 검사기에 비해 민감도가 매우 높고 검사 조건을 표준화하여 검사자에 의한 주관적편견을 제거함으로서 오차를 줄일 수 있고, 연령에 따른 표준 광감도가 내장되어 있어 정확도가 높으며 재현성이 우수함"
2020,"부산","안과","안과 검사실","안저 촬영기","특히 망막과 맥락막 관련 질환을 정확하게 진단하게 위한 장비로 동공을 통하여 안저의 상태를 촬영하여 안저에 생긴 망막의 염증, 출혈, 종양, 박리 또는 시신경 유두의 이상 유무를 정확하게 기록하고 장기 보존이 가능하므로 시간을 두고 촬영한 사진을 비교함으로써 병변의 추이를 알 수 있게 함"
2020,"부산","안과","안과 검사실","형광안저촬영기","당뇨망막병증, 황반 변성등 망막 등 녹내장 질환을 검사하는 기기"
2020,"부산","이비인후과","이비인후과 진료실","후두경","이비인후과 진료실에서 후두암 등의 검사 및 후두의 이물질제거 등을 시행"
2020,"부산","이비인후과","이비인후과 진료실","굴곡형 후두경","Fiberscope를 이용하여 비강 및 후두경 관찰장비"
2020,"부산","이비인후과","이비인후과 검사실","순음청력검사기","순음청력·어음청력계기 및 임피던스오디오메타 등을 이용한 청각장애자의 진단과 보청기선택 및 훈련지도"
2020,"부산","이비인후과","이비인후과 검사실","어음청력 검사기","순음청력·어음청력계기 및 임피던스오디오메타 등을 이용한 청각장애자의 진단과 보청기선택 및 훈련지도"
2020,"부산","이비인후과","이비인후과 검사실","임피던스측정기","순음청력·어음청력계기 및 임피던스오디오메타 등을 이용한 청각장애자의 진단과 보청기선택 및 훈련지도"
2020,"부산","이비인후과","이비인후과 검사실","자기청력제기","순음청력·어음청력계기 및 임피던스오디오메타 등을 이용한 청각장애자의 진단과 보청기선택 및 훈련지도"
2020,"부산","재활의학과","물리치료실","근전도검사","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","월풀","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","극초단파 치료기","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","초음파 치료기","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","적외선치료기","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","전기자극치료기","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","간섭파 치료기","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","레이저 치료기","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","균형검사 및 훈련기","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","무중력감압치료기","근전도검사를 시행하여 신경근육의 각종 질환의 진단을 비롯하여 말초신경의 손상 정도, 예후를 판정하고 온열치료 및 전기치료, 운동치료, 수치료 등을 시행하여 통증환자의 통증을 감소시키며, 편마비 환자, 척수손상환자 등 기능적 장애가 있는 환자에게 운동치료요법을 시행하여 기능향상에 도움을 줌"
2020,"부산","재활의학과","물리치료실","경피신경자극치료기","피부의 말초감각신경을 자극하여 통증을 치료하는 기구"
2020,"부산","재활의학과","물리치료실","체외충격파치료기(E.S.W.T)","체외충격파를 이용한 연부 조직 및 근골격계 질환의 치료"
2020,"부산","재활의학과","작업치료","작업치료기구세트 인지치료기","섬세한 동작, 교육 등의 훈련을 반복해서 사회복귀"
2020,"부산","재활의학과","작업치료","연하치료기","삼킴근육을 자극하여 삼킴기능 향상"
2020,"부산","재활의학과","작업치료","일상생활동작기구","독립적인 일상생활방법을 교육하고 보조기구 훈련"
2020,"부산","재활의학과","재활체육","재활 기구 및 운동시설","각종 재활훈련 및 이완운동"
2020,"부산","마취통증의학과","수술실 및 회복실","신경외과 현미경","미세수술 및 접합수술 시 미세혈관과 같이"
2020,"부산","마취통증의학과","수술실 및 회복실","안과 현미경","육안으로는식별이 어려운 부위를 20배 이상 확대하여 아주 미세한 부위까지 수술이 가능 하도록함"
2020,"부산","마취통증의학과","수술실 및 회복실","초음파 수정체 유화기","초음파로 혼탁한 수정체를 잘게 부수어서 제거함."
2020,"부산","마취통증의학과","수술실 및 회복실","복강경시스템","복부, 무릎이나 어깨관절, 방광및 요도, 이비인후등의 내시경수술시 절개하지 않고 특수 카메라가 부착된내시경과 비디오 모니터 등을 통해 특수기구를 이용하여 수술이 가능하게 하며 필요한 사진를 진료기록으로 전송및 저장함."
2020,"부산","마취통증의학과","수술실 및 회복실","관절경시스템","복부, 무릎이나 어깨관절, 방광및 요도, 이비인후등의 내시경수술시 절개하지 않고 특수 카메라가 부착된내시경과 비디오 모니터 등을 통해 특수기구를 이용하여 수술이 가능하게 하며 필요한 사진를 진료기록으로 전송및 저장함."
2020,"부산","마취통증의학과","수술실 및 회복실","방광요도경 시스템","복부, 무릎이나 어깨관절, 방광및 요도, 이비인후등의 내시경수술시 절개하지 않고 특수 카메라가 부착된내시경과 비디오 모니터 등을 통해 특수기구를 이용하여 수술이 가능하게 하며 필요한 사진를 진료기록으로 전송및 저장함."
2020,"부산","마취통증의학과","수술실 및 회복실","이비인후과내시경 시스템","복부, 무릎이나 어깨관절, 방광및 요도, 이비인후등의 내시경수술시 절개하지 않고 특수 카메라가 부착된내시경과 비디오 모니터 등을 통해 특수기구를 이용하여 수술이 가능하게 하며 필요한 사진를 진료기록으로 전송및 저장함."
2020,"부산","마취통증의학과","수술실 및 회복실","초음파 절제기(Harmonic scalpel)","초음파를 이용하여 수술시 조직을 자르고 지혈작용함."
2020,"부산","마취통증의학과","수술실 및 회복실","전파절삭기(Ligasure)","수술부위 조직손상을 최소화하여수술후 통증을 줄이고 수술중 지혈작용함."
2020,"부산","마취통증의학과","수술실 및 회복실","전기소작기","전기를 이용하여 조직의 절개및 절제에 사용되며 수술중 지혈기능으로 사용함."
2020,"부산","마취통증의학과","수술실 및 회복실","무영등 및 수술대","광원을 집중시켜서 목적 부분에 그늘이 나타나지 않게 조명하는 전등장치,수술침대"
2020,"부산","마취통증의학과","수술실 및 회복실","마취기","마취 가스를 들이마시게 하여 마취하는 의료 기구. 마취 가스를 넣은 실린더, 압력계가 달린 감압 장치, 유량계, 판막 장치, 기화기, 이산화탄소 흡착기 따위로 이루어져 있다."
2020,"부산","마취통증의학과","수술실 및 회복실","환자감시기","환자의 심박수, 심전도, 혈중산소포화도 등을 측정하여 모니터에 표시해줌"
2020,"부산","마취통증의학과","수술실 및 회복실","제세동기","심장마비 증상이 있을때 심장을 소생시킴"
2020,"부산","중환자실","중환자실","환자 감시 장치","심박동수, 혈중 산소 농도, 호흡수, 혈압 등 환자의 생체 정보를 감시하는 기구"
2020,"부산","중환자실","중환자실","인공호흡기","인공적으로 호흡을 조절하여 폐포에 산소를 불어넣는 장치"
2020,"부산","중환자실","중환자실","제세동기","부정맥이나 심정지시 심장에 고압전류를 극히 단시간 통하게 함으로써 정상적인 심박동으로 회복시키는 기기"
2020,"부산","중환자실","중환자실","고빈도 흉벽 진동기","규칙적인 흉벽 진동을 통해 기관지 벽에 있는 객담을 떨어트려 분비물 제거를 도와주는 기기"
2020,"부산","중환자실","중환자실","의약품 주입펌프","고농도, 고위험, 기타 정확한 용량의 주입이 필요한 정맥 주사용 약물을 정해진 속도, 시간에 따라 주입하는 기기"
2020,"부산","영상의학과","MRI실","자기공명영상장치","자기공명영상장치 및 컴퓨터전신단층촬영기는 두부, 복부, 골절, 수두종, 뇌출혈,"
2020,"부산","영상의학과","CT실","컴퓨터전신단층촬영기","각종 뇌종양 및 기타 전신 어느 부위나 검사할 수 있으며 정확도가 높아 진료 각 과에서 광범위하게 이용"
2020,"부산","영상의학과","초음파실","초음파진단기","초음파를 이용하여 주요장기(간, 신장, 췌장, 비장)의 크기, 모양, 질병유무 및 변이 등을 검사"
2020,"부산","영상의학과","특수촬영실","유방촬영기","각종 유방질환을 조기에 발견할 수 있으며 정기적 검진에 꼭 필요한 장비"
2020,"부산","영상의학과","특수촬영실","투시촬영기","식도,위, 대장등 소화기 질환의 질병유무등을 검사하며 정기적 검진에 꼭 필요함"
2020,"부산","영상의학과","골밀도검사실","골밀도검사기","골다공증 검사에 이용"
2020,"부산","영상의학과","일반촬영실","일반엑스선촬영기","디지털화된 최신 X-RAY 촬영기를 장치하여 각 진료과에서 이용할 수 있음"
2020,"부산","진단검사의학과","혈액검사실","혈액분석기","빈혈 등의 혈액질환, 혈액종양질환, 혈전질환 등의 진단을 위해 혈액, 체액, 골수 등을 분석하는 업무를 시행"
2020,"부산","진단검사의학과","혈액검사실","자동슬라이드염색기","빈혈 등의 혈액질환, 혈액종양질환, 혈전질환 등의 진단을 위해 혈액, 체액, 골수 등을 분석하는 업무를 시행"
2020,"부산","진단검사의학과","혈액검사실","혈액응고검사기","빈혈 등의 혈액질환, 혈액종양질환, 혈전질환 등의 진단을 위해 혈액, 체액, 골수 등을 분석하는 업무를 시행"
2020,"부산","진단검사의학과","임상화학검사실","생화학분석기","당뇨병이나 간질환, 신장질환의 진단에 필수적인 항목을 시행"
2020,"부산","진단검사의학과","임상화학검사실","응급면역화학분석기","당뇨병이나 간질환, 신장질환의 진단에 필수적인 항목을 시행"
2020,"부산","진단검사의학과","미생물검사실","혈액배양기","감염환자로부터 채취된 검체에서 원인균을 분리하여 균종을 밝혀내고, 효과적인 치료를 위하여 약제감수성검사 등을 시행. 세균검사, 진균(곰팡이)검사, 결핵균검사, 기생충검사 등을 시행"
2020,"부산","진단검사의학과","미생물검사실","미생물동정기","감염환자로부터 채취된 검체에서 원인균을 분리하여 균종을 밝혀내고, 효과적인 치료를 위하여 약제감수성검사 등을 시행. 세균검사, 진균(곰팡이)검사, 결핵균검사, 기생충검사 등을 시행"
2020,"부산","진단검사의학과","미생물검사실","형광현미경","감염환자로부터 채취된 검체에서 원인균을 분리하여 균종을 밝혀내고, 효과적인 치료를 위하여 약제감수성검사 등을 시행. 세균검사, 진균(곰팡이)검사, 결핵균검사, 기생충검사 등을 시행"
2020,"부산","진단검사의학과","미생물검사실","결핵액체배양기","감염환자로부터 채취된 검체에서 원인균을 분리하여 균종을 밝혀내고, 효과적인 치료를 위하여 약제감수성검사 등을 시행. 세균검사, 진균(곰팡이)검사, 결핵균검사, 기생충검사 등을 시행"
2020,"부산","진단검사의학과","혈청검사실","효소면역분석기","단백면역, 호르몬검사, 종양표지자검사, 바이러스, 항원 및 항체검사, 갑상선 기능검사 등을 시행"
2020,"부산","진단검사의학과","혈청검사실","면혁화학분석기","단백면역, 호르몬검사, 종양표지자검사, 바이러스, 항원 및 항체검사, 갑상선 기능검사 등을 시행"
2020,"부산","진단검사의학과","뇨화학검사실","뇨화학검사기","일반뇨를 이용하여 신장 및 비뇨생식기계, 간질환과 관련된 질병의 연관성을 알아보기위해 여러가지 물리 화학적인 검사 및 현미경을 통한 미세 요침사 판독 등을 수행"
2020,"부산","진단검사의학과","뇨화학검사실","뇨침사검사기","일반뇨를 이용하여 신장 및 비뇨생식기계, 간질환과 관련된 질병의 연관성을 알아보기위해 여러가지 물리 화학적인 검사 및 현미경을 통한 미세 요침사 판독 등을 수행"
2020,"부산","진단검사의학과","혈액은행","신선동결혈장해빙기","환자에게 안전하고 적합한 혈액을 공급하기 위한 여러가지 검사와 혈액의 관리, 보관, 공급에 관련된 업무를 수행"
2020,"부산","진단검사의학과","혈액은행","초저온냉동기","환자에게 안전하고 적합한 혈액을 공급하기 위한 여러가지 검사와 혈액의 관리, 보관, 공급에 관련된 업무를 수행"
2020,"부산","진단검사의학과","혈액은행","혈액냉장고","환자에게 안전하고 적합한 혈액을 공급하기 위한 여러가지 검사와 혈액의 관리, 보관, 공급에 관련된 업무를 수행"
2020,"부산","진단검사의학과","분자생물학검사실","자동중합효소연쇄반응장비","중합효소연쇄반응법을 이용하여 각종 감염질환을 조기에 발견하거나 이식검사를 위한 인체 조직적합성 항원 등의 검사를 실시"
2020,"부산","진단검사의학과","알레르기검사실","알러지분석기","알레르기의 원인을 분석하여 알러지 치료에 도움을 주는 역할을 담당"
2020,"부산","진단검사의학과","약물검사실","면역화학분석기","혈중 약물 농도를 측정하고 분석하여 적정한 약물이 체내에 투여되도록 도와주는 역할을 수행"
2020,"부산","진단검사의학과","응급검사실","응급검사시스템","응급환자들을 위해 반드시 필요한 검사에 한하여 신속한 검사결과를 보고하기 위한 시스템을 구축하여 수행"
2020,"부산","진단검사의학과","응급검사실","동맥혈가스분석기","응급환자들을 위해 반드시 필요한 검사에 한하여 신속한 검사결과를 보고하기 위한 시스템을 구축하여 수행"
2020,"부산","진단검사의학과","생리기능검사실","심전도검사실(심전도기)","심장의 전기생리학적 이해를 통하여 진단할 수 있는 심장의 부정맥(비정상적인 리듬)을 확인하며 심장질환을 검사하는데 있어 가장 기초가 되는 방법"
2020,"부산","진단검사의학과","생리기능검사실","근전도검사실(근전도검사기)","신경근계 질환을 진단하고 평가하는 검사로 신경이나 근육에서 가지고 있는 전기적 흥분성을 이용하여 말초신경계 병변과 근육계의 병변 이상여부를 관찰하는 검사를 수행"
2020,"부산","진단검사의학과","생리기능검사실","뇌혈류검사실(뇌혈류장비)","도플러효과를 이용해 뇌혈관 속에서 피가 흐르는 속도를 측정하는 검사법으로 초음파를 발사해 적혈구에서 반사되어 오는 파장으로 혈류속도 측정"
