"구분","순위","상병코드","상병명","실인원","연인원","진료비.천원.","X59이하","X60.64","X65.69","X70.79","X80.89","X90이상","지역","년도"
"입원(실인원)","17",NA," 헤르니아가 없는 마비성 장폐색증 및 창자폐쇄 ","23","602","125347","2","0","0","11","6","4","인천",2021
"입원(실인원)","18",NA," 위염 및 십이지장염 ","21","367","98917","1","1","3","8","5","3","인천",2021
"입원(실인원)","19",NA," 비뇨기관의 행동양식 불명 또는 미상의 신생물 ","19","146","51916","0","0","2","12","4","1","인천",2021
"입원(실인원)","20",NA," 감염성 및 상세불명 기원의 기타 위장염 및 대장염 ","18","200","46245","5","0","0","8","5","0","인천",2021
"입원(연인원)","1",NA," 인슐린-비의존 당뇨병 ","184","2993","723447","157","29","281","1752","563","211","인천",2021
"입원(연인원)","2",NA," 달리 분류되지 않은 방광의 신경근육기능장애 ","93","2443","524355","0","0","0","1537","605","301","인천",2021
"입원(연인원)","3",NA," 윤충증 ","64","2292","910136","60","106","90","1754","256","26","인천",2021
"입원(연인원)","4",NA," 기타 척추병증 ","138","1946","718612","22","36","54","1198","583","53","인천",2021
"입원(연인원)","5",NA," 기타관절증 ","46","1587","515792","18","213","169","898","289","0","인천",2021
"입원(연인원)","6",NA," 기타 만성 폐쇄성 폐질환 ","53","1424","345166","127","0","133","749","14","401","인천",2021
"입원(연인원)","7",NA," 전립선증식증 ","79","1317","306321","21","7","8","1093","82","106","인천",2021
"입원(연인원)","8",NA," 전립선의 악성 신생물 ","30","1013","240299","0","0","0","470","470","73","인천",2021
"입원(연인원)","9",NA," 어깨병변 ","46","903","370505","35","46","200","562","60","0","인천",2021
"입원(연인원)","10",NA," 본태성(일차성)고혈압 ","38","772","161420","5","0","1","120","203","443","인천",2021
"입원(연인원)","11",NA," 방광의 악성 신생물 ","36","767","187054","3","0","0","186","529","49","인천",2021
"입원(연인원)","12",NA," 헤르니아가 없는 마비성 장폐색증 및 창자폐쇄 ","23","602","125347","23","0","0","175","172","232","인천",2021
"입원(연인원)","13",NA," 천식 ","23","549","132476","0","0","7","455","0","87","인천",2021
"입원(연인원)","14",NA," 급성 세기관지염 ","41","526","146585","7","0","0","201","261","57","인천",2021
"입원(연인원)","15",NA," 상세불명 병원체의 폐렴, 제외: 보통간질(J84.1) ","12","518","142812","0","0","0","251","214","53","인천",2021
"입원(연인원)","16",NA," 편마비 ","10","506","101753","0","44","0","304","142","16","인천",2021
"입원(연인원)","17",NA," 달리 분류되지 않은 처치후 근육골격 장애 ","27","502","135751","26","0","66","387","23","0","인천",2021
"입원(연인원)","18",NA," 노인성 백내장 ","264","448","544945","5","18","30","353","38","4","인천",2021
"입원(연인원)","19",NA," 담낭염 ","3","402","112787","0","0","0","7","0","395","인천",2021
"입원(연인원)","20",NA," 기타 기능적 창자 장애 ","10","373","99208","0","0","0","22","351","0","인천",2021
"외래","1",NA," 전립선증식증 ","16228","0","808529","160","100","169","1529","170","44","인천",2021
"외래","2",NA," 기타 단일 감염성 질환에 대한 예방접종의 필요 ","12292","0","421245","478","341","638","4086","848","164","인천",2021
"외래","3",NA," 본태성(일차성)고혈압 ","10461","0","734597","303","226","308","2547","508","143","인천",2021
"외래","4",NA," 치은염(잇몸염)및 치주 질환 ","8292","0","1053060","68","142","281","2357","251","39","인천",2021
"외래","5",NA," 인슐린-비의존 당뇨병 ","6555","0","615718","46","50","54","1241","347","78","인천",2021
"외래","6",NA," 기타 척추병증 ","4512","0","660695","591","679","883","6153","1630","525","인천",2021
"외래","7",NA," 눈물기관의 장애 ","4035","0","261023","13","43","74","1545","342","79","인천",2021
"외래","8",NA," 연기, 불 및 화염에 노출 ","3298","0","577122","218","30","88","1498","96","12","인천",2021
"외래","9",NA," 노인성 백내장 ","3138","0","264370","189","109","144","1776","158","46","인천",2021
"외래","10",NA," 배통 ","2984","0","92629","667","386","675","5647","787","130","인천",2021
"외래","11",NA," 자극성 접촉피부염 ","2517","0","61807","122","71","121","1283","173","30","인천",2021
"외래","12",NA," 치수 및 치근단주위조직의 질환 ","2422","0","459074","180","130","177","1334","210","46","인천",2021
"외래","13",NA," 피부사상균증 ","2172","0","75233","197","95","153","1718","301","53","인천",2021
"외래","14",NA," 뇌경색증 ","2096","0","303895","216","250","285","2139","331","77","인천",2021
"외래","15",NA," 위염 및 십이지장염 ","2077","0","197367","153","122","362","3003","702","170","인천",2021
"외래","16",NA," 달리 분류되지 않은 통증 ","1967","0","248360","151","218","167","2187","237","24","인천",2021
"외래","17",NA," 치아우식증 ","1942","0","317502","190","94","191","1066","117","5","인천",2021
"외래","18",NA," 전음성 및 감각신경성 청력소실 ","1816","0","105192","273","444","780","11694","2356","681","인천",2021
"외래","19",NA," 위-식도역류병 ","1800","0","94475","267","172","174","1101","198","55","인천",2021
"외래","20",NA," 어깨병변 ","1663","0","134659","5154","1528","1347","3718","452","93","인천",2021
"입원실인원","1"," U07 "," Emergency use of U07 ","2739","27848",NA,"1527","263","332","468","136","13","서울",2021
"입원실인원","2"," H25 "," Senile incipient cataract, ","1420","4916",NA,"19","29","99","1051","185","37","서울",2021
"입원실인원","3"," Z51 "," therapeutic radiology ","694","8317",NA,"44","34","45","484","78","9","서울",2021
"입원실인원","4"," M17 "," Osteoarthritis of patellofemoral joint, both ","471","10136",NA,"16","27","51","318","56","3","서울",2021
"입원실인원","5"," C34 "," lung cancer of hilus ","327","8220",NA,"6","2","13","254","40","12","서울",2021
"입원실인원","6"," M48 "," spinal stenosis ","314","5046",NA,"13","13","22","235","24","7","서울",2021
"입원실인원","7"," I25 "," Atherosclerotic cardiovascular disease ","305","3532",NA,"8","7","16","220","47","7","서울",2021
"입원실인원","8"," I67 "," Dissection intracranial ","280","1813",NA,"20","19","49","180","12","0","서울",2021
"입원실인원","9"," C22 "," Combined hepatocellular carcinoma and cholangiocarcinoma ","252","2878",NA,"7","12","11","186","35","1","서울",2021
"입원실인원","10"," I65 "," Occlusion and stenosis of vertebral artery ","252","1708",NA,"1","3","8","222","16","2","서울",2021
"입원실인원","11"," Z04 "," Examination and observation following work accident ","244","831",NA,"0","1","0","215","26","2","서울",2021
"입원실인원","12"," I63 "," cerebral infarction due to thrombosis of precerebral arteries ","242","4055",NA,"9","7","5","134","58","29","서울",2021
"입원실인원","13"," M75 "," periarthritis of shoulder ","231","3269",NA,"21","12","20","168","9","1","서울",2021
"입원실인원","14"," K80 "," gallstone(impacted) of cystic duct ","224","2675",NA,"9","4","9","148","40","14","서울",2021
"입원실인원","15"," C61 "," Acinar Prostate Adenocarcinoma ","220","3252",NA,"2","4","6","187","18","3","서울",2021
"입원실인원","16"," C16 "," Malignant neoplasm of cardia of stomach ","181","3461",NA,"6","4","5","127","27","12","서울",2021
"입원실인원","17"," I50 "," Right heart failure ","179","3555",NA,"3","1","1","73","78","23","서울",2021
"입원실인원","18"," N18 "," Chronic kidney disease, stage 1 ","177","5559",NA,"9","6","5","119","33","5","서울",2021
"입원실인원","19"," K40 "," Bilateral inguinal hernia, with obstruction, without gangrene ","171","614",NA,"4","2","3","123","30","9","서울",2021
"입원실인원","20"," J18 "," bronchopneumonia ","153","2474",NA,"2","1","2","75","46","27","서울",2021
"입원연인원","1"," U07 "," Emergency use of U07 ","2739","27848",NA,"13881","2907","3680","5521","1660","199","서울",2021
"입원연인원","2"," M17 "," Osteoarthritis of patellofemoral joint, both ","471","10136",NA,"413","558","1125","6693","1301","46","서울",2021
"입원연인원","3"," Z51 "," therapeutic radiology ","694","8317",NA,"591","186","426","4467","2039","608","서울",2021
"입원연인원","4"," F20 "," Paranoid schizophrenia ","79","8253",NA,"3608","1513","1395","1345","392","0","서울",2021
"입원연인원","5"," C34 "," lung cancer of hilus ","327","8220",NA,"158","23","211","6370","1106","352","서울",2021
"입원연인원","6"," N18 "," Chronic kidney disease, stage 1 ","177","5559",NA,"122","89","128","3689","932","599","서울",2021
"입원연인원","7"," M48 "," spinal stenosis ","314","5046",NA,"179","224","333","3729","476","105","서울",2021
"입원연인원","8"," H25 "," Senile incipient cataract, ","1420","4916",NA,"67","98","349","3628","642","132","서울",2021
"입원연인원","9"," I63 "," cerebral infarction due to thrombosis of precerebral arteries ","242","4055",NA,"100","155","34","1817","1499","450","서울",2021
"입원연인원","10"," J15 "," Pneumonia due to klebsiella pneumoniae ","87","3692",NA,"0","15","9","1700","1412","556","서울",2021
"입원연인원","11"," E11 "," non-insulin-dependent diabetes mellitus with coma ","133","3562",NA,"278","183","116","1985","740","260","서울",2021
"입원연인원","12"," I50 "," Right heart failure ","179","3555",NA,"22","13","11","1378","1731","400","서울",2021
"입원연인원","13"," S72 "," femur neck fracture Garden type III ","108","3541",NA,"14","186","41","710","1712","878","서울",2021
"입원연인원","14"," I25 "," Atherosclerotic cardiovascular disease ","305","3532",NA,"36","54","247","2444","660","91","서울",2021
"입원연인원","15"," C16 "," Malignant neoplasm of cardia of stomach ","181","3461",NA,"66","47","53","2532","567","196","서울",2021
"입원연인원","16"," M75 "," periarthritis of shoulder ","231","3269",NA,"328","149","277","2351","135","29","서울",2021
"입원연인원","17"," C61 "," Acinar Prostate Adenocarcinoma ","220","3252",NA,"23","69","59","2718","194","189","서울",2021
"입원연인원","18"," C22 "," Combined hepatocellular carcinoma and cholangiocarcinoma ","252","2878",NA,"57","103","108","2058","543","9","서울",2021
"입원연인원","19"," K80 "," gallstone(impacted) of cystic duct ","224","2675",NA,"48","22","101","1842","496","166","서울",2021
"입원연인원","20"," S06 "," Cerebral concussion, without open intracranial wound ","81","2672",NA,"50","13","183","1731","453","242","서울",2021
"외래","1"," N40 "," benign prostate of hyperplasia(BPH) ","60388","60388",NA,"595","1319","2445","44207","8851","2971","서울",2021
"외래","2"," I10 "," essential hypertension ","54469","54469",NA,"2288","2355","4401","34447","8838","2140","서울",2021
"외래","3"," K05 "," Acute gingivitis ","53947","53947",NA,"4853","3260","5211","34906","4933","784","서울",2021
"외래","4"," E11 "," non-insulin-dependent diabetes mellitus with coma ","53443","53443",NA,"2832","2292","4141","35780","7091","1307","서울",2021
"외래","5"," K08 "," Other disorders of teeth and supporting  structures ","41924","41924",NA,"1474","1087","3225","30757","4476","905","서울",2021
"외래","6"," M48 "," spinal stenosis ","30964","30964",NA,"898","946","2287","20767","4926","1140","서울",2021
"외래","7"," L30 "," Nummular dermatitis ","28265","28265",NA,"1569","921","1497","20829","2840","609","서울",2021
"외래","8"," I20 "," Angina pectoris ","25532","25532",NA,"355","530","1126","18836","3784","901","서울",2021
"외래","9"," I63 "," cerebral infarction due to thrombosis of precerebral arteries ","22710","22710",NA,"284","534","962","14843","4500","1587","서울",2021
"외래","10"," H25 "," Senile incipient cataract, ","18689","18689",NA,"425","627","1292","13158","2673","514","서울",2021
"외래","11"," G81 "," flaccid hemiplegia ","18343","18343",NA,"2350","605","1341","12041","1481","525","서울",2021
"외래","12"," M51 "," Lumbar and other intervertebral disc disorders with myelopathy ","17593","17593",NA,"1354","437","940","12351","2167","344","서울",2021
"외래","13"," N18 "," Chronic kidney disease, stage 1 ","17273","17273",NA,"1129","734","758","10283","3225","1144","서울",2021
"외래","14"," R42 "," psychophysiologic dizziness ","16954","16954",NA,"594","490","1155","10572","3249","894","서울",2021
"외래","15"," C61 "," Acinar Prostate Adenocarcinoma ","16780","16780",NA,"9","176","302","13458","2395","440","서울",2021
"외래","16"," U07 "," Emergency use of U07 ","16243","16243",NA,"10370","1117","1330","2916","437","73","서울",2021
"외래","17"," M17 "," Osteoarthritis of patellofemoral joint, both ","16028","16028",NA,"661","680","1567","10324","2348","448","서울",2021
"외래","18"," R52 "," acute pain ","15517","15517",NA,"2200","968","1166","9105","1525","553","서울",2021
"외래","19"," H35 "," radiation retinopathy ","15475","15475",NA,"181","248","697","10920","2751","678","서울",2021
"외래","20","K02","Caries limited to enamel","14653","14653",NA,"1979","719","1106","9262","1394","193","서울",2021
"입원실인원","1"," N40 "," 전립선증식증 ","596","3156","1542267926","17","33","35","476","28","7","광주",2022
"입원실인원","2"," M48 "," 기타 척추병증 ","439","8027","2321847323","24","30","50","273","56","6","광주",2022
"입원실인원","3"," U07 "," U07의 응급사용 ","306","2800","915134252","168","20","21","64","25","8","광주",2022
"입원실인원","4"," I20 "," 협심증 ","251","1493","1294788913","8","11","11","203","18","0","광주",2022
"입원실인원","5"," I63 "," 뇌경색증 ","229","9039","2893547863","11","9","16","144","37","12","광주",2022
"입원실인원","6"," C61 "," 전립선의 악성 신생물 ","189","3027","1815292395","1","3","9","143","25","8","광주",2022
"입원실인원","7"," M17 "," 윤충증 ","122","3412","1141054590","1","9","7","91","13","1","광주",2022
"입원실인원","8"," C67 "," 방광의 악성 신생물 ","101","1453","665676855","3","2","3","68","19","6","광주",2022
"입원실인원","9"," C18 "," 결장의 악성 신생물 ","92","2389","976881874","1","0","1","76","11","3","광주",2022
"입원실인원","10"," C16 "," 위의 악성 신생물 ","90","3011","1076301014","21","3","4","49","7","6","광주",2022
"입원실인원","11"," K80 "," 담석증 ","89","1241","629922710","8","4","7","47","14","9","광주",2022
"입원실인원","12"," C34 "," 기관지 및 폐의 악성 신생물 ","88","2433","1085739671","7","5","7","47","16","6","광주",2022
"입원실인원","13"," C22 "," 간 및 간내담관의 악성 신생물 ","81","1678","725301968","4","3","3","51","18","2","광주",2022
"입원실인원","14"," R42 "," 현기 및 어지러움 ","77","975","344063663","12","3","3","44","12","3","광주",2022
"입원실인원","15"," K81 "," 담낭염 ","69","2035","790747830","2","5","4","39","14","5","광주",2022
"입원실인원","16"," K40 "," 서혜헤르니아 ","65","523","219275080","3","1","7","42","6","6","광주",2022
"입원실인원","17"," E11 "," 인슐린-비의존 당뇨병 ","63","784","250859328","2","4","3","50","3","1","광주",2022
"입원실인원","18"," Z49 "," 투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ","61","7906","2249187216","6","2","2","38","13","0","광주",2022
"입원실인원","19"," C25 "," 췌장의 악성신생물 ","57","1569","707782784","3","1","2","29","22","0","광주",2022
"입원실인원","20"," M75 "," 어깨병변 ","57","1540","489119625","3","8","7","36","3","0","광주",2022
"입원연인원","1"," I63 "," 뇌경색증 ","229","9039","2893547863","403","332","516","6024","1397","367","광주",2022
"입원연인원","2"," M48 "," 기타 척추병증 ","439","8027","2321847323","281","703","835","4972","1068","168","광주",2022
"입원연인원","3"," Z49 "," 투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ","61","7906","2249187216","317","33","72","6563","921","0","광주",2022
"입원연인원","4"," M17 "," 윤충증 ","122","3412","1141054590","35","246","188","2424","408","111","광주",2022
"입원연인원","5"," N40 "," 전립선증식증 ","596","3156","1542267926","74","116","159","2541","171","95","광주",2022
"입원연인원","6"," C61 "," 전립선의 악성 신생물 ","189","3027","1815292395","4","42","119","2213","369","280","광주",2022
"입원연인원","7"," C16 "," 위의 악성 신생물 ","90","3011","1076301014","277","212","221","2015","138","148","광주",2022
"입원연인원","8"," U07 "," U07의 응급사용 ","306","2800","915134252","1039","130","139","697","686","109","광주",2022
"입원연인원","9"," L89 "," 욕창성 및 압박부위 궤양 ","14","2601","542440690","0","0","0","714","1788","99","광주",2022
"입원연인원","10"," G81 "," 편마비 ","37","2575","778297221","0","181","283","1491","620","0","광주",2022
"입원연인원","11"," C34 "," 기관지 및 폐의 악성 신생물 ","88","2433","1085739671","211","160","57","1319","482","204","광주",2022
"입원연인원","12"," C18 "," 결장의 악성 신생물 ","92","2389","976881874","140","0","13","1633","434","169","광주",2022
"입원연인원","13"," G20 "," 파킨슨병 ","46","2379","651766852","211","91","31","1792","254","0","광주",2022
"입원연인원","14"," J69 "," 고체 및 액체에 의한 폐염 ","32","2325","848650493","39","0","0","1821","224","241","광주",2022
"입원연인원","15"," M51 "," 기타 추간판장애 ","40","2095","458750772","249","76","155","828","787","0","광주",2022
"입원연인원","16"," K81 "," 담낭염 ","69","2035","790747830","9","49","29","1136","540","272","광주",2022
"입원연인원","17"," N18 "," 만성 콩팥(신장)기능상실 ","36","1833","693768296","0","486","27","604","631","85","광주",2022
"입원연인원","18"," S72 "," 대퇴골의 골절 ","41","1800","510754842","48","0","24","745","810","173","광주",2022
"입원연인원","19"," C22 "," 간 및 간내담관의 악성 신생물 ","81","1678","725301968","73","31","23","1052","475","24","광주",2022
"입원연인원","20"," C25 "," 췌장의 악성신생물 ","57","1569","707782784","87","2","46","660","774","0","광주",2022
"외래","1"," N40 "," 전립선증식증 ","24715","","1908427331","613","885","1394","18209","2388","1226","광주",2022
"외래","2"," I10 "," 본태성(원발성) 고혈압 ","17670","","1143781775","1537","1016","1830","10625","1970","692","광주",2022
"외래","3"," E11 "," 인슐린-비의존 당뇨병 ","17137","","1994781894","1376","1004","1463","11380","1615","299","광주",2022
"외래","4"," M48 "," 기타 척추병증 ","17020","","1574621516","1062","1045","1212","11473","1857","371","광주",2022
"외래","5"," E30 "," 달리 분류되지 않은 사춘기의 장애 ","16499","","1571187280","16495","4","0","0","0","0","광주",2022
"외래","6"," I20 "," 협심증 ","13905","","1367933814","662","641","918","10066","1347","271","광주",2022
"외래","7"," M17 "," 윤충증 ","13277","","1382089051","456","675","1292","9134","1369","351","광주",2022
"외래","8"," K05 "," 치은염(잇몸염) 및 치주질환 ","11307","","2447505420","907","675","786","7934","878","127","광주",2022
"외래","9"," Z26 "," 기타 단일 감염성 질환에 대한 예방접종의 필요 ","9727","","844567720","5921","700","813","1909","280","104","광주",2022
"외래","10"," I63 "," 뇌경색증 ","7937","","681597976","518","405","456","4874","1269","415","광주",2022
"외래","11"," K21 "," 위-식도역류병 ","7260","","805074596","479","408","507","5024","705","137","광주",2022
"외래","12"," H25 "," 노인성 백내장 ","6131","","324467533","42","149","292","5077","445","126","광주",2022
"외래","13"," F00 "," 알츠하이머병에서의 치매(G30.-+) ","6065","","298089818","17","44","119","2198","2647","1040","광주",2022
"외래","14"," M51 "," 기타 추간판장애 ","5816","","419552493","990","276","346","3936","192","76","광주",2022
"외래","15"," M75 "," 어깨병변 ","5780","","426305686","641","366","491","3823","428","31","광주",2022
"외래","16"," Z49 "," 투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ","5230","","1422303917","1177","404","349","2780","520","0","광주",2022
"외래","17"," C61 "," 전립선의 악성 신생물 ","5118","","957958361","20","87","118","3951","737","205","광주",2022
"외래","18"," R41 "," 인지기능 및 자각에 관한 기타 증상 및 징후 ","5054","","468229553","64","106","396","3576","755","157","광주",2022
"외래","19"," J44 "," 기타 만성 폐쇄성 폐질환 ","4676","","463497893","111","109","142","3453","593","268","광주",2022
"외래","20","R63","음식 및 수액섭취에 관계된 증상 및 징후","4573","","192574492","155","85","213","3314","627","179","광주",2022
"입원실인원","1","U07","바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19]","994","10726","2468469.692","387","34","66","221","231","55","대구",2022
"입원실인원","2","I20","협심증","670","5480","4432312.625","19","20","39","494","82","16","대구",2022
"입원실인원","3","H25","노년백내장","481","640","840790.769","0","12","27","397","34","11","대구",2022
"입원실인원","4","M51","기타 추간판장애","252","9236","2502313.719","16","9","7","183","31","6","대구",2022
"입원실인원","5","M48","기타 척추병증","232","7815","2074862.667","3","4","7","159","39","20","대구",2022
"입원실인원","6","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","209","5177","2526784.514","17","13","25","88","42","24","대구",2022
"입원실인원","7","E11","2형 당뇨병","198","8561","2300262.157","10","6","6","151","21","4","대구",2022
"입원실인원","8","R07","목구멍 및 가슴의 통증","136","624","353555.929","9","7","5","99","13","3","대구",2022
"입원실인원","9","M17","무릎관절증","134","4603","1721315.154","2","2","12","102","15","1","대구",2022
"입원실인원","10","I48","심방세동 및 조동","133","2233","2180723.96","5","2","3","100","14","9","대구",2022
"입원실인원","11","J18","상세불명 병원체의 폐렴","116","3742","1067555.011","0","0","3","53","35","25","대구",2022
"입원실인원","12","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된","112","155","80273.243","2","3","6","94","7","0","대구",2022
"입원실인원","13","M75","어깨병변","94","2343","832322.192","4","10","14","65","1","0","대구",2022
"입원실인원","14","S32","요추 및 골반의 골절","88","3131","778177.202","0","1","6","45","26","10","대구",2022
"입원실인원","15","N18","만성 신장병","85","5824","1592207.672","2","1","9","47","20","6","대구",2022
"입원실인원","16","Z50","재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","73","4482","1135525.313","5","6","3","51","8","0","대구",2022
"입원실인원","17","C61","전립선의 악성 신생물","70","182","82840.102","0","2","2","57","8","1","대구",2022
"입원실인원","18","K80","담석증","63","487","342271.875","7","0","14","37","1","4","대구",2022
"입원실인원","19","K40","사타구니탈장","58","184","115625.804","0","4","1","44","7","2","대구",2022
"입원실인원","20","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","54","612","176521.173","4","3","4","26","10","7","대구",2022
"입원연인원","1","U07","바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19]","994","10726","2468469.692","3557","505","753","2482","2617","812","대구",2022
"입원연인원","2","M51","기타 추간판장애","252","9236","2502313.719","340","362","261","6248","1068","957","대구",2022
"입원연인원","3","E11","2형 당뇨병","198","8561","2300262.157","354","300","89","5604","2160","54","대구",2022
"입원연인원","4","M48","기타 척추병증","232","7815","2074862.667","225","105","232","4919","1434","900","대구",2022
"입원연인원","5","N18","만성 신장병","85","5824","1592207.672","163","43","244","2822","961","1591","대구",2022
"입원연인원","6","I20","협심증","670","5480","4432312.625","21","78","84","4124","877","296","대구",2022
"입원연인원","7","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","209","5177","2526784.514","596","281","423","1911","1244","722","대구",2022
"입원연인원","8","M17","무릎관절증","134","4603","1721315.154","73","89","401","3430","565","45","대구",2022
"입원연인원","9","Z50","재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","73","4482","1135525.313","1012","254","127","2524","565","0","대구",2022
"입원연인원","10","J18","상세불명 병원체의 폐렴","116","3742","1067555.011","0","0","19","1599","768","1356","대구",2022
"입원연인원","11","S32","요추 및 골반의 골절","88","3131","778177.202","0","39","214","1573","919","386","대구",2022
"입원연인원","12","M75","어깨병변","94","2343","832322.192","117","227","307","1662","30","0","대구",2022
"입원연인원","13","I48","심방세동 및 조동","133","2233","2180723.96","14","7","17","1646","344","205","대구",2022
"입원연인원","14","H25","노년백내장","481","640","840790.769","0","16","27","536","40","21","대구",2022
"입원연인원","15","R07","목구멍 및 가슴의 통증","136","624","353555.929","22","7","20","507","41","27","대구",2022
"입원연인원","16","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","54","612","176521.173","18","22","32","321","128","91","대구",2022
"입원연인원","17","K80","담석증","63","487","342271.875","38","0","66","177","44","162","대구",2022
"입원연인원","18","K40","사타구니탈장","58","184","115625.804","0","11","3","144","20","6","대구",2022
"입원연인원","19","C61","전립선의 악성 신생물","70","182","82840.102","0","2","2","143","16","19","대구",2022
"입원연인원","20","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된","112","155","80273.243","2","3","6","137","7","0","대구",2022
"외래","1","N40","전립선증식증","29425","29425","2098006.204","430","652","1319","22169","3381","1474","대구",2022
"외래","2","E11","2형 당뇨병","24269","24269","2113938.282","1358","1233","2171","16074","2736","697","대구",2022
"외래","3","U07","바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19]","23721","23721","1797500.069","8028","3741","3588","6199","1810","355","대구",2022
"외래","4","I10","본태성(원발성) 고혈압","19323","19323","1309961.51","1061","1118","1927","11919","2361","937","대구",2022
"외래","5","M51","기타 추간판장애","19624","19624","1492351.317","1049","794","775","15350","1454","202","대구",2022
"외래","6","I20","협심증","13609","13609","1901964.203","378","425","860","10089","1502","355","대구",2022
"외래","7","M48","기타 척추병증","12019","12019","1333208.07","216","389","776","8365","1685","588","대구",2022
"외래","8","I63","뇌경색증","10461","10461","838884.542","179","270","557","6889","1893","673","대구",2022
"외래","9","N18","만성 신장병","9759","9759","1977689.578","977","598","579","5961","1058","586","대구",2022
"외래","10","K08","치아 및 지지구조의 기타 장애","8389","8389","2319941.563","314","364","517","6195","793","206","대구",2022
"외래","11","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","8151","8151","364410.856","2769","1103","811","2962","363","143","대구",2022
"외래","12","H25","노년백내장","7536","7536","665015.035","37","183","391","5908","803","214","대구",2022
"외래","13","K05","치은염 및 치주질환","6622","6622","1279451.852","555","453","567","4550","426","71","대구",2022
"외래","14","M17","무릎관절증","6042","6042","562060.281","238","231","686","4087","669","131","대구",2022
"외래","15","K21","위-식도역류병","5697","5697","476163.984","385","211","529","3929","536","107","대구",2022
"외래","16","F00","알츠하이머병에서의 치매","5307","5307","384897.93","5","25","115","2072","1997","1093","대구",2022
"외래","17","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","5019","5019","189250.77","1815","357","471","2032","281","63","대구",2022
"외래","18","C61","전립선의 악성 신생물","4966","4966","940050","18","20","93","3610","960","265","대구",2022
"외래","19","K04","치수 및 근단주위조직의 질환","4875","4875","1089046.15","341","175","343","3444","499","73","대구",2022
"외래","20","G62","기타 다발신경병증","4884","4884","301315.946","24","0","5","4709","139","7","대구",2022
"입원실인원","1","  M48  ","  기타 척추병증  ","674","5709","2880149","7","9","23","543","75","17","대전",2022
"입원실인원","2","  U07  ","  병인이 불확실한 신종질환의 임시적 지정이나 응급사용  ","446","3585","1266568","143","26","27","120","98","32","대전",2022
"입원실인원","3","  K63  ","  장의 기타 질환  ","355","1444","740633","7","13","16","276","40","3","대전",2022
"입원실인원","4","  H25  ","  노년백내장  ","250","250","308184","1","5","17","200","25","2","대전",2022
"입원실인원","5","  E11  ","  2형 당뇨병  ","190","3520","1377971","5","3","10","152","19","1","대전",2022
"입원실인원","6","  M17  ","  무릎관절증  ","186","5260","2366164","6","11","7","136","22","4","대전",2022
"입원실인원","7","  M51  ","  기타 추간판장애  ","147","1423","777204","14","4","7","109","13","0","대전",2022
"입원실인원","8","  M96  ","  달리 분류되지 않은 처치후 근골격장애  ","137","1918","1033882","2","1","3","110","19","2","대전",2022
"입원실인원","9","  M75  ","  어깨병변  ","128","2592","1289799","4","2","11","100","11","0","대전",2022
"입원실인원","10","  N18  ","  만성 신장병  ","126","1979","771613","2","3","1","82","23","15","대전",2022
"입원실인원","11","  I20  ","  협심증  ","101","246","375564","0","1","6","78","16","0","대전",2022
"입원실인원","12","  M43  ","  기타 변형성 등병증  ","100","743","444864","0","2","4","79","11","4","대전",2022
"입원실인원","13","  K29  ","  위염 및 십이지장염  ","90","694","304565","4","3","6","62","13","2","대전",2022
"입원실인원","14","  S32  ","  요추 및 골반의 골절  ","78","1091","415246","0","2","2","44","17","13","대전",2022
"입원실인원","15","  C18  ","  결장의 악성 신생물  ","73","827","444977","13","4","2","37","16","1","대전",2022
"입원실인원","16","  C16  ","  위의 악성 신생물  ","70","1150","632746","6","2","2","42","11","7","대전",2022
"입원실인원","17","  N40  ","  전립선증식증  ","64","135","54664","1","2","5","50","6","0","대전",2022
"입원실인원","18","  I63  ","  뇌경색증  ","63","1482","354120","2","3","2","36","12","8","대전",2022
"입원실인원","19","  I83  ","  하지의 정맥류  ","56","89","131854","5","4","7","36","4","0","대전",2022
"입원실인원","20","  R07  ","  묵구멍 및 가슴의 통증  ","56","117","241399","2","0","3","48","3","0","대전",2022
"입원연인원","1","  M48  ","   기타 척추병증   ","674","5709","2880149","73","190","130","3998","928","390","대전",2022
"입원연인원","2","  M17  ","   무릎관절증   ","186","5260","2366164","296","244","149","3831","637","103","대전",2022
"입원연인원","3","  U07  ","   병인이 불확실한 신종질환의 임시적 지정이나 응급사용   ","446","3585","1266568","948","188","166","1190","663","430","대전",2022
