년도,지역,구분,순위,상병코드,상병명,실인원,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료비(천원),진료과
2021,부산,입원(실인원),9.0, J18 , 상세불명 병원체의 폐렴 ,108.0,3336.0,1.0,1.0,2.0,63,28.0,13.0,1138563.0,내과
2021,부산,입원(실인원),10.0, K63 , 장의 기타 질환 ,107.0,650.0,2.0,2.0,4.0,93,6.0,0.0,282629.0,내과
2021,부산,입원(실인원),11.0, E11 , 2형 당뇨병 ,105.0,3531.0,5.0,1.0,3.0,89,7.0,0.0,634669.0,내과
2021,부산,입원(실인원),12.0, H25 , 노년백내장 ,94.0,250.0,0.0,1.0,3.0,85,5.0,0.0,116370.0,안과
2021,부산,입원(실인원),13.0, M75 , 어깨병변 ,91.0,4463.0,4.0,5.0,5.0,75,2.0,0.0,1170617.0,정형외과
2021,부산,입원(실인원),14.0, C16 , 위의 악성 신생물 ,86.0,2299.0,5.0,3.0,6.0,63,7.0,2.0,641863.0,"내과, 외과"
2021,부산,입원(실인원),15.0, S46 , 어깨 및 위팔 부위의 근육 및 힘줄의 손상 ,82.0,4194.0,4.0,6.0,7.0,65,0.0,0.0,1363897.0,외과
2021,부산,입원(실인원),16.0, I63 , 뇌경색증 ,74.0,3652.0,4.0,0.0,0.0,60,8.0,2.0,778332.0,내과
2021,부산,입원(실인원),17.0, C34 , 기관지 및 폐의 악성 신생물 ,73.0,2173.0,4.0,6.0,4.0,37,21.0,1.0,859974.0,흉부외과
2021,부산,입원(실인원),18.0, I73 , 기타 말초혈관질환 ,66.0,690.0,0.0,0.0,0.0,58,8.0,0.0,534009.0,내과
2021,부산,입원(실인원),19.0, K80 , 담석증 ,65.0,686.0,7.0,4.0,4.0,45,3.0,2.0,442942.0,내과
2021,부산,입원(실인원),20.0, C22 , 간 및 간내 담관의 악성 신생물 ,64.0,2112.0,4.0,2.0,0.0,48,10.0,0.0,673988.0,"내과, 외과"
2021,부산,입원(연인원),1.0, M48 , 기타 척추병증 ,362.0,18220.0,623.0,219.0,776.0,15301,1240.0,61.0,4465311.0,정형외과
2021,부산,입원(연인원),2.0, M51 , 기타 추간판장애 ,175.0,8332.0,466.0,46.0,353.0,7187,280.0,0.0,2100664.0,정형외과
2021,부산,입원(연인원),3.0, M17 , 무릎관절증 ,142.0,6078.0,101.0,177.0,559.0,4809,432.0,0.0,1832364.0,정형외과
2021,부산,입원(연인원),4.0, M75 , 어깨병변 ,91.0,4463.0,83.0,146.0,147.0,3955,132.0,0.0,1170617.0,정형외과
2021,부산,입원(연인원),5.0, S46 , 어깨 및 위팔 부위의 근육 및 힘줄의 손상 ,82.0,4194.0,130.0,331.0,378.0,3355,0.0,0.0,1363897.0,외과
2021,부산,입원(연인원),6.0, I63 , 뇌경색증 ,74.0,3652.0,233.0,0.0,0.0,2920,469.0,30.0,778332.0,내과
2021,부산,입원(연인원),7.0, I20 , 협심증 ,759.0,3598.0,31.0,77.0,181.0,2986,270.0,53.0,3223656.0,내과
2021,부산,입원(연인원),8.0, U07 , 코로나바이러스 질환 2019 ,473.0,3593.0,2048.0,540.0,466.0,367,162.0,10.0,1132642.0,내과
2021,부산,입원(연인원),9.0, E11 , 2형 당뇨병 ,105.0,3531.0,213.0,5.0,74.0,3002,237.0,0.0,634669.0,내과
2021,부산,입원(연인원),10.0, J18 , 상세불명 병원체의 폐렴 ,108.0,3336.0,103.0,15.0,16.0,2024,682.0,496.0,1138563.0,내과
2021,부산,입원(연인원),11.0, I50 , 심부전 ,189.0,2896.0,13.0,12.0,83.0,1930,711.0,147.0,921568.0,내과
2021,부산,입원(연인원),12.0, I69 , 뇌혈관질환의 후유증 ,50.0,2759.0,220.0,0.0,290.0,2148,10.0,91.0,600973.0,내과
2021,부산,입원(연인원),13.0, M50 , 경추간판장애 ,49.0,2600.0,99.0,139.0,410.0,1793,93.0,66.0,731100.0,정형외과
2021,부산,입원(연인원),14.0, M96 , 달리 분류되지 않은 처치후 근골격장애 ,46.0,2589.0,184.0,0.0,49.0,2333,23.0,0.0,544039.0,정형외과
2021,부산,입원(연인원),15.0, M43 , 기타 변형성 등병증 ,38.0,2384.0,0.0,146.0,331.0,1880,27.0,0.0,618731.0,정형외과
2021,부산,입원(연인원),16.0, C16 , 위의 악성 신생물 ,86.0,2299.0,75.0,21.0,146.0,1948,76.0,33.0,641863.0,"내과, 외과"
2021,부산,입원(연인원),17.0, C34 , 기관지 및 폐의 악성 신생물 ,73.0,2173.0,52.0,145.0,107.0,1318,543.0,8.0,859974.0,흉부외과
2021,부산,입원(연인원),18.0, C22 , 간 및 간내 담관의 악성 신생물 ,64.0,2112.0,62.0,7.0,0.0,1677,366.0,0.0,673988.0,"내과, 외과"
2021,부산,입원(연인원),19.0, S32 , 요추 및 골반의 골절 ,60.0,2040.0,102.0,13.0,35.0,963,727.0,200.0,432912.0,외과
2021,부산,입원(연인원),20.0, G81 , 편마비 ,46.0,2028.0,60.0,0.0,182.0,1636,150.0,0.0,431461.0,신경과
2021,부산,외래,1.0,N40,전립선증식증,38146.0,38146.0,418.0,574.0,1723.0,30461,3974.0,996.0,2862117.0,비뇨의학과
2021,부산,외래,2.0,E11,2형 당뇨병,25010.0,25010.0,1058.0,1016.0,2026.0,18205,2381.0,324.0,2335613.0,내과
2021,부산,외래,3.0,U07,코로나바이러스 질환 2019,22080.0,22080.0,15801.0,1290.0,1489.0,3128,332.0,40.0,1626120.0,내과
2021,부산,외래,4.0,I10,본태성(원발성) 고혈압,19397.0,19397.0,794.0,739.0,1479.0,13795,2158.0,432.0,1222231.0,내과
2021,부산,외래,5.0,M48,기타 척추병증,17974.0,17974.0,360.0,616.0,934.0,14226,1641.0,197.0,3357376.0,정형외과
2021,부산,외래,6.0,M17,무릎관절증,17668.0,17668.0,627.0,757.0,1967.0,12373,1753.0,191.0,2027268.0,정형외과
2021,부산,외래,7.0,I20,협심증,15411.0,15411.0,224.0,392.0,907.0,12155,1479.0,254.0,1605526.0,내과
2021,부산,외래,8.0,N18,만성 신장병,14458.0,14458.0,709.0,558.0,880.0,10203,1667.0,441.0,3125036.0,내과
2021,부산,외래,9.0,K05,치은염 및 치주질환,12109.0,12109.0,643.0,427.0,954.0,9146,838.0,101.0,1750215.0,내과
2021,부산,외래,10.0,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,11370.0,11370.0,6328.0,849.0,850.0,2987,294.0,62.0,778061.0,내과
2021,부산,외래,11.0,L29,가려움,10275.0,10275.0,387.0,273.0,460.0,8055,933.0,167.0,337624.0,피부과
2021,부산,외래,12.0,K02,치아우식,9685.0,9685.0,661.0,297.0,727.0,7370,569.0,61.0,1586334.0,내과
2021,부산,외래,13.0,M54,등통증,9634.0,9634.0,373.0,219.0,666.0,7716,646.0,14.0,571500.0,정형외과
2021,부산,외래,14.0,L30,기타 피부염,9239.0,9239.0,518.0,268.0,630.0,6786,903.0,134.0,316325.0,피부과
2021,부산,외래,15.0,K08,치아 및 지지구조의 기타 장애,8358.0,8358.0,299.0,262.0,706.0,6401,571.0,119.0,1737556.0,내과
2021,부산,외래,16.0,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,8154.0,8154.0,5735.0,409.0,516.0,1348,128.0,18.0,428460.0,가정의학과
2021,부산,외래,17.0,I63,뇌경색증,7725.0,7725.0,308.0,128.0,257.0,5977,847.0,208.0,869314.0,내과
2021,부산,외래,18.0,H25,노년백내장,7365.0,7365.0,29.0,87.0,347.0,6052,736.0,114.0,597724.0,안과
2021,부산,외래,19.0,H04,눈물계통의 장애,6739.0,6739.0,310.0,248.0,529.0,4962,540.0,150.0,473048.0,안과
2021,부산,외래,20.0,H35,기타 망막장애,6518.0,6518.0,111.0,80.0,292.0,5362,543.0,130.0,925464.0,안과
2022,부산,입원(실인원),1.0, U07 , 코로나바이러스 질환 2019 ,654.0,4730.0,141.0,55.0,62.0,224,135.0,37.0,1732179.0,내과
2022,부산,입원(실인원),2.0, I20 , 협심증 ,591.0,3032.0,10.0,9.0,34.0,488,43.0,7.0,2610095.0,내과
2022,부산,입원(실인원),3.0, M48 , 기타 척추병증 ,267.0,12912.0,6.0,8.0,12.0,220,17.0,4.0,3794079.0,정형외과
2022,부산,입원(실인원),4.0, N40 , 전립선증식증 ,259.0,1478.0,2.0,3.0,7.0,226,21.0,,534901.0,비뇨의학과
2022,부산,입원(실인원),5.0, J18 , 상세불명 병원체의 폐렴 ,181.0,4618.0,4.0,2.0,3.0,113,36.0,23.0,1683207.0,내과
2022,부산,입원(실인원),6.0, I50 , 심부전 ,180.0,2270.0,2.0,,1.0,102,48.0,27.0,793286.0,내과
2022,부산,입원(실인원),7.0, M51 , 기타 추간판장애 ,157.0,5938.0,14.0,,10.0,123,10.0,,1812237.0,정형외과
2022,부산,입원(실인원),8.0, M17 , 무릎관절증 ,129.0,5203.0,,4.0,16.0,102,6.0,1.0,1782880.0,정형외과
2022,부산,입원(실인원),9.0, C16 , 위의 악성 신생물 ,103.0,2235.0,5.0,4.0,4.0,77,10.0,3.0,703462.0,"내과, 외과"
2022,부산,입원(실인원),10.0, M96 , 달리 분류되지 않은 처치후 근골격장애 ,90.0,4452.0,3.0,1.0,1.0,80,5.0,,1255811.0,정형외과
2022,부산,입원(실인원),11.0, I63 , 뇌경색증 ,87.0,4759.0,4.0,1.0,2.0,62,14.0,4.0,1325422.0,내과
2022,부산,입원(실인원),12.0, K63 , 장의 기타 질환 ,86.0,458.0,4.0,1.0,4.0,74,2.0,1.0,196428.0,내과
2022,부산,입원(실인원),13.0, S46 , 어깨 및 위팔 부위의 근육 및 힘줄의 손상 ,76.0,3441.0,7.0,4.0,4.0,60,1.0,,1248558.0,외과
2022,부산,입원(실인원),14.0, C34 , 기관지 및 폐의 악성 신생물 ,69.0,2329.0,2.0,2.0,5.0,40,18.0,2.0,1011117.0,흉부외과
2022,부산,입원(실인원),15.0, K29 , 위염 및 십이지장염 ,68.0,1238.0,,1.0,2.0,54,9.0,2.0,323214.0,내과
2022,부산,입원(실인원),16.0, I73 , 기타 말초혈관질환 ,63.0,498.0,,,2.0,52,8.0,1.0,492446.0,내과
2022,부산,입원(실인원),17.0, K40 , 사타구니탈장 ,57.0,356.0,1.0,,2.0,44,9.0,1.0,130539.0,내과
2022,부산,입원(실인원),18.0, E11 , 2형 당뇨병 ,55.0,2497.0,,1.0,1.0,49,4.0,,545543.0,내과
2022,부산,입원(실인원),19.0, S32 , 요추 및 골반의 골절 ,54.0,1950.0,1.0,1.0,3.0,32,12.0,5.0,495413.0,외과
2022,부산,입원(실인원),20.0, M75 , 어깨병변 ,54.0,2324.0,3.0,3.0,4.0,44,,,691320.0,정형외과
2022,부산,입원(연인원),1.0, M48 , 기타 척추병증 ,267.0,12912.0,138.0,206.0,411.0,11414,646.0,97.0,3794079.0,정형외과
2022,부산,입원(연인원),2.0, M51 , 기타 추간판장애 ,157.0,5938.0,486.0,,567.0,4509,376.0,,1812237.0,정형외과
2022,부산,입원(연인원),3.0, M17 , 무릎관절증 ,129.0,5203.0,,223.0,541.0,4150,219.0,70.0,1782880.0,정형외과
2022,부산,입원(연인원),4.0, I63 , 뇌경색증 ,87.0,4759.0,348.0,32.0,12.0,3409,870.0,88.0,1325422.0,내과
2022,부산,입원(연인원),5.0, U07 , 코로나바이러스 질환 2019 ,654.0,4730.0,724.0,306.0,356.0,2098,951.0,295.0,1732179.0,내과
2022,부산,입원(연인원),6.0, J18 , 상세불명 병원체의 폐렴 ,181.0,4618.0,104.0,85.0,129.0,2746,889.0,665.0,1683207.0,내과
2022,부산,입원(연인원),7.0, M96 , 달리 분류되지 않은 처치후 근골격장애 ,90.0,4452.0,174.0,17.0,81.0,3784,396.0,,1255811.0,정형외과
2022,부산,입원(연인원),8.0, S46 , 어깨 및 위팔 부위의 근육 및 힘줄의 손상 ,76.0,3441.0,166.0,75.0,142.0,3029,29.0,,1248558.0,외과
2022,부산,입원(연인원),9.0, I20 , 협심증 ,591.0,3032.0,29.0,24.0,122.0,2585,232.0,40.0,2610095.0,내과
2022,부산,입원(연인원),10.0, G81 , 편마비 ,44.0,2902.0,67.0,48.0,89.0,2466,168.0,64.0,823921.0,신경과
2022,부산,입원(연인원),11.0, E11 , 2형 당뇨병 ,55.0,2497.0,,17.0,13.0,2365,102.0,,545543.0,내과
2022,부산,입원(연인원),12.0, C34 , 기관지 및 폐의 악성 신생물 ,69.0,2329.0,56.0,40.0,139.0,1524,487.0,83.0,1011117.0,흉부외과
2022,부산,입원(연인원),13.0, M75 , 어깨병변 ,54.0,2324.0,38.0,54.0,60.0,2172,,,691320.0,정형외과
2022,부산,입원(연인원),14.0, I50 , 심부전 ,180.0,2270.0,8.0,,18.0,1320,615.0,309.0,793286.0,내과
2022,부산,입원(연인원),15.0, C16 , 위의 악성 신생물 ,103.0,2235.0,51.0,83.0,75.0,1644,266.0,116.0,703462.0,"내과, 외과"
2022,부산,입원(연인원),16.0, I69 , 뇌혈관질환의 후유증 ,34.0,2017.0,,4.0,90.0,1660,263.0,,582828.0,내과
2022,부산,입원(연인원),17.0, S32 , 요추 및 골반의 골절 ,54.0,1950.0,47.0,14.0,83.0,1385,302.0,119.0,495413.0,외과
2022,부산,입원(연인원),18.0, N18 , 만성 신장병 ,47.0,1879.0,53.0,,3.0,1538,145.0,140.0,588709.0,내과
2022,부산,입원(연인원),19.0, S06 , 두개내손상 ,33.0,1777.0,353.0,104.0,,925,293.0,102.0,505687.0,외과
2022,부산,입원(연인원),20.0, M50 , 경추간판장애 ,34.0,1519.0,121.0,,193.0,1093,112.0,,476027.0,정형외과
2022,부산,외래,1.0, N40 , 전립선증식증 ,28597.0,28597.0,316.0,465.0,1040.0,22644,3109.0,1023.0,2331293.0,비뇨의학과
2022,부산,외래,2.0, E11 , 2형 당뇨병 ,22845.0,22845.0,861.0,817.0,1480.0,17080,2258.0,349.0,2155582.0,내과
2022,부산,외래,3.0, U07 , 코로나바이러스 질환 2019 ,22771.0,22771.0,13578.0,2412.0,1666.0,3772,1150.0,193.0,1711673.0,내과
2022,부산,외래,4.0, L30 , 기타 피부염 ,18226.0,18226.0,763.0,472.0,895.0,13841,1864.0,391.0,707040.0,피부과
2022,부산,외래,5.0, M17 , 무릎관절증 ,16286.0,16286.0,490.0,598.0,1883.0,11565,1516.0,234.0,2476727.0,정형외과
2022,부산,외래,6.0, I20 , 협심증 ,14956.0,14956.0,214.0,318.0,772.0,11939,1419.0,294.0,1750251.0,내과
2022,부산,외래,7.0, M48 , 기타 척추병증 ,14638.0,14638.0,329.0,384.0,554.0,11520,1614.0,237.0,3073947.0,정형외과
2022,부산,외래,8.0, I10 , 본태성(원발성) 고혈압 ,14087.0,14087.0,615.0,536.0,957.0,10024,1581.0,374.0,825945.0,내과
2022,부산,외래,9.0, N18 , 만성 신장병 ,12812.0,12812.0,716.0,466.0,589.0,8872,1635.0,534.0,3035632.0,내과
2022,부산,외래,10.0, K05 , 치은염 및 치주질환 ,11608.0,11608.0,607.0,383.0,833.0,8761,914.0,110.0,1783414.0,내과
2022,부산,외래,11.0, Z11 , 감염성 및 기생충성 질환에 대한 특수선별검사 ,11209.0,11209.0,5888.0,582.0,899.0,3380,386.0,74.0,637376.0,가정의학과
2022,부산,외래,12.0, M54 , 등통증 ,8089.0,8089.0,541.0,209.0,316.0,6116,875.0,32.0,625796.0,정형외과
2022,부산,외래,13.0, K08 , 치아 및 지지구조의 기타 장애 ,7767.0,7767.0,214.0,159.0,510.0,6187,572.0,125.0,1784340.0,내과
2022,부산,외래,14.0, K02 , 치아우식 ,7266.0,7266.0,532.0,189.0,537.0,5346,577.0,85.0,1252744.0,내과
2022,부산,외래,15.0, I63 , 뇌경색증 ,7054.0,7054.0,175.0,212.0,170.0,5507,789.0,201.0,1044321.0,내과
2022,부산,외래,16.0, K21 , 위-식도역류병 ,6533.0,6533.0,323.0,208.0,445.0,4932,536.0,89.0,866313.0,내과
2022,부산,외래,17.0, N31 , 달리 분류되지 않은 방광의 신경근육기능장애 ,6417.0,6417.0,285.0,147.0,284.0,4756,790.0,155.0,672652.0,비뇨의학과
2022,부산,외래,18.0, M75 , 어깨병변 ,5689.0,5689.0,380.0,219.0,538.0,4231,277.0,44.0,1046953.0,정형외과
2022,부산,외래,19.0, R53 , 병감 및 피로 ,5331.0,5331.0,282.0,131.0,349.0,3879,583.0,107.0,181796.0,내과
2022,부산,외래,20.0,H25,노년백내장,5228.0,5228.0,12.0,56.0,184.0,4252,610.0,114.0,420786.0,안과
2023,부산,입원(실인원),1.0, I20 , 협심증 ,696.0,4355.0,14.0,8.0,23.0,579,67.0,5.0,3343042.0,내과
2023,부산,입원(실인원),2.0, N40 , 전립선증식증 ,339.0,2228.0,4.0,7.0,23.0,264,39.0,2.0,826226.0,비뇨의학과
2023,부산,입원(실인원),3.0, M48 , 기타 척추병증 ,294.0,15276.0,10.0,9.0,13.0,229,31.0,2.0,4704472.0,정형외과
2023,부산,입원(실인원),4.0, J18 , 상세불명 병원체의 폐렴 ,281.0,6182.0,5.0,1.0,8.0,194,47.0,26.0,2261993.0,내과
2023,부산,입원(실인원),5.0, I50 , 심부전 ,194.0,2691.0,1.0,1.0,2.0,90,60.0,40.0,949228.0,내과
2023,부산,입원(실인원),6.0, M51 , 기타 추간판장애 ,183.0,8169.0,8.0,5.0,2.0,147,21.0,,2593604.0,정형외과
2023,부산,입원(실인원),7.0, H25 , 노년백내장 ,119.0,119.0,,,3.0,112,4.0,,148274.0,안과
2023,부산,입원(실인원),8.0, M17 , 무릎관절증 ,113.0,5073.0,2.0,3.0,7.0,86,11.0,4.0,1811293.0,정형외과
2023,부산,입원(실인원),9.0, M96 , 달리 분류되지 않은 처치후 근골격장애 ,112.0,5683.0,6.0,3.0,5.0,84,14.0,,1623770.0,정형외과
2023,부산,입원(실인원),10.0, S46 , 어깨 및 위팔 부위의 근육 및 힘줄의 손상 ,96.0,4659.0,7.0,4.0,11.0,66,8.0,,1803782.0,외과
2023,부산,입원(실인원),11.0, I63 , 뇌경색증 ,85.0,5281.0,6.0,,,51,25.0,3.0,1460683.0,내과
2023,부산,입원(실인원),12.0, C16 , 위의 악성 신생물 ,84.0,1900.0,1.0,,3.0,59,14.0,7.0,724665.0,"내과, 외과"
2023,부산,입원(실인원),13.0, M75 , 어깨병변 ,82.0,3312.0,8.0,2.0,5.0,63,4.0,,1124944.0,정형외과
2023,부산,입원(실인원),14.0, K40 , 사타구니탈장 ,80.0,401.0,,,,71,7.0,2.0,168622.0,내과
2023,부산,입원(실인원),15.0, S32 , 요추 및 골반의 골절 ,71.0,2931.0,,,3.0,45,19.0,4.0,681850.0,외과
2023,부산,입원(실인원),16.0, K63 , 장의 기타 질환 ,67.0,647.0,,1.0,3.0,53,10.0,,212691.0,내과
2023,부산,입원(실인원),17.0, G81 , 편마비 ,66.0,4895.0,,,5.0,56,5.0,,1372684.0,신경과
2023,부산,입원(실인원),18.0, C61 , 전립선의 악성 신생물 ,63.0,1286.0,,,1.0,46,13.0,3.0,473253.0,비뇨의학과
2023,부산,입원(실인원),19.0, N18 , 만성 신장병 ,62.0,3059.0,2.0,,,45,9.0,6.0,1019435.0,내과
2023,부산,입원(실인원),19.0, C34 , 기관지 및 폐의 악성 신생물 ,62.0,2066.0,3.0,4.0,4.0,34,13.0,4.0,887463.0,흉부외과
2023,부산,입원(연인원),1.0, M48 , 기타 척추병증 ,294.0,15276.0,280.0,350.0,511.0,12557,1449.0,129.0,4704472.0,정형외과
2023,부산,입원(연인원),2.0, M51 , 기타 추간판장애 ,183.0,8169.0,279.0,38.0,124.0,6732,996.0,,2593604.0,정형외과
2023,부산,입원(연인원),3.0, J18 , 상세불명 병원체의 폐렴 ,281.0,6182.0,108.0,21.0,343.0,3966,1210.0,534.0,2261993.0,내과
2023,부산,입원(연인원),4.0, M96 , 달리 분류되지 않은 처치후 근골격장애 ,112.0,5683.0,279.0,198.0,330.0,3996,880.0,,1623770.0,정형외과
2023,부산,입원(연인원),5.0, I63 , 뇌경색증 ,85.0,5281.0,430.0,,,2939,1801.0,111.0,1460683.0,내과
2023,부산,입원(연인원),6.0, M17 , 무릎관절증 ,113.0,5073.0,140.0,204.0,318.0,3656,509.0,246.0,1811293.0,정형외과
2023,부산,입원(연인원),7.0, G81 , 편마비 ,66.0,4895.0,,,410.0,4167,318.0,,1372684.0,신경과
2023,부산,입원(연인원),8.0, S46 , 어깨 및 위팔 부위의 근육 및 힘줄의 손상 ,96.0,4659.0,238.0,151.0,336.0,3433,501.0,,1803782.0,외과
2023,부산,입원(연인원),9.0, I20 , 협심증 ,696.0,4355.0,43.0,25.0,136.0,3736,393.0,22.0,3343042.0,내과
2023,부산,입원(연인원),10.0, M75 , 어깨병변 ,82.0,3312.0,308.0,90.0,147.0,2435,332.0,,1124944.0,정형외과
2023,부산,입원(연인원),11.0, N18 , 만성 신장병 ,62.0,3059.0,29.0,,,2299,578.0,153.0,1019435.0,내과
2023,부산,입원(연인원),12.0, I69 , 뇌혈관질환의 후유증 ,48.0,3046.0,49.0,119.0,135.0,2476,267.0,,921669.0,내과
2023,부산,입원(연인원),13.0, S32 , 요추 및 골반의 골절 ,71.0,2931.0,,,107.0,1959,737.0,128.0,681850.0,외과
2023,부산,입원(연인원),14.0, I50 , 심부전 ,194.0,2691.0,8.0,8.0,32.0,1141,983.0,519.0,949228.0,내과
2023,부산,입원(연인원),15.0, N40 , 전립선증식증 ,339.0,2228.0,29.0,29.0,94.0,1645,427.0,4.0,826226.0,비뇨의학과
2023,부산,입원(연인원),16.0, M43 , 기타 변형성 등병증 ,41.0,2089.0,,,162.0,1687,240.0,,714753.0,정형외과
2023,부산,입원(연인원),17.0, C34 , 기관지 및 폐의 악성 신생물 ,62.0,2066.0,85.0,128.0,229.0,1010,442.0,172.0,887463.0,흉부외과
2023,부산,입원(연인원),18.0, G82 , 하반신마비 및 사지마비 ,23.0,1960.0,478.0,,173.0,1309,,,553110.0,신경과
2023,부산,입원(연인원),19.0, M54 , 등통증 ,38.0,1956.0,,,,1716,240.0,,493166.0,정형외과
2023,부산,입원(연인원),20.0, C16 , 위의 악성 신생물 ,84.0,1900.0,16.0,,74.0,1122,244.0,444.0,724665.0,"내과, 외과"
2023,부산,외래,1.0, N40 , 전립선증식증 ,29435.0,29435.0,323.0,448.0,1020.0,22297,4195.0,1152.0,2509272.0,비뇨의학과
2023,부산,외래,2.0, E11 , 2형 당뇨병 ,22656.0,22656.0,817.0,751.0,1207.0,16832,2671.0,378.0,1980131.0,내과
2023,부산,외래,3.0, L30 , 기타 피부염 ,21747.0,21747.0,920.0,550.0,878.0,16215,2765.0,419.0,897897.0,피부과
2023,부산,외래,4.0, M17 , 무릎관절증 ,17450.0,17450.0,463.0,543.0,1582.0,12662,1987.0,213.0,2991075.0,정형외과
2023,부산,외래,5.0, I20 , 협심증 ,17077.0,17077.0,268.0,315.0,710.0,13309,2086.0,389.0,2205978.0,내과
2023,부산,외래,6.0, M48 , 기타 척추병증 ,16763.0,16763.0,272.0,558.0,647.0,12806,2200.0,280.0,3479842.0,정형외과
2023,부산,외래,7.0, N18 , 만성 신장병 ,13928.0,13928.0,768.0,393.0,217.0,10250,1746.0,554.0,3119807.0,내과
2023,부산,외래,8.0, K05 , 치은염 및 치주질환 ,12407.0,12407.0,655.0,431.0,784.0,9076,1266.0,195.0,2191664.0,내과
2023,부산,외래,9.0, I10 , 본태성(원발성) 고혈압 ,11643.0,11643.0,490.0,388.0,694.0,8188,1515.0,368.0,592413.0,내과
2023,부산,외래,10.0, K08 , 치아 및 지지구조의 기타 장애 ,8535.0,8535.0,174.0,197.0,527.0,6480,891.0,266.0,1899055.0,내과
2023,부산,외래,11.0, M54 , 등통증 ,8504.0,8504.0,294.0,381.0,245.0,6135,1369.0,80.0,674998.0,정형외과
2023,부산,외래,12.0, K02 , 치아우식 ,7810.0,7810.0,485.0,241.0,455.0,5667,839.0,123.0,1413117.0,내과
2023,부산,외래,13.0, N31 , 달리 분류되지 않은 방광의 신경근육기능장애 ,7558.0,7558.0,278.0,161.0,373.0,5471,1093.0,182.0,778712.0,비뇨의학과
2023,부산,외래,14.0, F06 ," 뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애 ",7422.0,7422.0,4.0,59.0,306.0,5900,1011.0,142.0,517768.0,정신건강의학과
2023,부산,외래,15.0, H35 , 기타 망막장애 ,7056.0,7056.0,102.0,86.0,235.0,5497,941.0,195.0,1027093.0,안과
2023,부산,외래,16.0, I63 , 뇌경색증 ,7001.0,7001.0,138.0,136.0,175.0,5139,1168.0,245.0,1075103.0,내과
2023,부산,외래,17.0, H36 , 달리 분류된 질환에서의 망막장애 ,6995.0,6995.0,136.0,152.0,326.0,5497,771.0,113.0,701233.0,안과
2023,부산,외래,18.0, M75 , 어깨병변 ,6706.0,6706.0,771.0,301.0,673.0,4522,394.0,45.0,1422206.0,정형외과
2023,부산,외래,19.0, C61 , 전립선의 악성 신생물 ,6406.0,6406.0,8.0,12.0,34.0,5406,780.0,166.0,1190444.0,비뇨의학과
2023,부산,외래,20.0,K21,위-식도역류병,6301.0,6301.0,313.0,186.0,391.0,4594,699.0,118.0,782946.0,내과
2021,인천,입원(실인원),1.0, H25 , 노인성 백내장 ,264.0,448.0,4.0,12.0,18.0,208,20.0,2.0,544945.0,안과
2021,인천,입원(실인원),2.0, E11 , 인슐린-비의존 당뇨병 ,184.0,2993.0,15.0,5.0,18.0,103,33.0,10.0,723447.0,내과
2021,인천,입원(실인원),3.0, M48 , 기타 척추병증 ,138.0,1946.0,4.0,2.0,9.0,90,27.0,6.0,718612.0,정형외과
2021,인천,입원(실인원),4.0, N31 , 달리 분류되지 않은 방광의 신경근육기능장애 ,93.0,2443.0,0.0,0.0,0.0,59,21.0,13.0,524355.0,비뇨의학과
2021,인천,입원(실인원),5.0, N40 , 전립선증식증 ,79.0,1317.0,1.0,1.0,3.0,65,4.0,5.0,306321.0,비뇨의학과
2021,인천,입원(실인원),6.0, K08 , 치아 및 지지구조의 기타 장애 ,79.0,154.0,3.0,2.0,3.0,70,1.0,0.0,197132.0,내과
2021,인천,입원(실인원),7.0, M17 , 윤충증 ,64.0,2292.0,2.0,3.0,3.0,48,7.0,1.0,910136.0,정형외과
2021,인천,입원(실인원),8.0, J44 , 기타 만성 폐쇄성 폐질환 ,53.0,1424.0,4.0,0.0,6.0,34,2.0,7.0,345166.0,내과
2021,인천,입원(실인원),9.0, M75 , 어깨병변 ,46.0,903.0,1.0,3.0,8.0,31,3.0,0.0,370505.0,정형외과
2021,인천,입원(실인원),10.0, M19 , 기타관절증 ,46.0,1587.0,1.0,8.0,4.0,25,8.0,0.0,515792.0,정형외과
2021,인천,입원(실인원),11.0, J21 , 급성 세기관지염 ,41.0,526.0,1.0,0.0,0.0,18,19.0,3.0,146585.0,내과
2021,인천,입원(실인원),12.0, I10 , 본태성(일차성)고혈압 ,38.0,772.0,2.0,0.0,1.0,7,12.0,16.0,161420.0,내과
2021,인천,입원(실인원),13.0, C67 , 방광의 악성 신생물 ,36.0,767.0,1.0,0.0,0.0,13,20.0,2.0,187054.0,비뇨의학과
2021,인천,입원(실인원),14.0, C61 , 전립선의 악성 신생물 ,30.0,1013.0,0.0,0.0,0.0,16,11.0,3.0,240299.0,비뇨의학과
2021,인천,입원(실인원),15.0, M96 , 달리 분류되지 않은 처치후 근육골격 장애 ,27.0,502.0,2.0,0.0,4.0,20,1.0,0.0,135751.0,정형외과
2021,인천,입원(실인원),16.0, J45 , 천식 ,23.0,549.0,0.0,0.0,1.0,19,0.0,3.0,132476.0,내과
