상병명,mean,std
외음부 및 회음부의 기타 비염증성 장애,2.0,0.0
기타 및 상세불명의 생식기관의 제자리암종,2.0,0.0
열두조충증 및 고충증,2.0,
뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,2.0,1.1547005383792515
남성생식기관의 양성 신생물,2.0,
기타 응고결함,2.0,1.4142135623730951
알츠하이머병에서의 치매,2.0,
알코올 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망,2.0,0.0
내이의 기타 질환,2.0,
 뇌전증,2.0,
 달리 분류되지 않은 남성생식기관의 염증성 장애,2.0,
 전음성 및 감각신경성 청력소실,2.0,
 이상불수의운동,2.0,
독성간질환,2.0,2.0
심장정지,2.0,1.5275252316519468
"심장, 종격 및 흉막의 악성 신생물",2.0,0.0
눈 및 부속기의 악성 신생물,2.0,
기타 내분비선 및 관련 구조물의 악성 신생물,2.0,
"뇌질환, 뇌손상 및 기능이상에 의한 인격 및 행동장애",2.0,0.816496580927726
기타 비정상적 수태부산물,2.0,
달리 분류된 질환에서의 척추병증,2.0,0.0
기타 및 상세불명의 여성생식기관의 악성 신생물,2.0,0.0
결절성 다발동맥염 및 관련 병태,2.0,0.0
자궁의 기타 양성 신생물,2.0,
기도의 이물,2.0,1.4142135623730951
입의 기타 및 상세불명 부분의 악성 신생물,2.0,0.0
척추 및 몸통의 상세불명 부위의 기타 손상,2.0,1.4142135623730951
지속성 기분[정동]장애,2.0,0.0
폐부종,2.0,0.0
헤르페스바이러스[단순헤르페스] 감염,1.875,0.6408699444616557
달리 분류된 질환에서의 파킨슨증,1.8333333333333333,1.6020819787597222
달리 분류되지 않은 남성생식기관의 염증성 장애,1.8333333333333333,0.752772652709081
배꼽탈장,1.8,0.8366600265340756
뇌의 기타 장애,1.8,1.3038404810405297
두개골 및 안면골의 골절,1.7692307692307692,1.9215378456610455
척수성 근위축 및 관련 증후군,1.7647058823529411,1.200490095997562
기타 명시된 당뇨병,1.75,0.9574271077563381
홍채 및 섬모체의 기타 장애,1.75,0.9574271077563382
달리 분류된 병태에서의 흉막삼출액,1.75,0.5
급성 신염증후군,1.75,0.9574271077563382
소화계통 및 복부의 기타 증상 및 징후,1.6666666666666667,1.1547005383792517
목의 골절,1.6666666666666667,1.2110601416389968
강직척추염,1.6666666666666667,1.1547005383792517
진성 적혈구증가증,1.6666666666666667,1.1547005383792517
자궁의 상세불명 부분의 악성 신생물,1.6666666666666667,1.1547005383792517
유전성 및 특발성 신경병증,1.6666666666666667,0.816496580927726
치아우식,1.6666666666666667,0.5163977794943223
상세불명의 비기질성 정신병,1.6666666666666667,0.5773502691896257
코로나-19 이후 병태,1.625,1.1877349391654208
확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,1.6,0.6992058987801011
턱의 기타 질환,1.6,0.8944271909999159
머리의 표재성 손상,1.6,0.5477225575051661
기타 마비증후군,1.6,0.828078671210825
급성 후두염 및 기관염,1.6,1.3416407864998738
부신의 기타 장애,1.588235294117647,0.5072996561958923
기타 신세뇨관-간질질환,1.5714285714285714,0.7867957924694432
고알도스테론증,1.5714285714285714,0.5345224838248488
손발톱장애,1.5714285714285714,0.5345224838248488
머리의 열린상처,1.5555555555555556,1.0137937550497034
달리 분류되지 않은 쇼크,1.5555555555555556,0.7264831572567789
바르톨린선의 질환,1.5,0.7071067811865476
갑상선독증[갑상선기능항진증],1.5,1.0
방선균증,1.5,0.7071067811865476
수행되지 않은 특정 처치를 위해 보건서비스에 접하고 있는 사람,1.5,1.0
시신경염,1.5,0.7071067811865476
달리 분류되지 않은 면역메커니즘을 침범한 기타 장애,1.5,0.7071067811865476
만성 후두염 및 후두기관염,1.5,0.5773502691896257
전신염증반응증후군,1.5,0.7071067811865476
만성 신염증후군,1.5,0.7071067811865476
달리 분류되지 않은 처치후 내분비 및 대사 장애,1.5,0.7071067811865476
중피종,1.5,0.5773502691896257
경도 정신지체,1.5,0.7071067811865476
상세불명의 만성 기관지염,1.5,0.5773502691896257
발목 및 발을 제외한 엉덩이 및 다리의 화상 및 부식,1.5,0.7071067811865476
몸통의 화상 및 부식,1.5,0.7071067811865476
달리 분류되지 않은 피부 및 피하조직의 기타 장애,1.5,1.0
달리 분류되지 않은 폐호산구증가,1.5,0.7071067811865476
급성 비인두염[감기],1.5,0.7559289460184544
뇌하수체의 기능항진,1.5,0.7071067811865476
눈꺼풀의 기타 염증,1.5,0.5773502691896257
유사천포창,1.5,0.7071067811865476
발진티푸스,1.5,0.674199862463242
입인두의 악성 신생물,1.5,0.7071067811865476
자궁경부의 염증성 질환,1.5,0.7071067811865476
아래다리 부위의 근육 및 힘줄의 손상,1.5,0.7071067811865476
다리의 단일신경병증,1.5,0.7071067811865476
삼킴곤란,1.5,0.5773502691896257
여성생식기관 검사물의 이상소견,1.5,0.7071067811865476
요도의 기타 장애,1.5,0.7071067811865476
비인두의 악성 신생물,1.5,0.5773502691896257
피임관리,1.5,0.7071067811865476
혀의 기타 및 상세불명 부분의 악성 신생물,1.5,0.8366600265340757
홍채섬모체염,1.5,0.5773502691896257
 기타 두통증후군,1.5,0.7071067811865476
달리 분류되지 않은 기타 연조직장애,1.4615384615384615,0.8770580193070292
췌장내분비의 기타 장애,1.4166666666666667,0.5149286505444373
수면장애,1.375,0.7440238091428449
기타 모낭장애,1.3333333333333333,0.5773502691896257
혈관운동성 및 앨러지성 비염,1.3333333333333333,0.5163977794943222
만성 세뇨관-간질신장염,1.3333333333333333,0.5773502691896257
쿠싱증후군,1.3333333333333333,0.5773502691896257
피부의 악성 흑색종,1.3333333333333333,0.5163977794943223
후복막 및 복막의 악성 신생물,1.3333333333333333,0.5773502691896257
뇌 및 중추신경계통의 기타 부분의 양성 신생물,1.3333333333333333,0.5163977794943223
림프절비대,1.3333333333333333,0.5773502691896257
내부로 섭취된 물질에 의한 피부염,1.3333333333333333,0.5773502691896258
구내염 및 관련 병변,1.2727272727272727,0.6466697906828632
엉덩이 및 대퇴의 외상성 절단,1.25,0.5
외이의 기타 장애,1.25,0.5
기타 단일신경병증,1.25,0.5
기타 류마티스관절염,1.25,0.5
달리 분류되지 않은 괴저,1.25,0.5
건선,1.25,0.5
병적 골절이 없는 골다공증,1.25,0.5
베타락탐항생제 내성,1.1666666666666667,0.408248290463863
무기질대사장애,1.1428571428571428,0.37796447300922725
기타 갑상선기능저하증,1.1111111111111112,0.3333333333333333
 척수의 기타 질환,1.0,
 중추신경계통의 기타 탈수초질환,1.0,
해리[전환]장애,1.0,0.0
비만,1.0,0.0
 두개내손상,1.0,0.0
혓바닥의 악성 신생물,1.0,
"난소, 난관 및 넓은인대의 선천기형",1.0,
기타 협조결여,1.0,0.0
 일과성 뇌허혈발작 및 관련 증후군,1.0,
" 요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",1.0,0.0
모든 부위의 혈관종 및 림프관종,1.0,0.0
모소낭,1.0,
멜라닌세포모반,1.0,
피부 및 피하조직의 기타 국소감염,1.0,
비특이성 림프절염,1.0,0.0
비이온화방사선 만성 노출에 의한 피부변화,1.0,
알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망,1.0,0.0
사지의 골 및 관절연골의 악성 신생물,1.0,
기타 피부변화,1.0,
기타 피부염,1.0,0.0
호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사,1.0,
항문 및 항문관의 악성 신생물,1.0,
기타 및 상세불명의 주침샘의 악성 신생물,1.0,
기타 의학적 관리,1.0,
기타 신체구조의 진단영상검사상 이상소견,1.0,
기타 살모넬라감염,1.0,
다른 장에서 분류된 질환의 원인으로서의 연쇄구균 및 포도구균,1.0,
기타 비타민B군의 결핍,1.0,
눈 및 부속기의 양성 신생물,1.0,0.0
아편유사제 사용에 의한 정신 및 행동 장애,1.0,
비기질성 수면장애,1.0,0.0
비뇨계통의 기타 선천기형,1.0,
비뇨생식관의 이물,1.0,
비뇨계통의 기타 증상 및 징후,1.0,
유기물먼지에 의한 과민성 폐렴,1.0,
다른 장에서 분류된 질환의 원인으로서의 연쇄알균 및 포도알균,1.0,0.0
악성 신생물의 가족력,1.0,
다뇨,1.0,
기타 및 상세불명의 비뇨기관의 악성 신생물,1.0,0.0
기타 및 상세불명의 남성생식기관의 악성 신생물,1.0,0.0
양안운동의 기타 장애,1.0,
남성생식기관의 기타 장애,1.0,
엉덩이 및 대퇴의 표재성 손상,1.0,
기타 전도장애,1.0,
영양실조-관련 당뇨병,1.0,
엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,1.0,0.0
옴,1.0,
외안의 이물,1.0,
외음의 악성 신생물,1.0,
요도염 및 요도증후군,1.0,
 급성 세뇨관-간질신장염,1.0,
 기타 근병증,1.0,
포도알균성 화상피부증후군,1.0,
히스토플라스마증,1.0,
이차성 고혈압,1.0,0.0
이상동(梨狀洞)의 악성 신생물,1.0,0.0
복수,1.0,0.0
부비동의 악성 신생물,1.0,
만성 단순태선 및 가려움발진,1.0,
"복부, 아래등 및 골반의 표재성 손상",1.0,0.0
류마티스성 삼첨판질환,1.0,0.0
"림프, 조혈 및 관련 조직의 기타 및 상세불명의 악성 신생물",1.0,
"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",1.0,0.0
복강내기관의 손상,1.0,
기타 뇌신경의 장애,1.0,
"복부, 아래등 및 골반의 기타 및 상세불명의 손상",1.0,
기타 급성 바이러스간염,1.0,
유전성 운동실조,1.0,
달리 분류되지 않은 기타 세균성 음식매개중독,1.0,
심장병의 불명확한 기록 및 합병증,1.0,
입바닥의 악성 신생물,1.0,
일반적 감각 및 지각에 관련된 기타 증상 및 징후,1.0,
기타 근병증,1.0,
기타 국소적 결합조직장애,1.0,
수막의 행동양식 불명 또는 미상의 신생물,1.0,0.0
습관 및 충동 장애,1.0,0.0
시[제2]신경 및 시각경로의 기타 장애,1.0,0.0
잇몸 및 무치성 치조융기의 기타 장애,1.0,
달리 분류되지 않은 기타 절지동물매개바이러스열,1.0,
달리 분류되지 않은 만성 간염,1.0,
아래다리의 외상성 절단,1.0,
아토피성 피부염,1.0,
다발성 및 상세불명 부위의 급성 상기도감염,1.0,0.0
다형홍반,1.0,0.0
신체형장애,1.0,0.0
기타 결정 관절병증,1.0,
머리의 기타 및 상세불명의 손상,1.0,0.0
머리 및 목의 화상 및 부식,1.0,
재귀열,1.0,
장흡수장애,1.0,
전립선의 기타 장애,1.0,
전반발달장애,1.0,
전신경화증,1.0,0.0
저체온증,1.0,
정맥의 기타 장애,1.0,
조현형장애,1.0,
구개의 악성 신생물,1.0,
궤양성 대장염,1.0,0.0
귀인두관염 및 귀인두관 폐색,1.0,
근긴장이상,1.0,
급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,1.0,0.0
고환의 염전,1.0,
골밀도 및 구조의 기타 장애,1.0,
공막의 장애,1.0,
생활-관리의 어려움에 관련된 문제,1.0,
소포성 림프종,1.0,0.0
손목 및 손의 기타 및 상세불명의 손상,1.0,
달리 분류되지 않은 신경계통의 기타 퇴행성 질환,1.0,0.0
달리 분류되지 않은 신경계통의 처치후 장애,1.0,
달리 분류되지 않은 언어장애,1.0,0.0
달리 분류되지 않은 외상의 특정 조기합병증,1.0,
달리 분류되지 않은 유해작용,1.0,0.0
신경계통의 결핵,1.0,
식도의 약성 신생물,1.0,
말초신경계통의 기타 장애,1.0,
맥락막의 기타 장애,1.0,
단독(丹毒),1.0,0.0
단핵구성 백혈병,1.0,
중추신경계통의 기타 탈수초질환,1.0,0.0
"중이, 호흡기관, 흉곽내기관의 행동양식 불명 또는 미상의 신생물",1.0,0.0
좁쌀결핵,1.0,
"과잉포피, 포경 및 감돈포경",1.0,
공포성 불안장애,1.0,
달리 분류되지 않은 통증,1.0,0.0
척주후만증 및 척주전만증,1.0,
질의 기타 비염증성 장애,1.0,
결합조직의 기타 전신침범,1.0,0.0
결핵의 후유증,1.0,0.0
감염성 단핵구증,1.0,
고관절 및 골반의 연소성 골연골증,1.0,
감염성 및 기생충성 질환을 유발한 인체면역결핍바이러스병,1.0,
천포창,1.0,
충수의 기타 질환,1.0,0.0
지질단백질대사장애 및 기타 지질증,1.0,0.0
치아얼굴이상[부정교합포함],1.0,
상세불명의 신부전,1.0,0.0
상세불명의 정신지체,1.0,
상세불명의 요실금,1.0,
달리 분류된 질환에서의 남성생식기관의 장애,1.0,0.0
달리 분류된 질환에서의 녹내장,1.0,
"달리 분류된 질환에서의 동맥, 세동맥 및 모세혈관의 장애",1.0,
달리 분류된 만성 질환에서의 빈혈,1.0,
달리 분류된 질환에서의 망막장애,1.0,0.0
달리 분류된 질환에서의 방광장애,1.0,
카포시육종,1.0,
상세불명의 진폐증,1.0,
칸디다증,1.0,
갑상선염,1.0,
거대세포바이러스병,1.0,0.0
진정제 또는 수면제 사용에 의한 정신 및 행동 장애,1.0,
티눈 및 굳은살,1.0,
탈락피부염,1.0,
탄광부진폐증,1.0,
티아민결핍,1.0,0.0
 침샘의 질환,1.0,
 편도 및 아데노이드의 만성 질환,1.0,
 척주측만증,1.0,
폐경 및 기타 폐경전후 장애,1.0,
상세불명 부위의 소화성 궤양,1.0,0.0
상세불명 세포형의 백혈병,1.0,0.0
상세불명 판막의 심내막염,1.0,
상세불명의 복벽탈장,1.0,
 혈관성 치매,1.0,
 확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,1.0,
바이러스수막염,1.0,
 대상포진,1.0,
T/NK-세포림프종의 기타 명시된 형태,1.0,0.0
 후속심근경색증,1.0,
피부 및 피하조직의 육아종성 장애,1.0,
폐렴연쇄알균에 의한 폐렴,1.0,
피부의 기타 양성 신생물,1.0,0.0
피부의 비대성 장애,1.0,
 만성 후두염 및 후두기관염,1.0,
 담낭염,1.0,0.0
 양성 지방종성 신생물,1.0,
 연조직염,1.0,0.0
 근육의 기타 장애,1.0,
혈당치상승,1.0,0.0
 고환염 및 부고환염,1.0,
후천성 사지결여,1.0,
발목 및 발의 화상 및 부식,1.0,0.0
흉부의 표재성 손상,1.0,
