"대분류","중분류","소분류","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","췌장-일반","HE129","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","췌장-조영제 주입 전후 촬영판독","HE229","-","470000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","신장 및 부신-일반","HE130","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","신장 및 부신-조영제 주입 전후 촬영판독","HE230","-","470000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","음낭 및 음경-일반","HE131","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","음낭 및 음경-조영제 주입 전후 촬영판독","HE231","-","470000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","간-일반","HE132","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","간-조영제 주입 전후 촬영판독","HE232","-","470000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","담췌관-일반","HE133","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","담췌관-조영제 주입 전후 촬영판독","HE233","-","470000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","전립선-일반","HE134","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","전립선-조영제 주입 전후 촬영판독","HE234","-","470000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","뇌혈관-일반","HE135","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","뇌혈관-조영제 주입 전후 촬영판독","HE235","-","470000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","경부혈관-일반","HE136","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","경부혈관-조영제 주입 전후 촬영판독","HE236","-","470000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","흉부혈관-일반","HE137","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","흉부혈관-조영제 주입 전후 촬영판독","HE237","-","470000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","복부혈관-일반","HE138","-","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","복부혈관-조영제 주입 전후 촬영판독","HE238","-","400000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","사지혈관-일반","HE139","-","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","사지혈관-조영제 주입 전후 촬영판독","HE239","-","400000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","심혈관-일반","HE140","-","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","심혈관-조영제 주입 전후 촬영판독","HE240","-","400000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","확산","HF101","-","200000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","확산-기본검사 동시","HF201","-","100000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","관류 [3차원자기공명영상 포함]","HF102","-","300000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","관류 [3차원자기공명영상 포함]-기본검사 동시","HF202","-","150000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","분광영상","HF103","-","200000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","분광영상-기본검사 동시","HF203","-","100000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","영화 [3차원자기공명영상 포함]","HF104","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","Dynamic","HF105","-","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","기능적 [3차원자기공명영상 포함]","HF107","-","500000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","이학요법료(물리치료료)","-","물리치료료","연하재활 기능적전기자극치료","MZ008","-","50000","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","전산화 인지재활치료[주의·기억]","MZ009","-","35000","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","체외자기장 요실금치료 [1일당]","MX033","-","","20000","30000","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","도수치료","MX122","-","","50000","30000","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","기립경사훈련","MZ002","-","6000","","","","","-"
"행위","처치 및 수술료 등","-","피부 및 연부조직","화학적박피술","SZ031","-","","30000","100000","","","부가세별도"
"행위","처치 및 수술료 등","-","신경","경피적 경막외강 신경성형술","SZ634","-","500000","","","N","N","-"
"행위","처치 및 수술료 등","-","감각기-시기(눈)","안구표면의 양막이식술","SZ667","-","250000","","","","N","-"
"행위","처치 및 수술료 등","-","감각기-시기(눈)","유리체내주입술","S5070","-","84300","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","처치 및 수술료 등","-","성형","색소 레이저(소)","-","-","10000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","IPL(얼굴전체)","-","-","300000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","IPL(이마제외-얼굴전체)","-","-","200000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","IPL(코주변)","-","-","100000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","IPL(겨드랑이 양측-제모)","-","-","150000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","IPL(허벅지 양측-제모)","-","-","300000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","피부화학박피술 (대)","-","-","100000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","피부화학박피술 (중)","-","-","50000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","피부화학박피술 (소)","-","-","30000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","여드름 제거(대)","-","-","10000","","","","","-"
"행위","처치 및 수술료 등","-","성형","여드름 제거(중)","-","-","5000","","","","","-"
"행위","처치 및 수술료 등","-","성형","여드름 제거(소)","-","-","3000","","","","","-"
"행위","처치 및 수술료 등","-","성형","비만치료(주사)","-","-","8000","","","","","-"
"행위","처치 및 수술료 등","-","성형","쌍거풀수술(대)","-","-","300000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","성형","쌍거풀수술(소)","-","-","250000","","","","","부가세별도"
"행위","처치 및 수술료 등","-","기타","난관결찰술(양측)","-","-","300000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","처치 및 수술료 등","-","기타","미레나삽입술","-","-","90000","","","","","-"
"행위","처치 및 수술료 등","-","기타","자궁내장치(IUD)삽입술","-","-","30000","","","","","-"
"행위","처치 및 수술료 등","-","기타","산부인과 충수절제술","-","-","100000","","","","","-"
"행위","처치 및 수술료 등","-","기타","기타보형물제거술(대)","-","-","500000","","","","","-"
"행위","처치 및 수술료 등","-","기타","기타보형물제거술(중)","-","-","300000","","","","","-"
"행위","처치 및 수술료 등","-","기타","기타보형물제거술(소1)","-","-","200000","","","","","-"
"행위","처치 및 수술료 등","-","기타","레이저치료 [Tiny]","-","-","10000","","","","","-"
"행위","처치 및 수술료 등","-","기타","고환삽입술","-","-","500000","","","","","-"
"행위","처치 및 수술료 등","-","기타","약물유도사정술","-","-","100000","","","","","-"
"행위","처치 및 수술료 등","-","기타","음경 이물질 제거술 A","-","-","500000","","","","","-"
"행위","처치 및 수술료 등","-","기타","음경바셀린종제거술(대)","-","-","700000","","","","","-"
"행위","처치 및 수술료 등","-","기타","음경바셀린종제거술(소)","-","-","400000","","","","","-"
"행위","처치 및 수술료 등","-","기타","음경보형물 삽입술 A [굽은형 보형물]","-","-","700000","","","","","-"
"행위","처치 및 수술료 등","-","기타","음경보형물 삽입술 C[팽창형(3-piece)인 경우에 산정)]","-","-","2000000","","","","","-"
"행위","처치 및 수술료 등","-","기타","음경확대술","-","-","2000000","","","","","-"
"행위","처치 및 수술료 등","-","기타","인공 괄약근 설치술","-","-","1000000","","","","","-"
"행위","처치 및 수술료 등","-","기타","정관복원술","-","-","500000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","처치 및 수술료 등","-","기타","정관절제술(결찰술)","-","-","200000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","처치 및 수술료 등","-","기타","포경수술(배면절개)","-","-","150000","","","","","-"
"행위","처치 및 수술료 등","-","기타","포경수술(환상절개)","-","-","200000","","","","","-"
"행위","처치 및 수술료 등","-","기타","수면내시경의 환자관리료(위)","-","-","50000","","","","","-"
"행위","처치 및 수술료 등","-","기타","수면내시경의 환자관리료(대장)","-","-","50000","","","","","-"
"행위","처치 및 수술료 등","-","기타","수면내시경의 환자관리료(위,대장 동시)","-","-","60000","","","","","-"
"행위","처치 및 수술료 등","-","기타","수면내시경의 환자관리료(치료내시경)","-","-","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","보철물 장착을 위한 전단계로 실시하는 Post Core","UZ001","포스트코아 (기성품)","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","보철물 장착을 위한 전단계로 실시하는 Post Core","UZ001","주조포스트 (금)","100000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","인레이(Inlay) 및 온레이(Onlay) 간접충전(금 등을 사용한 충전치료)","UZ004","인레이 간접충전 1)금 - 1면, 2면, 3면","250000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","광중합형 복합레진충전","UZ005","-","80000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","광중합형 글래스 아이오노머 시멘트충전","UZ006","-","80000","","","","","-"
"행위","치과 처치ㆍ수술료","-","구강외과 수술","치관노출술 [1치당]","UX041","-","100000","","","","","-"
"행위","한방 시술 및 처치료","-","시술료","약침술","49010","-","15000","","","","Y","-"
"행위","한방 시술 및 처치료","-","한방 정신요법료","자율훈련법","59104","-","30000","","","","","-"
"행위","치과의 보철료","-","보철","주조금관, 금합금","-","-","370000","","","Y","","-"
"행위","치과의 보철료","-","보철","가철성 의치용 금속 교합면 인공치 (S-gold)","-","-","200000","","","Y","","-"
"행위","치과의 보철료","-","보철","도재소부전장관, 비귀금속, A","-","-","300000","","","Y","","-"
"행위","치과의 보철료","-","보철","도재소부전장관, 비귀금속, B","-","-","250000","","","Y","","-"
"행위","치과의 보철료","-","보철","편측가철성국소의치, 고주파비귀금속","-","-","800000","","","Y","","-"
"행위","치과의 보철료","-","보철","포스트관, 귀금속, 단순","-","-","150000","","","Y","","-"
"행위","치과의 보철료","-","보철","치아지지가철성의치, 복잡","-","-","1600000","","","Y","","-"
"행위","치과의 보철료","-","보철","임플란트 지지의치, 복잡","-","-","1800000","","","Y","","-"
"행위","치과의 보철료","-","보철","가철성 국소의치, 귀금속","-","-","2500000","","","Y","","-"
"행위","치과의 보철료","-","보철","코누스 텔레스코픽 내,외관 금합금","-","-","700000","","","Y","","-"
"행위","치과의 보철료","-","보철","코누스 텔레스코픽 내,외관 PD합금","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식치금관, 슈퍼골드","-","-","600000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식치금관, 백금가공","-","-","650000","","","Y","","-"
"행위","치과의 보철료","-","보철","임시치, 복잡","-","-","50000","","","Y","","-"
"행위","치과의 보철료","-","보철","코누스 텔레스코픽 내,외관 백금합금","-","-","800000","","","Y","","-"
"행위","치과의 보철료","-","보철","코누스 텔레스코픽 내,외관 비귀금속","-","-","600000","","","Y","","-"
"행위","치과의 보철료","-","보철","세미리지드 연결체","-","-","100000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 혼합형틀니,Titanium,Fixture 5ea,","-","-","1800000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 혼합형틀니 ,Titanium,Fixture 6ea","-","-","2200000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 헤더바,Fixture 2ea","-","-","1000000","","","Y","","-"
"행위","치과의 보철료","-","보철","코누스 텔레스코픽 내,외관 귀금속","-","-","800000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 헤더바,Fixture 3ea","-","-","1400000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 헤더바,Fixture 4ea","-","-","2000000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 밀드바,Gold,Fixture 3ea","-","-","1500000","","","Y","","-"
"행위","치과의 보철료","-","보철","도재소부전장관, 무깃, 귀금속","-","-","450000","","","Y","","-"
"행위","치과의 보철료","-","보철","전부도재관, 전세라믹","-","-","450000","","","Y","","-"
"행위","치과의 보철료","-","보철","주조관, 메리랜드, 비귀금속","-","-","250000","","","Y","","-"
"행위","치과의 보철료","-","보철","금주조관, 메리랜드, 귀금속","-","-","300000","","","Y","","-"
"행위","치과의 보철료","-","보철","인레이, 포세라인 or  레진, 단순","-","-","200000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식치 귀금속 도재관","-","-","700000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 밀드바,Titanium,Fixture 6ea","-","-","1800000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식치  A-gold 도재관","-","-","550000","","","Y","","-"
"행위","치과의 보철료","-","보철","ERA,1ea","-","-","300000","","","Y","","-"
"행위","치과의 보철료","-","보철","Magnetic,1ea","-","-","400000","","","Y","","-"
"행위","치과의 보철료","-","보철","인레이, 귀금속, 복잡","-","-","250000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 밀드바,Gold,Fixture 4ea","-","-","2000000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식치 비귀금속 도재관","-","-","550000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 혼합형틀니","-","-","3000000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 헤더바","-","-","1000000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 밀드바","-","-","1500000","","","Y","","-"
"행위","치과의 보철료","-","보철","임시 가철성 국소의치","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","어태치먼트 국소 의치, 간단","-","-","1200000","","","Y","","-"
"행위","치과의 보철료","-","보철","어태치먼트 국소 의치, 복잡","-","-","1400000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 밀드바,Titanium,Fixture 5ea","-","-","1500000","","","Y","","-"
"행위","치과의 보철료","-","보철","캐드캠 세라믹 크라운,임플란트용(복잡)","-","-","800000","","","Y","","-"
"행위","치과의 보철료","-","보철","Locator","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","Spark elosin","-","-","150000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 혼합형틀니 ,Gold,Fixture 6ea","-","-","3500000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 혼합형틀니,Titanium,Fixture 4ea","-","-","1500000","","","Y","","-"
"행위","치과의 보철료","-","보철","Riegal att.","-","-","600000","","","Y","","-"
"행위","치과의 보철료","-","보철","포스트관, 그래스화이버","-","-","120000","","","Y","","-"
"행위","치과의 보철료","-","보철","편측가철성국소의치, 비귀금속","-","-","600000","","","Y","","-"
"행위","치과의 보철료","-","보철","도재소부전장관, 귀금속, B","-","-","350000","","","Y","","-"
"행위","치과의 보철료","-","보철","도재소부전장관, 무깃, 비귀금속","-","-","350000","","","Y","","-"
"행위","치과의 보철료","-","보철","치아지지가철성의치, 간단","-","-","1400000","","","Y","","-"
"행위","치과의 보철료","-","보철","주조관, N-C 합금","-","-","150000","","","Y","","-"
"행위","치과의 보철료","-","보철","캐드캠 세라믹 크라운,임플란트용(단순)","-","-","700000","","","Y","","-"
"행위","치과의 보철료","-","보철","인레이, 귀금속, 단순","-","-","200000","","","Y","","-"
"행위","치과의 보철료","-","보철","전부도재관, 순면버니어","-","-","400000","","","Y","","-"
"행위","치과의 보철료","-","보철","주조금관, Pd 합금","-","-","250000","","","Y","","-"
"행위","치과의 보철료","-","보철","도재소부전장관, 귀금속, A","-","-","450000","","","Y","","-"
"행위","치과의 보철료","-","보철","임플란트 지지의치, 단순","-","-","1500000","","","Y","","-"
"행위","치과의 보철료","-","보철","Flexible denture (비귀금속),단순","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","MDL mini Implant","-","-","1200000","","","Y","","-"
"행위","치과의 보철료","-","보철","테레스코픽 국소 의치, 간단","-","-","1200000","","","Y","","-"
"행위","치과의 보철료","-","보철","테레스코픽 국소 의치, 복잡","-","-","1500000","","","Y","","-"
"행위","치과의 보철료","-","보철","의치 이장술, 간접법, 단순","-","-","100000","","","Y","","-"
"행위","치과의 보철료","-","보철","부착장치, 단순","-","-","300000","","","Y","","-"
"행위","치과의 보철료","-","보철","로케이터,G","-","-","600000","","","Y","","-"
"행위","치과의 보철료","-","보철","부착장치, 복잡","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","포스트관, 귀금속, 복잡","-","-","200000","","","Y","","-"
"행위","치과의 보철료","-","보철","포스트관, 파라 포스트","-","-","100000","","","Y","","-"
"행위","치과의 보철료","-","보철","Flexible denture (비귀금속),복잡","-","-","900000","","","Y","","-"
"행위","치과의 보철료","-","보철","부착장치, 보통","-","-","400000","","","Y","","-"
"행위","치과의 보철료","-","보철","F.D. Temporary","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","즉시 or 임시폐쇄장치","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","자석장치","-","-","400000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 혼합형틀니 ,Gold,Fixture 4ea","-","-","2500000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 혼합형틀니 ,Gold,Fixture 5ea","-","-","3000000","","","Y","","-"
"행위","치과의 보철료","-","보철","가철성 국소의치, 비귀금속","-","-","1000000","","","Y","","-"
"행위","치과의 보철료","-","보철","가철성 국소의치, 고주파 비귀금속","-","-","1200000","","","Y","","-"
"행위","치과의 보철료","-","보철","총의치, 비귀금속편, 망사","-","-","1200000","","","Y","","-"
"행위","치과의 보철료","-","보철","총의치, 귀금속편","-","-","2000000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술,MDL(그룹)","-","-","1400000","","","Y","","-"
"행위","치과의 보철료","-","보철","총의치, 레진상","-","-","800000","","","Y","","-"
"행위","치과의 보철료","-","보철","즉시총의치,망사","-","-","1000000","","","Y","","-"
"행위","치과의 보철료","-","보철","즉치총의치,레진상","-","-","800000","","","Y","","-"
"행위","치과의 보철료","-","보철","의치 이장술, 간접법, 복잡","-","-","200000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 밀드바,Gold,Fixture 5ea","-","-","2500000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 밀드바,Gold,Fixture 6ea","-","-","3000000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 밀드바,Titanium,Fixture 3ea","-","-","1000000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 밀드바,Titanium,Fixture 4ea","-","-","1200000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 자성체","-","-","600000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 오-링, E.R.A.,","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, MDI","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술, 임시 MDI","-","-","200000","","","Y","","-"
"행위","치과의 보철료","-","보철","가철성브리지, 귀금속, 단순","-","-","600000","","","Y","","-"
"행위","치과의 보철료","-","보철","가철성브리지, 귀금속, 복잡","-","-","800000","","","Y","","-"
"행위","치과의 보철료","-","보철","가철성브리지, 비귀금속","-","-","400000","","","Y","","-"
"행위","치과의 보철료","-","보철","편측가철성국소의치, 귀금속","-","-","1200000","","","Y","","-"
"행위","치과의 보철료","-","보철","치아 매식술, 복잡, NOBEL","-","-","1900000","","","Y","","-"
"행위","치과의 보철료","-","보철","치아 매식술, 복잡, ASTRA","-","-","1900000","","","Y","","-"
"행위","치과의 보철료","-","보철","치아 매식술, 단순","-","-","1800000","","","Y","","-"
"행위","치과의 보철료","-","보철","캐드캠 세라믹 크라운","-","-","500000","","","Y","","-"
"행위","치과의 보철료","-","보철","교합안정장치, 복잡","-","-","550000","","","Y","","-"
"행위","치과의 보철료","-","보철","매식술,국산,G","-","-","1400000","","","Y","","-"
"행위","치과의 보철료","-","보철","주조금관, 백금합금","-","-","400000","","","Y","","-"
"행위","치과의 보철료","-","보철","인레이, 포세라인 or  레진, 복잡","-","-","250000","","","Y","","-"
"행위","기타","-","식대","보호자 식대","-","일반식","6000","","","","","-"
"행위","기타","-","식대","보호자 식대","-","공기밥","1000","","","","","-"
"행위","기타","-","기타","원폭피해자1세 건강검진(남)GFS","-","-","280000","","","","","-"
"행위","기타","-","기타","원폭피해자1세 건강검진(여)GFS","-","-","280000","","","","","-"
"행위","기타","-","기타","원폭피해자1세 건강검진(남)UGI","-","-","280000","","","","","-"
"행위","기타","-","기타","원폭피해자1세 건강검진(여)UGI","-","-","280000","","","","","-"
"행위","기타","-","기타","원폭피해자2세 건강검진(남)GFS","-","-","130000","","","","","-"
"행위","기타","-","기타","원폭피해자2세 건강검진(여)GFS","-","-","130000","","","","","-"
"행위","기타","-","기타","원폭피해자2세 건강검진(남)UGI","-","-","130000","","","","","-"
"행위","기타","-","기타","원폭피해자2세 건강검진(여)UGI","-","-","130000","","","","","-"
"행위","기타","-","기타","원폭피해자1세 건강검진(남)GFS","-","-","280000","","","","","-"
"행위","기타","-","기타","건강진단 및 신체검사(마약검사확인서,E-9,비전문취업)","-","-","50000","","","","","-"
"행위","기타","-","기타","(100% 감면)장기복무 제대군인(10년이상) 건강검진","-","-","40500","","","","","-"
"행위","기타","-","기타","장기복무 제대군인(10년이상) 건강검진","-","-","55660","","","","","-"
"행위","기타","-","기타","종합검진17종(C급)","-","-","76000","","","","","-"
"행위","기타","-","기타","종합검진20종(B급/남)","-","-","114000","","","","","-"
"행위","기타","-","기타","종합검진20종(B급/여)","-","-","114000","","","","","-"
"행위","기타","-","기타","종합검진24종(A급/남)","-","-","163000","","","","","-"
"행위","기타","-","기타","종합검진24종(A급/여)","-","-","163000","","","","","-"
"행위","기타","-","기타","종합검진28종(S급/남)","-","-","199000","","","","","-"
"행위","기타","-","기타","종합검진28종(S급/여)","-","-","199000","","","","","-"
"치료재료","-","-","피부봉합용 봉합기","PROXIMATE PLUS MULTI- DIRECTIONAL SKIN STAPLER","BB3102EE","35Wide /tyco","13172","","","","","-"
"치료재료","-","-","인체조직유래 2차 가공뼈","RAFUGEN DBM GEL","BC0101BU","1CC/3CC/5CC","","404080","1618627","","","-"
"치료재료","-","-","인체조직유래 2차 가공뼈","ORTHOBLAST ∥ PASTE","BC0101IE","-","380938","","","","","-"
"치료재료","-","-","인체조직유래 2차 가공뼈","BONGENER","BC0102QT","-","345000","","","","","-"
"치료재료","-","-","압박고정용 재료(무릎고정용)","IMK-SPLINT","BC1010PR","S/M/L/XL","118800","","","","","-"
"치료재료","-","-","압박고정용 SPLINT","ALKANTIS","BC1202LF","-","65000","","","","","-"
"치료재료","-","-","흡수성 골절고정용 PLATE","OTPS PLATE","BC5301HP","-","513000","","","","","-"
"치료재료","-","-","흡수성 골절고정용 PLATE","INION OTPS BIODEGRADABLE DISTAL RADIUS PLATE","BC5302HP","-","760000","","","","","-"
"치료재료","-","-","흡수성 MESH PLATE","OTPS MESH PLATE","BC5401HP","-","864500","","","","","-"
"치료재료","-","-","흡수성 PLATE 고정용 SCREW","OTPS SCREW","BC6001HP","2.8MM/3.1MM","","147250","218500","","","-"
"치료재료","-","-","흡수성 PLATE 고정용 SCREW","OTPS SCREW","BC6002HP","4.5MM","351500","","","","","-"
"치료재료","-","-","척추극돌기간고정용","INTERSPINOUS U","BF0401DB","-","1429947","","","","","-"
"치료재료","-","-","척추극돌기간고정용","SPINOUS BRIDGE","BF0401GQ","-","1250063","","","","","-"
"치료재료","-","-","중재적시술시 사용되는 색전적출용","EXPORT ASPIRATION CATHETER","BJ4102AW","-","424763","","","","","-"
"치료재료","-","-","중재적시술시 사용되는 색전적출용","EMBOSHIELD NAV6 EMBOLIC PROTECTION SYSTEM","BJ4102EC","-","1833000","","","","","-"
"치료재료","-","-","중재적시술시 사용되는 색전적출용","MO.MA ULTRA PROXIMAL CEREBRAL PROTECTION DEVICE","BJ4103AW","-","1862400","","","","","-"
"치료재료","-","-","고주파 정맥내막폐쇄요법용","VNUS CLOSURE CATHETER","BJ4301CA","-","880000","","","","","-"
"치료재료","-","-","혈전제거용 카테터","FOGARTY ARTERIAL CATHETER (3~7Fr)","BJ4412CN","3Fr/ 4Fr/ 5Fr/ 6Fr","75000","","","","","-"
"치료재료","-","-","혈관내영상카테타","EAGLE EYE IVUS IMAGING CATHETER","BJ4501JT","-","1430000","","","","","-"
"치료재료","-","-","혈관내영상카테타","85900P EAGLE EYE PLATINUM DIGITAL IVUS CATHETER","BJ4504JT","-","1420000","","","","","-"
"치료재료","-","-","OSTOMY용 ACCESSORY","CORSAIR","BJ4604JI","-","1000000","","","","","-"
"치료재료","-","-","경막외강 신경박리술용","ST REED","BJ4801RA","-","490000","","","","","-"
"치료재료","-","-","경막외강 신경박리술 및 감압 신경성형술용","BIOVISION","BJ4802IU","-","800000","","","","","-"
"치료재료","-","-","이물제거용","MULTI SNARE SET","BJ5001CL","-","482155","","","","","-"
"치료재료","-","-","이물제거용","RETRIEVAL NET","BJ5003FM","-","40000","","","","","-"
"치료재료","-","-","요도(요관)금속스텐트","MEMOKATH","BJ5102QV","-","2200000","","","","","-"
"치료재료","-","-","혈관 중재적 시술후 지혈용","ANGIO-SEAL HEMOSTATIC PUNCTURE CLOSURE DEVICE","BJ7001BZ","-","321957","","","","","-"
