"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"대전","보조기류 (의치창 제작)","맹인용컴퓨터","QA65001","-","0","","","","","-"
"대전","보조기류 (의치창 제작)","브레일라이트","QA65002","-","0","","","","","-"
"대전","보조기류 (의치창 제작)","독서확대기","QA66001","-","0","","","","","-"
"대전","보조기류 (의치창 제작)","욕창방석","QA68001","-","0","","","","","-"
"대전","보조기류 (의치창 제작)","욕창매트리스","QA68002","-","0","","","","","-"
"대전","보조기류 (의치창 제작)","팩시밀리","QA69001","-","0","","","","","-"
"대전","보조기류 (의치창 제작)","홍채렌즈","QA69002","-","0","","","","","-"
"대전","보조기류 (의치창 제작)","어깨가슴의지(국-재래/국-실리콘미용수)","QA11011","-","1939000","","","","","-"
"대전","보조기류 (의치창 제작)","어깨가슴의지(국-재래/국-PVC미용수)","QA11012","-","828000","","","","","-"
"대전","보조기류 (의치창 제작)","어깨가슴의지(국-재래/중-작업수)","QA11013","-","1142000","","","","","-"
"대전","보조기류 (의치창 제작)","어깨가슴의지(독-골격/국-실리콘미용수)","QA11014","-","2468000","","","","","-"
"대전","보조기류 (의치창 제작)","어깨가슴의지(독-골격/국-PVC미용수)","QA11015","-","1742000","","","","","-"
"대전","보조기류 (의치창 제작)","어깨관절의지(국-재래/국-실리콘미용수)","QA12011","-","1939000","","","","","-"
"대전","보조기류 (의치창 제작)","어깨관절의지(국-재래/국-PVC미용수)","QA12012","-","828000","","","","","-"
"대전","보조기류 (의치창 제작)","어깨관절의지(국-재래/중-작업수)","QA12013","-","1142000","","","","","-"
"대전","보조기류 (의치창 제작)","어깨관절의지(독-골격/국-실리콘미용수)","QA12014","-","2468000","","","","","-"
"대전","보조기류 (의치창 제작)","어깨관절의지(독-골격/국-PVC미용수)","QA12015","-","1742000","","","","","-"
"대전","보조기류 (의치창 제작)","짧은위팔의지(국-재래/중-작업수)","QA13014","-","1038000","","","","","-"
"대전","보조기류 (의치창 제작)","짧은위팔의지(국-재래/국-PVC미용수)","QA13015","-","760000","","","","","-"
"대전","보조기류 (의치창 제작)","짧은위팔의지(국-재래/국-실리콘미용수)","QA13016","-","1748000","","","","","-"
"대전","보조기류 (의치창 제작)","짧은위팔의지(국-재래/독-기능수/미-작업수)","QA13017","-","1790000","","","","","-"
"대전","보조기류 (의치창 제작)","표준위팔의지(독-골격/국-PVC미용수)","QA13021","-","1491000","","","","","-"
"대전","보조기류 (의치창 제작)","표준위팔의지(독-골격/국-실리콘미용수)","QA13022","-","2180000","","","","","-"
"대전","보조기류 (의치창 제작)","표준위팔의지(독-재래/국-PVC미용수)","QA13023","-","1402000","","","","","-"
"대전","보조기류 (의치창 제작)","표준위팔의지(독-재래/국-실리콘미용수)","QA13024","-","2087000","","","","","-"
"대전","보조기류 (의치창 제작)","표준위팔의지(독-재래/독-기능수/미-작업수)","QA13025","-","2161000","","","","","-"
"대전","보조기류 (의치창 제작)","표준위팔의지(국-재래/국-PVC미용수)","QA13026","-","760000","","","","","-"
"대전","보조기류 (의치창 제작)","표준위팔의지(국-재래/국-실리콘미용수)","QA13027","-","1748000","","","","","-"
"대전","보조기류 (의치창 제작)","표준위팔의지(국-재래/독-기능수/미-작업수)","QA13028","-","1790000","","","","","-"
"대전","보조기류 (의치창 제작)","표준위팔의지(국-재래/중-작업수)","QA13029","-","975000","","","","","-"
"대전","보조기류 (의치창 제작)","팔꿈치관절의지(독-재래/국-PVC미용수)","QA14011","-","1202000","","","","","-"
"대전","보조기류 (의치창 제작)","팔꿈치관절의지(독-재래/국-실리콘미용수)","QA14012","-","1867000","","","","","-"
"대전","보조기류 (의치창 제작)","팔꿈치관절의지(독-재래/독-기능수/미-작업수)","QA14013","-","1897000","","","","","-"
"대전","보조기류 (의치창 제작)","팔꿈치관절의지(국-재래/국-PVC미용수)","QA14014","-","801000","","","","","-"
"대전","보조기류 (의치창 제작)","팔꿈치관절의지(국-재래/국-실리콘미용수)","QA14015","-","1750000","","","","","-"
"대전","보조기류 (의치창 제작)","팔꿈치관절의지(국-재래/독-기능수/미-작업수)","QA14016","-","1779000","","","","","-"
"대전","보조기류 (의치창 제작)","팔꿈치관절의지(국-재래/중-작업수)","QA14017","-","1058000","","","","","-"
"대전","보조기류 (의치창 제작)","아주짧은아래팔의지(국-재래/국-PVC미용수)","QA15011","-","610000","","","","","-"
"대전","보조기류 (의치창 제작)","아주짧은아래팔의지(국-재래/국-실리콘미용수)","QA15012","-","1502000","","","","","-"
"대전","보조기류 (의치창 제작)","아주짧은아래팔의지(국-재래/독-기능수/미-작업수)","QA15013","-","1510000","","","","","-"
"대전","보조기류 (의치창 제작)","아주짧은아래팔의지(국-재래/중-작업수)","QA15014","-","890000","","","","","-"
"대전","보조기류 (의치창 제작)","(짧은)표준아래팔의지(국-재래/국-PVC미용수)","QA15021","-","595000","","","","","-"
"대전","보조기류 (의치창 제작)","(짧은)표준아래팔의지(국-재래/국-실리콘미용수)","QA15022","-","1463000","","","","","-"
"대전","보조기류 (의치창 제작)","(짧은)표준아래팔의지(국-재래/독-기능수/미-작업수)","QA15023","-","1503000","","","","","-"
"대전","보조기류 (의치창 제작)","(짧은)표준아래팔의지(국-재래/중-작업수)","QA15024","-","883000","","","","","-"
"대전","보조기류 (의치창 제작)","(짧은)표준아래팔의지(독일-전자의수)","QA15025","-","10892000","","","","","-"
"대전","보조기류 (의치창 제작)","손의지(국-PVC미용수)","QA16011","-","103000","","","","","-"
"대전","보조기류 (의치창 제작)","손의지(국-실리콘미용수)","QA16012","-","768000","","","","","-"
"대전","보조기류 (의치창 제작)","손가락의지(국-PVC미용수)","QA17011","-","43000","","","","","-"
"대전","보조기류 (의치창 제작)","손가락의지(국-실리콘미용수)","QA17012","-","290000","","","","","-"
"대전","보조기류 (의치창 제작)","한쪽편골반의지(골격/회전)","QA21011","-","6419000","","","","","-"
"대전","보조기류 (의치창 제작)","한쪽편골반의지(재래/국산)","QA21012","-","1977000","","","","","-"
"대전","보조기류 (의치창 제작)","엉덩이관절의지(골격/회전)","QA22021","-","6409000","","","","","-"
"대전","보조기류 (의치창 제작)","엉덩이관절의지(재래/국산)","QA22032","-","1977000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기계/표준/골반대)","QA23000","-","5434000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기계/ 표준/허리반도)","QA23021","-","5061000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기압/기능1/허리반도)","QA23022","-","6298000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기압/기능2/허리반도)","QA23023","-","6600000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능1/허리반도)","QA23024","-","8010000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능2/허리반도)","QA23025","-","8313000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기계/표준/진공)","QA23031","-","5353000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기압/기능1/진공)","QA23032","-","6456000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기압/기능2/진공)","QA23033","-","6758000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능1/진공)","QA23034","-","8173000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능2/진공)","QA23035","-","8475000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능3/진공)","QA23036","-","9396000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능4/진공)","QA23037","-","10090000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/C-leg/기능4/진공/신형)","QA23038","-","30565000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/C-leg/기능4/진공/구형)","QA23039","-","26540000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기계/ 표준/실리콘)","QA23041","-","5652000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기압/기능1/실리콘)","QA23042","-","6889000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/기압/기능2/실리콘)","QA23043","-","7191000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능1/실리콘)","QA23044","-","8602000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능2/실리콘)","QA23045","-","8904000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능3/실리콘)","QA23046","-","9821000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/유압/기능4/실리콘)","QA23047","-","10429000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/C-leg/기능4/실리콘/신형)","QA23048","-","30887000","","","","","-"
"대전","보조기류 (의치창 제작)","대퇴의지(골격/회전/C-leg/기능4/실리콘/구형)","QA23049","-","26973000","","","","","-"
"대전","보조기류 (의치창 제작)","넓적다리의지(재래/표준/국산)","QA23051","-","2791000","","","","","-"
"대전","보조기류 (의치창 제작)","넓적다리의지(재래/골반대/국산)","QA23052","-","3039000","","","","","-"
"대전","보조기류 (의치창 제작)","넓적다리의지(골격/건보용/표준)","QA23053","-","2205000","","","","","-"
"대전","보조기류 (의치창 제작)","넓적다리의지(골격/건보용/실리콘)","QA23054","-","2801000","","","","","-"
"대전","보조기류 (의치창 제작)","무릎관절의지(골격/일반/표준)","QA24011","-","4495000","","","","","-"
"대전","보조기류 (의치창 제작)","무릎관절의지(골격/잠김형/표준)","QA24012","-","4565000","","","","","-"
"대전","보조기류 (의치창 제작)","무릎관절의지(골격/유압/표준)","QA24013","-","7384000","","","","","-"
"대전","보조기류 (의치창 제작)","무릎관절의지(골격/기능1/일반형)","QA24014","-","4651000","","","","","-"
"대전","보조기류 (의치창 제작)","무릎관절의지(골격/기능1/유압)","QA24015","-","5350000","","","","","-"
"대전","보조기류 (의치창 제작)","무릎관절의지(골격/기능2/유압)","QA24016","-","5652000","","","","","-"
"대전","보조기류 (의치창 제작)","무릎관절의지(골격/기능3/유압)","QA24017","-","6568000","","","","","-"
"대전","보조기류 (의치창 제작)","무릎관절의지(골격/기능4/유압)","QA24018","-","7173000","","","","","-"
"대전","보조기류 (의치창 제작)","무릎관절의지(재래/일반형)","QA24021","-","2779000","","","","","-"
"대전","근골격계","고관절-조영제 주입 전후 촬영판독","HE218","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","천장골관절-조영제 주입 전후 촬영판독","HE219","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","슬관절-일반","HE120","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","슬관절-조영제 주입 전후 촬영판독","HE220","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","발목관절-일반","HE121","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","발목관절-조영제 주입 전후 촬영판독","HE221","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","관절외 상지-일반","HE122","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","관절외 상지-조영제 주입 전후 촬영판독","HE222","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","관절외 하지-일반","HE123","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","관절외 하지-조영제 주입 전후 촬영판독","HE223","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","흉부","심장-일반","HE124","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","흉부","심장-조영제 주입 전후 촬영판독","HE224","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","흉부","흉부-일반","HE125","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","흉부","흉부-조영제 주입 전후 촬영판독","HE225","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","흉부","유방-일반","HE126","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","흉부","유방-조영제 주입 전후 촬영판독","HE226","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","복부","복부-일반","HE127","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","복부","복부-조영제 주입 전후 촬영판독","HE227","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","복부","골반-일반","HE128","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","복부","골반-조영제 주입 전후 촬영판독","HE228","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","복부","췌장-일반","HE129","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","복부","췌장-조영제 주입 전후 촬영판독","HE229","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","복부","신장 및 부신-일반","HE130","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","복부","신장 및 부신-조영제 주입 전후 촬영판독","HE230","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","복부","음낭 및 음경-일반","HE131","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","복부","음낭 및 음경-조영제 주입 전후 촬영판독","HE231","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","복부","간-일반","HE132","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","복부","간-조영제 주입 전후 촬영판독","HE232","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","복부","담췌관-일반","HE133","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","복부","담췌관-조영제 주입 전후 촬영판독","HE233","-","450000","","","","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","복부","전립선-일반","HE134","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","복부","전립선-조영제 주입 전후 촬영판독","HE234","-","450000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","뇌혈관-일반","HE135","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","뇌혈관-조영제 주입 전후 촬영판독","HE235","-","450000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","경부혈관-일반","HE136","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","경부혈관-조영제 주입 전후 촬영판독","HE236","-","450000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","흉부혈관-일반","HE137","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","흉부혈관-조영제 주입 전후 촬영판독","HE237","-","450000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","복부혈관-일반","HE138","-","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","복부혈관-조영제 주입 전후 촬영판독","HE238","-","400000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","사지혈관-일반","HE139","-","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","사지혈관-조영제 주입 전후 촬영판독","HE239","-","400000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관","심혈관-일반","HE140","-","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","물리치료료","기립경사훈련","MZ002","-","6000","","","","","-"
"대전","혈관","심혈관-조영제 주입 전후 촬영판독","HE240","-","400000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"대전","전신","일반","HE141","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","전신","조영제 주입 전후 촬영판독","HE241","-","705000","","","","N","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","확산","HF101","-","200000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","확산-기본검사 동시","HF201","-","100000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","관류 [3차원자기공명영상 포함]","HF102","-","300000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","관류 [3차원자기공명영상 포함]-기본검사 동시","HF202","-","150000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","분광영상","HF103","-","200000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","분광영상-기본검사 동시","HF203","-","100000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","영화 [3차원자기공명영상 포함]","HF104","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","Dynamic","HF105","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","이중조영","HF106","-","450000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","기능적 [3차원자기공명영상 포함]","HF107","-","500000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","기타","자기공명영상-외부필름판독","-","-","50000","","","","","급여 인정기준 외 실시한 경우 비급여"
"대전","피부 및 연부조직","기미,주근깨,점 제거술[대]-Size 0.4cm 이상","HZDE00101","-","30000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","기미,주근깨,점 제거술[중]-Size 0.3cm","HZDE00102","-","20000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","기미,주근깨,점 제거술[소]-Size 0.2cm 이하","HZDE00103","-","10000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (얼굴전체) - 비급여","HZDE00501","-","300000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (이마제외 얼굴전체) - 비급여","HZDE00502","-","200000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (코주변만) - 비급여","HZDE00503","-","100000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (겨드랑이 양측-제모) - 비급여","HZDE00600B","-","150000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL(코밑수염제모-여자)1 회째","HZDE01101","-","100000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL(코밑수염제모-여자) 2회째","HZDE01102","-","50000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL(코밑수염제모-여자) 3회째","HZDE01103","-","50000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (허벅지 양측-제모) - 비급여","HZDE01400B","-","300000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","박피술 [화학] [대]","HZDE01901","-","100000","","","","","-"
"대전","피부 및 연부조직","박피술 [화학] [중]","HZDE01902","-","50000","","","","","-"
"대전","피부 및 연부조직","박피술 [화학] [소]","HZDE01903","-","30000","","","","","-"
"대전","피부 및 연부조직","Bleomycin 병변내 주입(대)-비급여","HZDE02001","-","10000","","","","","-"
"대전","피부 및 연부조직","Bleomycin 병변내 주입(소)-비급여","HZDE02101","-","5000","","","","","-"
"대전","피부 및 연부조직","사마귀제거 [대]사마귀 3개 이상인 경우 산정","HZDE02201","-","10000","","","","","-"
"대전","피부 및 연부조직","사마귀제거 [대]사마귀 3개 미만인 경우 산정","HZDE02202","-","5000","","","","","-"
"대전","피부 및 연부조직","여드름 치료(대)","HZDE02301","-","10000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","여드름 치료(중)","HZDE02302","-","5000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","여드름 치료(소)","HZDE02303","-","3000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","메조테라피 (mesotherapy) 1회당","HZFM00100","-","14000","","","","","-"
"대전","근골","추간판내고주파열응고술(Nucleoplasty)","HZOS00100","-","500000","","","","","-"
"대전","근골","추간판내고주파열치료술(IDET)","HZOS00200","-","500000","","","","","-"
"대전","코","코골음성형술 [단순]비급여(구개수/구개만실시)","HZEN00501","-","200000","","","","","-"
"대전","코","코골음성형술 [복잡]비급여(구개수/구개[인두포함","HZEN00502","-","400000","","","","","-"
"대전","비뇨기","3MIX(Papa+Regi+Car20ug)","HZUR00100","-","20000","","","","","-"
"대전","비뇨기","고환삽입술-비급여","HZUR00200","-","500000","","","","","-"
"대전","비뇨기","굴곡음경교정 수술(백만)-비급여","HZUR00300","-","1000000","","","","","-"
"대전","비뇨기","음경 이물질 제거술 A","HZUR00501","-","500000","","","","","-"
"대전","비뇨기","음경 이물질 제거술 B","HZUR00502","-","800000","","","","","-"
"대전","비뇨기","음경 이물질 제거술 C(flap 또는 graft를 한 경우에","HZUR00503","-","1000000","","","","","-"
"대전","비뇨기","음경바셀린종제거술 [대]","HZUR00601","-","700000","","","","","-"
"대전","비뇨기","음경바셀린종제거술 [소]","HZUR00602","-","400000","","","","","-"
"대전","비뇨기","음경보형물 교정술","HZUR00700","-","800000","","","","","-"
"대전","비뇨기","음경보형물 삽입술 A(굽은형 보형물)","HZUR00801","-","1000000","","","","","-"
"대전","비뇨기","음경보형물 삽입술 B(팽창형(2-piece)인 경우에 산정","HZUR00802","-","1500000","","","","","-"
"대전","비뇨기","음경보형물 삽입술 C(팽창형(3-piece)인 경우에 산정","HZUR00803","-","2000000","","","","","-"
"대전","비뇨기","음경주사 Test-비급여","HZUR00900","-","5000","","","","","-"
"대전","비뇨기","음경확대술(이백만)-비급여","HZUR01001","-","2000000","","","","","-"
"대전","비뇨기","정관복원술(오십만)-비급여","HZUR01200","-","500000","","","","","-"
"대전","비뇨기","정관절제술 [결찰술]","HZUR01300","-","200000","","","","","-"
"대전","비뇨기","조루증 수술(오십만)-비급여","HZUR01400","-","500000","","","","","-"
"대전","비뇨기","조루증 수술-음경배부신경차단술(구십만)-비급여","HZUR01500","-","900000","","","","","-"
"대전","비뇨기","파라핀 제거술 A(침범범위가 proximal 인 경우 산정","HZUR01701","-","600000","","","","","-"
"대전","치과보철료","Pin 핀","JM0007T","-","10000","","","","","-"
"대전","비뇨기","파라핀 제거술 B(침범범위가 1/2 인 경우에 산정","HZUR01702","-","1000000","","","","","-"
"대전","비뇨기","파라핀 제거술 C(침범범위가 total 인 경우에 산정","HZUR01703","-","1500000","","","","","-"
"대전","비뇨기","포경수술(배면절개) 비급여","HZUR01800","-","150000","","","","","-"
"대전","비뇨기","포경수술(환상절개) 비급여","HZUR01801","-","200000","","","","","-"
"대전","여성 생식기, 임신과 분만","(비급여) 난관 결찰술","HZOG00100","-","300000","","","","","-"
"대전","여성 생식기, 임신과 분만","(비급여) 미레나 삽입술","HZOG00200","-","90000","","","","","-"
"대전","여성 생식기, 임신과 분만","소음순절제술(성형목적)","HZOG00400","-","50000","","","","","-"
"대전","여성 생식기, 임신과 분만","자궁내장치 [IUD] 재료대 별도산정","HZOG00800","-","30000","","","","","-"
"대전","여성 생식기, 임신과 분만","질 및 회음부 성형술 [대] 비급여","HZOG01001","-","1000000","","","","","-"
"대전","여성 생식기, 임신과 분만","질 및 회음부 성형술 [중]","HZOG01002","-","800000","","","","","-"
"대전","여성 생식기, 임신과 분만","질 및 회음부 성형술 [소]","HZOG01003","-","500000","","","","","-"
"대전","신경","경피적 경막외강 신경성형술","SZ634","-","500000","","","","","-"
"대전","순환기","레이저정맥폐쇄술〔유도료 포함〕","OZ304","-","1000000","","","","","-"
"대전","기타","충수절제술 비급여(Incidental Appendectomy)","HZOG01100","-","100000","","","","","-"
"대전","기타","정맥혈전증 예방치료(IPC) 1일당","HZGT00600","-","10000","","","","","-"
"대전","기타","수면내시경검사(비급여)","HZGT00200","-","50000","","","","","-"
"대전","기타","상.하부동시 실시 수면내시경검사(비급여)","HZGT00210","-","60000","","","","","-"
"대전","기타","치료 수면 내시경 환자관리료 (비급여)","HZGT00220","-","100000","","","","","-"
"대전","치과보철료","Crown, Gold - Pt, G　주조금관, 백금합금","JP0120G","-","460000","","","Y","","골드함량 72%"
"대전","치과보철료","Crown, Super - Gold, G 주조금관, 금합금","JP0121G","-","370000","","","Y","","-"
"대전","치과보철료","Crown, Palladium, G 주조금관, Pd 합금","JP0003G","-","350000","","","Y","","골드함량 46%"
"대전","치과보철료","Crown, Metal, G 주조관, N-C 합금","JP0004G","-","250000","","","Y","","-"
"대전","치과보철료","Atrficial gold crown for RD, G 가철성 의치용 금속 교합면 인공치 (S-gold)","JP0005G","-","250000","","","Y","","-"
"대전","치과보철료","Crown, PFM, A, G 도재소부전장관, 비귀금속, A","JP0006G","-","370000","","","Y","","-"
"대전","치과보철료","Crown, PFM, B, G 도재소부전장관, 비귀금속, B","JP0007G","-","350000","","","Y","","-"
"대전","치과보철료","Crown, PFG, A, G 도재소부전장관, 귀금속, A","JP0008G","-","520000","","","Y","","-"
"대전","치과보철료","Crown, PFG, B, G 도재소부전장관, 귀금속, B","JP0009G","-","450000","","","Y","","-"
"대전","치과보철료","Crown, collarless PFM, G 도재소부전장관, 무깃, 비귀금속","JP0010G","-","380000","","","Y","","-"
"대전","치과보철료","Crown, collarless PFG, G 도재소부전장관, 무깃, 귀금속","JP0011G","-","520000","","","Y","","-"
"대전","치과보철료","Crown, all ceramic, G 전부도재관, 전세라믹","JP0012G","-","470000","","","Y","","-"
"대전","치과보철료","Crown, Laminate veneer, G 전부도재관, 순면버니어","JP0013G","-","400000","","","Y","","-"
"대전","치과보철료","Crown, Maryland, non-Prec., G 주조관, 메리랜드, 비귀금속","JP0014G","-","290000","","","Y","","-"
"대전","치과보철료","Crown, Maryland, Prec., G 금주조관, 메리랜드, 귀금속","JP0015G","-","370000","","","Y","","-"
"대전","치과보철료","Inlay, Prec. Gold simple, G 인레이, 귀금속, 단순","JP0016G","-","300000","","","Y","","-"
"대전","치과보철료","Inlay, Prec. Gold complex, G 인레이, 귀금속, 복잡","JP0017G","-","350000","","","Y","","-"
"대전","치과보철료","Inlay, Por. or resin, simple,G 인레이, 포세라인 or 레진, 단순","JP0018G","-","270000","","","Y","","-"
"대전","치과보철료","Inlay, Por. or resin, complex, G 인레이, 포세라인 or 레진, 복잡","JP0019G","-","280000","","","Y","","-"
"대전","치과보철료","Post&Core, gold simple, G 포스트관, 귀금속, 단순","JP0020G","-","230000","","","Y","","-"
"대전","치과보철료","Post&Core, gold complex, G 포스트관, 귀금속, 복잡","JP0021G","-","260000","","","Y","","-"
"대전","치과보철료","Post&Core, Para, G 포스트관, 파라 포스트","JP0022G","-","180000","","","Y","","-"
"대전","치과보철료","Post&Core, glassfiber, G 포스트관, 그래스화이버","JP0023G","-","220000","","","Y","","-"
"대전","치과보철료","R.P.D., Half, non-Prec. Elect., G 편측가철성국소의치, 고주파비귀금속","JP0028G","-","700000","","","Y","","-"
"대전","치과보철료","R.P.D., Half, non-Prec., G 편측가철성국소의치, 비귀금속","JP0029G","-","600000","","","Y","","-"
"대전","치과보철료","R.P.D.,non-Prec., G 가철성 국소의치, 비귀금속","JP0031G","-","1200000","","","Y","","-"
"대전","치과보철료","R.P.D., electronic non-Prec., G 가철성 국소의치, 고주파 비귀금속","JP0032G","-","1400000","","","Y","","-"
"대전","치과보철료","R.P.D., Temporary, G 임시 가철성 국소의치","JP0033G","-","430000","","","Y","","-"
"대전","치과보철료","R.P.D., Overdenture, simple, G 치아지지가철성의치, 간단","JP0034G","-","1600000","","","Y","","-"
"대전","치과보철료","R.P.D., Overdenture, complex, G 치아지지가철성의치, 복잡","JP0035G","-","1800000","","","Y","","-"
"대전","치과보철료","R.P.D., Attachment, simple, G 어태치먼트 국소 의치, 간단","JP0036G","-","1400000","","","Y","","-"
