"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항"
"광주","두경부","부비동-일반","HE104","MRI PNS [Paranasal Sinus]","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","두경부","부비동-조영제 주입 전후 촬영판독","HE204","MRI PNS 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","두경부","안와-일반","HE105","MRI Orbit","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","두경부","안와-조영제 주입 전후 촬영판독","HE205","MRI Orbit 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","두경부","측두골-일반","HE106","MRI Temporal bone","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","두경부","측두골-조영제 주입 전후 촬영판독","HE206","MRI Temporal bone 조영제사용 -MRI IAC(internal auditory canals)","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","두경부","측두하악관절-일반","HE107","MRI TM joint","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","두경부","측두하악관절-조영제 주입 전후 촬영판독","HE207","MRI TM joint 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","두경부","경부-일반","HE108","MRI Neck","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","두경부","경부-조영제 주입 전후 촬영판독","HE208","MRI Neck 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","척추","경추-일반","HE109","MRI C-Spine","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","척추","경추-조영제 주입 전후 촬영판독","HE209","MRI Cervical 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","척추","흉추-일반","HE110","MRI T-Spine","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","척추","흉추-조영제 주입 전후 촬영판독","HE210","MRI Thoracic 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","척추","요천추-일반","HE111","MRI L-Spine","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","척추","요천추-조영제 주입 전후 촬영판독","HE211","MRI Lumbosacral spine 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","척추","요천추-흉추와 동시 촬영-일반","HE113","MRI L-Spine(흉추 동시)","235000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","척추","요천추-흉추와 동시 촬영-조영제 주입 전후 촬영판독","HE213","MRI Thoracic+Lumbosacral spine동시,조영제사용","235000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","척추","척추강-일반","HE112","MRI Spine Myelogram","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","척추","척추강-조영제 주입 전후 촬영판독","HE212","MRI Myelogram 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","척추","척추강-경추, 흉추, 요천추와 동시 촬영-일반","HE114","MRI Spine Myelogram(경추, 흉추, 요천추 동시 촬영)","705000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","척추","척추강-경추, 흉추, 요천추와 동시 촬영-조영제 주입 전후 촬영판독","HE214","MRI Myelogram동시,조영제사용","235000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","견관절-일반","HE115","MRI Shoulder","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","견관절-조영제 주입 전후 촬영판독","HE215","MRI Shoulder 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","주관절-일반","HE116","MRI Elbow","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","주관절-조영제 주입 전후 촬영판독","HE216","MRI Elbow 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","수관절-일반","HE117","MRI Wrist","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","수관절-조영제 주입 전후 촬영판독","HE217","MRI Wrist 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","고관절-일반","HE118","MRI Hip","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","고관절-조영제 주입 전후 촬영판독","HE218","MRI Hip 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","천장골관절-일반","HE119","MRI Sacrum","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","천장골관절-조영제 주입 전후 촬영판독","HE219","MRI Sacroiliac 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","슬관절-일반","HE120","MRI Knee","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","슬관절-조영제 주입 전후 촬영판독","HE220","MRI Knee 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","발목관절-일반","HE121","MRI Ankle joint","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","발목관절-조영제 주입 전후 촬영판독","HE221","MRI Ankle joint 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","관절외 상지-일반","HE122","MRI Upper extremity","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","관절외 상지-조영제 주입 전후 촬영판독","HE222","MRI Upper extremity 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","관절외 하지-일반","HE123","MRI Lower extremity","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","근골격계","관절외 하지-조영제 주입 전후 촬영판독","HE223","MRI Lower extremity 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","흉부","심장-일반","HE124","MRI Heart","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","흉부","심장-조영제 주입 전후 촬영판독","HE224","MRI Heart 조영제사용 |조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","흉부","흉부-일반","HE125","MRI Chest","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","흉부","흉부-조영제 주입 전후 촬영판독","HE225","MRI Chest 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","흉부","유방-일반","HE126","MRI Breast","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","흉부","유방-조영제 주입 전후 촬영판독","HE226","MRI Breast 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","복부","복부-일반","HE127","MRI Abdomen","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","복부","복부-조영제 주입 전후 촬영판독","HE227","MRI Abdomen 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","복부","골반-일반","HE128","MRI Pelvis","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","복부","골반-조영제 주입 전후 촬영판독","HE228","MRI Pelvis 조영제사용 |조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","복부","췌장-일반","HE129","MRI Pancreas","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","복부","췌장-조영제 주입 전후 촬영판독","HE229","MRI Pancreas 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","복부","신장 및 부신-일반","HE130","MRI Kidney and Adrenal","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","복부","신장 및 부신-조영제 주입 전후 촬영판독","HE230","MRI Kidney and Adrenal 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","복부","음낭 및 음경-일반","HE131","MRI Penile and Scrotum","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","복부","음낭 및 음경-조영제 주입 전후 촬영판독","HE231","MRI Penile and Scrotum 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","복부","간-일반","HE132","MRI Liver","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","복부","간-조영제 주입 전후 촬영판독","HE232","MRI  Liver 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","복부","담췌관-일반","HE133","MR Cholangiography [MRCP]","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","복부","담췌관-조영제 주입 전후 촬영판독","HE233","MRI Cholangiogram 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","복부","전립선-일반","HE134","MRI Prostate","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","복부","전립선-조영제 주입 전후 촬영판독","HE234","MRI Prostate 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","뇌혈관-일반","HE135","MRI Brain Angio","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","뇌혈관-조영제 주입 전후 촬영판독","HE235","MRI Brain Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","경부혈관-일반","HE136","MRI Neck Angio","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","경부혈관-조영제 주입 전후 촬영판독","HE236","MRI Neck Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","흉부혈관-일반","HE137","MRI Thoracic Angio","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","흉부혈관-조영제 주입 전후 촬영판독","HE237","MRI Thoracic Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","복부혈관-일반","HE138","MRI Abdominal Angio","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","복부혈관-조영제 주입 전후 촬영판독","HE238","MRI Abdominal Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","사지혈관-일반","HE139","MRI Extremity Angio","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","사지혈관-조영제 주입 전후 촬영판독","HE239","MRI Extremity Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","심혈관-일반","HE140","MRI Cardiovascular MRA","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","혈관","심혈관-조영제 주입 전후 촬영판독","HE240","MRI Cardiovascular MRA 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","전신","일반","HE141","MRI Whole body","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","전신","조영제 주입 전후 촬영판독","HE241","MRI Whole body 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","확산","HF101","MRI Brain Diffusion  [단독촬영]","200000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","확산-기본검사 동시","HF201","MRI Brain Diffusion [기본MRI와 동시촬영]","100000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","관류 [3차원자기공명영상 포함]","HF102","MRI Perfusion [단독촬영","300000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","관류 [3차원자기공명영상 포함]-기본검사 동시","HF202","MRI Perfusion [기본MRI와 동시촬영]","150000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","분광영상","HF103","MRI MR spectroscopy","200000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","분광영상-기본검사 동시","HF203","MR spectroscopy [기본MRI와 동시촬영]","100000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","영화 [3차원자기공명영상 포함]","HF104","MRI Cine","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","Dynamic","HF105","MRI ,Dynamic","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","이중조영","HF106","MRI Dual contrast","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","특수검사","기능적 [3차원자기공명영상 포함]","HF107","MRI Functional","500000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","기타","자기공명영상-외부필름판독","-","외부필름판독료 MRI [건당]","50000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","PET 진단료","F-18 FP-CIT 뇌 양전자단층촬영","HZ223","Brain F-18  FP-CIT  PET(파킨슨)","436374","","","","Y","-"
"광주","PET 진단료","양전자단층촬영(F-18 FDG)-토르소","HZ331","Torso PET-CT","747774","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"광주","PET 진단료","양전자단층촬영(F-18 FDG)-토르소 + 추가촬영","HZ331+HZ336","Torso PET-CT+추가 PET-CT","1028004","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"광주","PET 진단료","양전자단층촬영(F-18 FDG)-심근","HZ332","심근 PET-CT","637054","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"광주","PET 진단료","양전자단층촬영(F-18 FDG)-뇌","HZ333","Brain FP-CIT (파킨슨)","635374","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"광주","PET 진단료","양전자단층촬영(F-18 FDG)-전신","HZ334","전신PET-CT","1074798","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"광주","PET 진단료","양전자단층촬영(F-18 FDG)-전신 + 추가촬영","HZ334+HZ336","전신PET-CT+추가 PET-CT","1355028","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"광주","PET 진단료","양전자단층촬영(F-18 FDG)-부분","HZ335","부분 PET-CT","529870","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"광주","PET 진단료","양전자단층촬영-외부필름판독","-","외부필름판독료 PET [건당]","50000","","","","","급여 인정기준 외 실시한 경우 비급여"
"광주","신경차단술료","지속적 대퇴신경 통증자가조절법(슬관절전치환술)","LZ610","-","50000","","","","","치료재료별도산정"
"광주","신경차단술료","지속적 사각근간 상박신경총 통증자가조절법(어깨 및 상완골 수술)","LZ062","-","50000","","","","","치료재료별도산정"
"광주","물리치료료","FIMS(Functional Intramuscular Stimulation)","MZ001","근육내자극요법[IMS] 한부위","","5000","50000","","","-"
"광주","물리치료료","기립경사훈련","MZ002","기립경사훈련","6000","","","","","-"
"광주","물리치료료","연하재활 기능적전기자극치료","MZ008","연하재활 기능적전기자극치료","50000","","","","","-"
"광주","물리치료료","도수치료 [1일당]","MX122","도수치료 [1일당]","12960","","","","","-"
"광주","물리치료료","증식치료(사지관절부위)","MY142","증식치료 [사지관절부위]","6263","","","","","-"
"광주","물리치료료","증식치료(척추부위)","MY143","증식치료 [척추부위]","12513","","","","","-"
"광주","피부 및 연부조직","기미,주근깨,점 제거술[중]-Size 0.3cm","-","-","10000","","","","","-"
"광주","피부 및 연부조직","기미,주근깨,점 제거술[소]-Size 0.2cm 이하","-","-","5000","","","","","-"
"광주","피부 및 연부조직","IPL (얼굴전체) - 비급여","-","-","300000","","","","","-"
"광주","피부 및 연부조직","IPL (이마제외 얼굴전체) - 비급여","-","-","200000","","","","","-"
"광주","피부 및 연부조직","IPL (코주변만) - 비급여","-","-","100000","","","","","-"
"광주","피부 및 연부조직","IPL (겨드랑이 양측-제모) - 비급여","-","-","150000","","","","","-"
"광주","피부 및 연부조직","IPL(코밑수염제모-여자)1 회째","-","-","100000","","","","","-"
"광주","피부 및 연부조직","IPL(코밑수염제모-여자) 2회째","-","-","50000","","","","","-"
"광주","피부 및 연부조직","IPL(코밑수염제모-여자) 3회째","-","-","50000","","","","","-"
"광주","피부 및 연부조직","IPL (허벅지 양측-제모) - 비급여","-","-","300000","","","","","-"
"광주","피부 및 연부조직","박피술 [화학]  [대]","-","-","100000","","","","","-"
"광주","피부 및 연부조직","박피술 [화학]  [중]","-","-","50000","","","","","-"
"광주","피부 및 연부조직","박피술 [화학]  [소]","-","-","30000","","","","","-"
"광주","피부 및 연부조직","Bleomycin 병변내 주입(대)-비급여","-","-","20000","","","","","-"
"광주","피부 및 연부조직","Bleomycin 병변내 주입(소)-비급여","-","-","10000","","","","","-"
"광주","피부 및 연부조직","사마귀제거 [대]사마귀 3개 이상인 경우 산정","-","-","10000","","","","","-"
"광주","피부 및 연부조직","사마귀제거 [대]사마귀 3개 미만인 경우 산정","-","-","5000","","","","","-"
"광주","피부 및 연부조직","여드름 치료(대)","-","-","10000","","","","","-"
"광주","피부 및 연부조직","여드름 치료(중)","-","-","5000","","","","","-"
"광주","피부 및 연부조직","여드름 치료(소)","-","-","3000","","","","","-"
"광주","피부 및 연부조직","메조테라피 (mesotherapy) 1회당","-","-","20000","","","","","-"
"광주","피부 및 연부조직","피부전기소작,냉동술(대)","-","-","100000","","","","","-"
"광주","피부 및 연부조직","피부전기소작,냉동술(중)","-","-","50000","","","","","-"
"광주","피부 및 연부조직","피부전기소작,냉동술(소)","-","-","30000","","","","","-"
"광주","근골","추간판내고주파열치료술(IDET)","SZ083","-","500000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(두부및부비동)","EZ776","-","50000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(악관절)","EZ776","-","50000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(경추및상지)","EZ776","-","50000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(요천추및하지)","EZ776","-","50000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(흉추)","EZ776","-","50000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(유방)","EZ776","-","50000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(비뇨기과,생식기)","EZ776","-","50000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(복부)","EZ776","-","50000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(기타)","EZ776","-","50000","","","","","-"
"광주","외피,근골기능검사","적외선체열진단(전신)","EZ776","-","100000","","","","","-"
"광주","비뇨기","인공 괄약근 설치술","-","-","1000000","","","","","-"
"광주","비뇨기","고환삽입술-비급여","-","-","500000","","","","","-"
"광주","비뇨기","약물유도사정술","-","-","100000","","","","","-"
"광주","비뇨기","음경 이물질 제거술 A","-","-","300000","","","","","-"
"광주","비뇨기","음경 이물질 제거술 B","-","-","500000","","","","","-"
"광주","비뇨기","자기장 치료(골반통 전립선통 성교통)","MX033","-","20000","","","","","-"
"광주","비뇨기","자기장 치료 (요실금)","MX033","-","30000","","","","","-"
"광주","비뇨기","음경보형물 삽입술 A(굽은형 보형물)","-","-","1000000","","","","","-"
"광주","비뇨기","음경주사 Test-비급여","-","-","5000","","","","","-"
"광주","비뇨기","정관복원술(오십만)-비급여","-","-","500000","","","","","-"
"광주","비뇨기","정관절제술 [결찰술]","-","-","200000","","","","","-"
"광주","비뇨기","포경수술(배면절개) 비급여","-","-","100000","","","","","-"
"광주","비뇨기","포경수술(환상절개) 비급여","-","-","150000","","","","","-"
"광주","여성 생식기, 임신과 분만","(비급여) 난관 결찰술","-","-","300000","","","","","-"
"광주","여성 생식기, 임신과 분만","(비급여) 미레나 삽입술","-","-","90000","","","","","-"
"광주","여성 생식기, 임신과 분만","소음순절제술(성형목적)","-","-","50000","","","","","-"
"광주","여성 생식기, 임신과 분만","자궁내장치 [IUD]  재료대 별도산정","-","-","30000","","","","","-"
"광주","여성 생식기, 임신과 분만","질 및 회음부 성형술 [대] 비급여","-","-","1000000","","","","","-"
"광주","여성 생식기, 임신과 분만","질 및 회음부 성형술 [중]","-","-","800000","","","","","-"
"광주","여성 생식기, 임신과 분만","질 및 회음부 성형술 [소]","-","-","500000","","","","","-"
"광주","신경","경피적 경막외강 신경성형술","SZ634","-","500000","","","","","-"
"광주","순환기","리포셋(겨드랑이 땀샘제거) 레이저 [편측]","SZ033","-","500000","","","","","-"
"광주","순환기","리포셋(겨드랑이 땀샘제거) 레이저 [양측]","SZ033","-","1000000","","","","","-"
"광주","순환기","하지정맥류 고주파정맥내막폐쇄술 [편측]","OZ304","-","800000","","","","","재료대별도"
"광주","순환기","하지정맥류 고주파정맥내막폐쇄술 [편측]","OZ304","-","1000000","","","","","재료대별도"
"광주","기타","충수절제술 비급여(Incidental Appendectomy)","HZOG01100","-","100000","","","","","-"
"광주","기타","정맥혈전증 예방치료(IPC) 1일당","HZGT00600","-","10000","","","","","-"
"광주","기타","수면내시경검사(비급여)","HZGT00200","-","50000","","","","","-"
"광주","기타","상.하부동시 실시  수면내시경검사(비급여)","HZGT00210","-","60000","","","","","-"
"광주","기타","치료 수면 내시경 환자관리료 (비급여)","HZGT00220","-","100000","","","","","-"
"광주","치아질환 처치","골 이식술","-","bone graft","","200000","1000000","","","-"
"광주","치아질환 처치","골증대술","-","골증대술","500000","","","","","-"
"광주","치아질환 처치","광중합 복합 레진 충전","-","Composite resin filling (light curing)","80000","","","","","-"
"광주","치아질환 처치","광중합 G.I 충전","-","Light curing G.I filling","80000","","","","","-"
"광주","치아질환 처치","교정 월정비","-","Orthodontics, Morthly fee","60000","","","","","-"
"광주","치아질환 처치","교합안정장치 관리","-","Occlusal splint 관리","30000","","","","","-"
"광주","치아질환 처치","교합안정장치(1악당), 단순","-","Occlusal splint (1악당), simple","300000","","","","","-"
"광주","치아질환 처치","구강 검사및 상담","-","Oral exam, consult.","30000","","","","","-"
"광주","치아질환 처치","구취측정검사","-","구취측정검사","30000","","","","","-"
"광주","치아질환 처치","기성금관","-","Sp cr","60000","","","","","-"
"광주","치아질환 처치","나선형 합정","-","Screw post","70000","","","","","-"
"광주","치아질환 처치","레이져 솔더","-","Laser Solder","60000","","","","","-"
"광주","치아질환 처치","레진 가공 의치 (1치당)","-","Resin temporary crown","30000","","","","","-"
"광주","치아질환 처치","모형 분석용 인상/1악당","-","Study impression/1악당","30000","","","","","-"
"광주","치아질환 처치","보격장치(가철식)","-","보격장치(가철식)","100000","","","","","-"
"광주","치아질환 처치","보격장치(고정식)","-","보격장치(고정식)","50000","","","","","-"
"광주","치아질환 처치","보철 치료(CHECK UP)중","-","보철 치료(CHECK UP)중","10000","","","","","-"
"광주","치아질환 처치","불소 도포 (1악당)","-","Fluorid therapy (1악당)","100000","","","","","-"
"광주","치아질환 처치","서지컬 스텐트(수술용 스텐트)","-","Surgical stent,(임플란트)","","50000","100000","","","-"
"광주","치아질환 처치","심미 레진 충전","-","Esthetic resin filling","250000","","","","","-"
"광주","치아질환 처치","악안면골재건정복술","-","MANDIBULAR RECONSTRUCTION","","1000000","5000000","","","-"
"광주","치아질환 처치","악안면기형안골교정술A","-","FIXED ORTHODONTIC TX A","","1000000","4000000","","","-"
"광주","치아질환 처치","안면 체형","-","Face mask impression","200000","","","","","-"
"광주","치아질환 처치","유구치 가공 치관","-","S.S crown","150000","","","","","-"
"광주","치아질환 처치","의치 직접 이장술","-","Direct denture reline","","100000","150000","","","-"
"광주","치아질환 처치","의치수리","-","Denture repair","","50000","100000","","","-"
"광주","치아질환 처치","임시 의치, 단순","-","Flipper (simple)","50000","","","","","-"
"광주","치아질환 처치","임플란트 2차 수술","-","Implant  second surgery","","100000","500000","","","-"
"광주","치아질환 처치","임플란트 주위염 치료","-","Peri implantitis treatment","100000","","","","","-"
"광주","치아질환 처치","임플란트목적 레이저치료","-","임플란트목적 레이저치료","100000","","","","","-"
"광주","치아질환 처치","임플란트목적/상악동거상술(편측)","-","임플란트목적/상악동거상술(편측)","300000","","","","","-"
"광주","치아질환 처치","임플란트목적/상악동거상술,측방접근","-","임플란트목적/상악동거상술,측방접근","1000000","1000000","1500000","","","-"
"광주","치아질환 처치","임플란트목적/하치조측방전위술(양측)","-","임플란트목적/하치조측방전위술(양측)","1500000","","","","","-"
"광주","치아질환 처치","임플란트목적/하치조측방전위술(편측)","-","임플란트목적/하치조측방전위술(편측)","1000000","","","","","-"
"광주","치아질환 처치","잇솔질 교습, 회당","-","T.B.I","30000","","","","","-"
"광주","치아질환 처치","치관노출술(1치당)SURGICAL UNCOVERING","-","SURGICAL UNCOVERING(1치당)치관노출술","100000","","","","","-"
"광주","치아질환 처치","치면 열구 전색","-","Pit & fissure sealant","30000","","","","","-"
"광주","치아질환 처치","치아 매식 진단료","-","Dx of implant","","50000","100000","","","-"
"광주","치아질환 처치","치아 표백술","-","Teeth bleaching","","30000","50000","","","-"
"광주","치아질환 처치","치아매식 수리, 단순","-","implant repair, simple","","50000","100000","","","-"
"광주","치아질환 처치","치아매식, 유씨엘에이 스크류 교환","-","Implant, UCLA screw change fee","100000","","","","","-"
"광주","치아질환 처치","치아매식, 임시 레진치","-","Implant, temporary resin Cr.","50000","50000","200000","","","-"
"광주","치아질환 처치","치아매식, 자석체 교환","-","Implant, magnetic change fee","300000","","","","","-"
"광주","치아질환 처치","치아매식, 지대체 교환","-","Implant, abutment change fee","300000","","","","","-"
"광주","치아질환 처치","치아매식, 코핑 스크류 교환","-","Implant, coping screw change fee","50000","","","","","-"
"광주","치아질환 처치","치아지지 가철성 의치 오-링&이알에이 교환","-","Over denture O-ring & ERA 교환","50000","","","","","-"
"광주","치아질환 처치","치아지지 가철성 의치 자석체 교환","-","Over denture magnetic 교환","200000","","","","","-"
"광주","치아질환 처치","치아지지 가철성 의치 클립 교환","-","Over denture clip 교환","50000","","","","","-"
"광주","치아질환 처치","치주 테스트(인공치아 개당)","-","Perio test(인공치아 개당)","50000","","","","","-"
"광주","치아질환 처치","치태조절 및 예방술식","-","plaque control","","10000","30000","","","-"
"광주","치아질환 처치","탄성 의치상 이장술","-","Direct denture soft reline","50000","","","","","-"
"광주","치아질환 처치","포세린관 수리","-","P.F.M repair","100000","100000","200000","","","-"
"광주","치아질환 처치","피.알.피","-","P.R.P.","100000","","","","","-"
"광주","치아질환 처치","Cornus Denture(내관 & 외관)","-","Cornus Denture(내관 & 외관)","500000","","","","","-"
"광주","치아질환 처치","Laser 미백치료(1치당)","-","Laser 미백치료(1치당)","50000","","","","","-"
"광주","치아질환 처치","Laser 충치예방치료(1치당)","-","Laser 충치예방치료(1치당)","10000","","","","","-"
"광주","치아질환 처치","Milling 비","-","Milling 비","100000","","","","","-"
"광주","치아질환 처치","Resin facing 수리 (1치당)","-","Resin facing repair (1치당)","50000","","","","","-"
"광주","치아질환 처치","Scaling 치석제거","-","Scaling 치석제거","80000","","","","","-"
"광주","치과보철료","ERA,1ea","-","ERA,1ea","300000","","","","","-"
"광주","치과보철료","F.D. Temporary","-","F.D. Temporary","500000","","","","","-"
"광주","치과보철료","F.D., resin plate,G (완전틀니-레진)","-","F.D., resin plate,G (완전틀니-레진)","800000","","","","","-"
"광주","치과보철료","Flexible denture (비귀금속),단순","-","Flexible denture","","500000","900000","","","-"
"광주","치과보철료","Laser를 이용한 인공치아 매식술","-","Implant first surgery in laser,G","1000000","","","","","-"
"광주","치과보철료","Locator","-","Locator","500000","","","","","-"
"광주","치과보철료","Magnetic,1ea","-","Magnetic,1ea","400000","","","","","-"
"광주","치과보철료","MDL mini Implant","-","MDL mini Implant","1200000","","","","","-"
"광주","치과보철료","Riegal att.","-","Riegal att.","600000","","","","","-"
"광주","치과보철료","Spark elosin","-","Spark elosin","150000","","","","","-"
"광주","치과보철료","가철성 국소의치, 고주파 비귀금속","-","R.P.D., electronic non-Prec.,G","1200000","","","","","-"
