"대분류","중분류","소분류","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"행위","검사료","초음파 검사료","초음파 검사료","초음파검사-임산부-산모-임신 제2,제3삼분기","E9472","초음파검사-임산부-산모-임신 제2,제3삼분기","40000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","검사료","초음파 검사료","초음파 검사료","초음파검사-임산부-태아정밀-임신 제1삼분기","E9473","초음파검사-임산부-태아정밀-임신 제1삼분기","50000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","검사료","초음파 검사료","초음파 검사료","초음파검사-임산부-태아정밀-임신 제2,제3삼분기","E9474","초음파검사-임산부-태아정밀-임신 제2,제3삼분기","50000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","-","방사선치료료","세기변조 방사선치료 [1회당]","HZ271","세기변조 방사선치료 [1회당]","297650","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파하양수천자술","90000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 내시경검사","200000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파잔뇨량측정Bladder scan","20000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 IVUS","200000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 심장 [이동]","50000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 심장이외 [이동]","30000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 도플러 혈관","7000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 도플러 두개강내 뇌혈류검사 [기본]","150000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 동맥경화협착폐색검사 [1부위]","30000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 천자 [Specify area in Comment]","130000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 생검 [Specify area in Comment]","150000","","","","","-"
"행위","영상진단 및 방사선 치료료","초음파영상료","초음파영상료","초음파영상-검사 유도목적","HZ161","초음파 Abscess Drainage","300000","","","","","-"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","뇌[뇌, 해마]","뇌-일반","HE101","MRI Brain","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","뇌[뇌, 해마]","뇌-조영제 주입 전후 촬영판독","HE201","MRI Brain 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","뇌[뇌, 해마]","해마-일반","HE102","MRI Hippocampus","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","뇌[뇌, 해마]","해마-조영제 주입 전후 촬영판독","HE202","MRI Hippocampus 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","안면-일반","HE103","MRI Face","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","안면-조영제 주입 전후 촬영판독","HE203","MRI Face 조영제사용 |조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","부비동-일반","HE104","MRI PNS [Paranasal Sinus]","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","부비동-조영제 주입 전후 촬영판독","HE204","MRI PNS 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","안와-일반","HE105","MRI Orbit","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","안와-조영제 주입 전후 촬영판독","HE205","MRI Orbit 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","측두골-일반","HE106","MRI Temporal bone","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","측두골-조영제 주입 전후 촬영판독","HE206","MRI Temporal bone 조영제사용 -MRI IAC(internal auditory canals)","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","측두하악관절-일반","HE107","MRI TM joint","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","측두하악관절-조영제 주입 전후 촬영판독","HE207","MRI TM joint 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","경부-일반","HE108","MRI Neck","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","두경부","경부-조영제 주입 전후 촬영판독","HE208","MRI Neck 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","경추-일반","HE109","MRI C-Spine","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","경추-조영제 주입 전후 촬영판독","HE209","MRI Cervical 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","흉추-일반","HE110","MRI T-Spine","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","흉추-조영제 주입 전후 촬영판독","HE210","MRI Thoracic 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","요천추-일반","HE111","MRI L-Spine","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","요천추-조영제 주입 전후 촬영판독","HE211","MRI Lumbosacral spine 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","요천추-흉추와 동시 촬영-일반","HE113","MRI L-Spine(흉추 동시)","235000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","요천추-흉추와 동시 촬영-조영제 주입 전후 촬영판독","HE213","MRI Thoracic+Lumbosacral spine동시,조영제사용","235000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","척추강-일반","HE112","MRI Spine Myelogram","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","척추강-조영제 주입 전후 촬영판독","HE212","MRI Myelogram 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","척추강-경추, 흉추, 요천추와 동시 촬영-일반","HE114","MRI Spine Myelogram(경추, 흉추, 요천추 동시 촬영)","705000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","척추","척추강-경추, 흉추, 요천추와 동시 촬영-조영제 주입 전후 촬영판독","HE214","MRI Myelogram동시,조영제사용","235000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","견관절-일반","HE115","MRI Shoulder","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","견관절-조영제 주입 전후 촬영판독","HE215","MRI Shoulder 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","주관절-일반","HE116","MRI Elbow","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","주관절-조영제 주입 전후 촬영판독","HE216","MRI Elbow 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","수관절-일반","HE117","MRI Wrist","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","수관절-조영제 주입 전후 촬영판독","HE217","MRI Wrist 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","고관절-일반","HE118","MRI Hip","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","고관절-조영제 주입 전후 촬영판독","HE218","MRI Hip 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","천장골관절-일반","HE119","MRI Sacrum","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","천장골관절-조영제 주입 전후 촬영판독","HE219","MRI Sacroiliac 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","슬관절-일반","HE120","MRI Knee","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","슬관절-조영제 주입 전후 촬영판독","HE220","MRI Knee 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","발목관절-일반","HE121","MRI Ankle joint","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","발목관절-조영제 주입 전후 촬영판독","HE221","MRI Ankle joint 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","관절외 상지-일반","HE122","MRI Upper extremity","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","관절외 상지-조영제 주입 전후 촬영판독","HE222","MRI Upper extremity 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","관절외 하지-일반","HE123","MRI Lower extremity","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","근골격계","관절외 하지-조영제 주입 전후 촬영판독","HE223","MRI Lower extremity 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","흉부","심장-일반","HE124","MRI Heart","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","흉부","심장-조영제 주입 전후 촬영판독","HE224","MRI Heart 조영제사용 |조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","흉부","흉부-일반","HE125","MRI Chest","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","흉부","흉부-조영제 주입 전후 촬영판독","HE225","MRI Chest 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","흉부","유방-일반","HE126","MRI Breast","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","흉부","유방-조영제 주입 전후 촬영판독","HE226","MRI Breast 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","복부-일반","HE127","MRI Abdomen","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","복부-조영제 주입 전후 촬영판독","HE227","MRI Abdomen 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","골반-일반","HE128","MRI Pelvis","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","골반-조영제 주입 전후 촬영판독","HE228","MRI Pelvis 조영제사용 |조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","췌장-일반","HE129","MRI Pancreas","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","췌장-조영제 주입 전후 촬영판독","HE229","MRI Pancreas 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","신장 및 부신-일반","HE130","MRI Kidney and Adrenal","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","신장 및 부신-조영제 주입 전후 촬영판독","HE230","MRI Kidney and Adrenal 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","음낭 및 음경-일반","HE131","MRI Penile and Scrotum","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","음낭 및 음경-조영제 주입 전후 촬영판독","HE231","MRI Penile and Scrotum 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","간-일반","HE132","MRI Liver","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","간-조영제 주입 전후 촬영판독","HE232","MRI  Liver 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","담췌관-일반","HE133","MR Cholangiography [MRCP]","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","담췌관-조영제 주입 전후 촬영판독","HE233","MRI Cholangiogram 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","전립선-일반","HE134","MRI Prostate","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","복부","전립선-조영제 주입 전후 촬영판독","HE234","MRI Prostate 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","뇌혈관-일반","HE135","MRI Brain Angio","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","뇌혈관-조영제 주입 전후 촬영판독","HE235","MRI Brain Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","경부혈관-일반","HE136","MRI Neck Angio","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","경부혈관-조영제 주입 전후 촬영판독","HE236","MRI Neck Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","흉부혈관-일반","HE137","MRI Thoracic Angio","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","흉부혈관-조영제 주입 전후 촬영판독","HE237","MRI Thoracic Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","복부혈관-일반","HE138","MRI Abdominal Angio","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","복부혈관-조영제 주입 전후 촬영판독","HE238","MRI Abdominal Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","사지혈관-일반","HE139","MRI Extremity Angio","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","사지혈관-조영제 주입 전후 촬영판독","HE239","MRI Extremity Angio 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","심혈관-일반","HE140","MRI Cardiovascular MRA","400000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","혈관","심혈관-조영제 주입 전후 촬영판독","HE240","MRI Cardiovascular MRA 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","전신","일반","HE141","MRI Whole body","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","전신","조영제 주입 전후 촬영판독","HE241","MRI Whole body 조영제사용","470000","","","","N","조영제 별도산정/급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","확산","HF101","MRI Brain Diffusion  [단독촬영]","200000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","확산-기본검사 동시","HF201","MRI Brain Diffusion [기본MRI와 동시촬영]","100000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","관류 [3차원자기공명영상 포함]","HF102","MRI Perfusion [단독촬영","300000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","관류 [3차원자기공명영상 포함]-기본검사 동시","HF202","MRI Perfusion [기본MRI와 동시촬영]","150000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","분광영상","HF103","MRI MR spectroscopy","200000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","분광영상-기본검사 동시","HF203","MR spectroscopy [기본MRI와 동시촬영]","100000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","영화 [3차원자기공명영상 포함]","HF104","MRI Cine","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","Dynamic","HF105","MRI ,Dynamic","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","이중조영","HF106","MRI Dual contrast","470000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","특수검사","기능적 [3차원자기공명영상 포함]","HF107","MRI Functional","500000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","자기공명영상진단료(MRI)","기타","자기공명영상-외부필름판독","-","외부필름판독료 MRI [건당]","50000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","양전자단층촬영료(PET)","PET 진단료","F-18 FP-CIT 뇌 양전자단층촬영","HZ223","Brain F-18  FP-CIT  PET(파킨슨)","436374","","","","Y","-"
"행위","영상진단 및 방사선 치료료","양전자단층촬영료(PET)","PET 진단료","양전자단층촬영(F-18 FDG)-토르소","HZ331","Torso PET-CT","747774","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","양전자단층촬영료(PET)","PET 진단료","양전자단층촬영(F-18 FDG)-토르소 + 추가촬영","HZ331+HZ336","Torso PET-CT+추가 PET-CT","1028004","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","양전자단층촬영료(PET)","PET 진단료","양전자단층촬영(F-18 FDG)-심근","HZ332","심근 PET-CT","637054","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","양전자단층촬영료(PET)","PET 진단료","양전자단층촬영(F-18 FDG)-뇌","HZ333","Brain FP-CIT (파킨슨)","635374","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","양전자단층촬영료(PET)","PET 진단료","양전자단층촬영(F-18 FDG)-전신","HZ334","전신PET-CT","1074798","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","양전자단층촬영료(PET)","PET 진단료","양전자단층촬영(F-18 FDG)-전신 + 추가촬영","HZ334+HZ336","전신PET-CT+추가 PET-CT","1355028","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","양전자단층촬영료(PET)","PET 진단료","양전자단층촬영(F-18 FDG)-부분","HZ335","부분 PET-CT","529870","","","","Y","급여 인정기준 외 실시한 경우 비급여"
"행위","영상진단 및 방사선 치료료","양전자단층촬영료(PET)","PET 진단료","양전자단층촬영-외부필름판독","-","외부필름판독료 PET [건당]","50000","","","","","급여 인정기준 외 실시한 경우 비급여"
"행위","이학요법료(물리치료료)","-","물리치료료","FIMS(Functional Intramuscular Stimulation)","MZ001","근육내자극요법[IMS] 한부위","5000","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","기립경사훈련","MZ002","기립경사훈련","6000","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","언어치료","MZ006","언어장애치료/기본30분까지","35000","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","언어치료","MZ006","언어장애치료/초과10분당","10000","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","언어치료","MZ006","언어장애치료 (인지장애동반)","10000","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","연하재활 기능적전기자극치료","MZ008","연하재활 기능적전기자극치료","50000","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","심장재활치료","MZ010","Cardiac Rehabilitation Therapy","15000","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","도수치료 [1일당]","MX122","도수치료 [1일당]","12960","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","증식치료(사지관절부위)","MY142","증식치료 [사지관절부위]","6263","","","","","-"
"행위","이학요법료(물리치료료)","-","물리치료료","증식치료(척추부위)","MY143","증식치료 [척추부위]","12513","","","","","-"
"행위","정신요법료","-","정신요법료","광치료","NZ001","광치료","15000","","","","","-"
"행위","정신요법료","-","정신요법료","인지치료","NZ003","Knowledge Training","15000","","","","","-"
"행위","정신요법료","-","정신요법료","안구운동 민감소실 및 재처리요법","NZ005","안구운동 민감소실 및 재처리 요법(EMDR)","150000","","","","","-"
"행위","정신요법료","-","정신요법료","행동치료","NZ006","Behavior Modification(일당)","8000","","","","","-"
"행위","처치 및 수술료 등","-","피부 및 연부조직","피부암 치료를 위한 국소 광역동 치료","SZ034","Topical Photodynamic Therapy for Skin Cancer E","150000","","","","","-"
"행위","처치 및 수술료 등","-","근골","체외충격파치료[근골격계질환]","SZ084","체외충격파 치료 [근골격계질환] 2부위","75000","","","","","-"
"행위","처치 및 수술료 등","-","순환기","광투시정맥흡입제거술-교통정맥결찰술을 동반한 경우","OY203","광투시정맥흡입제거술/교통정맥결찰동반","374613","","","","","-"
"행위","처치 및 수술료 등","-","순환기","광투시정맥흡입제거술-교통정맥결찰술을 동반하지 않은 경우","OY204","광투시정맥흡입제거술/교통정맥결찰동반하지않은경우","339063","","","","","-"
"행위","처치 및 수술료 등","-","입, 이하선","고주파 설근부 축소술","QZ371","EN/고주파 설근부 축소술","100000","","","","","-"
"행위","처치 및 수술료 등","-","신경","신경계 수술을 위한 무탐침 정위기법","SZ632","신경계수술을위한무탐침정위기법Navigation","700000","","","","","-"
"행위","처치 및 수술료 등","-","신경","경피적 경막외강 신경성형술","SZ634","경피적경막외강신경성형술(Neuroplasty)","500000","","","","","-"
"행위","처치 및 수술료 등","-","감각기-시기(눈)","안구표면의 양막이식술","SZ667","안구표면의 양막 이식술","250000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","광중합 복합 레진 충전","-","Composite resin filling (light curing)","80000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","심미 레진 충전","-","Esthetic resin filling","250000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","광중합 G.I 충전","-","Light curing G.I filling","80000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","포세린관 수리","-","P.F.M repair","100000","100000","200000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","나선형 합정","-","Screw post","70000","","","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","의치수리","-","Denture repair","","50000","100000","","","-"
"행위","치과 처치ㆍ수술료","-","치아질환 처치","의치 직접 이장술","-","Direct denture reline","","100000","150000","","","-"
