"대분류","중분류","소분류","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"행위","치과 처치·수술료","","치아질환 처치","Laser Solder 레이져 솔더","","","60000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Peri implantitis treatment 임플란트 주위염 치료","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Implant  second surgery,Simple 임플란트 2차 수술, 간단","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Implant  second surgery, Complex [연조직] 임플란트 2차 수술, 복잡 [연조직]","","","300000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Implant  second surgery, Complex [경조직] 임플란트 2차 수술, 복잡 [경조직]","","","500000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Perio test [인공치아 개당] 치주 테스트 [인공치아 개당]","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Surgical stent, 단순 [임플란트3개이하] 서지컬 스텐트(수술용 스텐트), 단순 [임플란트3개이하]","","","50000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","Surgical stent, 복잡 [임플란트4개이상] 서지컬 스텐트(수술용 스텐트), 복잡 [임플란트4개이상]","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","임플란트목적 레이저치료","","","100000","","","","",""
"행위","치과 처치·수술료","","치아질환 처치","초음파 골재생 촉진술","","","100000","","","","",""
"행위","치과의 보철료","","치과의 보철료","주조금관, 백금합금","JP0120G","","460000","","","","",""
"행위","치과의 보철료","","치과의 보철료","주조금관, 금합금","JP0121G","","420000","","","","",""
"행위","치과의 보철료","","치과의 보철료","주조금관, Pd 합금","JP0003G","","350000","","","","",""
"행위","치과의 보철료","","치과의 보철료","주조관, NC 합금","JP0004G","","250000","","","","",""
"행위","치과의 보철료","","치과의 보철료","가철성 의치용 금속 교합면 인공치 (Sgold)","","","250000","","","","",""
"행위","치과의 보철료","","치과의 보철료","도재소부전장관, 비귀금속, A","JP0006G","","370000","","","","",""
"행위","치과의 보철료","","치과의 보철료","도재소부전장관, 비귀금속, B","","","350000","","","","",""
"행위","치과의 보철료","","치과의 보철료","도재소부전장관, 귀금속, A","JP0008G","","520000","","","","",""
"행위","치과의 보철료","","치과의 보철료","도재소부전장관, 귀금속, B","","","450000","","","","",""
"행위","치과의 보철료","","치과의 보철료","도재소부전장관, 무깃, 비귀금속","","","380000","","","","",""
"행위","치과의 보철료","","치과의 보철료","도재소부전장관, 무깃, 귀금속","","","520000","","","","",""
"행위","치과의 보철료","","치과의 보철료","전부도재관, 전세라믹","JP0012G","","470000","","","","",""
"행위","치과의 보철료","","치과의 보철료","전부도재관, 순면버니어","","","400000","","","","",""
"행위","치과의 보철료","","치과의 보철료","주조관, 메리랜드, 비귀금속","","","290000","","","","",""
"행위","치과의 보철료","","치과의 보철료","금주조관, 메리랜드, 귀금속","","","370000","","","","",""
"행위","치과의 보철료","","치과의 보철료","인레이, 귀금속, 단순","","","300000","","","","",""
"행위","치과의 보철료","","치과의 보철료","인레이, 귀금속, 복잡","","","350000","","","","",""
"행위","치과의 보철료","","치과의 보철료","인레이, 포세라인 or  레진, 단순","","","270000","","","","",""
"행위","치과의 보철료","","치과의 보철료","인레이, 포세라인 or  레진, 복잡","","","280000","","","","",""
"행위","치과의 보철료","","치과의 보철료","포스트관, 귀금속, 단순","","","230000","","","","",""
"행위","치과의 보철료","","치과의 보철료","포스트관, 귀금속, 복잡","","","260000","","","","",""
"행위","치과의 보철료","","치과의 보철료","포스트관, 파라 포스트","","","180000","","","","",""
"행위","치과의 보철료","","치과의 보철료","포스트관, 그래스화이버","","","220000","","","","",""
"행위","치과의 보철료","","치과의 보철료","편측가철성국소의치, 고주파비귀금속","","","700000","","","","",""
"행위","치과의 보철료","","치과의 보철료","편측가철성국소의치, 비귀금속","","","600000","","","","",""
"행위","치과의 보철료","","치과의 보철료","가철성 국소의치, 비귀금속","","","1200000","","","","",""
"행위","치과의 보철료","","치과의 보철료","가철성 국소의치, 고주파 비귀금속","","","1400000","","","","",""
"행위","치과의 보철료","","치과의 보철료","임시 가철성 국소의치","","","430000","","","","",""
"행위","치과의 보철료","","치과의 보철료","치아지지가철성의치, 간단","","","1600000","","","","",""
"행위","치과의 보철료","","치과의 보철료","치아지지가철성의치, 복잡","","","1800000","","","","",""
"행위","치과의 보철료","","치과의 보철료","어태치먼트 국소 의치, 간단","","","1400000","","","","",""
"행위","치과의 보철료","","치과의 보철료","어태치먼트 국소 의치, 복잡","","","1600000","","","","",""
"행위","치과의 보철료","","치과의 보철료","테레스코픽 국소 의치, 간단","","","880000","","","","",""
"행위","치과의 보철료","","치과의 보철료","테레스코픽 국소 의치, 복잡","","","1100000","","","","",""
"행위","치과의 보철료","","치과의 보철료","의치 이장술, 간접법, 단순","","","190000","","","","",""
"행위","치과의 보철료","","치과의 보철료","의치 이장술, 간접법, 복잡","","","300000","","","","",""
"행위","치과의 보철료","","치과의 보철료","임시치, 복잡","","","150000","","","","",""
"행위","치과의 보철료","","치과의 보철료","교합안정장치, 복잡","","","600000","","","","",""
"행위","치과의 보철료","","치과의 보철료","총의치, 귀금속편","","","1600000","","","","",""
"행위","치과의 보철료","","치과의 보철료","총의치, 비귀금속편, 망사","","","1400000","","","","",""
"행위","치과의 보철료","","치과의 보철료","총의치, 레진상","","","1200000","","","","",""
"행위","치과의 보철료","","치과의 보철료","즉시총의치,망사","","","600000","","","","",""
"행위","치과의 보철료","","치과의 보철료","즉치총의치,레진상","","","500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","F.D., Temporary, G","","","350000","","","","",""
"행위","치과의 보철료","","치과의 보철료","최종폐쇄장치","","","1500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","즉시 or 임시폐쇄장치","","","400000","","","","",""
"행위","치과의 보철료","","치과의 보철료","자석장치","","","340000","","","","",""
"행위","치과의 보철료","","치과의 보철료","부착장치, 단순","","","300000","","","","",""
"행위","치과의 보철료","","치과의 보철료","부착장치, 보통","","","350000","","","","",""
"행위","치과의 보철료","","치과의 보철료","부착장치, 복잡","","","440000","","","","",""
"행위","치과의 보철료","","치과의 보철료","코누스 텔레스코픽 내,외관 백금합금","","","700000","","","","",""
"행위","치과의 보철료","","치과의 보철료","코누스 텔레스코픽 내,외관 금합금","","","600000","","","","",""
"행위","치과의 보철료","","치과의 보철료","코누스 텔레스코픽 내,외관 PD합금","","","500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","코누스 텔레스코픽 내,외관 비귀금속","","","550000","","","","",""
"행위","치과의 보철료","","치과의 보철료","코누스 텔레스코픽 내,외관 귀금속","","","650000","","","","",""
"행위","치과의 보철료","","치과의 보철료","세미리지드 연결체","","","150000","","","","",""
"행위","치과의 보철료","","치과의 보철료","Flexible denture (비귀금속),복잡","","","900000","","","","",""
"행위","치과의 보철료","","치과의 보철료","Locator","","","500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","교정, Fixed type, 단순","","","380000","","","","",""
"행위","치과의 보철료","","치과의 보철료","치아 매식술, 단순","","","1350000","","","","",""
"행위","치과의 보철료","","치과의 보철료","치아 매식술, 복잡, ASTRA","","","1450000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식치금관, 백금가공","JP0072G","","660000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식치금관, 슈퍼골드","JP0073G","","620000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식치 귀금속 도재관","JP0074G","","800000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식치 비귀금속 도재관","JP0075G","","600000","","","","",""
"행위","치과의 보철료","","치과의 보철료","임플란트 지지의치, 단순","","","1500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","임플란트 지지의치, 복잡","","","1800000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 혼합형틀니","","","2500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 헤더바","","","1150000","","","","",""
"행위","치과의 보철료","","치과의 보철료","Mat 매식술, 헤더바(추가) [재료]","","","200000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 자성체","","","500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 오링, E.R.A.","","","450000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, MDI","","","460000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 임시 MDI","","","230000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술,국산,","JP0088G","","1000000","","","","",""
"행위","치과의 보철료","","치과의 보철료","치아 매식술, 복잡, NOBEL","","","1500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 혼합형틀니,Titanium,Fixture 4ea","","","1500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 혼합형틀니,Titanium,Fixture 5ea,","","","1800000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 혼합형틀니 ,Titanium,Fixture 6ea","","","2100000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 헤더바,Fixture 2ea","","","1200000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 헤더바,Fixture 3ea","","","1500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 헤더바,Fixture 4ea","","","1800000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 밀드바, Gold,Fixture 3ea","","","1500000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 밀드바, Gold,Fixture 4ea","","","1900000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 밀드바, Gold,Fixture 5ea","","","2300000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 밀드바, Gold,Fixture 6ea","","","2700000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 밀드바,Titanium,Fixture 3ea","","","1200000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 밀드바,Titanium,Fixture 4ea","","","1400000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 밀드바,Titanium,Fixture 5ea","","","1600000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식술, 밀드바,Titanium,Fixture 6ea","","","1800000","","","","",""
"행위","치과의 보철료","","치과의 보철료","매식치  Agold 도재관","","","570000","","","","",""
"행위","치과의 보철료","","치과의 보철료","ERA,1ea, G","","","280000","","","","",""
"행위","치과의 보철료","","치과의 보철료","Magnetic,1ea, G","","","350000","","","","",""
"행위","치과의 보철료","","치과의 보철료","Locator, G","","","400000","","","","",""
"행위","치과의 보철료","","치과의 보철료","Spark elosin, G","","","160000","","","","",""
"행위","치과의 보철료","","치과의 보철료","캐드캠 세라믹 크라운","JP0116G","","550000","","","","",""
"행위","치과의 보철료","","치과의 보철료","캐드캠 세라믹 크라운,임플란트용(단순)","","","700000","","","","",""
"행위","치과의 보철료","","치과의 보철료","캐드캠 세라믹 크라운,임플란트용(복잡)","","","800000","","","","",""
"약제","","","","액티피드정","643900900","","18","","","","",""
"약제","","","","아젤리아 크림","674900100","","3020","","","","",""
"약제","","","","삐콤정","642100700","","13","","","","",""
"약제","","","","타스나정 500㎎","662501680","","21","","","","",""
"약제","","","","칼라민로션","","","9","","","","",""
"약제","","","","Bisacodyl 5mg","653801170","","18","","","","",""
"약제","","","","프록토세딜연고 15g/Tube","652101560","","1005","","","","",""
"약제","","","","파자임95이중정","642202290","","72","","","","",""
"약제","","","","루칼로정1밀리그램","648204180","","816","","","","",""
"약제","","","","비아그라정 (50mg) (누리그라정)","641605420","","2465","","","","",""
"약제","","","","비아그라정 (100mg) (실데나필)","641704360","","1455","","","","",""
"약제","","","","구구정(타다라필)","643507040","","1933","","","","",""
"약제","","","","자이데나정 (유데나필) 100mg","642503020","","2040","","","","",""
"약제","","","","자이데나정 (유데나필) 200mg","642503030","","3165","","","","",""
"약제","","","","유락신연고","643601400","","850","","","","",""
"약제","","","","카버젝트 주사","648901021","","15004","","","","",""
"약제","","","","브리디온주","655501750","","90899","","","","",""
"약제","","","","예나스테론주 250mg","659600290","","6291","","","","",""
"약제","","","","박씨그리프테트라주","665900221","","30000","","","","",""
"약제","","","","프리베나주13 백신0.5ml(성인용)(와이어스)/폐렴구균","648902270","","90000","","","","",""
"약제","","","","프로디악스23(폐렴구균백신)(MSD)","655501940","","50000","","","","",""
"약제","","","","박타프리필드시린지 1ML","655501740","","70000","","","","",""
"약제","","","","아다셀주","665900110","","40000","","","","",""
"약제","","","","스카이조스타주","56400041","","140000","","","","",""
"약제","","","","에스케이티디백신주(프리필드시린지)","644701660","","30000","","","","",""
"약제","","","","가다실프리필드시린지","655500020","","80000","","","","",""
"약제","","","","코네티비나겔 30g/tube (후파르마)","684400040","","22630","","","","",""
"약제","","","","바네포연고 20g/Tube","645101440","","1640","","","","",""
"약제","","","","하이알라제주 1500IU","670602610","","14505","","","","",""
"약제","","","","카버젝트주사20mcg(알프로스타딜)(한국화이자제약)","648901021","","15004","","","","",""
"약제","","","","주블리아 외용액","642507391","","33340","","","","",""
"제증명수수료","","","","일반진단서","PDZ010000","","10000","","","","",""
"제증명수수료","","","","건강 진단서","PDZ010001","","20000","","","","",""
"제증명수수료","","","","근로능력평가용진단서","PDZ010002","","10000","","","","",""
"제증명수수료","","","","사망진단서","PDZ030000","","10000","","","","",""
"제증명수수료","","","","장애진단서(신체적 장애)","PDZ070001","","15000","","","","",""
"제증명수수료","","","","장애진단서(정신적 장애)","PDZ070002","","40000","","","","",""
"제증명수수료","","","","장애진단서","PDZ070003","","100000","","","","",""
"제증명수수료","","","","병무용 진단서","PDZ080000","","20000","","","","",""
"제증명수수료","","","","국민연금장애심사용 진단서","PDZ100000","","6000","","","","",""
"제증명수수료","","","","상해 진단서(3주미만)","PDZ020001","","50000","","","","",""
"제증명수수료","","","","상해 진단서(3주이상)","PDZ020002","","100000","","","","",""
"제증명수수료","","","","영문 등 외국어 일반진단서","PDE010001","","15000","","","","",""
"제증명수수료","","","","입퇴원확인서","PDZ090002","","3000","","","","",""
"제증명수수료","","","","통원확인서(병명 미기재)","PDZ090004","","1000","","","","",""
"제증명수수료","","","","통원확인서(병명 기재)","PDZ090004","","3000","","","","",""
"제증명수수료","","","","진료확인서","PDZ090007","","3000","","","","",""
"제증명수수료","","","","향후 진료비추정서(천만원미만)","PDZ140001","","50000","","","","",""
"제증명수수료","","","","향후 진료비추정서(천만원이상)","PDZ140002","","100000","","","","",""
"제증명수수료","","","","출생증명서","PDZ060000","","3000","","","","",""
"제증명수수료","","","","시체검안서","PDZ040000","","30000","","","","",""
"제증명수수료","","","","장애인증명서","PDZ170000","","1000","","","","",""
"제증명수수료","","","","사산(사태)증명서","PDZ050000","","2000","","","","",""
"제증명수수료","","","","채용신체검사서(공무원)","PDZ010003","","40000","","","","",""
"제증명수수료","","","","채용신체검사서 [일반]","PDZ010004","","30000","","","","",""
"제증명수수료","","","","진료기록사본(기본5부, 매당)","PDZ110101","","1000","","","","",""
"제증명수수료","","","","진료기록사본(6매 이상)","PDZ110102","","100","","","","",""
"제증명수수료","","","","진료기록영상(CD)PACS영상","PDZ110004","","5000","","","","",""
"제증명수수료","","","","진료기록영상(CD)내시경 PACS영상","PDZ110004","","5000","","","","",""
"제증명수수료","","","","진료기록영상(CD)뇌파영상","PDZ110004","","5000","","","","",""
"제증명수수료","","","","진료기록영상(CD)심혈관 PACS영상","PDZ110004","","5000","","","","",""
"제증명수수료","","","","진료기록영상(CD)핵의학 PACS영상","PDZ110004","","5000","","","","",""
"제증명수수료","","","","진료기록영상(CD)EEG영상","PDZ110004","","5000","","","","",""
"제증명수수료","","","","제증명료 사본","PDZ160000","","1000","","","","",""
"치료재료","","","","TOMAS COLLAR","BZ101007","","3520","","","","",""
"치료재료","","","","ARM SLING","VM060","","880","","","","",""
"치료재료","","","","Cast shoes","VM070","","3300","","","","",""
"치료재료","","","","CRUTCH(목발)","","","","9900","11000","","",""
"치료재료","","","","8자 붕대 (대)","VM06002","","3300","","","","",""
"치료재료","","","","COLLA TAPE","BL702005","","20636","","","","",""
"치료재료","","","","MINOCLINE DENTAL OINT","BL705001","","10000","","","","",""
"치료재료","","","","PRO ROOT MTA 1/2단가","BL7601NM","","59930","","","","",""
"치료재료","","","","BIOOSS 0.251mm 0.25G","L7401220","","73854","","","","",""
"치료재료","","","","BIOOSS 0.251mm 0.5G","L7401221","","113300","","","","",""
"치료재료","","","","EPISOL","BJ4803GZ","","638624","","","","",""
"치료재료","","","","PEHAHAFT LATEX FREE","BK7111DQ","","","5000","25500","","",""
"치료재료","","","","COBAN","BK7101EA","","1024","","","","",""
"치료재료","","","","ADCON GEL","BF0101AY","","640000","","","","",""
"치료재료","","","","Urine bottle with cap 1000ml (소변기)","","","1400","","","","",""
"치료재료","","","","Venaseal Closure System(SP101)","BJ4321DU","","1639000","","","","",""
