대분류,중분류,소분류,EDI코드,EDI명칭,수가코드,수가명칭,구분,비용,최저비용,최고비용,치료재료대 포함여부,약제비포함여부,특이사항
행위료,주사료,예방접종,,,MHAV1,A형간염 백신 -1ml,,70000,,,N,N,
행위료,주사료,예방접종,,,MHBV,B형간염 백신 유박스비주1ml [성인],,40000,,,N,N,
행위료,주사료,예방접종,,,MHBVC,B형간염 백신 헤파박스 0.5ml [소아],,20000,,,N,N,
행위료,주사료,예방접종,,,MHPIB,뇌수막염 백신,,30000,,,N,N,
행위료,주사료,예방접종,,,MIMOPV,소아마비 백신(폴리오),,30000,,,N,N,
행위료,주사료,예방접종,,,MJBE,일본뇌염 백신1ml,,30000,,,N,N,
행위료,주사료,예방접종,,,MJBEC04,일본뇌염 보령(베로세포유래)배양일본뇌염백신주,,30000,,,N,N,
행위료,주사료,예방접종,,,MJEVAX05,일본뇌염 생백신 0.5ml,,50000,,,N,N,
행위료,주사료,예방접종,,,MMENVEO,"멘비오(수막구균 A,C,W135 & Y-CRM197 단백 접합백신)",,130000,,,N,N,
행위료,주사료,예방접종,,,MMMR2,"홍역, 볼거리, 풍진 백신 II",,30000,,,N,N,
행위료,주사료,예방접종,,,MPDT05,"인판릭스백신 0.5ml(DTAP) (디프테리아,파상풍,백일해)",,30000,,,N,N,
행위료,주사료,예방접종,,,MPDTIPV,"인판릭스주(DTAP- IPV )0.5ml 콤보백신 (디프테리아,파상풍,백일해,소아마비)",,50000,,,N,N,
행위료,주사료,예방접종,,,MPENTAXIM,펜탁심주,,70000,,,N,N,
행위료,주사료,예방접종,,,MPNEUMO,뉴모-23 폐렴구균백신주사(정제폐렴구균협막다당류),,50000,,,N,N,
행위료,주사료,예방접종,,,MPVENAR13,프리베나 13주 소아용 ( 폐렴구균 백신),,90000,,,N,N,
행위료,주사료,예방접종,,,MPVENAR-A,[성인용]폐렴구균 백신-프리베나 13주,,90000,,,N,N,
행위료,주사료,예방접종,,,MSKYFLU4,스카이셀플루4가 프리필드S,,30000,,,N,N,
행위료,주사료,예방접종,,,MTD,"디프테리아, 파상풍 백신",,30000,,,N,N,
행위료,주사료,예방접종,,,MTETRA,"테트락심 백신 (디프테리아,파상풍,백일해,소아마비)",,50000,,,N,N,
행위료,주사료,예방접종,,,MZOSTA,조스타박스주(대상포진생바이러스백신),,140000,,,N,N,
행위료,초음파 검사료,초음파 검사료,,,SEB458,소아 복부 초음파 (만8세 미만),,226720,,,N,N,고시2019-33호
행위료,초음파 검사료,초음파 검사료,,,SEB411,진단초음파-안-안구,,93500,,,N,N,
행위료,주사료,예방접종,,,DROTAV,로타텍(로타바이러스)예방접종약(백신),,80000,,,N,N,
치료재료대,,,,,QD2121,"3""",,2000,,,,,
치료재료대,,,,,QD4735,99B116,,296000,,,,,
치료재료대,,,,,QD4741,국산,,9000,,,,,
치료재료대,,,,,QD4742,대만제,,10000,,,,,
치료재료대,,,,,QD4743,독일제,,10000,,,,,
치료재료대,,,,,QD4751,5R1=6,,76000,,,,,
치료재료대,,,,,QD4752,5R6=2,,108000,,,,,
치료재료대,,,,,QD4753,5R6=3,,120000,,,,,
치료재료대,,,,,QD4754,4R41,,142000,,,,,
치료재료대,,,,,QD4755,4R89,,140000,,,,,
치료재료대,,,,,QD4756,4R51,,158000,,,,,
치료재료대,,,,,QD4757,4R54,,135000,,,,,
치료재료대,,,,,QD4758,4K63(성림/국산),,70000,,,,,
치료재료대,,,,,QD4761,대만/하퇴,,71000,,,,,
치료재료대,,,,,QD4762,대만/대퇴,,70000,,,,,
치료재료대,,,,,QD5111,허리장식,,173000,,,,,
치료재료대,,,,,QD5121,국산,,151000,,,,,
치료재료대,,,,,QD2122,"4""",,2000,,,,,
치료재료대,,,,,QD2123,"5""",,3000,,,,,
치료재료대,,,,,QD2131,"3""",,2000,,,,,
치료재료대,,,,,QD2132,"4""",,3000,,,,,
치료재료대,,,,,QD2133,"5""",,4000,,,,,
치료재료대,,,,,QD2141,판타롱,,400,,,,,
치료재료대,,,,,QD2142,밴드용,,600,,,,,
치료재료대,,,,,QD2143,대퇴용,,3000,,,,,
치료재료대,,,,,QD2144,하퇴용,,2000,,,,,
치료재료대,,,,,QD2211,상박용,,2000,,,,,
치료재료대,,,,,QD2253,BM40(하퇴),,21000,,,,,
치료재료대,,,,,QD2212,전박용,,2000,,,,,
치료재료대,,,,,QD2213,수부용,,2000,,,,,
치료재료대,,,,,QD2221,대퇴용,,6000,,,,,
치료재료대,,,,,QD2222,슬관절,,8000,,,,,
치료재료대,,,,,QD2223,순모하퇴용,,7000,,,,,
치료재료대,,,,,QD2224,싸임하퇴용,,7000,,,,,
치료재료대,,,,,QD2225,족부용,,6000,,,,,
치료재료대,,,,,QD2231,AM30(대퇴),,25000,,,,,
치료재료대,,,,,QD2232,AM35(대퇴),,27000,,,,,
치료재료대,,,,,QD2233,AM40(대퇴),,30000,,,,,
치료재료대,,,,,QD2234,AM45(대퇴),,33000,,,,,
치료재료대,,,,,QD2235,AX35(대퇴),,32000,,,,,
치료재료대,,,,,QD2241,KW50(슬관절),,33000,,,,,
치료재료대,,,,,QD2242,KX45(슬관절),,33000,,,,,
치료재료대,,,,,QD2251,BM30(하퇴),,17000,,,,,
치료재료대,,,,,QD2252,BW35(하퇴),,18000,,,,,
치료재료대,,,,,QD5122,다이알식,,156000,,,,,
치료재료대,,,,,QD5123,소아용,,117000,,,,,
치료재료대,,,,,QD5124,17B20,,302000,,,,,
치료재료대,,,,,QD5131,베커(링락형),,360000,,,,,
치료재료대,,,,,QD5132,베커(반자동),,436000,,,,,
치료재료대,,,,,QD5141,표준형(국),,69000,,,,,
치료재료대,,,,,QD5142,17B62(오토복형),,162000,,,,,
치료재료대,,,,,QD5143,크렌쟉(국),,89000,,,,,
치료재료대,,,,,QD5144,스티럽(베커형),,158000,,,,,
치료재료대,,,,,QD5145,17F32,,71000,,,,,
치료재료대,,,,,QD5151,국산,,56000,,,,,
치료재료대,,,,,QD5152,17F28,,119000,,,,,
치료재료대,,,,,QD5153,스티럽(베커형),,81000,,,,,
치료재료대,,,,,QA13023,표준위팔의지(독-재래/국-PVC미용수),,1576000,,,,,
치료재료대,,,,,QA13024,표준위팔의지(독-재래/국-실리콘미용수),,2284000,,,,,
치료재료대,,,,,QA13025,표준위팔의지(독-재래/독-기능수/미-작업수),,2583000,,,,,
치료재료대,,,,,QA13026,표준위팔의지(국-재래/국-PVC미용수),,866000,,,,,
치료재료대,,,,,QA13027,표준위팔의지(국-재래/국-실리콘미용수),,1924000,,,,,
치료재료대,,,,,QA13028,표준위팔의지(국-재래/독-기능수/미-작업수),,2260000,,,,,
치료재료대,,,,,QA14011,팔꿈치관절의지(독-재래/국-PVC미용수),,1719000,,,,,
치료재료대,,,,,QA14012,팔꿈치관절의지(독-재래/국-실리콘미용수),,2404000,,,,,
치료재료대,,,,,QA14013,팔꿈치관절의지(독-재래/독-기능수/미-작업수),,2726000,,,,,
치료재료대,,,,,QA14014,팔꿈치관절의지(국-재래/국-PVC미용수),,945000,,,,,
치료재료대,,,,,QA14015,팔꿈치관절의지(국-재래/국-실리콘미용수),,1957000,,,,,
치료재료대,,,,,QA14016,팔꿈치관절의지(국-재래/독-기능수/미-작업수),,2279000,,,,,
치료재료대,,,,,QA15011,아주짧은아래팔의지(국-재래/국-PVC미용수),,745000,,,,,
치료재료대,,,,,QA15012,아주짧은아래팔의지(국-재래/국-실리콘미용수),,1664000,,,,,
치료재료대,,,,,QA15013,아주짧은아래팔의지(국-재래/독-기능수/미-작업수),,1984000,,,,,
치료재료대,,,,,QA15021,(짧은)표준아래팔의지(국-재래/국-PVC미용수),,729000,,,,,
치료재료대,,,,,QD2254,BW45(하퇴),,24000,,,,,
치료재료대,,,,,QD2255,BX35(하퇴),,26000,,,,,
치료재료대,,,,,QD2256,BX45(하퇴),,31000,,,,,
치료재료대,,,,,QD2261,SM50(싸임),,24000,,,,,
치료재료대,,,,,QD2262,SM60(싸임),,24000,,,,,
치료재료대,,,,,QD2263,SX55(싸임),,33000,,,,,
치료재료대,,,,,QD2271,UM20(상지),,10000,,,,,
치료재료대,,,,,QD2272,UM30(상지),,13000,,,,,
치료재료대,,,,,QD2273,UX25(상지),,18000,,,,,
치료재료대,,,,,QD2311,대,,900,,,,,
치료재료대,,,,,QD2312,중,,500,,,,,
치료재료대,,,,,QD2313,소,,400,,,,,
치료재료대,,,,,QD2411,나이롱끈,,400,,,,,
치료재료대,,,,,QD2412,연질스폰지,,11000,,,,,
치료재료대,,,,,QD2413,나이롱반도,,400,,,,,
치료재료대,,,,,QD3111,견갑,,678000,,,,,
치료재료대,,,,,QD3112,상박,,583000,,,,,
치료재료대,,,,,QD3113,주관절,,627000,,,,,
치료재료대,,,,,QD5154,17F36(오토복형),,106000,,,,,
치료재료대,,,,,QD5155,17B64,,53000,,,,,
치료재료대,,,,,QD5161,허리반도,,28000,,,,,
치료재료대,,,,,QD5162,반월형,,72000,,,,,
치료재료대,,,,,QD5163,커프,,24000,,,,,
치료재료대,,,,,QD5164,T/Y형,,50000,,,,,
치료재료대,,,,,QD5165,무릎반도,,94000,,,,,
치료재료대,,,,,QD5171,보조화교체,,44000,,,,,
치료재료대,,,,,QD5172,속신,,226000,,,,,
치료재료대,,,,,QD5211,니케이지,,47000,,,,,
치료재료대,,,,,QD5212,돈죠이,,93000,,,,,
치료재료대,,,,,QD5213,각도갤택스,,83000,,,,,
치료재료대,,,,,QD6111,CW2/14,,6000,,,,,
치료재료대,,,,,QD6112,F/CASTER,,6000,,,,,
치료재료대,,,,,QD6121,CM5/16,,6000,,,,,
치료재료대,,,,,QD6122,11*35,,6000,,,,,
치료재료대,,,,,QD6131,CW2/15,,3000,,,,,
치료재료대,,,,,QD6211,"24""",,167000,,,,,
치료재료대,,,,,QD6231,"8""",,43000,,,,,
치료재료대,,,,,QD6232,"8""/UR",,97000,,,,,
치료재료대,,,,,QA15022,(짧은)표준아래팔의지(국-재래/국-실리콘미용수),,1648000,,,,,
치료재료대,,,,,QA15023,(짧은)표준아래팔의지(국-재래/독-기능수/미-작업수),,1976000,,,,,
치료재료대,,,,,QA15025,(짧은)표준아래팔의지(독일-전자의수),,11075000,,,,,
치료재료대,,,,,QA16011,손의지(국-PVC미용수),,115000,,,,,
치료재료대,,,,,QA16012,손의지(국-실리콘미용수),,858000,,,,,
치료재료대,,,,,QA17011,손가락의지(국-PVC미용수),,46000,,,,,
치료재료대,,,,,QA17012,손가락의지(국-실리콘미용수),,325000,,,,,
치료재료대,,,,,QA21011,한쪽편골반의지(골격/회전),,7126000,,,,,
치료재료대,,,,,QA21012,한쪽편골반의지(재래/국산),,2215000,,,,,
치료재료대,,,,,QA22020,엉덩이관절의지(골격/회전/유압/기능1),,10434000,,,,,
치료재료대,,,,,QA22021,엉덩이관절의지(골격/회전),,7111000,,,,,
치료재료대,,,,,QA22022,엉덩이관절의지(골격/회전/기압/기능1),,8360000,,,,,
치료재료대,,,,,QA22032,엉덩이관절의지(재래/국산),,2215000,,,,,
치료재료대,,,,,QA23000,넓적다리의지(골격/회전/기계/표준/골반대),,6216000,,,,,
치료재료대,,,,,QA23021,넓적다리의지(골격/회전/기계/표준/허리반도),,5696000,,,,,
치료재료대,,,,,QA23022,넓적다리의지(골격/회전/기압1/기능1/허리반도),,6870000,,,,,
치료재료대,,,,,QD3114,전박,,446000,,,,,
치료재료대,,,,,QD6233,"6""",,90000,,,,,
치료재료대,,,,,QD6311,인바케어,,61000,,,,,
치료재료대,,,,,QD6312,카터,,61000,,,,,
치료재료대,,,,,QD6313,인바케어,,272000,,,,,
치료재료대,,,,,QD6321,인바케어,,165000,,,,,
치료재료대,,,,,QD6341,16-20-R,,95000,,,,,
치료재료대,,,,,QD6351,카터,,23000,,,,,
치료재료대,,,,,QD6353,인바케어,,47000,,,,,
치료재료대,,,,,QD6361,대세,,61000,,,,,
치료재료대,,,,,QD6431,46,,73000,,,,,
치료재료대,,,,,QD6432,41,,73000,,,,,
치료재료대,,,,,QD6511,인바케어,,48000,,,,,
치료재료대,,,,,QD6521,인바케어,,65000,,,,,
치료재료대,,,,,QD6611,"6""",,18000,,,,,
치료재료대,,,,,QD6612,8*1/4,,16000,,,,,
치료재료대,,,,,QD6613,200*50,,15000,,,,,
치료재료대,,,,,QD6614,"8""*2""(전동용)",,41000,,,,,
치료재료대,,,,,QD6621,24*3/8,,16000,,,,,
치료재료대,,,,,QD6622,스포츠형,,47000,,,,,
치료재료대,,,,,QD6623,"전동용12""",,50000,,,,,
치료재료대,,,,,QA23023,넓적다리의지(골격/회전/기압1/기능2/허리반도),,7317000,,,,,
치료재료대,,,,,QA23024,넓적다리의지(골격/회전/유압2/기능1/허리반도),,8925000,,,,,
치료재료대,,,,,QA23025,넓적다리의지(골격/회전/유압2/기능2/허리반도),,9372000,,,,,
치료재료대,,,,,QA23026,넓적다리의지(골격/회전/기압/표준/허리반도),,5734000,,,,,
치료재료대,,,,,QA23027,넓적다리의지(골격/회전/기압/표준/진공),,5928000,,,,,
치료재료대,,,,,QA23031,넓적다리의지(골격/회전/기계/표준/진공),,6015000,,,,,
치료재료대,,,,,QA23032,넓적다리의지(골격/회전/기압/기능1/진공),,7021000,,,,,
치료재료대,,,,,QA23033,넓적다리의지(골격/회전/기압1/기능2/진공),,7468000,,,,,
치료재료대,,,,,QA23034,넓적다리의지(골격/회전/유압2/기능1/진공),,9068000,,,,,
치료재료대,,,,,QA23035,넓적다리의지(골격/회전/유압2/기능2/진공),,9515000,,,,,
치료재료대,,,,,QA23036,넓적다리의지(골격/회전/유압2/기능3/진공),,10427000,,,,,
치료재료대,,,,,QA23037,넓적다리의지(골격/회전/유압2/기능4/진공),,10924000,,,,,
치료재료대,,,,,QA23041,넓적다리의지(골격/회전/기계/표준/실리콘),,6294000,,,,,
치료재료대,,,,,QA23042,넓적다리의지(골격/회전/기압1/기능1/실리콘),,7468000,,,,,
치료재료대,,,,,QA23043,넓적다리의지(골격/회전/기압1/기능2/실리콘),,7915000,,,,,
치료재료대,,,,,QA23044,넓적다리의지(골격/회전/유압2/기능1/실리콘),,9515000,,,,,
치료재료대,,,,,QD3121,작업의수반도,,35000,,,,,
치료재료대,,,,,QD3122,의수반도,,36000,,,,,
치료재료대,,,,,QD3123,21Y37(반도연결부,,19000,,,,,
치료재료대,,,,,QD3124,21A29=25(액와받침대),,43000,,,,,
치료재료대,,,,,QD3125,전박반도,,55000,,,,,
치료재료대,,,,,QD3126,상박반도,,34000,,,,,
치료재료대,,,,,QA23045,넓적다리의지(골격/회전/유압2/기능2/실리콘),,9962000,,,,,
치료재료대,,,,,QA23046,넓적다리의지(골격/회전/유압2/기능3/실리콘),,10886000,,,,,
치료재료대,,,,,QA23047,넓적다리의지(골격/회전/유압2/기능4/실리콘),,11452000,,,,,
치료재료대,,,,,QA23049,넓적다리의지(골격/회전/인공지능/기능4/실리콘),,50899000,,,,,
치료재료대,,,,,QA23051,넓적다리의지(재래/표준),,3200000,,,,,
치료재료대,,,,,QA23052,넓적다리의지(재래/골반대),,3595000,,,,,
치료재료대,,,,,QA23053,넓적다리의지(골격/건보용),,3346000,,,,,
치료재료대,,,,,QA23054,넓적다리의지(골격/건보용/실리콘),,4003000,,,,,
치료재료대,,,,,QA23055,넓적다리의지(골격/회전/유압1/기능1/진공),,8384000,,,,,
치료재료대,,,,,QA23056,넓적다리의지(골격/회전/유압1/기능2/진공),,8831000,,,,,
치료재료대,,,,,QA23057,넓적다리의지(골격/회전/유압1/기능3/진공),,9756000,,,,,
치료재료대,,,,,QA23058,넓적다리의지(골격/회전/유압1/기능4/진공),,10322000,,,,,
치료재료대,,,,,QA23060,넓적다리의지(골격/회전/기압/표준/실리콘),,6439000,,,,,
치료재료대,,,,,QD3131,21A3=1,,160000,,,,,
치료재료대,,,,,QD3132,21A3=2,,162000,,,,,
치료재료대,,,,,QD3133,21A4=1,,157000,,,,,
치료재료대,,,,,QD3134,21A4=2,,160000,,,,,
치료재료대,,,,,QD3135,국산,,92000,,,,,
치료재료대,,,,,QD3141,15K1,,89000,,,,,
치료재료대,,,,,QD3142,15K2,,89000,,,,,
치료재료대,,,,,QD3143,15K3,,106000,,,,,
치료재료대,,,,,QD3211,대만,,139000,,,,,
치료재료대,,,,,QD3212,12S4,,263000,,,,,
치료재료대,,,,,QD3213,12S7,,189000,,,,,
치료재료대,,,,,QD3221,12R1,,341000,,,,,
치료재료대,,,,,QD3222,12R2,,383000,,,,,
치료재료대,,,,,QD3223,12R3,,345000,,,,,
치료재료대,,,,,QD3224,12A1,,404000,,,,,
치료재료대,,,,,QD3225,12K5,,403000,,,,,
치료재료대,,,,,QD3226,16X13,,628000,,,,,
치료재료대,,,,,QD3227,16X14,,248000,,,,,
치료재료대,,,,,QD3231,상박장식(재래식,,118000,,,,,
치료재료대,,,,,QD6625,"22""",,29000,,,,,
치료재료대,,,,,QD6626,"26""",,30000,,,,,
치료재료대,,,,,QD6711,"6""",,16000,,,,,
치료재료대,,,,,QD6712,200*50,,14000,,,,,
치료재료대,,,,,QD6713,8*1/4,,16000,,,,,
치료재료대,,,,,QD6714,"8""*2""(전동용)",,28000,,,,,
치료재료대,,,,,QD6721,23*3/8,,13000,,,,,
치료재료대,,,,,QD6722,스포츠형,,23000,,,,,
치료재료대,,,,,QD6724,"12""에어리스인서트",,74000,,,,,
치료재료대,,,,,QD6811,표준형,,80000,,,,,
치료재료대,,,,,QD6812,책상형,,80000,,,,,
치료재료대,,,,,QD6813,전동형,,173000,,,,,
치료재료대,,,,,QD6814,고정대,,82000,,,,,
치료재료대,,,,,QD6815,Povit,,56000,,,,,
치료재료대,,,,,QA23061,넓적다리의지(골격/회전/유압1/기능1/실리콘),,8831000,,,,,
치료재료대,,,,,QA23062,넓적다리의지(골격/회전/유압1/기능2/실리콘),,9278000,,,,,
치료재료대,,,,,QA23063,넓적다리의지(골격/회전/유압1/기능3/실리콘),,10203000,,,,,
치료재료대,,,,,QA23064,넓적다리의지(골격/회전/유압1/기능4/실리콘),,10769000,,,,,
치료재료대,,,,,QA24011,무릎관절의지(골격/기계/표준),,5275000,,,,,
치료재료대,,,,,QA24012,무릎관절의지(골격/잠김형/표준),,5417000,,,,,
치료재료대,,,,,QA24013,무릎관절의지(골격/유압2/표준),,7553000,,,,,
치료재료대,,,,,QA24014,무릎관절의지(골격/기능1/일반형),,5433000,,,,,
치료재료대,,,,,QA24015,무릎관절의지(골격/기능1/유압),,6460000,,,,,
치료재료대,,,,,QA24016,무릎관절의지(골격/기능2/유압),,6907000,,,,,
치료재료대,,,,,QA24017,무릎관절의지(골격/기능3/유압),,7831000,,,,,
치료재료대,,,,,QA24018,무릎관절의지(골격/기능4/유압),,8398000,,,,,
치료재료대,,,,,QA24021,무릎관절의지(재래),,3213000,,,,,
치료재료대,,,,,QA24022,무릎관절의지(골격/건보용),,3226000,,,,,
치료재료대,,,,,QA24023,무릎관절의지(골격/건보용/실리콘),,3793000,,,,,
치료재료대,,,,,QA24024,무릎관절의지(골격/유압1/표준),,6280000,,,,,
치료재료대,,,,,QA24025,무릎관절의지(골격/기능1/기압),,6332000,,,,,
치료재료대,,,,,QD3232,호스머형(재래식),,239000,,,,,
치료재료대,,,,,QD3233,이중장식(재래식,,118000,,,,,
치료재료대,,,,,QD3234,의수고정장식(재래식),,59000,,,,,
치료재료대,,,,,QD3241,국산,,199000,,,,,
치료재료대,,,,,QD3242,10V8,,498000,,,,,
치료재료대,,,,,QD3243,10V18,,306000,,,,,
치료재료대,,,,,QD3244,10V30,,485000,,,,,
치료재료대,,,,,QD3245,10V32,,382000,,,,,
치료재료대,,,,,QD3246,10V36,,269000,,,,,
치료재료대,,,,,QD3247,52159(Hosmer),,235000,,,,,
치료재료대,,,,,QD3251,10R2,,81000,,,,,
치료재료대,,,,,QD3252,10R6,,68000,,,,,
치료재료대,,,,,QD3253,10A10,,75000,,,,,
치료재료대,,,,,QD6826,"22""",,23000,,,,,
치료재료대,,,,,QD6827,"26""",,21000,,,,,
치료재료대,,,,,QD6831,표준형,,58000,,,,,
치료재료대,,,,,QD6832,책상형,,58000,,,,,
치료재료대,,,,,QD6911,카터,,32000,,,,,
치료재료대,,,,,QD6912,인바케어,,47000,,,,,
치료재료대,,,,,QD6921,크로스브레이스,,51000,,,,,
치료재료대,,,,,QD6922,스핀들,,21000,,,,,
치료재료대,,,,,QD6923,핸드림,,31000,,,,,
치료재료대,,,,,QD6924,퀵릴리즈,,55000,,,,,
치료재료대,,,,,QD6932,인바케어,,24000,,,,,
치료재료대,,,,,QD6941,L/R,,27000,,,,,
치료재료대,,,,,QD7111,굽/뒷굽,,19000,,,,,
치료재료대,,,,,QD7121,스폰지창,,24000,,,,,
치료재료대,,,,,QD7122,중창/선심/월형,,23000,,,,,
치료재료대,,,,,QD7131,댕가와,,9000,,,,,
치료재료대,,,,,QD8111,실리콘몰드,,25000,,,,,
치료재료대,,,,,QD4513,실리콘라이너 오써(3mm/대퇴),,537000,,,,,
치료재료대,,,,,QD4515,"셔틀락 6A30=10(하퇴용,액)",,209000,,,,,
치료재료대,,,,,QA31025,긴팔보조기(일반형/손목형)-기성품,,21000,,,,,
치료재료대,,,,,QA31026,"긴팔보조기(일반형/손목형,스프린트형)-기성품",,13000,,,,,
치료재료대,,,,,QA32047,"콜셋(허리.엉치뼈형, 다기능)-기성품",,63000,,,,,
치료재료대,,,,,QA33070,"무릎관절보조기(슬관절보조기,니브레이스)-기성품",,30000,,,,,
치료재료대,,,,,QA33078,"무릎관절보조기(갤텍스,각도조절형)-기성품",,95000,,,,,
치료재료대,,,,,QA11015,어깨가슴의지(독-골격/국-PVC미용수),,1993000,,,,,
치료재료대,,,,,QA11014,어깨가슴의지(독-골격/국-실리콘미용수),,2755000,,,,,
치료재료대,,,,,QA11011,어깨가슴의지(국-재래/국-실리콘미용수),,2150000,,,,,
치료재료대,,,,,QA12014,어깨관절의지(독-골격/국-실리콘미용수),,2730000,,,,,
치료재료대,,,,,QA12012,어깨관절의지(국-재래/국-PVC미용수),,951000,,,,,
치료재료대,,,,,QA12011,어깨관절의지(국-재래/국-실리콘미용수),,2150000,,,,,
치료재료대,,,,,QA31018,어깨뼈외전보조기(울트라슬링)-기성품,,25000,,,,,
치료재료대,,,,,QD4514,실리콘라이너 6Y81(프로실라이너),,421000,,,,,
치료재료대,,,,,QA31017,어깨뼈외전보조기(견관절탈구슬링)-기성품,,32000,,,,,
치료재료대,,,,,QA33068,무릎관절보조기(니써포트)-기성품,,37000,,,,,
치료재료대,,,,,QA31019,어깨뼈외전보조기(암슬링)-기성품,,13000,,,,,
치료재료대,,,,,QA31024,긴팔보조기(일반형/각도조절형)-기성품,,86000,,,,,
치료재료대,,,,,QA32019,목뼈보조기(필라델피아)-기성품,,18000,,,,,
치료재료대,,,,,QA32044,콜셋(허리.엉치뼈형)-기성품,,18000,,,,,
치료재료대,,,,,QA32046,디스크닥터-기성품,,154000,,,,,
치료재료대,,,,,QA33023,고관절외전보조기-기성품,,129000,,,,,
치료재료대,,,,,QA33066,무릎관절보조기(각도조절/돈죠이)-기성품,,40000,,,,,
치료재료대,,,,,QA33067,무릎관절보조기(슬관절보조기)-기성품,,18000,,,,,
치료재료대,,,,,QA33069,무릎관절보조기(갤텍스)-기성품,,59000,,,,,
치료재료대,,,,,QA33075,짧은다리플라스틱보조기(일체형)-기성품,,66000,,,,,
치료재료대,,,,,QA33076,발목관절보조기(경성)-기성품,,35000,,,,,
치료재료대,,,,,QA13017,짧은위팔의지(국-재래/독-기능수/미-작업수),,2260000,,,,,
치료재료대,,,,,QA13021,표준위팔의지(독-골격/국-PVC미용수),,1662000,,,,,
치료재료대,,,,,QA13022,표준위팔의지(독-골격/국-실리콘미용수),,2375000,,,,,
치료재료대,,,,,QA32017,목뼈보조기(마이애미)(신설)-기성품,,83000,,,,,
치료재료대,,,,,QA32018,척추보조기(사이버택형)(신설)-기성품,,33000,,,,,
치료재료대,,,,,QA33077,발목관절보조기(연성)-기성품,,17000,,,,,
치료재료대,,,,,QA11012,어깨가슴의지(국-재래/국-PVC미용수),,951000,,,,,
치료재료대,,,,,QA12015,어깨관절의지(독-골격/국-PVC미용수),,1975000,,,,,
치료재료대,,,,,QA13015,짧은위팔의지(국-재래/국-PVC미용수),,866000,,,,,
치료재료대,,,,,QA13016,짧은위팔의지(국-재래/국-실리콘미용수),,1924000,,,,,
행위료,주사료,주사료,,,MHLASE,하이알라제주(히알우로니다제)(휴온스),,1397,,,N,N,
행위료,검사료,순환기 기능 검사,,,SZ05400,미세전위 T 교대파 검사  Microvolt T-wave Alternans,,50000,,,N,N,EZ874
행위료,처치 및 수술료 등,순환기,OZ303,시아노아크릴레이트를 이용한 복재정맥 폐색술[유도료 포함],HZOZ00303,시아노아크릴레이트를 이용한 복재정맥 폐색술[유도료 포함],,700000,,,N,N,진료과 : 외과 외 별도 산정 사항 없음
행위료,주사료,예방접종,,,MFLU4,4가 인플루엔자(독감) 백신 [소아],,30000,,,N,N,
행위료,검사료,약물·중독검사,,,LWC4504010,Primidone,,26375,,,N,N,
행위료,검사료,순환기 기능 검사,,,SZ07202,동맥경화협착폐색검사[2부위],,50000,,,N,N,
행위료,검사료,순환기 기능 검사,,,SZ07201,동맥경화협착폐색검사[1부위],,30000,,,N,N,
행위료,검사료,감염증 기타 검사,,,LZ00900,인플루엔자 A·B 바이러스항원검사 [현장검사],,25000,,,N,N,
행위료,기타,기타,,,SZ03010,"발기부전사전검사(평가 ,심전도,활력증상)국비1급1항및2항만지원",,15000,,,N,N,
행위료,검사료,"생식, 임신 및 분만",,,SZ04600,임신반응검사(정성),,8000,,,N,N,
행위료,기타,기타,,,SZ05300,체성분 분석검사 [정밀],,15000,,,N,N,
행위료,검사료,시기능검사,,,SEZ796,안구광학단층촬영,,50000,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB001,신경인지기능검사-종합검사-서울신경심리검사(SNSB),신경인지기능검사,315380,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB002,신경인지기능검사-종합검사-한국판 CERAD 평가집(CERAD-K),신경인지기능검사,138080,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB011,신경인지기능검사- 개별검사 유형1 (3 ~5개 검사),신경인지기능검사,29090,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB012,신경인지기능검사 -개별검사 유형1 (6-8개 검사),신경인지기능검사,49680,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB013,신경인지기능검사- 개별검사 유형1 (9개 이상 검사),신경인지기능검사,87420,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB021,신경인지기능검사 - 개별검사 유형2 (1 ~3개 검사),신경인지기능검사,29100,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB022,신경인지기능검사 - 개별검사 유형2 (4개 이상 검사),신경인지기능검사,70290,,,N,N,
행위료,검사료,신경계 기능검사,FB030010,신경인지기능검사-개별검사-유형Ⅲ-레이복합도형검사,SFB030,신경인지기능검사-개별검사-유형Ⅲ-레이복합도형검사,신경인지기능검사,29940,,,N,N,
행위료,검사료,신경계 기능검사,FB030020,신경인지기능검사-개별검사-유형Ⅲ-보스톤사물이름대기검사-60문항,SFB03002,신경인지기능검사-개별검사-유형Ⅲ-보스톤사물이름대기검사-60문항,신경인지기능검사,29940,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB03003,신경인지기능검사-개별검사-유형Ⅲ-위스콘신카드분류검사,신경인지기능검사,29940,,,N,N,
행위료,검사료,신경계 기능검사,,,SFB03004,신경인지기능검사-개별검사-유형Ⅲ-표정인식력(재인)검사,신경인지기능검사,29940,,,N,N,
