"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항"
"대전","피부 및 연부조직","기미,주근깨,점 제거술[대]-Size 0.4cm 이상","HZDE00101","-","40000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","기미,주근깨,점 제거술[중]-Size 0.3cm","HZDE00102","-","30000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","기미,주근깨,점 제거술[소]-Size 0.2cm 이하","HZDE00103","-","20000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (얼굴전체) - 비급여","HZDE00501","-","300000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (이마제외 얼굴전체) - 비급여","HZDE00502","-","200000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (코주변만) - 비급여","HZDE00503","-","100000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (겨드랑이 양측-제모) - 비급여","HZDE00600B","-","150000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL(코밑수염제모-여자)1 회째","HZDE01101","-","100000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL(코밑수염제모-여자) 2회째","HZDE01102","-","50000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL(코밑수염제모-여자) 3회째","HZDE01103","-","50000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","IPL (허벅지 양측-제모) - 비급여","HZDE01400B","-","300000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","박피술 [화학]  [대]","HZDE01901","-","200000","","","","","-"
"대전","피부 및 연부조직","박피술 [화학]  [중]","HZDE01902","-","100000","","","","","-"
"대전","피부 및 연부조직","박피술 [화학]  [소]","HZDE01903","-","50000","","","","","-"
"대전","피부 및 연부조직","Bleomycin 병변내 주입(대)-비급여","HZDE02001","-","10000","","","","","-"
"대전","피부 및 연부조직","Bleomycin 병변내 주입(소)-비급여","HZDE02101","-","5000","","","","","-"
"대전","피부 및 연부조직","사마귀제거 [대]사마귀 3개 이상인 경우 산정","HZDE02201","-","10000","","","","","-"
"대전","피부 및 연부조직","사마귀제거 [대]사마귀 3개 미만인 경우 산정","HZDE02202","-","5000","","","","","-"
"대전","피부 및 연부조직","여드름 치료(대)","HZDE02301","-","15000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","여드름 치료(중)","HZDE02302","-","10000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","여드름 치료(소)","HZDE02303","-","5000","","","","","부가가치세 별도"
"대전","피부 및 연부조직","메조테라피 (mesotherapy) 1회당","HZFM00100","-","20000","","","","","-"
"대전","근골","추간판내고주파열응고술(Nucleoplasty)","HZOS00100","-","500000","","","","","-"
"대전","근골","추간판내고주파열치료술(IDET)","HZOS00200","-","500000","","","","","-"
"대전","코","코골음성형술 [단순]비급여(구개수/구개만실시)","HZEN00501","-","400000","","","","","-"
"대전","코","코골음성형술 [복잡]비급여(구개수/구개[인두포함","HZEN00502","-","500000","","","","","-"
"대전","비뇨기","3MIX(Papa+Regi+Car20ug)","HZUR00100","-","20000","","","","","-"
"대전","비뇨기","고환삽입술-비급여","HZUR00200","-","500000","","","","","-"
"대전","비뇨기","굴곡음경교정 수술(백만)-비급여","HZUR00300","-","1000000","","","","","-"
"대전","비뇨기","음경 이물질 제거술 A","HZUR00501","-","500000","","","","","-"
"대전","비뇨기","음경 이물질 제거술 B","HZUR00502","-","800000","","","","","-"
"대전","비뇨기","음경 이물질 제거술 C(flap 또는 graft를 한 경우에","HZUR00503","-","1000000","","","","","-"
"대전","비뇨기","음경바셀린종제거술 [대]","HZUR00601","-","700000","","","","","-"
"대전","비뇨기","음경바셀린종제거술 [소]","HZUR00602","-","400000","","","","","-"
"대전","비뇨기","음경보형물 교정술","HZUR00700","-","800000","","","","","-"
"대전","비뇨기","음경보형물 삽입술 A(굽은형 보형물)","HZUR00801","-","1000000","","","","","-"
"대전","비뇨기","음경보형물 삽입술 B(팽창형(2-piece)인 경우에 산정","HZUR00802","-","1500000","","","","","-"
"대전","비뇨기","음경보형물 삽입술 C(팽창형(3-piece)인 경우에 산정","HZUR00803","-","2000000","","","","","-"
"대전","비뇨기","음경주사 Test-비급여","HZUR00900","-","5000","","","","","-"
"대전","비뇨기","음경확대술(이백만)-비급여","HZUR01001","-","2000000","","","","","-"
"대전","비뇨기","정관복원술(오십만)-비급여","HZUR01200","-","500000","","","","","-"
"대전","비뇨기","정관절제술 [결찰술]","HZUR01300","-","200000","","","","","-"
"대전","비뇨기","조루증 수술(오십만)-비급여","HZUR01400","-","500000","","","","","-"
"대전","비뇨기","조루증 수술-음경배부신경차단술(구십만)-비급여","HZUR01500","-","900000","","","","","-"
"대전","비뇨기","파라핀 제거술 A(침범범위가 proximal 인 경우 산정","HZUR01701","-","600000","","","","","-"
"대전","비뇨기","파라핀 제거술 B(침범범위가 1/2 인 경우에 산정","HZUR01702","-","1000000","","","","","-"
"대전","비뇨기","파라핀 제거술 C(침범범위가 total 인 경우에 산정","HZUR01703","-","1500000","","","","","-"
"대전","비뇨기","포경수술(배면절개) 비급여","HZUR01800","-","150000","","","","","-"
"대전","비뇨기","포경수술(환상절개) 비급여","HZUR01801","-","200000","","","","","-"
"대전","여성 생식기, 임신과 분만","(비급여) 난관 결찰술","HZOG00100","-","300000","","","","","-"
"대전","여성 생식기, 임신과 분만","(비급여) 미레나 삽입술","HZOG00200","-","90000","","","","","-"
"대전","여성 생식기, 임신과 분만","소음순절제술(성형목적)","HZOG00400","-","50000","","","","","-"
"대전","여성 생식기, 임신과 분만","자궁내장치 [IUD]  재료대 별도산정","HZOG00800","-","30000","","","","","-"
"대전","여성 생식기, 임신과 분만","질 및 회음부 성형술 [대] 비급여","HZOG01001","-","1000000","","","","","-"
"대전","여성 생식기, 임신과 분만","질 및 회음부 성형술 [중]","HZOG01002","-","800000","","","","","-"
"대전","여성 생식기, 임신과 분만","질 및 회음부 성형술 [소]","HZOG01003","-","500000","","","","","-"
"대전","신경","경피적 경막외강 신경성형술","SZ634","-","500000","","","","","-"
"대전","순환기","레이저정맥폐쇄술〔유도료 포함〕","OZ304","-","1000000","","","","","-"
"대전","기타","충수절제술 비급여(Incidental Appendectomy)","HZOG01100","-","100000","","","","","-"
"대전","기타","정맥혈전증 예방치료(IPC) 1일당","HZGT00600","-","10000","","","","","-"
"대전","기타","수면내시경검사(비급여)","HZGT00200","-","50000","","","","","-"
"대전","기타","상.하부동시 실시  수면내시경검사(비급여)","HZGT00210","-","60000","","","","","-"
"대전","기타","치료 수면 내시경 환자관리료 (비급여)","HZGT00220","-","100000","","","","","-"
"대전","치과보철료","Crown, Gold - Pt, G  주조금관, 백금합금","JP0120G","-","400000","","","Y","","-"
"대전","치과보철료","Crown, Super - Gold, G 주조금관, 금합금","JP0121G","-","370000","","","Y","","-"
"대전","치과보철료","Crown, Palladium, G 주조금관, Pd 합금","JP0003G","-","250000","","","Y","","-"
"대전","치과보철료","Crown, Metal, G 주조관, N-C 합금","JP0004G","-","150000","","","Y","","-"
"대전","치과보철료","Atrficial gold crown for RD, G 가철성 의치용 금속 교합면 인공치 (S-gold)","JP0005G","-","200000","","","Y","","-"
"대전","치과보철료","Crown, PFM, A, G 도재소부전장관, 비귀금속, A","JP0006G","-","300000","","","Y","","-"
"대전","치과보철료","Crown, PFM, B, G 도재소부전장관, 비귀금속, B","JP0007G","-","250000","","","Y","","-"
"대전","치과보철료","Crown, PFG, A, G 도재소부전장관, 귀금속, A","JP0008G","-","450000","","","Y","","-"
"대전","치과보철료","Crown, PFG, B, G 도재소부전장관, 귀금속, B","JP0009G","-","350000","","","Y","","-"
"대전","치과보철료","Crown, collarless PFM, G 도재소부전장관, 무깃, 비귀금속","JP0010G","-","350000","","","Y","","-"
"대전","치과보철료","Crown, collarless PFG, G 도재소부전장관, 무깃, 귀금속","JP0011G","-","450000","","","Y","","-"
"대전","치과보철료","Crown, all ceramic, G 전부도재관, 전세라믹","JP0012G","-","450000","","","Y","","-"
"대전","치과보철료","Crown, Laminate veneer, G 전부도재관, 순면버니어","JP0013G","-","400000","","","Y","","-"
"대전","치과보철료","Crown, Maryland, non-Prec., G 주조관, 메리랜드, 비귀금속","JP0014G","-","250000","","","Y","","-"
"대전","치과보철료","Crown, Maryland, Prec., G 금주조관, 메리랜드, 귀금속","JP0015G","-","300000","","","Y","","-"
"대전","치과보철료","Inlay, Prec. Gold simple, G 인레이, 귀금속, 단순","JP0016G","-","200000","","","Y","","-"
"대전","치과보철료","Inlay, Prec. Gold complex, G 인레이, 귀금속, 복잡","JP0017G","-","250000","","","Y","","-"
"대전","치과보철료","Inlay, Por. or resin, simple,G 인레이, 포세라인 or  레진, 단순","JP0018G","-","200000","","","Y","","-"
"대전","치과보철료","Inlay, Por. or resin, complex, G 인레이, 포세라인 or  레진, 복잡","JP0019G","-","250000","","","Y","","-"
"대전","치과보철료","Post&Core, gold simple, G 포스트관, 귀금속, 단순","JP0020G","-","150000","","","Y","","-"
"대전","치과보철료","Post&Core, gold complex, G 포스트관, 귀금속, 복잡","JP0021G","-","200000","","","Y","","-"
"대전","치과보철료","Post&Core, Para, G 포스트관, 파라 포스트","JP0022G","-","100000","","","Y","","-"
"대전","치과보철료","Post&Core, glassfiber, G 포스트관, 그래스화이버","JP0023G","-","120000","","","Y","","-"
"대전","치과보철료","Clasp Bridge, simple, Prec., G 가철성브리지, 귀금속, 단순","JP0024G","-","600000","","","Y","","-"
"대전","치과보철료","Clasp Bridge, complex, Prec., G 가철성브리지, 귀금속, 복잡","JP0025G","-","800000","","","Y","","-"
"대전","치과보철료","Clasp Bridge, non-Prec., G 가철성브리지, 비귀금속","JP0026G","-","400000","","","Y","","-"
"대전","치과보철료","R.P.D., Half, Prec., G 편측가철성국소의치, 귀금속","JP0027G","-","1200000","","","Y","","-"
"대전","치과보철료","R.P.D., Half, non-Prec. Elect., G 편측가철성국소의치, 고주파비귀금속","JP0028G","-","800000","","","Y","","-"
"대전","치과보철료","R.P.D., Half, non-Prec., G 편측가철성국소의치, 비귀금속","JP0029G","-","600000","","","Y","","-"
"대전","치과보철료","R.P.D., Prec., G 가철성 국소의치, 귀금속","JP0030G","-","2500000","","","Y","","-"
"대전","치과보철료","R.P.D.,non-Prec., G 가철성 국소의치, 비귀금속","JP0031G","-","1000000","","","Y","","-"
"대전","치과보철료","R.P.D., electronic non-Prec., G 가철성 국소의치, 고주파 비귀금속","JP0032G","-","1200000","","","Y","","-"
"대전","치과보철료","R.P.D., Temporary, G 임시 가철성 국소의치","JP0033G","-","500000","","","Y","","-"
"대전","치과보철료","R.P.D., Overdenture, simple, G 치아지지가철성의치, 간단","JP0034G","-","1400000","","","Y","","-"
"대전","치과보철료","R.P.D., Overdenture, complex, G 치아지지가철성의치, 복잡","JP0035G","-","1600000","","","Y","","-"
"대전","치과보철료","R.P.D., Attachment, simple, G 어태치먼트 국소 의치, 간단","JP0036G","-","1200000","","","Y","","-"
"대전","치과보철료","R.P.D., Attachment, complex, G 어태치먼트 국소 의치, 복잡","JP0037G","-","1400000","","","Y","","-"
"대전","치과보철료","R.P.D., Telescopic, simple, G 테레스코픽 국소 의치, 간단","JP0038G","-","1200000","","","Y","","-"
"대전","치과보철료","R.P.D., Telescopic, complex, G 테레스코픽 국소 의치, 복잡","JP0039G","-","1500000","","","Y","","-"
"대전","치과보철료","Rebase, indirect, simple, G 의치 이장술, 간접법, 단순","JP0040G","-","100000","","","Y","","-"
"대전","치과보철료","Rebase, indirect, complex, G 의치 이장술, 간접법, 복잡","JP0041G","-","200000","","","Y","","-"
"대전","치과보철료","Flipper, complex, G 임시치, 복잡","JP0042G","-","50000","","","Y","","-"
"대전","치과보철료","Occlusal splint, complex, G 교합안정장치, 복잡","JP0043G","-","550000","","","Y","","-"
"대전","치과보철료","F.D., Prec., base metal, G 총의치, 귀금속편","JP0044G","-","2000000","","","Y","","-"
"대전","치과보철료","F.D., Mesh or base metal, G 총의치, 비귀금속편, 망사","JP0045G","-","1200000","","","Y","","-"
"대전","치과보철료","F.D., resin plate, G 총의치, 레진상","JP0046G","-","800000","","","Y","","-"
"대전","치과보철료","F.D., Immediate, mesh, G 즉시총의치,망사","JP0047G","-","1000000","","","Y","","-"
"대전","치과보철료","F.D., Immediate, resin plate, G 즉치총의치,레진상","JP0048G","-","800000","","","Y","","-"
"대전","치과보철료","F.D., Temporary, G","JP0049G","-","500000","","","Y","","-"
"대전","치과보철료","Definitive obturator, metal base, G 최종폐쇄장치","JP0050G","-","1500000","","","Y","","-"
"대전","치과보철료","Interrim or immediate obturator, G 즉시 or 임시폐쇄장치","JP0051G","-","500000","","","Y","","-"
"대전","치과보철료","Attachment, Magnetic, G 자석장치","JP0052G","-","400000","","","Y","","-"
"대전","치과보철료","Attachment, simple, G 부착장치, 단순","JP0053G","-","300000","","","Y","","-"
"대전","치과보철료","Attachment, medium, G 부착장치, 보통","JP0054G","-","400000","","","Y","","-"
"대전","치과보철료","Attachment, complex, G 부착장치, 복잡","JP0055G","-","500000","","","Y","","-"
"대전","치과보철료","Konus Teles. crown, inner&outer,PT.G., G 코누스 텔레스코픽 내,외관 백금합금","JP0056G","-","800000","","","Y","","-"
"대전","치과보철료","Konus Teles. crown, inner&outer,Super G., G 코누스 텔레스코픽 내,외관 금합금","JP0057G","-","700000","","","Y","","-"
"대전","치과보철료","Konus Teles. crown, inner&outer,Palladium, G 코누스 텔레스코픽 내,외관 PD합금","JP0058G","-","500000","","","Y","","-"
"대전","치과보철료","Konus Teles. crown, inner&outer,PFM, G 코누스 텔레스코픽 내,외관 비귀금속","JP0059G","-","600000","","","Y","","-"
"대전","치과보철료","Konus Teles. crown, inner&outer,PFG, G 코누스 텔레스코픽 내,외관 귀금속","JP0060G","-","800000","","","Y","","-"
"대전","치과보철료","Semirigid joint, G 세미리지드 연결체","JP0061G","-","100000","","","Y","","-"
"대전","치과보철료","Flexible denture Flexible denture (비귀금속),복잡","JP0062G","-","900000","","","Y","","-"
"대전","치과보철료","Locator, G 로케이터, G","JP0063G","-","600000","","","Y","","-"
"대전","치과보철료","Orthodontics, rem. type, simp., G 교정, 가철성장치, 단순","JP0064G","-","500000","","","Y","","-"
"대전","치과보철료","Orthodontics, rem. type, med., G 교정, 가철성장치, 보통","JP0065G","-","1000000","","","Y","","-"
"대전","치과보철료","Orthodontics, rem. type, comp., G 교정, 가철성장치, 복잡","JP0066G","-","2000000","","","Y","","-"
"대전","치과보철료","Orthodontics, fixed type, simp., G 교정, Fixed type, 단순","JP0067G","-","300000","","","Y","","-"
"대전","치과보철료","Orthodontics, fixed type, med., G 교정, Fixed type, 보통","JP0068G","-","800000","","","Y","","-"
"대전","치과보철료","Orthodontics, fixed type, comp., G 교정, Fixed type, 복잡","JP0069G","-","1500000","","","Y","","-"
"대전","치과보철료","Implant, simple, G 치아 매식술, 단순","JP0070G","-","1800000","","","Y","","-"
"대전","치과보철료","Implant, complex, G 치아 매식술, 복잡, ASTRA","JP0071G","-","1900000","","","Y","","-"
"대전","치과보철료","Implant crown, Pt-gold, G 매식치금관, 백금가공","JP0072G","-","650000","","","Y","","-"
"대전","치과보철료","Implant crown, Super-gold, G 매식치금관, 슈퍼골드","JP0073G","-","600000","","","Y","","-"
"대전","치과보철료","Implant crown, PFG, G 매식치 귀금속 도재관","JP0074G","-","700000","","","Y","","-"
"대전","치과보철료","Implant crown, PFM, G 매식치 비귀금속 도재관","JP0075G","-","550000","","","Y","","-"
"대전","치과보철료","Implant overdenture, simple, G 임플란트 지지의치, 단순","JP0076G","-","1500000","","","Y","","-"
"대전","치과보철료","Implant overdenture, complex, G 임플란트 지지의치, 복잡","JP0077G","-","1800000","","","Y","","-"
"대전","치과보철료","Implant, Hybrid denture, G 매식술, 혼합형틀니","JP0078G","-","3000000","","","Y","","-"
"대전","치과보철료","Implant, hader bar, G 매식술, 헤더바","JP0080G","-","1000000","","","Y","","-"
"대전","치과보철료","Implant, milled bar, G 매식술, 밀드바","JP0082G","-","1500000","","","Y","","-"
"대전","치과보철료","Implant, Magnetic, G 매식술, 자성체","JP0084G","-","600000","","","Y","","-"
"대전","치과보철료","Implant, O-ring, E.R.A., G 매식술, 오-링, E.R.A.","JP0085G","-","500000","","","Y","","-"
"대전","치과보철료","Implant, MDI, G 매식 술, MDI","JP0086G","-","500000","","","Y","","-"
"대전","치과보철료","Implant, Tem. MDI, G 매식술, 임시 MDI","JP0087G","-","200000","","","Y","","-"
"대전","치과보철료","Implant,국산, G 매식술,국산, G","JP0088G","-","1400000","","","Y","","-"
"대전","치과보철료","Implant,MDL,(G) 매식술,MDL(그룹)","JP0089G","-","1400000","","","Y","","-"
"대전","치과보철료","MDL mini Implant, G","JP0090G","-","1200000","","","Y","","-"
"대전","치과보철료","Flexible denture Flexible denture (비귀금속),단순","JP0091G","-","500000","","","Y","","-"
"대전","치과보철료","Implant, complex, G 치아 매식술, 복잡, NOBEL","JP0092G","-","1900000","","","Y","","-"
"대전","치과보철료","Implant, Hybrid denture, Gold,Fixture 4ea, G 매식술, 혼합형틀니 , Gold,Fixture 4ea","JP0093G","-","2500000","","","Y","","-"
"대전","치과보철료","Implant, Hybrid denture, Gold,Fixture 5ea, G 매식술, 혼합형틀니 , Gold,Fixture 5ea","JP0094G","-","3000000","","","Y","","-"
"대전","치과보철료","Implant, Hybrid denture, Gold,Fixture 6ea, G 매식술, 혼합형틀니 , Gold,Fixture 6ea","JP0095G","-","3500000","","","Y","","-"
"대전","치과보철료","Implant, Hybrid denture,Titanium,Fixture 4ea, G 매식술, 혼합형틀니,Titanium,Fixture 4ea","JP0096G","-","1500000","","","Y","","-"
"대전","치과보철료","Implant, Hybrid denture,Titanium,Fixture 5ea, G 매식술, 혼합형틀니,Titanium,Fixture 5ea,","JP0097G","-","1800000","","","Y","","-"
"대전","치과보철료","Implant, Hybrid denture,Titanium,Fixture 6ea, G 매식술, 혼합형틀니 ,Titanium,Fixture 6ea","JP0098G","-","2200000","","","Y","","-"
"대전","치과보철료","Implant, hader bar,Fixture 2ea, G 매식술, 헤더바,Fixture 2ea","JP0099G","-","1000000","","","Y","","-"
"대전","치과보철료","Implant, hader bar,Fixture 3ea, G 매식술, 헤더바,Fixture 3ea","JP0100G","-","1400000","","","Y","","-"
"대전","치과보철료","Implant, hader bar,Fixture 4ea, G 매식술, 헤더바,Fixture 4ea","JP0101G","-","2000000","","","Y","","-"
"대전","치과보철료","Implant, milled bar, Gold,Fixture 3ea, G 매식술, 밀드바, Gold,Fixture 3ea","JP0102G","-","1500000","","","Y","","-"
"대전","치과보철료","Implant, milled bar, Gold,Fixture 4ea, G 매식술, 밀드바, Gold,Fixture 4ea","JP0103G","-","2000000","","","Y","","-"
"대전","치과보철료","Implant, milled bar, Gold,Fixture 5ea, G 매식술, 밀드바, Gold,Fixture 5ea","JP0104G","-","2500000","","","Y","","-"
"대전","치과보철료","Implant, milled bar, Gold,Fixture 6eaG 매식술, 밀드바, Gold,Fixture 6ea","JP0105G","-","3000000","","","Y","","-"
"대전","치과보철료","Implant, milled bar,Titanium,Fixture 3ea, G 매식술, 밀드바,Titanium,Fixture 3ea","JP0106G","-","1000000","","","Y","","-"
"대전","치과보철료","Implant, milled bar,Titanium,Fixture 4ea, G 매식술, 밀드바,Titanium,Fixture 4ea","JP0107G","-","1200000","","","Y","","-"
"대전","치과보철료","Implant, milled bar,Titanium,Fixture 5ea, G 매식술, 밀드바,Titanium,Fixture 5ea","JP0108G","-","1500000","","","Y","","-"
"대전","치과보철료","Implant, milled bar,Titanium,Fixture 6eaG 매식술, 밀드바,Titanium,Fixture 6ea","JP0109G","-","1800000","","","Y","","-"
"대전","치과보철료","Implant crown, A-gold, G 매식치  A-gold 도재관","JP0110G","-","550000","","","Y","","-"
"대전","치과보철료","ERA,1ea, G","JP0111G","-","300000","","","Y","","-"
"대전","치과보철료","Magnetic,1ea, G","JP0112G","-","400000","","","Y","","-"
"대전","치과보철료","Locator, G","JP0113G","-","500000","","","Y","","-"
"대전","치과보철료","Spark elosin, G","JP0114G","-","150000","","","Y","","-"
"대전","치과보철료","Riegal att., G","JP0115G","-","600000","","","Y","","-"
"대전","치과보철료","CAD-CAM Ceramic crown, G 캐드캠 세라믹 크라운","JP0116G","-","500000","","","Y","","-"
"대전","치과보철료","CAD-CAM Ceramic crown,임플란트용(simple), G 캐드캠 세라믹 크라운,임플란트용(단순)","JP0117G","-","700000","","","Y","","-"
"대전","치과보철료","CAD-CAM Ceramic crown,임플란트용(complex), G 캐드캠 세라믹 크라운,임플란트용(복잡)","JP0118G","-","800000","","","Y","","-"
"대전","치과보철료","Implant first surgery in laser, G Laser를 이용한 인공치아 매식술","JP0119G","-","1000000","","","Y","","-"
"대전","치과보철료","R.D, Attachment Change, Mat 가철성 의치 어테치먼트 교환 [재료]","JK0001M","-","150000","","","","","-"
"대전","치과보철료","R.D, Magnetic change, Mat 가철성 의치, 자석 교환 [재료]","JK0002M","-","150000","","","","","-"
"대전","치과보철료","Implant, Magnetic change, Mat 인공치매식, 자석 교환 [재료]","JK0003M","-","200000","","","","","-"
"대전","치과보철료","Implant, abutment change, A, Mat 인공치매식, 지대치 교환, A [재료]","JK0004M","-","200000","","","","","-"
"대전","치과보철료","Implant, abutment change, B, Mat 인공치매식, 지대치 교환, B [재료]","JK0005M","-","400000","","","","","-"
"대전","치과보철료","Implant, coping screw change, Mat 인공치매식, 코핑 스크류 교환 [재료]","JK0006M","-","30000","","","","","-"
"대전","치과보철료","Implant, UCLA screw change, Mat 인공치매식, 유씨엘에이 스크류 교환 [재료]","JK0007M","-","50000","","","","","-"
"대전","치과보철료","Implant, Cr. Remake fee, A, Mat 인공치매식, 크라운 재제작비, A [재료]","JK0008M","-","100000","","","","","-"
"대전","치과보철료","Implant, Cr. Remake fee, B, Mat 인공치매식, 크라운 재제작비, B [재료]","JK0009M","-","200000","","","","","-"
"대전","치과보철료","Overdenture clip change, Mat 오버덴쳐 클립 교환 [재료]","JK0010M","-","10000","","","","","-"
"대전","치과보철료","Overdenture O-ring change, Mat 오버덴쳐 오-링 교환 [재료]","JK0011M","-","20000","","","","","-"
"대전","치과보철료","Endura resin, ant. Teeth, Mat 경질 레진 전치 [재료]","JK0012M","-","20000","","","","","-"
"대전","치과보철료","Endura resin, post. Teeth, Mat 경질 레진 구치 [재료]","JK0013M","-","30000","","","","","-"
"대전","치과보철료","Konus Telescopic Milling fee 코너스 텔레스코픽 크라운 밀링 기공비 [재료]","JK0014M","-","100000","","","","","-"
"대전","치과보철료","Pressure Injection Resin System [재료]","JK0015M","-","100000","","","","","-"
"대전","치과보철료","Novel Guide [Finished Surgical Template 5 Implants and more] 노벨가이드 [서지컬템플레이트,임플란트5개이상]","JK0016M","-","1500000","","","","","-"
"대전","치과보철료","Novel Guide [Finished Surgical Template 1-4 Implants] 노벨가이드 [서지컬 템플레이트,임플란트4개이하]","JK0017M","-","1000000","","","","","-"
"대전","치과보철료","Full Titanium Bridge [8개이상] 전체 티타늄 브릿지 [8개이상]","JK0018M","-","2000000","","","","","-"
"대전","치과보철료","Partial Titanium Bridge [8개미만] 부분 티타늄 브릿지 [8개미만]","JK0019M","-","1400000","","","","","-"
"대전","치과보철료","Composite resin filling (light curing) 광중합 복합 레진 충전","JM0001T","-","80000","","","","","-"
"대전","치과보철료","Esthetic resin filling 심미 레진 충전 미용 목적 시술시 국비/감면 환자 공히 전액 본인부담","JM0002T","-","250000","","","","","-"
"대전","치과보철료","Light curing G.I filling 광중합 G.I 충전","JM0003T","-","80000","","","","","-"
"대전","치과보철료","P.F.M repair, simple 포세린관 수리, 단순","JM0004T","-","100000","","","","","-"
"대전","치과보철료","P.F.M repair, complex 포세린관 수리, 복잡","JM0005T","-","200000","","","","","-"
"대전","치과보철료","Screw post 나선형 합정","JM0006T","-","70000","","","","","-"
"대전","치과보철료","Pin  핀","JM0007T","-","10000","","","","","-"
"대전","치과보철료","Denture repair, simple 의치수리, 단순","JM0008T","-","50000","","","","","-"
"대전","치과보철료","Denture repair, complex 의치수리, 복잡","JM0009T","-","100000","","","","","-"
"대전","치과보철료","Direct denture reline, simple  의치 직접 이장술, 단순","JM0010T","-","100000","","","","","-"
"대전","치과보철료","Direct denture reline, complex 의치 직접 이장술, 복잡","JM0011T","-","150000","","","","","-"
"대전","치과보철료","Direct denture soft reline 탄성 의치상 이장술","JM0012T","-","50000","","","","","-"
"대전","치과보철료","Flipper, simple 임시 의치, 단순","JM0013T","-","50000","","","","","-"
"대전","치과보철료","Resin temporary crown 레진 가공 의치  [1치당]","JM0014T","-","30000","","","","","-"
"대전","치과보철료","Face mask impression 안면 체형","JM0015T","-","200000","","","","","-"
"대전","치과보철료","plaque control,simple 치태조절 및 예방술식, 단순","JM0016T","-","10000","","","","","-"
"대전","치과보철료","plaque control, complex 치태조절 및 예방술식, 복잡","JM0017T","-","30000","","","","","-"
"대전","치과보철료","T.B.I 잇솔질 교습 [회당] 예방목적시술                                                             1인 1회(평생) 국비대상자 국비 산정(감면 환자는  최초 1회도 감면산정)  이후 국비/감면 환자 공히 감면부","JM0018T","-","30000","","","","","-"
"대전","치과보철료","Teeth bleaching, simple 치아 표백술, 단순                                                     미용 목적시술 국비/감면 환자 공히 전액 본인부담","JM0019T","-","30000","","","","","-"
"대전","치과보철료","Teeth bleaching, complex 치아 표백술, 복잡                                                     미용 목적시술 국비/감면 환자 공히 전액 본인부담","JM0020T","-","50000","","","","","-"
"대전","치과보철료","S.S crown 유구치 가공 치관","JM0021T","-","150000","","","","","-"
"대전","치과보철료","Study impression [1악당] 모형 분석용 인상 [1악당]","JM0022T","-","30000","","","","","-"
"대전","치과보철료","Occlusal splint, simple [1악당] 교합안정장치, 단순 [1악당]","JM0023T","-","300000","","","","","-"
"대전","치과보철료","Occlusal splint 관리 교합안정장치 관리","JM0024T","-","30000","","","","","-"
"대전","치과보철료","Fluorid therapy [1악당] 불소 도포 [1악당]                                                      예방목적시술  국비/감면 환자 공히 감면부담","JM0025T","-","100000","","","","","-"
"대전","치과보철료","Resin facing repair [1치당] Resin facing 수리 [1치당]","JM0026T","-","50000","","","","","-"
"대전","치과보철료","Oral exam, consult. 구강 검사 및 상담 치료기간중 1회산정","JM0027T","-","30000","","","","","-"
"대전","치과보철료","Dx of implant, simple 치아 매식 진단료, 단순","JM0028T","-","50000","","","","","-"
"대전","치과보철료","Dx of implant, complex 치아 매식 진단료, 복잡","JM0029T","-","100000","","","","","-"
"대전","치과보철료","P.R.P .피.알.피","JM0031T","-","100000","","","","","-"
"대전","치과보철료","Over denture clip 교환 치아지지 가철성 의치 클립 교환","JM0032T","-","50000","","","","","-"
"대전","치과보철료","Over denture O-ring & ERA 교환 치아지지 가철성 의치 오-링&이알에이 교환","JM0033T","-","50000","","","","","-"
"대전","치과보철료","Over denture magnetic 교환 치아지지 가철성 의치 자석체 교환","JM0034T","-","200000","","","","","-"
"대전","치과보철료","Implant, magnetic change fee 치아매식, 자석체 교환","JM0035T","-","300000","","","","","-"
"대전","치과보철료","Implant, abutment change fee 치아매식, 지대체 교환","JM0036T","-","300000","","","","","-"
"대전","치과보철료","Implant, coping screw change fee 치아매식, 코핑 스크류 교환","JM0037T","-","50000","","","","","-"
"대전","치과보철료","Implant, UCLA screw change fee 치아매식, 유씨엘에이 스크류 교환","JM0038T","-","100000","","","","","-"
"대전","치과보철료","implant repair, simple 치아매식 수리, 단순","JM0039T","-","50000","","","","","-"
"대전","치과보철료","implant repair, complex 치아매식 수리, 복잡","JM0040T","-","100000","","","","","-"
"대전","치과보철료","Implant, temporary resin Cr., simple 치아매식, 임시 레진치, 단순","JM0041T","-","50000","","","","","-"
"대전","치과보철료","Implant, temporary resin Cr., complex 치아매식, 임시 레진치, 복잡","JM0042T","-","200000","","","","","-"
