"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"부산","초음파 검사료","복부-복부 초음파-항문 ","SEB447","","113200","","","N","N",""
"부산","초음파 검사료","복부-비뇨기계 초음파-신장·부신·방광","SEB448","","101650","","","N","N",""
"부산","초음파 검사료","복부-비뇨기계 초음파-신장·부신","SEB449","","91680","","","N","N",""
"부산","초음파 검사료","복부-비뇨기계 초음파-방광","SEB450","","82860","","","N","N",""
"부산","초음파 검사료","진단초음파 복부-남성생식기 초음파 전립선·정낭","SEB451","","119220","","","N","N",""
"부산","초음파 검사료","진단초음파 복부-남성생식기 초음파 전립선·정낭-경복부로 실시","SEB452","","66290","","","N","N",""
"부산","초음파 검사료","진단초음파 복부-남성생식기 초음파 음경","SEB453","","93660","","","N","N",""
"부산","초음파 검사료","진단초음파-남성생식기-(도플러)음경 Penis","SEB45301","","103030","","","N","N",""
"부산","초음파 검사료","진단초음파 복부-남성생식기 초음파 음낭","SEB454","","93660","","","N","N",""
"부산","초음파 검사료","진단초음파 복부-여성생식기 초음파 일반","SEB455","","107200","","","N","N",""
"부산","초음파 검사료","진단초음파-여성생식기-제한적","SEB45504","","53600","","","N","N",""
"부산","초음파 검사료","진단초음파 복부-여성생식기 초음파 일반-자궁내 생리식염수를 주입하여 검사 ","SEB456","","137120","","","N","N",""
"부산","초음파 검사료","진단초음파 복부-여성생식기 초음파 정밀","SEB457","","157070","","","N","N",""
"부산","초음파 검사료","진단초음파-여성생식기-정밀-제한적","SEB45704","","78540","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-관절 초음파 손가락","SEB461","","67360","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-관절 초음파 발가락","SEB462","","67360","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-관절 초음파 주관절","SEB463","","74210","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-관절 초음파 무릎관절","SEB464","","74210","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-관절 초음파 고관절","SEB465","","92930","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-관절 초음파 견관절","SEB466","","92930","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-관절 초음파 손목관절","SEB467","","92930","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-관절 초음파 발목관절","SEB468","","92930","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-관절 초음파 류마티스성 질환에 의한 다발성 관절염 진단 또는 평가 ","SEB469","","144160","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-연부조직 초음파 일반","SEB470","","67360","","","N","N",""
"부산","초음파 검사료","진단초음파 근골격, 연부-연부조직 초음파 정밀 ","SEB471","","86530","","","N","N",""
"부산","초음파 검사료","진단초음파 혈관-뇌혈류 초음파","SEB481","","133740","","","N","N",""
"부산","초음파 검사료","진단초음파 혈관-두개외 혈관 도플러 초음파 경동맥","SEB482","","114160","","","N","N",""
"부산","초음파 검사료","진단초음파 혈관-두개외 혈관 도플러 초음파 기타동맥","SEB483","","59920","","","N","N",""
"부산","초음파 검사료","진단초음파 혈관-사지혈관 도플러 초음파 상지-동맥","SEB484","","91980","","","N","N",""
"부산","초음파 검사료","진단초음파 혈관-사지혈관 도플러 초음파 상지-정맥","SEB485","","91980","","","N","N",""
"부산","초음파 검사료","진단초음파-혈관-(동정맥루의 혈류 및 협착 측정)사지혈관 도플러","SEB486","","48030","","","N","N",""
"부산","초음파 검사료","진단초음파-혈관-(하지-동맥)사지혈관 도플러 (양측)","SEB487","","145660","","","N","N",""
"부산","초음파 검사료","진단초음파-혈관-(하지-정맥)사지혈관 도플러 (양측)","SEB488","","145660","","","N","N",""
"부산","초음파 검사료","진단초음파-혈관-(하지정맥류)","SEB489","","163580","","","N","N",""
"부산","초음파 검사료","진단초음파 혈관-대동맥 도플러 ","SEB490","","88720","","","N","N",""
"부산","초음파 검사료","신경-중추신경계 초음파-경천문 뇌","SEB501","","204560","","","N","N",""
"부산","초음파 검사료","신경-중추신경계 초음파-척수","SEB502","","204560","","","N","N",""
"부산","초음파 검사료","신경-말초신경 초음파-편측","SEB503","","61010","","","N","N",""
"부산","초음파 검사료","신경-말초신경 초음파-사지신경 종합 검사","SEB504","","159150","","","N","N",""
"부산","초음파 검사료","진단초음파 임산부 초음파 제1삼분기 -일반","SEB511","","83940","","","N","N",""
"부산","초음파 검사료","임산부-제1삼분기-일반-임신 여부만 확인","SEB512","","56960","","","N","N",""
"부산","초음파 검사료","진단초음파 임산부 초음파 제1삼분기 -정밀","SEB513","","149790","","","N","N",""
"부산","초음파 검사료","임산부-제1삼분기-정밀-기형아 계측","SEB514","","192100","","","N","N",""
"부산","초음파 검사료","진단초음파 임산부 초음파 제2,3삼분기 -일반","SEB515","","118820","","","N","N",""
"부산","초음파 검사료","임산부-제2,3삼분기-일반-고위험 임신","SEB516","","154460","","","N","N",""
"부산","초음파 검사료","진단초음파 임산부 초음파 제2,3삼분기 -정밀","SEB517","","254660","","","N","N",""
"부산","초음파 검사료","임산부-제2,3삼분기-정밀-기형아 계측","SEB518","","298320","","","N","N",""
"부산","초음파 검사료","유도초음파(Ⅰ)","SEB561","","54900","","","N","N",""
"부산","초음파 검사료","유도초음파(Ⅱ)","SEB562","","109810","","","N","N",""
"부산","초음파 검사료","유도초음파(Ⅲ)","SEB563","","131760","","","N","N",""
"부산","초음파 검사료","유도초음파(Ⅳ)","SEB564","","329410","","","N","N",""
"부산","초음파 검사료","심장-선천성 심질환 경식도 심초음파","SEB610","","109770","","","N","N",""
"부산","초음파 검사료","특수초음파 심장-경식도 심초음파","SEB611","","510480","","","N","N",""
"부산","초음파 검사료","특수초음파 심장-심장내 초음파","SEB612","","561540","","","N","N",""
"부산","치과 처치·수술료","Scaling 치석제거","JM0047T","","80000","","","N","N",""
"부산","치과 처치·수술료","Laser Solder","JM0056T","","60000","","","N","N",""
"부산","치과 처치·수술료","Peri implantitis treatment","JM0057T","","100000","","","N","N",""
"부산","치과 처치·수술료","골증대술","JM0082T","","500000","","","N","N",""
"부산","치과 처치·수술료","치관노출술(1치당)SURGICAL UNCOVERING","JM0084T","","100000","","","N","N",""
"부산","치과 처치·수술료","광중합형 복합레진충전 우식-1면","JU0239","","80000","","","N","N",""
"부산","치과 처치·수술료","광중합형 복합레진충전 우식-2면","JU0240","","80000","","","N","N",""
"부산","치과 처치·수술료","광중합형 복합레진충전 우식-3면 이상","JU0241","","80000","","","N","N",""
"부산","치과의 보철료","치과임플란트","atACT000010","","","1600000","1800000","Y","N","재료에 따라 상이"
"부산","치과의 보철료","가철성 의치 어테치먼트 교환, 재료대","JK0001M","","150000","","","N","N",""
"부산","치과의 보철료","가철성 의치, 자석 교환, 재료대","JK0002M","","150000","","","N","N",""
"부산","치과의 보철료","인공치매식, 자석 교환, 재료대","JK0003M","","200000","","","N","N",""
"부산","치과의 보철료","인공치매식, 지대치 교환, A, 재료대","JK0004M","","200000","","","N","N",""
"부산","치과의 보철료","인공치매식, 지대치 교환, B, 재료대","JK0005M","","400000","","","N","N",""
"부산","치과의 보철료","인공치매식, 코핑 스크류 교환, 재료대","JK0006M","","30000","","","N","N",""
"부산","치과의 보철료","인공치매식, 유씨엘에이 스크류 교환, 재료대","JK0007M","","50000","","","N","N",""
"부산","치과의 보철료","인공치매식, 크라운 재제작비, A, 재료대","JK0008M","","100000","","","N","N",""
"부산","치과의 보철료","인공치매식, 크라운 재제작비, B 재료대","JK0009M","","200000","","","N","N",""
"부산","치과의 보철료","오버덴쳐 클립 교환, 재료대","JK0010M","","10000","","","N","N",""
"부산","치과의 보철료","오버덴쳐 오-링 교환, 재료대","JK0011M","","20000","","","N","N",""
"부산","치과의 보철료","경질 레진 전치, 재료대","JK0012M","","20000","","","N","N",""
"부산","치과의 보철료","경질 레진 구치, 재료대","JK0013M","","30000","","","N","N",""
"부산","치과의 보철료","코너스 텔레스코픽 크라운 밀링 기공비,재료대","JK0014M","","100000","","","N","N",""
"부산","치과의 보철료","Pressure Injection Resin System,재료대","JK0015M","","100000","","","N","N",""
"부산","치과의 보철료","노벨가이드(서지컬템플레이트,임플란트5개이상),재료대","JK0016M","","1500000","","","N","N",""
"부산","치과의 보철료","노벨가이드(서지컬 템플레이트,임플란트4개이하),재료대","JK0017M","","1000000","","","N","N",""
"부산","치과의 보철료","Composite resin filling (light curing)","JM0001T","","80000","","","N","N",""
"부산","치과의 보철료","Esthetic resin filling","JM0002T","","250000","","","N","N",""
"부산","치과의 보철료","Light curing G.I filling","JM0003T","","80000","","","N","N",""
"부산","치과의 보철료","P.F.M repair, simple","JM0004T","","100000","","","N","N",""
"부산","치과의 보철료","P.F.M repair, complex","JM0005T","","200000","","","N","N",""
"부산","치과의 보철료","Screw post","JM0006T","","70000","","","N","N",""
"부산","치과의 보철료","Pin","JM0007T","","10000","","","N","N",""
"부산","치과의 보철료","Denture repair, simple","JM0008T","","50000","","","N","N",""
"부산","치과의 보철료","Denture repair, complex","JM0009T","","100000","","","N","N",""
"부산","치과의 보철료","Direct denture reline, simple","JM0010T","","100000","","","N","N",""
"부산","치과의 보철료","Direct denture reline, complex","JM0011T","","150000","","","N","N",""
"부산","치과의 보철료","Direct denture soft reline","JM0012T","","50000","","","N","N",""
"부산","치과의 보철료","Flipper (simple)","JM0013T","","50000","","","N","N",""
"부산","치과의 보철료","Resin temporary crown","JM0014T","","30000","","","N","N",""
"부산","치과의 보철료","plaque control,simple","JM0016T","","10000","","","N","N",""
"부산","치과의 보철료","plaque control, complex","JM0017T","","30000","","","N","N",""
"부산","치과의 보철료","T.B.I","JM0018T","","30000","","","N","N",""
"부산","치과의 보철료","Teeth bleaching, simple","JM0019T","","30000","","","N","N",""
"부산","치과의 보철료","Teeth bleaching, complex","JM0020T","","50000","","","N","N",""
"부산","치과의 보철료","Study impression/1악당","JM0022T","","30000","","","N","N",""
"부산","치과의 보철료","Occlusal splint (1악당), simple","JM0023T","","300000","","","N","N",""
"부산","치과의 보철료","Occlusal splint 관리","JM0024T","","30000","","","N","N",""
"부산","치과의 보철료","Fluorid therapy (1악당)","JM0025T","","100000","","","N","N",""
"부산","치과의 보철료","Resin facing repair (1치당)","JM0026T","","50000","","","N","N",""
"부산","치과의 보철료","Oral exam, consult.","JM0027T","","30000","","","N","N",""
"부산","치과의 보철료","Dx of implant, simple","JM0028T","","50000","","","N","N",""
"부산","치과의 보철료","Dx of implant, complex","JM0029T","","100000","","","N","N",""
"부산","치과의 보철료","P.R.P.","JM0031T","","100000","","","N","N",""
"부산","치과의 보철료","Over denture clip 교환","JM0032T","","50000","","","N","N",""
"부산","치과의 보철료","Over denture O-ring & ERA 교환","JM0033T","","50000","","","N","N",""
"부산","치과의 보철료","Over denture magnetic 교환","JM0034T","","200000","","","N","N",""
"부산","치과의 보철료","Implant, magnetic change fee","JM0035T","","300000","","","N","N",""
"부산","치과의 보철료","Implant, abutment change fee","JM0036T","","300000","","","N","N",""
"부산","치과의 보철료","Implant, coping screw change fee","JM0037T","","50000","","","N","N",""
"부산","치과의 보철료","Implant, UCLA screw change fee","JM0038T","","100000","","","N","N",""
"부산","치과의 보철료","implant repair, simple","JM0039T","","50000","","","N","N",""
"부산","치과의 보철료","implant repair, complex","JM0040T","","100000","","","N","N",""
"부산","치과의 보철료","Implant, temporary resin Cr., simple","JM0041T","","50000","","","N","N",""
"부산","치과의 보철료","Implant, temporary resin Cr., complex","JM0042T","","200000","","","N","N",""
"부산","치과의 보철료","bone graft, simple","JM0043T","","200000","","","N","N",""
"부산","치과의 보철료","bone graft, complex","JM0044T","","1000000","","","N","N",""
"부산","치과의 보철료","Pit & fissure sealant","JM0045T","","30000","","","N","N",""
"부산","치과의 보철료","Cornus Denture(내관 & 외관)","JM0052T","","500000","","","N","N",""
"부산","치과의 보철료","Milling 비","JM0053T","","100000","","","N","N",""
"부산","치과의 보철료","임플란트목적/상악동거상술,측방접근(단순)","JM0054T","","1000000","","","N","N",""
"부산","치과의 보철료","임플란트목적/상악동거상술,측방접근(복잡)","JM0055T","","1500000","","","N","N",""
"부산","치과의 보철료","Implant  second surgery,Simple","JM0058T","","100000","","","N","N",""
"부산","치과의 보철료","Implant  second surgery,Complex(연조직)","JM0059T","","300000","","","N","N",""
"부산","치과의 보철료","Implant  second surgery,Complex(경조직)","JM0060T","","500000","","","N","N",""
"부산","치과의 보철료","Perio test(인공치아 개당)","JM0061T","","50000","","","N","N",""
"부산","치과의 보철료","Surgical stent,단순(임플란트3개이하)","JM0062T","","50000","","","N","N",""
"부산","치과의 보철료","Surgical stent,복잡(임플란트4개이상)","JM0063T","","100000","","","N","N",""
"부산","치과의 보철료","임플란트목적/상악동거상술(편측)","JM0065T","","300000","","","N","N",""
"부산","치과의 보철료","임플란트목적/하치조측방전위술(편측)","JM0066T","","1000000","","","N","N",""
"부산","치과의 보철료","임플란트목적/하치조측방전위술(양측)","JM0067T","","1500000","","","N","N",""
"부산","치과의 보철료","보철 치료(CHECK UP)중","JM0083T","","10000","","","N","N",""
"부산","치과의 보철료","보격장치(고정식)","JM0085T","","50000","","","N","N",""
"부산","치과의 보철료","보격장치(가철식)","JM0086T","","100000","","","N","N",""
"부산","치과의 보철료","주조금관, Pd 합금","JP0003G","","350000","","","Y","N",""
"부산","치과의 보철료","주조관, N-C 합금","JP0004G","","250000","","","Y","N",""
"부산","치과의 보철료","가철성 의치용 금속 교합면 인공치 (S-gold)","JP0005G","","250000","","","Y","N",""
"부산","치과의 보철료","도재소부전장관, 비귀금속, A","JP0006G","","370000","","","Y","N",""
"부산","치과의 보철료","도재소부전장관, 비귀금속, B","JP0007G","","350000","","","Y","N",""
"부산","치과의 보철료","도재소부전장관, 귀금속, A","JP0008G","","520000","","","Y","N",""
"부산","치과의 보철료","도재소부전장관, 귀금속, B","JP0009G","","450000","","","Y","N",""
"부산","치과의 보철료","도재소부전장관, 무깃, 비귀금속","JP0010G","","380000","","","Y","N",""
"부산","치과의 보철료","도재소부전장관, 무깃, 귀금속","JP0011G","","520000","","","Y","N",""
"부산","치과의 보철료","전부도재관, 전세라믹","JP0012G","","470000","","","Y","N",""
"부산","치과의 보철료","전부도재관, 순면버니어","JP0013G","","400000","","","Y","N",""
"부산","치과의 보철료","주조관, 메리랜드, 비귀금속","JP0014G","","290000","","","Y","N",""
"부산","치과의 보철료","금주조관, 메리랜드, 귀금속","JP0015G","","370000","","","Y","N",""
"부산","치과의 보철료","인레이, 귀금속, 단순","JP0016G","","300000","","","Y","N",""
"부산","치과의 보철료","인레이, 귀금속, 복잡","JP0017G","","350000","","","Y","N",""
"부산","치과의 보철료","인레이, 포세라인 or  레진, 단순","JP0018G","","270000","","","Y","N",""
"부산","치과의 보철료","인레이, 포세라인 or  레진, 복잡","JP0019G","","280000","","","Y","N",""
"부산","치과의 보철료","포스트관, 귀금속, 단순","JP0020G","","230000","","","Y","N",""
"부산","치과의 보철료","포스트관, 귀금속, 복잡","JP0021G","","260000","","","Y","N",""
"부산","치과의 보철료","포스트관, 파라 포스트","JP0022G","","180000","","","Y","N",""
"부산","치과의 보철료","포스트관, 그래스화이버","JP0023G","","220000","","","Y","N",""
"부산","치과의 보철료","편측가철성국소의치, 고주파비귀금속","JP0028G","","700000","","","Y","N",""
"부산","치과의 보철료","편측가철성국소의치, 비귀금속","JP0029G","","600000","","","Y","N",""
"부산","치과의 보철료","가철성 국소의치, 비귀금속","JP0031G","","1200000","","","Y","N",""
"부산","치과의 보철료","가철성 국소의치, 고주파 비귀금속","JP0032G","","1400000","","","Y","N",""
"부산","치과의 보철료","임시 가철성 국소의치","JP0033G","","430000","","","Y","N",""
"부산","치과의 보철료","치아지지가철성의치, 간단","JP0034G","","1600000","","","Y","N",""
"부산","치과의 보철료","치아지지가철성의치, 복잡","JP0035G","","1800000","","","Y","N",""
"부산","치과의 보철료","어태치먼트 국소 의치, 간단","JP0036G","","1400000","","","Y","N",""
"부산","치과의 보철료","어태치먼트 국소 의치, 복잡","JP0037G","","1600000","","","Y","N",""
"부산","치과의 보철료","테레스코픽 국소 의치, 간단","JP0038G","","880000","","","Y","N",""
"부산","치과의 보철료","테레스코픽 국소 의치, 복잡","JP0039G","","1100000","","","Y","N",""
"부산","치과의 보철료","의치 이장술, 간접법, 단순","JP0040G","","190000","","","Y","N",""
"부산","치과의 보철료","의치 이장술, 간접법, 복잡","JP0041G","","300000","","","Y","N",""
"부산","치과의 보철료","임시치, 복잡","JP0042G","","150000","","","Y","N",""
"부산","치과의 보철료","교합안정장치, 복잡","JP0043G","","600000","","","Y","N",""
"부산","치과의 보철료","총의치, 귀금속편","JP0044G","","1600000","","","Y","N",""
"부산","치과의 보철료","총의치, 비귀금속편, 망사","JP0045G","","1400000","","","Y","N",""
"부산","치과의 보철료","총의치, 레진상","JP0046G","","1200000","","","Y","N",""
"부산","치과의 보철료","즉시총의치,망사","JP0047G","","600000","","","Y","N",""
"부산","치과의 보철료","즉치총의치,레진상","JP0048G","","500000","","","Y","N",""
"부산","치과의 보철료","F.D. Temporary","JP0049G","","350000","","","Y","N",""
"부산","치과의 보철료","즉시 or 임시폐쇄장치","JP0051G","","400000","","","Y","N",""
"부산","치과의 보철료","자석장치","JP0052G","","340000","","","Y","N",""
"부산","치과의 보철료","부착장치, 단순","JP0053G","","300000","","","Y","N",""
"부산","치과의 보철료","부착장치, 보통","JP0054G","","350000","","","Y","N",""
"부산","치과의 보철료","부착장치, 복잡","JP0055G","","440000","","","Y","N",""
"부산","치과의 보철료","코누스 텔레스코픽 내,외관 백금합금","JP0056G","","700000","","","Y","N",""
"부산","치과의 보철료","코누스 텔레스코픽 내,외관 금합금","JP0057G","","600000","","","Y","N",""
"부산","치과의 보철료","코누스 텔레스코픽 내,외관 PD합금","JP0058G","","500000","","","Y","N",""
"부산","치과의 보철료","코누스 텔레스코픽 내,외관 비귀금속","JP0059G","","550000","","","Y","N",""
"부산","치과의 보철료","코누스 텔레스코픽 내,외관 귀금속","JP0060G","","650000","","","Y","N",""
"부산","치과의 보철료","세미리지드 연결체","JP0061G","","150000","","","Y","N",""
"부산","치과의 보철료","Flexible denture (비귀금속),복잡","JP0062G","","900000","","","Y","N",""
"부산","치과의 보철료","로케이터,G","JP0063G","","500000","","","Y","N",""
"부산","치과의 보철료","치아 매식술, 단순","JP0070G","","1350000","","","Y","N",""
"부산","치과의 보철료","치아 매식술, 복잡, ASTRA","JP0071G","","1450000","","","Y","N",""
"부산","치과의 보철료","매식치금관, 백금가공","JP0072G","","660000","","","Y","N",""
"부산","치과의 보철료","매식치금관, 슈퍼골드","JP0073G","","620000","","","Y","N",""
"부산","치과의 보철료","매식치 귀금속 도재관","JP0074G","","800000","","","Y","N",""
"부산","치과의 보철료","매식치 비귀금속 도재관","JP0075G","","600000","","","Y","N",""
"부산","치과의 보철료","임플란트 지지의치, 단순","JP0076G","","1500000","","","Y","N",""
"부산","치과의 보철료","임플란트 지지의치, 복잡","JP0077G","","1800000","","","Y","N",""
"부산","치과의 보철료","매식술, 혼합형틀니","JP0078G","","2500000","","","Y","N",""
"부산","치과의 보철료","매식술, 헤더바","JP0080G","","1150000","","","Y","N",""
"부산","치과의 보철료","매식술, 자성체","JP0084G","","500000","","","Y","N",""
"부산","치과의 보철료","매식술, 오-링, E.R.A.,","JP0085G","","450000","","","Y","N",""
"부산","치과의 보철료","매식술, MDI","JP0086G","","460000","","","Y","N",""
"부산","치과의 보철료","매식술, 임시 MDI","JP0087G","","230000","","","Y","N",""
"부산","치과의 보철료","매식술,국산,G","JP0088G","","1000000","","","Y","N",""
"부산","치과의 보철료","치아 매식술, 복잡, NOBEL","JP0092G","","1500000","","","Y","N",""
"부산","치과의 보철료","매식술, 혼합형틀니,Titanium,Fixture 4ea","JP0096G","","1500000","","","Y","N",""
"부산","치과의 보철료","매식술, 혼합형틀니,Titanium,Fixture 5ea,","JP0097G","","1800000","","","Y","N",""
"부산","치과의 보철료","매식술, 혼합형틀니 ,Titanium,Fixture 6ea","JP0098G","","2100000","","","Y","N",""
"부산","치과의 보철료","매식술, 헤더바,Fixture 2ea","JP0099G","","1200000","","","Y","N",""
"부산","치과의 보철료","매식술, 헤더바,Fixture 3ea","JP0100G","","1500000","","","Y","N",""
"부산","치과의 보철료","매식술, 헤더바,Fixture 4ea","JP0101G","","1800000","","","Y","N",""
"부산","치과의 보철료","매식술, 밀드바,Gold,Fixture 3ea","JP0102G","","1500000","","","Y","N",""
"부산","치과의 보철료","매식술, 밀드바,Gold,Fixture 4ea","JP0103G","","1900000","","","Y","N",""
"부산","치과의 보철료","매식술, 밀드바,Gold,Fixture 5ea","JP0104G","","2300000","","","Y","N",""
"부산","치과의 보철료","매식술, 밀드바,Gold,Fixture 6ea","JP0105G","","2700000","","","Y","N",""
"부산","치과의 보철료","매식술, 밀드바,Titanium,Fixture 3ea","JP0106G","","1200000","","","Y","N",""
"부산","치과의 보철료","매식술, 밀드바,Titanium,Fixture 4ea","JP0107G","","1400000","","","Y","N",""
"부산","치과의 보철료","매식술, 밀드바,Titanium,Fixture 5ea","JP0108G","","1600000","","","Y","N",""
"부산","치과의 보철료","매식술, 밀드바,Titanium,Fixture 6ea","JP0109G","","1800000","","","Y","N",""
"부산","치과의 보철료","매식치  A-gold 도재관","JP0110G","","570000","","","Y","N",""
"부산","치과의 보철료","ERA,1ea","JP0111G","","280000","","","Y","N",""
"부산","치과의 보철료","Magnetic,1ea","JP0112G","","350000","","","Y","N",""
"부산","치과의 보철료","Locator","JP0113G","","400000","","","Y","N",""
"부산","치과의 보철료","Spark elosin","JP0114G","","160000","","","Y","N",""
"부산","치과의 보철료","캐드캠 세라믹 크라운","JP0116G","","550000","","","Y","N",""
"부산","치과의 보철료","캐드캠 세라믹 크라운,임플란트용(단순)","JP0117G","","700000","","","Y","N",""
"부산","치과의 보철료","캐드캠 세라믹 크라운,임플란트용(복잡)","JP0118G","","800000","","","Y","N",""
"부산","치과의 보철료","골드크라운(금니)","JP0120G/JP0121G","","","420000","460000","Y","N","금함량(55%, 72% )"
"부산","한방 시술 및 처치료","자율훈련법","ZZ00100","","30000","","","N","N",""
"부산","한방 시술 및 처치료","약침술","ZZ00200","","15000","","","N","N",""
"부산","치료재료대","3M SOFT CLOTH WITH LINER","3010700009-10","2인치/4인치","","3387","5080","","",""
"부산","치료재료대","CRUTCH(목발)","3011700009","","9753","","","","",""
"부산","치료재료대","수성팔자쇄골밴드","3011700014-6","중/대","","4776","4876","","",""
"부산","치료재료대","ARM SLING","3011700018","","1267","","","","",""
"부산","치료재료대","ARM SLING","3011700019","","1218","","","","",""
"부산","치료재료대","TOMAS COLLAR","3011700020","","2343","","","","",""
"부산","치료재료대","ALKANTIS","3011700068","","65000","","","","",""
"부산","치료재료대","CAST 신발","3011700071","","2062","","","","",""
"부산","치료재료대","PEHAHAFT LATEX FREE","3011700108-11","","","12000","25500","","",""
"부산","치료재료대","UROCUFF DISPOSABLE","3011900034","","90000","","","","",""
"부산","치료재료대","3M COBAN SELF-ADHERENT WRAP","3011900037","","1700","","","","",""
"부산","치료재료대","NOVA  T (산부인과용 loop)","3012700057","","38800","","","","",""
"부산","치료재료대","VNUS CLOSURE FAST","4010100145","","880000","","","","",""
"부산","치료재료대","TUBE FIX","4010200104","","22500","","","","","비급여 코드 삭제"
"부산","치료재료대","NASOPORE","4010500051-2","","","113860","122719","","","비급여 코드 삭제"
"부산","치료재료대","COBLATION REFLEX ULTRA PLASMA WAND","4010500053","","440000","","","","",""
"부산","치료재료대","보형물 AMBICOR","4010800033","","5805595","","","","",""
"부산","치료재료대","보형물 AMS700 PENILE PROSTHESIS(3/PIECE","4010800034","","6256062","","","","",""
"부산","치료재료대","EGG SHAPE IMPLANT","4010800047","","530000","","","","",""
"부산","치료재료대","보형물 PENILE PROSTHESIS/MENTOR","4010800049","","1300000","","","","",""
"부산","치료재료대","재보형물 AMS700 CXM PUMP","4010800052","","940500","","","","",""
"부산","치료재료대","재보형물 AMS702 CXM CYLINDER","4010800053","","836000","","","","",""
"부산","치료재료대","재보형물 AMS703 CXM ACCESSORY KIT","4010800054","","313500","","","","",""
"부산","치료재료대","보형물 SPECTRA/ AMS","4010800063","","2640000","","","","",""
"부산","치료재료대","SUREDERM","4011100100","","1320000","","","","",""
"부산","치료재료대","SUREDERM (슈어덤), SUREDERM UROMAX (슈어덤 유로맥스)","4011100105","","1250000","","","","",""
"부산","치료재료대","OTPS MESH PLATE","4011200294","","864500","","","","",""
"부산","치료재료대","OTPS SCREW","4011200295-6","2.8MM/3.1MM","","147250","218500","","",""
"부산","치료재료대","OTPS SCREW","4011200297","4.5MM","351500","","","","",""
"부산","치료재료대","INION OTPS BIODEGRADABLE DISTAL RADIUS PLATE","4011200300","","760000","","","","",""
"부산","치료재료대","ACTIV C","4011600117","","4250000","","","","",""
"부산","치료재료대","ORTHOBLAST ∥ PASTE","4011600119","","380938","","","","",""
"부산","치료재료대","DIAM","4011600128","","2640000","","","","",""
"부산","치료재료대","ST REED","4011600135","","489832","","","","",""
"부산","치료재료대","BONGENER, CGDBM DEEP, EL FUSE INJECTABLE","4011600136/4011200448","1CC/2.5CC","","345000","855000","","",""
"부산","치료재료대","MOBI-C WITH PLUG & FIT","4011600150","","4400000","","","","",""
"부산","치료재료대","INION S-1 SET","4011600153","","919948","","","","",""
"부산","치료재료대","INION S-1 SCREW","4011600154","","319985","","","","",""
"부산","치료재료대","일회용 발 조절식 전기수술기용 전극","4011600155","","1597688","","","","",""
"부산","치료재료대","YES C DISC","4011600156","","1597688","","","","",""
"부산","치료재료대","ASAN-ZINEU BALLOON CATHETER","4011600175","","792000","","","","",""
"부산","치료재료대","BIOVISION 1.7 KIT ","4011600181","","700000","","","","",""
"부산","치료재료대","EPISOL","4011600183","","638624","","","","",""
"부산","치료재료대","ADCON-GEL","4011600196","","660000","","","","",""
"부산","치료재료대","큐블럭(QBLOCK)","4011600196","","660000","","","","",""
"부산","치료재료대","MEDPOR CRANIAL PRODUCT","4011700044","","2400000","","","","",""
"부산","치료재료대","SECUEX","4020600038-9","H/일반","","900","1300","","",""
"부산","치료재료대","COLLA-TAPE","4110200005","","20358","","","","",""
"부산","치료재료대","VENT TUTOPLAST SPONGIOSAMICROCHIP(0.5CC)","4110200028","","121003","","","","",""
"부산","치료재료대","BIO-OSS(0.25)","4110500001","","73854","","","","","임플란트 시술시 사용"
"부산","치료재료대","BIO-OSS(0.5)","4110500002","","113300","","","","","임플란트 시술시 사용"
"부산","치료재료대","BIO-GIDE(13*25)","4110500007","","161450","","","","","임플란트 시술시 사용"
"부산","치료재료대","BIO-GIDE(25*25)","4110500008","","195700","","","","","임플란트 시술시 사용"
"부산","치료재료대","GORE-TEX SUBMERGED GT4","4110500013","","250000","","","","",""
"부산","치료재료대","GORE-TEX SUBMERGED GT6","4110500014","","290000","","","","",""
"부산","치료재료대","Osteon ii 0.5","4110500015","","37800","","","","","임플란트 시술시 사용"
"부산","치료재료대","CLO-SUR PLUS P.A.D","5419900033","","89900","","","","",""
"부산","치료재료대","EAGLE EYE IVUS CATHETER","5419900043","","1419835","","","","",""
"부산","치료재료대","QUIKCLOT RADIAL, INTERVENTIONAL","5419900051","","90000","","","","",""
"부산","치료재료대","REVOLUTION CATHETER","5419900067","","1419830","","","","",""
"부산","치료재료대","RAFUGEN DBM GEL PRO","atMDS000001","","","398737","912187","","",""
"부산","치료재료대","BF0101AY","atMDS000002","","660000","","","","",""
"부산","치료재료대","환의 상하 한벌(귀가용)","BZ00001","","7800","","","","",""
"부산","약제비","소노뷰주(설파헥사플루오라이드)(225마이크로그램)","5410400004","","83814","","","N","",""
