상병코드,상병명,국비,사비,계
K8080,폐색의 언급이 없는 기타 담석증 ,2,0,2
K810,급성 담낭염,4,1,5
K818,기타 담낭염,0,1,1
K819,상세불명의 담낭염,4,1,5
K829,담낭의 상세불명의 질환,1,1,2
K830,담관염,11,2,13
K831,담관의 폐색,1,0,1
K838,담도의 기타 명시된 질환,1,0,1
K839,담도의 상세불명의 질환,1,0,1
K8509,"특발성 급성 췌장염, 상세불명",1,0,1
K8520,"알코올유발 급성 췌장염, 경증",0,2,2
K8580,"기타 급성 췌장염, 경증",1,0,1
K8589,"기타 급성 췌장염, 상세불명",1,0,1
K8590,"상세불명의 급성 췌장염, 경도",3,1,4
K8599,"상세불명의 급성 췌장염, 상세불명",3,3,6
K861,기타 만성 췌장염,1,0,1
K862,췌장의 낭,0,1,1
K869,췌장의 상세불명의 질환,3,0,3
K911,위수술후증후군,2,0,2
K913,수술후 장폐색,1,0,1
K915,담낭절제후 증후군,2,0,2
K920,토혈,4,0,4
K921,흑색변,7,3,10
K922,상세불명의 위장출혈,29,7,36
K928,소화계통의 기타 명시된 질환,0,1,1
L0220,몸통의 피부농양,1,2,3
L0230,둔부의 피부농양,4,0,4
L0240,사지의 피부농양,3,0,3
L0300,손가락의 연조직염,1,0,1
L0310,팔의 연조직염,3,0,3
L0311,다리의 연조직염,13,5,18
L0331,복벽의 연조직염,1,0,1
L0335,둔부의 연조직염,2,0,2
L239,상세불명 원인의 알레르기성 접촉피부염,1,0,1
L270,약물 및 약제에 의한 전신피부발진,1,0,1
L299,상세불명의 가려움,0,3,3
L309,상세불명의 피부염,0,3,3
L600,내향성 손발톱,6,2,8
L608,기타 손발톱장애,1,0,1
L720,표피낭,15,1,16
L84,티눈 및 굳은살,3,1,4
L899,상세불명의 욕창궤양 및 압박부위,0,1,1
L97,달리 분류되지 않은 다리의 궤양,1,0,1
M0097,"상세불명의 화농성 관절염, 발목 및 발",0,1,1
M0099,"상세불명의 화농성 관절염, 상세불명 부분",7,2,9
M1000,"특발성 통풍, 여러 부위",3,0,3
M1009,"특발성 통풍, 상세불명 부분",3,0,3
M1099,"상세불명의 통풍, 상세불명 부분",3,0,3
M1257,"외상성 관절병증, 발목 및 발",3,1,4
M1259,"외상성 관절병증, 상세불명 부분",2,2,4
M130,상세불명의 다발관절염,1,0,1
M1314,"달리 분류되지 않은 단일관절염, 손",1,0,1
M1397,"상세불명의 관절염, 발목 및 발",0,1,1
M1399,"상세불명의 관절염, 상세불명 부분",1,0,1
M150,원발성 전신(골)관절증,18,2,20
M158,기타 다발관절증,2,0,2
M160,양쪽 원발성 고관절증,1,0,1
M169,상세불명의 고관절증,15,2,17
M170,양쪽 원발성 무릎관절증,1,6,7
M171,기타 원발성 무릎관절증,16,1,17
M173,기타 외상후 무릎관절증,1,0,1
M179,상세불명의 무릎관절증,85,67,152
M1919,"기타 관절의 외상후 관절증, 상세불명 부분",1,2,3
M1991,"상세불명의 관절증, 어깨부분",5,0,5
M1996,"상세불명의 관절증, 아래다리",0,1,1
M1999,"상세불명의 관절증, 상세불명 부분",3,2,5
M2000,망치손가락,0,1,1
M201,외반무지(후천성),11,5,16
M202,강직무지,2,0,2
M205,발가락의 기타 변형(후천성),1,0,1
M2137,"손처짐 또는 발처짐(후천성), 발목 및 발",3,0,3
M222,무릎뼈대퇴골의 장애,3,0,3
M2339,"기타 반달연골장애, 상세불명의 연골 또는 인대",1,0,1
M2380,"무릎의 기타 내부장애, 복합손상",1,0,1
M2381,"무릎의 기타 내부장애, 내측반달연골",1,0,1
M2389,"무릎의 기타 내부장애, 상세불명의 연골 또는 인대",2,0,2
M2391,"무릎의 상세불명의 내부장애, 내측반달연골",2,0,2
M2415,"기타 관절연골장애, 골반 부분 및 대퇴",1,0,1
M2419,"기타 관절연골장애, 상세불명 부분",1,0,1
M2449,"관절의 재발성 탈구 및 불완전탈구, 상세불명 부분",3,0,3
M2506,"혈관절증, 아래다리",0,1,1
M2531,"관절의 기타 불안정, 어깨부분",2,0,2
M2574,"골증식체, 손",1,0,1
M2599,"상세불명의 관절장애, 상세불명 부분",1,0,1
M301,폐침범을 동반한 다발동맥염[처그-스트라우스],2,0,2
M349,상세불명의 전신경화증,1,0,1
M3521,위장증상을 동반한 베체트병,1,0,1
M4306,"척추분리증, 요추부",9,3,12
M4312,"척추전방전위증, 경부",2,0,2
M4316,"척추전방전위증, 요추부",32,11,43
M4317,"척추전방전위증, 요천부",3,4,7
M4319,"척추전방전위증, 상세불명의 부위",13,8,21
M4322,"척추의 기타 유합, 경부",2,0,2
M4326,"척추의 기타 유합, 요추부",18,2,20
M4726,"신경뿌리병증을 동반한 기타 척추증, 요추부",1,0,1
M4781,"기타 척추증, 후두환축부",3,0,3
M4782,"기타 척추증, 경부",1,0,1
M4789,"기타 척추증, 상세불명의 부위",13,7,20
M4790,"상세불명의 척추증, 척추의 여러 부위",4,0,4
M4791,"상세불명의 척추증, 후두환축부",1,0,1
M4792,"상세불명의 척추증, 경부",2,0,2
M4796,"상세불명의 척추증, 요추부",51,6,57
M4797,"상세불명의 척추증, 요천부",3,0,3
M4799,"상세불명의 척추증, 상세불명의 부위",49,13,62
M4802,"척추협착, 경부",10,0,10
M4804,"척추협착, 흉추부",9,0,9
M4806,"척추협착, 요추부",466,64,530
M4807,"척추협착, 요천부",25,0,25
M4809,"척추협착, 상세불명의 부위",12,0,12
M4812,"강직성 과다골화증[포레스티어], 경부",3,0,3
M4826,"키스척추, 요추부",2,0,2
M4856,"달리 분류되지 않은 허탈척추, 요추부",1,0,1
M4859,"달리 분류되지 않은 허탈척추, 상세불명의 부위",5,0,5
M4881,"기타 명시된 척추병증, 후두환축부",1,0,1
M4882,"기타 명시된 척추병증, 경부",8,0,8
M4889,"기타 명시된 척추병증, 상세불명의 부위",1,0,1
M500,척수병증을 동반한 경추간판장애(G99.2*),31,6,37
M501,신경뿌리병증을 동반한 경추간판장애,106,11,117
M502,기타 경추간판전위,11,0,11
M509,상세불명의 경추간판장애,3,0,3
M511,신경뿌리병증을 동반한 요추 및 기타 추간판장애(G55.1*),288,47,335
M512,기타 명시된 추간판전위,2,0,2
M519,상세불명의 추간판장애,1,0,1
M5322,"척추불안정, 경부",1,0,1
M5326,"척추불안정, 요추부",28,9,37
M5327,"척추불안정, 요천부",0,1,1
M5329,"척추불안정, 상세불명의 부위",2,1,3
M5417,"신경뿌리병증, 요천부",0,1,1
M5429,"경추통, 상세불명의 부위",4,2,6
M5449,"좌골신경통을 동반한 요통, 상세불명의 부위",1,0,1
M5456,"요통, 요추부",7,1,8
M5457,"요통, 요천부",1,0,1
M5459,"요통, 상세불명의 부위",14,1,15
M6286,"근육의 기타 명시된 장애, 아래다리",1,0,1
M6289,"근육의 기타 명시된 장애, 상세불명 부분",2,0,2
M6539,"결절성 힘줄병, 상세불명 부분",3,0,3
M6581,"기타 윤활막염 및 힘줄윤활막염, 어깨부분",1,0,1
M6599,"상세불명의 윤활막염 및 힘줄윤활막염, 상세불명 부분",1,0,1
M6739,"일과성 윤활막염, 상세불명 부분",1,0,1
M6744,"결절종, 손",2,0,2
M6747,"결절종, 발목 및 발",1,0,1
M6749,"결절종, 상세불명 부분",1,0,1
M707,고관절의 기타 윤활낭염,0,1,1
M712,오금의 윤활막낭[베이커],0,1,1
M7138,"기타 윤활낭낭, 기타 부분",1,0,1
M7139,"기타 윤활낭낭, 상세불명 부분",1,0,1
M7157,"달리 분류되지 않은 기타 윤활낭염, 발목 및 발",2,0,2
M720,손바닥근막성 섬유종증(뒤퓌트랑),0,2,2
M750,어깨의 유착성 관절낭염,3,1,4
M751,회전근개증후군,52,29,81
M754,어깨의 충격증후군,7,9,16
M766,아킬레스힘줄염,0,1,1
M771,외측상과염,2,0,2
M772,손목의 관절주위염,4,0,4
M79150,"근근막통증후군, 골반 부분 및 대퇴",1,0,1
M79180,"근근막통증후군, 기타 부분",6,5,11
M7955,"연조직내의 잔류이물, 골반 부분 및 대퇴",1,0,1
M7969,"사지의 통증, 상세불명 부분",1,0,1
M7970,"섬유근통, 여러 부위",6,0,6
M7978,"섬유근통, 기타 부분",4,0,4
M8003,"병적 골절을 동반한 폐경후골다공증, 아래팔",1,0,1
M8190,"상세불명의 골다공증, 여러 부위",15,5,20
M8199,"상세불명의 골다공증, 상세불명 부분",13,3,16
M8280,"달리 분류된 기타 질환에서의 골다공증, 여러 부위",1,0,1
M8627,"아급성 골수염, 발목 및 발",1,0,1
M8637,"만성 다초점 골수염, 발목 및 발",2,2,4
M8649,"배농관을 동반한 만성 골수염, 상세불명 부분",0,2,2
M8795,"상세불명의 골괴사, 골반 부분 및 대퇴",5,1,6
M8799,"상세불명의 골괴사, 상세불명 부분",0,1,1
M8906,"통증신경디스트로피, 아래다리",1,0,1
M8908,"통증신경디스트로피, 기타 부분",5,0,5
M8909,"통증신경디스트로피, 상세불명 부분",3,1,4
M925,경골 및 비골의 연소성 골연골증,2,0,2
M939,상세불명의 골연골병증,0,2,2
M9481,"연골의 기타 명시된 장애, 어깨부분",1,0,1
M9488,"연골의 기타 명시된 장애, 기타 부분",3,0,3
M9489,"연골의 기타 명시된 장애, 상세불명 부분",2,0,2
M961,달리 분류되지 않은 척추후궁절제후증후군,124,12,136
N10,급성 세뇨관-간질신장염,9,7,16
N111,만성 폐색성 신우신염,1,0,1
N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,0,1,1
N132,신장 및 요관의 결석성 폐색을 동반한 수신증,1,2,3
N151,신장 및 신장주위 농양,1,0,1
N179,상세불명의 급성 신부전,13,7,20
N183,만성 신장병(3기),2,1,3
N184,만성 신장병(4기),6,2,8
N185,만성 신장병(5기),22,2,24
N189,상세불명의 만성 신장병,13,2,15
N19,상세불명의 신부전,2,0,2
N200,신장의 결석,0,1,1
N201,요관의 결석,1,2,3
N210,방광의 결석,3,2,5
N280,신장의 허혈 및 경색증,1,0,1
N300,급성 방광염,1,1,2
N302,기타 만성 방광염,1,0,1
N304,방사선방광염,1,0,1
N309,상세불명의 방광염,1,0,1
N318,방광의 기타 신경근육기능장애,2,0,2
N319,방광의 상세불명의 신경근육기능장애,25,0,25
N359,상세불명의 요도협착,2,2,4
N390,부위가 명시되지 않은 요로감염,12,1,13
N393,스트레스요실금,1,0,1
N3948,기타 명시된 요실금,3,0,3
N400,합병증을 동반하지 않은 전립선증식증,86,66,152
N401,요로 폐색을 동반한 전립선증식증,3,1,4
N408,기타 합병증을 동반한 전립선증식증,8,6,14
N410,급성 전립선염,8,1,9
N413,전립선방광염,4,0,4
N433,상세불명의 음낭수종,2,1,3
N4500,농양을 동반한 부고환염,3,1,4
N4502,농양을 동반한 부고환-고환염,1,0,1
N4590,농양을 동반하지 않은 부고환염,4,0,4
N4591,농양을 동반하지 않은 고환염,1,0,1
N4592,농양을 동반하지 않은 부고환-고환염,2,0,2
N484,기질적 원인에 의한 발기부전,11,0,11
N498,기타 명시된 남성생식기관의 염증성 장애,2,0,2
N499,상세불명의 남성생식기관의 염증성 장애,1,0,1
N739,상세불명의 여성골반염증질환,0,1,1
N882,자궁경부의 협착,0,1,1
Q046,선천성 대뇌낭,0,3,3
Q453,췌장 또는 췌관의 기타 선천기형,0,1,1
Q760,잠재성 이분척추,0,1,1
R002,두근거림,5,0,5
R02,달리 분류되지 않은 괴저,2,1,3
R030,고혈압의 진단 없이 혈압수치 상승,4,0,4
R042,객혈,0,1,1
R060,호흡곤란,6,2,8
R070,목구멍의 통증,2,0,2
R074,상세불명의 흉통,3,2,5
R093,이상가래,2,0,2
R1032,배꼽주위통증,0,1,1
R1049,상세불명의 복통,5,0,5
R111,구역,0,1,1
R13,삼킴곤란,3,0,3
R229,"상세불명의 국소적 부기, 종괴 및 덩이",1,0,1
R251,상세불명의 떨림,3,0,3
R310,육안적 혈뇨,2,0,2
R318,기타 및 상세불명의 혈뇨,3,0,3
R33,소변정체,3,1,4
R42,어지럼증 및 어지럼,13,4,17
R5090,불명열[FUO],5,1,6
R5099,상세불명의 열,2,1,3
R51,두통,5,0,5
R53,병감 및 피로,5,1,6
R550,혈관미주신경성 실신,1,0,1
R558,기타 실신 및 허탈,7,2,9
R568,기타 및 상세불명의 경련,2,1,3
R572,패혈성 쇼크,1,0,1
R579,상세불명의 쇼크,0,1,1
R58,달리 분류되지 않은 출혈,1,0,1
R609,상세불명의 부종,4,9,13
R630,식욕부진,2,0,2
R634,이상체중감소,2,1,3
R64,카켁시아,2,0,2
R651,기관의 부전을 동반한 감염성 기원의 전신염증반응증후군,1,0,1
R69,미상 및 상세불명의 병인,7,0,7
R72,달리 분류되지 않은 백혈구의 이상,1,0,1
R739,상세불명의 고혈당증,5,2,7
R91,폐의 진단영상검사상 이상소견,1,0,1
R938,기타 명시된 신체구조의 진단영상검사상 이상소견,1,0,1
R945,간기능검사의 이상결과,2,0,2
S010,두피의 열린상처,1,0,1
S011,눈꺼풀 및 눈주위의 열린상처,1,0,1
S0140,볼의 열린상처,1,0,1
S018,머리의 기타 부분의 열린상처,2,0,2
S0200,"두개원개의 골절, 폐쇄성",2,0,2
S0220,"비골의 골절, 폐쇄성",0,1,1
S0600,열린 두개내상처가 없는 진탕,3,0,3
S0620,열린 두개내상처가 없는 미만성 뇌손상,1,4,5
S0621,열린 두개내상처가 있는 미만성 뇌손상,1,0,1
S0631,열린 두개내상처가 있는 초점성 뇌손상,1,0,1
S0640,열린 두개내상처가 없는 경막외출혈,0,3,3
S0650,열린 두개내상처가 없는 외상성 경막하출혈,6,3,9
S0651,열린 두개내상처가 있는 외상성 경막하출혈,10,8,18
S0661,열린 두개내상처가 있는 외상성 거미막하출혈,2,0,2
S0681,열린 두개내상처가 있는 기타 두개내손상,8,1,9
S1210,"제2경추의 골절, 폐쇄성",3,0,3
S1290,"목의 상세불명 부분의 골절, 폐쇄성",0,1,1
S134,경추의 염좌 및 긴장,7,1,8
S22020,"T1 및 T2 부위의 골절, 폐쇄성",1,0,1
S22030,"T3 및 T4 부위의 골절, 폐쇄성",0,1,1
S22060,"T9 및 T10 부위의 골절, 폐쇄성",1,1,2
S22070,"T11 및 T12 부위의 골절, 폐쇄성",20,10,30
S22330,"제1늑골 이외 단일 늑골의 골절,폐쇄성",3,1,4
S22460,"제1늑골을 침범하지 않은 다발골절, 폐쇄성",3,5,8
S22490,"상세불명 늑골의 다발골절, 폐쇄성",5,1,6
S301,복벽의 타박상,0,1,1
S312,음경의 열린상처,1,0,1
S32020,"L1 부위의 골절, 폐쇄성",14,14,28
S32030,"L2 부위의 골절, 폐쇄성",4,11,15
S32040,"L3 부위의 골절, 폐쇄성",5,6,11
S32050,"L4 부위의 골절, 폐쇄성",5,2,7
S32060,"L5 부위의 골절, 폐쇄성",3,1,4
S32090,"요추의 상세불명 부위의 골절, 폐쇄성",2,0,2
S3220,"미추의 골절, 폐쇄성",0,1,1
S3230,"장골의 골절, 폐쇄성",1,0,1
S3240,"절구의 골절, 폐쇄성",2,0,2
S32890,"골반의 상세불명 부분의 골절, 폐쇄성",1,0,1
S3350,요추의 염좌 및 긴장,11,2,13
S3351,요천추[관절][인대]의 염좌 및 긴장,1,1,2
S3700,강내로의 열린상처가 없는 신장의 손상,1,1,2
S3730,강내로의 열린상처가 없는 요도의 손상,1,0,1
S42020,"쇄골의 다발골절, 폐쇄성",1,0,1
S42040,"쇄골 몸통의 골절, 폐쇄성",1,1,2
S42050,"쇄골 견봉단의 골절, 폐쇄성",1,1,2
S42090,"쇄골의 상세불명 부분의 골절, 폐쇄성",1,1,2
S42220,"상완골 머리의 골절, 폐쇄성 ",4,0,4
S42250,"상완골 대거친면의 골절, 폐쇄성 ",2,0,2
S42290,"상완골 상단의 상세불명 부분의 골절, 폐쇄성 ",1,1,2
S4230,"상완골 몸통의 골절,  폐쇄성",1,1,2
S42420,"상완골의 관절융기위골절, 폐쇄성 ",0,1,1
S4300,상완골의 전탈구,1,0,1
S4309,어깨의 상세불명 탈구,0,1,1
S434,어깨관절의 염좌 및 긴장,0,2,2
S4600,"어깨의 회전근개의 근육 및 힘줄의 손상, 열상",74,25,99
S4608,"어깨의 회전근개의 근육 및 힘줄의 손상, 기타 및 상세불명의 손상",20,2,22
S52020,"척골 주두돌기의 골절, 폐쇄성",0,1,1
S52190,"요골 상단의 상세불명 부분의 골절, 폐쇄성",1,0,1
S52520,"등쪽 경사를 동반한 요골 하단의 골절, 폐쇄성",2,3,5
S52521,"등쪽 경사를 동반한 요골 하단의 골절, 개방성",0,1,1
S52530,"바닥쪽 경사를 동반한 요골 하단의 골절, 폐쇄성",1,0,1
S52590,"요골 하단의 상세불명 골절, 폐쇄성",1,1,2
S5270,"아래팔의 다발골절, 폐쇄성",0,1,1
S531,팔꿈치의 상세불명 탈구,1,0,1
S5640,"아래팔 부위의 기타 손가락의 신근 및 힘줄의 손상, 열상",4,0,4
S5648,"아래팔 부위의 기타 손가락의 신근 및 힘줄의 손상, 기타 및 상세불명의 손상",1,0,1
S599,아래팔의 상세불명 손상,3,1,4
S62220,"제1중수골 바닥의 골절, 폐쇄성",0,1,1
S62330,"기타 중수골 몸통의 골절, 폐쇄성",1,0,1
S62340,"기타 중수골 목의 골절, 폐쇄성",1,0,1
S62690,"손가락뼈의 상세불명 부분의 골절, 폐쇄성",4,0,4
S6281,"손목 및 손의 기타 및 상세불명 부분의 골절, 개방성",0,1,1
S72060,"대퇴골 경부바닥의 골절, 폐쇄성",2,2,4
S72080,"기타 대퇴골 경부 부분의 골절, 폐쇄성",7,2,9
S72090,"대퇴골 경부의 상세불명 부분의 골절, 폐쇄성",1,0,1
S72120,"대퇴골전자간골절, 폐쇄성",2,6,8
S72190,"대퇴골전자부의 상세불명 골절, 폐쇄성",1,0,1
S8200,"무릎뼈의 골절, 폐쇄성",3,1,4
S8201,"무릎뼈의 골절, 개방성",1,0,1
S82120,"비골골절(모든 부분)을 동반한 경골상단의 골절, 폐쇄성",1,0,1
S82220,"비골골절(모든 부분)을 동반한 경골 몸통의 골절, 폐쇄성",1,2,3
S82221,"비골골절(모든 부분)을 동반한 경골 몸통의 골절, 개방성",1,0,1
S82280,"경골 몸통의 기타 골절, 폐쇄성",1,0,1
S82320,"비골 골절(모든 부분)을 동반한 경골 하단의 골절, 폐쇄성",2,2,4
S82380,"기타 경골 하단의 골절, 폐쇄성",1,1,2
S82430,"비골 몸통의 골절, 폐쇄성",0,2,2
S82480,"비골의 기타 및 상세불명 부분의 골절, 폐쇄성",4,1,5
S8260,"외측복사의 골절의 골절, 폐쇄성",2,0,2
S82820,"양측 복사 골절, 발목, 폐쇄성",1,2,3
S82830,"삼복사 골절, 발목, 폐쇄성",3,1,4
S8320,내측반달연골의 찢김,6,1,7
S8321,외측반달연골의 찢김,0,1,1
S833,현존 무릎관절연골의 찢김,1,0,1
S8351,후십자인대의 염좌 및 긴장,1,0,1
S8352,전십자인대의 파열,2,3,5
S8698,"아래다리 부위의 상세불명 근육 및 힘줄의 손상, 기타 및 상세불명의 손상",1,0,1
S908,발목 및 발의 기타 표재성 손상,2,0,2
S9200,"종골의 골절, 폐쇄성",2,1,3
S92230,"발의 입방뼈의 골절, 폐쇄성",1,0,1
S9230,"중족골의 골절, 폐쇄성",3,1,4
S9240,"엄지발가락 골절, 폐쇄성",1,0,1
S932,발목 및 발 부위의 인대의 파열,1,0,1
S9332,족근골중족골(관절)의 탈구,1,0,1
S9339,발의 상세불명 부분의 탈구,1,0,1
S9342,경골비골(인대)의 염좌 및 긴장,1,0,1
S9348,발목의 기타 부분의 염좌 및 긴장,0,2,2
S9349,발목의 상세불명 부분의 염좌 및 긴장,1,0,1
S997,발목 및 발의 다발손상,1,0,1
S999,발목 및 발의 상세불명 손상,0,1,1
T080,"상세불명 부위의 척추의 골절, 폐쇄성",1,0,1
T093,척수의 상세불명 부위의 손상,2,2,4
T094,"몸통의 상세불명의 신경, 척수신경근 및 척추 신경총의 손상",0,1,1
T135,다리의 상세불명 부위의 상세불명 근육 및 힘줄의 손상,1,0,1
T140,상세불명의 신체부위의 표재성 손상,1,0,1
T141,상세불명의 신체부위의 열린상처,1,2,3
T181,식도의 이물,1,0,1
T183,소장의 이물,1,0,1
T189,소화관의 상세불명 부분의 이물,1,0,1
T198,비뇨생식관의 기타 및 여러 부분의 이물,1,0,1
T2420,"발목 및 발을 제외한 엉덩이 및 다리의 2도 화상, 대퇴부",1,0,1
T250,발목 및 발의 상세불명 정도의 화상,1,0,1
T252,발목 및 발의 2도 화상,1,0,1
T300,상세불명 정도의 상세불명 신체부위의 화상,3,1,4
T302,상세불명 신체부위의 2도 화상,2,0,2
T455,항응고제에 의한 중독,1,0,1
T509,"기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 중독",0,2,2
T751,익사 및 비치명적 익수,2,0,2
T810,달리 분류되지 않은 처치에 합병된 출혈 및 혈종,0,1,1
T813,달리 분류되지 않은 수술상처의 파열,4,0,4
T814,달리 분류되지 않은 처치에 따른 감염,5,1,6
T818,달리 분류되지 않은 처치의 기타 합병증,1,0,1
T824,혈관투석카테터의 기계적 합병증,1,0,1
T840,내부인공관절의 기계적 합병증,5,0,5
T844,"기타 내부 정형외과적 장치, 삽입물 및 이식편의 기계적 합병증",2,0,2
T845,내부인공관절에 의한 감염 및 염증반응,7,0,7
T875,절단잘린끝의 괴사,5,0,5
T886,적절히 투여된 올바른 약물 또는 약제의 유해작용에 의한 아나필락시스쇼크,1,0,1
T913,척수손상의 후유증,0,2,2
U071,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],8,468,476
U072,바이러스가 확인되지 않은 코로나바이러스 질환 2019 [바이러스가 확인되지 않은 코로나-19],0,1,1
U8280,카바페넴계내성,2,0,2
V180,비교통사고에서 비충돌 운수사고에서 다친 자전거 운전자,0,1,1
V189,교통사고에서 비충돌 운수사고에서 다친 상세불명의 자전거 탑승자 ,0,1,1
V193,상세불명의 비교통사고에서 다친 [모든] 자전거 탑승자,1,0,1
V239,"교통사고에서 승용차, 픽업트럭 또는 밴과 충돌로 다친 상세불명의 모터사이클 탑승자 ",0,1,1
V280,비교통 사고에서 비충돌 운수사고에서 다친 모터사이클 운전자,2,0,2
V384,승하차중 비충돌 운수사고에서 다친 사람,1,0,1
V483,비교통사고에서 비충돌 운수사고에서 다친 상세불명의 승용차 탑승자,1,0,1
V781,비교통사고에서 비충돌 운수사고로 다친 버스 승객,1,0,1
W010,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 주택 ",15,0,15
W011,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 집단 거주시설 ",2,47,49
W012,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ",0,3,3
W014,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 도로 및 고속도로",4,0,4
W018,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 기타 명시된 장소 ",2,2,4
W060,"침대가 관여된 낙상, 주택 ",2,0,2
W090,"운동장비가 관여된 낙상, 주택 ",1,0,1
W100,"계단에서의 낙상, 주택 ",5,0,5
W108,"계단에서의 낙상, 기타 명시된 장소 ",2,0,2
W109,"계단에서의 낙상, 상세불명 장소 ",4,0,4
W110,"사다리에서의 낙상, 주택 ",1,0,1
W118,"사다리에서의 낙상, 기타 명시된 장소 ",0,1,1
W119,"사다리에서의 낙상, 상세불명 장소 ",1,0,1
W149,"나무에서의 낙상, 상세불명 장소 ",1,0,1
W158,"절벽에서의 낙상, 기타 명시된 장소 ",2,0,2
W171,"기타 한면에서 다른 면으로 넘어짐, 집단거주시설 ",1,0,1
W178,"기타 한면에서 다른 면으로 넘어짐, 기타 명시된 장소 ",2,0,2
W179,"기타 한면에서 다른 면으로 넘어짐, 상세불명 장소 ",0,1,1
W180,"동일면상에서 기타 넘어짐, 주택",11,1,12
W182,"동일면상에서 기타 넘어짐, 학교, 기타 시설 및 공공행정 구역 ",1,0,1
W188,"동일면상에서 기타 넘어짐, 기타 명시된 장소 ",5,0,5
W189,"동일면상에서 기타 넘어짐, 상세불명 장소 ",1,0,1
W194,"상세불명의 낙상, 도로 및 고속도로",1,0,1
W199,"상세불명의 낙상, 상세불명 장소 ",5,0,5
W300,"농업용기계와 접촉, 주택 ",1,0,1
Z000,일반적 의학검사,4,0,4
Z008,기타 일반검사,2,1,3
Z208,기타 전염성 질환에 접촉 및 노출,1,0,1
Z450,심장장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람,14,1,15
Z470,골절판 및 기타 내부고정장치의 제거를 포함한 추적치료를 위하여 보건서비스와 접하고 있는 사람,8,5,13
Z511,신생물에 대한 화학요법기간를 위하여 보건서비스와 접하고 있는 사람,38,0,38
Z933,결장조루상태,0,1,1
Z944,간이식상태,3,0,3
Z950,심장전자장치의 존재,7,4,11
Z951,대동맥관상동맥우회로이식편의 존재,2,0,2
Z952,인공심장판막의 존재,2,0,2
Z954,기타 심장판막대치물의 존재,1,0,1
Z955,관상동맥혈관성형 삽입물 및 이식편의 존재,11,0,11
Z961,안구내렌즈의 존재,29,6,35
Z9663,고관절삽입물의 존재,1,0,1
Z978,기타 명시된 장치의 존재,1,0,1
