상병코드,상병명,국비,사비
L299,상세불명의 가려움,5,
L309,상세불명의 피부염,1,
L509,상세불명의 두드러기,2,1
L562,광접촉피부염[향수피부염],,1
L599,상세불명의 방사선에 관련된 피부 및 피하조직의 장애,1,
L600,내향성 손발톱,4,8
L720,표피낭,3,1
L721,털집낭,1,
L82,지루각화증,7,
L84,티눈 및 굳은살,4,
L853,피부건조증,2,
L891,욕창궤양 및 압박부위 제2단계,3,3
L892,욕창궤양 및 압박부위 제3단계,3,1
L899,상세불명의 욕창궤양 및 압박부위,7,1
L989,피부 및 피하조직의 상세불명 장애,3,
M0091,"상세불명의 화농성 관절염, 어깨부분",,1
M0093,"상세불명의 화농성 관절염, 아래팔",1,
M0096,"상세불명의 화농성 관절염, 아래다리",1,3
M0097,"상세불명의 화농성 관절염, 발목 및 발",,1
M05809,"상세불명 기타 혈청검사양성 류마티스관절염, 여러 부위",1,5
M06999,"상세불명 상세불명의 류마티스관절염, 상세불명 부분",,2
M1007,"특발성 통풍, 발목 및 발",4,
M1009,"특발성 통풍, 상세불명 부분",1,1
M1099,"상세불명의 통풍, 상세불명 부분",1,1
M1384,"기타 명시된 관절염, 손",15,5
M1387,"기타 명시된 관절염, 발목 및 발",4,1
M1389,"기타 명시된 관절염, 상세불명 부분",1,
M1398,"상세불명의 관절염, 기타 부분",1,
M150,원발성 전신(골)관절증,,1
M154,미란성 (골)관절증,22,
M158,기타 다발관절증,15,6
M159,상세불명의 다발관절증,4,1
M163,기타 형성이상성 고관절증,1,
M169,상세불명의 고관절증,1,
M170,양쪽 원발성 무릎관절증,58,63
M171,기타 원발성 무릎관절증,43,22
M173,기타 외상후 무릎관절증,1,
M179,상세불명의 무릎관절증,1,
M189,상세불명의 제1수근중수관절의 관절증,1,
M1901,"기타 관절의 원발성 관절증, 어깨부분",2,1
M1906,"기타 관절의 원발성 관절증, 아래다리",1,2
M1991,"상세불명의 관절증, 어깨부분",,1
M1999,"상세불명의 관절증, 상세불명 부분",1,1
M201,외반무지(후천성),3,2
M205,발가락의 기타 변형(후천성),1,
M2321,"오래된 찢김 또는 손상으로 인한 반달연골의 장애, 내측반달연골",1,
M2329,"오래된 찢김 또는 손상으로 인한 반달연골의 장애, 상세불명의 연골 또는 인대",1,
M2339,"기타 반달연골장애, 상세불명의 연골 또는 인대",17,3
M2391,"무릎의 상세불명의 내부장애, 내측반달연골",1,
M2451,"관절의 구축, 어깨부분",4,
M2456,"관절의 구축, 아래다리",1,
M2467,"관절의 강직증, 발목 및 발",1,
M2552,"관절통, 위팔",1,
M2555,"관절통, 골반 부분 및 대퇴",1,
M2556,"관절통, 아래다리",1,
M2557,"관절통, 발목 및 발",1,
M2592,"상세불명의 관절장애, 위팔",1,1
M2599,"상세불명의 관절장애, 상세불명 부분",1,
M353,류마티스성 다발근통,1,
M4196,"상세불명의 척주측만증, 요추부",1,
M4307,"척추분리증, 요천부",1,
M4316,"척추전방전위증, 요추부",55,13
M4317,"척추전방전위증, 요천부",21,3
M4319,"척추전방전위증, 상세불명의 부위",1,
M450,"강직척추염, 척추의 여러 부위",1,
M4644,"상세불명의 추간판염, 흉추부",,1
M4646,"상세불명의 추간판염, 요추부",2,5
M4655,"기타 감염성 척추병증, 흉요추부",,1
M4690,"상세불명의 염증성 척추병증, 척추의 여러 부위",1,
M4697,"상세불명의 염증성 척추병증, 요천부",1,
M4726,"신경뿌리병증을 동반한 기타 척추증, 요추부",1,
M4789,"기타 척추증, 상세불명의 부위",3,
M4792,"상세불명의 척추증, 경부",1,
M4799,"상세불명의 척추증, 상세불명의 부위",2,
M4801,"척추협착, 후두환축부",1,
M4802,"척추협착, 경부",12,3
M4804,"척추협착, 흉추부",1,
M4805,"척추협착, 흉요추부",11,
M4806,"척추협착, 요추부",768,91
M4809,"척추협착, 상세불명의 부위",3,1
M4835,"외상성 척추병증, 흉요추부",,1
M4859,"달리 분류되지 않은 허탈척추, 상세불명의 부위",2,1
M4882,"기타 명시된 척추병증, 경부",1,
M4889,"기타 명시된 척추병증, 상세불명의 부위",2,
M4989,"달리 분류된 기타 질환에서의 척추병증, 상세불명의 부위",,4
M500,척수병증을 동반한 경추간판장애(G99.2*),2,
M501,신경뿌리병증을 동반한 경추간판장애,26,
M509,상세불명의 경추간판장애,2,1
M511,신경뿌리병증을 동반한 요추 및 기타 추간판장애(G55.1*),50,6
M512,기타 명시된 추간판전위,86,24
M5325,"척추불안정, 흉요추부",,1
M5339,"달리 분류되지 않은 천미추장애, 상세불명의 부위",1,
M5412,"신경뿌리병증, 경부",38,8
M5416,"신경뿌리병증, 요추부",1,
M5417,"신경뿌리병증, 요천부",48,12
M5419,"신경뿌리병증, 상세불명의 부위",4,
M5429,"경추통, 상세불명의 부위",1,2
M5439,"좌골신경통, 상세불명의 부위",1,
M5449,"좌골신경통을 동반한 요통, 상세불명의 부위",1,
M5456,"요통, 요추부",6,2
M5459,"요통, 상세불명의 부위",4,5
M5489,"기타 등통증, 상세불명의 부위",1,
M6000,"감염성 근염, 여러 부위",2,
M6008,"감염성 근염, 기타 부분",2,
M6288,"근육의 기타 명시된 장애, 기타 부분",1,
M6534,"방아쇠손가락, 손",2,2
M6539,"결절성 힘줄병, 상세불명 부분",6,
M654,요골붓돌기힘줄윤활막염[드퀘르벵],1,
M6589,"기타 윤활막염 및 힘줄윤활막염, 상세불명 부분",1,
M6596,"상세불명의 윤활막염 및 힘줄윤활막염, 아래다리",,1
M6743,"결절종, 아래팔",1,
M6744,"결절종, 손",3,
M6747,"결절종, 발목 및 발",1,3
M702,주두윤활낭염,3,
M7153,"달리 분류되지 않은 기타 윤활낭염, 아래팔",1,
M7157,"달리 분류되지 않은 기타 윤활낭염, 발목 및 발",,1
M7159,"달리 분류되지 않은 기타 윤활낭염, 상세불명 부분",2,
M720,손바닥근막성 섬유종증(뒤퓌트랑),,1
M750,어깨의 유착성 관절낭염,7,3
M751,회전근개증후군,141,52
M753,어깨의 석회성 힘줄염,17,6
M754,어깨의 충격증후군,2,
M755,어깨의 윤활낭염,2,
M7687,"발을 제외한 다리의 기타 골부착부병증, 발목 및 발",2,
M7689,"발을 제외한 다리의 기타 골부착부병증, 상세불명 부분",,1
M771,외측상과염,6,
M7794,"상세불명의 골부착부병증, 손",1,
M79128,"기타 근통, 위팔",3,
M79198,"기타 근통, 상세불명 부분",,1
M7939,"상세불명의 지방층염, 상세불명 부분",2,1
M7959,"연조직내의 잔류이물, 상세불명 부분",1,
M7962,"사지의 통증, 위팔",,1
M7966,"사지의 통증, 아래다리",1,1
M7970,"섬유근통, 여러 부위",3,
M7979,"섬유근통, 상세불명 부분",8,
M8000,"병적 골절을 동반한 폐경후골다공증, 여러 부위",2,
M8028,"병적 골절을 동반한 불용성 골다공증, 기타 부분",,1
M8091,"병적 골절을 동반한 상세불명의 골다공증, 어깨부분",1,
M8098,"병적 골절을 동반한 상세불명의 골다공증, 기타 부분",,2
M8099,"병적 골절을 동반한 상세불명의 골다공증, 상세불명 부분",,1
M8108,"폐경후골다공증, 기타 부분",,3
M8120,"불용성 골다공증, 여러 부위",1,
M8189,"기타 골다공증, 상세불명 부분",2,
M8195,"상세불명의 골다공증, 골반 부분 및 대퇴",2,
M8199,"상세불명의 골다공증, 상세불명 부분",10,1
M8288,"달리 분류된 기타 질환에서의 골다공증, 기타 부분",1,
M8289,"달리 분류된 기타 질환에서의 골다공증, 상세불명 부분",12,3
M8399,"상세불명의 성인골연화증, 상세불명 부분",5,
M8440,"달리 분류되지 않은 병적 골절, 여러 부위",,1
M8442,"달리 분류되지 않은 병적 골절, 위팔",,1
M8448,"달리 분류되지 않은 병적 골절, 기타 부분",10,10
M8449,"달리 분류되지 않은 병적 골절, 상세불명 부분",,1
M8646,"배농관을 동반한 만성 골수염, 아래다리",1,
M8647,"배농관을 동반한 만성 골수염, 발목 및 발",1,
M8696,"상세불명의 골수염, 아래다리",3,
M8697,"상세불명의 골수염, 발목 및 발",1,
M8785,"기타 골괴사, 골반 부분 및 대퇴",3,1
M8795,"상세불명의 골괴사, 골반 부분 및 대퇴",9,5
M8949,"기타 비대성 골관절병증, 상세불명 부분",1,1
M9495,"연골의 상세불명 장애, 골반 부분 및 대퇴",2,
M961,달리 분류되지 않은 척추후궁절제후증후군,111,10
M963,척추후궁절제후 척주후만증,1,
M966,"정형외과적 삽입물, 인공관절 또는 골판의 삽입에 따른 뼈의 골절",,4
N083,당뇨병에서의 사구체장애(4단위 .2-에 해당되는 E10-E14†),21,2
N10,급성 세뇨관-간질신장염,3,17
N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,,2
N132,신장 및 요관의 결석성 폐색을 동반한 수신증,1,
N1338,기타 및 상세불명의 수신증,1,
N151,신장 및 신장주위 농양,,1
N158,기타 명시된 신세뇨관-간질질환,,1
N179,상세불명의 급성 신부전,22,19
N183,만성 신장병(3기),54,11
N184,만성 신장병(4기),21,11
N185,만성 신장병(5기),44,22
N189,상세불명의 만성 신장병,38,10
N19,상세불명의 신부전,1,
N201,요관의 결석,6,1
N202,요관결석을 동반한 신장결석,1,
N210,방광의 결석,1,
N288,신장 및 요관의 기타 명시된 장애,1,
N302,기타 만성 방광염,1,
N310,달리 분류되지 않은 비억제성 신경병성 방광,3,
N312,달리 분류되지 않은 이완성 신경병성 방광,5,2
N318,방광의 기타 신경근육기능장애,3,1
N319,방광의 상세불명의 신경근육기능장애,8,2
N320,방광경부폐색,1,
N328,방광의 기타 명시된 장애,1,4
N329,방광의 상세불명 장애,,2
N359,상세불명의 요도협착,1,
N390,부위가 명시되지 않은 요로감염,28,27
N393,스트레스요실금,,1
N400,합병증을 동반하지 않은 전립선증식증,219,70
N401,요로 폐색을 동반한 전립선증식증,,2
N408,기타 합병증을 동반한 전립선증식증,5,
N410,급성 전립선염,,1
N429,전립선의 상세불명 장애,1,
N432,기타 음낭수종,1,
N433,상세불명의 음낭수종,,1
N4590,농양을 동반하지 않은 부고환염,4,
N4592,농양을 동반하지 않은 부고환-고환염,,1
N481,귀두포피염,1,
N498,기타 명시된 남성생식기관의 염증성 장애,2,
Q850,신경섬유종증(비악성),1,
R040,코피,2,1
R05,기침,,1
R060,호흡곤란,11,9
R071,숨쉴때의 흉통,1,
R073,기타 흉통,4,
R074,상세불명의 흉통,19,7
R093,이상가래,9,2
R100,급성 복증,1,2
R1049,상세불명의 복통,1,1
R13,삼킴곤란,5,
R15,대변실금,2,1
R170,황달을 동반한 달리 분류되지 않은 과빌리루빈혈증,,2
R179,황달을 동반하지 않은 달리 분류되지 않은 과빌리루빈혈증,1,1
R221,"목의 국소적 부기, 종괴 및 덩이",,1
R222,"몸통의 국소적 부기, 종괴 및 덩이",,1
R223,"팔의 국소적 부기, 종괴 및 덩이",1,
R224,"다리의 국소적 부기, 종괴 및 덩이",1,1
R251,상세불명의 떨림,1,
R300,배뇨통,,1
R310,육안적 혈뇨,2,1
R311,현미경적 혈뇨,6,4
R32,상세불명의 요실금,1,
R350,빈번한 배뇨,8,5
R352,기타 야간뇨,3,
R36,요도분비물,1,
R391,기타 배뇨곤란,1,
R42,어지럼증 및 어지럼,51,18
R470,언어장애 및 실어증(失語症),3,
R471,구음장애 및 무조음증,3,
R5090,불명열[FUO],2,
R5099,상세불명의 열,,1
R51,두통,5,9
R529,상세불명의 통증,7,
R53,병감 및 피로,11,10
R558,기타 실신 및 허탈,3,2
R568,기타 및 상세불명의 경련,4,
R571,혈량감소성 쇼크,1,
R572,패혈성 쇼크,,4
R590,국소림프절비대,2,1
R609,상세불명의 부종,1,2
R634,이상체중감소,3,2
R651,기관의 부전을 동반한 감염성 기원의 전신염증반응증후군,,1
R688,기타 명시된 전신 증상 및 징후,1,
R739,상세불명의 고혈당증,1,1
S000,두피의 표재성 손상,1,
S009,머리의 상세불명 부분의 표재성 손상,,2
S010,두피의 열린상처,2,
S0129,코의 상세불명 부분의 열린상처,1,
S0230,"안와 바닥의 골절, 폐쇄성",2,
S0600,열린 두개내상처가 없는 진탕,2,5
S0601,열린 두개내상처가 있는 진탕,1,
S0630,열린 두개내상처가 없는 초점성 뇌손상,1,1
S0640,열린 두개내상처가 없는 경막외출혈,,1
S0650,열린 두개내상처가 없는 외상성 경막하출혈,5,2
S0651,열린 두개내상처가 있는 외상성 경막하출혈,9,6
S0660,열린 두개내상처가 없는 외상성 거미막하출혈,,1
S0661,열린 두개내상처가 있는 외상성 거미막하출혈,1,1
S0680,열린 두개내상처가 없는 기타 두개내손상,,1
S1290,"목의 상세불명 부분의 골절, 폐쇄성",1,
S134,경추의 염좌 및 긴장,3,4
S141,경부척수의 기타 및 상세불명의 손상,1,
S142,경추 신경근의 손상,1,
S146,목의 기타 및 상세불명 신경손상,1,1
S202,흉부의 타박상,,1
S22020,"T1 및 T2 부위의 골절, 폐쇄성",1,
S22050,"T7 및 T8 부위의 골절, 폐쇄성",,1
S22060,"T9 및 T10 부위의 골절, 폐쇄성",1,2
S22070,"T11 및 T12 부위의 골절, 폐쇄성",5,4
S22090,"상세불명 부위의 흉추의 골절, 폐쇄성",10,16
S2220,"흉골의 골절,폐쇄성",,2
S22330,"제1늑골 이외 단일 늑골의 골절,폐쇄성",3,
S22390,"상세불명 늑골의 단일 골절,폐쇄성",3,2
S22460,"제1늑골을 침범하지 않은 다발골절, 폐쇄성",3,
S22490,"상세불명 늑골의 다발골절, 폐쇄성",8,4
S233,흉추의 염좌 및 긴장,,1
S32020,"L1 부위의 골절, 폐쇄성",16,21
S32030,"L2 부위의 골절, 폐쇄성",7,14
S32040,"L3 부위의 골절, 폐쇄성",2,9
S32041,"L3 부위의 골절, 개방성",1,
S32050,"L4 부위의 골절, 폐쇄성",1,2
S32060,"L5 부위의 골절, 폐쇄성",1,2
S32090,"요추의 상세불명 부위의 골절, 폐쇄성",2,2
S3210,"천골(薦骨)의 골절, 폐쇄성",1,1
S3220,"미추의 골절, 폐쇄성",2,
S3230,"장골의 골절, 폐쇄성",,5
S3240,"절구의 골절, 폐쇄성",,2
S3250,"치골의 폐골절, 폐쇄성",,4
S32820,"좌골의 골절, 폐쇄성",,1
S3350,요추의 염좌 및 긴장,,2
S342,요추 및 천추의 신경근 손상,3,
S400,어깨 및 위팔의 타박상,1,
S42040,"쇄골 몸통의 골절, 폐쇄성",1,
S42050,"쇄골 견봉단의 골절, 폐쇄성",1,1
S42090,"쇄골의 상세불명 부분의 골절, 폐쇄성",,1
S42130,"견갑골 몸통의 골절, 폐쇄성",2,
S42150,"부리돌기의 골절, 폐쇄성",,1
S42190,"견갑골의 상세불명 부분의 골절, 폐쇄성",1,
S42220,"상완골 머리의 골절, 폐쇄성",1,
S42230,"상완골 외과목의 골절, 폐쇄성",2,1
S42290,"상완골 상단의 상세불명 부분의 골절, 폐쇄성",1,2
S42420,"상완골의 관절융기위골절, 폐쇄성",,1
S4300,상완골의 전탈구,,1
S4309,어깨의 상세불명 탈구,1,
S431,견쇄관절의 탈구,2,1
S434,어깨관절의 염좌 및 긴장,,1
S4608,"어깨의 회전근개의 근육 및 힘줄의 손상, 기타 및 상세불명의 손상",2,4
S4628,"이두근 기타 부분의 근육 및 힘줄의 손상, 기타 및 상세불명의 손상",1,
S52020,"척골 주두돌기의 골절, 폐쇄성",4,
S52130,"요골 목의 골절, 폐쇄성",1,
S5220,"척골 몸통의 골절, 폐쇄성",1,
S52520,"등쪽 경사를 동반한 요골 하단의 골절, 폐쇄성",6,6
S52530,"바닥쪽 경사를 동반한 요골 하단의 골절, 폐쇄성",1,
S52540,"바닥쪽 경사와 관절내골절을 동반한 요골 하단의 골절, 폐쇄성",,1
S52590,"요골 하단의 상세불명 골절, 폐쇄성",1,2
S610,손톱의 손상이 없는 손가락의 열린상처,1,
S619,손목 및 손의 상세불명 부분의 열린상처,3,2
S6200,"손 주상골의 골절, 폐쇄성",3,
S62180,"수근골의 기타 및 다발성 골절, 폐쇄성",1,
S62320,"기타 중수골 바닥의 골절, 폐쇄성",2,2
S62330,"기타 중수골 몸통의 골절, 폐쇄성",2,
S62331,"기타 중수골 몸통의 골절, 개방성",,3
S62620,"기타 손가락의 근위지골 골절, 폐쇄성",2,1
S62640,"기타 손가락의 원위지골 골절, 폐쇄성",3,
S6628,"손목 및 손 부위의 엄지손가락의 신근 및 힘줄의 손상, 기타 및 상세불명의 손상",3,
S6638,"손목 및 손 부위의 기타 손가락의 신근 및 힘줄의 손상, 기타 및 상세불명의 손상",,2
S6701,기타 손가락의 으깸손상,1,
S700,엉덩이의 타박상,1,1
S711,대퇴의 열린상처,,1
S72080,"기타 대퇴골 경부 부분의 골절, 폐쇄성",1,6
S72090,"대퇴골 경부의 상세불명 부분의 골절, 폐쇄성",2,6
S72120,"대퇴골전자간골절, 폐쇄성",4,11
S72190,"대퇴골전자부의 상세불명 골절, 폐쇄성",1,5
S7230,"대퇴골 몸통의 골절, 폐쇄성",1,2
S730,고관절의 탈구,1,1
S818,아래다리의 기타 부분의 열린상처,1,
S819,아래다리의 상세불명 부분의 열린상처,1,
S8200,"무릎뼈의 골절, 폐쇄성",2,2
S8201,"무릎뼈의 골절, 개방성",3,
S82220,"비골골절(모든 부분)을 동반한 경골 몸통의 골절, 폐쇄성",1,
S8250,"안쪽복사의 골절, 폐쇄성",3,
S8260,"외측복사의 골절의 골절, 폐쇄성",4,5
S82820,"양측 복사 골절, 발목, 폐쇄성",,1
S82830,"삼복사 골절, 발목, 폐쇄성",1,
S8343,내측측부인대의 파열,,1
S8352,전십자인대의 파열,,1
S8353,후십자인대의 파열,3,
S8618,"아래다리 부위의 후근육군의 기타 근육 및 힘줄의 손상, 기타 및 상세불명의 손상",1,
S880,무릎 부위의 외상성 절단,3,
S911,발톱의 손상이 없는 발가락의 열린상처,1,
S9200,"종골의 골절, 폐쇄성",2,2
S9230,"중족골의 골절, 폐쇄성",3,
S9250,"기타 발가락의 골절, 폐쇄성",1,4
S9290,"발의 상세불명 골절, 폐쇄성",1,
S9349,발목의 상세불명 부분의 염좌 및 긴장,1,
S936,발의 기타 및 상세불명 부분의 염좌 및 긴장,,1
T000,목과 함께 머리를 침범한 표재성 손상,1,
T009,상세불명의 여러 부위의 표재성 손상,1,1
T093,척수의 상세불명 부위의 손상,1,1
T181,식도의 이물,1,
T182,위의 이물,1,
T188,소화관의 기타 및 여러 부분의 이물,1,
T210,몸통의 상세불명 정도의 화상,1,
T212,몸통의 2도 화상,1,
T2420,"발목 및 발을 제외한 엉덩이 및 다리의 2도 화상, 대퇴부",2,1
T300,상세불명 정도의 상세불명 신체부위의 화상,2,
T302,상세불명 신체부위의 2도 화상,,1
T549,상세불명의 부식물질의 독성효과,,1
T810,달리 분류되지 않은 처치에 합병된 출혈 및 혈종,4,1
T813,달리 분류되지 않은 수술상처의 파열,1,
T814,달리 분류되지 않은 처치에 따른 감염,,1
T819,처치의 상세불명 합병증,1,
T840,내부인공관절의 기계적 합병증,4,
T845,내부인공관절에 의한 감염 및 염증반응,,2
T848,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 기타 합병증",1,
T857,"기타 내부 인공삽입장치, 삽입물 및 이식편에 의한 감염 및 염증반응",3,
T873,절단잘린끝의 신경종,1,
T905,두개내손상의 후유증,4,
T908,머리의 기타 명시된 손상의 후유증,2,
T909,머리의 상세불명 손상의 후유증,,1
T913,척수손상의 후유증,4,
T936,다리의 으깸손상 및 외상성 절단의 후유증,7,
V031,"교통사고에서 승용차, 픽업트럭 또는 밴과 충돌로 다친 보행자",,1
V180,비교통사고에서 비충돌 운수사고에서 다친 자전거 운전자,1,
V182,비교통사고에서 비충돌 운수사고에서 다친 상세불명의 자전거 탑승자,1,
V184,교통사고에서 비충돌 운수사고에서 다친 자전거 운전자,1,2
V198,기타 명시된 운수사고에서 다친 [모든] 자전거 탑승자,,1
V282,비교통사고에서 비충돌 운수사고에서 다친 상세불명의 모터사이클 탑승자,,1
V284,교통사고에서 비충돌 운수사고에서 다친 모터사이클 운전자,2,
V293,상세불명의 비교통사고에서 다친 [모든] 모터사이클 탑승자,1,1
V296,교통사고에서 기타 및 상세불명의 자동차와 충돌로 다친 상세불명의 모터사이클 탑승자,,1
V298,기타 명시된 운수사고에서 다친 [모든] 모터사이클 탑승자,1,
V383,비교통사고에서 비충돌 운수사고에서 다친 삼륜자동차 상세불명의 삼륜자동차 탑승자,,1
V435,"교통사고에서 승용차, 픽업트럭 또는 밴과 충돌로 다친 승용차 운전자",,2
V445,교통사고에서 대형화물차 또는 버스와의 충돌로 다친 승용차 운전자,,2
V475,교통사고에서 고정 또는 정지된 물체와의 충돌로 다친 승용차 운전자,,2
V483,비교통사고에서 비충돌 운수사고에서 다친 상세불명의 승용차 탑승자,1,
V484,승용차 승하차중 비충돌 운수사고에서 다친 사람,1,
V492,비교통사고에서 기타 및 상세불명의 자동차와의 충돌로 다친 상세불명의 승용차 탑승자,,1
V499,상세불명의 교통사고에서 다친 [모든] 승용차 탑승자,,1
V798,기타 명시된 운수사고에서 다친 [모든] 버스 탑승자,1,1
V845,비교통사고에서 다친 특수농업용 차량 운전자,,1
V891,"상세불명의 무동력차 사고에서 다친 사람, 비교통성",1,
V899,상세불명의 차량사고에서 다친 사람,,1
W004,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 도로 및 고속도로",2,
W010,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 주택",7,15
W011,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 집단 거주시설",,3
W012,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 학교, 기타 시설 및 공공행정 구역",2,4
W014,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 도로 및 고속도로",5,4
W017,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 농장",,1
W018,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 기타 명시된 장소",4,2
W019,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 상세불명 장소",10,10
W051,"휠체어가 관여된 낙상, 집단거주시설",,1
W052,"휠체어가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역",1,
W060,"침대가 관여된 낙상, 주택",3,5
W061,"침대가 관여된 낙상, 집단거주시설",,1
W062,"침대가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역",1,
W069,"침대가 관여된 낙상, 상세불명 장소",,1
W070,"의자가 관여된 낙상, 주택",1,2
W071,"의자가 관여된 낙상, 집단거주시설",,1
W075,"의자가 관여된 낙상, 상업 및 서비스 구역",,1
W079,"의자가 관여된 낙상, 상세불명 장소",1,
W093,"운동장비가 관여된 낙상, 운동 및 경기장",1,
W099,"운동장비가 관여된 낙상, 상세불명 장소",,1
W100,"계단에서의 낙상, 주택",2,
W108,"계단에서의 낙상, 기타 명시된 장소",1,
W109,"계단에서의 낙상, 상세불명 장소",5,8
W116,"사다리에서의 낙상, 산업 및 건설지역",,1
W119,"사다리에서의 낙상, 상세불명 장소",,1
W140,"나무에서의 낙상, 주택",,1
W149,"나무에서의 낙상, 상세불명 장소",1,
W170,"기타 한면에서 다른 면으로 넘어짐, 주택",2,1
W174,"기타 한면에서 다른 면으로 넘어짐, 도로 및 고속도로",1,
W176,"기타 한면에서 다른 면으로 넘어짐, 산업 및 건설지역",,1
W177,"기타 한면에서 다른 면으로 넘어짐, 농장",,1
W178,"기타 한면에서 다른 면으로 넘어짐, 기타 명시된 장소",,1
W179,"기타 한면에서 다른 면으로 넘어짐, 상세불명 장소",1,1
W180,"동일면상에서 기타 넘어짐, 주택",16,18
W181,"동일면상에서 기타 넘어짐, 집단거주시설",,1
W182,"동일면상에서 기타 넘어짐, 학교, 기타 시설 및 공공행정 구역",,1
W183,"동일면상에서 기타 넘어짐, 운동 및 경기장",1,
W184,"동일면상에서 기타 넘어짐, 도로 및 고속도로",6,6
W185,"동일면상에서 기타 넘어짐, 상업 및 서비스 구역",2,
W187,"동일면상에서 기타 넘어짐, 농장",1,1
W188,"동일면상에서 기타 넘어짐, 기타 명시된 장소",3,
W189,"동일면상에서 기타 넘어짐, 상세불명 장소",13,15
W199,"상세불명의 낙상, 상세불명 장소",,1
W209,"던져진, 쏘아진 또는 떨어지는 물체에 의한 타격, 상세불명 장소",1,
W220,"다른 물체에 의한 타격, 주택",2,3
W228,"다른 물체에 의한타격, 기타 명시된 장소",1,
W236,"물체 속이나 사이에 붙잡힘, 으깨짐, 뭉개짐 또는 끼임, 산업 및 건설지역",,1
W239,"물체 속이나 사이에 붙잡힘, 으깨짐, 뭉개짐 또는 끼임, 상세불명 장소",,1
W279,"무동력 손공구와 접촉, 상세불명 장소",1,
W307,"농업용기계와 접촉, 농장",1,
W809,"기도 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 상세불명 장소",1,
X169,"뜨거운 난방장치, 방열기 및 파이프와 접촉, 상세불명 장소",1,1
X208,"독액성 뱀 및 도마뱀과 접촉, 기타 명시된 장소",,1
X502,"과잉노력 및 격심한 또는 반복적 운동, 학교, 기타 시설 및 공공행정 구역",,1
X505,"과잉노력 및 격심한 또는 반복적 운동, 상업 및 서비스 구역",,1
X507,"과잉노력 및 격심한 또는 반복적 운동, 농장",1,
X509,"과잉노력 및 격심한 또는 반복적 운동, 상세불명 장소",5,1
X5901,"골절을 초래하는 상세불명의 요인에 노출, 집단거주시설",,1
X5902,"골절을 초래하는 상세불명의 요인에 노출, 학교, 기타 시설 및 공공행정 구역",1,
X5909,"골절을 초래하는 상세불명의 요인에 노출, 상세불명 장소",5,8
X5999,"기타 및 상세불명의 손상을 초래하는 상세불명의 요인에 노출, 상세불명 장소",6,4
Y362,기타 폭발 및 파편이 관여된 전쟁행위,1,
Y652,외과수술 도중 결찰 또는 봉합의 실패,1,
Y831,처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 인공 내부장치 이식의 외과적 수술,3,1
Y838,처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 기타 외과적 처치,4,1
Z000,일반적 의학검사,3,2
Z080,악성 신생물에 대한 수술후 추적검사,10,4
Z088,악성 신생물에 대한 기타 치료후 추적검사,2,
Z089,악성 신생물에 대한 상세불명의 치료후 추적검사,1,
Z094,골절치료후 추적검사,,1
Z227,잠복결핵,1,
Z470,골절판 및 기타 내부고정장치의 제거를 포함한 추적치료를 위하여 보건서비스와 접하고 있는 사람,10,14
Z4780,관절치환술에 따른 후치료를 위하여 보건서비스와 접하고 있는 사람,2,
Z4788,기타 명시된 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,6,1
Z488,기타 명시된 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,1,
Z508,기타 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,33,11
Z509,상세불명의 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,4,1
Z511,신생물에 대한 화학요법기간을 위하여 보건서비스와 접하고 있는 사람,38,29
Z515,완화의료를 위하여 보건서비스와 접하고 있는 사람,35,135
Z530,금기증 때문에 수행되지 못한 처치를 위하여 보건서비스와 접하고 있는 사람,20,15
Z532,기타 및 상세불명의 이유로 인한 환자의 의사결정 때문에 수행되지 못한 처치를 위하여 보건서비스와 접하고 있는 사람,,1
Z538,기타 이유로 실행되지 못한 처치를 위하여 보건서비스와 접하고 있는 사람,4,2
Z850,소화기관의 악성 신생물의 개인력,4,
Z854,생식기관의 악성 신생물의 개인력,1,1
Z858,기타 기관 또는 계통의 악성 신생물의 개인력,,1
Z894,발 및 발목의 후천성 결여,1,
Z903,위 일부의 후천성 결여,1,
Z904,소화관의 기타 부분의 후천성 결여,1,1
Z944,간이식상태,1,
