상병코드,상병명,방문비율
M51, Lumbar and other intervertebral disc disorders with myelopathy ,1.0
N18," Chronic kidney disease, stage 1 ",1.0
I10,본태성(일차성)고혈압,1.0
M17,윤충증,1.0
M75,어깨병변,1.0
M54,배통,1.0
M54, 등통증 ,1.0
K63, 장의 기타 질환 ,1.0
M75, 어깨병변 ,1.0
I63, 뇌경색증 ,1.0
H35, 기타 망막장애 ,1.0
F06," 뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애 ",1.0
M54, 등통증 ,1.0
I10, 본태성(원발성) 고혈압 ,1.0
K05, 치은염 및 치주질환 ,1.0
L29,  가려움  ,1.0
M17,  무릎관절증  ,1.0
Z29,  기타 예방적 조치의 필요   ,1.0
L30, 기타 피부염 ,1.0
C61, 전립선의 악성 신생물 ,1.0
L30,기타 피부염,1.0
I63,뇌경색증,1.0
M17,기타 및 상세불명 부위의 제자리암종,1.0
M54,등통증,1.0
I69,  뇌혈관질환의 후유증  ,1.0
K29,  위염 및 십이지장염  ,1.0
N18,  만성 신장병  ,1.0
F03,  상세불명의 치매  ,1.0
M75,  어깨병변  ,1.0
I20,  협심증  ,1.0
M51, Lumbar and other intervertebral disc disorders with myelopathy ,1.0
N18," Chronic kidney disease, stage 1 ",1.0
C61, Acinar Prostate Adenocarcinoma ,1.0
H25,노년백내장,1.0
I20, 협심증 ,1.0
M17, 무릎관절증 ,1.0
I20,협심증,1.0
N18,만성 신장병,1.0
K05,치은염 및 치주질환,1.0
L29,가려움,1.0
I63, 뇌경색증 ,1.0
M54, 등통증 ,1.0
K05, 치은염 및 치주질환 ,1.0
N18, 만성 신장병 ,1.0
I10, 본태성(원발성) 고혈압 ,1.0
M48, 기타 척추병증 ,1.0
M17," Osteoarthritis of patellofemoral joint, both ",1.0
H35, radiation retinopathy ,1.0
H25, 노년백내장 ,1.0
C61, Acinar Prostate Adenocarcinoma ,1.0
I11, Hypertensive heart disease ,1.0
H35, radiation retinopathy ,1.0
E11,2형 당뇨병,1.0
G81, flaccid hemiplegia ,1.0
H25,노년백내장,1.0
M75, 어깨병변 ,1.0
M48,기타 척추병증,1.0
M51,기타 추간판장애,1.0
I10,본태성(원발성) 고혈압,1.0
M51, Lumbar and other intervertebral disc disorders with myelopathy ,1.0
H25, 노인성 백내장 ,1.0
N18, 만성 콩팥(신장)기능상실 ,1.0
E11, 2형 당뇨병 ,1.0
I10, essential hypertension ,1.0
C61, 전립선의 악성 신생물 ,1.0
I63, 뇌경색증 ,1.0
M51, 기타 추간판장애 ,1.0
M75, 어깨병변 ,1.0
F00, 알츠하이머병에서의 치매(G30.-+) ,1.0
E11,2형 당뇨병,1.0
M17,무릎관절증,1.0
K05, Acute gingivitis ,1.0
I69,뇌혈관질환의후유증,0.0
F03,상세불명의치매,0.0
M75,어깨병변,0.0
Z29,기타예방적조치의필요,0.0
L29,가려움,0.0
I20,협심증,0.0
M48,기타 척추병증,0.0
I10,본태성(원발성) 고혈압,0.0
E11,인슐린-비의존 당뇨병,0.0
I20,협심증,0.0
M54,등통증,0.0
C34,기관지및폐의악성신생물,0.0
E11,2형당뇨병,0.0
M48,기타척추병증,0.0
I10,본태성(원발성)고혈압,0.0
M54,등통증,0.0
K05,치은염및치주질환,0.0
K63,장의기타질환,0.0
N18,만성신장병,0.0
K29,위염및십이지장염,0.0
M17,무릎관절증,0.0
M17,윤충증,0.0
K05,치은염(잇몸염)및 치주 질환,0.0
H25,노인성 백내장,0.0
I63,뇌경색증,0.0
M75,어깨병변,0.0
J44,기타 만성 폐쇄성 폐질환,0.0
Z49,투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,0.0
F00,알츠하이머병에서의 치매(G30.-+),0.0
H25,노년백내장,0.0
M96,달리분류되지않은처치후근골격장애,0.0
M17,무릎관절증,0.0
E11,2형당뇨병,0.0
M51,기타추간판장애,0.0
M75,어깨병변,0.0
N18,만성신장병,0.0
M43,기타변형성등병증,0.0
K29,위염및십이지장염,0.0
C18,결장의악성신생물,0.0
M48,기타 척추병증,0.0
K63,장의 기타 질환,0.0
M17, 윤충증 ,0.0
M75, 어깨병변 ,0.0
M51, 기타 추간판장애 ,0.0
I63, 뇌경색증 ,0.0
M19," 연기, 불 및 화염에 노출 ",0.0
G81, 편마비 ,0.0
K29, 위염 및 십이지장염 ,0.0
H25, 노인성 백내장 ,0.0
I10, 본태성(원발성) 고혈압 ,0.0
E11, 인슐린-비의존 당뇨병 ,0.0
M48, 기타 척추병증 ,0.0
I20, 협심증 ,0.0
M17, 윤충증 ,0.0
K05, 치은염(잇몸염) 및 치주질환 ,0.0
I63, 뇌경색증 ,0.0
H25, 노인성 백내장 ,0.0
F00, 알츠하이머병에서의 치매(G30.-+) ,0.0
M51, 기타 추간판장애 ,0.0
M75, 어깨병변 ,0.0
Z49, 투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ,0.0
C61, 전립선의 악성 신생물 ,0.0
J44, 기타 만성 폐쇄성 폐질환 ,0.0
I10, 본태성(일차성)고혈압 ,0.0
M54, 배통 ,0.0
K05, 치은염(잇몸염)및 치주 질환 ,0.0
E11, 인슐린-비의존 당뇨병 ,0.0
M48, 기타 척추병증 ,0.0
M75, 어깨병변 ,0.0
I10, 본태성(일차성)고혈압 ,0.0
K05, 치은염(잇몸염)및 치주 질환 ,0.0
E11, 인슐린-비의존 당뇨병 ,0.0
M48, 기타 척추병증 ,0.0
M19," 연기, 불 및 화염에 노출 ",0.0
H25, 노인성 백내장 ,0.0
M54, 배통 ,0.0
I63, 뇌경색증 ,0.0
K29, 위염 및 십이지장염 ,0.0
H90, 전음성 및 감각신경성 청력소실 ,0.0
