"년도","병원명","진료과명","국사비구분","입원외래구분","진료인원"
"2012","대구보훈병원","신경외과","사비","외래진료인원","8997"
"2012","대구보훈병원","일반외과","사비","외래진료인원","2773"
"2012","대구보훈병원","흉부외과","사비","외래진료인원","0"
"2012","대구보훈병원","정형외과","사비","외래진료인원","11874"
"2012","대구보훈병원","성형외과","사비","외래진료인원","0"
"2012","대구보훈병원","신경과","사비","외래진료인원","10462"
"2012","대구보훈병원","정신과","사비","외래진료인원","3289"
"2012","대구보훈병원","산부인과","사비","외래진료인원","4288"
"2012","대구보훈병원","안과","사비","외래진료인원","5122"
"2012","대구보훈병원","이비인후과","사비","외래진료인원","4934"
"2012","대구보훈병원","피부과","사비","외래진료인원","4968"
"2012","대구보훈병원","비뇨기과","사비","외래진료인원","13026"
"2012","대구보훈병원","재활의학과","사비","외래진료인원","7299"
"2012","대구보훈병원","치과","사비","외래진료인원","6229"
"2012","대구보훈병원","건강관리과","사비","외래진료인원","9549"
"2012","대구보훈병원","가정의학과","사비","외래진료인원","4244"
"2012","대구보훈병원","마취통증","사비","외래진료인원","866"
"2012","대구보훈병원","응급의학과","사비","외래진료인원","5175"
"2012","대구보훈병원","한방진료","사비","외래진료인원","0"
"2012","대구보훈병원","방사선","사비","외래진료인원","0"
"2012","대구보훈병원","호스피스","사비","외래진료인원","0"
"2012","대구보훈병원","욕창센터","사비","외래진료인원","0"
"2012","대구보훈병원","기타","사비","외래진료인원","2614"
"2012","대전보훈병원","내과","사비","외래진료인원","19189"
"2012","대전보훈병원","소아청소년","사비","외래진료인원","258"
"2012","대전보훈병원","신경외과","사비","외래진료인원","1810"
"2012","대전보훈병원","일반외과","사비","외래진료인원","3358"
"2012","대전보훈병원","흉부외과","사비","외래진료인원","0"
"2012","대전보훈병원","정형외과","사비","외래진료인원","14599"
"2012","대전보훈병원","성형외과","사비","외래진료인원","0"
"2012","대전보훈병원","신경과","사비","외래진료인원","8277"
"2012","대전보훈병원","정신과","사비","외래진료인원","2679"
"2012","대전보훈병원","산부인과","사비","외래진료인원","1332"
"2012","대전보훈병원","안과","사비","외래진료인원","2641"
"2012","대전보훈병원","이비인후과","사비","외래진료인원","3216"
"2012","대전보훈병원","피부과","사비","외래진료인원","4104"
"2012","대전보훈병원","비뇨기과","사비","외래진료인원","8095"
"2012","대전보훈병원","재활의학과","사비","외래진료인원","3534"
"2012","대전보훈병원","치과","사비","외래진료인원","4243"
"2012","대전보훈병원","건강관리과","사비","외래진료인원","4813"
"2012","대전보훈병원","가정의학과","사비","외래진료인원","8312"
"2012","대전보훈병원","마취통증","사비","외래진료인원","98"
"2012","대전보훈병원","응급의학과","사비","외래진료인원","3647"
"2012","대전보훈병원","한방진료","사비","외래진료인원","1189"
"2012","대전보훈병원","방사선","사비","외래진료인원","0"
"2012","대전보훈병원","호스피스","사비","외래진료인원","0"
"2012","대전보훈병원","욕창센터","사비","외래진료인원","0"
"2012","대전보훈병원","기타","사비","외래진료인원","0"
