"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대","약제비포함여부","특이사항"
"대전","여성 생식기, 임신과 분만","(비급여) 미레나 삽입술","HZOG00200","","90000","","","N","N",""
"대전","여성 생식기, 임신과 분만","소음순절제술(성형목적)","HZOG00400","","50000","","","N","N",""
"대전","여성 생식기, 임신과 분만","자궁내장치 [IUD] 재료대 별도산정","HZOG00800","","30000","","","N","N",""
"대전","신경계 기능검사","신경인지기능검사-기억력검사-웩슬러 기억 평정척도","FZ037","신경인지기능검사-기억력검사-웩슬러 기억 평정척도-MAS","45363","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","증상 및 행동 평가 척도(우울척도)-신경증우울평가","FY713","","35000","","","N","N",""
"대전","신경계 기능검사","증상 및 행동 평가 척도(불안척도)-신경증불안평가","FY705","","35000","","","N","N",""
"대전","신경계 기능검사","신경인지기능검사-기억력검사-홉킨스 언어학습검사","FZ034","","35000","","","N","N",""
"대전","신경계 기능검사","신경인지기능검사-지각 및 시공간능력검사-레이 복합도형검사","FZ044","","30000","","","N","N",""
"대전","신경계 기능검사","신경인지기능검사-언어능력검사-보스톤 사물이름대기검사","FZ041","신경인지기능검사-언어능력검사-Peabody 어휘선별검사","30000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-기억력검사-자서전적 기억평가면접","FZ036","","30000","","","N","N",""
"대전","신경계 기능검사","신경인지기능검사-각성도 및 주의력검사-연속수행력검사 [청각]","FZ012","신경인지기능검사-각성도 및 주의력검사-TOVA [청각]","30000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-각성도 및 주의력검사-연속수행력검사 [시각]","FZ011","신경인지기능검사-각성도 및 주의력검사-연속수행과제검사 [시각]","30000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-전두엽 및 고위인지기능검사-논리적 사고력검사","FZ056","신경인지기능검사-전두엽 및 고위인지기능검사-추상적 사고력검사","25000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-기억력검사-캘리포니아 언어학습검사","FZ033","신경인지기능검사-기억력검사-Ray(Auditory) Verbal Learning Test","25000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-기억력검사-단기기억력검사","FZ032","신경인지기능검사-기억력검사-숫자대기검사 [청각]","25000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-기억력검사-단기기억력검사[시각]","FZ031","신경인지기능검사-기억력검사-공간기억력검사(Visual Retention test) [시각]","25000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-각성도 및 주의력검사-무시증후군검사","FZ023","","25000","","","N","N",""
"대전","신경계 기능검사","신경인지기능검사-각성도 및 주의력검사-경계력검사[청각]","FZ022","신경인지기능검사-각성도 및 주의력검사-글자듣기에 의한 주의력검사 등 [청각]","25000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-각성도 및 주의력검사-경계력검사 [시각]","FZ021","신경인지기능검사-각성도 및 주의력검사-비엔나 system-경계심검사(VIGIL) [시각]","25000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-지각 및 시공간능력검사-인식력검사[시각]","FZ051","신경인지기능검사-지각 및 시공간능력검사보고그리기검사[시각]","22750","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-전두엽 및 고위인지기능검사-카테고리검사","FZ057","","22675","","","N","N",""
"대전","신경계 기능검사","신경인지기능검사-전두엽 및 고위인지기능검사-스트룹검사","FZ060","신경인지기능검사-전두엽 및 고위인지기능검사-CNT-단어색채검사(Word-Color Test)","20000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-지각 및 시공간능력검사-구성능력검사","FZ046","신경인지기능검사-지각 및 시공간능력검사-시계그리기  토막짜기","20000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-지각 및 시공간능력검사-좌-우 구분검사","FZ045","신경인지기능검사-지각 및 시공간능력검사-손가락이름대기검사(Finger Naming Test)","20000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-언어능력검사-성인 진단적 이해력검사","FZ039","신경인지기능검사-언어능력검사-Listening & Reading Comprehension","20000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-전두엽 및 고위인지기능검사-실행증검사","FZ064","","18000","","","N","N",""
"대전","신경계 기능검사","신경인지기능검사-전두엽 및 고위인지기능검사-보속성검사","FZ063","신경인지기능검사-전두엽 및 고위인지기능검사-비엔나 system-보속성검사(PERSEV)","18000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-언어능력검사-단어 유창성검사","FZ040","신경인지기능검사-언어능력검사-어휘력 검사","15000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-각성도 및 주의력검사-숫자-기호바꾸기검사","FZ025","","15000","","","N","N",""
"대전","신경계 기능검사","신경인지기능검사-각성도 및 주의력검사-기호잇기검사","FZ024","신경인지기능검사-각성도 및 주의력검사-CNT-선로잇기검사(Trail Making)","15000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경계 기능검사","신경인지기능검사-감각운동협응검사-손잡이검사","FZ055","신경인지기능검사-감각운동협응검사-각종손잡이검사","13000","","","N","N","(별표)신경인지 기능검사 반영"
"대전","신경","경피적 경막외강 신경성형술","SZ634","","1138624","","","N","N","재료대 포함"
"대전","순환기","레이저정맥폐쇄술[유도료 포함]","OZ304","","1000000","","","N","N",""
"대전","근골","풍선확장 기능을 포함한 경막외강 내 유착부위 박리시술","HZNS00700","","938624","","","N","N","재료대 포함"
"대전","남성 생식기","음경확대술(이백만)-비급여","HZUR01001","","2000000","","","N","N",""
"대전","남성 생식기","음경보형물 삽입술 C(팽창형(3-piece)인 경우에 산정","HZUR00803","","2000000","","","N","N",""
"대전","남성 생식기","파라핀 제거술 C(침범범위가 total 인 경우에 산정","HZUR01703","","1500000","","","N","N",""
"대전","남성 생식기","음경보형물 삽입술 B(팽창형(2-piece)인 경우에 산정","HZUR00802","","1500000","","","N","N",""
"대전","남성 생식기","파라핀 제거술 B(침범범위가 1/2 인 경우에 산정","HZUR01702","","1000000","","","N","N",""
"대전","남성 생식기","음경보형물 삽입술 A(굽은형 보형물)","HZUR00801","","1000000","","","N","N",""
"대전","남성 생식기","음경 이물질 제거술 C(flap 또는 graft를 한 경우에","HZUR00503","","1000000","","","N","N",""
"대전","남성 생식기","굴곡음경교정 수술(백만)-비급여","HZUR00300","","1000000","","","N","N",""
"대전","남성 생식기","조루증 수술-음경배부신경차단술(구십만)-비급여","HZUR01500","","900000","","","N","N",""
"대전","남성 생식기","음경보형물 교정술","HZUR00700","","800000","","","N","N",""
"대전","남성 생식기","음경 이물질 제거술 B","HZUR00502","","800000","","","N","N",""
"대전","남성 생식기","음경바셀린종제거술 [대]","HZUR00601","","700000","","","N","N",""
"대전","남성 생식기","파라핀 제거술 A(침범범위가 proximal 인 경우 산정","HZUR01701","","600000","","","N","N",""
"대전","남성 생식기","조루증 수술(오십만)-비급여","HZUR01400","","500000","","","N","N",""
"대전","남성 생식기","정관복원술(오십만)-비급여","HZUR01200","","500000","","","N","N",""
"대전","남성 생식기","음경 이물질 제거술 A","HZUR00501","","500000","","","N","N",""
"대전","남성 생식기","고환삽입술-비급여","HZUR00200","","500000","","","N","N",""
"대전","남성 생식기","음경바셀린종제거술 [소]","HZUR00602","","400000","","","N","N",""
"대전","남성 생식기","포경수술(환상절개) 비급여","HZUR01801","","200000","","","N","N",""
"대전","남성 생식기","정관절제술 [결찰술]","HZUR01300","","200000","","","N","N",""
"대전","남성 생식기","포경수술(배면절개) 비급여","HZUR01800","","150000","","","N","N",""
"대전","남성 생식기","3MIX(Papa+Regi+Car20ug)","HZUR00100","","20000","","","N","N",""
"대전","남성 생식기","음경주사 Test-비급여","HZUR00900","","5000","","","N","N",""
"대전","분자병리검사","인유두종바이러스 유전자형 검사[DNA Microarray 법]","C5959","","55150","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","분자병리검사","중합효소연쇄반응-HPV(인유두종바이러스)","C5956","","32820","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","분자병리검사","유전자 돌연변이검사[기타 검사]-유전자명별-JAK2 유전자, V617F 돌연변이[대립유전자특이중합효소연쇄반응법]","CZ818","","19984","","","N","N",""
"대전","복부","전립선-조영제주입전·후 촬영판독","HI234+HJ234","","","528740","560180","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","복부","담췌관-일반","HI133+HJ133","","","398740","422400","N","N","전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","복부","음낭및음경-조영제주입전·후 촬영판독","HI231+HJ231","","","528740","560180","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","복부","췌장-조영제주입전·후 촬영판독","HI229+HJ229","","","528740","560180","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이)"
"대전","복부","췌장-일반","HI129+HJ129","","","398740","422400","N","N","전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이)"
"대전","복부","골반-조영제주입전·후 촬영판독","HI228+HJ228","","","528740","560180","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이)"
"대전","복부","골반-일반","HI128+HJ128","","","398740","422400","N","N","전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이)"
"대전","복부","간-일반","HI132+HJ132","","","398740","422400","N","N","전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","복부","간-조영제주입전·후 촬영판독","HI232+HJ232","","","528740","560180","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","복부","전립선-일반","HI134+HJ134","","","398740","422400","N","N","전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","복부","신장및부신-조영제주입전·후 촬영판독","HI230_HJ230","","","528740","560180","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","복부","복부-조영제주입전·후 촬영판독","HI227+HJ227","","","528740","560180","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","복부","신장및부신-일반","HI130+HJ130","","","398740","422400","N","N","전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","복부","복부-일반","HI127_HJ127","","","398740","422400","N","N","전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","내분비검사","(정밀)체성분 분석검사","SZ05300","","15000","","","N","N",""
"대전","기타","야간음경발기력측정(비급여)","SZ02900","","100000","","","N","N",""
"대전","기타","시청각자극발기측정(비급여)","SZ02500","","100000","","","N","N",""
"대전","기타","구해면체 반사지연검사(비급여-BCRL Test)","SZ00800","","100000","","","N","N",""
"대전","기타","약물주입발기측정(비급여)","SZ03100","","50000","","","N","N",""
"대전","기타","흡인음경팽창도측정(비급여)","SZ09800","","30000","","","N","N",""
"대전","기타","MMPI(직원채용신검)","SJ09000","","12000","","","N","N",""
"대전","기타","자궁암 조기검진(질세포진검사)(비급여)","SZ04800","","10000","","","N","N",""
"대전","기타","소변임신반응검사","SZ04600","","8000","","","N","N",""
"대전","기타","충수절제술 비급여(Incidental Appendectomy)","HZOG01100","","100000","","","N","N",""
"대전","근골격계","견관절-조영제주입전·후 촬영판독","HE215","","450000","","","N","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","관절외하지-조영제주입전·후 촬영판독","HE223","","450000","","","N","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","관절외하지-일반","HE123","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","관절외상지-조영제주입전·후 촬영판독","HE222","","450000","","","N","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","관절외상지-일반","HE122","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","발목관절-조영제주입전·후 촬영판독","HE221","","450000","","","N","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","발목관절-일반","HE121","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","슬관절-조영제주입전·후 촬영판독","HE220","","450000","","","N","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","슬관절-일반","HE120","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","천장골관절-조영제주입전·후 촬영판독","HE219","","450000","","","N","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","고관절-조영제주입전·후 촬영판독","HE218","","450000","","","N","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","천장골관절-일반","HE119","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","고관절-일반","HE118","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","수관절-조영제주입전·후 촬영판독","HE217","","450000","","","N","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","수관절-일반","HE117","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","주관절-조영제주입전·후 촬영판독","HE216","","450000","","","N","N","조영제 별도산정 급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","주관절-일반","HE116","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","견관절-일반","HE115","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골격계","관절조영","HE142","","450000","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","근골","추간판내고주파열치료술(IDET)","HZOS00200","","2097688","","","N","N","재료대 포함 (재료대:1597688원)"
"대전","근골","추간판내고주파열응고술(Nucleoplasty)","HZOS00100","","2097688","","","N","N","재료대 포함 ( 재료대-->1597688원)"
"대전","감염증 기타 검사","인플루엔자 A·B 바이러스항원검사 [현장검사]","CZ394","","25000","","","N","N",""
"대전","초음파 검사료","임산부-제2,3삼분기-정밀-기형아 계측","SEB518","","294080","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","유도초음파(Ⅰ)","SEB561","","54130","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","유도초음파(Ⅱ)","SEB562","","108240","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","유도초음파(Ⅲ)","SEB563","","129890","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","유도초음파(Ⅳ)","SEB564","","324720","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-선천성 심질환 경식도 심초음파","SEB610","","36060","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-경식도 심초음파","SEB611","","296020","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-심장내 초음파","SEB612","","325620","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","자가면역질환검사","항MAG항체","CZ427","","52665","","","N","N",""
"대전","자가면역질환검사","항GM1항체 [IgG]","CZ261","","52665","","","N","N",""
"대전","분자병리검사","실시간역전사중합효소연쇄반응법-인플루엔자바이러스 A","C6095","","44742","","","N","N",""
"대전","초음파 검사료","임산부-제1삼분기-정밀","SEB513","","147660","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","임산부-제1삼분기-정밀-기형아 계측","SEB514","","189360","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","임산부-제2,3삼분기-일반","SEB515","","117140","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","임산부-제2,3삼분기-일반-고위험 임신","SEB516","","152270","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","임산부-제2,3삼분기-정밀","SEB517","","251020","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","단순초음파(Ⅰ)","SEB401","","15860","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","단순초음파(Ⅱ)","SEB402","","31700","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","두경부-안 초음파-안구","SEB411","","93500","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","두경부-안 초음파-안와","SEB412","","93500","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","두경부-안 초음파-계측","SEB413","","93500","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","두경부-경부 초음파-갑상선·부갑상선","SEB414","","93860","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","두경부-경부 초음파-갑상선·부갑상선 제외한 경부","SEB415","","93860","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","두경부-비·부비동 초음파","SEB416","","62000","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","흉부-유방·액와부 초음파","SEB421","","126500","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","흉부-유방·액와부 제외한 흉부 초음파","SEB422","","87490","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-선천성 심질환 경흉부 심초음파","SEB430","","36060","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-경흉부 심초음파-단순","SEB431","","114260","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-경흉부 심초음파-일반","SEB432","","180350","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-경흉부 심초음파-전문","SEB433","","262960","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-부하 심초음파-약물부하","SEB434","","312880","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-부하 심초음파-운동부하","SEB435","","297490","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","심장-태아정밀 심초음파","SEB436","","388420","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-복부 초음파-충수","SEB443","","113700","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-복부 초음파-소장·대장","SEB444","","113780","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-복부 초음파-서혜부","SEB445","","78560","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-복부 초음파-직장·항문","SEB446","","133900","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-복부 초음파-항문","SEB447","","111580","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-비뇨기계 초음파-신장·부신·방광","SEB448","","100190","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-비뇨기계 초음파-신장·부신","SEB449","","90540","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-비뇨기계 초음파-신장·부신","SEB44901","","99600","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-비뇨기계 초음파-방광","SEB450","","81680","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-남성생식기 초음파-전립선·정낭","SEB451","","117520","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-남성생식기 초음파-전립선·정낭(경복부로 실시)","SEB452","","65340","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-남성생식기 초음파-음경","SEB45301","","101570","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-남성생식기 초음파-음낭","SEB454","","92340","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-여성생식기 초음파-일반","SEB455","","105680","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-여성생식기 초음파-일반-자궁내 생리식염수 주입","SEB456","","135180","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","복부-여성생식기 초음파-정밀","SEB457","","154850","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-관절 초음파-손가락(편측)","SEB461","","66400","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-관절 초음파-발가락(편측)","SEB462","","66400","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-관절 초음파-주관절(편측)","SEB463","","73150","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-관절 초음파-슬관절(편측)","SEB464","","73150","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-관절 초음파-고관절(편측)","SEB465","","91600","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-관절 초음파-견관절(편측)","SEB466","","91600","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-관절 초음파-손목관절(편측)","SEB467","","91600","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-관절 초음파-발목관절(편측)","SEB468","","91600","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-관절 초음파-류마티스 질환에 의한 다발성 관절염","SEB469","","142110","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-연부조직 초음파-일반","SEB470","","66400","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","근골격, 연부-연부조직 초음파-정밀","SEB471","","85300","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-뇌혈류 초음파","SEB481","","131840","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-두개외 혈관 도플러 초음파-경동맥","SEB482","","112540","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-두개외 혈관 도플러 초음파-기타 동맥","SEB483","","59070","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-사지혈관 도플러 초음파-상지-동맥","SEB484","","90670","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-사지혈관 도플러 초음파-상지-정맥","SEB485","","90670","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-사지혈관 도플러 초음파-동정맥루의 혈류 및 협착 측정","SEB486","","46670","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-사지혈관 도플러 초음파-하지-동맥","SEB487","","143580","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-사지혈관 도플러 초음파-하지-정맥","SEB488","","143580","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-사지혈관 도플러 초음파-하지 정맥류 검사","SEB489","","161260","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","혈관-대동맥 도플러 초음파","SEB490","","87460","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","신경-중추신경계 초음파-경천문 뇌","SEB501","","201650","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","신경-중추신경계 초음파-척수","SEB502","","201650","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","신경-말초신경 초음파(편측)","SEB503","","60140","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","신경-말초신경 초음파-사지신경 종합 검사","SEB504","","156880","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","임산부-제1삼분기-일반","SEB511","","82750","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","초음파 검사료","임산부-제1삼분기-일반-임신 여부만 확인","SEB512","","56140","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","내시경","진정내시경 환자관리료 Ⅳ","SEA004","","168300","","","N","N","기본기관지경검사, ERCP 경유두적담(췌)관경검사"
"대전","내시경","진정내시경 환자관리료 Ⅲ","SEA003","","121700","","","N","N","결장경, 담도경, ERCP 내시경적역행성 담췌관조영술"
"대전","내시경","진정내시경 환자관리료 Ⅱ","SEA002","","79410","","","N","N","상부소화관내시경검사"
"대전","내시경","진정내시경 환자관리료 Ⅰ","SEA001","","54740","","","N","N","직장, S상 결장경 검사"
"대전","초음파 검사료","복부-남성생식기 초음파-음경","SEB453","","92340","","","N","N","급여 인정기준 외 실시한경우 비급여"
"대전","뇌","뇌-일반-촬영료,판독료 등","HI101+HJ101","","","367190","388960","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","뇌","뇌-조영제 주입 전·후 촬영 판독-촬영료 등","HI201+HJ201","","","487000","515940","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","특수검사","확산-기본검사와동시실시","HF201","","124910","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","분광영상-기본검사와동시실시","HF203","","133520","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","관류[3차원자기공명영상포함]-기본검사와동시실시","HF202","","194510","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","확산","HF101","","225070","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","분광영상","HF103","","226030","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","관류[3차원자기공명영상포함]","HF102","","344860","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","영화 [기본검사 및 3차원자기공명영상 포함]","HF104","","506530","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","Dynamic [기본검사 포함]","HF105","","397900","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","특수검사","기능적 [기본검사 및 3차원자기공명영상 포함]","HF107","","580770","","","N","N","급여 인정기준 외 실시한 경우 비급여"
"대전","혈관[동맥 또는 정맥]","경부혈관-조영제 주입 전·후 촬영 판독-촬영료& 판독료 등","HI236+HJ236","","","530330","561870","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
"대전","혈관[동맥 또는 정맥]","경부혈관-일반-촬영료 등","HI136+HJ136","","","399830","420260","N","N","전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)"
