병원,분류,명칭,코드,비용,최저비용,최고비용,치료재료대,약제비포함여부,특이사항
대전,행위료,수관절-조영제주입전·후 촬영판독,RMHE217,470000,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여
대전,행위료,고관절-조영제주입전·후 촬영판독,RMHE218,470000,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여
대전,행위료,천장골관절-조영제주입전·후 촬영판독,RMHE219,470000,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여
대전,행위료,슬관절-조영제주입전·후 촬영판독,RMHE220,470000,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여
대전,행위료,발목관절-조영제주입전·후 촬영판독,RMHE221,470000,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여
대전,행위료,관절외상지-조영제주입전·후 촬영판독,RMHE222,470000,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여
대전,행위료,관절외하지-조영제주입전·후 촬영판독,RMHE223,470000,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여
대전,행위료,사지혈관-조영제주입전·후 촬영판독,RMHE239,400000,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,확산,RMHF101,220650,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,관류[3차원자기공명영상포함],RMHF102,338090,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,분광영상,RMHF103,221610,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,영화 [기본검사 및 3차원자기공명영상 포함],RMHF104,496580,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,Dynamic [기본검사 포함],RMHF105,390080,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,이중조영,HF106,450000,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,기능적 [기본검사 및 3차원자기공명영상 포함] ,RMHF107,569370,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,확산-기본검사와동시실시,RMHF201,122460,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,관류[3차원자기공명영상포함]-기본검사와동시실시,RMHF202,169690,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,분광영상-기본검사와동시실시,RMHF203,130890,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,척추-표준영상 범위 외 맥동파순서열을 추가 촬영한 경우-1개 추가,RMHH001,62720,,,,,
대전,행위료,척추-표준영상 범위 외 맥동파순서열을 추가 촬영한 경우-2개 추가,RMHH002,125440,,,,,
대전,행위료,척추-표준영상 범위 외 맥동파순서열을 추가 촬영한 경우-3개 추가,RMHH003,156810,,,,,
대전,행위료,"뇌-일반-촬영료,판독료 등",RMHI101+RMHJ101,,361240,382590,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,안면-일반-촬영료  판독료 등,RMHI103+RMHJ103,,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,부비동-일반-촬영료  판독료 등,RMHI104+RMHJ104,,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,"안와-일반-촬영료, 판독료  등",RMHI105+RMHJ105,,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,"측두골-일반-촬영료,판독료 등",RMHI106+RMHJ106,,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,"측두하악관절-일반-촬영료,판독료 등",RMHI107+RMHJ107,,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,경부-일반-촬영료 판독료 등,RMHI108+RMHJ108,,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,경추-일반-촬영료 등,"RMHI10902, RMHI10903",,373360,395320,,,전송비용(금액) 포함 &  급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파순서열 1개 추가 촬영 포함.
대전,행위료,흉추-일반-촬영료 등,"RMHI11002, RMHI11003",,373360,395320,,,전송비용(금액) 포함 &  급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파순서열 1개 추가 촬영 포함.
대전,행위료,요천추-일반-촬영료 등,"RMHI11102, RMHI11103",,373360,395320,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파순서열 1개 추가 촬영 포함.
대전,행위료,복부-일반-촬영료 등,RMHI127_RMHJ127,,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,골반-일반-촬영료 등,RMHI128+RMHJ128,,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이)
대전,행위료,췌장-일반-촬영료 등,RMHI129+RMHJ129,,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이)
대전,행위료,신장 및 부신-일반-촬영료 등,RMHI130+RMHJ130,,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,간-일반-촬영료 등,RMHI132+RMHJ132,,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,담췌관-일반-촬영료 등,RMHI133+RMHJ133,,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,전립선-일반-촬영료 등,RMHI134+RMHJ134,,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,뇌혈관-일반-촬영료 및 판독료 등,RMHI135+ RMHJ135,,393230,416480,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,경부혈관-일반-촬영료 등,RMHI136+RMHJ136,,393230,416480,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,뇌-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI201+RMHJ201,,478690,507050,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,안면-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI203+RMHJ203,,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,부비동-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI204+RMHJ204,,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,안와-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI205+RMHJ205,,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,측두골-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI206+RMHJ206,,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,측두하악관절-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI207+RMHJ207,,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,경부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI208+ RMHJ208,,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,경추-조영제 주입 전·후 촬영 판독-촬영료 등,"RMHI20902,RMHI20903",,491960,521130,N,N,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파추가 미포함
대전,행위료,흉추-조영제 주입 전·후 촬영 판독-촬영료 등,"RMHI21002, RMHI21003",,491960,521130,N,N,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파추가 미포함
대전,행위료,요천추-조영제 주입 전·후 촬영 판독-촬영료 등,"RMHI21102, RMHI21103",,491960,521130,N,N,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파추가 미포함
대전,행위료,복부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI227+RMHJ227,,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,골반-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI228+RMHJ228,,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이)
대전,행위료,췌장-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI229+RMHJ229,,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이)
대전,행위료,신장 및 부신-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI230_RMHJ230,,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,음낭 및 음경-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI231+RMHJ231,,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,간-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI232+RMHJ232,,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,전립선-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI234+RMHJ234,,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,뇌혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI235+RMHJ235,,521170,552100,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,경부혈관-조영제 주입 전·후 촬영 판독-촬영료& 판독료 등,RMHI236+RMHJ236,,521170,552100,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)
대전,행위료,도수치료,FZ00400,60000,,,,,
대전,행위료,증식치료 사지관절부위,FZ01301,50000,,,,,
대전,행위료,증식치료 척추부위,FZ01302,50000,,,,,
대전,행위료,언어치료,SZ03402-SZ03401,,10000,25000,,,
대전,행위료,비침습적 무통증 신호요법,FZ02200,100000,,,,,
대전,행위료,안구운동 민감소실 및 재처리요법,NZ005,150000,,,,,
대전,행위료,하지정맥류 고주파정맥내막폐쇄술 [양측],HZGS00100B,1300000,,,N,,
대전,행위료,하지정맥류 고주파정맥내막폐쇄술 [편측],HZGS00100A,800000,,,N,,
대전,행위료,레이저정맥폐쇄술[유도료 포함],OZ304,1000000,,,Y,,
대전,제증명수수료,영문 등 외국어 일반진단서,AQA02201,15000,,,,,
대전,제증명수수료,일반진단서,AQA01601,10000,,,,,
대전,제증명수수료,근로능력평가용진단서(1부),AQA02801,10000,,,,,
대전,제증명수수료,일반 채용신체검사서(1부),AW400602,30000,,,,,
대전,제증명수수료,상해 진단서(3주미만),AQA01001,50000,,,,,
대전,제증명수수료,상해 진단서(3주이상),AQA01003,100000,,,,,
대전,제증명수수료,사망진단서,AQA00501,10000,,,,,
대전,제증명수수료,사체검안서,AQA00801,30000,,,,,
대전,제증명수수료,사산(사태)증명서,AQA00701,2000,,,,,
대전,제증명수수료,장애진단서,AQA02002,15000,,,,,
대전,제증명수수료,장애정도 심사용 진단서(신체적장애),AQA01301,15000,,,,,
대전,제증명수수료,장애정도 심사용 진단서(정신적장애),AQA01304,40000,,,,,
대전,제증명수수료,후유 장애 진단서 (1부),AQA02701,100000,,,,,
대전,제증명수수료,병사용 진단서,AQA00301,20000,,,,,
대전,제증명수수료,입퇴원확인서,AQA01701,3000,,,,,
대전,제증명수수료,통원확인서[병명 미기재],AQA02601,1000,,,,,
대전,제증명수수료,통원확인서[병명 기재],AQA02602,3000,,,,,
대전,제증명수수료,진료확인서 [1부],AQA02401,3000,,,,,
대전,제증명수수료,국민연금장애심사용 진단서,AQA00101,6000,,,,,
대전,제증명수수료,진료기록영상(CD)-PACS영상(COPY),AQF00101,5000,,,,,
대전,제증명수수료,진료기록사본 매당 (기본5부) ,AQB00101,1000,,,,,
대전,제증명수수료,"진료기록사본(6매이상, 매당)",AQB00102,100,,,,,
대전,제증명수수료,향후 진료비추정서(천만원미만),AQA02301,50000,,,,,
대전,제증명수수료,향후 진료비추정서(천만원이상),AQA02303,100000,,,,,
대전,제증명수수료,제증명료 사본,AQW01200,1000,,,,,
대전,제증명수수료,장애자증명서(1부),AQA01901,1000,,,,,
대전,행위료,체외충격파치료[근골격계질환],HZRM00200,,70000,140000,,,
대전,행위료,경피적 경막외강 신경성형술,SZ634,1338624,,,,,재료대 포함
대전,행위료,경피적 풍선확장 경막외강 신경성형,SZ6410000,1092000,,,,,재료대 포함
대전,행위료,크라운-Zirconia,atACT000009,550000,,,,,
대전,행위료,입원료(1인실:병실차액),A2Z00201,70000,,,,,호스피스병동
대전,행위료,입원료(특별병실:병실차액),A2Z0010101,150000,,,,,
대전,행위료,1인실,A2Z0010202,183880,,,,,
대전,행위료,특실,A2Z0010102,,237590,281390,,,
대전,행위료,입원료(1인실:병실차액)-1세미만,A2Z0010209,201390,,,,,
대전,행위료,세포병리검사-액상세포검사(자궁질세포병리검사),PWC5624,46890,,,,,
대전,행위료,눈의계측검사(편측)레이저 간섭계 이용,SE7801,50000,,,,,
대전,행위료,Nicotine 정량,LZW0046,7305,,,,,
대전,행위료,신체검사용 약물(마약)검사 [COC] 코카인,LZ00103,6000,,,,,
대전,행위료,올리고머화 아밀로이드베타,LZW0061,93070,,,,,
대전,행위료,신체검사용 약물(마약)검사 [THC] 대마,LZ00106,6000,,,,,
대전,행위료,신체검사용 약물(마약)검사 [OPI] 아편,LZ00105,6000,,,,,
대전,행위료,TBPE(신체검사용 약물(마약)검사),LXL91316,6000,,,,,
대전,행위료,신체검사용 약물(마약)검사 [MET] 필로폰,LZ00104,6000,,,,,
대전,행위료,인플루엔자바이러스 A&B  PCR [실시간 중합효소연쇄반응],LWCZ996,48401,,,,,
대전,행위료,Chromosomal(양수),LWZ0014,443540,,,,,
대전,행위료,호흡기바이러스 PCR 15종,LWCZ994,40275,,,,,
대전,행위료,SARS-CoV-2 항원검사[일반면역검사]-간이검사,LZ01000,25000,,,,,
대전,행위료,신경인지기능검사-전두엽 및 고위인지기능검사-카테고리검사,FZ057,22675,,,,,수가종료
대전,행위료,신경인지기능검사-지각 및 시공간능력검사-구성능력검사,FZ046,20000,,,,,수가 종료 (별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-지각 및 시공간능력검사-인식력검사[시각],FZ051,22750,,,,,(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-지각 및 시공간능력검사-좌-우 구분검사,FZ045,20000,,,,,수가종료 (별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-각성도 및 주의력검사-경계력검사 [시각],FZ021,25000,,,,,(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-각성도 및 주의력검사-경계력검사[청각],FZ022,25000,,,,,수가 종료 (별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-각성도 및 주의력검사-기호잇기검사,FZ024,15000,,,,,(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-각성도 및 주의력검사-무시증후군검사,FZ023,25000,,,,,수가종료
대전,행위료,신경인지기능검사-각성도 및 주의력검사-숫자-기호바꾸기검사,FZ025,15000,,,,,수가종료
대전,행위료,신경인지기능검사-각성도 및 주의력검사-연속수행력검사 [시각],FZ011,30000,,,,,수가종료 (별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-각성도 및 주의력검사-연속수행력검사 [청각],FZ012,30000,,,,,(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-감각운동협응검사-손잡이검사,FZ055,13000,,,,,수가종료 (별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-전두엽 및 고위인지기능검사-실행증검사,FZ064,18000,,,,,수가종료
대전,행위료,신경인지기능검사-전두엽 및 고위인지기능검사-스트룹검사,FZ060,20000,,,,,(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-전두엽 및 고위인지기능검사-보속성검사,FZ063,18000,,,,,수가종료(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-전두엽 및 고위인지기능검사-논리적 사고력검사,FZ056,25000,,,,,수가종료 (별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-언어능력검사-성인 진단적 이해력검사,FZ039,20000,,,,,수가종료 (별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-언어능력검사-보스톤 사물이름대기검사,FZ041,30000,,,,,수가종료 (별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-언어능력검사-단어 유창성검사,FZ040,15000,,,,,(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-기억력검사-홉킨스 언어학습검사,FZ034,35000,,,,,수가종료
대전,행위료,신경인지기능검사-기억력검사-캘리포니아 언어학습검사,FZ033,25000,,,,,(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-기억력검사-자서전적 기억평가면접,FZ036,30000,,,,,
대전,행위료,신경인지기능검사-기억력검사-웩슬러 기억 평정척도,FZ037,45363,,,,,(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-기억력검사-단기기억력검사[시각],FZ031,25000,,,,,(별표)신경인지 기능검사 반영
대전,행위료,신경인지기능검사-기억력검사-단기기억력검사,FZ032,25000,,,,,(별표)신경인지 기능검사 반영
대전,행위료,안과/인공수정체도수검사 IOL Master(편측),SZ04000A,50000,,,,,
대전,행위료,(정밀)체성분 분석검사,SZ05300,15000,,,,,
대전,행위료,항MAG항체,LWZ0004,26333,,,,,
대전,행위료,인유두종바이러스 유전자형 검사[DNA Microarray 법],C5959,55150,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,"유전자 돌연변이검사[기타 검사]-유전자명별-JAK2 유전자, V617F 돌연변이[대립유전자특이중합효소연쇄반응법]",CZ818,19984,,,,,
대전,행위료,중합효소연쇄반응-HPV(인유두종바이러스),C5956,32820,,,,,급여 인정기준 외 실시한 경우 비급여
대전,행위료,요천추-흉추와 동시 촬영-조영제 주입 전·후 촬영판독,HE213,705000,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여
대전,행위료,"척추강-경추, 흉추, 요천추와 동시 촬영-조영제 주입 전·후 촬영판독",HE214,705000,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여
대전,행위료,프리베나 13주(폐렴구균)  0.5ml/vial (한국화이자),MPVENAR13,90000,,,,,
대전,행위료,전산화 인지재활치료 ,FZ01600,35000,,,,,
대전,행위료,균형훈련,FZ00200,8000,,,,,
대전,행위료,균형검사,FZ00100,10000,,,,,
대전,행위료,광치료,GZ00700,15000,,,,,
대전,행위료,시아노아크릴레이트를 이용한 복재정맥 폐색술(유도료 포함) [편측],HZOZ00303,1000000,,,N,,
대전,행위료,여드름 치료(대),HZDE02301,10000,,,,,부가가치세 별도
대전,행위료,여드름 치료(소),HZDE02303,3000,,,,,부가가치세 별도
대전,행위료,여드름 치료(중),HZDE02302,5000,,,,,부가가치세 별도
대전,행위료,메조테라피 (mesotherapy) 1회당,HZFM00100,14000,,,,,
대전,행위료,박피술 [화학] [대],HZDE01901,100000,,,,,
대전,행위료,박피술 [화학] [소],HZDE01903,30000,,,,,
대전,행위료,박피술 [화학] [중],HZDE01902,50000,,,,,
대전,행위료,사마귀제거 [대]사마귀 3개 이상인 경우 산정,HZDE02201,10000,,,,,
대전,행위료,사마귀제거 [소]사마귀 3개 미만인 경우 산정,HZDE02202,5000,,,,,
대전,행위료,"기미,주근깨,점 제거술[대]-Size 0.4cm 이상",HZDE00101,30000,,,,,부가가치세 별도
대전,행위료,"기미,주근깨,점 제거술[소]-Size 0.2cm 이하",HZDE00103,10000,,,,,부가가치세 별도
대전,행위료,"기미,주근깨,점 제거술[소]-Size 0.3cm",HZDE00102,20000,,,,,부가가치세 별도
대전,행위료,IPL (얼굴전체) - 비급여,HZDE00501,300000,,,,,부가가치세 별도
대전,행위료,IPL (이마제외 얼굴전체) - 비급여,HZDE00502,200000,,,,,부가가치세 별도
대전,행위료,IPL (코주변만) - 비급여,HZDE00503,100000,,,,,부가가치세 별도
대전,행위료,IPL (허벅지 양측-제모) - 비급여,HZDE01400B,300000,,,,,수가종료  부가가치세별도
대전,행위료,Bleomycin 병변내 주입(대)-비급여,HZDE02001,10000,,,,,
대전,행위료,Bleomycin 병변내 주입(소)-비급여,HZDE02101,5000,,,,,
대전,행위료,풍선확장 기능을 포함한 경막외강 내 유착부위 박리시술,HZNS00700,938624,,,,,재료대 포함
대전,행위료,추간판내고주파열치료술(IDET),HZOS00200,2297688,,,,,재료대 포함 (재료대:1597688원)
대전,행위료,추간판내고주파열응고술(Nucleoplasty),HZOS00100,2297688,,,,,재료대 포함 ( 재료대-->1597688원)
대전,행위료,코골음성형술 [단순]비급여(구개수/구개만실시),HZEN00501,200000,,,,,
대전,행위료,코골음성형술 [복잡]비급여(구개수/구개[인두포함,HZEN00502,400000,,,,,
대전,행위료,음경 이물질 제거술 B,HZUR00502,1500000,,,,,
대전,행위료,음경 이물질 제거술 C(flap 또는 graft를 한 경우에,HZUR00503,2000000,,,,,
대전,행위료,음경바셀린종제거술 [대],HZUR00601,700000,,,,,
대전,행위료,음경바셀린종제거술 [소],HZUR00602,400000,,,,,
대전,행위료,음경보형물 교정술,HZUR00700,1000000,,,,,
대전,행위료,음경보형물 삽입술 A(굽은형 보형물),HZUR00801,1500000,,,,,
대전,행위료,음경보형물 삽입술 B(팽창형(2-piece)인 경우에 산정,HZUR00802,1500000,,,,,
대전,행위료,음경보형물 삽입술 C(팽창형(3-piece)인 경우에 산정,HZUR00803,4000000,,,,,
대전,행위료,음경주사 Test-비급여,HZUR00900,5000,,,,,
대전,행위료,음경확대술(이백만)-비급여,HZUR01001,2000000,,,,,
대전,행위료,3MIX(Papa+Regi+Car20ug),HZUR00100,20000,,,,,
대전,행위료,정관복원술(오십만)-비급여,HZUR01200,500000,,,,,수가종료
대전,행위료,정관절제술 [결찰술],HZUR01300,200000,,,,,
대전,행위료,음경 이물질 제거술 A,HZUR00501,1000000,,,,,
대전,행위료,포경수술(환상절개) 비급여,HZUR01801,200000,,,,,
대전,행위료,포경수술(배면절개) 비급여,HZUR01800,150000,,,,,
대전,행위료,파라핀 제거술 C(침범범위가 total 인 경우에 산정,HZUR01703,1500000,,,,,
대전,행위료,파라핀 제거술 B(침범범위가 1/2 인 경우에 산정,HZUR01702,1000000,,,,,
대전,행위료,파라핀 제거술 A(침범범위가 proximal 인 경우 산정,HZUR01701,600000,,,,,
대전,행위료,굴곡음경교정 수술(백만)-비급여,HZUR00300,1000000,,,,,
대전,행위료,조루증 수술(오십만)-비급여,HZUR01400,500000,,,,,
대전,행위료,고환삽입술-비급여,HZUR00200,500000,,,,,
대전,행위료,조루증 수술-음경배부신경차단술(구십만)-비급여,HZUR01500,900000,,,,,
대전,행위료,소음순절제술(성형목적),HZOG00400,50000,,,,,
대전,행위료,자궁내장치 [IUD] 재료대 별도산정,HZOG00800,30000,,,,,
대전,행위료,질 및 회음부 성형술 [소],HZOG01003,400000,,,,,
대전,행위료,질 및 회음부 성형술 [대] 비급여,HZOG01001,500000,,,,,
대전,행위료,(비급여) 미레나 삽입술,HZOG00200,90000,,,,,
대전,행위료,(비급여) 난관 결찰술,HZOG00100,300000,,,,,
대전,행위료,충수절제술 비급여(Incidental Appendectomy),HZOG01100,100000,,,,,수가종료
대전,행위료,"보호자식대(일반식,1식)",WZ00100,6000,,,,,
대전,행위료,"보호자식대(공기밥,1개)",WZ00200,1000,,,,,
대전,행위료,"CAD-CAM Ceramic crown,임플란트용(simple), G 캐드캠 세라믹 크라운,임플란트용(단순)",JP0117G,700000,,,Y,,
대전,행위료,Composite resin filling (light curing) 광중합 복합 레진 충전,JM0001T,80000,,,,,
대전,행위료,Cornus Denture [내관 & 외관],JM0052T,500000,,,,,
대전,행위료,"Crown, Gold - Pt, G　주조금관, 백금합금",JP0120G,460000,,,Y,,골드함량 72%
대전,행위료,"Crown, Laminate veneer, G 전부도재관, 순면버니어",JP0013G,400000,,,Y,,
대전,행위료,"Crown, Maryland, Prec., G 금주조관, 메리랜드, 귀금속",JP0015G,370000,,,Y,,
대전,행위료,"Crown, Maryland, non-Prec., G 주조관, 메리랜드, 비귀금속",JP0014G,290000,,,Y,,
대전,행위료,"Crown, Metal, G 주조관, N-C 합금",JP0004G,250000,,,Y,,
대전,행위료,"Crown, PFG, A, G 도재소부전장관, 귀금속, A",JP0008G,520000,,,Y,,
대전,행위료,"Crown, PFG, B, G 도재소부전장관, 귀금속, B",JP0009G,450000,,,Y,,
대전,행위료,"Crown, PFM, A, G 도재소부전장관, 비귀금속, A",JP0006G,370000,,,Y,,
대전,행위료,"Crown, PFM, B, G 도재소부전장관, 비귀금속, B",JP0007G,350000,,,Y,,
대전,행위료,"Crown, Palladium, G 주조금관, Pd 합금",JP0003G,350000,,,Y,,골드함량 46%
대전,행위료,"Crown, all ceramic, G 전부도재관, 전세라믹",JP0012G,470000,,,Y,,
대전,행위료,"Crown, collarless PFG, G 도재소부전장관, 무깃, 귀금속",JP0011G,520000,,,Y,,
대전,행위료,"Crown, collarless PGF, Tre, 도재소부전장관, 무깃, 비귀금속",JP0010G,380000,,,Y,,
대전,행위료,"Definitive obturator, metal base, G 최종폐쇄장치",JP0050G,1500000,,,Y,,
대전,행위료,"Denture repair, complex 의치수리, 복잡",JM0009T,100000,,,,,
대전,행위료,"Denture repair, simple 의치수리, 단순",JM0008T,50000,,,,,
대전,행위료,"Direct denture reline, complex 의치 직접 이장술, 복잡",JM0011T,150000,,,,,
대전,행위료,"Direct denture reline, simple 의치 직접 이장술, 단순",JM0010T,100000,,,,,
대전,행위료,Direct denture soft reline 탄성 의치상 이장술,JM0012T,50000,,,,,
대전,행위료,"Dx of implant, complex 치아 매식 진단료, 복잡",JM0029T,100000,,,,,
대전,행위료,"Dx of implant, simple 치아 매식 진단료, 단순",JM0028T,50000,,,,,
대전,행위료,"ERA,1ea, G",JP0111G,280000,,,Y,,
대전,행위료,"Endura resin, ant. Teeth, Mat 경질 레진 전치 [재료]",JK0012M,20000,,,,,
대전,행위료,"Endura resin, post. Teeth, Mat 경질 레진 구치 [재료]",JK0013M,30000,,,,,
대전,행위료,Esthetic resin filling 심미 레진 충전 미용 목적 시술시 국비/감면 환자 공히 전액 본인부담,JM0002T,250000,,,,,
대전,행위료,"F.D., Immediate, mesh, G 즉시총의치,망사",JP0047G,600000,,,Y,,
