상태,대분류,중분류,소분류,항목코드,항목명칭,의료기관사용코드,의료기관사용명칭,구분,비용,최저비용,최고비용,치료재료대포함여부,약제비포함여부,특이사항,최종변경일,고지시작일,고지종료일,등록일
고지중,치료재료대,추간판내 고주파 열치료술,,BF0201GT,양극성 겸자(CVG101),BF0201GT,양극성 겸자(CVG101),,1580000,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,추간판내 고주파 열치료술,,BF0201SH,일회용 발 조절식 전기수술기용 전극,BF0201SH,일회용 발 조절식 전기수술기용 전극,,1597688,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,추간판내 고주파 열치료술,,BF0202SH,YES C DISC,BF0202SH,YES C DISC,,1597688,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,고주파 설근부 축소술용,,BI0601AD,COBLATION REFLEX ULTRA WAND,BI0601AD,COBLATION REFLEX ULTRA WAND,,399604,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,고주파 정맥내막폐쇄요법용,,BJ4301DU,VNUS CLOSURE FAST,BJ4301DU,VNUS CLOSURE FAST,,880000,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,정맥류제거용,,BJ4311CC,레이저식혈관성형술용카테터,4011200101,Laser Fiber,,159500,,,,,,2022-03-21,2021-07-09,9999-12-31,2022-06-22
고지중,치료재료대,시아노아크릴레이트를 이용한 복재정맥 폐색술용,,BJ4321DU,VENASEAL CLOSURE SYSTEM,5080100096,VENASEAL CLOSURE SYSTEM,,1639000,,,,,,,2023-02-21,9999-12-31,2023-02-21
고지중,치료재료대,혈관내영상카테타,,BJ4504JT,EAGLE EYE IVUS CATHETER,BJ4504JT,EAGLE EYE IVUS CATHETER,,1419834,,,,,,2023-06-01,2020-02-04,9999-12-31,2023-05-31
고지중,치료재료대,혈관내영상카테타,,BJ4506JT,REFINITY ST ROTATIONAL IVUS CATHETER,atMDS000001,REFINITY ST ROTATIONAL IVUS CATHETER,,1419829,,,,,,2023-06-01,2020-10-07,9999-12-31,2023-05-31
고지중,치료재료대,풍선확장 경막외강 유착박리술용,,BJ4801NX,ASAN-ZINEU BALLOON CATHETER,4012600113,ASAN-ZINEU BALLOON CATHETER,,792000,,,,,,,2023-03-22,9999-12-31,2023-03-22
고지중,치료재료대,경막외강 신경박리술용,,BJ4801RA,ST REED,BJ4801RA,ST REED,,489832,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,내시경적 경막외강 신경근성형술용,,BJ4802ZO,VIDEOGUIDED CATHETER,BJ4802ZO,VIDEOGUIDED CATHETER,,1470000,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,경막외강 신경박리술용,,BJ4803GZ,EPISOL,BJ4803GZ,EPISOL,,638624,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,경막외강 신경박리술 및 감압 신경성형술용,,BJ4804XU,BIOVISION 1.7 KIT ,BJ4804XU,BIOVISION 1.7 KIT,,700000,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,압박고정용 (탄력반창고),,BK7005AR,ELATEX,BK7005AR,ELATEX,,20817,,,,,,2022-02-10,2020-02-04,9999-12-31,2022-06-22
고지중,치료재료대,자착성(탄력)붕대,,BK7101EA,3M COBAN SELF-ADHERENT WRAP,BK7101EA,3M COBAN SELF-ADHERENT WRAP,,1700,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,자착성(탄력)붕대,,BK7101IK,CEB IDEAL COHESIVE,BK7101IK,CEB IDEAL COHESIVE,,13950,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,자착성(탄력)붕대,,BK7111DQ,PEHAHAFT LATEX FREE,BK7111DQ,PEHAHAFT LATEX FREE,,,5000,25500,,,"4cm,6cm,8cm,10cm.,12cm",,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,OSTOMY용 ACCESSORY,,BL3001BQ,CONVACARE PROTECTIVE BARRIER WIPES,BL3001BQ,CONVACARE PROTECTIVE BARRIER WIPES,,334,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,OSTOMY용 ACCESSORY,,BL3006BQ,ESENTA SKIN BARRIER WIPE,3011400073,ESENTA SKIN BARRIER WIPE,,570,,,,,,,2022-10-20,9999-12-31,2022-10-20
고지중,치료재료대,상처고정 및 보호용,,BM2001JQ,텐드라메피텔,BM2001JQ,텐드라메피텔,,,5280,17600,,,"7.5*10cm,10*18cm,5*7.5cm",,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,창상피복재,,BM2201IE,NASOPORE,BM2201IE,NASOPORE,,128040,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,피부보호제,,BM3001RQ,NDA PLUS,BM3001RQ,NDA PLUS,,34000,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,피부보호제(구강연조직 처치시 행위료포함),,BM5001HP,ZEROID INTENSIVE CREAM MD,3011300139,제로이드 크림 160ml,,37800,,,,,,,2022-06-22,9999-12-31,2022-06-22
고지중,치료재료대,피부보호제(구강연조직 처치시 행위료포함),,BM5001HP,ZEROID INTENSIVE CREAM MD,3011300069,제로이드인텐시브크림 80ml,,22000,,,,,,,2016-05-20,9999-12-31,2022-06-22
고지중,치료재료대,피부보호제,,BM5001HP,ZEROID INTENSIVE CREAM MD,BM5001HP,ZEROID INTENSIVE CREAM MD,,22000,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,피부보호제(구강연조직 처치시 행위료포함),,BM5002HP,ZEROID INTENSIVE LOTION MD,3011300138,제로이드 로션 300ml,,37800,,,,,,,2022-06-22,9999-12-31,2022-06-22
고지중,치료재료대,피부보호제(구강연조직 처치시 행위료포함),,BM5002HP,ZEROID INTENSIVE LOTION MD,3011300079,제로이드인텐시브로션 200ml,,26400,,,,,,,2016-05-20,9999-12-31,2022-06-22
고지중,치료재료대,피부보호제,,BM5002HP,ZEROID INTENSIVE LOTION MD,BM5002HP,ZEROID INTENSIVE LOTION MD,,26400,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,드레싱 고정류,,BM5101LX,3M SOFT CLOTH WITH LINER,BM5101LX,3M SOFT CLOTH WITH LINER,,5080,,,,,,,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,동종진피(IMPLANT용-유방재건술용 제외),,BTS01019,MEGADERM,BTS01019,MEGADERM,,,89559,109461,,,"10*20 , 15*25mm",,2020-02-04,9999-12-31,2022-02-09
고지중,치료재료대,동종진피(IMPLANT용-유방재건술용 제외),,BTS01314,"SUREDERM (슈어덤), SUREDERM UROMAX (슈어덤 유로맥스)",BTS01314,SUREDERM,,,220000,1500000,,,,2023-05-18,2020-02-04,9999-12-31,2023-05-31
고지중,행위료,검사료,감염증 기타검사,CZ394,인플루엔자 A·B 바이러스항원검사 [현장검사],LZ00900,인플루엔자 A·B 바이러스항원검사 [현장검사],,25000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,감염검사,D6620,SARS-CoV-2 항원검사 [일반면역검사]-간이검사,LZ01000,SARS-CoV-2 항원검사 [일반면역검사]-간이검사,,25000,,,,,,2022-07-27,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,시기능검사,E7800,눈의 계측검사[편측]-초음파 이용,SE7800,눈의 계측검사 [편측] - 초음파 이용,,50000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,시기능검사,E7801,눈의 계측검사[편측]-레이저 간섭계 이용,SE7801,눈의 계측검사 [편측] - 레이저 간섭계 이용,,50000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,내시경,EA001,진정내시경 환자관리료 Ⅰ ,SEA001,진정내시경 환자관리료 Ⅰ,,57250,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,내시경,EA002,진정내시경 환자관리료 Ⅱ,SEA002,진정내시경 환자관리료 Ⅱ,,83060,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,내시경,EA003,진정내시경 환자관리료 Ⅲ,SEA003,진정내시경 환자관리료 Ⅲ,,127280,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,내시경,EA004,진정내시경 환자관리료 Ⅳ,SEA004,진정내시경 환자관리료 Ⅳ,,176030,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB401,단순초음파(Ⅰ),SEB401,단순초음파-Ⅰ,,16580,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB402,단순초음파(Ⅱ),SEB402,단순초음파-Ⅱ,,33150,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB411,두경부-안 초음파-안구,SEB411,두경부-안 초음파-안구,,97810,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB412,두경부-안 초음파-안와,SEB412,두경부-안 초음파-안와,,97810,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB414,두경부-경부 초음파-갑상선·부갑상선,SEB414,두경부-경부 초음파-갑상선·부갑상선,,98180,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB415,두경부-경부 초음파-갑상선·부갑상선 제외한 경부,SEB415,두경부-경부 초음파-갑상선·부갑상선 제외한 경부,,98180,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB416,두경부-비·부비동 초음파,SEB416,두경부-비·부비동 초음파,,64850,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB421,흉부-유방·액와부 초음파-일반,SEB421,흉부-유방·액와부 초음파,,132300,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB422,"흉부-흉벽, 흉막, 늑골 등 초음파",SEB422,흉부-유방·액와부 제외한 흉부 초음파,,91500,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB430,심장-선천성 심질환 경흉부 심초음파,SEB430,심장-선천성 심질환 경흉부 심초음파,,113180,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB431,심장-경흉부 심초음파-단순,SEB431,심장-경흉부 심초음파-단순,,119500,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB432,심장-경흉부 심초음파-일반,SEB432,심장-경흉부 심초음파-일반,,188620,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB433,심장-경흉부 심초음파-전문,SEB433,심장-경흉부 심초음파-전문,,275040,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB434,심장-부하 심초음파-약물부하,SEB434,심장-부하 심초음파-약물부하,,556340,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB435,심장-부하 심초음파-운동부하,SEB435,심장-부하 심초음파-운동부하,,528980,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB436,심장-태아정밀 심초음파,SEB436,심장-태아정밀 심초음파,,413300,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB441,복부-복부 초음파-간·담낭·담도·비장·췌장-일반,SEB441,복부-복부 초음파-간·담낭·담도·비장·췌장-일반,,130270,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB442,복부-복부 초음파-간·담낭·담도·비장·췌장-정밀,SEB442,복부-복부 초음파-간·담낭·담도·비장·췌장-정밀,,193470,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB443,복부-복부 초음파-충수,SEB443,복부-복부 초음파-충수,,118910,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB444,복부-복부 초음파-소장·대장,SEB444,복부-복부 초음파-소장·대장,,119010,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB445,복부-복부 초음파-서혜부,SEB445,복부-복부 초음파-서혜부,,82160,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB446,복부-복부 초음파-직장·항문,SEB446,복부-복부 초음파-직장·항문,,140050,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB447,복부-복부 초음파-항문 ,SEB447,복부-복부 초음파-항문,,116700,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB448,복부-비뇨기계 초음파-신장·부신·방광,SEB448,복부-비뇨기계 초음파-신장·부신·방광,,104800,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB449,복부-비뇨기계 초음파-신장·부신,SEB449,복부-비뇨기계 초음파-신장·부신,,94700,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB450,복부-비뇨기계 초음파-방광,SEB450,복부-비뇨기계 초음파-방광,,85440,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB451,복부-남성생식기 초음파-전립선·정낭,SEB45101,복부-남성생식기 초음파-전립선·정낭,,135200,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB451,복부-남성생식기 초음파-전립선·정낭,SEB451,복부-남성생식기 초음파-전립선·정낭,,122910,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB452,복부-남성생식기 초음파-전립선·정낭(경복부로 실시),SEB45201,복부-남성생식기 초음파-전립선·정낭-경복부로 실시,,75180,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB452,복부-남성생식기 초음파-전립선·정낭(경복부로 실시),SEB452,복부-남성생식기 초음파-전립선·정낭-경복부로 실시,,68350,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB453,복부-남성생식기 초음파-음경,SEB45301,복부-남성생식기 초음파-음경,,106240,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB453,복부-남성생식기 초음파-음경,SEB453,복부-남성생식기 초음파-음경,,96580,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB454,복부-남성생식기 초음파-음낭,SEB45401,복부-남성생식기 초음파-음낭,,106240,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB454,복부-남성생식기 초음파-음낭,SEB454,복부-남성생식기 초음파-음낭,,96580,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB455,복부-여성생식기 초음파-일반,SEB455,복부-여성생식기 초음파-일반,,110530,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB456,복부-여성생식기 초음파-일반-자궁내 생리식염수 주입,SEB456,복부-여성생식기 초음파-일반-자궁내 생리식염수 주입,,141390,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB457,복부-여성생식기 초음파-정밀,SEB457,복부-여성생식기 초음파-정밀,,161950,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB458,복부-소아 복부 초음파,SEB458,복부-소아 복부 초음파,,237140,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB461,"근골격, 연부-관절 초음파-손가락(편측)",SEB461,"근골격, 연부-관절 초음파-손가락(편측)",,69460,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB462,"근골격, 연부-관절 초음파-발가락(편측)",SEB462,"근골격, 연부-관절 초음파-발가락(편측)",,69460,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB463,"근골격, 연부-관절 초음파-주관절(편측)",SEB463,"근골격, 연부-관절 초음파-주관절(편측)",,76510,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB464,"근골격, 연부-관절 초음파-슬관절(편측)",SEB464,"근골격, 연부-관절 초음파-무릎관절(편측)",,76510,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB465,"근골격, 연부-관절 초음파-고관절(편측)",SEB465,"근골격, 연부-관절 초음파-고관절(편측)",,95810,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB466,"근골격, 연부-관절 초음파-견관절(편측)",SEB466,"근골격, 연부-관절 초음파-견관절(편측)",,95810,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB467,"근골격, 연부-관절 초음파-손목관절(편측)",SEB467,"근골격, 연부-관절 초음파-손목관절(편측)",,95810,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB468,"근골격, 연부-관절 초음파-발목관절(편측)",SEB468,"근골격, 연부-관절 초음파-발목관절(편측)",,95810,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB469,"근골격, 연부-관절 초음파-류마티스 질환에 의한 다발성 관절염",SEB469,"근골격, 연부-관절 초음파-류마티스성 질환에 의한 다발성 관절염 진단 또는 평가",,148640,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB470,"근골격, 연부-연부조직 초음파-일반",SEB470,"근골격, 연부-연부조직 초음파-일반",,69460,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB471,"근골격, 연부-연부조직 초음파-정밀",SEB471,"근골격, 연부-연부조직 초음파-정밀",,89200,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB481,혈관-뇌혈류 초음파,SEB481,혈관-뇌혈류 초음파,,137890,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB482,혈관-두개외 혈관 도플러 초음파-경동맥,SEB482,혈관-두개외 혈관 도플러 초음파-경동맥,,117710,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB483,혈관-두개외 혈관 도플러 초음파-기타 동맥,SEB483,혈관-두개외 혈관 도플러 초음파-기타 동맥,,61790,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB484,혈관-사지혈관 도플러 초음파-상지-동맥,SEB484,혈관-사지혈관 도플러 초음파-상지-동맥,,94830,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB485,혈관-사지혈관 도플러 초음파-상지-정맥,SEB485,혈관-사지혈관 도플러 초음파-상지-정맥,,94830,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB486,혈관-사지혈관 도플러 초음파-동정맥루의 혈류 및 협착 측정,SEB486,혈관-사지혈관 도플러 초음파-동정맥루의 혈류 및 협착 측정,,48820,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB487,혈관-사지혈관 도플러 초음파-하지-동맥,SEB487,혈관-사지혈관 도플러 초음파-하지-동맥,,150180,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB488,혈관-사지혈관 도플러 초음파-하지-정맥,SEB488,혈관-사지혈관 도플러 초음파-하지-정맥,,150180,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB489,혈관-사지혈관 도플러 초음파-하지 정맥류 검사,SEB489,혈관-사지혈관 도플러 초음파-하지정맥류,,168670,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB490,혈관-대동맥 도플러 초음파,SEB490,혈관-대동맥 도플러 초음파,,91490,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB501,신경-중추신경계 초음파-경천문 뇌,SEB501,신경-중추신경계 초음파-경천문 뇌,,210910,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB502,신경-중추신경계 초음파-척수,SEB502,신경-중추신경계 초음파-척수,,210910,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB503,신경-말초신경 초음파(편측),SEB503,신경-말초신경 초음파-편측,,62900,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB504,신경-말초신경 초음파-사지신경 종합 검사,SEB504,신경-말초신경 초음파-사지신경 모두를 종합적으로 검사,,164100,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB511,임산부-제1삼분기-일반,SEB511,임산부-제1삼분기-일반,,86540,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB512,임산부-제1삼분기-일반-임신 여부만 확인,SEB512,임산부-제1삼분기-일반-임신 여부만 확인,,58740,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB513,임산부-제1삼분기-정밀,SEB513,임산부-제1삼분기-정밀,,154430,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB514,임산부-제1삼분기-정밀-기형아 계측,SEB514,임산부-제1삼분기-정밀-기형아 계측,,198060,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB515,"임산부-제2,3삼분기-일반",SEB515,"임산부-제2,3삼분기-일반",,122510,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB516,"임산부-제2,3삼분기-일반-고위험 임신",SEB516,"임산부-제2,3삼분기-일반-고위험 임신",,159260,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB517,"임산부-제2,3삼분기-정밀",SEB517,"임산부-제2,3삼분기-정밀",,262560,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB518,"임산부-제2,3삼분기-정밀-기형아 계측",SEB518,"임산부-제2,3삼분기-정밀-기형아 계측",,307580,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB521,응급·중환자 초음파-단일 표적 초음파(1일당)-1부위,SEB521,응급·중환자 초음파-단일 표적 초음파(1일당)-1부위,,16580,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB522,응급·중환자 초음파-단일 표적 초음파(1일당)-2부위 이상,SEB522,응급·중환자 초음파-단일 표적 초음파(1일당)-2부위 이상,,33160,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB523,응급·중환자 초음파-복합 표적 초음파,SEB523,응급·중환자 초음파-복합 표적 초음파,,85320,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB561,유도초음파(Ⅰ),SEB561,유도초음파-Ⅰ,,56610,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB562,유도초음파(Ⅱ),SEB562,유도초음파-Ⅱ,,113220,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB563,유도초음파(Ⅲ),SEB563,유도초음파-Ⅲ,,135860,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB564,유도초음파(Ⅳ),SEB564,유도초음파-Ⅳ,,339630,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB611,심장-경식도 심초음파,SEB611,심장-경식도 심초음파,,526340,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EB612,심장-심장내 초음파,SEB612,심장-심장내 초음파,,578960,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,"외피, 근골 기능 검사",EZ774,동작분석(생역학검사),FZ01000,동작분석(생역학검사),,80000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,"외피, 근골 기능 검사",EZ775,관절계를 이용한 무릎관절인대검사,HZOS00300,관절계를 이용한 무릎관절인대검사,,50000,,,,,,,2023-06-03,9999-12-31,2023-06-12
고지중,행위료,검사료,"외피, 근골 기능 검사",EZ776,체온열검사,SZ05110,체온열검사,,100000,,,,,전신,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,"외피, 근골 기능 검사",EZ776,체온열검사,SZ05101-9,체온열검사,,50000,,,,,부위별,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,"외피, 근골 기능 검사",EZ777,동적 족저압측정,SZ01200,동적 족저압측정,,20000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,시기능검사,EZ796,안구광학단층촬영[편측],SEZ796,안구광학단층촬영[편측],,50000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,순환기 기능검사,EZ868,동맥경화도검사(맥파전달속도측정),SZ07201,동맥경화도검사(맥파전달속도측정),,,30000,50000,,,1부위/2부위,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,"생식, 임신 및 분만",EZ886,자궁경부확대촬영검사,SZ04700,자궁경부확대촬영검사,,25000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EZ992,내시경초음파,SZ06202,내시경초음파,,250000,,,,,,,2023-01-01,9999-12-31,2023-02-24
고지중,행위료,초음파 검사료,초음파 검사료,EZ992,내시경초음파,SZ06201,내시경초음파,,200000,,,,,,,2023-03-15,9999-12-31,2023-03-15
고지중,행위료,초음파 검사료,초음파 검사료,EZ992,내시경초음파,SEZ992,내시경 초음파를 이용한 세침 흡인 세포 검사,,800000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,EZ994,혈관내초음파,RHZ00100,혈관내초음파,,200000,,,,,"재료대 별도산정-1,419,835원",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,신경계 기능검사,FY883,정량적감각기능검사(전류인지역치),SZ10900,정량적감각기능검사-전류인지역치,,30000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,신경계 기능검사,FY894,자율신경계이상검사(심박변이도검사),SZ11200,자율신경계이상검사-심박변이도검사,,30000,,,,,,,2023-01-01,9999-12-31,2023-02-03
