"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"중앙","복부-췌장","MRI Pancreas 조영제사용 [테슬라3.0이상+품질관리적합]+도타렘조영제 포함","HI229+HJ229+HB021","RMHI22903","568260","","","","",""
"중앙","복부-췌장","MRI Pancreas　[테슬라1.5-3.0미만+품질관리적합]","HI129+HJ129+HB021","RMHI12902","404500","","","","",""
"중앙","복부-췌장","MRI Pancreas　[테슬라3.0이상+품질관리적합]","HI129+HJ129+HB021","RMHI12903","428500","","","","",""
"중앙","복부-골반","MRI Pelvis 조영제사용 [테슬라1.5-3.0미만+품질관리적합]","HI228+HJ228+HB021","RMHI22802","536370","","","","",""
"중앙","복부-골반","MRI Pelvis 조영제사용 [테슬라3.0이상+품질관리적합]","HI228+HJ228+HB021","RMHI22803","568260","","","","",""
"중앙","복부-골반","MRI Pelvis　[테슬라1.5-3.0미만+품질관리적합]","HI128+HJ128+HB021","RMHI12802","404500","","","","",""
"중앙","복부-골반","MRI Pelvis　[테슬라3.0이상+품질관리적합]","HI128+HJ128+HB021","RMHI12803","428500","","","","",""
"중앙","복부-음낭 및 음경","MRI Penile and Scrotum 조영제사용 [테슬라3.0이상+품질관리적합]","HI231+HJ231+HB021","RMHI23103","568260","","","","",""
"중앙","복부-음낭 및 음경","MRI Penile and Scrotum 조영제사용[테슬라1.5-3.0미만+품질관리적합]","HI231+HJ231+HB021","RMHI23102","536370","","","","",""
"중앙","복부-음낭 및 음경","MRI Penile and Scrotum　[테슬라1.5-3.0미만+품질관리적합]","HI131+HJ131+HB021","RMHI13102","404500","","","","",""
"중앙","복부-음낭 및 음경","MRI Penile and Scrotum　[테슬라3.0이상+품질관리적합]","HI131+HJ131+HB021","RMHI13103","428500","","","","",""
"중앙","복부-전립선","MRI Prostate 조영제사용[테슬라1.5-3.0미만+품질관리적합]","HI234+HJ234+HB021","RMHI23402","536370","","","","",""
"중앙","복부-전립선","MRI Prostate 조영제사용[테슬라3.0이상+품질관리적합]","HI234+HJ234+HB021","RMHI23403","568260","","","","",""
"중앙","복부-전립선","MRI Prostate　[테슬라1.5-3.0미만+품질관리적합]","HI134+HJ134+HB021","RMHI13402","404500","","","","",""
"중앙","복부-전립선","MRI Prostate　[테슬라3.0이상+품질관리적합]","HI134+HJ134+HB021","RMHI13403","428500","","","","",""
"중앙","혈관-흉부혈관","MRI Thoracic Angio 조영제사용 [테슬라1.5-3.0미만+품질관리적합]","HI237+HJ237+HB021","RMHI23702","537980","","","","",""
"중앙","혈관-흉부혈관","MRI Thoracic Angio 조영제사용 [테슬라3.0이상+품질관리적합]","HI237+HJ237+HB021","RMHI23703","569970","","","","",""
"중앙","혈관-흉부혈관","MRI Thoracic Angio　[테슬라1.5-3.0미만+품질관리적합]","HI137+HJ137+HB021","RMHI13702","405590","","","","",""
"중앙","혈관-흉부혈관","MRI Thoracic Angio　[테슬라3.0이상+품질관리적합]","HI137+HJ137+HB021","RMHI13703","429650","","","","",""
"중앙","두경부-경부","MRI 경부 Neck /촬영+판독/조영제 사용[테슬라1.5-3.0미만+품질관리적합]","HI208+HJ208+HB021","RMHI20802","536420","","","","",""
"중앙","두경부-경부","MRI 경부 Neck /촬영+판독/조영제 사용[테슬라3.0이상+품질관리적합]","HI208+HJ208+HB021","RMHI20803","568310","","","","",""
"중앙","두경부-경부","MRI 경부 Neck 촬영+판독 [테슬라1.5-3.0미만+품질관리적합]","HI108+HJ108+HB021","RMHI10802","404500","","","","",""
"중앙","두경부-경부","MRI 경부 Neck 촬영+판독료[테슬라3.0이상+품질관리적합]","HI108+HJ108+HB021","RMHI10803","428500","","","","",""
"중앙","혈관-경부혈관","MRI 경부혈관-일반 촬영+판독[테슬라1.5-3.0미만+품질관리적합]","HI136+HJ136+HB021","RMHI13602","405590","","","","",""
"중앙","혈관-경부혈관","MRI 경부혈관-일반 촬영+판독[테슬라3.0이상+품질관리적합]","HI136+HJ136+HB021","RMHI13603","429650","","","","",""
"중앙","혈관-경부혈관","MRI 경부혈관-조영제 주입 전/후 촬영+판독[테슬라1.5-3.0미만+품질관리적합]","HI236+HJ236+HB021","RMHI23602","537980","","","","X",""
"중앙","혈관-경부혈관","MRI 경부혈관-조영제 주입 전/후 촬영+판독[테슬라3.0이상+품질관리적합]","HI236+HJ236+HB021","RMHI23603","569970","","","","",""
"중앙","뇌","MRI 뇌-일반 촬영+판독[테슬라1.5-3.0미만+품질관리적합]","HI101+HJ101+HB021","RMHI10102","372500","","","","",""
"중앙","뇌","MRI 뇌-일반촬영+판독[테슬라3.0이상+품질관리적합]","HI101+HJ101+HB021","RMHI10103","394580","","","","",""
"중앙","뇌","MRI 뇌-조영제 주입 전/후 촬영+판독[테슬라1.5-3.0미만+품질관리적합]","HI201+HJ201+HB021","RMHI20102","494020","","","","X",""
"중앙","뇌","MRI 뇌-조영제 주입 전/후 촬영+판독[테슬라3.0이상+품질관리적합","HI201+HJ201+HB021","RMHI20103","523380","","","","",""
"중앙","혈관-뇌혈관","MRI 뇌혈관-일반 촬영+판독[테슬라3.0이상+품질관리적합]","HI135+HJ135+HB021","RMHI13503","429650","","","","",""
"중앙","혈관-뇌혈관","MRI 뇌혈관-일반+촬영+판독[테슬라1.5-3.0미만+품질관리적합]","HI135+HJ135+HB021","RMHI13502","405590","","","","",""
"중앙","혈관-뇌혈관","MRI 뇌혈관-조영제 주입 전/후 촬영+판독[테슬라1.5-3.0미만+품질관리적합]","HI235+HJ235+HB021","RMHI23502","537980","","","","X",""
"중앙","혈관-뇌혈관","MRI 뇌혈관-조영제 주입 전/후 촬영+판독[테슬라3.0이상+품질관리적합]","HI235+HJ235+HB021","RMHI23503","569970","","","","",""
"중앙","두경부-부비동","MRI 부비동 PNS /촬영+판독/조영제 사용 [테슬라1.5-3.0미만+품질관리적합]","HI204+HJ204+HB021","RMHI20402","536420","","","","",""
"중앙","두경부-부비동","MRI 부비동 PNS /촬영+판독/조영제 사용 [테슬라3.0이상+품질관리적합]","HI204+HJ204+HB021","RMHI20403","568310","","","","",""
"중앙","두경부-부비동","MRI 부비동 PNS 촬영+판독[테슬라1.5-3.0미만+품질관리적합","HI104+HJ104+HB021","RMHI10402","404500","","","","",""
"중앙","두경부-부비동","MRI 부비동 PNS 촬영+판독[테슬라3.0이상+품질관리적합]","HI104+HJ104+HB021","RMHI10403","428500","","","","",""
"중앙","혈관-심혈관","MRI 심혈관Cardiovascular MRA 조영제사용 [테슬라1.5-3.0미만+품질관리적합]","HI240+HJ240+HB021","RMHI24002","537980","","","","",""
"중앙","혈관-심혈관","MRI 심혈관Cardiovascular MRA 조영제사용 [테슬라3.0이상+품질관리적합]","HI240+HJ240+HB021","RMHI24003","569970","","","","",""
"중앙","혈관-심혈관","MRI 심혈관Cardiovascular MRA　[테슬라1.5-3.0미만+품질관리적합]","HI140+HJ140+HB021","RMHI14002","405590","","","","",""
"중앙","혈관-심혈관","MRI 심혈관Cardiovascular MRA　[테슬라3.0이상+품질관리적합]","HI140+HJ140+HB021","RMHI14003","429650","","","","",""
"중앙","두경부-안면","MRI 안면 Face /촬영+판독/조영제 사용 [테슬라3.0이상+품질관리적합]","HI203+HJ203+HB021","RMHI20303","568310","","","","",""
"중앙","두경부-안면","MRI 안면 Face /촬영+판독/조영제 사용[테슬라1.5-3.0미만+품질관리적합]","HI203+HJ203+HB021","RMHI20302","536420","","","","",""
"중앙","두경부-안면","MRI 안면 Face 촬영+판독[테슬라1.5-3.0미만+품질관리적합]","HI103+HJ103+HB021","RMHI10302","404500","","","","",""
"중앙","두경부-안면","MRI 안면 Face 촬영+판독[테슬라3.0이상+품질관리적합]","HI103+HIJ03+HB021","RMHI10303","428500","","","","",""
"중앙","두경부-안와","MRI 안와 Orbit /촬영+판독/조영제 사용　[테슬라1.5-3.0미만+품질관리적합]","HI205+HJ205+HB021","RMHI20502","536420","","","","",""
"중앙","두경부-안와","MRI 안와 Orbit /촬영+판독/조영제 사용　[테슬라3.0이상+품질관리적합]","HI205+HJ205+HB021","RMHI20503","568310","","","","",""
"중앙","두경부-안와","MRI 안와 Orbit　촬영+판독 [테슬라1.5-3.0미만+품질관리적합]","HI105+HJ105+HB021","RMHI10502","404500","","","","",""
"중앙","두경부-안와","MRI 안와 Orbit　촬영+판독 [테슬라3.0이상+품질관리적합]","HI105+HJ105+HB021","RMHI10503","428500","","","","",""
"중앙","두경부-측두골","MRI 측두골 Temporal Bone /촬영+판독/조영제 사용 [테슬라3.0이상+품질관리적합]","HI206+HJ206+HB021","RMHI20603","568310","","","","",""
"중앙","두경부-측두골","MRI 측두골 Temporal Bone /촬영+판독/조영제 사용[테슬라1.5-3.0미만+품질관리적합]","HI206+HJ206+HB021","RMHI20602","536420","","","","",""
"중앙","두경부-측두골","MRI 측두골 Temporal Bone 촬영+판독 [테슬라3.0이상+품질관리적합]","HI106+HJ106+HB021","RMHI10603","428500","","","","",""
"중앙","두경부-측두골","MRI 측두골 Temporal Bone　촬영+판독 [테슬라1.5-3.0미만+품질관리적합]","HI106+HIJ06+HB021","RMHI10602","404500","","","","",""
"중앙","두경부-측두하악관절","MRI 측두하악관절 TM-Joint /촬영료+판독/조영제 사용[테슬라3.0이상+품질관리적합]","HI207+HJ207+HB021","RMHI20703","568310","","","","",""
"중앙","두경부-측두하악관절","MRI 측두하악관절 TM-Joint　촬영+판독 [테슬라1.5-3.0미만+품질관리적합]","HI107+HJ107+HB021","RMHI10702","404500","","","","",""
"중앙","두경부-측두하악관절","MRI 측두하악관절 TM-Joint　촬영+판독[테슬라3.0이상+품질관리적합]","HI107+HJ107+HB021","RMHI10703","428500","","","","",""
"중앙","복부-간","MRI　Liver 조영제사용 [테슬라1.5-3.0미만+품질관리적합]]+ 프리모비스트주사10ml 조영제 포함","HI232+HJ232+HB021","RMHI23202","536370","","","","",""
"중앙","복부-간","MRI　Liver 조영제사용 [테슬라3.0이상+품질관리적합]]++ 프리모비스트주사10ml 조영제 포함","HI232+HJ232+HB021","RMHI23203","568260","","","","",""
"중앙","두경부-측두하악관절","MRI측두하악관절 TM-Joint /촬영+판독/조영제사용[테슬라1.5-3.0미만+품질관리적합]","HI207+HJ207+HB021","RMHI20702","536420","","","","",""
"중앙","근골격계-견관절","견관절-일반","HE115","RMHE11501R/RMHE11501L","470000","","","","",""
"중앙","근골격계-견관절","견관절-조영제 주입 전/후 촬영판독","HE215","RMHE21501L-R/RMHE14202-11","470000","","","","X",""
"중앙","척추-경추","경추-일반","HE109","RMHE10901-02","470000","","","","",""
"중앙","척추-경추","경추-조영제 주입 전/후 촬영판독","HE209","RMHE20901-02","470000","","","","X",""
"중앙","근골격계-고관절","고관절-일반","HE118","RMHE11801B/RMHE11801L-R","470000","","","","",""
"중앙","근골격계-고관절","고관절-조영제 주입 전/후 촬영판독","HE218","RMHE21801B-RMHE218L-R","470000","","","","X",""
"중앙","MRI-특수검사","관류 [3차원자기공명영상 포함]","HF102+HB021","RMHF10201","353170","","","","",""
"중앙","MRI-특수검사","관류 [3차원자기공명영상 포함]-기본검사 동시","HF202+HB021","RMHF20201","200660","","","","",""
"중앙","근골격계-관절 외 상지","관절외 상지-일반","HE122","RMHE12201-RMHE12204","470000","","","","",""
"중앙","근골격계-관절 외 상지","관절외 상지-조영제 주입 전/후 촬영판독","HE222","RMHE22201-RMHE22204","470000","","","","X",""
"중앙","근골격계-관절 외 하지","관절외 하지-일반","HE123","RMHE12301-RMHE12304","470000","","","","",""
"중앙","근골격계-관절 외 하지","관절외 하지-조영제 주입 전/후 촬영판독","HE223","RMHE22301-RMHE22304","470000","","","","X",""
"중앙","MRI-특수검사","기능적 [3차원자기공명영상 포함]","HF107+HB021","RMHF10701","592480","","","","",""
"중앙","근골격계-슬관절","무릎관절-일반","HE120","RMHE12001L/RMHE12001R","470000","","","","",""
"중앙","근골격계-슬관절","무릎관절-조영제 주입 전/후 촬영판독","HE220","RMHE22001L/RMHE22001R","470000","","","","X",""
"중앙","근골격계-발목관절","발목관절-일반","HE121","RMHE12101","470000","","","","",""
"중앙","근골격계-발목관절","발목관절-조영제 주입 전/후 촬영판독","HE221","RMHE22101","470000","","","","X",""
"중앙","MRI-특수검사","분광영상","HF103+HB021","RMHF10301","232630","","","","",""
"중앙","MRI-특수검사","분광영상-기본검사 동시","HF203+HB021","RMHF20301","138770","","","","",""
"중앙","혈관-사지혈관","사지혈관-일반","HE139","RMHE13901","400000","","","","",""
"중앙","MRI-특수검사","사지혈관-조영제 주입 전/후 촬영판독","HE239","RMHE11501L","400000","","","","X",""
"중앙","근골격계-수관절","손목관절-일반","HE117","RMHE21701","470000","","","","",""
"중앙","근골격계-수관절","손목관절-조영제 주입 전/후 촬영판독","HE217","RMHE12001L/RMHE12001R","470000","","","","X",""
"중앙","MRI-특수검사","영화 [3차원자기공명영상 포함]","HF104+HB021","RMHF10401","517170","","","","",""
"중앙","자기공명영상진단료","외부필름판독료 MRI [건당]","","RMZ00700","50000","","","","",""
"중앙","척추-요천추","요천추-일반","HE111","RMHE11101","470000","","","","",""
"중앙","척추-요천추","요천추-조영제 주입 전/후 촬영판독","HE211","RMHE21101","470000","","","","X",""
"중앙","척추-흉추와 요천추를 동시촬영","요천추-흉추와 동시 촬영-일반","HE113+HE210","RMHE113+RMHE201/동시 RMHE21002","705000","","","","",""
"중앙","근골격계-주관절","주관절-일반","HE116","RMHE11601","470000","","","","",""
"중앙","근골격계-주관절","주관절-조영제 주입 전/후 촬영판독","HE216","RMHE21601","470000","","","","X",""
"중앙","척추-경추, 흉추, 요천추와 척추강을 동시촬영","척추강-경추, 흉추, 요천추와 동시 촬영-일반","HE114","RMHE114","705000","","","","",""
"중앙","척추-척추강","척추강-일반","HE112","RMHE11201","470000","","","","",""
"중앙","척추-척추강","척추강-조영제 주입 전/후 촬영판독","HE212","RMHE212","470000","","","","X",""
"중앙","근골격계-천장골관절","천장골관절-일반","HE119","RMHE11901","470000","","","","",""
"중앙","근골격계-천장골관절","천장골관절-조영제 주입 전/후 촬영판독","HE219","RMHE21901","470000","","","","X",""
"중앙","MRI-특수검사","확산","HF101+HB021","RMHF10101","231650","","","","",""
"중앙","MRI-특수검사","확산-기본검사 동시","HF201+HB021","RMHF20101","130030","","","","",""
"중앙","척추-흉추","흉추-일반","HE110","RMHE11001/RMHE11002","470000","","","","",""
"중앙","척추-흉추","흉추-조영제 주입 전/후 촬영판독","HE210","RMHE21001","470000","","","","X",""
"중앙","이학요법","도수치료 [1일당]","MX122","FZ00400","40000","","","","",""
"중앙","이학요법료","비침습적 무통증 신호요법","MZ012","FZ02200","100000","","","X","X",""
"중앙","","신장분사치료(1일당)","MZ007","FZ02100","18000","","","","",""
"중앙","언어치료","언어장애치료(인지장애동반)","MZ006","SZ03403","10000","","","","",""
"중앙","언어치료","언어장애치료/기본30분까지","MZ006","SZ03401","35000","","","","",""
"중앙","언어치료","언어장애치료/초과10분당","MZ006","SZ03402","10000","","","","",""
"중앙","이학요법료","전산화 인지재활치료[주의·기억]","MZ009","FZ01600","35000","","","X","",""
"중앙","이학요법","증식치료(사지관절부위)","MY142","FZ01301","20000","","","","",""
"중앙","이학요법","증식치료(척추부위)","MY143","FZ01302","30000","","","","",""
"중앙","","광치료","NZ001","GZ00700","15000","","","","",""
"중앙","","안구운동 민감소실 및 재처리요법","NZ005","GZ00600","150000","","","","",""
"중앙","처치 및 수술료(기타)","경두개 자기자극술(반복적)","QZ962","HZGT01100","60000","","","","",""
"중앙","처치 및 수술료(신경)","경피적 경막외강 신경성형술","SZ634","HZNS00500","700000","","","","",""
"중앙","처치 및 수술료(신경)","경피적 풍선확장 경막외강 신경성형","SZ641","HZNS00700","300000","","","","",""
"중앙","처치 및 수술료(입, 이하선)","고주파 설근부 축소술","QZ371","HZEN00100","100000","","","","",""
"중앙","치과 처치· 수술료","광중합형 복합레진 충전 (1치당 1면, 2면, 3면이상)","U0239-U0241","JU0239,JU0240,JU0241","80000","","","","",""
"중앙","처치 및 수술료(신경)","내시경적 경막외강 신경근성형술","SZ631","HZNS00800","500000","","","X","",""
"중앙","","양수및융모막검사를위한 검사채취(검사료별도)","","SZ03200","300000","","","","",""
"중앙","처치 및 수술료(근골)","체외충격파치료[근골격계질환]","SZ084","HZRM00200","50000","","","","",""
"중앙","처치 및 수술료(근골)","추간판내고주파열응고술 [Nucleoplasty]","SZ083","HZOS00100","700000","","","X","",""
"중앙","피부 및 연부조직","피부 국소 광역동 치료","SZ034","HZDE02701-05","","10000","150000","","",""
"중앙","처치 및 수술료(순환기)","하지정맥류 고주파정맥내막폐쇄술","OY201,OY202","HZGS00100A/HZGS00100B(양측)","800000","800000","1300000","X","",""
"중앙","처치 및 수술료(순환기)","하지정맥류레이저정맥폐쇄술","OZ304","HZCS00400","1000000","","","X","",""
"중앙","","Cornus Denture(내관 & 외관)","","JM0052T","500000","","","","",""
"중앙","","Laser 미백치료(1치당)","","JM0049T","50000","","","","",""
"중앙","","Laser 충치예방치료(1치당)","","JM0048T","10000","","","","",""
"중앙","","Milling 비","","JM0053T","100000","","","","",""
"중앙","","Resin facing 수리 (1치당)","","JM0026T","50000","","","","",""
"중앙","치석제거","Scaling 치석제거[전악]","UW3021047","JM0047T","80000","","","","",""
"중앙","","골 이식술","","JM0043T/JM0044T","","200000","1000000","","",""
"중앙","","골증대술","","JM0082T","500000","","","","",""
"중앙","","광중합 G.I 충전","","JM0003T","80000","","","","",""
"중앙","","교정 월정비","","JM0046T","60000","","","","",""
"중앙","","교합안정장치 관리","","JM0024T","30000","","","","",""
"중앙","","교합안정장치(1악당), 단순","","JM0023T","300000","","","","",""
"중앙","","구강 검사및 상담","","JM0027T","30000","","","","",""
"중앙","","구취측정검사","","JM0050T","30000","","","","",""
"중앙","","기성금관","","JM0051T","60000","","","","",""
"중앙","","나선형 합정","","JM0006T","70000","","","","",""
"중앙","","레이져 솔더","","JM0056T","60000","","","","",""
"중앙","","레진 가공 의치 (1치당)","","JM0014T","30000","","","","",""
"중앙","","모형 분석용 인상/1악당","","JM0022T","30000","","","","",""
"중앙","","보격장치(가철식)","","JM0086T","100000","","","","",""
"중앙","","보격장치(고정식)","","JM0085T","50000","","","","",""
"중앙","","보철 치료(CHECK UP)중","","JM0083T","10000","","","","",""
"중앙","","불소 도포 (1악당)","","JM0025T","100000","","","","",""
"중앙","","서지컬 스텐트(수술용 스텐트)","","JM0062T/JM0063T","","50000","100000","","",""
"중앙","","심미 레진 충전","","JM0002T","250000","","","","",""
"중앙","치과 처치 및 수술료","악안면골재건정복술","","JM0073T-JM0077T","","1000000","5000000","","",""
"중앙","","악안면기형안골교정술","","JM0078T/JM0079T/JM0080T/JM0081T","","1000000","4000000","","",""
"중앙","","안면 체형","","JM0015T","200000","","","","",""
"중앙","","유구치 가공 치관","","JM0021T","150000","","","","",""
"중앙","","의치 직접 이장술","","JM0010T/JM0011T","","100000","150000","","",""
"중앙","","의치수리","","JM0008T/JM0009T","","50000","100000","","",""
"중앙","","임시 의치, 단순","","JM0013T","50000","","","","",""
"중앙","","임플란트 2차 수술","","JM0058T/JM0059T/JM0060T","","100000","500000","","",""
"중앙","","임플란트 주위염 치료","","JM0057T","100000","","","","",""
"중앙","","임플란트목적 레이저치료","","JM0064T","100000","","","","",""
"중앙","","임플란트목적/상악동거상술(편측)","","JM0065T","300000","","","","",""
"중앙","","임플란트목적/상악동거상술,측방접근","","JM0054T/JM0055T","","1000000","1500000","","",""
"중앙","","임플란트목적/하치조측방전위술(양측)","","JM0067T","1500000","","","","",""
"중앙","","임플란트목적/하치조측방전위술(편측)","","JM0066T","1000000","","","","",""
"중앙","","잇솔질 교습, 회당","","JM0018T","30000","","","","",""
"중앙","","치관노출술(1치당)SURGICAL UNCOVERING","","JM0084T","100000","","","","",""
"중앙","","치면 열구 전색","","JM0045T","30000","","","","",""
"중앙","","치아 매식 진단료","","JM0028T/JM0029T","","50000","100000","","",""
"중앙","","치아 표백술","","JM0019T/JM0020T","","30000","50000","","",""
"중앙","","치아매식 수리","","JM0039T/JM0040T","","50000","100000","","",""
"중앙","","치아매식, 유씨엘에이 스크류 교환","","JM0038T","100000","","","","",""
"중앙","","치아매식, 임시 레진치","","JM0041T/JM0042T","","50000","200000","","",""
"중앙","","치아매식, 자석체 교환","","JM0035T","300000","","","","",""
"중앙","","치아매식, 지대체 교환","","JM0036T","300000","","","","",""
"중앙","","치아매식, 코핑 스크류 교환","","JM0037T","50000","","","","",""
"중앙","","치아지지 가철성 의치 오-링&이알에이 교환","","JM0033T","50000","","","","",""
"중앙","","치아지지 가철성 의치 자석체 교환","","JM0034T","200000","","","","",""
"중앙","","치아지지 가철성 의치 클립 교환","","JM0032T","50000","","","","",""
"중앙","","치주 테스트(인공치아 개당)","","JM0061T","50000","","","","",""
"중앙","","치태조절 및 예방술식","","JM0016T/JM0017T","","10000","30000","","",""
"중앙","","탄성 의치상 이장술","","JM0012T","50000","","","","",""
"중앙","","포세린관 수리","","JM0004T/JM0005T","","100000","200000","","",""
"중앙","","피.알.피","","JM0031T","100000","","","","",""
"중앙","","ERA,1ea","","JP0111G","280000","","","","",""
"중앙","","F.D. Temporary","","JP0049G","350000","","","","",""
"중앙","","F.D., resin plate,G (완전틀니-레진)","","JP0046G","1200000","","","","",""
"중앙","","Locator","","JP0113G","400000","","","","",""
"중앙","","Magnetic,1ea","","JP0112G","350000","","","","",""
"중앙","","Pressure Injection Resin System","","JK0015M","100000","","","","",""
"중앙","","Spark elosin","","JP0114G","160000","","","","",""
"중앙","","가철성 국소의치, 고주파 비귀금속","","JP0032G","1400000","","","","",""
"중앙","","가철성 국소의치, 비귀금속","","JP0031G","1200000","","","","",""
"중앙","","가철성 의치 어테치먼트 교환, 재료대","","JK0001M","150000","","","","",""
"중앙","","가철성 의치, 자석 교환, 재료대","","JK0002M","150000","","","","",""
"중앙","","가철성 의치용 금속 교합면 인공치 (S-gold)","","JP0005G","250000","","","","",""
"중앙","","경질 레진 구치, 재료대","","JK0013M","30000","","","","",""
"중앙","","경질 레진 전치, 재료대","","JK0012M","20000","","","","",""
"중앙","","교합안정장치, 복잡","","JP0043G","600000","","","","",""
"중앙","","금주조관, 메리랜드, 귀금속","","JP0015G","370000","","","","",""
"중앙","","노벨가이드(서지컬템플레이트)","","JK0016M/JK0017M","","1000000","1500000","","",""
"중앙","크라운","도재소부전장관, 귀금속","","JP0009G/JP0008G","","450000","520000","","",""
"중앙","크라운","도재소부전장관, 무깃, 귀금속","","JP0011G","520000","","","","",""
"중앙","크라운","도재소부전장관, 무깃, 비귀금속","","JP0010G","380000","","","","",""
"중앙","크라운","도재소부전장관, 비귀금속","","JP0007G/JP0006G","","350000","370000","","",""
"중앙","","로케이터,G","","JP0063G","500000","","","","",""
"중앙","","매식술, MDI","","JP0086G","460000","","","","",""
"중앙","","매식술, 밀드바,Gold,Fixtur","","JP0102G/JP0103G/JP0104G/JP0105G","","1500000","2700000","","",""
"중앙","","매식술, 밀드바,Titanium,Fixture","","JP0106G/JP0107G/JP0108G/JP0109G","","1200000","1600000","","",""
"중앙","","매식술, 오-링, E.R.A.,","","JP0085G","450000","","","","",""
"중앙","","매식술, 임시 MDI","","JP0087G","230000","","","","",""
"중앙","","매식술, 자성체","","JP0084G","500000","","","","",""
"중앙","","매식술, 헤더바","","JP0099G/JP0100G/JP0101G/JP0080G","","1150000","1800000","","",""
"중앙","","매식술, 혼합형틀니","","JP0078G","2500000","","","","",""
"중앙","","매식술, 혼합형틀니 ,Titanium,Fixture","","JP0096G/JP0097G/JP0098G","","1500000","2100000","","",""
"중앙","치과임플란트(1치당)","매식술,국산,G","","JP0088G","1000000","","","","",""
"중앙","치과임플란트(1치당)","매식치 A-gold 도재관","","JP0110G","570000","","","","",""
"중앙","치과임플란트(1치당)","매식치 귀금속 도재관","","JP0074G","800000","","","","",""
"중앙","치과임플란트(1치당)","매식치 비귀금속 도재관","","JP0075G","600000","","","","",""
"중앙","치과임플란트(1치당)","매식치금관, 백금가공","","JP0072G","660000","","","","",""
"중앙","치과임플란트(1치당)","매식치금관, 슈퍼골드","","JP0073G","620000","","","","",""
"중앙","","부착장치","","JP0053G/JP0054G/JP0055G","","300000","440000","","",""
"중앙","","세미리지드 연결체","","JP0061G","150000","","","","",""
"중앙","","어태치먼트 국소 의치","","JP0036G/JP0037G","","1400000","1600000","","",""
"중앙","","오버덴쳐 오-링 교환, 재료대","","JK0011M","20000","","","","",""
"중앙","","오버덴쳐 클립 교환, 재료대","","JK0010M","10000","","","","",""
"중앙","","의치 이장술, 간접법","","JP0040G/JP0041G","","190000","300000","","",""
"중앙","","인공치매식, 유씨엘에이 스크류 교환, 재료대","","JK0007M","50000","","","","",""
"중앙","","인공치매식, 자석 교환, 재료대","","JK0003M","200000","","","","",""
"중앙","","인공치매식, 지대치 교환,재료대","","JK0004M/JK0005M","","200000","400000","","",""
"중앙","","인공치매식, 코핑 스크류 교환, 재료대","","JK0006M","30000","","","","",""
"중앙","","인공치매식, 크라운 재제작비,재료대","","JK0008M/JK0009M","","100000","200000","","",""
"중앙","","인레이, 귀금속","","JP0016G/JP0017G","","300000","350000","","",""
"중앙","","인레이, 포세라인 or 레진","","JP0018G/JP0019G","","270000","280000","","",""
"중앙","","임시 가철성 국소의치","","JP0033G","430000","","","","",""
"중앙","","임시치, 복잡","","JP0042G","150000","","","","",""
"중앙","","임플란트 지지의치","","JP0076G/JP0077G","","1500000","1800000","","",""
"중앙","","자석장치","","JP0052G","340000","","","","",""
"중앙","","전부도재관, 순면버니어","","JP0013G","400000","","","","",""
"중앙","크라운","전부도재관, 전세라믹","","JP0012G","470000","","","","",""
"중앙","크라운","주조관, N-C 합금","","JP0004G","250000","","","","",""
"중앙","","주조관, 메리랜드, 비귀금속","","JP0014G","290000","","","","",""
"중앙","크라운","주조금관, Pd 합금","","JP0003G","350000","","","","",""
"중앙","크라운","주조금관, 금합금","","JP0121G","420000","","","","",""
"중앙","크라운","주조금관, 백금합금","","JP0120G","460000","","","","",""
"중앙","","즉시 or 임시폐쇄장치","","JP0051G","400000","","","","",""
"중앙","","즉시총의치,망사","","JP0047G","600000","","","","",""
"중앙","","즉치총의치,레진상","","JP0048G","500000","","","","",""
"중앙","","총의치, 귀금속편","","JP0044G","1600000","","","","",""
"중앙","","총의치, 비귀금속편, 망사 (완전틀니-티타늄)","","JP0045G","1400000","","","","",""
"중앙","","최종폐쇄장치","","JP0050G","1500000","","","","",""
"중앙","치과임플란트(1치당)","치아 매식술, 단순","","JP0070G","1350000","","","","",""
"중앙","치과임플란트(1치당)","치아 매식술, 복잡, ASTRA","","JP0071G","1450000","","","","",""
"중앙","","치아 매식술, 복잡, NOBEL","","JP0092G","1500000","","","","",""
"중앙","","치아지지가철성의치","","JP0034G/JP0035G","","1600000","1800000","","",""
"중앙","크라운","캐드캠 세라믹 크라운","","JP0116G","550000","","","","",""
"중앙","치과임플란트(1치당)","캐드캠 세라믹 크라운,임플란트용","","JP0117G/JP0118G","","700000","800000","","",""
"중앙","","코너스 텔레스코픽 크라운 밀링 기공비","","JK0014M","100000","","","","",""
"중앙","","코누스 텔레스코픽 내,외관 PD합금","","JP0058G","500000","","","","",""
"중앙","","코누스 텔레스코픽 내,외관 귀금속","","JP0060G","650000","","","","",""
"중앙","","코누스 텔레스코픽 내,외관 금합금","","JP0057G","600000","","","","",""
"중앙","","코누스 텔레스코픽 내,외관 백금합금","","JP0056G","700000","","","","",""
"중앙","","코누스 텔레스코픽 내,외관 비귀금속","","JP0059G","550000","","","","",""
"중앙","","테레스코픽 국소 의치","","JP0038G/JP0039G","","880000","1100000","","",""
"중앙","","편측가철성국소의치, 고주파비귀금속","","JP0028G","700000","","","","",""
