월,진료과,퇴원결과,주상병코드,주상병명,건수
2023-10,외과,호전,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-11,소화기내과,경쾌,J21,급성 세기관지염,1
2023-11,소화기내과,호전,C18,결장의 악성 신생물,1
2023-06,가정의학과,호전,G81,편마비,1
2023-06,정형외과,호전,M75,어깨병변,10
2023-07,호흡기내과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-08,외과,호전,K35,급성 충수염,1
2023-09,이비인후과,경쾌,J03,급성 편도염,1
2023-12,재활의학과,경쾌,M54,등통증,2
2023-09,정형외과,불변(호전안됨),M48,기타 척추병증,3
2023-09,소화기내과,불변(호전안됨),K83,담도의 기타 질환,1
2023-10,재활의학과,경쾌,G81,편마비,1
2023-09,외과,호전,K81,담낭염,5
2023-10,외과,호전,K62,항문 및 직장의 기타 질환,1
2023-11,혈액종양내과,호전,D64,기타 빈혈,1
2023-06,혈액종양내과,호전,I50,심부전,1
2023-12,신경과,진단만실시,R25,이상불수의운동,1
2023-07,안과,호전,H25,노년백내장,16
2023-10,가정의학과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-11,신경과,호전,G81,편마비,1
2023-05,이비인후과,불변(호전안됨),H90,전음성 및 감각신경성 청력소실,1
2023-12,외과,호전,I70,죽상경화증,3
2023-06,신장내과,호전,N17,급성 신부전,3
2023-08,외과,호전,K81,담낭염,3
2023-07,외과,호전,S22,"늑골, 흉골 및 흉추의 골절",3
2023-08,혈액종양내과,호전,C22,간 및 간내 담관의 악성 신생물,1
2023-11,소화기내과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-06,재활의학과,경쾌,G81,편마비,1
2023-09,정형외과,호전,L03,연조직염,3
2023-09,정형외과,불변(호전안됨),M96,달리 분류되지 않은 처치후 근골격장애,1
2023-05,혈액종양내과,진단만실시,C16,위의 악성 신생물,1
2023-07,정형외과,호전,S32,요추 및 골반의 골절,7
2023-08,신경외과,48시간 후 사망,S06,두개내손상,1
2023-10,소화기내과,경쾌,K92,소화계통의 기타 질환,1
2023-10,소화기내과,경쾌,B18,만성 바이러스간염,1
2023-07,소화기내과,호전,C16,위의 악성 신생물,1
2023-07,정형외과,호전,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,1
2023-09,심장내과,48시간 후 사망,I38,상세불명 판막의 심내막염,1
2023-11,혈액종양내과,불변(호전안됨),Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-06,신경과,호전,R26,보행과 이동의 이상,1
2023-09,소화기내과,호전,R50,기타 및 원인미상의 열,1
2023-09,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,2
2023-10,혈액종양내과,48시간 후 사망,C34,기관지 및 폐의 악성 신생물,1
2023-06,가정의학과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-01,내과,48시간 후 사망,U07,U07의 응급사용,1
2023-09,비뇨의학과,진단만실시,N40,전립선증식증,4
2023-09,외과,호전,K40,사타구니탈장,4
2023-11,혈액종양내과,48시간 후 사망,C83,비소포성 림프종,1
2023-06,호흡기내과,경쾌,J18,상세불명 병원체의 폐렴,2
2023-06,정형외과,호전,S80,아래다리의 표재성 손상,1
2023-06,내과,호전,E11,2형 당뇨병,3
2023-12,혈액종양내과,호전,C18,결장의 악성 신생물,1
2023-07,정형외과,호전,S42,어깨 및 위팔의 골절,2
2023-09,정형외과,호전,S22,"늑골, 흉골 및 흉추의 골절",2
2023-06,외과,호전,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",3
2023-07,호흡기내과,호전,U07,U07의 응급사용,3
2023-11,소화기내과,경쾌,K55,장의 혈관장애,1
2023-11,이비인후과,호전,J34,코 및 비동의 기타 장애,1
2023-12,신장내과,호전,E11,2형 당뇨병,2
2023-07,호흡기내과,경쾌,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-08,소화기내과,경쾌,K21,위-식도역류병,3
2023-06,정형외과,호전,S62,손목 및 손부위의 골절,2
2023-09,재활의학과,호전,G81,편마비,1
2023-07,혈액종양내과,48시간 후 사망,J15,달리 분류되지 않은 세균성 폐렴,1
2023-07,정형외과,호전,S93,"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",1
2023-08,신장내과,48시간 후 사망,N17,급성 신부전,1
2023-04,가정의학과,경쾌,F51,비기질성 수면장애,1
2023-06,이비인후과,경쾌,J32,만성 부비동염,1
2023-07,외과,호전,K81,담낭염,3
2023-08,호흡기내과,경쾌,C34,기관지 및 폐의 악성 신생물,1
2023-08,정형외과,호전,K59,기타 기능성 장장애,1
2023-08,호흡기내과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-09,외과,호전,K60,항문 및 직장부의 열창 및 누공,1
2023-09,외과,호전,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,4
2023-09,신경외과,호전,M48,기타 척추병증,1
2023-07,신장내과,호전,E11,2형 당뇨병,1
2023-08,외과,경쾌,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-11,소화기내과,48시간 전 사망,J18,상세불명 병원체의 폐렴,1
2023-12,내과,호전,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,1
2023-07,정형외과,호전,M23,무릎의 내부장애,1
2023-09,신경외과,호전,G95,척수의 기타 질환,1
2023-06,혈액종양내과,치료안함,E11,2형 당뇨병,1
2023-07,외과,불변(호전안됨),N18,만성 신장병,1
2023-11,호흡기내과,경쾌,C34,기관지 및 폐의 악성 신생물,1
2023-07,외과,호전,C23,담낭의 악성 신생물,1
2023-09,소화기내과,진단만실시,K63,장의 기타 질환,1
2023-12,재활의학과,호전,G82,하반신마비 및 사지마비,1
2023-05,소화기내과,경쾌,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-09,신경외과,호전,S06,두개내손상,3
2023-09,재활의학과,경쾌,E11,2형 당뇨병,1
2023-09,소화기내과,호전,E63,기타 영양결핍,1
2023-11,정형외과,호전,S14,목부위의 신경 및 척수의 손상,1
2023-07,외과,호전,K63,장의 기타 질환,1
2023-07,정형외과,호전,M50,경추간판장애,1
2023-12,신장내과,불변(호전안됨),J11,바이러스가 확인되지 않은 인플루엔자,1
2023-06,정형외과,치료안함,S32,요추 및 골반의 골절,1
2023-06,정형외과,호전,S52,아래팔의 골절,2
2023-08,신경외과,호전,D32,수막의 양성 신생물,1
2023-06,소화기내과,호전,E11,2형 당뇨병,3
2023-06,정형외과,호전,M50,경추간판장애,1
2023-08,내분비내과,호전,G30,알츠하이머병,1
2023-10,신경외과,호전,D32,수막의 양성 신생물,1
2023-05,신장내과,호전,E11,2형 당뇨병,1
2023-07,혈액종양내과,48시간 후 사망,C34,기관지 및 폐의 악성 신생물,1
2023-10,신경과,경쾌,R42,어지럼증 및 어지럼,1
2023-10,외과,48시간 후 사망,C25,췌장의 악성 신생물,1
2023-11,재활의학과,경쾌,G20,파킨슨병,1
2023-11,정형외과,호전,L89,욕창궤양 및 압박부위,1
2023-11,혈액종양내과,48시간 후 사망,C71,뇌의 악성 신생물,1
2023-04,외과,호전,I70,죽상경화증,1
2023-04,내분비내과,호전,U07,U07의 응급사용,1
2023-04,심장내과,진단만실시,I20,협심증,10
2023-03,외과,치료안함,K40,사타구니탈장,1
2023-01,정형외과,호전,M51,기타 추간판장애,11
2023-01,혈액종양내과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,9
2023-02,안과,호전,H25,노년백내장,24
2023-03,소화기내과,경쾌,K63,장의 기타 질환,15
2023-03,안과,호전,H25,노년백내장,23
2023-03,재활의학과,경쾌,G82,하반신마비 및 사지마비,2
2023-02,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,4
2023-02,정형외과,호전,S32,요추 및 골반의 골절,3
2023-02,혈액종양내과,호전,E11,2형 당뇨병,8
2023-02,외과,호전,K40,사타구니탈장,5
2023-01,소화기내과,경쾌,K59,기타 기능성 장장애,4
2023-02,심장내과,호전,R07,목구멍 및 가슴의 통증,1
2023-01,외과,불변(호전안됨),K56,탈장이 없는 마비성 장폐색증 및 장폐색,1
2023-04,호흡기내과,호전,U07,U07의 응급사용,4
2023-04,외과,호전,K64,치핵 및 항문주위정맥혈전증,1
2023-03,재활의학과,경쾌,M17,무릎관절증,2
2023-04,정형외과,불변(호전안됨),M48,기타 척추병증,1
2023-04,소화기내과,경쾌,J15,달리 분류되지 않은 세균성 폐렴,1
2023-01,외과,호전,K26,십이지장궤양,1
2023-02,소화기내과,경쾌,K55,장의 혈관장애,1
2023-03,심장내과,진단만실시,I20,협심증,7
2023-01,가정의학과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-04,혈액종양내과,호전,C71,뇌의 악성 신생물,1
2023-04,외과,경쾌,K81,담낭염,1
2023-01,류마티스내과,호전,E11,2형 당뇨병,2
2023-04,호흡기내과,진단만실시,I50,심부전,1
2023-01,심장내과,진단만실시,I20,협심증,4
2023-02,정형외과,치료안함,M51,기타 추간판장애,1
2023-03,정형외과,호전,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,2
2023-04,신경외과,호전,S06,두개내손상,1
2023-03,재활의학과,경쾌,M54,등통증,4
2023-02,이비인후과,호전,G51,안면신경장애,1
2023-01,신경외과,호전,S01,머리의 열린상처,1
2023-02,내과,호전,N17,급성 신부전,1
2023-03,내과,호전,A04,기타 세균성 장감염,1
2023-03,소화기내과,호전,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",7
2023-01,신경과,48시간 후 사망,G40,뇌전증,1
2023-02,호흡기내과,불변(호전안됨),K80,담석증,1
2023-04,정형외과,호전,S42,어깨 및 위팔의 골절,1
2023-03,정형외과,진단만실시,G95,척수의 기타 질환,1
2023-01,소화기내과,경쾌,K22,식도의 기타 질환,1
2023-03,혈액종양내과,호전,I48,심방세동 및 조동,2
2023-02,소화기내과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-02,이비인후과,경쾌,G51,안면신경장애,1
2023-01,외과,호전,K60,항문 및 직장부의 열창 및 누공,1
2023-03,정형외과,호전,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",1
2023-01,심장내과,호전,I07,류마티스성 삼첨판질환,1
2023-02,소화기내과,경쾌,K74,간의 섬유증 및 경변증,1
2023-01,정형외과,불변(호전안됨),M72,섬유모세포장애,1
2023-03,정형외과,호전,M86,골수염,1
2023-03,내분비내과,불변(호전안됨),E11,2형 당뇨병,1
2023-01,심장내과,진단만실시,I48,심방세동 및 조동,1
2023-02,소화기내과,진단만실시,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1
2023-03,소화기내과,진단만실시,C18,결장의 악성 신생물,1
2023-02,신경과,호전,R51,두통,2
2023-03,가정의학과,호전,K29,위염 및 십이지장염,1
2023-03,정형외과,호전,G95,척수의 기타 질환,1
2023-02,호흡기내과,경쾌,U07,U07의 응급사용,1
2023-01,재활의학과,경쾌,M17,무릎관절증,1
2023-02,소화기내과,불변(호전안됨),K29,위염 및 십이지장염,1
2023-04,혈액종양내과,48시간 후 사망,C22,간 및 간내 담관의 악성 신생물,2
2023-04,가정의학과,48시간 후 사망,I63,뇌경색증,1
2023-01,재활의학과,호전,I69,뇌혈관질환의 후유증,1
2023-05,재활의학과,경쾌,G82,하반신마비 및 사지마비,2
2023-03,외과,호전,K35,급성 충수염,1
2023-04,이비인후과,경쾌,J34,코 및 비동의 기타 장애,1
2023-05,재활의학과,경쾌,M17,무릎관절증,1
2023-04,호흡기내과,경쾌,J11,바이러스가 확인되지 않은 인플루엔자,1
2023-04,소화기내과,경쾌,K31,위 및 십이지장의 기타 질환,1
2023-04,소화기내과,경쾌,K76,간의 기타 질환,1
2023-04,호흡기내과,경쾌,U07,U07의 응급사용,1
2023-04,소화기내과,48시간 후 사망,C25,췌장의 악성 신생물,1
2023-05,재활의학과,경쾌,M54,등통증,3
2023-05,비뇨의학과,진단만실시,N40,전립선증식증,2
2023-05,외과,호전,D23,피부의 기타 양성 신생물,1
2023-01,소화기내과,경쾌,K26,십이지장궤양,1
2023-04,정형외과,불변(호전안됨),L03,연조직염,1
2023-05,신장내과,불변(호전안됨),E11,2형 당뇨병,1
2023-05,정형외과,호전,M46,기타 염증성 척추병증,1
2023-01,정형외과,호전,L03,연조직염,1
2023-01,신경과,불변(호전안됨),I63,뇌경색증,1
2023-03,재활의학과,경쾌,M24,기타 특정 관절장애,1
2023-05,혈액종양내과,호전,N41,전립선의 염증성 질환,1
2023-01,소화기내과,경쾌,K75,기타 염증성 간질환,1
2023-02,신장내과,불변(호전안됨),N18,만성 신장병,1
2023-01,호흡기내과,48시간 후 사망,U07,U07의 응급사용,1
2023-02,신경외과,호전,I60,거미막하출혈,1
2023-03,소화기내과,경쾌,D50,철결핍빈혈,1
2023-01,혈액종양내과,호전,R00,심장박동의 이상,1
2023-04,정형외과,호전,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,1
2023-01,외과,호전,C20,직장의 악성 신생물,1
2023-03,호흡기내과,호전,D64,기타 빈혈,1
2023-03,정형외과,호전,L03,연조직염,1
2023-10,정형외과,호전,M25,달리 분류되지 않은 기타 관절장애,2
2023-08,정형외과,호전,M50,경추간판장애,3
2023-12,정형외과,호전,M51,기타 추간판장애,18
2023-10,소화기내과,경쾌,K29,위염 및 십이지장염,6
2023-11,혈액종양내과,호전,I95,저혈압,1
2023-11,소화기내과,경쾌,K29,위염 및 십이지장염,12
2023-12,정형외과,호전,M96,달리 분류되지 않은 처치후 근골격장애,19
2023-12,신경과,호전,I63,뇌경색증,3
2023-12,소화기내과,호전,K21,위-식도역류병,1
2023-10,외과,호전,K80,담석증,1
2023-08,혈액종양내과,호전,E11,2형 당뇨병,7
2023-10,소화기내과,호전,K29,위염 및 십이지장염,1
2023-10,정형외과,치료안함,M75,어깨병변,2
2023-12,소화기내과,호전,K29,위염 및 십이지장염,2
2023-08,외과,호전,N18,만성 신장병,6
2023-08,정형외과,호전,M75,어깨병변,13
2023-08,신장내과,호전,N18,만성 신장병,4
2023-08,소화기내과,경쾌,N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,1
2023-10,정형외과,호전,S82,발목을 포함한 아래다리의 골절,4
2023-08,외과,호전,I83,하지의 정맥류,7
2023-10,소화기내과,경쾌,J15,달리 분류되지 않은 세균성 폐렴,1
2023-02,호흡기내과,48시간 후 사망,A04,기타 세균성 장감염,1
2023-10,혈액종양내과,호전,C25,췌장의 악성 신생물,2
2023-11,정형외과,호전,M13,기타 관절염,4
2023-09,소화기내과,경쾌,K63,장의 기타 질환,12
2023-10,재활의학과,호전,G82,하반신마비 및 사지마비,2
2023-08,소화기내과,호전,K29,위염 및 십이지장염,6
2023-08,소화기내과,경쾌,K29,위염 및 십이지장염,4
2023-11,내과,호전,A75,발진티푸스,2
2023-05,호흡기내과,48시간 후 사망,J18,상세불명 병원체의 폐렴,3
2023-12,호흡기내과,경쾌,U07,U07의 응급사용,1
2023-06,호흡기내과,불변(호전안됨),J18,상세불명 병원체의 폐렴,1
2023-06,호흡기내과,경쾌,J44,기타 만성 폐쇄성 폐질환,1
2023-10,이비인후과,경쾌,J32,만성 부비동염,1
2023-05,소화기내과,불변(호전안됨),D12,"결장, 직장, 항문 및 항문관의 양성 신생물",1
2023-10,정형외과,호전,M54,등통증,1
2023-12,재활의학과,호전,M54,등통증,1
2023-11,소화기내과,진단만실시,R59,림프절비대,1
2023-07,재활의학과,경쾌,G81,편마비,3
2023-11,정형외과,호전,M51,기타 추간판장애,13
2023-12,외과,호전,K80,담석증,1
2023-10,소화기내과,호전,E87,"수분, 전해질 및 산-염기균형의 기타 장애",2
2023-08,정형외과,호전,M96,달리 분류되지 않은 처치후 근골격장애,12
2023-12,가정의학과,호전,G81,편마비,1
2023-07,정형외과,호전,E11,2형 당뇨병,3
2023-11,신장내과,48시간 후 사망,N17,급성 신부전,1
2023-08,정형외과,호전,S82,발목을 포함한 아래다리의 골절,3
2023-12,호흡기내과,호전,J44,기타 만성 폐쇄성 폐질환,2
2023-12,호흡기내과,불변(호전안됨),C34,기관지 및 폐의 악성 신생물,1
2023-12,소화기내과,경쾌,E11,2형 당뇨병,3
2023-08,혈액종양내과,호전,D50,철결핍빈혈,1
2023-08,소화기내과,경쾌,K62,항문 및 직장의 기타 질환,2
2023-11,내분비내과,호전,E11,2형 당뇨병,2
2023-06,외과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-06,내과,호전,N18,만성 신장병,6
2023-09,정형외과,호전,M25,달리 분류되지 않은 기타 관절장애,2
2023-06,소화기내과,경쾌,C18,결장의 악성 신생물,2
2023-08,호흡기내과,호전,J18,상세불명 병원체의 폐렴,2
2023-08,소화기내과,치료안함,D64,기타 빈혈,1
2023-10,호흡기내과,호전,J18,상세불명 병원체의 폐렴,2
2023-12,비뇨의학과,호전,N40,전립선증식증,1
2023-08,호흡기내과,경쾌,J18,상세불명 병원체의 폐렴,3
2023-09,정형외과,호전,M17,무릎관절증,8
2023-06,호흡기내과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-08,정형외과,호전,M23,무릎의 내부장애,1
2023-09,신경과,호전,I63,뇌경색증,4
2023-06,재활의학과,경쾌,M54,등통증,5
2023-08,외과,48시간 후 사망,J69,고체 및 액체에 의한 폐렴,1
2023-09,소화기내과,경쾌,K21,위-식도역류병,3
2023-12,소화기내과,호전,K55,장의 혈관장애,1
2023-06,정형외과,호전,M45,강직척추염,2
2023-06,외과,호전,K80,담석증,2
2023-07,혈액종양내과,호전,C25,췌장의 악성 신생물,2
2023-09,정형외과,호전,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,3
2023-10,외과,호전,N70,난관염 및 난소염,1
2023-11,외과,호전,K57,장의 게실병,2
2023-11,소화기내과,경쾌,K64,치핵 및 항문주위정맥혈전증,1
2023-06,소화기내과,호전,R53,병감 및 피로,1
2023-06,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,4
2023-10,신경외과,호전,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,1
2023-12,외과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-12,신장내과,불변(호전안됨),J18,상세불명 병원체의 폐렴,1
2023-08,소화기내과,경쾌,E11,2형 당뇨병,3
2023-11,호흡기내과,진단만실시,J42,상세불명의 만성 기관지염,1
2023-06,정형외과,불변(호전안됨),M15,다발관절증,1
2023-06,재활의학과,경쾌,G82,하반신마비 및 사지마비,1
2023-06,소화기내과,호전,K70,알코올성 간질환,1
2023-06,호흡기내과,48시간 후 사망,I50,심부전,1
2023-08,이비인후과,호전,J32,만성 부비동염,1
2023-07,가정의학과,불변(호전안됨),Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-07,외과,호전,K35,급성 충수염,1
2023-09,신경과,호전,H49,마비성 사시,1
2023-09,소화기내과,경쾌,J01,급성 부비동염,1
2023-11,호흡기내과,48시간 후 사망,J18,상세불명 병원체의 폐렴,1
2023-06,신장내과,호전,E11,2형 당뇨병,1
2023-06,재활의학과,경쾌,M50,경추간판장애,2
2023-06,내과,호전,J18,상세불명 병원체의 폐렴,1
2023-08,정형외과,호전,S72,대퇴골의 골절,4
2023-11,혈액종양내과,불변(호전안됨),C19,직장구불결장접합부의 악성 신생물,1
2023-11,외과,호전,C19,직장구불결장접합부의 악성 신생물,1
2023-09,내과,48시간 전 사망,J18,상세불명 병원체의 폐렴,1
2023-08,소화기내과,48시간 후 사망,B25,거대세포바이러스병,1
2023-09,정형외과,호전,T81,달리 분류되지 않은 처치의 합병증,1
2023-11,심장내과,호전,I35,비류마티스성 대동맥판장애,1
2023-12,정형외과,치료안함,M17,무릎관절증,1
2023-05,외과,호전,K81,담낭염,2
2023-06,혈액종양내과,48시간 후 사망,C25,췌장의 악성 신생물,1
2023-06,외과,호전,S22,"늑골, 흉골 및 흉추의 골절",1
2023-07,재활의학과,호전,G81,편마비,1
2023-11,비뇨의학과,진단만실시,N40,전립선증식증,7
2023-09,외과,호전,I70,죽상경화증,2
2023-09,소화기내과,48시간 후 사망,C16,위의 악성 신생물,1
2023-07,이비인후과,경쾌,D10,입 및 인두의 양성 신생물,2
2023-12,외과,호전,K43,복벽탈장,1
2023-05,소화기내과,경쾌,B18,만성 바이러스간염,1
2023-06,신장내과,호전,N39,비뇨계통의 기타 장애,1
2023-06,신경외과,호전,M48,기타 척추병증,2
2023-07,소화기내과,진단만실시,C16,위의 악성 신생물,1
2023-06,정형외과,호전,M23,무릎의 내부장애,1
2023-08,외과,48시간 후 사망,K80,담석증,1
2023-08,정형외과,호전,G72,기타 근병증,1
2023-10,소화기내과,경쾌,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1
2023-11,외과,호전,K82,담낭의 기타 질환,1
2023-12,소화기내과,경쾌,K25,위궤양,1
2023-12,혈액종양내과,호전,C83,비소포성 림프종,1
2023-08,소화기내과,경쾌,U07,U07의 응급사용,1
2023-06,혈액종양내과,불변(호전안됨),Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-11,내과,불변(호전안됨),N18,만성 신장병,1
2023-09,가정의학과,호전,C22,간 및 간내 담관의 악성 신생물,1
2023-09,소화기내과,호전,K62,항문 및 직장의 기타 질환,1
2023-11,소화기내과,불변(호전안됨),N39,비뇨계통의 기타 장애,1
2023-06,외과,호전,C18,결장의 악성 신생물,1
2023-12,이비인후과,호전,J32,만성 부비동염,1
2023-10,심장내과,호전,N39,비뇨계통의 기타 장애,1
2023-05,소화기내과,호전,K62,항문 및 직장의 기타 질환,1
2023-11,소화기내과,경쾌,K31,위 및 십이지장의 기타 질환,1
2023-12,호흡기내과,48시간 후 사망,C34,기관지 및 폐의 악성 신생물,1
2023-08,혈액종양내과,호전,G62,기타 다발신경병증,1
2023-11,호흡기내과,불변(호전안됨),A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-05,외과,호전,K56,탈장이 없는 마비성 장폐색증 및 장폐색,1
2023-05,이비인후과,호전,K13,입술 및 구강점막의 기타 질환,1
2023-08,정형외과,호전,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,1
2023-10,소화기내과,호전,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,1
2023-11,신경외과,호전,M48,기타 척추병증,1
2023-12,소화기내과,경쾌,U07,U07의 응급사용,1
2023-07,정형외과,호전,S86,아래다리 부위의 근육 및 힘줄의 손상,2
2023-12,외과,호전,L02,"피부의 농양, 종기 및 큰종기",1
2023-07,정형외과,불변(호전안됨),S80,아래다리의 표재성 손상,1
2023-12,소화기내과,경쾌,K64,치핵 및 항문주위정맥혈전증,1
2023-11,심장내과,호전,I48,심방세동 및 조동,1
2023-01,소화기내과,호전,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",5
2023-04,외과,호전,N18,만성 신장병,4
2023-04,정형외과,호전,S82,발목을 포함한 아래다리의 골절,3
2023-03,외과,호전,N18,만성 신장병,7
2023-04,소화기내과,경쾌,K63,장의 기타 질환,16
2023-03,정형외과,호전,M43,기타 변형성 등병증,8
2023-01,외과,호전,K40,사타구니탈장,4
2023-01,정형외과,호전,S72,대퇴골의 골절,5
2023-02,심장내과,진단만실시,R07,목구멍 및 가슴의 통증,5
2023-02,정형외과,호전,M75,어깨병변,12
2023-01,정형외과,호전,S52,아래팔의 골절,4
2023-03,외과,호전,C18,결장의 악성 신생물,2
2023-04,정형외과,호전,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,2
2023-01,호흡기내과,호전,J47,기관지확장증,1
2023-02,외과,호전,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",1
2023-03,정형외과,호전,S72,대퇴골의 골절,5
2023-04,류마티스내과,48시간 전 사망,I46,심장정지,1
2023-01,심장내과,진단만실시,R07,목구멍 및 가슴의 통증,5
2023-03,혈액종양내과,진단만실시,E11,2형 당뇨병,1
2023-01,내분비내과,호전,E11,2형 당뇨병,2
2023-04,심장내과,호전,I20,협심증,2
2023-03,정형외과,불변(호전안됨),M86,골수염,1
2023-04,소화기내과,호전,K63,장의 기타 질환,3
2023-04,심장내과,호전,I50,심부전,2
2023-04,호흡기내과,경쾌,J45,천식,1
2023-03,신장내과,경쾌,E11,2형 당뇨병,1
2023-03,정형외과,호전,M75,어깨병변,5
2023-04,외과,호전,C18,결장의 악성 신생물,1
2023-03,소화기내과,경쾌,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-03,신장내과,불변(호전안됨),N39,비뇨계통의 기타 장애,1
2023-03,외과,호전,K56,탈장이 없는 마비성 장폐색증 및 장폐색,2
2023-02,심장내과,호전,I20,협심증,5
2023-04,가정의학과,불변(호전안됨),J90,달리 분류되지 않은 흉막삼출액,1
2023-04,신경외과,호전,I61,뇌내출혈,1
2023-01,정형외과,호전,S82,발목을 포함한 아래다리의 골절,3
2023-04,정형외과,호전,G56,팔의 단일신경병증,1
2023-01,혈액종양내과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-01,심장내과,진단만실시,I50,심부전,1
2023-02,신경과,호전,I63,뇌경색증,2
2023-01,외과,호전,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,3
2023-01,심장내과,호전,I50,심부전,1
2023-01,호흡기내과,48시간 후 사망,J18,상세불명 병원체의 폐렴,1
2023-03,소화기내과,호전,K85,급성 췌장염,1
2023-02,정형외과,호전,M77,기타 골부착부병증,1
2023-02,외과,호전,K81,담낭염,1
2023-03,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,4
2023-03,소화기내과,호전,K29,위염 및 십이지장염,2
2023-01,신경과,호전,S70,엉덩이 및 대퇴의 표재성 손상,1
2023-03,외과,호전,K62,항문 및 직장의 기타 질환,2
2023-02,정형외과,호전,M41,척주측만증,1
2023-02,내과,호전,N18,만성 신장병,2
2023-04,호흡기내과,경쾌,J18,상세불명 병원체의 폐렴,1
2023-01,이비인후과,호전,J32,만성 부비동염,1
2023-04,재활의학과,경쾌,G81,편마비,2
2023-02,혈액종양내과,불변(호전안됨),R11,구역 및 구토,1
2023-04,외과,호전,K25,위궤양,1
2023-05,정형외과,호전,L03,연조직염,1
2023-02,외과,호전,K64,치핵 및 항문주위정맥혈전증,2
2023-05,신장내과,호전,N18,만성 신장병,1
2023-05,정형외과,호전,M43,기타 변형성 등병증,8
2023-05,소화기내과,경쾌,N39,비뇨계통의 기타 장애,2
2023-05,소화기내과,호전,K29,위염 및 십이지장염,3
2023-03,안과,치료안함,H25,노년백내장,1
2023-02,재활의학과,경쾌,M54,등통증,3
2023-01,재활의학과,호전,M50,경추간판장애,1
2023-03,재활의학과,호전,G81,편마비,1
2023-01,외과,호전,K35,급성 충수염,1
2023-02,소화기내과,경쾌,K21,위-식도역류병,1
2023-03,정형외과,호전,S52,아래팔의 골절,1
2023-03,정형외과,호전,T14,상세불명의 신체부위의 손상,1
2023-03,호흡기내과,불변(호전안됨),J18,상세불명 병원체의 폐렴,1
2023-03,혈액종양내과,48시간 후 사망,C18,결장의 악성 신생물,1
2023-04,내분비내과,불변(호전안됨),R50,기타 및 원인미상의 열,1
2023-04,혈액종양내과,호전,A04,기타 세균성 장감염,1
2023-04,신경과,호전,R51,두통,2
2023-01,가정의학과,호전,M48,기타 척추병증,1
2023-02,혈액종양내과,불변(호전안됨),B49,상세불명의 진균증,1
2023-02,신장내과,호전,N18,만성 신장병,1
