월,진료과,퇴원결과,주상병코드,주상병명,건수
2023-05,재활의학과,호전,G60,유전성 및 특발성 신경병증,1
2023-05,정형외과,호전,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,3
2023-12,정형외과,호전,S42,어깨 및 위팔의 골절,1
2023-08,순환기내과,호전,J15,달리 분류되지 않은 세균성 폐렴,1
2023-12,순환기내과,경쾌,I10,본태성(원발성) 고혈압,3
2023-06,신장내과,48시간 후 사망,J18,상세불명 병원체의 폐렴,1
2023-08,재활의학과,호전,G62,기타 다발신경병증,1
2023-05,내분비내과,경쾌,E16,췌장내분비의 기타 장애,1
2023-10,소화기내과,48시간 후 사망,J96,달리 분류되지 않은 호흡부전,1
2023-12,순환기내과,경쾌,J18,상세불명 병원체의 폐렴,2
2023-04,신장내과,호전,N18,만성 신장병,1
2023-06,정형외과,호전,S52,아래팔의 골절,1
2023-07,재활의학과,호전,M47,척추증,1
2023-06,외과,경쾌,I83,하지의 정맥류,1
2023-06,정형외과,진단만실시,M96,달리 분류되지 않은 처치후 근골격장애,1
2023-07,신경외과,경쾌,I61,뇌내출혈,1
2023-10,가정의학과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,13
2023-06,순환기내과,경쾌,J11,바이러스가 확인되지 않은 인플루엔자,1
2023-09,소화기내과,호전,K57,장의 게실병,1
2023-07,소화기내과,호전,C24,담도의 기타 및 상세불명 부분의 악성 신생물,1
2023-07,신경외과,호전,M48,기타 척추병증,4
2023-07,신장내과,호전,E11,2형 당뇨병,4
2023-07,순환기내과,경쾌,R07,목구멍 및 가슴의 통증,10
2023-11,비뇨의학과,호전,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",2
2023-12,소화기내과,48시간 후 사망,K74,간의 섬유증 및 경변증,1
2023-06,순환기내과,48시간 후 사망,I61,뇌내출혈,1
2023-07,외과,경쾌,K40,사타구니탈장,5
2023-07,비뇨의학과,호전,C61,전립선의 악성 신생물,4
2023-09,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,3
2023-10,소화기내과,호전,J44,기타 만성 폐쇄성 폐질환,3
2023-11,신장내과,경쾌,E11,2형 당뇨병,2
2023-09,신경외과,불변(호전안됨),M46,기타 염증성 척추병증,1
2023-07,정형외과,호전,M23,무릎의 내부장애,2
2023-10,소화기내과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-07,소화기내과,불변(호전안됨),U07,U07의 응급사용,1
2023-11,신장내과,경쾌,N39,비뇨계통의 기타 장애,1
2023-10,순환기내과,경쾌,I11,고혈압성 심장병,1
2023-09,비뇨의학과,치료안함,N40,전립선증식증,1
2023-09,정형외과,호전,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,1
2023-10,안과,호전,H04,눈물계통의 장애,1
2023-08,신장내과,경쾌,N17,급성 신부전,2
2023-07,정형외과,호전,S32,요추 및 골반의 골절,1
2023-11,정형외과,호전,S90,발목 및 발의 표재성 손상,2
2023-08,순환기내과,경쾌,I77,동맥 및 세동맥의 기타 장애,4
2023-09,정형외과,호전,M19,기타 관절증,1
2023-10,외과,경쾌,K80,담석증,2
2023-11,신장내과,진단만실시,I20,협심증,1
2023-06,소화기내과,호전,I20,협심증,1
2023-05,순환기내과,경쾌,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,1
2023-08,비뇨의학과,호전,N43,음낭수종 및 정액류,1
2023-10,정형외과,호전,S91,발목 및 발의 열린상처,2
2023-11,신경외과,호전,S06,두개내손상,1
2023-08,신장내과,48시간 후 사망,K55,장의 혈관장애,1
2023-08,비뇨의학과,호전,C67,방광의 악성 신생물,2
2023-05,순환기내과,48시간 후 사망,I50,심부전,1
2023-07,순환기내과,호전,E11,2형 당뇨병,2
2023-07,안과,호전,H43,유리체의 장애,1
2023-09,소화기내과,진단만실시,E11,2형 당뇨병,1
2023-10,순환기내과,호전,I25,만성 허혈심장병,2
2023-11,순환기내과,진단만실시,R07,목구멍 및 가슴의 통증,1
2023-11,순환기내과,경쾌,J44,기타 만성 폐쇄성 폐질환,2
2023-10,신장내과,불변(호전안됨),T79,달리 분류되지 않은 외상의 특정 조기합병증,1
2023-11,외과,경쾌,K64,치핵 및 항문주위정맥혈전증,1
2023-08,신경외과,호전,M54,등통증,1
2023-08,재활의학과,호전,G04,"뇌염, 척수염 및 뇌척수염",1
2023-11,순환기내과,호전,T78,달리 분류되지 않은 유해작용,1
2023-10,소화기내과,호전,K56,탈장이 없는 마비성 장폐색증 및 장폐색,1
2023-11,신장내과,경쾌,J18,상세불명 병원체의 폐렴,2
2023-07,신장내과,호전,R50,기타 및 원인미상의 열,1
2023-08,신경외과,경쾌,M50,경추간판장애,1
2023-11,비뇨의학과,호전,N43,음낭수종 및 정액류,1
2023-08,정형외과,호전,M80,병적 골절을 동반한 골다공증,1
2023-09,신장내과,호전,U07,U07의 응급사용,1
2023-06,신장내과,48시간 후 사망,N18,만성 신장병,1
2023-08,외과,호전,K35,급성 충수염,1
2023-09,소화기내과,호전,R53,병감 및 피로,1
2023-09,순환기내과,경쾌,R68,기타 전신 증상 및 징후,1
2023-06,순환기내과,경쾌,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1
2023-10,순환기내과,호전,I77,동맥 및 세동맥의 기타 장애,1
2023-11,소화기내과,호전,K30,기능성 소화불량,1
2023-06,가정의학과,경쾌,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-07,순환기내과,호전,J44,기타 만성 폐쇄성 폐질환,1
2023-07,소화기내과,경쾌,J44,기타 만성 폐쇄성 폐질환,1
2023-07,신장내과,경쾌,U07,U07의 응급사용,2
2023-08,비뇨의학과,호전,N40,전립선증식증,1
2023-05,순환기내과,불변(호전안됨),J45,천식,1
2023-09,신장내과,호전,J18,상세불명 병원체의 폐렴,1
2023-10,신경외과,경쾌,S06,두개내손상,1
2023-11,재활의학과,호전,R26,보행과 이동의 이상,1
2023-11,신경외과,호전,L72,피부 및 피하조직의 모낭낭,1
2023-07,신경외과,불변(호전안됨),M51,기타 추간판장애,1
2023-09,정형외과,호전,E11,2형 당뇨병,1
2023-08,외과,경쾌,I83,하지의 정맥류,1
2023-09,정형외과,호전,M10,통풍,1
2023-05,순환기내과,경쾌,J00,급성 비인두염[감기],1
2023-08,정형외과,호전,M13,기타 관절염,1
2023-11,신장내과,경쾌,U07,U07의 응급사용,1
2023-10,정형외과,치료안함,M17,무릎관절증,1
2023-06,신경외과,48시간 후 사망,G82,하반신마비 및 사지마비,1
2023-09,정형외과,호전,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",1
2023-10,순환기내과,호전,J69,고체 및 액체에 의한 폐렴,1
2023-02,안과,호전,H25,노년백내장,34
2023-01,가정의학과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,18
2023-02,순환기내과,호전,I20,협심증,29
2023-02,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,4
2023-03,정형외과,호전,T81,달리 분류되지 않은 처치의 합병증,1
2023-03,안과,호전,H25,노년백내장,41
2023-04,순환기내과,경쾌,I26,폐색전증,3
2023-04,비뇨의학과,호전,C61,전립선의 악성 신생물,2
2023-04,순환기내과,호전,I49,기타 심장부정맥,2
2023-02,순환기내과,경쾌,I48,심방세동 및 조동,7
2023-05,소화기내과,호전,J44,기타 만성 폐쇄성 폐질환,1
2023-05,순환기내과,경쾌,R07,목구멍 및 가슴의 통증,6
2023-01,신경외과,호전,M51,기타 추간판장애,6
2023-03,순환기내과,경쾌,I20,협심증,33
2023-02,순환기내과,경쾌,I70,죽상경화증,2
2023-03,재활의학과,호전,M51,기타 추간판장애,15
2023-01,외과,경쾌,K56,탈장이 없는 마비성 장폐색증 및 장폐색,2
2023-03,순환기내과,호전,I20,협심증,28
2023-02,신경외과,호전,M46,기타 염증성 척추병증,1
2023-02,신장내과,48시간 후 사망,N18,만성 신장병,1
2023-03,신경외과,호전,M48,기타 척추병증,9
2023-02,정형외과,호전,M65,윤활막염 및 힘줄윤활막염,1
2023-03,정형외과,호전,S81,아래다리의 열린상처,1
2023-01,신경외과,호전,G82,하반신마비 및 사지마비,1
2023-01,재활의학과,호전,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,6
2023-01,신경외과,호전,M43,기타 변형성 등병증,1
2023-01,순환기내과,경쾌,I20,협심증,17
2023-02,정형외과,호전,S32,요추 및 골반의 골절,2
2023-04,정형외과,호전,S42,어깨 및 위팔의 골절,1
2023-02,순환기내과,경쾌,I49,기타 심장부정맥,1
2023-02,소화기내과,경쾌,K57,장의 게실병,1
2023-03,소화기내과,호전,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",2
2023-04,외과,경쾌,K81,담낭염,2
2023-04,순환기내과,경쾌,I48,심방세동 및 조동,9
2023-03,소화기내과,호전,R60,달리 분류되지 않은 부종,1
2023-04,재활의학과,호전,M48,기타 척추병증,3
2023-02,소화기내과,불변(호전안됨),C22,간 및 간내 담관의 악성 신생물,1
2023-02,정형외과,호전,L84,티눈 및 굳은살,1
2023-02,신장내과,경쾌,G47,수면장애,1
2023-02,비뇨의학과,호전,N39,비뇨계통의 기타 장애,1
2023-03,비뇨의학과,호전,N21,하부요로의 결석,1
2023-01,순환기내과,48시간 후 사망,J18,상세불명 병원체의 폐렴,1
2023-04,정형외과,호전,R58,달리 분류되지 않은 출혈,1
2023-05,순환기내과,호전,I50,심부전,1
2023-04,가정의학과,48시간 후 사망,C34,기관지 및 폐의 악성 신생물,1
2023-02,신장내과,불변(호전안됨),N18,만성 신장병,1
2023-05,외과,경쾌,K63,장의 기타 질환,1
2023-05,순환기내과,경쾌,J15,달리 분류되지 않은 세균성 폐렴,2
2023-01,신경외과,호전,S32,요추 및 골반의 골절,3
2023-02,내분비내과,호전,J15,달리 분류되지 않은 세균성 폐렴,1
2023-04,내분비내과,호전,I77,동맥 및 세동맥의 기타 장애,1
2023-01,외과,경쾌,S22,"늑골, 흉골 및 흉추의 골절",3
2023-05,순환기내과,경쾌,I10,본태성(원발성) 고혈압,3
2023-03,소화기내과,호전,J42,상세불명의 만성 기관지염,1
2023-05,순환기내과,경쾌,I71,대동맥동맥류 및 박리,1
2023-01,내분비내과,불변(호전안됨),E11,2형 당뇨병,1
2023-03,정형외과,호전,L03,연조직염,2
2023-02,외과,경쾌,C34,기관지 및 폐의 악성 신생물,1
2023-02,소화기내과,호전,T81,달리 분류되지 않은 처치의 합병증,1
2023-03,외과,경쾌,K61,항문 및 직장부의 농양,1
2023-04,소화기내과,경쾌,K85,급성 췌장염,1
2023-05,순환기내과,48시간 후 사망,J69,고체 및 액체에 의한 폐렴,1
2023-02,소화기내과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,2
2023-04,재활의학과,호전,G83,기타 마비증후군,1
2023-01,신경외과,경쾌,S22,"늑골, 흉골 및 흉추의 골절",1
2023-01,정형외과,호전,L03,연조직염,1
2023-01,순환기내과,호전,E11,2형 당뇨병,4
2023-02,순환기내과,호전,R53,병감 및 피로,1
2023-01,소화기내과,48시간 후 사망,J15,달리 분류되지 않은 세균성 폐렴,1
2023-01,정형외과,호전,M21,사지의 기타 후천변형,1
2023-01,신장내과,호전,J42,상세불명의 만성 기관지염,1
2023-01,재활의학과,경쾌,M17,무릎관절증,1
2023-02,비뇨의학과,호전,N30,방광염,1
2023-02,내분비내과,호전,J18,상세불명 병원체의 폐렴,1
2023-03,재활의학과,호전,G62,기타 다발신경병증,1
2023-03,소화기내과,불변(호전안됨),C34,기관지 및 폐의 악성 신생물,2
2023-03,순환기내과,호전,R53,병감 및 피로,1
2023-03,순환기내과,경쾌,S22,"늑골, 흉골 및 흉추의 골절",2
2023-03,순환기내과,호전,I77,동맥 및 세동맥의 기타 장애,1
2023-03,정형외과,호전,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",1
2023-04,순환기내과,호전,R07,목구멍 및 가슴의 통증,2
2023-04,재활의학과,호전,M50,경추간판장애,3
2023-01,순환기내과,경쾌,I49,기타 심장부정맥,1
2023-01,비뇨의학과,호전,T81,달리 분류되지 않은 처치의 합병증,1
2023-04,소화기내과,호전,K31,위 및 십이지장의 기타 질환,1
2023-01,재활의학과,호전,G61,염증성 다발신경병증,1
2023-03,가정의학과,불변(호전안됨),Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1
2023-02,신경외과,불변(호전안됨),M96,달리 분류되지 않은 처치후 근골격장애,1
2023-03,가정의학과,48시간 전 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,2
2023-03,외과,경쾌,R02,달리 분류되지 않은 괴저,1
2023-02,외과,경쾌,I83,하지의 정맥류,1
2023-04,소화기내과,불변(호전안됨),C15,식도의 악성 신생물,1
2023-01,정형외과,호전,L89,욕창궤양 및 압박부위,1
2023-01,재활의학과,호전,M79,달리 분류되지 않은 기타 연조직장애,1
2023-04,신장내과,호전,J32,만성 부비동염,1
2023-12,신경외과,호전,S22,"늑골, 흉골 및 흉추의 골절",1
2023-08,정형외과,호전,M75,어깨병변,7
2023-07,내분비내과,호전,U07,U07의 응급사용,2
2023-08,비뇨의학과,호전,N20,신장 및 요관의 결석,4
2023-11,신경외과,호전,M48,기타 척추병증,6
2023-05,순환기내과,경쾌,J90,달리 분류되지 않은 흉막삼출액,2
2023-06,소화기내과,불변(호전안됨),C25,췌장의 악성 신생물,1
2023-08,순환기내과,호전,N39,비뇨계통의 기타 장애,1
2023-11,외과,경쾌,K40,사타구니탈장,5
2023-12,순환기내과,경쾌,E11,2형 당뇨병,2
2023-12,정형외과,치료안함,M17,무릎관절증,1
2023-06,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,2
2023-08,신장내과,호전,N18,만성 신장병,2
2023-11,안과,호전,H04,눈물계통의 장애,1
2023-11,순환기내과,치료안함,I46,심장정지,1
2023-09,내분비내과,호전,E11,2형 당뇨병,5
2023-12,순환기내과,경쾌,I71,대동맥동맥류 및 박리,1
2023-09,재활의학과,호전,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,10
2023-12,순환기내과,호전,I42,심근병증,1
2023-06,순환기내과,호전,I70,죽상경화증,1
2023-08,가정의학과,48시간 후 사망,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,19
2023-09,순환기내과,호전,I77,동맥 및 세동맥의 기타 장애,6
2023-12,신장내과,경쾌,N39,비뇨계통의 기타 장애,1
2023-08,신장내과,경쾌,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
2023-09,신경외과,호전,M54,등통증,1
2023-08,비뇨의학과,호전,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,1
2023-09,정형외과,호전,M17,무릎관절증,13
2023-05,신장내과,불변(호전안됨),E11,2형 당뇨병,1
2023-11,재활의학과,호전,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,8
2023-08,정형외과,호전,M50,경추간판장애,1
2023-05,소화기내과,호전,D13,기타 및 부위불명의 소화계통의 양성 신생물,2
2023-05,소화기내과,불변(호전안됨),J15,달리 분류되지 않은 세균성 폐렴,1
2023-08,외과,경쾌,L89,욕창궤양 및 압박부위,1
2023-05,신장내과,경쾌,N18,만성 신장병,6
2023-05,순환기내과,경쾌,I48,심방세동 및 조동,7
2023-06,순환기내과,호전,R07,목구멍 및 가슴의 통증,2
2023-06,신경외과,호전,M48,기타 척추병증,9
2023-11,소화기내과,경쾌,J18,상세불명 병원체의 폐렴,3
2023-06,신경외과,호전,S32,요추 및 골반의 골절,3
2023-08,순환기내과,경쾌,I70,죽상경화증,3
2023-08,정형외과,호전,S72,대퇴골의 골절,3
2023-12,외과,경쾌,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,1
2023-12,순환기내과,호전,I25,만성 허혈심장병,2
2023-08,순환기내과,호전,I48,심방세동 및 조동,3
2023-12,재활의학과,호전,G20,파킨슨병,1
2023-07,신경외과,호전,S32,요추 및 골반의 골절,6
2023-08,정형외과,호전,S82,발목을 포함한 아래다리의 골절,3
2023-09,신장내과,경쾌,J15,달리 분류되지 않은 세균성 폐렴,1
2023-11,정형외과,호전,S51,아래팔의 열린상처,1
2023-08,정형외과,호전,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,1
2023-08,소화기내과,호전,R53,병감 및 피로,2
2023-06,순환기내과,호전,D64,기타 빈혈,1
2023-07,정형외과,호전,S96,발목 및 발 부위의 근육 및 힘줄의 손상,1
2023-08,신장내과,호전,N17,급성 신부전,2
2023-06,소화기내과,호전,K62,항문 및 직장의 기타 질환,1
2023-12,정형외과,호전,M96,달리 분류되지 않은 처치후 근골격장애,1
2023-12,소화기내과,호전,K21,위-식도역류병,1
2023-08,소화기내과,호전,J40,급성인지 만성인지 명시되지 않은 기관지염,1
2023-08,신경외과,호전,S22,"늑골, 흉골 및 흉추의 골절",3
2023-09,소화기내과,호전,C34,기관지 및 폐의 악성 신생물,1
2023-12,정형외과,호전,S62,손목 및 손부위의 골절,2
2023-07,재활의학과,호전,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,6
2023-09,소화기내과,호전,J44,기타 만성 폐쇄성 폐질환,5
2023-12,신장내과,경쾌,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1
2023-12,소화기내과,호전,K29,위염 및 십이지장염,3
2023-06,정형외과,호전,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",1
2023-12,소화기내과,호전,J18,상세불명 병원체의 폐렴,2
2023-12,순환기내과,경쾌,I77,동맥 및 세동맥의 기타 장애,1
2023-12,신경과,호전,I63,뇌경색증,1
2023-12,신장내과,불변(호전안됨),N17,급성 신부전,1
2023-12,소화기내과,경쾌,E11,2형 당뇨병,1
2023-12,신경외과,경쾌,S22,"늑골, 흉골 및 흉추의 골절",1
2023-06,소화기내과,호전,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3
2023-09,재활의학과,경쾌,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,2
2023-08,순환기내과,경쾌,J18,상세불명 병원체의 폐렴,1
2023-12,순환기내과,경쾌,I95,저혈압,1
2023-05,신경외과,경쾌,M48,기타 척추병증,1
2023-12,비뇨의학과,호전,N40,전립선증식증,1
2023-12,비뇨의학과,호전,N21,하부요로의 결석,1
2023-06,정형외과,호전,M23,무릎의 내부장애,1
2023-09,정형외과,호전,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,2
2023-05,신경외과,호전,M96,달리 분류되지 않은 처치후 근골격장애,1
2023-06,신경외과,경쾌,M51,기타 추간판장애,5
2023-11,신경외과,호전,S22,"늑골, 흉골 및 흉추의 골절",2
2023-06,신장내과,호전,E11,2형 당뇨병,4
2023-10,신경외과,호전,S32,요추 및 골반의 골절,7
2023-09,정형외과,호전,M25,달리 분류되지 않은 기타 관절장애,1
2023-11,소화기내과,호전,N10,급성 세뇨관-간질신장염,2
2023-10,순환기내과,경쾌,I20,협심증,22
2023-11,가정의학과,불변(호전안됨),Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,7
2023-10,정형외과,호전,M20,손가락 및 발가락의 후천변형,1
2023-11,비뇨의학과,호전,N13,폐색성 및 역류성 요로병증,1
2023-08,신경외과,호전,C79,기타 및 상세불명 부위의 이차성 악성 신생물,1
2023-09,신장내과,경쾌,N17,급성 신부전,2
2023-10,정형외과,호전,S82,발목을 포함한 아래다리의 골절,4
2023-11,신장내과,호전,N39,비뇨계통의 기타 장애,1
2023-09,신장내과,경쾌,U07,U07의 응급사용,1
2023-11,비뇨의학과,호전,D09,기타 및 상세불명 부위의 제자리암종,1
2023-07,가정의학과,48시간 후 사망,C34,기관지 및 폐의 악성 신생물,1
2023-11,비뇨의학과,호전,C61,전립선의 악성 신생물,2
2023-11,신경외과,경쾌,S32,요추 및 골반의 골절,4
2023-06,재활의학과,호전,M48,기타 척추병증,3
2023-05,소화기내과,경쾌,K30,기능성 소화불량,1
2023-08,정형외과,호전,M20,손가락 및 발가락의 후천변형,3
2023-05,소화기내과,호전,R53,병감 및 피로,1
2023-06,소화기내과,호전,K21,위-식도역류병,1
2023-11,순환기내과,경쾌,J18,상세불명 병원체의 폐렴,3
2023-11,신장내과,48시간 전 사망,J18,상세불명 병원체의 폐렴,1
2023-12,순환기내과,경쾌,J90,달리 분류되지 않은 흉막삼출액,1
2023-11,외과,경쾌,L89,욕창궤양 및 압박부위,1
2023-10,소화기내과,호전,R53,병감 및 피로,1
2023-11,재활의학과,호전,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",1
2023-08,비뇨의학과,호전,N10,급성 세뇨관-간질신장염,1
2023-08,재활의학과,호전,G61,염증성 다발신경병증,1
2023-04,신장내과,불변(호전안됨),N18,만성 신장병,1
2023-07,소화기내과,불변(호전안됨),I63,뇌경색증,1
2023-07,신장내과,경쾌,Q61,낭성 신장병,1
2023-08,정형외과,호전,M76,발을 제외한 다리의 골부착부병증,1
2023-06,외과,경쾌,K56,탈장이 없는 마비성 장폐색증 및 장폐색,1
2023-07,순환기내과,진단만실시,I20,협심증,1
2023-09,신경과,호전,I63,뇌경색증,2
2023-11,소화기내과,호전,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1
2023-12,순환기내과,호전,I70,죽상경화증,1
2023-06,순환기내과,경쾌,J15,달리 분류되지 않은 세균성 폐렴,1
2023-07,내분비내과,경쾌,E11,2형 당뇨병,1
2023-09,순환기내과,불변(호전안됨),K56,탈장이 없는 마비성 장폐색증 및 장폐색,1
2023-09,순환기내과,48시간 후 사망,C34,기관지 및 폐의 악성 신생물,1
2023-06,신장내과,호전,N39,비뇨계통의 기타 장애,1
2023-11,소화기내과,경쾌,R55,실신 및 허탈,1
2023-06,소화기내과,경쾌,C18,결장의 악성 신생물,1
2023-07,순환기내과,경쾌,I70,죽상경화증,5
2023-11,소화기내과,호전,U07,U07의 응급사용,1
2023-11,신경외과,48시간 후 사망,I60,거미막하출혈,1
2023-09,비뇨의학과,호전,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",1
2023-10,소화기내과,호전,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1
2023-11,소화기내과,불변(호전안됨),K86,췌장의 기타 질환,1
2023-07,순환기내과,불변(호전안됨),I31,심장막의 기타 질환,1
2023-07,소화기내과,호전,K21,위-식도역류병,2
2023-09,소화기내과,호전,K92,소화계통의 기타 질환,1
2023-12,순환기내과,경쾌,S22,"늑골, 흉골 및 흉추의 골절",1
2023-06,재활의학과,호전,G21,이차성 파킨슨증,1
2023-07,재활의학과,호전,G81,편마비,1
2023-10,비뇨의학과,진단만실시,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",3
2023-12,정형외과,진단만실시,G56,팔의 단일신경병증,1
2023-10,순환기내과,경쾌,D64,기타 빈혈,1
2023-07,순환기내과,불변(호전안됨),I49,기타 심장부정맥,1
2023-07,순환기내과,진단만실시,I25,만성 허혈심장병,2
2023-11,신장내과,호전,E11,2형 당뇨병,3
2023-11,비뇨의학과,호전,N40,전립선증식증,2
2023-10,정형외과,호전,S69,손목 및 손의 기타 및 상세불명의 손상,1
2023-10,정형외과,호전,M84,골연속성의 장애,1
2023-11,순환기내과,경쾌,D69,자반 및 기타 출혈성 병태,1
2023-11,소화기내과,호전,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,1
2023-11,비뇨의학과,호전,N10,급성 세뇨관-간질신장염,1
2023-07,소화기내과,48시간 후 사망,J18,상세불명 병원체의 폐렴,1
2023-07,순환기내과,경쾌,U07,U07의 응급사용,1
2023-08,정형외과,호전,M23,무릎의 내부장애,1
2023-09,소화기내과,호전,J84,기타 간질성 폐질환,1
2023-07,정형외과,호전,E11,2형 당뇨병,1
2023-10,정형외과,호전,M23,무릎의 내부장애,1
2023-10,정형외과,호전,M25,달리 분류되지 않은 기타 관절장애,1
2023-10,순환기내과,호전,I35,비류마티스성 대동맥판장애,1
2023-12,소화기내과,호전,K31,위 및 십이지장의 기타 질환,1
2023-07,순환기내과,경쾌,I47,발작성 빈맥,1
2023-08,순환기내과,48시간 후 사망,C78,호흡 및 소화기관의 이차성 악성 신생물,1
2023-10,비뇨의학과,불변(호전안됨),D09,기타 및 상세불명 부위의 제자리암종,1
2023-10,정형외과,치료안함,M75,어깨병변,1
2023-11,소화기내과,호전,T88,달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증,1
2023-08,정형외과,호전,L02,"피부의 농양, 종기 및 큰종기",1
2023-11,순환기내과,호전,R55,실신 및 허탈,1
2023-08,신경외과,경쾌,M47,척추증,1
2023-08,신장내과,호전,J18,상세불명 병원체의 폐렴,1
2023-05,순환기내과,48시간 전 사망,J18,상세불명 병원체의 폐렴,1
2023-02,소화기내과,호전,D13,기타 및 부위불명의 소화계통의 양성 신생물,5
2023-02,순환기내과,경쾌,N13,폐색성 및 역류성 요로병증,1
2023-02,재활의학과,호전,M51,기타 추간판장애,13
2023-02,정형외과,호전,M75,어깨병변,6
2023-02,신경외과,경쾌,S01,머리의 열린상처,1
2023-02,순환기내과,경쾌,I21,급성 심근경색증,1
2023-04,소화기내과,호전,J18,상세불명 병원체의 폐렴,2
2023-02,비뇨의학과,진단만실시,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",6
2023-02,순환기내과,경쾌,R07,목구멍 및 가슴의 통증,6
2023-03,신장내과,경쾌,N18,만성 신장병,6
2023-03,비뇨의학과,진단만실시,C61,전립선의 악성 신생물,7
2023-03,정형외과,호전,M75,어깨병변,12
2023-01,비뇨의학과,호전,N39,비뇨계통의 기타 장애,1
2023-03,정형외과,불변(호전안됨),M00,화농성 관절염,1
2023-01,정형외과,호전,S82,발목을 포함한 아래다리의 골절,2
2023-01,내분비내과,호전,E11,2형 당뇨병,5
2023-02,소화기내과,호전,K25,위궤양,1
2023-03,안과,호전,H26,기타 백내장,1
2023-03,소화기내과,호전,E11,2형 당뇨병,4
2023-03,내분비내과,경쾌,K85,급성 췌장염,1
2023-03,순환기내과,호전,I50,심부전,1
2023-03,외과,경쾌,K40,사타구니탈장,4
2023-04,신경외과,경쾌,M46,기타 염증성 척추병증,2
2023-04,정형외과,호전,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,5
2023-03,재활의학과,호전,G81,편마비,1
2023-03,정형외과,호전,S52,아래팔의 골절,1
2023-04,가정의학과,불변(호전안됨),Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,3
2023-04,순환기내과,호전,F41,기타 불안장애,1
2023-04,신경외과,경쾌,M96,달리 분류되지 않은 처치후 근골격장애,2
2023-04,신경외과,호전,I61,뇌내출혈,1
2023-04,순환기내과,경쾌,U07,U07의 응급사용,1
2023-04,소화기내과,호전,R10,복부 및 골반 통증,1
2023-03,신장내과,경쾌,E11,2형 당뇨병,2
2023-03,신장내과,불변(호전안됨),J18,상세불명 병원체의 폐렴,1
2023-02,신경외과,불변(호전안됨),M43,기타 변형성 등병증,1
2023-03,정형외과,불변(호전안됨),M16,고관절증,1
2023-04,정형외과,호전,G56,팔의 단일신경병증,3
2023-02,순환기내과,경쾌,J69,고체 및 액체에 의한 폐렴,1
2023-01,신장내과,경쾌,E11,2형 당뇨병,2
2023-02,가정의학과,불변(호전안됨),Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,2
2023-04,소화기내과,불변(호전안됨),J44,기타 만성 폐쇄성 폐질환,1
2023-04,소화기내과,호전,K63,장의 기타 질환,1
2023-04,순환기내과,진단만실시,I20,협심증,1
