"월","진료과","퇴원결과","주상병코드","주상병명","건수"
"2023-08","신경외과","호전","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착","7"
"2023-08","심장혈관흉부외과","호전","I72","기타 동맥류 및 박리","2"
"2023-08","소화기내과","호전","K52","기타 비감염성 위장염 및 결장염","1"
"2023-08","호흡기알레르기내과","호전","C79","기타 및 상세불명 부위의 이차성 악성 신생물","1"
"2023-08","신경과","호전","G25","기타 추체외로 및 운동 장애","1"
"2023-08","신경외과","호전","M48","기타 척추병증","10"
"2023-08","비뇨의학과","호전","C67","방광의 악성 신생물","7"
"2023-08","심장혈관흉부외과","치료안함","I35","비류마티스성 대동맥판장애","1"
"2023-08","신장내과","치료안함","N18","만성 신장병","1"
"2023-08","비뇨의학과","호전","T81","달리 분류되지 않은 처치의 합병증","4"
"2023-08","외과","호전","K81","담낭염","4"
"2023-08","이비인후과","호전","G47","수면장애","1"
"2023-08","신경과","호전","F90","운동과다장애","1"
"2023-08","정신건강의학과","경쾌","F10","알코올사용에 의한 정신 및 행동 장애","1"
"2023-08","안과","호전","H18","각막의 기타 장애","1"
"2023-08","외과","호전","L02","피부의 농양, 종기 및 큰종기","2"
"2023-08","외과","호전","K35","급성 충수염","5"
"2023-08","소화기내과","호전","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","2"
"2023-08","소화기내과","치료안함","C34","기관지 및 폐의 악성 신생물","1"
"2023-08","비뇨의학과","호전","N40","전립선증식증","9"
"2023-08","산부인과","호전","N84","여성생식관의 폴립","6"
"2023-08","신경외과","호전","M43","기타 변형성 등병증","1"
"2023-08","정형외과","불변(호전안됨)","M86","골수염","1"
"2023-08","외과","호전","C50","유방의 악성 신생물","2"
"2023-08","순환기내과","호전","J15","달리 분류되지 않은 세균성 폐렴","1"
"2023-08","혈액종양내과","호전","Z45","이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-08","호흡기알레르기내과","호전","T88","달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증","1"
"2023-08","신경과","치료안함","I63","뇌경색증","3"
"2023-08","심장혈관흉부외과","호전","Q23","대동맥판 및 승모판의 선천기형","1"
"2023-08","감염내과","호전","J15","달리 분류되지 않은 세균성 폐렴","1"
"2023-08","호흡기알레르기내과","48시간 전 사망","J96","달리 분류되지 않은 호흡부전","3"
"2023-08","비뇨의학과","호전","N43","음낭수종 및 정액류","2"
"2023-08","비뇨의학과","호전","N41","전립선의 염증성 질환","1"
"2023-08","혈액종양내과","호전","C22","간 및 간내 담관의 악성 신생물","3"
"2023-08","신경외과","48시간 전 사망","S06","두개내손상","2"
"2023-08","소화기내과","호전","C18","결장의 악성 신생물","1"
"2023-08","신경외과","호전","M96","달리 분류되지 않은 처치후 근골격장애","1"
"2023-08","외과","호전","C24","담도의 기타 및 상세불명 부분의 악성 신생물","1"
"2023-08","정형외과","불변(호전안됨)","M67","윤활막 및 힘줄의 기타 장애","1"
"2023-08","소화기내과","가망없는 퇴원","A41","기타 패혈증","1"
"2023-08","가정의학과","호전","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된","1"
"2023-08","소화기내과","치료안함","C16","위의 악성 신생물","1"
"2023-08","이비인후과","호전","D17","양성 지방종성 신생물","1"
"2023-08","소화기내과","호전","I85","식도정맥류","1"
"2023-09","가정의학과","호전","E11","2형 당뇨병","1"
"2023-09","순환기내과","호전","I26","폐색전증","1"
"2023-09","소화기내과","호전","N39","비뇨계통의 기타 장애","1"
"2023-09","혈액종양내과","48시간 전 사망","C34","기관지 및 폐의 악성 신생물","4"
"2023-09","혈액종양내과","호전","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","56"
"2023-09","호흡기알레르기내과","치료안함","T88","달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증","1"
"2023-09","신경외과","호전","M48","기타 척추병증","11"
"2023-09","재활의학과","호전","G81","편마비","15"
"2023-09","외과","호전","C22","간 및 간내 담관의 악성 신생물","2"
"2023-09","내분비내과","가망없는 퇴원","E11","2형 당뇨병","1"
"2023-09","소화기내과","호전","K57","장의 게실병","2"
"2023-09","혈액종양내과","치료안함","C61","전립선의 악성 신생물","1"
"2023-09","호흡기알레르기내과","호전","J44","기타 만성 폐쇄성 폐질환","3"
"2023-09","정형외과","호전","M96","달리 분류되지 않은 처치후 근골격장애","5"
"2023-09","정형외과","호전","M48","기타 척추병증","18"
"2023-09","호스피스완화의료센터","48시간 전 사망","C15","식도의 악성 신생물","1"
"2023-09","안과","호전","H33","망막박리 및 망막열공","1"
"2023-09","소화기내과","호전","R63","음식 및 수액 섭취에 관계된 증상 및 징후","1"
"2023-09","신경외과","호전","S06","두개내손상","7"
"2023-09","정형외과","불변(호전안됨)","M48","기타 척추병증","2"
"2023-09","외과","치료안함","C78","호흡 및 소화기관의 이차성 악성 신생물","1"
"2023-09","혈액종양내과","호전","C24","담도의 기타 및 상세불명 부분의 악성 신생물","2"
"2023-09","외과","호전","K40","사타구니탈장","11"
"2023-09","호흡기알레르기내과","호전","J96","달리 분류되지 않은 호흡부전","2"
"2023-09","정형외과","호전","E11","2형 당뇨병","5"
"2023-09","혈액종양내과","호전","L12","유사천포창","1"
"2023-09","산부인과","호전","D25","자궁의 평활근종","1"
"2023-09","정형외과","호전","S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상","3"
"2023-09","신장내과","호전","N17","급성 신부전","5"
"2023-09","재활의학과","호전","S72","대퇴골의 골절","5"
"2023-09","비뇨의학과","호전","N39","비뇨계통의 기타 장애","4"
"2023-09","정형외과","호전","L03","연조직염","2"
"2023-09","외과","호전","K41","대퇴탈장","2"
"2023-09","입원전담의학과","호전","N39","비뇨계통의 기타 장애","1"
"2023-09","외과","호전","C24","담도의 기타 및 상세불명 부분의 악성 신생물","1"
"2023-09","외과","호전","K81","담낭염","4"
"2023-09","입원전담의학과","호전","R50","기타 및 원인미상의 열","1"
"2023-09","이비인후과","호전","J32","만성 부비동염","3"
"2023-09","혈액종양내과","치료안함","C81","호지킨림프종","1"
"2023-09","정형외과","불변(호전안됨)","L02","피부의 농양, 종기 및 큰종기","1"
"2023-09","통증클리닉","호전","Z48","기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-09","이비인후과","호전","D14","중이 및 호흡계통의 양성 신생물","1"
"2023-09","류마티스내과","호전","R94","기능검사의 이상결과","1"
"2023-09","정형외과","호전","S52","아래팔의 골절","3"
"2023-09","재활의학과","호전","I67","기타 뇌혈관질환","1"
"2023-09","비뇨의학과","호전","Z46","기타 장치의 부착 및 조정를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-09","호스피스완화의료센터","48시간 전 사망","C64","신우를 제외한 신장의 악성 신생물","1"
"2023-09","신경외과","호전","I72","기타 동맥류 및 박리","1"
"2023-09","정형외과","호전","T84","내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증","3"
"2023-09","안과","호전","H43","유리체의 장애","4"
"2023-09","정형외과","호전","M19","기타 관절증","3"
"2023-09","정형외과","불변(호전안됨)","S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상","1"
"2023-09","이비인후과","호전","C75","기타 내분비선 및 관련 구조물의 악성 신생물","1"
"2023-09","이비인후과","불변(호전안됨)","H66","화농성 및 상세불명의 중이염","1"
"2023-09","순환기내과","호전","I49","기타 심장부정맥","2"
"2023-09","소화기내과","치료안함","N18","만성 신장병","1"
"2023-09","안과","불변(호전안됨)","H25","노년백내장","1"
"2023-09","이비인후과","호전","D23","피부의 기타 양성 신생물","1"
"2023-09","신경외과","치료안함","I72","기타 동맥류 및 박리","2"
"2023-09","신경외과","치료안함","I66","뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착","1"
"2023-09","정형외과","호전","M24","기타 특정 관절장애","1"
"2023-09","입원전담의학과","48시간 전 사망","J15","달리 분류되지 않은 세균성 폐렴","1"
"2023-09","혈액종양내과","호전","C18","결장의 악성 신생물","1"
"2023-09","외과","호전","K56","탈장이 없는 마비성 장폐색증 및 장폐색","2"
"2023-09","호스피스완화의료센터","48시간 전 사망","C79","기타 및 상세불명 부위의 이차성 악성 신생물","1"
"2023-09","호스피스완화의료센터","호전","C34","기관지 및 폐의 악성 신생물","1"
"2023-09","감염내과","48시간 전 사망","J69","고체 및 액체에 의한 폐렴","1"
"2023-09","신장내과","호전","K92","소화계통의 기타 질환","1"
"2023-09","신경외과","치료안함","M48","기타 척추병증","1"
"2023-10","소화기내과","호전","K56","탈장이 없는 마비성 장폐색증 및 장폐색","1"
"2023-10","정신건강의학과","호전","F20","조현병","8"
"2023-10","정신건강의학과","경쾌","G30","알츠하이머병","1"
"2023-10","재활의학과","경쾌","G81","편마비","1"
"2023-10","비뇨의학과","호전","N13","폐색성 및 역류성 요로병증","4"
"2023-10","입원전담의학과","호전","M13","기타 관절염","1"
"2023-10","통증클리닉","호전","M96","달리 분류되지 않은 처치후 근골격장애","2"
"2023-10","순환기내과","48시간 전 사망","A41","기타 패혈증","1"
"2023-10","신장내과","호전","N18","만성 신장병","7"
"2023-10","신경외과","호전","M96","달리 분류되지 않은 처치후 근골격장애","4"
"2023-10","입원전담의학과","호전","K92","소화계통의 기타 질환","2"
"2023-10","외과","호전","K91","달리 분류되지 않은 소화계통의 처치후 장애","2"
"2023-10","순환기내과","호전","I25","만성 허혈심장병","33"
"2023-10","순환기내과","호전","I21","급성 심근경색증","4"
"2023-10","혈액종양내과","호전","D70","무과립구증","3"
"2023-10","호흡기알레르기내과","호전","J18","상세불명 병원체의 폐렴","8"
"2023-10","신경외과","치료안함","M47","척추증","2"
"2023-10","호흡기알레르기내과","호전","J15","달리 분류되지 않은 세균성 폐렴","4"
"2023-10","호스피스완화의료센터","48시간 전 사망","C16","위의 악성 신생물","2"
"2023-10","혈액종양내과","호전","C64","신우를 제외한 신장의 악성 신생물","2"
"2023-10","호흡기알레르기내과","48시간 전 사망","J96","달리 분류되지 않은 호흡부전","4"
"2023-10","신경과","48시간 전 사망","G41","뇌전증지속상태","1"
"2023-10","소화기내과","호전","K59","기타 기능성 장장애","3"
"2023-10","신경과","호전","H49","마비성 사시","1"
"2023-10","신경과","가망없는 퇴원","I63","뇌경색증","1"
"2023-10","안과","호전","H59","달리 분류되지 않은 눈 및 눈부속기의 처치후 장애","1"
"2023-10","신장내과","호전","N17","급성 신부전","4"
"2023-10","혈액종양내과","경쾌","N32","방광의 기타 장애","1"
"2023-10","호흡기알레르기내과","치료안함","J44","기타 만성 폐쇄성 폐질환","1"
"2023-10","입원전담의학과","호전","R10","복부 및 골반 통증","1"
"2023-10","외과","호전","C23","담낭의 악성 신생물","1"
"2023-10","외과","호전","K62","항문 및 직장의 기타 질환","1"
"2023-10","재활의학과","호전","R26","보행과 이동의 이상","4"
"2023-10","호흡기알레르기내과","치료안함","C34","기관지 및 폐의 악성 신생물","8"
"2023-10","안과","불변(호전안됨)","H25","노년백내장","1"
"2023-10","정형외과","불변(호전안됨)","M48","기타 척추병증","1"
"2023-10","외과","호전","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-10","정형외과","호전","M66","윤활막 및 힘줄의 자연파열","1"
"2023-10","입원전담의학과","호전","A93","달리 분류되지 않은 기타 절지동물매개바이러스열","1"
"2023-10","혈액종양내과","호전","C86","T/NK-세포림프종의 기타 명시된 형태","1"
"2023-10","정형외과","불변(호전안됨)","M84","골연속성의 장애","1"
"2023-10","내분비내과","호전","E83","무기질대사장애","1"
"2023-10","순환기내과","치료안함","I83","하지의 정맥류","1"
"2023-10","감염내과","호전","M86","골수염","1"
"2023-10","호흡기알레르기내과","48시간 전 사망","J44","기타 만성 폐쇄성 폐질환","1"
"2023-10","비뇨의학과","호전","N39","비뇨계통의 기타 장애","1"
"2023-10","내분비내과","호전","E04","기타 비독성 고이터","1"
"2023-10","호스피스완화의료센터","48시간 전 사망","C25","췌장의 악성 신생물","1"
"2023-10","순환기내과","48시간 전 사망","I25","만성 허혈심장병","1"
"2023-10","내분비내과","호전","E10","1형 당뇨병","1"
"2023-10","비뇨의학과","호전","C64","신우를 제외한 신장의 악성 신생물","2"
"2023-10","재활의학과","48시간 전 사망","G81","편마비","1"
"2023-10","감염내과","48시간 전 사망","J69","고체 및 액체에 의한 폐렴","1"
"2023-10","입원전담의학과","호전","K80","담석증","1"
"2023-11","치과","호전","Z48","기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","6"
"2023-11","외과","호전","K81","담낭염","5"
"2023-11","혈액종양내과","호전","K80","담석증","1"
"2023-11","호흡기알레르기내과","호전","J98","기타 호흡장애","2"
"2023-11","소화기내과","호전","K73","달리 분류되지 않은 만성 간염","1"
"2023-11","안과","호전","H40","녹내장","12"
"2023-11","입원전담의학과","경쾌","I77","동맥 및 세동맥의 기타 장애","1"
"2023-11","신경외과","호전","C61","전립선의 악성 신생물","1"
"2023-11","입원전담의학과","호전","E87","수분, 전해질 및 산-염기균형의 기타 장애","1"
"2023-11","외과","호전","D01","기타 및 상세불명의 소화기관의 제자리암종","2"
"2023-11","신경외과","호전","S06","두개내손상","3"
"2023-11","입원전담의학과","호전","J69","고체 및 액체에 의한 폐렴","1"
"2023-11","순환기내과","호전","F45","신체형장애","1"
"2023-11","소화기내과","호전","D13","기타 및 부위불명의 소화계통의 양성 신생물","4"
"2023-11","호흡기알레르기내과","48시간 전 사망","U07","U07의 응급사용","2"
"2023-11","소화기내과","호전","K83","담도의 기타 질환","4"
"2023-11","혈액종양내과","호전","K81","담낭염","1"
"2023-11","입원전담의학과","호전","J15","달리 분류되지 않은 세균성 폐렴","1"
"2023-11","외과","호전","K55","장의 혈관장애","1"
"2023-11","순환기내과","호전","Z45","이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람","2"
"2023-11","소화기내과","호전","K52","기타 비감염성 위장염 및 결장염","2"
"2023-11","호흡기알레르기내과","진단만실시","J98","기타 호흡장애","1"
"2023-11","이비인후과","호전","H95","달리 분류되지 않은 귀 및 유돌의 처치후 장애","1"
"2023-11","가정의학과","호전","M51","기타 추간판장애","1"
"2023-11","호스피스완화의료센터","가망없는 퇴원","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-11","신장내과","호전","E27","부신의 기타 장애","1"
"2023-11","혈액종양내과","호전","C82","소포성 림프종","2"
"2023-11","호흡기알레르기내과","호전","M86","골수염","1"
"2023-11","신경과","호전","H49","마비성 사시","2"
"2023-11","신경외과","호전","M50","경추간판장애","6"
"2023-11","신경외과","호전","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착","3"
"2023-11","입원전담의학과","호전","J18","상세불명 병원체의 폐렴","8"
"2023-11","외과","호전","T82","심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증","2"
"2023-11","정신건강의학과","호전","F20","조현병","2"
"2023-11","신경외과","호전","F41","기타 불안장애","1"
"2023-11","재활의학과","호전","R26","보행과 이동의 이상","4"
"2023-11","소화기내과","호전","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","4"
"2023-11","소화기내과","호전","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","2"
"2023-11","비뇨의학과","호전","N39","비뇨계통의 기타 장애","1"
"2023-11","외과","호전","K85","급성 췌장염","1"
"2023-11","입원전담의학과","호전","A49","상세불명 부위의 세균감염","1"
"2023-11","심장혈관흉부외과","호전","I70","죽상경화증","3"
"2023-11","정신건강의학과","호전","F01","혈관성 치매","1"
"2023-11","산부인과","호전","N90","외음부 및 회음부의 기타 비염증성 장애","1"
"2023-11","혈액종양내과","치료안함","C90","다발골수종 및 악성 형질세포신생물","1"
"2023-11","심장혈관흉부외과","호전","J93","기흉","1"
"2023-11","이비인후과","호전","D14","중이 및 호흡계통의 양성 신생물","1"
"2023-11","호스피스완화의료센터","48시간 전 사망","C22","간 및 간내 담관의 악성 신생물","1"
"2023-11","순환기내과","호전","I83","하지의 정맥류","2"
"2023-11","산부인과","치료안함","C54","자궁체부의 악성 신생물","1"
"2023-11","혈액종양내과","48시간 전 사망","C16","위의 악성 신생물","1"
"2023-11","심장혈관흉부외과","호전","I35","비류마티스성 대동맥판장애","2"
"2023-11","호스피스완화의료센터","경쾌","C34","기관지 및 폐의 악성 신생물","1"
"2023-11","이비인후과","호전","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-11","정형외과","호전","S22","늑골, 흉골 및 흉추의 골절","3"
"2023-11","입원전담의학과","48시간 전 사망","J86","농흉","1"
"2023-11","입원전담의학과","가망없는 퇴원","J18","상세불명 병원체의 폐렴","1"
"2023-11","이비인후과","호전","J42","상세불명의 만성 기관지염","1"
"2023-11","외과","호전","C25","췌장의 악성 신생물","1"
"2023-11","신경과","치료안함","I27","기타 폐성 심장질환","1"
"2023-11","비뇨의학과","호전","N43","음낭수종 및 정액류","1"
"2023-11","이비인후과","호전","B02","대상포진","1"
"2023-11","정신건강의학과","호전","F33","재발성 우울장애","1"
"2023-11","정신건강의학과","호전","F10","알코올사용에 의한 정신 및 행동 장애","2"
"2023-11","입원전담의학과","호전","K52","기타 비감염성 위장염 및 결장염","1"
"2023-11","입원전담의학과","호전","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","1"
"2023-11","이비인후과","호전","J34","코 및 비동의 기타 장애","1"
"2023-11","재활의학과","48시간 전 사망","G82","하반신마비 및 사지마비","1"
"2023-11","입원전담의학과","호전","N18","만성 신장병","1"
"2023-11","이비인후과","호전","G47","수면장애","1"
"2023-11","외과","호전","D17","양성 지방종성 신생물","1"
"2023-11","호흡기알레르기내과","가망없는 퇴원","A41","기타 패혈증","1"
"2023-11","류마티스내과","호전","M10","통풍","1"
"2023-11","호흡기알레르기내과","48시간 전 사망","C34","기관지 및 폐의 악성 신생물","1"
"2023-11","혈액종양내과","호전","A04","기타 세균성 장감염","1"
"2023-11","정신건강의학과","호전","F03","상세불명의 치매","1"
"2023-12","심장혈관흉부외과","호전","C34","기관지 및 폐의 악성 신생물","10"
"2023-12","순환기내과","호전","I50","심부전","22"
"2023-12","소화기내과","호전","C22","간 및 간내 담관의 악성 신생물","3"
"2023-12","신경외과","치료안함","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착","13"
"2023-12","정형외과","호전","Z47","기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","8"
"2023-12","비뇨의학과","호전","C67","방광의 악성 신생물","9"
"2023-12","비뇨의학과","치료안함","C61","전립선의 악성 신생물","8"
"2023-12","호흡기알레르기내과","호전","J06","다발성 및 상세불명 부위의 급성 상기도감염","2"
"2023-12","신경외과","호전","I67","기타 뇌혈관질환","8"
"2023-12","정형외과","호전","L60","손발톱장애","1"
"2023-12","호스피스완화의료센터","48시간 전 사망","C18","결장의 악성 신생물","1"
"2023-12","순환기내과","48시간 전 사망","I50","심부전","4"
"2023-12","정형외과","호전","S72","대퇴골의 골절","9"
"2023-12","내분비내과","호전","E11","2형 당뇨병","7"
"2023-12","신경외과","호전","M48","기타 척추병증","17"
"2023-12","정형외과","호전","S42","어깨 및 위팔의 골절","1"
"2023-12","호스피스완화의료센터","진단만실시","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-12","소화기내과","호전","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-12","외과","호전","K38","충수의 기타 질환","1"
"2023-12","혈액종양내과","호전","C18","결장의 악성 신생물","2"
"2023-12","신경과","호전","G25","기타 추체외로 및 운동 장애","1"
"2023-12","정형외과","호전","M05","혈청검사양성 류마티스관절염","1"
"2023-12","이비인후과","호전","K11","침샘의 질환","1"
"2023-12","이비인후과","호전","K13","입술 및 구강점막의 기타 질환","1"
"2023-12","외과","치료안함","K40","사타구니탈장","1"
"2023-12","순환기내과","치료안함","I70","죽상경화증","1"
"2023-12","재활의학과","호전","R26","보행과 이동의 이상","5"
"2023-12","재활의학과","호전","G82","하반신마비 및 사지마비","8"
"2023-12","심장혈관흉부외과","호전","I50","심부전","2"
"2023-12","이비인후과","호전","J31","만성 비염, 비인두염 및 인두염","1"
"2023-12","신경외과","치료안함","M51","기타 추간판장애","2"
"2023-12","입원전담의학과","호전","A04","기타 세균성 장감염","1"
"2023-12","순환기내과","48시간 전 사망","J69","고체 및 액체에 의한 폐렴","1"
"2023-12","입원전담의학과","48시간 전 사망","A04","기타 세균성 장감염","1"
"2023-12","심장혈관흉부외과","호전","Z45","이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-12","외과","불변(호전안됨)","K80","담석증","1"
"2023-12","신경과","호전","H81","전정기능의 장애","1"
"2023-12","입원전담의학과","호전","A41","기타 패혈증","1"
"2023-12","순환기내과","불변(호전안됨)","I20","협심증","1"
"2023-12","소화기내과","치료안함","K63","장의 기타 질환","1"
"2023-12","호흡기알레르기내과","48시간 전 사망","J84","기타 간질성 폐질환","1"
"2023-12","심장혈관흉부외과","불변(호전안됨)","T82","심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증","1"
"2023-12","소화기내과","호전","K70","알코올성 간질환","3"
"2023-12","소화기내과","호전","K58","과민대장증후군","1"
"2023-12","신경과","호전","R41","인지기능 및 자각에 관련된 기타 증상 및 징후","1"
"2023-12","감염내과","호전","J10","확인된 계절성 인플루엔자바이러스에 의한 인플루엔자","1"
"2023-12","감염내과","호전","N39","비뇨계통의 기타 장애","2"
"2023-12","혈액종양내과","호전","C82","소포성 림프종","1"
"2023-12","호흡기알레르기내과","48시간 전 사망","J12","달리 분류되지 않은 바이러스폐렴","1"
"2023-12","비뇨의학과","호전","N13","폐색성 및 역류성 요로병증","4"
"2023-12","심장혈관흉부외과","48시간 전 사망","J69","고체 및 액체에 의한 폐렴","1"
"2023-12","입원전담의학과","호전","E11","2형 당뇨병","1"
"2023-12","혈액종양내과","호전","C22","간 및 간내 담관의 악성 신생물","2"
"2023-12","입원전담의학과","호전","J69","고체 및 액체에 의한 폐렴","1"
"2023-12","혈액종양내과","호전","C25","췌장의 악성 신생물","1"
"2023-12","비뇨의학과","호전","N10","급성 세뇨관-간질신장염","1"
"2023-12","치주과","호전","K08","치아 및 지지구조의 기타 장애","2"
"2023-12","신장내과","48시간 전 사망","I13","고혈압성 심장 및 신장병","1"
"2023-12","가정의학과","48시간 전 사망","C90","다발골수종 및 악성 형질세포신생물","1"
"2023-12","순환기내과","치료안함","I25","만성 허혈심장병","1"
"2023-12","산부인과","호전","N87","자궁경부의 이형성","1"
"2023-12","정형외과","호전","M21","사지의 기타 후천변형","1"
"2023-12","정형외과","호전","S86","아래다리 부위의 근육 및 힘줄의 손상","1"
"2023-12","신경과","치료안함","H34","망막혈관폐쇄","1"
"2023-12","입원전담의학과","호전","L03","연조직염","1"
"2023-12","신장내과","호전","E11","2형 당뇨병","1"
"2023-12","신경과","호전","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착","1"
"2023-12","입원전담의학과","호전","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","2"
"2023-12","혈액종양내과","호전","C77","림프절의 이차성 및 상세불명의 악성 신생물","1"
"2023-12","혈액종양내과","호전","C15","식도의 악성 신생물","1"
"2023-12","안과","호전","H59","달리 분류되지 않은 눈 및 눈부속기의 처치후 장애","2"
"2023-12","순환기내과","호전","I49","기타 심장부정맥","1"
"2023-12","혈액종양내과","치료안함","C79","기타 및 상세불명 부위의 이차성 악성 신생물","1"
"2023-12","신경과","호전","M48","기타 척추병증","1"
"2023-12","구강악안면외과","호전","Z48","기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-12","소화기내과","호전","K25","위궤양","1"
"2023-12","혈액종양내과","호전","I89","림프관 및 림프절의 기타 비감염성 장애","1"
"2023-12","재활의학과","호전","M19","기타 관절증","1"
"2023-01","신경외과","호전","S32","요추 및 골반의 골절","2"
"2023-01","심장혈관흉부외과","호전","Q85","달리 분류되지 않은 모반증","1"
"2023-01","외과","호전","C20","직장의 악성 신생물","4"
"2023-01","호스피스완화의료센터","가망없는 퇴원","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","2"
"2023-01","소화기내과","호전","D64","기타 빈혈","3"
"2023-01","호흡기알레르기내과","호전","A15","세균학적 및 조직학적으로 확인된 호흡기결핵","1"
"2023-01","안과","호전","H44","안구의 장애","1"
"2023-01","정형외과","호전","M21","사지의 기타 후천변형","1"
"2023-01","정형외과","호전","L03","연조직염","2"
"2023-01","외과","호전","C22","간 및 간내 담관의 악성 신생물","4"
"2023-01","호흡기알레르기내과","호전","J69","고체 및 액체에 의한 폐렴","5"
"2023-01","호흡기알레르기내과","호전","T88","달리 분류되지 않은 외과적 및 내과적 치료의 기타 합병증","1"
"2023-01","신경외과","호전","M51","기타 추간판장애","7"
"2023-01","심장혈관흉부외과","호전","T82","심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증","1"
"2023-01","신장내과","48시간 전 사망","N17","급성 신부전","2"
"2023-01","외과","호전","R59","림프절비대","1"
"2023-01","순환기내과","48시간 전 사망","I50","심부전","3"
"2023-01","순환기내과","호전","I47","발작성 빈맥","1"
"2023-01","심장혈관흉부외과","치료안함","J98","기타 호흡장애","7"
"2023-01","외과","호전","D17","양성 지방종성 신생물","2"
"2023-01","재활의학과","호전","Z50","재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람","5"
"2023-01","호스피스완화의료센터","호전","C16","위의 악성 신생물","1"
"2023-01","이비인후과","호전","H81","전정기능의 장애","3"
"2023-01","이비인후과","호전","H65","비화농성 중이염","4"
"2023-01","순환기내과","치료안함","I20","협심증","4"
"2023-01","이비인후과","호전","J34","코 및 비동의 기타 장애","4"
"2023-01","이비인후과","호전","R42","어지럼증 및 어지럼","1"
"2023-01","외과","치료안함","C79","기타 및 상세불명 부위의 이차성 악성 신생물","1"
"2023-01","호스피스완화의료센터","48시간 전 사망","C90","다발골수종 및 악성 형질세포신생물","1"
"2023-01","정신건강의학과","호전","G30","알츠하이머병","1"
"2023-01","산부인과","호전","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"2023-01","정형외과","호전","M51","기타 추간판장애","1"
"2023-01","호스피스완화의료센터","48시간 전 사망","C56","난소의 악성 신생물","1"
"2023-01","정신건강의학과","호전","F33","재발성 우울장애","2"
"2023-01","신경외과","호전","M43","기타 변형성 등병증","2"
"2023-01","정형외과","치료안함","M17","무릎관절증","1"
"2023-01","혈액종양내과","호전","Z54","회복기","1"
"2023-01","이비인후과","호전","R04","기도출혈","1"
"2023-01","외과","치료안함","C50","유방의 악성 신생물","1"
"2023-01","외과","48시간 전 사망","C16","위의 악성 신생물","1"
"2023-01","혈액종양내과","48시간 전 사망","S72","대퇴골의 골절","1"
"2023-01","순환기내과","호전","I10","본태성(원발성) 고혈압","1"
"2023-01","순환기내과","48시간 전 사망","J18","상세불명 병원체의 폐렴","1"
"2023-01","신장내과","호전","T85","기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증","1"
"2023-02","심장혈관흉부외과","호전","I80","정맥염 및 혈전정맥염","2"
"2023-02","이비인후과","호전","D11","주침샘의 양성 신생물","2"
"2023-02","이비인후과","호전","G51","안면신경장애","2"
"2023-02","이비인후과","호전","H60","외이염","2"
"2023-02","외과","호전","K40","사타구니탈장","17"
"2023-02","순환기내과","호전","I20","협심증","13"
"2023-02","혈액종양내과","호전","C25","췌장의 악성 신생물","1"
"2023-02","안과","호전","H25","노년백내장","87"
"2023-02","정형외과","불변(호전안됨)","M43","기타 변형성 등병증","1"
"2023-02","정형외과","호전","A18","기타 기관의 결핵","1"
