년도,지역,순위,질병코드,상병명,실인원,진료과,코드그룹,국비비율
2019,인천,5,K02,치아우식,2.0,치과,K02,1.0
2019,인천,6,K12,구내염 및 관련 병변,0.0,치과,K12,0.0
2019,인천,1,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,0.125,피부과,Z47,0.125
2019,서울,1,E11,2형 당뇨병,12.91595650896268,가정의학과,E11,0.6150455480458419
2019,서울,2,M48,기타 척추병증,3.314725697786333,가정의학과,M48,0.5524542829643888
2019,서울,3,J18,상세불명 병원체의 폐렴,1.6227758007117439,가정의학과,J18,0.5409252669039146
2019,서울,3,M51,기타 추간판장애,1.8508474576271188,가정의학과,M51,0.6169491525423729
2019,서울,3,I10,본태성(원발성) 고혈압,1.6732002851033498,가정의학과,I10,0.5577334283677833
2019,서울,6,R63,음식 및 수액 섭취에 관계된 증상 및 징후,1.1111111111111112,가정의학과,R63,0.5555555555555556
2019,서울,6,C22,간 및 간내 담관의 악성 신생물,1.4489311163895486,가정의학과,C22,0.7244655581947743
2019,서울,6,C61,전립선의 악성 신생물,1.102803738317757,가정의학과,C61,0.5514018691588785
2019,서울,6,R53,병감 및 피로,0.9473684210526315,가정의학과,R53,0.47368421052631576
2019,서울,6,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,1.25,가정의학과,Z51,0.625
2019,서울,6,C18,결장의 악성 신생물,1.3564356435643565,가정의학과,C18,0.6782178217821783
2019,서울,6,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",1.0586319218241043,가정의학과,D12,0.5293159609120521
2019,서울,13,F45,신체형장애,0.3333333333333333,가정의학과,F45,0.3333333333333333
2019,서울,13,E87,"수분, 전해질 및 산-염기균형의 기타 장애",0.6060606060606061,가정의학과,E87,0.6060606060606061
2019,서울,13,D13,기타 및 부위불명의 소화계통의 양성 신생물,0.539568345323741,가정의학과,D13,0.539568345323741
2019,서울,13,C83,비소포성 림프종,0.5542168674698795,가정의학과,C83,0.5542168674698795
2019,서울,13,G53,달리 분류된 질환에서의 뇌신경장애,0.5882352941176471,가정의학과,G53,0.5882352941176471
2019,서울,13,K85,급성 췌장염,0.6578947368421053,가정의학과,K85,0.6578947368421053
2019,서울,13,M54,등통증,0.7572815533980582,가정의학과,M54,0.7572815533980582
2019,서울,13,N17,급성 신부전,0.5354691075514875,가정의학과,N17,0.5354691075514875
2019,서울,13,K62,항문 및 직장의 기타 질환,0.4339622641509434,가정의학과,K62,0.4339622641509434
2019,서울,13,C16,위의 악성 신생물,0.6148867313915858,가정의학과,C16,0.6148867313915858
2019,서울,13,C25,췌장의 악성 신생물,0.5066666666666667,가정의학과,C25,0.5066666666666667
2019,서울,13,C78,호흡 및 소화기관의 이차성 악성 신생물,0.6092174747959673,가정의학과,C78,0.6092174747959673
2019,서울,13,R10,복부 및 골반 통증,0.5,가정의학과,R10,0.5
2019,서울,13,A04,기타 세균성 장감염,0.5714285714285714,가정의학과,A04,0.5714285714285714
2019,서울,13,K72,달리 분류되지 않은 간부전,0.5972222222222222,가정의학과,K72,0.5972222222222222
2019,서울,13,K26,십이지장궤양,0.5319148936170213,가정의학과,K26,0.5319148936170213
2019,서울,13,K52,기타 비감염성 위장염 및 결장염,0.4883720930232558,가정의학과,K52,0.4883720930232558
2019,서울,13,I25,만성 허혈심장병,0.6551246537396122,가정의학과,I25,0.6551246537396122
2019,서울,13,C20,직장의 악성 신생물,0.5126582278481012,가정의학과,C20,0.5126582278481012
2019,서울,13,G12,척수성 근위축 및 관련 증후군,0.7058823529411765,가정의학과,G12,0.7058823529411765
2019,서울,13,J44,기타 만성 폐색성 폐질환,0.636615811373093,가정의학과,J44,0.636615811373093
2019,서울,13,J45,천식,0.5670731707317073,가정의학과,J45,0.5670731707317073
2019,서울,13,M43,기타 변형성 등병증,0.325,가정의학과,M43,0.325
2019,서울,13,C09,편도의 악성 신생물,0.625,가정의학과,C09,0.625
2019,서울,13,Z73,생활-관리의 어려움에 관련된 문제,1.0,가정의학과,Z73,1.0
2019,서울,13,S36,복강내기관의 손상,0.5,가정의학과,S36,0.5
2019,서울,13,K29,위염 및 십이지장염,0.5725677830940988,가정의학과,K29,0.5725677830940988
2019,서울,13,K25,위궤양,0.5133333333333333,가정의학과,K25,0.5133333333333333
2019,서울,13,S20,흉부의 표재성 손상,0.0,가정의학과,S20,0.0
2019,서울,13,M50,경추간판장애,0.7790697674418605,가정의학과,M50,0.7790697674418605
2019,서울,13,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,0.529126213592233,가정의학과,A09,0.529126213592233
2019,서울,13,L89,욕창궤양 및 압박부위,0.6119733924611973,가정의학과,L89,0.6119733924611973
2019,서울,13,E66,비만,1.0,가정의학과,E66,1.0
2019,서울,13,C34,기관지 및 폐의 악성 신생물,0.6520231213872832,가정의학과,C34,0.6520231213872832
2019,서울,1,N39,비뇨계통의 기타 장애,5.335820895522388,감염내과,N39,0.48507462686567165
2019,서울,2,N10,급성 세뇨관-간질신장염,3.051282051282051,감염내과,N10,0.4358974358974359
2019,서울,3,I33,급성 및 아급성 심내막염,2.3333333333333335,감염내과,I33,0.3888888888888889
2019,서울,3,J18,상세불명 병원체의 폐렴,3.2455516014234878,감염내과,J18,0.5409252669039146
2019,서울,5,J69,고체 및 액체에 의한 폐렴,2.667638483965015,감염내과,J69,0.5335276967930029
2019,서울,6,J15,달리 분류되지 않은 세균성 폐렴,2.005333333333333,감염내과,J15,0.5013333333333333
2019,서울,6,L03,연조직염,2.9375,감염내과,L03,0.734375
2019,서울,6,M46,기타 염증성 척추병증,2.5,감염내과,M46,0.625
2019,서울,9,R50,기타 및 원인미상의 열,1.6800000000000002,감염내과,R50,0.56
2019,서울,10,M86,골수염,1.7391304347826086,감염내과,M86,0.8695652173913043
2019,서울,10,L89,욕창궤양 및 압박부위,1.2239467849223946,감염내과,L89,0.6119733924611973
2019,서울,10,N15,기타 신세뇨관-간질질환,1.1111111111111112,감염내과,N15,0.5555555555555556
2019,서울,10,M79,달리 분류되지 않은 기타 연조직장애,1.5522388059701493,감염내과,M79,0.7761194029850746
2019,서울,10,K75,기타 염증성 간질환,1.0684931506849316,감염내과,K75,0.5342465753424658
2019,서울,10,A86,상세불명의 바이러스뇌염,2.0,감염내과,A86,1.0
2019,서울,16,A04,기타 세균성 장감염,0.5714285714285714,감염내과,A04,0.5714285714285714
2019,서울,16,A18,기타 기관의 결핵,0.4117647058823529,감염내과,A18,0.4117647058823529
2019,서울,16,A49,상세불명 부위의 세균감염,0.5893333333333334,감염내과,A49,0.5893333333333334
2019,서울,16,I77,동맥 및 세동맥의 기타 장애,0.7222222222222222,감염내과,I77,0.7222222222222222
2019,서울,16,K65,복막염,0.5652173913043478,감염내과,K65,0.5652173913043478
2019,서울,16,C01,혓바닥의 악성 신생물,0.5,감염내과,C01,0.5
2019,서울,16,K55,장의 혈관장애,0.5652173913043478,감염내과,K55,0.5652173913043478
2019,서울,16,M00,화농성 관절염,0.5135135135135135,감염내과,M00,0.5135135135135135
2019,서울,16,K57,장의 게실병,0.46153846153846156,감염내과,K57,0.46153846153846156
2019,서울,16,L12,유사천포창,0.75,감염내과,L12,0.75
2019,서울,16,A19,좁쌀결핵,0.5,감염내과,A19,0.5
2019,서울,16,B44,아스페르길루스증,0.6875,감염내과,B44,0.6875
2019,서울,16,J32,만성 부비동염,0.5792682926829268,감염내과,J32,0.5792682926829268
2019,서울,16,G12,척수성 근위축 및 관련 증후군,0.7058823529411765,감염내과,G12,0.7058823529411765
2019,서울,16,K11,침샘의 질환,0.6538461538461539,감염내과,K11,0.6538461538461539
2019,서울,16,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,0.38461538461538464,감염내과,A16,0.38461538461538464
2019,서울,16,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,0.529126213592233,감염내과,A09,0.529126213592233
2019,서울,16,B20,감염성 및 기생충성 질환을 유발한 인체면역결핍바이러스병,0.0,감염내과,B20,0.0
2019,서울,16,C85,기타 및 상세불명 유형의 비호지킨림프종,0.391304347826087,감염내과,C85,0.391304347826087
2019,서울,16,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",0.6082474226804123,감염내과,T85,0.6082474226804123
2019,서울,16,A75,발진티푸스,0.0,감염내과,A75,0.0
2019,서울,16,N30,방광염,0.5416666666666666,감염내과,N30,0.5416666666666666
2019,서울,16,L08,피부 및 피하조직의 기타 국소감염,0.6666666666666666,감염내과,L08,0.6666666666666666
2019,서울,1,E11,2형 당뇨병,35.05759623861299,내분비내과,E11,0.6150455480458419
2019,서울,2,D35,기타 및 상세불명의 내분비선의 양성 신생물,0.5,내분비내과,D35,0.5
2019,서울,2,E14,상세불명의 당뇨병,0.7391304347826086,내분비내과,E14,0.7391304347826086
2019,서울,2,E23,뇌하수체의 기능저하 및 기타 장애,0.6666666666666666,내분비내과,E23,0.6666666666666666
2019,서울,2,M62,근육의 기타 장애,0.6,내분비내과,M62,0.6
2019,서울,1,M31,기타 괴사성 혈관병증,3.0,류마티스내과,M31,0.75
2019,서울,2,M10,통풍,1.1956521739130435,류마티스내과,M10,0.5978260869565217
2019,서울,2,D89,달리 분류되지 않은 면역메커니즘을 침범한 기타 장애,1.2,류마티스내과,D89,0.6
2019,서울,2,M06,기타 류마티스관절염,1.2173913043478262,류마티스내과,M06,0.6086956521739131
2019,서울,5,M05,혈청검사양성 류마티스관절염,0.3333333333333333,류마티스내과,M05,0.3333333333333333
2019,서울,5,I77,동맥 및 세동맥의 기타 장애,0.7222222222222222,류마티스내과,I77,0.7222222222222222
2019,서울,5,G72,기타 근병증,0.5,류마티스내과,G72,0.5
2019,서울,1,C61,전립선의 악성 신생물,86.01869158878503,비뇨의학과,C61,0.5514018691588785
2019,서울,2,N20,신장 및 요관의 결석,54.20909090909091,비뇨의학과,N20,0.6090909090909091
2019,서울,2,N40,전립선증식증,51.140503875968996,비뇨의학과,N40,0.5746124031007752
2019,서울,4,D09,기타 및 상세불명 부위의 제자리암종,57.6875,비뇨의학과,D09,0.7395833333333334
2019,서울,5,C67,방광의 악성 신생물,49.58333333333333,비뇨의학과,C67,0.6439393939393939
2019,서울,6,N48,음경의 기타 장애,14.7,비뇨의학과,N48,0.7
2019,서울,6,C64,신우를 제외한 신장의 악성 신생물,14.7,비뇨의학과,C64,0.7
2019,서울,8,N35,요도협착,12.727272727272727,비뇨의학과,N35,0.6363636363636364
2019,서울,9,N21,하부요로의 결석,10.162790697674417,비뇨의학과,N21,0.5348837209302325
2019,서울,9,N32,방광의 기타 장애,12.214285714285715,비뇨의학과,N32,0.6428571428571429
2019,서울,11,N13,폐색성 및 역류성 요로병증,9.244444444444444,비뇨의학과,N13,0.5777777777777777
2019,서울,12,C66,요관의 악성 신생물,8.647058823529413,비뇨의학과,C66,0.6176470588235294
2019,서울,12,N39,비뇨계통의 기타 장애,6.791044776119403,비뇨의학과,N39,0.48507462686567165
2019,서울,14,N30,방광염,5.958333333333333,비뇨의학과,N30,0.5416666666666666
2019,서울,15,T81,달리 분류되지 않은 처치의 합병증,5.662650602409639,비뇨의학과,T81,0.5662650602409639
2019,서울,16,T83,"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",4.35483870967742,비뇨의학과,T83,0.4838709677419355
2019,서울,16,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,5.359550561797753,비뇨의학과,N28,0.5955056179775281
2019,서울,18,N43,음낭수종 및 정액류,4.190476190476191,비뇨의학과,N43,0.5238095238095238
2019,서울,19,N41,전립선의 염증성 질환,4.48,비뇨의학과,N41,0.64
2019,서울,20,C65,신우의 악성 신생물,4.3999999999999995,비뇨의학과,C65,0.7333333333333333
2019,서울,1,N84,여성생식관의 폴립,0.7636363636363636,산부인과,N84,0.01818181818181818
2019,서울,2,N39,비뇨계통의 기타 장애,19.402985074626866,산부인과,N39,0.48507462686567165
2019,서울,3,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,21.25,산부인과,Z51,0.625
2019,서울,4,N85,자궁경부를 제외한 자궁의 기타 비염증성 장애,0.0,산부인과,N85,0.0
2019,서울,4,N81,여성생식기탈출,0.7878787878787878,산부인과,N81,0.030303030303030304
2019,서울,6,D25,자궁의 평활근종,0.0,산부인과,D25,0.0
2019,서울,7,N87,자궁경부의 이형성,0.0,산부인과,N87,0.0
2019,서울,7,C54,자궁체부의 악성 신생물,0.0,산부인과,C54,0.0
2019,서울,7,D06,자궁경부의 제자리암종,0.0,산부인과,D06,0.0
2019,서울,10,C56,난소의 악성 신생물,0.0,산부인과,C56,0.0
2019,서울,11,N83,"난소, 난관 및 넓은인대의 비염증성 장애",0.0,산부인과,N83,0.0
2019,서울,12,C53,자궁경부의 악성 신생물,0.0,산부인과,C53,0.0
2019,서울,12,D27,난소의 양성 신생물,0.0,산부인과,D27,0.0
2019,서울,14,N93,기타 이상 자궁 및 질 출혈,0.0,산부인과,N93,0.0
2019,서울,14,N99,달리 분류되지 않은 비뇨생식계통의 처치후 장애,1.5384615384615385,산부인과,N99,0.38461538461538464
2019,서울,16,N80,자궁내막증,0.0,산부인과,N80,0.0
2019,서울,16,N71,자궁경부를 제외한 자궁의 염증성 질환,0.0,산부인과,N71,0.0
2019,서울,16,N73,기타 여성골반염증질환,0.0,산부인과,N73,0.0
2019,서울,16,C55,자궁의 상세불명 부분의 악성 신생물,0.0,산부인과,C55,0.0
2019,서울,20,Z03,의심되는 질병 및 병태를 위한 의학적 관찰 및 평가,0.8444444444444444,산부인과,Z03,0.4222222222222222
2019,서울,20,N36,요도의 기타 장애,1.0,산부인과,N36,0.5
2019,서울,20,D07,기타 및 상세불명의 생식기관의 제자리암종,0.0,산부인과,D07,0.0
2019,서울,20,D39,여성생식기관의 행동양식 불명 또는 미상의 신생물,0.0,산부인과,D39,0.0
2019,서울,20,T81,달리 분류되지 않은 처치의 합병증,1.1325301204819278,산부인과,T81,0.5662650602409639
2019,서울,20,D26,자궁의 기타 양성 신생물,0.0,산부인과,D26,0.0
2019,서울,20,R87,여성생식기관 검사물의 이상소견,0.0,산부인과,R87,0.0
2019,서울,1,J18,상세불명 병원체의 폐렴,1.6227758007117439,소아청소년과,J18,0.5409252669039146
2019,서울,1,C22,간 및 간내 담관의 악성 신생물,131.12826603325416,소화기내과,C22,0.7244655581947743
2019,서울,2,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",60.871335504886,소화기내과,D12,0.5293159609120521
2019,서울,3,D13,기타 및 부위불명의 소화계통의 양성 신생물,38.30935251798561,소화기내과,D13,0.539568345323741
2019,서울,4,C16,위의 악성 신생물,35.663430420711975,소화기내과,C16,0.6148867313915858
2019,서울,5,K80,담석증,29.133333333333333,소화기내과,K80,0.5111111111111111
2019,서울,6,K92,소화계통의 기타 질환,19.096774193548388,소화기내과,K92,0.5967741935483871
2019,서울,7,K63,장의 기타 질환,12.237762237762238,소화기내과,K63,0.48951048951048953
2019,서울,8,I85,식도정맥류,13.142857142857142,소화기내과,I85,0.5714285714285714
2019,서울,9,D01,기타 및 상세불명의 소화기관의 제자리암종,9.166666666666668,소화기내과,D01,0.4166666666666667
2019,서울,10,K74,간의 섬유증 및 경변증,11.543396226415094,소화기내과,K74,0.6075471698113207
2019,서울,11,K83,담도의 기타 질환,9.520000000000001,소화기내과,K83,0.56
2019,서울,12,K75,기타 염증성 간질환,7.479452054794521,소화기내과,K75,0.5342465753424658
2019,서울,12,K29,위염 및 십이지장염,8.015948963317383,소화기내과,K29,0.5725677830940988
2019,서울,14,C24,담도의 기타 및 상세불명 부분의 악성 신생물,7.829545454545455,소화기내과,C24,0.6022727272727273
2019,서울,14,K25,위궤양,6.673333333333333,소화기내과,K25,0.5133333333333333
2019,서울,14,D00,"구강, 식도 및 위의 제자리암종",8.666666666666666,소화기내과,D00,0.6666666666666666
2019,서울,17,K70,알콜성 간질환,6.9618320610687014,소화기내과,K70,0.5801526717557252
2019,서울,17,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,6.349514563106796,소화기내과,A09,0.529126213592233
2019,서울,19,C18,결장의 악성 신생물,7.460396039603961,소화기내과,C18,0.6782178217821783
2019,서울,19,C25,췌장의 악성 신생물,5.573333333333334,소화기내과,C25,0.5066666666666667
2019,서울,1,I20,협심증,282.5306957708049,순환기내과,I20,0.6616643929058663
2019,서울,2,I50,심부전,68.90977443609022,순환기내과,I50,0.48872180451127817
2019,서울,3,I25,만성 허혈심장병,45.20360110803324,순환기내과,I25,0.6551246537396122
2019,서울,4,I48,심방세동 및 조동,31.39567233384853,순환기내과,I48,0.5146831530139103
2019,서울,5,I21,급성 심근경색증,28.538461538461537,순환기내과,I21,0.5384615384615384
2019,서울,6,R07,목구멍 및 가슴의 통증,27.582089552238806,순환기내과,R07,0.6268656716417911
2019,서울,7,I70,죽상경화증,17.063492063492063,순환기내과,I70,0.6825396825396826
2019,서울,8,I47,발작성 빈맥,8.4,순환기내과,I47,0.4
2019,서울,9,I42,심근병증,9.850746268656716,순환기내과,I42,0.4925373134328358
2019,서울,10,I44,방실차단 및 좌각차단,6.90625,순환기내과,I44,0.40625
2019,서울,11,I49,기타 심장부정맥,7.482758620689655,순환기내과,I49,0.5344827586206896
2019,서울,12,I26,폐색전증,6.306666666666667,순환기내과,I26,0.5733333333333334
2019,서울,13,I35,비류마티스성 대동맥판장애,3.085714285714286,순환기내과,I35,0.34285714285714286
2019,서울,14,I31,심장막의 기타 질환,4.329411764705882,순환기내과,I31,0.5411764705882353
2019,서울,14,R55,실신 및 허탈,3.282051282051282,순환기내과,R55,0.41025641025641024
2019,서울,16,J18,상세불명 병원체의 폐렴,3.7864768683274024,순환기내과,J18,0.5409252669039146
2019,서울,16,J90,달리 분류되지 않은 흉막삼출액,3.7611940298507465,순환기내과,J90,0.5373134328358209
2019,서울,16,R00,심장박동의 이상,3.019607843137255,순환기내과,R00,0.43137254901960786
2019,서울,19,A18,기타 기관의 결핵,2.4705882352941178,순환기내과,A18,0.4117647058823529
2019,서울,20,I95,저혈압,3.1690140845070425,순환기내과,I95,0.6338028169014085
2019,서울,1,Z04,기타 이유의 검사 및 관찰,315.0125,신경과,Z04,0.996875
2019,서울,2,I63,뇌경색증,163.18693982074265,신경과,I63,0.5646606914212549
2019,서울,3,G20,파킨슨병,23.52073732718894,신경과,G20,0.7350230414746544
2019,서울,4,R56,달리 분류되지 않은 경련,13.092307692307692,신경과,R56,0.5692307692307692
2019,서울,5,Z02,행정목적을 위한 검사,12.833333333333334,신경과,Z02,0.5833333333333334
2019,서울,6,G45,일과성 뇌허혈발작 및 관련 증후군,11.15625,신경과,G45,0.53125
2019,서울,7,R42,어지럼증 및 어지럼,7.191489361702128,신경과,R42,0.5531914893617021
2019,서울,7,H49,마비성 사시,6.5,신경과,H49,0.5
2019,서울,7,R41,인지기능 및 자각에 관련된 기타 증상 및 징후,8.272727272727273,신경과,R41,0.6363636363636364
2019,서울,10,R51,두통,6.545454545454545,신경과,R51,0.5454545454545454
2019,서울,11,I95,저혈압,6.971830985915494,신경과,I95,0.6338028169014085
2019,서울,12,G03,기타 및 상세불명의 원인에 의한 수막염,2.25,신경과,G03,0.375
2019,서울,12,G25,기타 추체외로 및 운동 장애,4.451612903225806,신경과,G25,0.7419354838709677
2019,서울,12,H53,시각장애,2.3333333333333335,신경과,H53,0.3888888888888889
2019,서울,12,M54,등통증,4.543689320388349,신경과,M54,0.7572815533980582
2019,서울,16,R55,실신 및 허탈,2.051282051282051,신경과,R55,0.41025641025641024
2019,서울,16,G50,삼차신경의 장애,3.333333333333333,신경과,G50,0.6666666666666666
2019,서울,16,G30,알츠하이머병,3.3918128654970756,신경과,G30,0.6783625730994152
2019,서울,16,R26,보행과 이동의 이상,2.9850746268656714,신경과,R26,0.5970149253731343
2019,서울,16,R25,이상불수의운동,3.4210526315789473,신경과,R25,0.6842105263157895
2019,서울,1,M48,기타 척추병증,136.45620789220405,신경외과,M48,0.5524542829643888
2019,서울,2,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,148.06083650190115,신경외과,I65,0.6730038022813688
2019,서울,3,I67,기타 뇌혈관질환,86.19444444444444,신경외과,I67,0.4027777777777778
2019,서울,4,S06,두개내손상,33.53174603174604,신경외과,S06,0.5158730158730159
2019,서울,5,G91,수두증,26.45,신경외과,G91,0.575
2019,서울,6,M96,달리 분류되지 않은 처치후 근골격장애,29.454022988505745,신경외과,M96,0.7183908045977011
2019,서울,7,Z09,악성 신생물 이외의 병태에 대한 치료후 추적검사,24.324324324324323,신경외과,Z09,0.6756756756756757
2019,서울,8,I61,뇌내출혈,13.557894736842105,신경외과,I61,0.4842105263157895
2019,서울,8,I62,기타 비외상성 두개내출혈,14.970297029702971,신경외과,I62,0.5346534653465347
2019,서울,10,M51,기타 추간판장애,16.65762711864407,신경외과,M51,0.6169491525423729
2019,서울,11,I66,뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착,15.312500000000002,신경외과,I66,0.6125
2019,서울,11,S32,요추 및 골반의 골절,8.25,신경외과,S32,0.33
2019,서울,13,S22,"늑골, 흉골 및 흉추의 골절",6.904761904761905,신경외과,S22,0.34523809523809523
2019,서울,14,I72,기타 동맥류 및 박리,7.368421052631579,신경외과,I72,0.5263157894736842
2019,서울,15,D32,수막의 양성 신생물,3.2083333333333335,신경외과,D32,0.2916666666666667
2019,서울,15,I63,뇌경색증,6.211267605633804,신경외과,I63,0.5646606914212549
2019,서울,15,I60,지주막하출혈,2.357142857142857,신경외과,I60,0.21428571428571427
2019,서울,18,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,6.25,신경외과,Z51,0.625
2019,서울,19,C71,뇌의 악성 신생물,3.7333333333333334,신경외과,C71,0.4666666666666667
2019,서울,20,M46,기타 염증성 척추병증,4.375,신경외과,M46,0.625
2019,서울,1,N18,만성 신장병,107.53766233766234,신장내과,N18,0.6597402597402597
2019,서울,2,N17,급성 신부전,18.74141876430206,신장내과,N17,0.5354691075514875
2019,서울,3,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",10.340206185567009,신장내과,T85,0.6082474226804123
2019,서울,3,E11,2형 당뇨병,10.455774316779312,신장내과,E11,0.6150455480458419
2019,서울,5,N39,비뇨계통의 기타 장애,6.3059701492537314,신장내과,N39,0.48507462686567165
2019,서울,6,E87,"수분, 전해질 및 산-염기균형의 기타 장애",6.0606060606060606,신장내과,E87,0.6060606060606061
2019,서울,7,A41,기타 패혈증,2.535885167464115,신장내과,A41,0.507177033492823
2019,서울,7,J18,상세불명 병원체의 폐렴,2.704626334519573,신장내과,J18,0.5409252669039146
2019,서울,7,Q61,낭성 신장병,3.076923076923077,신장내과,Q61,0.6153846153846154
2019,서울,7,M62,근육의 기타 장애,3.0,신장내과,M62,0.6
2019,서울,11,J90,달리 분류되지 않은 흉막삼출액,2.1492537313432836,신장내과,J90,0.5373134328358209
2019,서울,11,M31,기타 괴사성 혈관병증,3.0,신장내과,M31,0.75
2019,서울,13,J69,고체 및 액체에 의한 폐렴,1.6005830903790088,신장내과,J69,0.5335276967930029
2019,서울,13,N04,신증후군,1.2857142857142856,신장내과,N04,0.42857142857142855
2019,서울,13,R60,달리 분류되지 않은 부종,1.5,신장내과,R60,0.5
2019,서울,13,N10,급성 세뇨관-간질신장염,1.3076923076923077,신장내과,N10,0.4358974358974359
2019,서울,13,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,1.7865168539325844,신장내과,N28,0.5955056179775281
2019,서울,18,R80,고립된 단백뇨,1.6,신장내과,R80,0.8
2019,서울,18,N03,만성 신염증후군,1.3333333333333333,신장내과,N03,0.6666666666666666
2019,서울,18,I46,심장정지,1.1428571428571428,신장내과,I46,0.5714285714285714
2019,서울,18,K30,기능성 소화불량,1.2173913043478262,신장내과,K30,0.6086956521739131
2019,서울,18,R57,달리 분류되지 않은 쇼크,0.9534883720930233,신장내과,R57,0.47674418604651164
2019,서울,18,J81,폐부종,1.0,신장내과,J81,0.5
2019,서울,18,N05,상세불명의 신염증후군,0.6666666666666666,신장내과,N05,0.3333333333333333
2019,서울,1,H25,노년백내장,679.6151790486372,안과,H25,0.4094067343666489
2019,서울,2,H35,기타 망막장애,93.63867684478372,안과,H35,0.4681933842239186
2019,서울,3,H43,유리체의 장애,26.608695652173914,안과,H43,0.4927536231884058
2019,서울,4,H02,눈꺼풀의 기타 장애,28.693877551020407,안과,H02,0.7755102040816326
2019,서울,4,H40,녹내장,23.78571428571429,안과,H40,0.6428571428571429
2019,서울,6,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",21.896907216494842,안과,T85,0.6082474226804123
2019,서울,7,H33,망막박리 및 망막열공,8.893617021276595,안과,H33,0.40425531914893614
2019,서울,8,H04,눈물계통의 장애,5.108108108108108,안과,H04,0.5675675675675675
2019,서울,9,H44,안구의 장애,5.142857142857142,안과,H44,0.8571428571428571
2019,서울,10,H16,각막염,3.8235294117647056,안과,H16,0.7647058823529411
2019,서울,11,S05,눈 및 안와의 손상,1.0,안과,S05,0.3333333333333333
2019,서울,11,H18,각막의 기타 장애,2.6666666666666665,안과,H18,0.8888888888888888
2019,서울,11,T81,달리 분류되지 않은 처치의 합병증,1.6987951807228918,안과,T81,0.5662650602409639
2019,서울,11,H50,기타 사시,1.5,안과,H50,0.5
2019,서울,15,H20,홍채섬모체염,1.0,안과,H20,0.5
2019,서울,15,H27,수정체의 기타 장애,0.5,안과,H27,0.25
2019,서울,15,S00,머리의 표재성 손상,1.3846153846153846,안과,S00,0.6923076923076923
2019,서울,15,E11,2형 당뇨병,1.2300910960916838,안과,E11,0.6150455480458419
2019,서울,15,H34,망막혈관폐쇄,1.0,안과,H34,0.5
2019,서울,15,H05,안와의 장애,0.75,안과,H05,0.375
2019,서울,15,H01,눈꺼풀의 기타 염증,2.0,안과,H01,1.0
2019,서울,1,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,108.125,완화의료사업,Z51,0.625
2019,서울,2,C34,기관지 및 폐의 악성 신생물,35.861271676300575,완화의료사업,C34,0.6520231213872832
2019,서울,3,C16,위의 악성 신생물,12.297734627831716,완화의료사업,C16,0.6148867313915858
2019,서울,4,C22,간 및 간내 담관의 악성 신생물,13.764845605700712,완화의료사업,C22,0.7244655581947743
2019,서울,5,C25,췌장의 악성 신생물,4.5600000000000005,완화의료사업,C25,0.5066666666666667
2019,서울,6,C18,결장의 악성 신생물,5.425742574257426,완화의료사업,C18,0.6782178217821783
2019,서울,7,C61,전립선의 악성 신생물,3.859813084112149,완화의료사업,C61,0.5514018691588785
2019,서울,8,C83,비소포성 림프종,3.325301204819277,완화의료사업,C83,0.5542168674698795
2019,서울,9,C67,방광의 악성 신생물,2.5757575757575757,완화의료사업,C67,0.6439393939393939
2019,서울,9,C71,뇌의 악성 신생물,1.8666666666666667,완화의료사업,C71,0.4666666666666667
2019,서울,11,C15,식도의 악성 신생물,1.7872340425531914,완화의료사업,C15,0.5957446808510638
2019,서울,11,C79,기타 및 상세불명 부위의 이차성 악성 신생물,1.8160651920838184,완화의료사업,C79,0.6053550640279395
2019,서울,13,C23,담낭의 악성 신생물,0.75,완화의료사업,C23,0.375
2019,서울,13,C90,다발골수종 및 악성 형질세포신생물,1.4545454545454546,완화의료사업,C90,0.7272727272727273
2019,서울,13,C19,직장구불결장접합부의 악성 신생물,0.88,완화의료사업,C19,0.44
2019,서울,16,C66,요관의 악성 신생물,0.6176470588235294,완화의료사업,C66,0.6176470588235294
2019,서울,16,C12,이상동(梨狀洞)의 악성 신생물,0.75,완화의료사업,C12,0.75
2019,서울,16,A41,기타 패혈증,0.507177033492823,완화의료사업,A41,0.507177033492823
