월,퇴원과,퇴원결과,건수,지역,년도,주상병코드,주상병명
1,소화기내과,호전,4.05,대구,2023,D13,기타 및 부위불명의 소화계통의 양성 신생물
2,재활의학과,호전,3.00,대구,2023,G62,기타 다발신경병증
2,소화기내과,불변(호전안됨),0.00,대구,2023,C53,자궁경부의 악성 신생물
3,신경외과,경쾌,0.65,대구,2023,M43,기타 변형성 등병증
3,신경과,불변(호전안됨),0.70,대구,2023,I63,뇌경색증
3,신경외과,호전,5.15,대구,2023,M51,기타 추간판장애
4,가정의학과,48시간 후 사망,4.30,대구,2023,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람
5,소화기내과,호전,0.67,대구,2023,M10,통풍
1,소화기내과,호전,1.76,대구,2023,U07,U07의 응급사용
5,안과,호전,33.63,대구,2023,H25,노년백내장
5,정형외과,호전,0.33,대구,2023,S81,아래다리의 열린상처
5,정형외과,호전,3.47,대구,2023,M25,달리 분류되지 않은 기타 관절장애
3,순환기내과,48시간 전 사망,0.57,대구,2023,A41,기타 패혈증
3,재활의학과,호전,1.00,대구,2023,G21,이차성 파킨슨증
2,재활의학과,호전,5.57,대구,2023,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람
2,순환기내과,경쾌,0.53,대구,2023,J90,달리 분류되지 않은 흉막삼출액
2,소화기내과,경쾌,0.71,대구,2023,E11,2형 당뇨병
1,정형외과,호전,6.82,대구,2023,M17,무릎관절증
2,순환기내과,호전,1.42,대구,2023,E11,2형 당뇨병
4,정형외과,호전,1.60,대구,2023,L72,피부 및 피하조직의 모낭낭
1,소화기내과,불변(호전안됨),0.36,대구,2023,C25,췌장의 악성 신생물
1,소화기내과,호전,1.36,대구,2023,J18,상세불명 병원체의 폐렴
1,신장내과,호전,0.71,대구,2023,E11,2형 당뇨병
3,정형외과,호전,1.39,대구,2023,M23,무릎의 내부장애
3,내분비내과,호전,0.82,대구,2023,I95,저혈압
3,비뇨의학과,진단만실시,4.91,대구,2023,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
3,신경외과,경쾌,9.26,대구,2023,M48,기타 척추병증
3,순환기내과,경쾌,0.67,대구,2023,C66,요관의 악성 신생물
1,정형외과,호전,0.71,대구,2023,E11,2형 당뇨병
2,비뇨의학과,호전,1.97,대구,2023,C61,전립선의 악성 신생물
4,소화기내과,호전,1.16,대구,2023,D13,기타 및 부위불명의 소화계통의 양성 신생물
1,순환기내과,호전,24.65,대구,2023,I20,협심증
2,소화기내과,불변(호전안됨),0.74,대구,2023,K56,탈장이 없는 마비성 장폐색증 및 장폐색
2,비뇨의학과,호전,2.05,대구,2023,D09,기타 및 상세불명 부위의 제자리암종
3,순환기내과,경쾌,4.38,대구,2023,R07,목구멍 및 가슴의 통증
1,신장내과,경쾌,2.79,대구,2023,N18,만성 신장병
3,안과,불변(호전안됨),0.33,대구,2023,H27,수정체의 기타 장애
4,순환기내과,호전,9.71,대구,2023,I20,협심증
2,순환기내과,호전,0.85,대구,2023,I77,동맥 및 세동맥의 기타 장애
2,소화기내과,호전,2.13,대구,2023,E11,2형 당뇨병
4,내분비내과,호전,2.83,대구,2023,E11,2형 당뇨병
4,정형외과,호전,1.42,대구,2023,E11,2형 당뇨병
4,순환기내과,경쾌,1.67,대구,2023,J44,기타 만성 폐쇄성 폐질환
4,순환기내과,경쾌,0.78,대구,2023,I11,고혈압성 심장병
4,순환기내과,호전,0.76,대구,2023,I35,비류마티스성 대동맥판장애
4,신경외과,호전,2.32,대구,2023,M48,기타 척추병증
2,정형외과,호전,3.00,대구,2023,M19,기타 관절증
3,재활의학과,호전,0.86,대구,2023,R26,보행과 이동의 이상
3,신경외과,경쾌,4.29,대구,2023,M51,기타 추간판장애
2,정형외과,불변(호전안됨),1.00,대구,2023,R02,달리 분류되지 않은 괴저
7,순환기내과,불변(호전안됨),1.49,대구,2023,I20,협심증
4,비뇨의학과,호전,0.55,대구,2023,N39,비뇨계통의 기타 장애
2,순환기내과,경쾌,0.71,대구,2023,E11,2형 당뇨병
4,내분비내과,호전,1.36,대구,2023,J18,상세불명 병원체의 폐렴
1,순환기내과,경쾌,1.67,대구,2023,J44,기타 만성 폐쇄성 폐질환
1,순환기내과,호전,1.12,대구,2023,I21,급성 심근경색증
3,소화기내과,호전,0.65,대구,2023,D50,철결핍빈혈
5,신장내과,경쾌,0.59,대구,2023,U07,U07의 응급사용
2,소화기내과,호전,0.65,대구,2023,K92,소화계통의 기타 질환
4,순환기내과,경쾌,2.05,대구,2023,J18,상세불명 병원체의 폐렴
5,정형외과,호전,5.05,대구,2023,M75,어깨병변
5,신경외과,경쾌,5.15,대구,2023,M51,기타 추간판장애
5,순환기내과,경쾌,0.80,대구,2023,I50,심부전
3,외과,경쾌,0.31,대구,2023,K64,치핵 및 항문주위정맥혈전증
5,순환기내과,불변(호전안됨),0.75,대구,2023,I20,협심증
2,신장내과,48시간 후 사망,0.80,대구,2023,R57,달리 분류되지 않은 쇼크
1,외과,경쾌,0.67,대구,2023,C19,직장구불결장접합부의 악성 신생물
3,신경과,경쾌,0.86,대구,2023,R26,보행과 이동의 이상
2,외과,호전,0.00,대구,2023,T20,머리 및 목의 화상 및 부식
3,소화기내과,불변(호전안됨),0.50,대구,2023,C95,상세불명 세포형의 백혈병
1,소화기내과,호전,1.95,대구,2023,I10,본태성(원발성) 고혈압
2,순환기내과,경쾌,0.71,대구,2023,R55,실신 및 허탈
2,내분비내과,48시간 후 사망,0.42,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
4,정형외과,호전,1.00,대구,2023,Q69,다지증
5,정형외과,호전,0.34,대구,2023,S82,발목을 포함한 아래다리의 골절
5,비뇨의학과,진단만실시,1.97,대구,2023,C61,전립선의 악성 신생물
1,소화기내과,호전,0.42,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
3,신장내과,48시간 후 사망,0.61,대구,2023,J69,고체 및 액체에 의한 폐렴
1,신장내과,호전,0.42,대구,2023,C22,간 및 간내 담관의 악성 신생물
3,비뇨의학과,호전,2.05,대구,2023,D09,기타 및 상세불명 부위의 제자리암종
2,이비인후과,호전,0.00,대구,2023,H66,화농성 및 상세불명의 중이염
2,순환기내과,경쾌,0.25,대구,2023,I45,기타 전도장애
1,순환기내과,48시간 후 사망,0.62,대구,2023,I48,심방세동 및 조동
1,재활의학과,호전,1.00,대구,2023,G62,기타 다발신경병증
2,순환기내과,경쾌,0.54,대구,2023,I25,만성 허혈심장병
1,외과,경쾌,0.59,대구,2023,K35,급성 충수염
3,순환기내과,경쾌,0.60,대구,2023,I71,대동맥동맥류 및 박리
3,정형외과,호전,0.57,대구,2023,G56,팔의 단일신경병증
1,순환기내과,48시간 후 사망,0.42,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
3,소화기내과,호전,0.39,대구,2023,C16,위의 악성 신생물
3,신경과,호전,0.88,대구,2023,G81,편마비
3,신장내과,호전,0.67,대구,2023,E14,상세불명의 당뇨병
3,신장내과,호전,0.48,대구,2023,C34,기관지 및 폐의 악성 신생물
2,신경과,경쾌,0.70,대구,2023,I63,뇌경색증
4,신경외과,경쾌,0.43,대구,2023,S22,"늑골, 흉골 및 흉추의 골절"
2,정형외과,호전,0.71,대구,2023,E11,2형 당뇨병
1,순환기내과,불변(호전안됨),0.65,대구,2023,D50,철결핍빈혈
3,순환기내과,진단만실시,0.75,대구,2023,I20,협심증
3,정형외과,호전,0.75,대구,2023,M19,기타 관절증
3,정형외과,호전,0.00,대구,2023,M61,근육의 석회화 및 골화
1,순환기내과,호전,1.21,대구,2023,J69,고체 및 액체에 의한 폐렴
3,신장내과,호전,0.65,대구,2023,K92,소화계통의 기타 질환
4,소화기내과,호전,0.00,대구,2023,Z94,이식된 기관 및 조직의 상태
3,순환기내과,불변(호전안됨),0.56,대구,2023,K81,담낭염
4,내분비내과,호전,0.83,대구,2023,J44,기타 만성 폐쇄성 폐질환
3,정형외과,호전,0.71,대구,2023,E11,2형 당뇨병
6,순환기내과,호전,8.96,대구,2023,I20,협심증
12,외과,경쾌,1.82,대구,2023,K80,담석증
7,소화기내과,경쾌,0.59,대구,2023,U07,U07의 응급사용
9,신장내과,48시간 후 사망,1.00,대구,2023,C90,다발골수종 및 악성 형질세포신생물
12,정형외과,호전,0.57,대구,2023,M87,골괴사
8,비뇨의학과,호전,0.80,대구,2023,R33,소변정체
11,순환기내과,경쾌,0.50,대구,2023,K75,기타 염증성 간질환
12,비뇨의학과,호전,1.36,대구,2023,D09,기타 및 상세불명 부위의 제자리암종
8,소화기내과,호전,0.91,대구,2023,K71,독성간질환
9,순환기내과,경쾌,1.69,대구,2023,I77,동맥 및 세동맥의 기타 장애
9,재활의학과,경쾌,1.72,대구,2023,M51,기타 추간판장애
5,소화기내과,호전,0.68,대구,2023,J18,상세불명 병원체의 폐렴
8,순환기내과,호전,0.47,대구,2023,I42,심근병증
12,순환기내과,경쾌,1.19,대구,2023,I50,심부전
11,순환기내과,경쾌,1.23,대구,2023,I26,폐색전증
9,순환기내과,경쾌,3.54,대구,2023,E11,2형 당뇨병
9,소화기내과,호전,0.36,대구,2023,R11,구역 및 구토
9,순환기내과,경쾌,1.18,대구,2023,U07,U07의 응급사용
6,신경외과,경쾌,2.32,대구,2023,M48,기타 척추병증
5,신장내과,불변(호전안됨),1.40,대구,2023,N18,만성 신장병
12,신경외과,불변(호전안됨),0.89,대구,2023,S32,요추 및 골반의 골절
12,신경외과,경쾌,6.01,대구,2023,M51,기타 추간판장애
5,순환기내과,불변(호전안됨),1.67,대구,2023,J44,기타 만성 폐쇄성 폐질환
9,내분비내과,호전,0.82,대구,2023,I95,저혈압
12,정형외과,호전,3.54,대구,2023,M75,어깨병변
6,비뇨의학과,호전,0.55,대구,2023,N39,비뇨계통의 기타 장애
6,정형외과,호전,3.00,대구,2023,S72,대퇴골의 골절
9,순환기내과,경쾌,0.50,대구,2023,K75,기타 염증성 간질환
8,순환기내과,경쾌,0.83,대구,2023,J44,기타 만성 폐쇄성 폐질환
12,비뇨의학과,불변(호전안됨),1.60,대구,2023,R33,소변정체
5,신경과,호전,0.67,대구,2023,H81,전정기능의 장애
12,순환기내과,호전,0.71,대구,2023,E11,2형 당뇨병
5,재활의학과,호전,0.70,대구,2023,M23,무릎의 내부장애
11,순환기내과,호전,1.00,대구,2023,I74,동맥색전증 및 혈전증
12,재활의학과,호전,1.00,대구,2023,G62,기타 다발신경병증
12,신장내과,경쾌,0.45,대구,2023,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자
6,신경외과,호전,3.33,대구,2023,M96,달리 분류되지 않은 처치후 근골격장애
11,신경과,경쾌,0.70,대구,2023,I63,뇌경색증
12,소화기내과,호전,0.50,대구,2023,J21,급성 세기관지염
6,순환기내과,호전,2.54,대구,2023,I77,동맥 및 세동맥의 기타 장애
11,정형외과,호전,1.46,대구,2023,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람
12,순환기내과,진단만실시,0.50,대구,2023,N17,급성 신부전
12,신장내과,경쾌,2.83,대구,2023,E11,2형 당뇨병
9,정형외과,호전,0.50,대구,2023,D21,결합조직 및 기타 연조직의 기타 양성 신생물
9,신경외과,경쾌,4.63,대구,2023,M48,기타 척추병증
4,재활의학과,호전,0.83,대구,2023,M96,달리 분류되지 않은 처치후 근골격장애
5,순환기내과,호전,0.42,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
8,외과,경쾌,0.29,대구,2023,K35,급성 충수염
6,신장내과,호전,0.61,대구,2023,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염
12,신장내과,호전,1.00,대구,2023,T68,저체온증
8,내분비내과,호전,6.38,대구,2023,E11,2형 당뇨병
12,재활의학과,호전,0.50,대구,2023,G57,다리의 단일신경병증
8,순환기내과,호전,0.78,대구,2023,I11,고혈압성 심장병
9,순환기내과,경쾌,2.50,대구,2023,J44,기타 만성 폐쇄성 폐질환
5,재활의학과,호전,0.83,대구,2023,M96,달리 분류되지 않은 처치후 근골격장애
5,소화기내과,호전,0.39,대구,2023,C16,위의 악성 신생물
12,순환기내과,경쾌,0.00,대구,2023,D73,비장의 질환
8,재활의학과,호전,0.86,대구,2023,R26,보행과 이동의 이상
6,신장내과,호전,0.24,대구,2023,N10,급성 세뇨관-간질신장염
9,비뇨의학과,호전,1.22,대구,2023,R31,상세불명의 혈뇨
6,신장내과,호전,0.29,대구,2023,A04,기타 세균성 장감염
6,정형외과,호전,0.97,대구,2023,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람
8,재활의학과,호전,1.54,대구,2023,G20,파킨슨병
6,소화기내과,호전,0.57,대구,2023,K22,식도의 기타 질환
8,순환기내과,호전,0.73,대구,2023,I70,죽상경화증
5,순환기내과,불변(호전안됨),0.61,대구,2023,J69,고체 및 액체에 의한 폐렴
12,재활의학과,경쾌,0.80,대구,2023,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람
6,외과,경쾌,1.37,대구,2023,K80,담석증
12,비뇨의학과,호전,1.64,대구,2023,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
9,순환기내과,호전,1.64,대구,2023,I95,저혈압
9,외과,경쾌,0.00,대구,2023,K60,항문 및 직장부의 열창 및 누공
12,순환기내과,호전,0.62,대구,2023,I26,폐색전증
12,순환기내과,호전,0.42,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
5,소화기내과,경쾌,0.74,대구,2023,R53,병감 및 피로
5,비뇨의학과,호전,0.50,대구,2023,N21,하부요로의 결석
8,순환기내과,호전,2.54,대구,2023,I77,동맥 및 세동맥의 기타 장애
4,신장내과,호전,0.48,대구,2023,C34,기관지 및 폐의 악성 신생물
6,순환기내과,경쾌,0.50,대구,2023,I44,방실차단 및 좌각차단
9,순환기내과,호전,5.98,대구,2023,I20,협심증
11,정형외과,호전,0.62,대구,2023,M65,윤활막염 및 힘줄윤활막염
11,신경외과,경쾌,2.58,대구,2023,M51,기타 추간판장애
10,재활의학과,호전,6.01,대구,2023,M51,기타 추간판장애
10,신경외과,호전,3.09,대구,2023,M48,기타 척추병증
11,순환기내과,호전,1.42,대구,2023,E11,2형 당뇨병
7,내분비내과,호전,4.96,대구,2023,E11,2형 당뇨병
10,재활의학과,호전,2.39,대구,2023,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람
11,소화기내과,불변(호전안됨),0.62,대구,2023,K31,위 및 십이지장의 기타 질환
12,외과,경쾌,0.79,대구,2023,L89,욕창궤양 및 압박부위
10,신경외과,호전,0.65,대구,2023,M43,기타 변형성 등병증
9,소화기내과,호전,0.68,대구,2023,J18,상세불명 병원체의 폐렴
10,순환기내과,호전,9.71,대구,2023,I20,협심증
12,순환기내과,경쾌,0.61,대구,2023,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염
12,소화기내과,경쾌,0.50,대구,2023,R06,호흡의 이상
7,비뇨의학과,호전,1.22,대구,2023,R31,상세불명의 혈뇨
11,순환기내과,경쾌,0.47,대구,2023,I42,심근병증
7,비뇨의학과,호전,1.36,대구,2023,D09,기타 및 상세불명 부위의 제자리암종
7,가정의학과,경쾌,0.43,대구,2023,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람
11,순환기내과,경쾌,1.29,대구,2023,I31,심장막의 기타 질환
7,순환기내과,경쾌,0.62,대구,2023,I26,폐색전증
10,소화기내과,경쾌,0.71,대구,2023,E11,2형 당뇨병
11,소화기내과,호전,0.50,대구,2023,J12,달리 분류되지 않은 바이러스폐렴
11,소화기내과,호전,0.68,대구,2023,J18,상세불명 병원체의 폐렴
7,정형외과,호전,2.53,대구,2023,M75,어깨병변
11,순환기내과,호전,0.51,대구,2023,M75,어깨병변
7,외과,경쾌,0.58,대구,2023,D13,기타 및 부위불명의 소화계통의 양성 신생물
10,순환기내과,경쾌,1.36,대구,2023,J18,상세불명 병원체의 폐렴
10,소화기내과,호전,1.84,대구,2023,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염
6,순환기내과,호전,1.12,대구,2023,I21,급성 심근경색증
11,정형외과,호전,0.57,대구,2023,G56,팔의 단일신경병증
7,비뇨의학과,호전,1.50,대구,2023,N35,요도협착
9,순환기내과,호전,1.00,대구,2023,L08,피부 및 피하조직의 기타 국소감염
11,신경외과,호전,0.65,대구,2023,M43,기타 변형성 등병증
8,순환기내과,호전,0.68,대구,2023,J18,상세불명 병원체의 폐렴
6,외과,경쾌,0.31,대구,2023,K64,치핵 및 항문주위정맥혈전증
11,정형외과,호전,0.75,대구,2023,M19,기타 관절증
11,순환기내과,경쾌,0.74,대구,2023,R53,병감 및 피로
7,순환기내과,경쾌,0.71,대구,2023,E11,2형 당뇨병
10,정형외과,호전,0.71,대구,2023,M00,화농성 관절염
10,순환기내과,호전,1.67,대구,2023,J44,기타 만성 폐쇄성 폐질환
11,재활의학과,호전,0.79,대구,2023,M50,경추간판장애
12,순환기내과,48시간 후 사망,0.39,대구,2023,I11,고혈압성 심장병
11,비뇨의학과,진단만실시,0.82,대구,2023,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
11,비뇨의학과,호전,0.50,대구,2023,S37,비뇨 및 골반 기관의 손상
8,내분비내과,호전,0.61,대구,2023,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염
9,신장내과,불변(호전안됨),0.59,대구,2023,U07,U07의 응급사용
10,순환기내과,경쾌,1.00,대구,2023,I44,방실차단 및 좌각차단
6,순환기내과,호전,0.54,대구,2023,I25,만성 허혈심장병
7,외과,경쾌,0.75,대구,2023,D17,양성 지방종성 신생물
10,소화기내과,호전,1.42,대구,2023,E11,2형 당뇨병
10,순환기내과,경쾌,2.19,대구,2023,I70,죽상경화증
10,신장내과,경쾌,1.40,대구,2023,N18,만성 신장병
10,순환기내과,경쾌,0.65,대구,2023,I10,본태성(원발성) 고혈압
5,순환기내과,경쾌,0.75,대구,2023,I49,기타 심장부정맥
6,소화기내과,호전,1.30,대구,2023,I10,본태성(원발성) 고혈압
7,순환기내과,경쾌,0.50,대구,2023,T82,"심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증"
11,순환기내과,호전,1.25,대구,2023,R07,목구멍 및 가슴의 통증
7,정형외과,호전,0.75,대구,2023,M19,기타 관절증
4,재활의학과,호전,0.80,대구,2023,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람
8,순환기내과,경쾌,0.36,대구,2023,R11,구역 및 구토
8,내분비내과,호전,0.24,대구,2023,N10,급성 세뇨관-간질신장염
8,외과,경쾌,1.00,대구,2023,S39,"복부, 아래등 및 골반의 기타 및 상세불명의 손상"
9,순환기내과,경쾌,0.61,대구,2023,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염
7,순환기내과,경쾌,0.60,대구,2023,R60,달리 분류되지 않은 부종
7,내분비내과,48시간 후 사망,0.59,대구,2023,U07,U07의 응급사용
10,정형외과,호전,0.87,대구,2023,S92,발목을 제외한 발의 골절
11,순환기내과,호전,0.82,대구,2023,I95,저혈압
7,순환기내과,호전,0.75,대구,2023,I49,기타 심장부정맥
11,재활의학과,호전,1.00,대구,2023,G95,척수의 기타 질환
6,정형외과,호전,0.54,대구,2023,T81,달리 분류되지 않은 처치의 합병증
7,비뇨의학과,호전,1.64,대구,2023,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
9,비뇨의학과,호전,0.71,대구,2023,N20,신장 및 요관의 결석
6,순환기내과,경쾌,0.64,대구,2023,I31,심장막의 기타 질환
11,신장내과,호전,1.60,대구,2023,R50,기타 및 원인미상의 열
11,소화기내과,호전,1.49,대구,2023,R53,병감 및 피로
10,순환기내과,경쾌,0.71,대구,2023,E11,2형 당뇨병
10,순환기내과,경쾌,0.00,대구,2023,E10,1형 당뇨병
10,신장내과,호전,0.63,대구,2023,L03,연조직염
10,신장내과,경쾌,1.42,대구,2023,E11,2형 당뇨병
11,신경외과,호전,0.55,대구,2023,M54,등통증
9,정형외과,호전,0.70,대구,2023,M23,무릎의 내부장애
11,신경외과,경쾌,0.79,대구,2023,G82,하반신마비 및 사지마비
4,신경외과,경쾌,0.45,대구,2023,S32,요추 및 골반의 골절
8,내분비내과,호전,0.68,대구,2023,J18,상세불명 병원체의 폐렴
6,재활의학과,호전,1.00,대구,2023,G60,유전성 및 특발성 신경병증
9,소화기내과,경쾌,1.00,대구,2023,R10,복부 및 골반 통증
10,비뇨의학과,불변(호전안됨),1.09,대구,2023,N39,비뇨계통의 기타 장애
7,정형외과,호전,0.00,대구,2023,S70,엉덩이 및 대퇴의 표재성 손상
10,신경외과,호전,0.86,대구,2023,S22,"늑골, 흉골 및 흉추의 골절"
6,정형외과,호전,1.00,대구,2023,T14,상세불명의 신체부위의 손상
8,비뇨의학과,호전,0.50,대구,2023,N45,고환염 및 부고환염
7,재활의학과,호전,0.70,대구,2023,I63,뇌경색증
7,외과,호전,0.31,대구,2023,K64,치핵 및 항문주위정맥혈전증
11,순환기내과,호전,0.76,대구,2023,I35,비류마티스성 대동맥판장애
6,소화기내과,호전,0.62,대구,2023,K85,급성 췌장염
10,신경외과,48시간 후 사망,0.33,대구,2023,I61,뇌내출혈
7,순환기내과,경쾌,0.60,대구,2023,I71,대동맥동맥류 및 박리
10,안과,호전,0.44,대구,2023,H26,기타 백내장
5,정형외과,호전,5.27,대구,2023,M17,무릎관절증
1,소화기내과,경쾌,1.67,대구,2023,J44,기타 만성 폐쇄성 폐질환
4,비뇨의학과,호전,4.61,대구,2023,N40,전립선증식증
4,정형외과,호전,3.10,대구,2023,M17,무릎관절증
5,순환기내과,호전,16.43,대구,2023,I20,협심증
5,순환기내과,호전,1.18,대구,2023,I73,기타 말초혈관질환
2,신경외과,호전,1.11,대구,2023,S06,두개내손상
2,정형외과,호전,0.87,대구,2023,S92,발목을 제외한 발의 골절
3,재활의학과,호전,1.54,대구,2023,M48,기타 척추병증
3,내분비내과,호전,4.25,대구,2023,E11,2형 당뇨병
1,정형외과,호전,1.95,대구,2023,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람
3,정형외과,호전,0.50,대구,2023,M13,기타 관절염
4,비뇨의학과,호전,0.61,대구,2023,R31,상세불명의 혈뇨
4,외과,호전,0.46,대구,2023,K80,담석증
2,소화기내과,호전,0.83,대구,2023,J44,기타 만성 폐쇄성 폐질환
3,안과,호전,1.35,대구,2023,H40,녹내장
2,소화기내과,호전,0.75,대구,2023,I20,협심증
3,신장내과,불변(호전안됨),0.61,대구,2023,J69,고체 및 액체에 의한 폐렴
3,비뇨의학과,호전,0.66,대구,2023,C61,전립선의 악성 신생물
1,순환기내과,경쾌,1.00,대구,2023,I44,방실차단 및 좌각차단
3,신장내과,호전,0.56,대구,2023,I12,고혈압성 신장병
3,신경외과,경쾌,1.34,대구,2023,S32,요추 및 골반의 골절
3,소화기내과,호전,2.46,대구,2023,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염
3,정형외과,호전,1.88,대구,2023,M20,손가락 및 발가락의 후천변형
4,정형외과,불변(호전안됨),1.00,대구,2023,S97,발목 및 발의 으깸손상
4,외과,경쾌,2.74,대구,2023,K80,담석증
4,소화기내과,48시간 후 사망,1.00,대구,2023,K74,간의 섬유증 및 경변증
4,순환기내과,경쾌,1.59,대구,2023,I50,심부전
4,순환기내과,호전,2.19,대구,2023,I70,죽상경화증
4,소화기내과,호전,1.42,대구,2023,E11,2형 당뇨병
3,정형외과,호전,0.97,대구,2023,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람
4,순환기내과,경쾌,1.60,대구,2023,J90,달리 분류되지 않은 흉막삼출액
4,외과,경쾌,0.88,대구,2023,K35,급성 충수염
1,신장내과,경쾌,0.56,대구,2023,I12,고혈압성 신장병
3,소화기내과,48시간 전 사망,0.22,대구,2023,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람
4,소화기내과,호전,2.23,대구,2023,R53,병감 및 피로
4,가정의학과,48시간 전 사망,0.22,대구,2023,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람
3,비뇨의학과,호전,1.22,대구,2023,R31,상세불명의 혈뇨
1,재활의학과,경쾌,1.72,대구,2023,M51,기타 추간판장애
1,신장내과,불변(호전안됨),1.40,대구,2023,N18,만성 신장병
2,외과,경쾌,3.40,대구,2023,K40,사타구니탈장
4,외과,경쾌,0.00,대구,2023,K60,항문 및 직장부의 열창 및 누공
2,안과,진단만실시,0.58,대구,2023,H25,노년백내장
3,정형외과,불변(호전안됨),0.51,대구,2023,M75,어깨병변
2,신경외과,경쾌,5.15,대구,2023,M51,기타 추간판장애
4,비뇨의학과,진단만실시,4.59,대구,2023,C61,전립선의 악성 신생물
4,정형외과,호전,0.29,대구,2023,M87,골괴사
1,외과,경쾌,2.04,대구,2023,K40,사타구니탈장
2,정형외과,호전,0.92,대구,2023,M86,골수염
4,소화기내과,호전,0.86,대구,2023,K58,과민대장증후군
5,외과,경쾌,0.86,대구,2023,S22,"늑골, 흉골 및 흉추의 골절"
5,순환기내과,호전,0.65,대구,2023,I10,본태성(원발성) 고혈압
1,소화기내과,호전,1.05,대구,2023,K25,위궤양
4,정형외과,치료안함,0.31,대구,2023,M17,무릎관절증
3,순환기내과,호전,1.36,대구,2023,J18,상세불명 병원체의 폐렴
5,신경외과,불변(호전안됨),0.45,대구,2023,S32,요추 및 골반의 골절
5,순환기내과,불변(호전안됨),0.48,대구,2023,N10,급성 세뇨관-간질신장염
3,외과,경쾌,0.75,대구,2023,M79,달리 분류되지 않은 기타 연조직장애
2,신경외과,경쾌,2.32,대구,2023,M48,기타 척추병증
4,정형외과,호전,0.87,대구,2023,S92,발목을 제외한 발의 골절
1,소화기내과,경쾌,0.62,대구,2023,K85,급성 췌장염
1,소화기내과,경쾌,0.36,대구,2023,R11,구역 및 구토
3,순환기내과,호전,1.50,대구,2023,I49,기타 심장부정맥
1,순환기내과,경쾌,0.47,대구,2023,I42,심근병증
1,신장내과,호전,1.18,대구,2023,U07,U07의 응급사용
1,순환기내과,호전,0.62,대구,2023,I26,폐색전증
2,재활의학과,진단만실시,0.83,대구,2023,M96,달리 분류되지 않은 처치후 근골격장애
2,정형외과,호전,0.34,대구,2023,S82,발목을 포함한 아래다리의 골절
2,신장내과,경쾌,0.71,대구,2023,E11,2형 당뇨병
3,소화기내과,호전,0.74,대구,2023,R53,병감 및 피로
3,순환기내과,불변(호전안됨),0.56,대구,2023,I21,급성 심근경색증
3,소화기내과,호전,1.00,대구,2023,G91,수두증
2,정형외과,호전,0.67,대구,2023,M10,통풍
3,가정의학과,경쾌,0.22,대구,2023,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람
3,신장내과,불변(호전안됨),0.50,대구,2023,R06,호흡의 이상
3,신경외과,경쾌,0.55,대구,2023,M54,등통증
3,외과,경쾌,0.50,대구,2023,K65,복막염
3,외과,경쾌,1.16,대구,2023,D13,기타 및 부위불명의 소화계통의 양성 신생물
4,재활의학과,경쾌,1.00,대구,2023,G21,이차성 파킨슨증
3,재활의학과,호전,0.56,대구,2023,S06,두개내손상
4,정형외과,호전,0.67,대구,2023,M05,혈청검사양성 류마티스관절염
3,비뇨의학과,호전,0.66,대구,2023,N40,전립선증식증
3,순환기내과,호전,0.47,대구,2023,I42,심근병증
1,내분비내과,호전,0.61,대구,2023,J69,고체 및 액체에 의한 폐렴
3,순환기내과,호전,1.07,대구,2023,J90,달리 분류되지 않은 흉막삼출액
4,내분비내과,호전,0.55,대구,2023,N39,비뇨계통의 기타 장애
3,소화기내과,호전,0.42,대구,2023,J15,달리 분류되지 않은 세균성 폐렴
