진료과,순위,상명코드,상병명,건수,지역,년도,코드그룹,국비비율
비뇨의학과,7,C67,방광의 악성 신생물,132.41666666666669,대전,2023,C67,0.5833333333333334
비뇨의학과,8,N20,콩팥(신장)및 요관의 결석,159.0,대전,2023,N20,1.0
비뇨의학과,9,R35,다뇨증,142.0,대전,2023,R35,1.0
비뇨의학과,10,N30,방광염,55.5,대전,2023,N30,0.5
비뇨의학과,11,U07,U07의 응급사용,43.12,대전,2023,U07,0.44
비뇨의학과,12,Q61,낭성 콩팥(신장)병,,대전,2023,Q61,
비뇨의학과,13,N28,달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애,,대전,2023,N28,
비뇨의학과,14,N45,고환염 및 부고환염,0.0,대전,2023,N45,0.0
비뇨의학과,15,F52,기질적 장애나 질병에 의하지 않은 성기능 이상,,대전,2023,F52,
비뇨의학과,16,R32,상세불명의 요실금,,대전,2023,R32,
비뇨의학과,17,N41,전립선의 염증성 질환,0.0,대전,2023,N41,0.0
비뇨의학과,18,R74,이상혈청효소수치,24.0,대전,2023,R74,0.5
비뇨의학과,19,R33,요폐,22.5,대전,2023,R33,0.5
비뇨의학과,20,N32,방광의 기타 장애,,대전,2023,N32,
산부인과,1,N95,폐경기 및 기타 폐경기전후 장애,,대전,2023,N95,
산부인과,2,Z29,기타 예방적 조치의 필요,,대전,2023,Z29,
산부인과,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,,대전,2023,Z26,
산부인과,4,U07,U07의 응급사용,82.72,대전,2023,U07,0.44
산부인과,5,N76,질 및 외음부의 기타 염증,,대전,2023,N76,
산부인과,6,R10,복부 및 골반통증,38.0,대전,2023,R10,1.0
산부인과,7,B37,칸디다증,24.0,대전,2023,B37,0.75
산부인과,8,N31,달리 분류되지 않은 방광의 신경근육기능장애,24.157894736842106,대전,2023,N31,0.8947368421052632
산부인과,9,M81,병적골절이 없는 골다공증,15.294117647058822,대전,2023,M81,0.7647058823529411
산부인과,10,N30,방광염,8.5,대전,2023,N30,0.5
산부인과,11,D25,자궁의 평활근종,,대전,2023,D25,
산부인과,12,N71,자궁목을 제외한 자궁의 염증성 질환,,대전,2023,N71,
산부인과,13,L29,소양증,8.903225806451612,대전,2023,L29,0.7419354838709677
산부인과,14,R35,다뇨증,12.0,대전,2023,R35,1.0
산부인과,15,T14,상세불명의 신체부위의 손상,0.0,대전,2023,T14,0.0
산부인과,16,A60,항문성기의 헤르페스바이러스[단순 헤르페스]감염,,대전,2023,A60,
산부인과,17,N91,무월경. 소량 및 희발 월경,,대전,2023,N91,
산부인과,18,M54,배통,7.664670658682635,대전,2023,M54,0.7664670658682635
산부인과,19,N93,기타 이상 자궁 및 질 출혈,,대전,2023,N93,
산부인과,20,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,4.5,대전,2023,Z00,0.5
소아청소년과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,,대전,2023,Z26,
소아청소년과,2,T14,상세불명의 신체부위의 손상,0.0,대전,2023,T14,0.0
소아청소년과,3,J30,혈관운동성 및 앨러지성 비염,10.833333333333334,대전,2023,J30,0.8333333333333334
소아청소년과,4,R31,상세불명의 혈뇨,3.5999999999999996,대전,2023,R31,0.6
소아청소년과,5,J21,급성 세기관지염,3.3846153846153846,대전,2023,J21,0.8461538461538461
소아청소년과,6,B34,상세불명 부위의 바이러스감염,,대전,2023,B34,
소아청소년과,7,K29,위염 및 십이지장염,2.0918114143920596,대전,2023,K29,0.6972704714640199
소아청소년과,8,R53,병감 및 피로,1.5714285714285714,대전,2023,R53,0.7857142857142857
소아청소년과,9,L50,두드러기,2.0,대전,2023,L50,1.0
소아청소년과,10,E34,기타 내분비장애,,대전,2023,E34,
소아청소년과,11,J00,급성 코인두염[감기],2.0,대전,2023,J00,1.0
소아청소년과,12,E66,비만,,대전,2023,E66,
소아청소년과,13,B08,달리 분류되지 않은 피부 및 점막병터가 특징인 기타 바이러스 감염,,대전,2023,B08,
소아청소년과,14,R11,구역 및 구토,0.5,대전,2023,R11,0.25
소아청소년과,15,R07,인후 및 흉곽의 동통,1.2307692307692308,대전,2023,R07,0.6153846153846154
소아청소년과,16,D16,뼈 및 관절연골의 양성 신생물,,대전,2023,D16,
소아청소년과,17,R51,두통,1.2941176470588236,대전,2023,R51,0.6470588235294118
소아청소년과,18,J40,급성인지 만성인지 명시되지 않은 기관지염,0.0,대전,2023,J40,0.0
소아청소년과,19,I88,비특정 림프절염,,대전,2023,I88,
소아청소년과,20,J10,확인된 인플루엔자 바이러스에 의한  인플루엔자,1.0,대전,2023,J10,1.0
소화기내과,1,K63,창자의 기타 질환,8214.403071017274,대전,2023,K63,0.7236084452975048
소화기내과,2,K29,위염 및 십이지장염,3473.104218362283,대전,2023,K29,0.6972704714640199
소화기내과,3,K21,위-식도역류병,2148.144444444444,대전,2023,K21,0.7888888888888889
소화기내과,4,K59,기타 기능적 창자 장애,1939.1666666666667,대전,2023,K59,0.9027777777777778
소화기내과,5,E11,인슐린-비의존 당뇨병,1402.1690885072655,대전,2023,E11,0.714663143989432
소화기내과,6,K76,간의 기타 질환,816.0,대전,2023,K76,0.6666666666666666
소화기내과,7,D12,결장. 직장. 항문 및 항문관의 양성 신생물,820.8787878787879,대전,2023,D12,0.7245179063360881
소화기내과,8,K58,자극성 장증후군,705.0909090909091,대전,2023,K58,0.6363636363636364
소화기내과,9,B18,만성 바이러스간염,755.8333333333334,대전,2023,B18,0.8333333333333334
소화기내과,10,K73,달리 분류되지 않은 만성 간염,845.0,대전,2023,K73,1.0
소화기내과,11,K25,위궤양,662.5,대전,2023,K25,0.8333333333333334
소화기내과,12,D13,기타 및 부위불명의 소화계통의 양성 신생물,727.0,대전,2023,D13,1.0
소화기내과,13,I12,고혈압성 콩팥(신장)병,542.5,대전,2023,I12,0.8333333333333334
소화기내과,14,C16,위의 악성 신생물,200.1774193548387,대전,2023,C16,0.3387096774193548
소화기내과,15,I10,본태성(일차성)고혈압,329.6184210526316,대전,2023,I10,0.618421052631579
소화기내과,16,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,227.18367346938774,대전,2023,A09,0.4489795918367347
소화기내과,17,E78,지질단백질대사장애 및 기타 지질증,303.9428571428572,대전,2023,E78,0.7714285714285715
소화기내과,18,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,292.44444444444446,대전,2023,D37,0.7777777777777778
소화기내과,19,C22,간 및 간내담관의 악성 신생물,115.05882352941177,대전,2023,C22,0.35294117647058826
소화기내과,20,J18,상세불명 병원체의 폐렴,173.99999999999997,대전,2023,J18,0.5761589403973509
신경과,1,I69,대뇌혈관 질환의 후유증,5392.933333333333,대전,2023,I69,0.7333333333333333
신경과,2,F03,상세불명의 치매,3563.294117647059,대전,2023,F03,0.7058823529411765
신경과,3,R42,현기 및 어지러움,3838.9473684210525,대전,2023,R42,0.9210526315789473
신경과,4,R51,두통,2086.1176470588234,대전,2023,R51,0.6470588235294118
신경과,5,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,,대전,2023,F06,
신경과,6,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,,대전,2023,I65,
신경과,7,I67,기타 대뇌혈관 질환,1064.0,대전,2023,I67,0.6666666666666666
신경과,8,I63,뇌경색증,410.65,대전,2023,I63,0.5375
신경과,9,G25,기타 추체외로 및 운동 장애,,대전,2023,G25,
신경과,10,R25,이상적 불수의적 운동,621.0,대전,2023,R25,1.0
신경과,11,R41,인지기능 및 자각에 관한 기타 증상 및 징후,,대전,2023,R41,
신경과,12,G20,파킨슨병,235.5,대전,2023,G20,0.5
신경과,13,G45,일과성 대뇌허혈발작 및 관련 증후군,192.5,대전,2023,G45,0.5
신경과,14,G22,달리 분류된 질환에서의 파킨슨증,,대전,2023,G22,
신경과,15,G40,뇌전증,297.27272727272725,대전,2023,G40,0.9090909090909091
신경과,16,G30,알츠하이머병,198.0,대전,2023,G30,1.0
신경과,17,G51,얼굴신경 장애,79.33333333333333,대전,2023,G51,0.6666666666666666
신경과,18,R55,실신 및 허탈,96.66666666666667,대전,2023,R55,0.8333333333333334
신경과,19,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,47.5,대전,2023,Z00,0.5
신경과,20,R26,보행과 이동의 이상,28.333333333333332,대전,2023,R26,0.3333333333333333
신경외과,1,M48,기타 척추병증,869.6079346557759,대전,2023,M48,0.8704784130688448
신경외과,2,I67,기타 대뇌혈관 질환,510.66666666666663,대전,2023,I67,0.6666666666666666
신경외과,3,M54,배통,531.9281437125749,대전,2023,M54,0.7664670658682635
신경외과,4,S06,머리내 손상,349.86956521739125,대전,2023,S06,0.5652173913043478
신경외과,5,I69,대뇌혈관 질환의 후유증,307.26666666666665,대전,2023,I69,0.7333333333333333
신경외과,6,M51,기타 추간판장애,192.07692307692307,대전,2023,M51,0.8461538461538461
신경외과,7,I63,뇌경색증,87.075,대전,2023,I63,0.5375
신경외과,8,I61,뇌내출혈,92.75,대전,2023,I61,0.5833333333333334
신경외과,9,T90,머리의 손상의 후유증,144.0,대전,2023,T90,1.0
신경외과,10,M47,척추증,73.45454545454545,대전,2023,M47,0.7272727272727273
신경외과,11,M50,목뼈원판 장애,86.26086956521739,대전,2023,M50,0.8985507246376812
신경외과,12,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,,대전,2023,I65,
신경외과,13,S13,"목부위의 관절 및 인대의 탈구, 염좌 및 긴장",56.63636363636363,대전,2023,S13,0.6363636363636364
신경외과,14,M96,달리 분류되지 않은 처치후 근육골격 장애,73.4086956521739,대전,2023,M96,0.8739130434782608
신경외과,15,D43,뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물,0.0,대전,2023,D43,0.0
신경외과,16,S01,머리의 열린상처,36.5,대전,2023,S01,0.5
신경외과,17,R51,두통,40.76470588235294,대전,2023,R51,0.6470588235294118
신경외과,18,D35,기타 및 상세불명의 내분비선의 양성 신생물,,대전,2023,D35,
신경외과,19,S00,머리의 표재성 손상,0.0,대전,2023,S00,0.0
신경외과,20,G95,척수의 기타질환,32.25,대전,2023,G95,0.75
신장내과,1,N18,만성 콩팥(신장)기능상실,4924.7307692307695,대전,2023,N18,0.6758241758241759
신장내과,2,E11,인슐린-비의존 당뇨병,1917.441215323646,대전,2023,E11,0.714663143989432
신장내과,3,I10,본태성(일차성)고혈압,905.3684210526317,대전,2023,I10,0.618421052631579
신장내과,4,R60,달리 분류되지 않은 부종,314.5,대전,2023,R60,0.5
신장내과,5,E87,수분. 전해질 및 산-염기균형의 기타장애,120.0,대전,2023,E87,0.6666666666666666
신장내과,6,N17,급성 콩팥(신장)기능상실,118.54838709677419,대전,2023,N17,0.6774193548387096
신장내과,7,E78,지질단백질대사장애 및 기타 지질증,120.34285714285714,대전,2023,E78,0.7714285714285715
신장내과,8,C67,방광의 악성 신생물,88.08333333333334,대전,2023,C67,0.5833333333333334
신장내과,9,N39,비뇨기계통의 기타 장애,74.025,대전,2023,N39,0.525
신장내과,10,R31,상세불명의 혈뇨,37.8,대전,2023,R31,0.6
신장내과,11,U07,U07의 응급사용,27.72,대전,2023,U07,0.44
신장내과,12,N10,급성 세뇨관-사이질성 신염,17.22222222222222,대전,2023,N10,0.2777777777777778
신장내과,13,E10,인슐린-의존 당뇨병,30.833333333333336,대전,2023,E10,0.8333333333333334
신장내과,14,Q61,낭성 콩팥(신장)병,,대전,2023,Q61,
신장내과,15,R10,복부 및 골반통증,35.0,대전,2023,R10,1.0
신장내과,16,R80,고립성 단백뇨증,0.0,대전,2023,R80,0.0
신장내과,17,N28,달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애,,대전,2023,N28,
신장내과,18,Z94,이식한 장기 및 조직의 상태,17.0,대전,2023,Z94,1.0
신장내과,19,R52,달리 분류되지 않은 통증,13.333333333333334,대전,2023,R52,0.8333333333333334
신장내과,20,R39,비뇨기계를 침습한 기타 증상 및 징후,,대전,2023,R39,
심장내과,1,I20,협심증,3153.5,대전,2023,I20,0.7727272727272727
심장내과,2,I10,본태성(일차성)고혈압,2471.2105263157896,대전,2023,I10,0.618421052631579
심장내과,3,Z95,심장 및 혈관 삽입물 및 이식편의 존재,2190.714285714286,대전,2023,Z95,0.7142857142857143
심장내과,4,I48,심방세동 및 조동,521.4782608695652,대전,2023,I48,0.2608695652173913
심장내과,5,R07,인후 및 흉곽의 동통,489.2307692307693,대전,2023,R07,0.6153846153846154
심장내과,6,I25,만성 허혈심장병,348.5625,대전,2023,I25,0.6875
심장내과,7,R06,호흡의 이상,270.8461538461538,대전,2023,R06,0.5384615384615384
심장내과,8,I50,심장기능상실(심부전),197.0769230769231,대전,2023,I50,0.46153846153846156
심장내과,9,E78,지질단백질대사장애 및 기타 지질증,315.51428571428573,대전,2023,E78,0.7714285714285715
심장내과,10,R00,심장박동의 이상,167.0,대전,2023,R00,0.5
심장내과,11,R69,미상 및 상세불명의 병인,,대전,2023,R69,
심장내과,12,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,83.5,대전,2023,Z00,0.5
심장내과,13,I70,죽상경화증,97.16666666666667,대전,2023,I70,0.6111111111111112
심장내과,14,I71,대동맥류 및 박리,0.0,대전,2023,I71,0.0
심장내과,15,I35,비류마티스성 대동맥판장애,155.0,대전,2023,I35,1.0
심장내과,16,I47,발작성 빠른맥,77.0,대전,2023,I47,0.5
심장내과,17,R55,실신 및 허탈,115.83333333333334,대전,2023,R55,0.8333333333333334
심장내과,18,I73,기타 말초혈관질환,0.0,대전,2023,I73,0.0
심장내과,19,I49,기타 심장성 부정맥,113.0,대전,2023,I49,1.0
심장내과,20,E11,인슐린-비의존 당뇨병,62.890356671070016,대전,2023,E11,0.714663143989432
안과,1,H01,안검의 기타 염증,,대전,2023,H01,
안과,2,H40,녹내장,2242.0,대전,2023,H40,1.0
안과,3,H25,노인성 백내장,927.710843373494,대전,2023,H25,0.5622489959839357
안과,4,H04,눈물기관의 장애,860.0,대전,2023,H04,0.7142857142857143
안과,5,H26,기타 백내장,460.0,대전,2023,H26,0.5
안과,6,H35,기타 망막장애,658.0,대전,2023,H35,1.0
안과,7,H36,달리 분류된 질환에서의 망막장애,618.0,대전,2023,H36,1.0
안과,8,H02,안검의 기타 장애,406.0,대전,2023,H02,1.0
안과,9,H34,망막혈관폐쇄,213.0,대전,2023,H34,1.0
안과,10,H16,각막염,,대전,2023,H16,
안과,11,H11,결막의 기타 장애,,대전,2023,H11,
안과,12,H43,초자체의 장애,,대전,2023,H43,
안과,13,H10,결막염,157.0,대전,2023,H10,1.0
안과,14,H52,굴절 및 조절의 장애,109.0,대전,2023,H52,1.0
안과,15,H27,수정체의 기타 장애,,대전,2023,H27,
안과,16,H33,망막박리 및 망막이단(離斷),,대전,2023,H33,
안과,17,H53,시각장애,,대전,2023,H53,
안과,18,H18,각막의 기타 장애,,대전,2023,H18,
안과,19,T15,외안의 이물,,대전,2023,T15,
안과,20,H00,맥립종 및 콩다래끼,37.0,대전,2023,H00,1.0
외과,1,E04,기타 비중독성 갑상선종,408.0,대전,2023,E04,0.5
외과,2,K64,치핵 및 항문주위정맥혈전증,381.4054054054054,대전,2023,K64,0.6486486486486487
외과,3,I83,하지의 정맥류,245.140625,대전,2023,I83,0.453125
외과,4,R22,피부 및 피하조직의 국한적 종창. 종괴 및 소괴,237.0,대전,2023,R22,0.5
외과,5,C73,갑상선의 악성 신생물,399.0,대전,2023,C73,1.0
외과,6,K40,서혜헤르니아,141.92307692307693,대전,2023,K40,0.38461538461538464
외과,7,C18,결장의 악성 신생물,134.9873417721519,대전,2023,C18,0.3924050632911392
외과,8,K80,담석증,170.38297872340425,대전,2023,K80,0.5531914893617021
외과,9,N18,만성 콩팥(신장)기능상실,200.71978021978023,대전,2023,N18,0.6758241758241759
외과,10,I87,정맥의 기타 장애,265.0,대전,2023,I87,1.0
외과,11,I70,죽상경화증,136.2777777777778,대전,2023,I70,0.6111111111111112
외과,12,C20,직장의 악성 신생물,143.68421052631578,대전,2023,C20,0.6842105263157895
외과,13,R15,분변의 실금,,대전,2023,R15,
외과,14,K60,항문 및 직장부의 열창 및 누공,156.0,대전,2023,K60,0.8571428571428571
외과,15,S22,늑골. 흉골 및 흉추골의 골절,77.77777777777777,대전,2023,S22,0.4444444444444444
외과,16,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,112.54761904761905,대전,2023,L03,0.6904761904761905
외과,17,I86,기타 부위의 정맥류,52.666666666666664,대전,2023,I86,0.3333333333333333
외과,18,T00,여러 신체부위를 침범한 표재성 손상,155.0,대전,2023,T00,1.0
외과,19,K81,담낭염,78.76923076923077,대전,2023,K81,0.6153846153846154
외과,20,K62,항문 및 직장의 기타 질환,77.30434782608697,대전,2023,K62,0.6086956521739131
응급의학과,1,M87,골괴사증,557.6923076923077,대전,2023,M87,0.7692307692307693
응급의학과,2,R52,달리 분류되지 않은 통증,432.5,대전,2023,R52,0.8333333333333334
응급의학과,3,M54,배통,266.7305389221557,대전,2023,M54,0.7664670658682635
응급의학과,4,R42,현기 및 어지러움,212.76315789473685,대전,2023,R42,0.9210526315789473
응급의학과,5,M48,기타 척추병증,199.33955659276546,대전,2023,M48,0.8704784130688448
응급의학과,6,R50,원인 미상의 열,123.75,대전,2023,R50,0.5625
응급의학과,7,K29,위염 및 십이지장염,152.00496277915633,대전,2023,K29,0.6972704714640199
응급의학과,8,R10,복부 및 골반통증,213.0,대전,2023,R10,1.0
응급의학과,9,U07,U07의 응급사용,88.0,대전,2023,U07,0.44
응급의학과,10,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,84.40816326530613,대전,2023,A09,0.4489795918367347
응급의학과,11,T14,상세불명의 신체부위의 손상,0.0,대전,2023,T14,0.0
응급의학과,12,L50,두드러기,147.0,대전,2023,L50,1.0
응급의학과,13,Z29,기타 예방적 조치의 필요,,대전,2023,Z29,
응급의학과,14,K52,기타 비감염성 위장염 및 대장염(큰창자염),131.0,대전,2023,K52,1.0
응급의학과,15,M79,달리 분류되지 않은 기타 연조직장애,116.36363636363636,대전,2023,M79,0.9090909090909091
응급의학과,16,I73,기타 말초혈관질환,0.0,대전,2023,I73,0.0
응급의학과,17,M25,달리 분류되지 않은 기타 관절장애,71.9090909090909,대전,2023,M25,0.6363636363636364
응급의학과,18,M96,달리 분류되지 않은 처치후 근육골격 장애,91.76086956521739,대전,2023,M96,0.8739130434782608
응급의학과,19,J18,상세불명 병원체의 폐렴,59.34437086092715,대전,2023,J18,0.5761589403973509
응급의학과,20,S61,손목 및 손의 열린상처,85.0,대전,2023,S61,1.0
이비인후과,1,J30,혈관운동성 및 앨러지성 비염,2560.0,대전,2023,J30,0.8333333333333334
이비인후과,2,H90,전음성 및 감각신경성 청력소실,2173.5,대전,2023,H90,0.875
이비인후과,3,J37,만성후두염 및 후두기관염,1384.0,대전,2023,J37,1.0
이비인후과,4,H93,달리 분류되지 않은 귀의 기타 장애,,대전,2023,H93,
이비인후과,5,H60,외이염,,대전,2023,H60,
이비인후과,6,J00,급성 코인두염[감기],513.0,대전,2023,J00,1.0
이비인후과,7,K14,혀의 질환,463.0,대전,2023,K14,1.0
이비인후과,8,J32,만성 부비동염,240.24,대전,2023,J32,0.56
이비인후과,9,J34,코 및 코옆굴의 기타 장애,263.5714285714286,대전,2023,J34,0.6428571428571429
이비인후과,10,R42,현기 및 어지러움,327.89473684210526,대전,2023,R42,0.9210526315789473
이비인후과,11,J02,급성 인두염,95.7,대전,2023,J02,0.3
이비인후과,12,H61,외이의 기타장애,164.0,대전,2023,H61,1.0
이비인후과,13,H65,비화농성 중이염,,대전,2023,H65,
이비인후과,14,D10,입 및 인두의 양성 신생물,77.14285714285714,대전,2023,D10,0.5714285714285714
이비인후과,15,H66,화농성 및 상세불명의 중이염,,대전,2023,H66,
이비인후과,16,R04,호흡기도 출혈,59.5,대전,2023,R04,0.5
이비인후과,17,I88,비특정 림프절염,,대전,2023,I88,
이비인후과,18,H81,전정기능의 장애,61.42857142857143,대전,2023,H81,0.7142857142857143
이비인후과,19,J38,달리 분류되지 않은 성대및 후두의 질환,59.285714285714285,대전,2023,J38,0.7142857142857143
이비인후과,20,J31,만성비염. 비인두염 및 인두염,70.0,대전,2023,J31,1.0
일반검진,1,K29,위염 및 십이지장염,2036.0297766749381,대전,2023,K29,0.6972704714640199
일반검진,2,K21,위-식도역류병,77.3111111111111,대전,2023,K21,0.7888888888888889
일반검진,3,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,25.0,대전,2023,Z00,0.5
일반검진,4,K63,창자의 기타 질환,28.94433781190019,대전,2023,K63,0.7236084452975048
일반검진,5,K25,위궤양,33.333333333333336,대전,2023,K25,0.8333333333333334
일반검진,6,D13,기타 및 부위불명의 소화계통의 양성 신생물,17.0,대전,2023,D13,1.0
일반검진,7,K26,십이지장궤양,11.375,대전,2023,K26,0.875
일반검진,8,K58,자극성 장증후군,5.7272727272727275,대전,2023,K58,0.6363636363636364
일반검진,9,U07,U07의 응급사용,1.76,대전,2023,U07,0.44
일반검진,10,D12,결장. 직장. 항문 및 항문관의 양성 신생물,2.1735537190082646,대전,2023,D12,0.7245179063360881
일반검진,11,K31,위 및 십이지장의 기타 질환,2.25,대전,2023,K31,0.75
일반검진,12,C19,직장구불결장접합부의 악성 신생물,0.38461538461538464,대전,2023,C19,0.38461538461538464
일반검진,13,C16,위의 악성 신생물,0.3387096774193548,대전,2023,C16,0.3387096774193548
재활의학과,1,M54,배통,8283.976047904192,대전,2023,M54,0.7664670658682635
재활의학과,2,G81,편마비,1548.392857142857,대전,2023,G81,0.8214285714285714
재활의학과,3,M51,기타 추간판장애,1373.3076923076924,대전,2023,M51,0.8461538461538461
재활의학과,4,G63,달리 분류된 질환에서의 다발신경병증,1028.4444444444443,대전,2023,G63,0.8888888888888888
재활의학과,5,M17,윤충증,589.662447257384,대전,2023,M17,0.5274261603375527
재활의학과,6,I69,대뇌혈관 질환의 후유증,589.5999999999999,대전,2023,I69,0.7333333333333333
재활의학과,7,M24,기타 특정 관절장애,435.0,대전,2023,M24,0.5555555555555556
재활의학과,8,M48,기타 척추병증,588.4434072345391,대전,2023,M48,0.8704784130688448
재활의학과,9,G82,하반신마비 및 사지마비,638.4,대전,2023,G82,0.95
재활의학과,10,M75,어깨병변,500.30555555555554,대전,2023,M75,0.7534722222222222
재활의학과,11,M50,목뼈원판 장애,511.27536231884056,대전,2023,M50,0.8985507246376812
재활의학과,12,G62,기타 다발신경병증,340.0,대전,2023,G62,1.0
재활의학과,13,G20,파킨슨병,138.0,대전,2023,G20,0.5
재활의학과,14,G95,척수의 기타질환,180.75,대전,2023,G95,0.75
재활의학과,15,S34,복부. 하배부 및 골반 부위에서의 신경 및 요수의 손상,,대전,2023,S34,
재활의학과,16,R13,연하곤란,145.0,대전,2023,R13,1.0
재활의학과,17,S72,대퇴골의 골절,48.44705882352941,대전,2023,S72,0.3411764705882353
재활의학과,18,G80,유아성 뇌성마비,,대전,2023,G80,
재활의학과,19,M79,달리 분류되지 않은 기타 연조직장애,113.63636363636363,대전,2023,M79,0.9090909090909091
재활의학과,20,M13,추 락,104.16,대전,2023,M13,0.84
정신건강의학과,1,F51,비기질적 수면 장애,1639.5555555555557,대전,2023,F51,0.7777777777777778
정신건강의학과,2,F43,심한 스트레스에 대한 반응 및 적응장애,,대전,2023,F43,
정신건강의학과,3,F32,우울증 에피소드,983.9375,대전,2023,F32,0.8125
정신건강의학과,4,F03,상세불명의 치매,550.5882352941177,대전,2023,F03,0.7058823529411765
정신건강의학과,5,F33,재발성 우울장애,464.0,대전,2023,F33,1.0
정신건강의학과,6,F41,기타 불안장애,429.0,대전,2023,F41,1.0
정신건강의학과,7,F20,조현병,0.0,대전,2023,F20,0.0
정신건강의학과,8,F00,알츠하이머병에서의 치매(G30.-+),168.0,대전,2023,F00,1.0
정신건강의학과,9,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,,대전,2023,F06,
정신건강의학과,10,F31,양극성 정동장애,127.0,대전,2023,F31,1.0
정신건강의학과,11,F10,알콜사용에 의한 정신및 행동장애,36.5,대전,2023,F10,0.5
정신건강의학과,12,F39,상세불명의 기분[정동]장애,,대전,2023,F39,
정신건강의학과,13,F45,신체형장애,,대전,2023,F45,
정신건강의학과,14,F25,조현정동장애,,대전,2023,F25,
정신건강의학과,15,F42,강박장애,,대전,2023,F42,
정신건강의학과,16,Z71,달리 분류되지 않은 기타 상담 및 의학적 권고를 위해 보건서비스와 접하고 있는 사람,0.0,대전,2023,Z71,0.0
정신건강의학과,17,F40,공포성 불안장애,,대전,2023,F40,
정신건강의학과,18,F29,상세불명의 비기질적 정신병,24.0,대전,2023,F29,1.0
정신건강의학과,19,F48,기타 신경성 장애,,대전,2023,F48,
정신건강의학과,20,F79,상세불명의 정신지체,,대전,2023,F79,
정형외과,1,M48,기타 척추병증,8876.26837806301,대전,2023,M48,0.8704784130688448
정형외과,2,M17,윤충증,3889.7679324894516,대전,2023,M17,0.5274261603375527
정형외과,3,M75,어깨병변,3394.392361111111,대전,2023,M75,0.7534722222222222
정형외과,4,M15,진균증,2234.8125,대전,2023,M15,0.90625
정형외과,5,M96,달리 분류되지 않은 처치후 근육골격 장애,1977.6652173913042,대전,2023,M96,0.8739130434782608
정형외과,6,M51,기타 추간판장애,1873.3846153846155,대전,2023,M51,0.8461538461538461
정형외과,7,M43,기타 변형성 배병증,1343.9278350515463,대전,2023,M43,0.7938144329896907
정형외과,8,M81,병적골절이 없는 골다공증,1254.8823529411764,대전,2023,M81,0.7647058823529411
정형외과,9,S32,허리뼈 및 골반의 골절,208.09411764705882,대전,2023,S32,0.2823529411764706
정형외과,10,S22,늑골. 흉골 및 흉추골의 골절,260.0,대전,2023,S22,0.4444444444444444
정형외과,11,S72,대퇴골의 골절,145.68235294117648,대전,2023,S72,0.3411764705882353
정형외과,12,M23,유독성 물질에 의한 불의의 중독 및 노출,166.25,대전,2023,M23,0.4166666666666667
정형외과,13,S52,아래팔의 골절,70.875,대전,2023,S52,0.21875
정형외과,14,S46,어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상,117.25,대전,2023,S46,0.4375
정형외과,15,I73,기타 말초혈관질환,0.0,대전,2023,I73,0.0
정형외과,16,S82,발목을 포함한 아래다리의 골절,118.39999999999999,대전,2023,S82,0.45714285714285713
정형외과,17,M54,배통,191.61676646706587,대전,2023,M54,0.7664670658682635
정형외과,18,S88,아래다리의 외상성 절단,250.0,대전,2023,S88,1.0
정형외과,19,M50,목뼈원판 장애,214.75362318840578,대전,2023,M50,0.8985507246376812
정형외과,20,M79,달리 분류되지 않은 기타 연조직장애,197.27272727272725,대전,2023,M79,0.9090909090909091
종합검진,1,K29,위염 및 십이지장염,2.0918114143920596,대전,2023,K29,0.6972704714640199
치과,1,K05,치은염(잇몸염)및 치주 질환,11295.0,대전,2023,K05,0.8333333333333334
치과,2,K08,치아 및 지지구조의 기타 장애,3322.0,대전,2023,K08,1.0
치과,3,K02,치아우식증,,대전,2023,K02,
치과,4,K04,치수 및 치근단주위조직의 질환,,대전,2023,K04,
치과,5,K03,치아경조직의 기타 질환,0.0,대전,2023,K03,0.0
치과,6,K07,치아얼굴이상[부정교합포함],297.0,대전,2023,K07,1.0
치과,7,S02,머리뼈 및 얼굴뼈의 골절,0.0,대전,2023,S02,0.0
치과,8,Z46,기타 장치의 부착 및 조정를 위하여 보건서비스와 접하고 있는 사람,,대전,2023,Z46,
치과,9,K12,입안염 및 관련 병터,,대전,2023,K12,
치과,10,K10,턱의 기타 질환,,대전,2023,K10,
치과,11,K01,매몰치 및 매복치,,대전,2023,K01,
