상병명,mean,sum,std
소화계통의 질환,81.75,327,57.557941820974335
소화기계통 및 복부에 침습한 기타 증상 및 징후,146.57142857142858,1026,204.32070962325963
소화기계통의 기타 질환,82.3,823,122.28295965596442
소화불량,517.1851851851852,41892,797.5653125467393
속쓰림,762.0,762,
손목 및 손부위의 골절,263.0,1578,107.77754868245984
"손목 및 손부위의 관절 및 인대의 탈구, 염좌 및 긴장",316.8,1584,268.81164409303403
손목 및 손을 제외한 어깨팔의 화상 및 부식,76.5,153,30.405591591021544
손목 및 손의 기타 및 상세불명의 손상,46.75,187,38.921930407761984
손목 및 손의 열린상처,55.666666666666664,334,31.366648955007395
손목 및 손의 화상 및 부식,45.0,45,
손발톱장애,181.36363636363637,1995,90.39720430109853
수두,18.0,18,
수두증,261.0,261,
수막의 양성 신생물,200.66666666666666,1204,115.31984506869001
수막의 행동양식 불명 또는 미상의 신생물,51.0,51,
수면장애,839.1463414634146,34405,1229.0829622319156
"수분, 전해질 및 산-염기균형의 기타 장애",185.0,185,
수분. 전해질 및 산-염기균형의 기타장애,116.65384615384616,3033,69.3737369947402
수정체의 기타 장애,161.77777777777777,1456,115.00519311946067
순환계통 및 호흡계통의 기타 증상 및 징후,259.0,259,
순환기계통 및 호흡기계통을 침습한 기타 증상 및 징후,432.94444444444446,7793,410.1496817479059
습관 및 충동 장애,22.0,22,
시[제2]신경 및 시각로의 기타 장애,86.33333333333333,518,38.37533930360312
시각장애,44.77777777777778,403,27.10985880532107
식도염,334.42857142857144,2341,879.9645555632449
식도의 기타 질환,3.0,6,1.4142135623730951
식도의 악성신생물,176.0909090909091,1937,162.1711778001594
신경계통 및 근육골격계통을 침습한 기타 증상 및 징후,1917.6,9588,1170.9397080977312
신경계통의 기타 퇴행성 질환 NEC,102.0,102,
신경계통의 질환,333.0,333,
신경근 및 신경총 장애,221.0,221,
신경뿌리 및 신경총 장애,354.17241379310343,10271,485.9112256491124
신병증(腎病證),36.0,36,
신우를 제외한 신장의 악성 신생물,33.0,33,
신장 및 요관의 결석,148.33333333333334,445,82.28203530135441
신증후군,60.5,121,82.73149339882606
신체형장애,132.53125,4241,103.86839824136024
실명을 포함한 시력장애(양안의 또는 단안의),51.0,102,14.142135623730951
실신 및 허탈,85.35,1707,52.6850373246023
심방세동 및 조동,1839.6363636363637,80944,2007.3291765011988
심방실 차단 및 좌각 차단,224.64285714285714,3145,97.32626109586815
심부전,209.5,419,210.0107140124046
심실증(心實證),36.0,36,
심장 및 혈관 삽입물 및 이식편의 존재,1684.7222222222222,30325,1422.0164558308018
심장근육병증,399.7142857142857,2798,176.45652371591356
심장기능상실(심부전),593.3170731707318,24326,688.3404477082685
심장막의 기타 질환,1.0,1,
심장박동의 이상,314.3103448275862,9115,195.98671665051253
심장병의 불명확한 기록 및 합병증,2766.8,13834,1635.474304292183
심장정지,1.0,3,0.0
심장중격의 선천기형,1.0,1,
심한 스트레스에 대한 반응 및 적응장애,652.5,16965,514.2208280495842
심허증(心虛證),163.0,815,0.0
심혈관 보형장치. 삽입물 및 이식편의 합병증,123.75,495,56.16864487119719
십이지장궤양,116.91428571428571,4092,218.2148659718041
쓸개(담낭)의 기타 질환,190.75,1526,151.62335854723327
쓸개(담낭)의 악성 신생물,45.8,229,10.779610382569492
아래다리의 열린상처,18.666666666666668,56,20.305992547357377
아래다리의 외상성 절단,251.5,503,2.1213203435596424
아래다리의 표재성 손상,128.25,513,88.65805095985361
아래팔의 골절,354.1904761904762,7438,159.5291882533159
아래팔의 표재성 손상,70.0,70,
아토피성 피부염,85.5,171,86.97413408594535
악성신생물의 치료후 추후검사,123.5,494,36.40970566575163
안검의 기타 염증,942.2272727272727,20729,859.4811797057561
안검의 기타 장애,452.5,13575,429.84469930108645
안구의 장애,84.0,252,71.92357054540605
안드로젠탈모증,46.0,230,3.937003937005906
안면신경장애,103.5,207,38.890872965260115
안와의 장애,53.333333333333336,160,5.507570547286103
알레르기성 접촉피부염,247.0,247,
알레르기성 접촉피부염. 제외: 외이의 습진(H60.5) (Eczema of external ear),1068.0,3204,1015.8065760763709
알츠하이머병,283.8,1419,76.78020578248015
알츠하이머병에서의 치매(G30.-+),1421.28125,90962,1562.5766212959397
알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망,75.4,754,37.69526937605478
알콜사용에 의한 정신 및 행동 장애,187.0,187,
알콜사용에 의한 정신및 행동장애,330.6666666666667,7936,321.84369237075407
알콜성 간질환,365.8888888888889,3293,181.01135630426924
앨러지성 접촉피부염,2540.7619047619046,53356,2217.1676730631334
양극성 정동장애,304.61538461538464,7920,275.9653712947444
양성 유방형성이상,973.375,7787,858.6444362232501
양성 지방종성 신생물,127.75,3577,71.83758688102552
어깨 및 위팔 부위의 근육 및 힘줄의 손상,9.0,18,2.8284271247461903
어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상,544.304347826087,12519,823.599110047568
어깨 및 팔죽지 부위에서의 신경 손상,14.0,14,
어깨 및 팔죽지의 골절,210.5,842,231.3705541622212
어깨병변,1947.9263157894736,185053,2428.5852340804786
어지럼증 및 어지럼,614.3333333333334,5529,1419.4484844473927
얼굴신경 장애,75.36,1884,58.04300130075976
"엉덩관절의 관절 및 인대의 탈구, 염좌 및 긴장",364.0,364,
엉덩이 및 대퇴의 표재성 손상,2.3333333333333335,7,2.3094010767585034
여드름,31.0,62,4.242640687119285
여러 신체부위를 침범한 표재성 손상,81.5,163,103.94469683442249
여성생식관의 폴립,386.0,2316,306.6059360155964
여성생식기관 검사물의 이상소견,139.71428571428572,978,184.1780970380882
여성생식기관 및 월경주기와 관련된 통증 및 기타 병태,19.529411764705884,332,10.741960057752632
여성생식기탈출,204.11111111111111,1837,235.00183214415821
여포성[결절성] 비호지킨 림프종,20.0,20,
연골의 기타 장애,8.0,8,
"연기, 불 및 화염에 노출",766.7213114754098,46770,989.6066749159746
연조직염,12.5,25,7.7781745930520225
연하곤란,474.9166666666667,5699,476.646325588449
영양실조와 관련된 당뇨병,53.0,106,39.59797974644666
옴,73.06666666666666,1096,46.750808498229155
외관적 및 내과적 치료중 환자의 재난,43.75,175,15.435349040433131
외안의 이물,29.5,177,17.352233285660954
외음부 및 회음부의 기타 비염증성 장애,3.0,6,2.8284271247461903
외이염,425.18518518518516,11480,264.8771902711253
외이의 기타 장애,163.0,163,
외이의 기타장애,193.19230769230768,5023,140.28770986248773
외인의 기타 및 상세불명의 영향,481.25,5775,257.0341770695449
요관의 악성 신생물,56.25,225,48.36923953643817
요도염 및 요도증후군,93.4,467,31.60379724020517
요도협착,204.54545454545453,4500,121.92375731334153
요의 기타 이상소견,32.2,322,16.239868636578727
요추 및 골반의 골절,231.5,926,337.27980471215096
"요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",87.0,348,53.31041174104736
요폐,74.57142857142857,522,56.33488304433628
욕창궤양 및 압박부위,239.0,239,
욕창성 및 압박부위 궤양,346.44444444444446,9354,318.5006138544179
용적고갈,7481.0,7481,
우울에피소드,2050.0,2050,
우울증 에피소드,3772.6296296296296,101861,2782.971048636665
운수사고에서 다친 주로 산업구내에서 사용되는 특수차량의 탑승,2.0,2,
원인 미상의 열,169.7659574468085,7979,163.17344902920053
원충성 질환,90.6,453,65.26331281815229
원형 탈모증,90.92857142857143,1273,63.86941519852987
위 및 십이지장의 기타 질환,138.55,2771,237.22551451486436
위-식도역류병,1141.3700787401574,144954,2046.8128604648448
위공장궤양,2.0,2,
위궤양,293.0816326530612,14361,395.78028609816533
위염 및 십이지장염,871.4642857142857,146406,1535.6255504035419
위의 악성 신생물,501.94117647058823,42665,546.2784122052204
유독성 동물 및 식물과 접촉,3.0,3,
유독성 물질에 의한 불의의 중독 및 노출,564.5555555555555,10162,445.0808548120908
유리체의 장애,118.0,236,98.99494936611666
유방의 기타 장애,136.875,3285,72.33696060497164
유방의 비대,158.54545454545453,1744,112.79571236209614
유방의 상세불명의 소괴,172.83333333333334,1037,112.28074931468291
유방의 악성 신생물,326.1904761904762,6850,345.0196543745905
유방의 양성 신생물,441.8333333333333,2651,319.0350555451025
유방의 제자리암종,160.25,641,106.92481782386476
유방의 진단적 영상이상소견,21.5,129,20.820662813657012
유사건선,61.0,61,
유아성 뇌성마비,202.33333333333334,1214,128.62296321678593
유전성 및 특발성 신경병증,400.0,4000,295.7690540494954
윤충증,3090.863157894737,293632,4655.510970448748
윤활막염 및 힘줄윤활막염,100.5,201,4.949747468305833
음경의 기타 장애,172.0,3096,178.84728944319082
음낭수종 및 정액류,99.16666666666667,1785,50.39637008403541
음식 및 수액 섭취에 관계된 증상 및 징후,154.0,154,
음식 및 수액섭취에 관계된 증상 및 징후,361.0,5054,527.628511505819
의심되는 질병 및 병태를 의학적 관찰 및 평가,194.28571428571428,1360,212.20800667090322
이상불수의운동,359.0,718,387.49451609022805
이상적 불수의적 운동,494.30555555555554,17795,302.3698605014768
이상혈청효소수치,40.5,81,10.606601717798213
이식된 기관 및 조직의 상태,34.0,34,
이식한 장기 및 조직의 상태,91.0,1365,80.29588141012322
이차성 파킨슨증,73.0,73,
이통 및 귀의 삼출액,141.5,283,12.020815280171307
인공적 개구상태,16.0,48,13.0
인슐린-비의존 당뇨병,3897.0289017341042,674186,7412.18155943917
인슐린-의존 당뇨병,195.31578947368422,7422,364.96561150578594
인지기능 및 자각에 관련된 기타 증상 및 징후,575.0,575,
인지기능 및 자각에 관한 기타 증상 및 징후,1643.2380952380952,69016,1917.239260226115
인후 및 흉곽의 동통,688.5588235294117,46822,928.9675280277232
일과성 뇌허혈발작 및 관련 증후군,286.5,573,178.89801564019652
일과성 대뇌허혈발작 및 관련 증후군,524.1428571428571,14676,539.1910754760468
일반적 감각 및 지각에 관련된 기타 증상 및 징후,29.0,29,
일반적 감각 및 지각에 관한 기타 증상 및 징후,313.1578947368421,5950,222.2241768919881
입 및 인두의 양성 신생물,159.15384615384616,2069,187.6858395270521
입술 및 구강점막의 기타 질환,86.35,1727,144.01873964321814
입술의 악성신생물,19.0,19,
입안염 및 관련 병터,132.72222222222223,7167,127.90317928198755
입의 기타 및 상세불명 부분의 악성 신생물,17.5,35,23.33452377915607
입인두의 악성신생물,53.0,53,
입천장의 악성 신생물,9.0,36,8.12403840463596
잇몸 및 무치성 치조융기의 기타 장애,29.0,29,
잇몸의 악성 신생물,2.0,10,0.0
자궁경부를 제외한 자궁의 기타 비염증성 장애,533.6,2668,297.3740069340291
자궁경부를 제외한 자궁의 염증성 질환,30.0,30,
자궁경부의 염증성 질환,7.0,7,
자궁내막증,47.5,475,70.43870463822508
자궁목을 제외한 자궁의 염증성 질환,25.8,258,15.149624124416789
자궁목의 상피내 암종,137.0,137,
자궁목의 악성 신생물,29.333333333333332,88,9.451631252505216
자궁목의 염증성 질환,229.83333333333334,1379,197.51801605592
자궁목의 형성이상,198.2,991,111.6722884157032
자궁의 평활근종,368.8,9220,765.6753010687145
자궁체의 악성 신생물,32.5,65,13.435028842544403
자극물접촉피부염,2505.0,2505,
자극성 장증후군,857.1794871794872,33430,947.6812386527797
자극성 접촉피부염,721.16,18029,747.2137512117935
자반 및 기타 출혈성 병태,2.0,2,
자색반증 및 기타 출혈성 병태,191.0,2865,136.15327497241586
자연의 힘에 노출,103.0,309,72.58098924649622
자율신경계통의 장애,131.4,657,99.22600465603762
작은창자의 악성 신생물,1.0,1,
장의 기타 질환,2387.0,7161,4065.989301510765
재발성 및 지속성 혈뇨,162.8,814,107.28326989796685
재발성 우울장애,242.6,4852,194.2243412573257
재부착 및 절단에 특이한 합병증,13.0,26,12.727922061357855
저혈압,249.0,1245,183.2034388323538
전립선의 악성 신생물,2745.59649122807,156499,3391.951018112317
전립선의 염증성 질환,251.0344827586207,7280,276.9239816729778
전립선증식증,25654.837837837837,949229,17872.89418444949
전염성 질환에 접촉 및 노출,352.7692307692308,4586,439.3468929077481
전음성 및 감각신경성 청력소실,2757.1666666666665,82715,2504.1994946879536
전정기능의 장애,259.4871794871795,10120,230.07743225120765
정맥염 및 혈전정맥염,128.85714285714286,902,23.21944997502863
정맥의 기타 장애,532.6470588235294,9055,733.6992692152955
정상임신의 관리,14.5,58,0.9999999999999998
정신 및 행동장애,46.0,92,16.97056274847714
정신장애 NOS,115.0,575,0.0
정적 발달과 지남력에 관계된 심리적 장애와 행동장애,2.5,5,0.7071067811865476
조현병,665.6,16640,775.4416483527308
조현정동장애,94.375,755,71.10944783521084
주타액선의 양성 신생물,261.5,523,12.020815280171307
죽상경화증,518.2045454545455,22801,479.9129562329545
준임상적인 요오드결핍 갑상샘 기능저하증,62.5,125,6.363961030678928
중이 및 호흡기계의 양성 신생물,386.7142857142857,2707,233.28788673061896
중이. 호흡기. 흉곽내 장기의 행동양식 불명 또는 미상의 신생물,142.6,713,165.15689510280822
"중이의 진주종, 고실진주종, 제외 : 외이의 진주종 (H60.4)",53.0,53,
중추신경계통의 기타 장애,2473.4,12367,1517.5705255440355
중피종,90.0,90,
지루각화증,202.47619047619048,4252,153.64654862626074
지루피부염,1365.969696969697,45077,958.9124205593699
지속성 기분[정동]장애,120.64285714285714,1689,172.29027703396255
지속성 망상장애,62.916666666666664,755,20.349037651283002
지주막하출혈,82.36363636363636,906,28.447399625528963
지질단백질대사장애 및 기타 지질증,588.5882352941177,100060,757.764280753729
직장구불결장접합부의 악성 신생물,18.083333333333332,217,20.22356111673768
직장의 악성 신생물,282.1904761904762,11852,253.05328062270613
진균증,1194.3636363636363,39414,1142.1726505377212
진단 및 치료에 이용되는 의료장치에 의한 부작용,35.625,285,6.022280061808579
진단명 없는 혈압수치이상,889.5,1779,843.5783899555512
진성 적혈구증가증,24.0,24,
질 및 외음부의 기타 염증,110.6086956521739,2544,74.3668664799017
질병이환 및 사망의 외인,182.3,5469,187.24852561456282
질의 기타 비염증성 장애,7.0,7,
질환과 사망의 외인의 후유증,29.75,119,14.614490525958589
창자의 곁주머니(게실)병,1.25,5,0.5
창자의 기타 질환,1406.6938775510205,68928,2585.2677182779485
창자의 혈관성 장애,8.0,8,
처치 당시에는 재난의 언급이 없었으나 환자에게 이상반응이나 후에 합병증을 일으키게 한 외과적 수술 및 기타 외과적 처치,388.0,1940,0.0
척수성 근육위축 및 관련 증후군,765.4,3827,429.0772657692319
척수의 기타 질환,77.0,231,74.74623736349542
척수의 기타질환,289.7083333333333,6953,231.32970620094278
척추성 골연골증,88.6,443,5.6391488719486755
척추증,833.3148148148148,44999,1090.9799787878799
척추측만,84.0,84,
천식,954.8837209302326,41060,1280.0756340991718
철결핍빈혈,2.0,2,
철결핍성 빈혈,309.44,7736,544.8203893639322
"체간, 사지 또는 신체부위의 상세불명 부분의 손상",139.75,559,33.26033673912518
체간의 화상 및 부식,28.5,114,8.34665601703261
체액용적고갈,9206.75,36827,1605.9809826603384
초자체의 장애,306.7142857142857,8588,354.7213676637604
최면. 혼미 및 혼수,1.0,1,
추 락,1053.7916666666667,50582,1742.5797330069363
"추적치료 및 회복기(Z42-Z51, Z54.-)",133.0,133,
출산장소에 따른 출생아,3.0,3,
출처가 주로 비의약품인 물질의 독성효과의 후유증,535.84,13396,426.49381394497783
췌장성 내분비의 기타 장애,20.0,80,15.556349186104045
췌장의 기타 질환,610.0,1220,29.698484809834994
췌장의 악성신생물,181.6153846153846,4722,202.90866456079732
치료용으로 사용시 유해작용을 나타내는 기타 및 상세불명의 백신 및 생물학적 물질,6.0,30,0.0
치수 및 근단주위조직의 질환,2879.0,2879,
치수 및 치근단주위조직의 질환,4129.545454545455,136275,3858.4459071213914
치아 및 지지구조의 기타 장애,8212.891891891892,303877,12750.398729677661
치아경조직의 기타 질환,791.8484848484849,26131,805.1870947647866
치아얼굴이상[부정교합포함],553.7037037037037,14950,1011.9769233768591
치아우식,3357.0,6714,2030.8106755677645
치아우식증,5206.529411764706,177022,4811.327154118418
치아의 발육 및 맹출 장애,14.0,14,
치아의 발육 및 맹출(이돋이) 장애,4.2727272727272725,47,1.2720777563426766
치은(잇몸) 및 무치성 치조융선(이틀융기)의 기타 장애,20.875,334,24.646500765828808
치은염 및 치주질환,11060.0,22120,4026.2660120762016
치은염(잇몸염)및 치주 질환,11748.794871794871,458203,14255.145335483692
치핵 및 항문주위정맥혈전증,772.3,23169,427.5034301132807
침샘의 질환,55.0,110,11.313708498984761
카포시육종,1.0,1,
칸디다증,57.77777777777778,2080,90.37291348663874
코 및 비동의 기타 장애,280.5,561,188.79751057680818
코 및 코옆굴의 기타 장애,819.7241379310345,23772,795.2252554443627
코로나-19 이후 병태,83.66666666666667,251,113.93126582871506
코로나-19에 대한 예방접종의 필요,245.33333333333334,736,172.6277304876981
코인두의 악성 신생물,36.0,72,7.0710678118654755
코폴립,222.0,2886,113.67570834028997
콩팥(신장)및 요관의 결석,509.8529411764706,17335,467.1654779400616
콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물,242.25925925925927,6541,226.82602492669486
콩팥깔때기의 악성 신생물,1.0,2,0.0
크론병[국한성 장염],207.0,1035,0.0
타액선의 질환,190.16666666666666,3423,211.30692758889575
탈장이 없는 마비성 장폐색증 및 장폐색,85.0,85,
태아성장지연 및 태아영양실조,176.0,880,0.0
턱의 기타 질환,42.92307692307692,1116,49.99593829656412
통풍,236.5,946,258.0652372301753
투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,626.0,3130,0.0
특정 인격장애,61.25,245,23.257615240317882
특정감염성 및 기생충성 질환,18.0,18,
특정한 단일 바이러스질환에 대한 예방접종의 필요,19.0,133,11.958260743101398
티눈 및 굳은살,267.08,6677,170.38068161228452
파라콕시디오이데스진균증,34.333333333333336,103,9.237604307034013
파킨슨병,881.8333333333334,42328,906.7983269028229
팔꿈치의 관절 및 인대의 탈구. 염좌 및 긴장,102.5,205,143.54267658086914
팔의 단일신경병증,415.175,16607,322.4623919634184
"팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장",325.73333333333335,4886,271.47756199484826
편도 및 아데노이드의 만성질환,39.0,39,
편도의 악성 신생물,85.5,342,22.30844384233617
편두통,782.2857142857143,5476,384.4431966215184
편마비,3621.6785714285716,101407,6182.082808877612
편평태선,7.0,21,9.539392014169456
폐경 및 기타 폐경전후 장애,509.0,509,
폐경기 및 기타 폐경기전후 장애,777.0416666666666,18649,874.798534777737
폐기종,999.1,9991,972.5909783208515
폐색전증,57.8,289,74.68065345188137
폐쇄성 및 역류성 요로병증,80.33333333333333,1205,62.235344421302074
폐의 진단적 영상상 이상소견,460.7,4607,488.1470748316195
퓨린 및 피리미딘의 대사장애,77.15384615384616,1003,51.64437070621565
"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",168.5,337,61.518289963229634
피부 및 피하조직의 국한적 종창. 종괴 및 소괴,314.46666666666664,4717,331.59417250322
피부 및 피하조직의 기타 국소감염,486.0,486,
피부 및 피하조직의 모낭낭,307.5,615,168.99852070358486
피부 및 피하조직의 모낭성 낭,284.64285714285717,7970,173.29448587874586
피부 및 피하조직의 방사선 관련성 장애,245.5,3437,279.7729161577021
피부 부속기의 장애,27.5,55,14.849242404917497
피부 피하조직의 기타 국소 감염,2427.9,24279,2203.2901382553623
피부다발근육염,17.0,17,
피부사상균증,2941.342105263158,111771,2402.1484783903943
피부의 기타 선천성 기형,20.0,20,
피부의 기타 악성 신생물,151.6,3032,178.85760287240564
피부의 기타 양성 신생물,107.71428571428571,754,55.08391866269224
"피부의 농양, 종기 및 큰종기",196.55555555555554,3538,184.4738853580229
피부의 비대성 장애,19.666666666666668,177,8.587782018658833
피부의 악성 흑색종,20.25,81,3.304037933599835
피부의 위축장애,41.25,165,10.3400515794974
피부의 제자리암종,70.75,566,68.38493986251652
하반신마비 및 사지마비,1705.6129032258063,52874,2765.7769213178826
하부요로의 결석,131.65384615384616,3423,105.8961537763076
하인두의 악성 신생물,52.4,262,30.50081966111731
하지의 단일신경병증,9.0,9,
하지의 정맥류,446.258064516129,13834,231.22931874972596
한정된 소인구집단에 대한 정례적인 일반 건강점검,243.4,1217,227.52098804286166
항문 및 직장부의 농양,33.5,67,26.16295090390226
항문 및 직장부의 열창 및 누공,92.27272727272727,1015,48.36546476379795
항문 및 직장의 기타 질환,763.8571428571429,10694,885.4245272221646
항문생식기의 헤르페스바이러스[단순헤르페스]감염,19.0,19,
항문성기의 헤르페스바이러스[단순 헤르페스]감염,12.555555555555555,113,1.5092308563562362
행정적 목적을 위한 검사,334.8,3348,262.0974373523455
허리뼈 및 골반의 골절,572.7941176470588,19475,426.5740746651988
"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",402.94,20147,746.7064393257984
헤르니아가 없는 마비성 장폐색증 및 창자폐쇄,81.2,406,107.77847651548986
헤르페스바이러스[단순헤르페스] 감염,169.4,6776,145.56500001981667
혀. 입 및 인두의 기타 선천성 기형,2.0,2,
혀의 기타및 상세불명 부위의 악성 신생물,27.0,27,
혀의 질환,155.09375,4963,172.04976012676514
현기 및 어지러움,1315.104761904762,138086,2539.181106349544
혈관성 치매,413.8333333333333,4966,309.25977116431756
혈관운동성 및 알레르기성 비염,536.0,536,
혈관운동성 및 앨러지성 비염,909.0106382978723,85447,1074.5401066250736
혈당치상승,272.1666666666667,6532,312.0744987236592
혈액 및 조혈기관의 기타 질환,60.714285714285715,425,17.932412792801436
혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,136.11363636363637,5989,124.06060332795924
혈액화학의 기타 이상소견,308.75,2470,265.5811686525555
혈청검사양성 류마티스관절염,279.0,279,
혈청의 기타 면역학적 이상소견,210.5,421,283.5498192558056
협심증,4798.910256410257,374315,7812.249231609073
혓바닥의 악성 신생물,39.0,78,0.0
호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사,196.95652173913044,4530,259.6335666527083
호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,480.4611111111111,86483,950.1283086765067
호흡기 및 소화기관의 속발성 악성 신생물,43.0,301,39.03844259188627
호흡기도 출혈,102.08333333333333,2450,60.423085616031884
호흡의 이상,426.1111111111111,23010,425.5399973071581
홍반열[진드기매개 리케차병],7.0,35,0.0
홍채섬모체염,48.5,194,38.31013790978397
화농성 및 상세불명의 중이염,336.61764705882354,11445,373.56643275212025
확인된 인플루엔자 바이러스에 의한  인플루엔자,39.0,195,35.48943504763072
확인된 조류 인플루엔자 바이러스에 의한 인플루엔자,339.7142857142857,2378,229.3394240608697
활막 및 건 장애,898.7857142857143,37749,1116.9045537690163
활막염 및 건초염,328.7586206896552,9534,214.95575211996103
후두의 악성 신생물,157.66666666666666,1892,103.2141052141204
흉곽의 관절 및 인대의 탈구. 염좌 및 긴장,201.83333333333334,1211,66.54447134560968
흉부의 표재성 손상,132.11764705882354,2246,55.69771354479146
흉선의 악성 신생물,55.666666666666664,167,38.18813079129867
흑색종 및 피부의 기타 악성 신생물,896.6923076923077,11657,850.8495151528838
