병원,진료과,연도,실제값,ARIMA예측,RF예측,XGB예측,ARIMA_RMSE,RF_RMSE,XGB_RMSE
대구,응급의학과,2022,0,1462.1586610827428,0.0,0.00020420476,1406.9803128262456,0.0,0.00020420475619755416
대구,응급의학과,2023,0,1349.5477950713716,0.0,0.00020420476,1406.9803128262456,0.0,0.00020420475619755416
중앙,순환기내과,2022,96951,94861.35254787905,98189.0,95202.02,2883.2072550447924,875.6220645917964,2430.4794794443337
중앙,순환기내과,2023,98161,94659.69428970701,98189.0,95202.02,2883.2072550447924,875.6220645917964,2430.4794794443337
중앙,호흡기내과,2022,0,30381.93547398908,32046.25,29817.006,22400.23242447628,23167.995776771455,22033.978850856693
중앙,호흡기내과,2023,38869,29898.001048072703,32046.25,29817.006,22400.23242447628,23167.995776771455,22033.978850856693
중앙,내분비내과,2022,53347,50665.56935109831,52678.58,50809.01,3375.8300978311477,1380.558226370766,3174.973543196856
중앙,내분비내과,2023,54513,50563.014256484465,52678.58,50809.01,3375.8300978311477,1380.558226370766,3174.973543196856
중앙,감염내과,2022,19550,20063.391403816822,14935.6,14635.997,1290.4641176702391,3294.438565218662,3538.1264816283774
중앙,감염내과,2023,15579,17330.29224987603,14935.6,14635.997,1290.4641176702391,3294.438565218662,3538.1264816283774
중앙,소화기내과,2022,48033,53998.91721268187,56622.16,54285.01,9092.582674707888,11550.955391897247,9291.80499149654
중앙,소화기내과,2023,42727,54118.13476367576,56622.16,54285.01,9092.582674707888,11550.955391897247,9291.80499149654
중앙,혈액종양내과,2022,20725,22491.61549334054,23466.65,22710.006,1284.1533809019643,2227.2359714453264,1511.7363361380185
중앙,혈액종양내과,2023,21916,22336.915086511573,23466.65,22710.006,1284.1533809019643,2227.2359714453264,1511.7363361380185
중앙,신장내과,2022,31907,31185.58544237185,33278.87,32137.004,1538.711416108147,1164.513884374077,1460.769489002286
중앙,신장내과,2023,34190,32136.995694070454,33278.87,32137.004,1538.711416108147,1164.513884374077,1460.769489002286
중앙,일반내과,2022,2,1096.202812074388,4.88,5.9990687,833.1075543234239,4.00679422980517,5.098106346867885
중앙,일반내과,2023,0,436.87137716954464,4.88,5.9990687,833.1075543234239,4.00679422980517,5.098106346867885
중앙,신경과,2022,80683,84787.91546534526,85543.51,84796.99,3747.1840749772123,4501.614818051402,3758.197972433065
중앙,신경과,2023,81432,84783.48414973053,85543.51,84796.99,3747.1840749772123,4501.614818051402,3758.197972433065
중앙,소아청소년과,2022,2090,3737.5220448721043,3160.72,3437.9993,1907.8171288764925,1447.4959752621075,1718.3688486468789
중앙,소아청소년과,2023,1416,3552.633685527195,3160.72,3437.9993,1907.8171288764925,1447.4959752621075,1718.3688486468789
중앙,정신건강의학과,2022,32415,35795.66090961877,35408.95,35774.004,4515.405517812647,4134.8375605941255,4489.6264878049715
중앙,정신건강의학과,2023,30386,35803.46304046104,35408.95,35774.004,4515.405517812647,4134.8375605941255,4489.6264878049715
중앙,외과,2022,15787,17722.652963677985,17482.13,17644.994,2196.4356872184676,1928.8325943170921,2090.7074161632468
중앙,외과,2023,15345,17774.384090747768,17482.13,17644.994,2196.4356872184676,1928.8325943170921,2090.7074161632468
중앙,정형외과,2022,68222,70512.28222610094,69911.13,70373.01,2898.9992183480654,2367.066916438997,2816.2732466861235
중앙,정형외과,2023,67021,70421.44118619504,69911.13,70373.01,2898.9992183480654,2367.066916438997,2816.2732466861235
중앙,신경외과,2022,27665,28366.68099010539,28563.62,28033.006,500.2364989315902,767.442574007983,266.0011454392631
중앙,신경외과,2023,27955,28045.093828042714,28563.62,28033.006,500.2364989315902,767.442574007983,266.0011454392631
중앙,산부인과,2022,16987,18524.239263637694,18668.32,18614.0,1501.210105967325,1682.8206685205644,1628.5006908196262
중앙,산부인과,2023,16984,18448.294714477757,18668.32,18614.0,1501.210105967325,1682.8206685205644,1628.5006908196262
중앙,안과,2022,72391,73373.31528928626,75938.55,75817.984,3428.323461453589,4259.57099394998,4140.505766207795
중앙,안과,2023,71070,75817.82689081444,75938.55,75817.984,3428.323461453589,4259.57099394998,4140.505766207795
중앙,피부과,2022,38847,48676.77324705841,50690.36,50484.996,13184.39286564475,14104.026597025404,13900.992194803937
중앙,피부과,2023,34641,50484.98902999946,50690.36,50484.996,13184.39286564475,14104.026597025404,13900.992194803937
중앙,이비인후과,2022,35267,35562.70184492394,36148.5,36288.004,1278.4938343033077,1319.360166899092,1453.4646538529928
중앙,이비인후과,2023,34504,36287.7189766361,36148.5,36288.004,1278.4938343033077,1319.360166899092,1453.4646538529928
중앙,비뇨의학과,2022,84347,91034.86118255765,88787.56,91341.98,5369.37901812352,3226.6274519380117,5564.420544854604
중앙,비뇨의학과,2023,87737,91333.24455277568,88787.56,91341.98,5369.37901812352,3226.6274519380117,5564.420544854604
중앙,치과,2022,128290,133460.21526900068,131981.65,133291.95,6848.260588946155,7385.391622825429,6949.529768264901
중앙,치과,2023,141752,133562.60318091628,131981.65,133291.95,6848.260588946155,7385.391622825429,6949.529768264901
중앙,재활의학과,2022,84356,90815.7816160281,93205.35,91471.02,5844.997051401075,8354.930186572483,6624.68384151274
중앙,재활의학과,2023,85376,90533.44147179586,93205.35,91471.02,5844.997051401075,8354.930186572483,6624.68384151274
중앙,가정의학과,2022,57744,65529.17538620775,63649.11,65916.98,9579.608964825475,7548.434592158827,9781.741767190544
중앙,가정의학과,2023,54756,65843.32880561924,63649.11,65916.98,9579.608964825475,7548.434592158827,9781.741767190544
중앙,건강관리과,2022,7301,8799.159168054013,8154.2,8422.997,2053.1663124607276,1199.5192120178815,1461.008555758658
중앙,건강관리과,2023,6688,9175.268164155781,8154.2,8422.997,2053.1663124607276,1199.5192120178815,1461.008555758658
중앙,한의과,2022,7687,7875.404184174255,7889.59,7880.9995,422.5470487696705,412.7350337686394,416.39665209388994
중앙,한의과,2023,8437,7869.905757185325,7889.59,7880.9995,422.5470487696705,412.7350337686394,416.39665209388994
중앙,흉부외과,2022,10315,11142.54933815936,10696.84,10880.996,992.1456157178002,404.4388032817822,588.4075437143885
중앙,흉부외과,2023,10271,11404.078963924452,10696.84,10880.996,992.1456157178002,404.4388032817822,588.4075437143885
중앙,비뇨기과,2022,0,-5114.12078878707,4428.64,4.8354093e-07,3661.643308290012,4428.64,4.835409295745054e-07
중앙,비뇨기과,2023,0,-813.0387395358075,4428.64,4.8354093e-07,3661.643308290012,4428.64,4.835409295745054e-07
중앙,류마티스내과,2022,13152,12530.90983242353,12747.74,12803.0,516.7162582682532,396.34074683282336,341.09382873338535
중앙,류마티스내과,2023,13136,12750.982614863537,12747.74,12803.0,516.7162582682532,396.34074683282336,341.09382873338535
중앙,성형외과,2022,6767,6515.1056878913405,4027.99,5130.9985,1721.5712855411589,1966.4088028942508,1610.2099242024315
중앙,성형외과,2023,3547,5968.603732638142,4027.99,5130.9985,1721.5712855411589,1966.4088028942508,1610.2099242024315
중앙,통증클리닉,2022,12615,15289.850696922847,15469.27,14904.0,2628.6347921377933,2635.6935221872823,2073.131086062818
중앙,통증클리닉,2023,13072,15653.591658269363,15469.27,14904.0,2628.6347921377933,2635.6935221872823,2073.131086062818
중앙,방사선종양학과,2022,7105,8708.857958320747,8779.2,8686.0,1289.5346226932174,1350.5321691836896,1261.3161776493632
중앙,방사선종양학과,2023,7860,8728.008488311194,8779.2,8686.0,1289.5346226932174,1350.5321691836896,1261.3161776493632
중앙,완화의료사업실,2022,1750,1513.0874677223753,1683.59,1599.0004,1133.2416603731303,1191.4037049212159,1135.6943360781545
중앙,완화의료사업실,2023,0,1585.0380984885826,1683.59,1599.0004,1133.2416603731303,1191.4037049212159,1135.6943360781545
중앙,욕창성형클리닉,2022,0,-1293.8844866943273,570.74,0.0010686937,1612.9963306805746,570.74,0.0010686937217418788
중앙,욕창성형클리닉,2023,0,-1878.6636901451393,570.74,0.0010686937,1612.9963306805746,570.74,0.0010686937217418788
중앙,기타,2022,1741,2192.5915216269223,2046.62,1711.0012,405.0915015355281,226.43627006290305,171.0253487699265
중앙,기타,2023,1951,2303.5100662779696,2046.62,1711.0012,405.0915015355281,226.43627006290305,171.0253487699265
중앙,호스피스완화의료센터,2022,0,0.0,0.0,0.0,1194.3033534240788,1194.3033534240788,1194.3033534240788
중앙,호스피스완화의료센터,2023,1689,0.0,0.0,0.0,1194.3033534240788,1194.3033534240788,1194.3033534240788
중앙,재활센터신경과,2022,0,-38.820457945686904,112.72,0.00035096504,43.465819727247684,112.72,0.0003509650449935871
중앙,재활센터신경과,2023,0,-47.660539380186854,112.72,0.00035096504,43.465819727247684,112.72,0.0003509650449935871
중앙,호흡기·알레르기내과,2022,32432,0.0,0.0,0.0,22932.88712744211,22932.88712744211,22932.88712744211
중앙,호흡기·알레르기내과,2023,0,0.0,0.0,0.0,22932.88712744211,22932.88712744211,22932.88712744211
중앙,욕창진료센터,2022,0,139.77142767995997,0.0,0.00020556313,220.90959840097685,0.0,0.00020556312975972838
중앙,욕창진료센터,2023,0,279.4030231326559,0.0,0.00020556313,220.90959840097685,0.0,0.00020556312975972838
인천,순환기내과,2022,418,1220.3375286525725,1889.8,2167.999,1426.5031983927165,1693.7442664109597,1970.1163036734658
인천,순환기내과,2023,0,1850.9665691646035,1889.8,2167.999,1426.5031983927165,1693.7442664109597,1970.1163036734658
인천,호흡기내과,2022,0,0.0,0.0,0.0,4076.4705935404463,4076.4705935404463,4076.470532212885
인천,호흡기내과,2023,5765,0.0,0.0,0.0,4076.4705935404463,4076.4705935404463,4076.470532212885
인천,소화기내과,2022,8006,11181.569143056395,11023.87,11244.998,8215.497661734325,8081.870115072378,8274.692985241205
인천,소화기내과,2023,0,11176.071057289873,11023.87,11244.998,8215.497661734325,8081.870115072378,8274.692985241205
인천,일반내과,2022,0,114.80871530821337,19.96,0.00031989696,112.63503100002411,19.96,0.0003198969679548955
인천,일반내과,2023,0,110.41856413678995,19.96,0.00031989696,112.63503100002411,19.96,0.0003198969679548955
인천,신경과,2022,5127,3347.4627431162044,3864.11,3900.9988,2661.656511936596,2230.0622596914195,2195.7567032802153
인천,신경과,2023,6754,3437.0619652409137,3864.11,3900.9988,2661.656511936596,2230.0622596914195,2195.7567032802153
인천,외과,2022,6715,2562.550001835676,2628.05,3432.9988,2937.0766669371615,2909.604483860306,2332.2156847084275
인천,외과,2023,3106,3006.011462264346,2628.05,3432.9988,2937.0766669371615,2909.604483860306,2332.2156847084275
인천,정형외과,2022,11258,10007.363934151417,10533.16,9532.998,4324.819740392869,3584.9763800616597,4426.735817732972
인천,정형외과,2023,15551,9564.010689454803,10533.16,9532.998,4324.819740392869,3584.9763800616597,4426.735817732972
인천,신경외과,2022,5777,2003.6857550122304,7420.73,5614.0,2673.22394994464,3413.3501377532302,1935.2510173101575
인천,신경외과,2023,2882,2648.8644564043816,7420.73,5614.0,2673.22394994464,3413.3501377532302,1935.2510173101575
인천,안과,2022,5754,9023.685027106148,8587.29,9114.997,2540.927146410332,2116.7485193333673,2600.8006459550106
인천,안과,2023,7621,9111.564104709278,8587.29,9114.997,2540.927146410332,2116.7485193333673,2600.8006459550106
인천,피부과,2022,7773,7715.012939079647,7557.41,7715.0005,939.2261435220138,1060.7748385496332,939.2262107713988
인천,피부과,2023,9042,7715.000000709763,7557.41,7715.0005,939.2261435220138,1060.7748385496332,939.2262107713988
인천,이비인후과,2022,7894,7418.963444964422,7131.65,7419.0005,1432.9772814595412,1684.7561463012983,1432.9205316415841
인천,이비인후과,2023,9389,7418.926892285902,7131.65,7419.0005,1432.9772814595412,1684.7561463012983,1432.9205316415841
인천,비뇨의학과,2022,26650,24470.918747483138,21533.56,23133.994,2033.83512636168,3808.448675458288,2486.867708584435
인천,비뇨의학과,2023,23216,25093.385292734234,21533.56,23133.994,2033.83512636168,3808.448675458288,2486.867708584435
인천,치과,2022,13574,14530.412550779292,13984.92,14442.997,2996.398506878943,2540.9824923442507,2913.7532496764375
인천,치과,2023,10415,14543.205791474616,13984.92,14442.997,2996.398506878943,2540.9824923442507,2913.7532496764375
인천,재활의학과,2022,13582,-112.74185675239278,5203.3,8245.997,11775.431648482512,10651.183666147157,7689.23299165788
인천,재활의학과,2023,17721,8245.999921209437,5203.3,8245.997,11775.431648482512,10651.183666147157,7689.23299165788
인천,가정의학과,2022,18967,16377.002851341262,15698.13,16376.997,2090.3002451856005,2748.7979239842284,2090.3047624688606
인천,가정의학과,2023,17802,16377.000000005064,15698.13,16376.997,2090.3002451856005,2748.7979239842284,2090.3047624688606
인천,내과,2022,16711,16287.007542611786,14953.17,16286.997,318.49144723630593,1497.7797664877169,318.49771879088865
인천,내과,2023,16135,16287.000000010712,14953.17,16286.997,318.49144723630593,1497.7797664877169,318.49771879088865
인천,마취통증의학과,2022,2239,805.438334627508,843.55,912.9987,1064.325604869626,1048.0293423850308,985.6927449768513
인천,마취통증의학과,2023,1343,884.2201639820712,843.55,912.9987,1064.325604869626,1048.0293423850308,985.6927449768513
인천,영상의학과,2022,0,0.0,0.0,0.0,76.36753236814714,76.36753236814714,76.36753236814714
인천,영상의학과,2023,108,0.0,0.0,0.0,76.36753236814714,76.36753236814714,76.36753236814714
인천,응급의학과,2022,0,0.0,0.0,0.0,398.8082245892128,398.8082245892128,398.8082245892128
인천,응급의학과,2023,564,0.0,0.0,0.0,398.8082245892128,398.8082245892128,398.8082245892128
인천,진단검사의학과,2022,362,156.43931696736024,171.93,142.00069,183.36260945864635,181.22710862340656,185.15384228392344
인천,진단검사의학과,2023,0,158.07750847645192,171.93,142.00069,183.36260945864635,181.22710862340656,185.15384228392344
